time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1664105931368.2,0.1,0,0,-0.3,5.5,8.2,-2.7,-3.6,2.8,x
1664105931384.8,0.1,0,0.2,-0.3,5.4,8.5,-2.7,-3,0.1,x
1664105931401.4,0,0,0.1,-0.3,5.4,8.3,0.8,0,0.3,x
1664105931418.1,0,0,-0.1,-0.3,5.4,8.1,1.5,1,0.5,x
1664105931434.8,-0.1,0,-0.1,-0.4,5.4,8,0.1,0.4,0.9,x
1664105931451.5,0,0,0,-0.4,5.5,8.2,-1.7,-0.3,1.6,x
1664105931468.6,0,0,0.1,-0.3,5.5,8.2,-2.2,-0.9,1.9,x
1664105931485,0,0,0.2,-0.4,5.4,8.4,-1.8,-1.7,2.3,x
1664105931501.4,0.1,0.1,0.2,-0.3,5.5,8.3,-0.4,-1.1,1.9,x
1664105931518.1,0.1,0.1,0.1,-0.2,5.5,8.3,0.2,-1.3,1.2,x
1664105931534.9,0,0.1,0,-0.3,5.5,8.2,1.1,0.1,-0.5,x
1664105931551.3,-0.1,0,0,-0.4,5.4,8.1,1,1.2,0.2,x
1664105931568.4,-0.1,0,-0.1,-0.4,5.4,7.9,-0.8,0,2.1,x
1664105931584.7,0.1,-0.1,0,-0.2,5.3,8.1,-3.9,-2.4,3.4,x
1664105931601.4,0.1,0,0.2,-0.2,5.4,8.4,-3.7,-2.9,2.7,x
1664105931618,0.1,0,0.2,-0.1,5.4,8.4,-2.6,-2.5,1.9,x
1664105931634.8,0,0.1,0.2,-0.2,5.5,8.4,-0.1,-1,0.4,x
1664105931651.4,-0.1,0.1,0,-0.3,5.5,8.2,0.4,1.1,-0.5,x
1664105931668.1,-0.1,0,-0.1,-0.3,5.4,8.1,-0.3,0.9,0.3,x
1664105931684.8,0,-0.1,-0.2,-0.3,5.4,8,-2.1,-1.1,1.8,x
1664105931701.3,0.1,0,0,-0.2,5.4,8.2,-3.9,-1.6,1.9,x
1664105931718.2,0.1,-0.1,0.1,-0.2,5.4,8.2,-3.9,-1.3,1.5,x
1664105931735,0.1,0,0.2,-0.2,5.4,8.4,-2.9,-0.3,1.6,x
1664105931751.5,0,0.1,0.2,-0.2,5.4,8.4,-1,-0.7,0.5,x
1664105931768.1,0,0.1,0.2,-0.2,5.5,8.4,-0.6,-0.8,-0.1,x
1664105931784.9,0,0.1,0.2,-0.3,5.4,8.4,-0.3,-0.2,-0.9,x
1664105931802.4,0,0,0.1,-0.3,5.4,8.3,-0.5,-0.6,-0.3,x
1664105931818.1,0,0,0,-0.3,5.4,8.2,-0.9,-0.9,0.1,x
1664105931835,0,0,0,-0.2,5.4,8.2,-2.2,-1.9,0.5,x
1664105931851.5,0.1,0,0.1,-0.2,5.4,8.3,-1.8,-1.8,0.7,x
1664105931868.2,0.1,0.1,0.2,-0.2,5.4,8.4,-0.9,-1.2,0.8,x
1664105931885.1,0,0.1,0.2,-0.3,5.4,8.3,1.3,0.5,0.9,x
1664105931901.5,0,0,0,-0.2,5.4,8.2,0.8,0.3,0.6,x
1664105931918.2,0,0,0,-0.2,5.3,8.2,-0.2,-0.3,0,x
1664105931934.9,0,0,0,-0.2,5.4,8.3,-1.4,-1.2,-0.1,x
1664105931951.5,0,0,0,-0.2,5.4,8.3,-1.4,-1.1,0.6,x
1664105931968.3,0,0,0.1,-0.2,5.3,8.3,-1.4,-1.7,0.8,x
1664105931984.9,0.1,0.1,0.1,-0.1,5.4,8.4,-1.5,-1.6,0.4,x
1664105932001.5,0,0,0.1,-0.1,5.3,8.3,-1.1,-0.7,-0.6,x
1664105932018.2,0,0,0.1,-0.2,5.4,8.3,-0.8,-0.7,-0.7,x
1664105932035,0,0,0.1,-0.2,5.3,8.3,0,-0.1,-0.6,x
1664105932051.6,0,0,0,-0.2,5.3,8.3,1,0.1,-0.8,x
1664105932068.3,0,0.1,-0.1,-0.2,5.4,8.2,0.3,0.7,-0.7,x
1664105932085,-0.1,0,-0.1,-0.3,5.4,8.1,-0.6,-0.2,-0.5,x
1664105932101.4,0,0,0,-0.2,5.3,8.3,-3.1,-2.3,-0.5,x
1664105932118.1,0,0,0.1,-0.2,5.3,8.3,-3.7,-2.5,-0.6,x
1664105932134.8,0,0,0.1,-0.2,5.3,8.3,-2.4,-1.8,-1,x
1664105932151.4,0,0,0.1,-0.2,5.3,8.4,0,0.3,-0.4,x
1664105932168,0,0,0.1,-0.2,5.3,8.3,0.4,1.3,-0.3,x
1664105932184.9,-0.1,0.2,0.1,-0.3,5.5,8.3,0.4,2.5,-1.3,x
1664105932201.3,-0.2,0.1,0,-0.4,5.4,8.2,-0.3,-0.1,-1.3,x
1664105932218.7,-0.1,0,0,-0.3,5.3,8.2,-0.8,-1,-0.7,x
1664105932234.9,0,-0.1,-0.1,-0.2,5.2,8.1,-2.1,-0.9,0.9,x
1664105932251.6,0,-0.1,0.1,-0.2,5.3,8.3,-2.7,0.1,1.6,x
1664105932268.4,0,0,0.1,-0.2,5.3,8.3,-2.2,0.1,1.5,x
1664105932285.1,0,0.1,0.1,-0.2,5.4,8.4,-0.2,-0.7,0.9,x
1664105932357.8,0,0,0,-0.2,5.3,8.3,-2.7,-0.8,0.5,x
1664105932368.7,0,-0.1,0.2,-0.2,5.2,8.4,-1.8,-0.1,0.7,x
1664105932385,0,0,0.1,-0.2,5.3,8.3,-1.8,-0.1,0.7,x
1664105932401.6,0.1,0,0.1,-0.1,5.3,8.3,0.4,1.6,2,x
1664105932419.1,0.2,0,0.1,-0.1,5.3,8.4,0,1.3,1.6,x
1664105932435.1,0,0.1,0.2,-0.2,5.4,8.4,0.5,1.1,0,x
1664105932451.7,-0.1,0.1,0,-0.3,5.4,8.3,0.6,1.3,-0.2,x
1664105932469.1,-0.1,0.1,0,-0.3,5.4,8.2,0.1,1,0.3,x
1664105932485.1,0.1,0,0,-0.1,5.3,8.2,-0.8,-1.4,0.8,x
1664105932501.8,0.1,0,0.1,-0.1,5.3,8.4,-1,-1.2,0.6,x
1664105932518.5,0.1,0,0.1,-0.1,5.3,8.3,-0.2,-1,0.8,x
1664105932535.1,0.1,0.1,0,-0.1,5.4,8.3,1.5,0.5,1.3,x
1664105932551.8,0.1,0.1,0,-0.1,5.4,8.3,1.2,1.4,0.9,x
1664105932568.2,0,0.1,0,-0.2,5.4,8.2,-0.2,1.9,-0.2,x
1664105932585.1,-0.1,0,0,-0.3,5.3,8.2,-1.3,0.4,0,x
1664105932601.9,-0.1,0,0.1,-0.3,5.2,8.4,-2,0.8,0.3,x
1664105932618.5,-0.1,0,0.1,-0.3,5.3,8.3,-1.5,0.4,0.7,x
1664105932635.3,0.1,0,0.1,-0.2,5.3,8.3,-0.3,-0.8,1.5,x
1664105932652,0,0.1,0.1,-0.2,5.4,8.4,-0.2,0.6,0.5,x
1664105932669.4,-0.1,0.1,0.2,-0.3,5.4,8.4,0,1.4,0.3,x
1664105932684.9,-0.1,0,0,-0.3,5.3,8.2,-0.2,1.1,0.4,x
1664105932702.3,0.1,0,0.1,-0.1,5.3,8.3,-1.7,-3,1.3,x
1664105932718.5,0.1,0,0.1,-0.1,5.3,8.4,-1.7,-2.5,0.9,x
1664105932735.3,0.1,0,0.2,-0.1,5.3,8.4,0.6,-0.7,0.4,x
1664105932751.7,0,0.1,0,-0.2,5.3,8.3,1.9,1.2,0.4,x
1664105932769,0,0.1,0,-0.2,5.3,8.3,1.9,1.2,0.4,x
1664105932785,0,0,0,-0.2,5.3,8.2,-0.3,0.1,0,x
1664105932801.8,0,0,0.1,-0.2,5.3,8.4,-1.1,-0.2,-0.2,x
1664105932818.5,0,-0.1,0.1,-0.2,5.2,8.4,-1.1,-0.8,0.2,x
1664105932835.3,0.1,0.1,0.1,-0.1,5.3,8.4,0.3,-0.2,0.6,x
1664105932851.7,0.1,0.1,0.1,-0.1,5.4,8.4,1.1,-0.3,-0.2,x
1664105932868.3,-0.1,0.1,0,-0.3,5.4,8.3,2.6,0.3,-1.7,x
1664105932889.3,-0.1,0,-0.1,-0.3,5.3,8.1,0.7,1.8,-0.2,x
1664105932902,-0.1,0,-0.1,-0.3,5.3,8.1,0.7,1.8,-0.2,x
1664105932918.4,0.1,-0.1,0,-0.2,5.2,8.3,-2.8,-3.2,1.9,x
1664105932934.8,0,0.1,0.3,-0.2,5.4,8.6,-0.4,-0.7,1.4,x
1664105932951.5,0,0.1,0.2,-0.2,5.4,8.4,2,0.9,0.6,x
1664105932968.4,0.1,0.1,-0.1,-0.1,5.4,8.2,2.5,0.2,0.1,x
1664105932984.7,0,0,-0.1,-0.2,5.3,8.1,1.1,-1.3,-0.8,x
1664105933003.8,0,0,0.1,-0.2,5.3,8.3,-0.7,0.2,-0.8,x
1664105933018.7,0,0,0,-0.2,5.3,8.3,-0.3,0.6,0.1,x
1664105933034.8,0.1,0,0,-0.1,5.3,8.3,-0.4,-0.6,1.5,x
1664105933051.5,0.1,0,0.2,-0.1,5.3,8.4,-1.3,-0.8,0.3,x
1664105933068.3,0,0,0.2,-0.1,5.3,8.4,-1.2,0,0.1,x
1664105933084.9,-0.1,0,0,-0.3,5.3,8.3,0.6,-1.5,-0.3,x
1664105933101.5,0,0.1,0,-0.2,5.4,8.3,1.2,1.1,-0.3,x
1664105933118.3,-0.1,0.1,0,-0.2,5.4,8.2,1.1,1.2,-0.5,x
1664105933134.9,0,0,-0.1,-0.2,5.3,8.1,-0.6,0,0,x
1664105933151.7,-0.1,0,0,-0.2,5.3,8.3,-2.3,0.2,0,x
1664105933168.3,0,0,0.1,-0.2,5.3,8.4,-2.2,0.1,0.4,x
1664105933184.9,0.1,0,0.2,-0.1,5.3,8.4,-0.4,-0.1,0.6,x
1664105933203,0,0.1,0.1,-0.2,5.4,8.3,1.5,1.2,-0.1,x
1664105933218.3,0,0.1,0,-0.2,5.4,8.3,0.8,2.3,-0.1,x
1664105933237.1,0,0,0,-0.2,5.3,8.3,-0.9,1.2,-0.3,x
1664105933252,0,0,0,-0.2,5.3,8.2,-1.6,-0.9,-0.1,x
1664105933269,0,0,0,-0.1,5.3,8.2,-1.1,-0.8,0.1,x
1664105933301.3,0,0,0,-0.1,5.3,8.2,0.7,1.2,0.8,x
1664105933325.2,0.1,0.1,0,-0.1,5.4,8.3,-1.3,0.9,0.7,x
1664105933334.9,0,0,0.1,-0.1,5.3,8.3,-1.8,0.3,0.2,x
1664105933351.7,0,0,0.1,-0.2,5.3,8.4,-1.4,-0.1,-0.3,x
1664105933368.1,0,0,0.1,-0.2,5.3,8.4,-1,0.3,-0.5,x
1664105933384.9,-0.1,0,0.1,-0.2,5.3,8.3,0.2,1,-0.2,x
1664105933401.8,0,0,0,-0.2,5.3,8.3,-0.1,0.1,0.5,x
1664105933419.3,0,0,0.1,-0.1,5.3,8.3,-0.3,-0.3,0.2,x
1664105933435.3,0,0,0.2,-0.2,5.3,8.4,-0.2,0.1,-0.7,x
1664105933452,-0.1,0,0,-0.2,5.3,8.3,0.7,-0.2,0.5,x
1664105933468.5,0.1,0,-0.1,-0.1,5.3,8.2,0.7,0.1,1.3,x
1664105933485.3,0.1,0.1,0.1,-0.1,5.4,8.3,-0.7,-0.2,-0.2,x
1664105933501.9,-0.1,0.2,0.1,-0.3,5.4,8.4,-0.2,-0.7,-1.2,x
1664105933518.5,-0.1,0.1,0,-0.3,5.4,8.3,-0.1,-0.8,-0.9,x
1664105933535,0.1,-0.1,0,-0.1,5.2,8.3,-0.6,-0.2,-0.5,x
1664105933551.6,0,-0.2,0,-0.1,5.1,8.3,-1.4,0.3,0.5,x
1664105933568.5,0,-0.1,0,-0.2,5.2,8.2,-1.7,0,1.1,x
1664105933585.2,0.1,0.1,0.1,-0.1,5.3,8.4,-0.8,-0.1,1.3,x
1664105933602.2,0.1,0.2,0.2,-0.1,5.4,8.5,0.6,-0.4,-0.2,x
