time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1664285240214.2,-0.2,0.2,0,-0.2,4,9.1,-1.9,-2.8,-1.2,x
1664285240230.9,-0.2,0.1,0.1,-0.2,4,9.1,-1.4,0,0.8,x
1664285240247.7,-0.1,0.1,0.1,-0.2,3.9,9.1,-1.7,1.5,1.4,x
1664285240264.1,0.1,0,0.2,0,3.9,9.2,-1.8,0,1.3,x
1664285240280.8,0.2,0,0.1,0.1,3.9,9.1,0.5,-2.2,-0.3,x
1664285240297.5,0.1,0,0,0.1,3.9,9,1.7,-2.2,-1.8,x
1664285240314.5,-0.1,0.1,0,-0.1,4,9,1.2,0.8,-2.1,x
1664285240330.9,-0.1,0.1,0,-0.2,4,9,0.2,1.2,-0.7,x
1664285240347.6,0,0,0.1,-0.1,3.9,9.1,-2,-0.3,1.2,x
1664285240364.7,0.1,0,0.3,0,3.9,9.3,-2.2,-2.3,0.4,x
1664285240395.3,0,0,0.2,-0.1,3.9,9.2,0.7,-0.1,-0.6,x
1664285240397.4,0,0,0.2,-0.1,3.9,9.2,0.7,-0.1,-0.6,x
1664285240414.2,0,0,0.1,-0.1,3.9,9.1,2.1,0.1,-0.8,x
1664285240430.8,-0.1,0,0,-0.1,3.9,9,2.3,0,-0.6,x
1664285240448,-0.1,0.1,-0.1,-0.1,3.9,9,1.6,0.4,-0.4,x
1664285240464.3,-0.1,0.1,0.1,-0.1,3.9,9.1,-0.7,0.2,-0.3,x
1664285240480.9,-0.1,0,0.1,-0.1,3.9,9.1,-0.1,-0.8,0.3,x
1664285240497.4,0,0.1,0.1,-0.1,3.9,9.1,1.1,-0.7,1,x
1664285240514.2,0.1,0.1,0,0.1,4,9,2.5,0.1,0.7,x
1664285240530.8,0,0,-0.1,0,3.9,8.9,1.6,2.1,0.1,x
1664285240547.7,0,0.1,0,0,3.9,9,-0.9,2.4,0.1,x
1664285240564.5,0,0,0.3,-0.1,3.8,9.3,-2.4,-0.4,-0.3,x
1664285240581.1,0.1,0,0.2,0,3.9,9.2,0.5,-1.1,0.5,x
1664285240597.7,0.1,0,0.2,0,3.9,9.2,2.8,-0.3,-0.3,x
1664285240614.4,0,0,0,-0.1,3.9,9,2.3,2.3,-0.1,x
1664285240631.1,0.1,0.1,0.1,0.1,3.9,9.1,-0.4,-0.1,0,x
1664285240647.8,0.2,0,0,0.1,3.9,9,0.2,-1.7,-0.4,x
1664285240664.6,0.2,0,-0.1,0.1,3.9,8.9,2,-1,-1.5,x
1664285240680.8,-0.1,0,-0.1,-0.1,3.9,8.9,0.7,2.1,-2.6,x
1664285240697.5,-0.1,0,0,-0.1,3.9,9,-0.8,1.6,-2,x
1664285240714.2,-0.1,-0.1,0.1,-0.1,3.8,9.1,-1.3,-1.1,-1.2,x
1664285240733.9,0,0.1,0.2,-0.1,4,9.2,-1.4,-1,-1.4,x
1664285240747.5,-0.1,0.1,0.2,-0.1,3.9,9.2,-0.7,-1.1,-1.8,x
1664285240767.8,-0.1,0,0.1,-0.1,3.9,9.1,1,-0.2,-0.7,x
1664285240780.8,0,0.1,0,0,3.9,9,0.9,-0.4,-0.4,x
1664285240798.3,-0.1,0.1,0,-0.1,4,9.1,0.4,0,-0.5,x
1664285240814,-0.1,0.2,0.1,-0.1,4,9.1,0,-0.4,-0.4,x
1664285240830.8,-0.1,0.1,0.1,-0.1,4,9.1,-0.1,-0.6,0.6,x
1664285240847.3,-0.1,0.1,0.1,-0.1,3.9,9.2,-0.1,0.3,1.2,x
1664285240864.6,0.1,0,0.2,0,3.9,9.2,-1.3,0.3,0.9,x
1664285240880.7,0.1,-0.1,0.1,0.1,3.8,9.1,1.9,0.1,-0.1,x
1664285240897.3,0.1,0,0,0.1,3.9,9,3.1,0.4,-0.7,x
1664285240914.2,0,0.1,-0.2,0,3.9,8.8,2.1,0.7,-1.5,x
1664285240930.8,0.1,0.1,-0.1,0.1,4,8.9,-2,-0.4,-0.9,x
1664285240947.5,0.1,0,0,0.1,3.9,9,-2.8,-1,-1.4,x
1664285240964.7,0,-0.1,0.2,0,3.8,9.2,-2,-0.9,-2.4,x
1664285240981,-0.1,0,0.2,-0.1,3.9,9.2,0.5,0.3,-3,x
1664285240997.5,-0.1,0,0.2,-0.2,3.9,9.2,1,0,-2.4,x
1664285241014.5,0,0.1,0.1,-0.1,4,9.1,1.8,-1.4,-1.1,x
1664285241031,0,0.1,0.1,0,4,9.1,1.6,-1.6,-1.6,x
1664285241047.5,0,0.1,0.1,0,4,9.1,1.7,-1.5,-2,x
1664285241065.2,-0.1,0.1,0,-0.2,4,9,2.4,-0.4,-2.3,x
1664285241080.8,-0.2,0.1,0,-0.2,4,9,0.6,-0.3,-1,x
1664285241097.5,-0.2,0.1,0,-0.2,4,9,0.4,-0.7,-0.6,x
1664285241117.2,0,0.1,0,-0.1,4,9,0,-0.8,-0.2,x
1664285241130.8,0,0.1,0,-0.1,4,9,1.2,-0.2,-1.5,x
1664285241147.5,-0.2,0,0,-0.2,3.9,9,1.9,1.1,-1.6,x
1664285241165.1,-0.1,0.1,0.1,-0.2,4,9.1,-0.7,1.8,0.8,x
1664285241181,0.1,0,0.2,0,3.9,9.2,-0.6,-0.3,1.3,x
1664285241198.1,0.2,0,0.1,0.1,3.9,9.1,0.9,-0.7,0.5,x
1664285241214.5,0.1,0,0.1,0,3.9,9,2.6,1.7,-1.6,x
1664285241230.9,0,0,0.1,0,4,9.1,0.6,1.8,-0.9,x
1664285241247.5,0.1,0,0.2,0,3.9,9.2,0.9,0,-0.2,x
1664285241264.3,0.2,0,0.1,0.1,3.9,9.1,2.9,-0.5,0,x
1664285241280.9,0.1,0,0.1,0,4,9,2.5,1.3,-1.5,x
1664285241297.5,0,-0.1,0.1,-0.1,3.8,9,2.1,1.2,-1.9,x
1664285241334.8,0,0,0.2,0,3.9,9.2,2.1,-1.7,-2.7,x
1664285241347.4,-0.1,0,0.1,-0.1,3.9,9,4.2,-1.1,-2.9,x
1664285241364.5,-0.1,0.1,-0.2,-0.1,4,8.7,5.6,1.2,-2.5,x
1664285241380.8,-0.1,0,-0.3,-0.1,4,8.6,0.8,0.3,-1.7,x
1664285241397.5,0,0.1,-0.1,-0.1,4,8.8,-1.9,-0.9,-1.8,x
1664285241414.3,-0.2,0.1,0.1,-0.2,4.1,9.1,-1.9,-1.8,-2.8,x
1664285241434.7,-0.2,0.2,0,-0.3,4.1,9,1.2,0.7,-0.9,x
1664285241447.4,-0.1,0.1,0,-0.2,4.1,9,1.9,1.7,0.2,x
1664285241464.4,0,0,0,-0.1,4,9,-0.6,2.3,0.7,x
1664285241480.8,0,0,0.1,0,4,9.2,-1.5,-1.7,-0.3,x
1664285241497.6,0.1,0.1,0.2,0.1,4,9.2,-0.5,-2.7,-1,x
1664285241514.4,0,0.1,0,-0.1,4,9,3,-0.6,-2.5,x
1664285241530.8,-0.1,0.2,0,-0.2,4.1,8.9,2.3,2.1,-1.5,x
1664285241548.3,-0.2,0.1,0,-0.2,4.1,9,0.9,1.5,-0.8,x
1664285241564.6,0,0,0.1,0,4,9.1,-0.7,-1.5,1.3,x
1664285241581,0.1,0,0.1,0.1,4,9,1.4,-0.9,-0.3,x
1664285241598.2,0.1,0,0,0.1,4,9,2.2,0.1,-1.3,x
1664285241614.3,0,0,-0.1,-0.1,4,8.9,1.8,1.2,-2.1,x
1664285241630.9,-0.1,0,-0.1,-0.1,4,8.9,0.4,-0.3,-1.3,x
1664285241647.4,0,0,0,-0.1,4,8.9,-0.9,-0.2,-0.4,x
1664285241664,-0.1,0,0.2,-0.1,4,9.1,-2.3,0.7,-0.9,x
1664285241681.1,-0.1,0.1,0.3,-0.2,4,9.2,-1.3,-0.1,-0.9,x
1664285241697.4,-0.1,0.1,0.3,-0.1,4.1,9.2,-0.3,-0.3,-1,x
1664285241714.2,-0.1,0.2,0.2,-0.1,4.1,9.1,2,-0.1,-1.4,x
1664285241730.9,-0.1,0.1,0,-0.2,4,9,2.9,0.6,-1.2,x
1664285241747.7,-0.1,0.1,0,-0.2,4,8.9,2.7,0.4,-0.5,x
1664285241764,0,0.1,-0.1,-0.1,4.1,8.8,2.1,0.1,-0.1,x
1664285241786.3,0,0.1,-0.1,-0.1,4.1,8.8,0.4,-0.1,0.1,x
1664285241797.7,0,0,-0.1,-0.1,4.1,8.9,-0.4,0,0.5,x
1664285241814,-0.1,0,0,-0.2,4,9,-1.1,0.4,1,x
1664285241830.6,0.3,0,0.3,0.1,4,9.2,-0.2,-0.6,0.5,x
1664285241847.5,0.2,0,0.2,0.1,4,9.2,1.2,-0.9,-0.7,x
1664285241864.5,0,-0.1,0.1,-0.1,4,9,3.3,-0.1,-3,x
1664285241880.8,-0.1,-0.1,0,-0.2,4,9,2.6,0.7,-1.5,x
1664285241897.4,0,0,0,-0.1,4,8.9,1.9,0.6,-0.4,x
1664285241913.9,0.1,0,0,0,4,8.9,0.8,-0.2,-0.3,x
1664285241930.6,0,0,-0.1,-0.1,4,8.9,0.5,-1.8,-2.7,x
1664285241947.3,-0.1,0,-0.1,-0.2,4,8.9,0,-1.2,-2.4,x
1664285241964.4,-0.1,0,0,-0.2,4,8.9,-0.8,0,0.3,x
1664285241981.2,0.2,0,-0.1,0.1,4,8.9,0,-0.5,1,x
1664285241997.5,0.2,0.1,-0.1,0.1,4.1,8.8,0.3,-1.3,-0.4,x
1664285242014.1,-0.2,0,-0.1,-0.2,4.1,8.9,-0.6,-1.1,-3.2,x
1664285242031,-0.3,-0.1,0,-0.4,3.9,9,-3.5,-0.9,-0.2,x
1664285242048.6,0.1,-0.1,0.2,0.1,3.9,9.1,-2.4,-1.2,2.4,x
1664285242066.9,0.3,-0.1,0.1,0.2,4,9.1,-0.8,-0.9,1.3,x
1664285242082.2,0.1,0.1,0,0,4.1,8.9,1.2,0.3,-2.9,x
1664285242098.5,-0.1,0.1,-0.1,-0.2,4.1,8.9,0.9,0.4,-4.1,x
1664285242114.3,-0.3,0.2,0.1,-0.4,4.2,9,-1.6,-1.4,-2.6,x
1664285242130.8,-0.1,0.2,0.2,-0.2,4.2,9.2,-2.1,-1.7,1,x
1664285242148.7,-0.1,0.1,0.2,-0.1,4.1,9.2,-0.8,-0.8,1,x
1664285242168.5,0,0.1,0.1,0,4.1,9.1,0.9,0.5,0.6,x
1664285242180.8,0,0.1,0,-0.1,4.1,9,1.3,0.4,0.2,x
1664285242197.3,-0.1,0.1,0,-0.1,4.1,8.9,1.1,-0.2,-0.1,x
1664285242214.2,-0.1,0.1,0.1,-0.1,4.1,9,-1.1,-0.7,0.7,x
1664285242230.5,-0.1,0,0.1,-0.2,4,9.1,-1.4,1,1.5,x
1664285242249,0,0,0.2,-0.1,4,9.1,-1.4,0.7,1.3,x
1664285242282.2,0,0.1,0,-0.1,4.1,9,1.8,0.2,0.4,x
1664285242299.1,0,0.1,-0.1,-0.1,4.1,8.9,2.5,0.9,0.4,x
1664285242313.9,0,0.1,-0.2,0,4.1,8.7,0.8,2,1.3,x
1664285242330.7,0.1,0,-0.1,0,4.1,8.8,-1.2,1.1,1.2,x
1664285242347.2,0.1,0,-0.1,0,4,8.9,-1.3,1.5,1.4,x
1664285242363.9,0,0,0,-0.1,4.1,8.9,-1.5,3.2,0.6,x
1664285242380.7,-0.3,-0.1,0.1,-0.3,4,9.1,-2.9,1.8,0.9,x
1664285242398,-0.3,-0.1,0.2,-0.4,4,9.1,-3.8,-0.2,4.5,x
1664285242414.4,0,-0.1,0.3,-0.1,4,9.3,-3.2,-1.8,5.3,x
1664285242430.6,0.2,0.1,0.3,0.1,4.1,9.2,0.1,-1.6,3.7,x
1664285242447.1,0.2,0.1,0.1,0.1,4.1,9.1,1.8,0.8,1.6,x
1664285242463.8,0.1,0,0,0,4.1,8.9,1.3,1,0.9,x
1664285242480.5,0,0,0,-0.1,4,9,-0.6,1.4,1.6,x
1664285242497.1,0.1,0,0.2,0.1,4,9.2,-2.2,1.1,2,x
1664285242513.9,0.2,-0.1,0.3,0.1,3.9,9.2,-0.5,0.5,0.9,x
1664285242530.5,0.2,-0.1,0.1,0.1,3.9,9.1,2.2,0.5,-1.4,x
1664285242548.8,0.1,-0.1,0.1,0,3.9,9.1,3.1,0.7,-1.8,x
1664285242564.3,0.2,-0.1,-0.1,0.1,3.9,8.8,2,0.8,-0.5,x
1664285242580.9,0.3,0,-0.1,0.2,4,8.9,-0.3,-1.4,-1.3,x
1664285242598,0.2,0.1,0,0.1,4.1,9,-1.3,-1.6,-2.2,x
1664285242614.4,-0.1,-0.1,0.1,-0.1,3.9,9,-0.9,-1.2,-2.5,x
1664285242630.9,-0.1,-0.1,0.1,-0.1,3.9,9.1,-1.7,-1,-0.6,x
1664285242647.5,0.1,-0.1,0.2,0,3.9,9.2,-1.5,-1.4,-0.5,x
1664285242664.6,0.1,0.1,0.1,0.1,4,9.1,0.7,-1.4,-1.8,x
1664285242680.9,-0.1,0.2,0,-0.1,4.1,8.9,2.9,-2.1,-4,x
1664285242697.4,-0.2,0.2,-0.1,-0.2,4.2,8.8,2.8,-1.2,-3.9,x
1664285242725.2,-0.3,0.2,0,-0.3,4.2,9,-2.3,-0.7,-0.9,x
1664285242730.7,-0.2,0.2,0.1,-0.2,4.2,9.1,-2.7,-0.5,0.2,x
1664285242747.3,-0.1,0.2,0.2,-0.2,4.2,9.2,-2.2,0.2,0.8,x
1664285242763.9,-0.1,0.1,0.2,-0.2,4.1,9.1,0.2,1.3,0.8,x
1664285242780.6,-0.1,0,0.1,-0.2,4,9.1,1.5,0.7,1.4,x
