time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1653647266199,75.59,28.56,8.85,x
1653647266207,75.61,28.61,8.92,x
1653647266209,75.63,28.63,8.95,x
1653647266214,75.66,28.61,8.95,x
1653647266221,75.69,28.55,8.92,x
1653647266226,75.71,28.46,8.87,x
1653647266228,75.73,28.35,8.8,x
1653647266233,75.74,28.21,8.73,x
1653647266237,75.75,28.05,8.65,x
1653647266242,75.74,27.89,8.59,x
1653647266250,75.72,27.72,8.53,x
1653647266251,75.69,27.54,8.49,x
1653647266260,75.65,27.35,8.47,x
1653647266262,75.6,27.14,8.46,x
1653647266267,75.55,26.93,8.49,x
1653647266270,75.49,26.71,8.54,x
1653647266277,75.44,26.49,8.61,x
1653647266280,75.4,26.25,8.72,x
1653647266285,75.38,26.02,8.84,x
1653647266296,75.38,25.79,8.97,x
1653647266299,75.42,25.57,9.1,x
1653647266301,75.48,25.36,9.23,x
1653647266304,75.57,25.16,9.35,x
1653647266311,75.69,24.99,9.48,x
1653647266315,75.84,24.85,9.59,x
1653647266319,76.02,24.73,9.69,x
1653647266323,76.22,24.64,9.77,x
1653647266328,76.45,24.59,9.84,x
1653647266332,76.71,24.56,9.87,x
1653647266337,76.98,24.57,9.88,x
1653647266342,77.27,24.6,9.87,x
1653647266347,77.57,24.67,9.83,x
1653647266353,77.88,24.77,9.76,x
1653647266362,78.2,24.88,9.65,x
1653647266363,78.53,25.01,9.5,x
1653647266367,78.85,25.16,9.32,x
1653647266372,79.16,25.31,9.11,x
1653647266377,79.46,25.46,8.87,x
1653647266381,79.75,25.61,8.6,x
1653647266386,80.02,25.76,8.32,x
1653647266390,80.26,25.9,8.03,x
1653647266396,80.48,26.03,7.76,x
1653647266400,80.68,26.15,7.52,x
1653647266405,80.86,26.25,7.31,x
1653647266410,81.02,26.35,7.14,x
1653647266415,81.17,26.42,7.01,x
1653647266420,81.32,26.47,6.93,x
1653647266427,81.46,26.49,6.88,x
1653647266430,81.6,26.5,6.87,x
1653647266435,81.75,26.48,6.87,x
1653647266440,81.9,26.44,6.89,x
1653647266444,82.05,26.37,6.93,x
1653647266450,82.21,26.29,6.97,x
1653647266455,82.37,26.2,7.01,x
1653647266459,82.54,26.09,7.05,x
1653647266464,82.7,25.98,7.09,x
1653647266468,82.87,25.86,7.11,x
1653647266473,83.02,25.77,7.12,x
1653647266480,83.16,25.69,7.13,x
1653647266485,83.29,25.65,7.15,x
1653647266491,83.4,25.65,7.16,x
1653647266492,83.49,25.68,7.16,x
1653647266497,83.56,25.74,7.15,x
1653647266501,83.62,25.85,7.15,x
1653647266507,83.65,25.98,7.15,x
1653647266510,83.68,26.15,7.16,x
1653647266517,83.71,26.34,7.18,x
1653647266520,83.75,26.54,7.21,x
1653647266526,83.81,26.75,7.23,x
1653647266531,83.89,26.97,7.26,x
1653647266536,83.99,27.17,7.27,x
1653647266542,84.12,27.36,7.28,x
1653647266546,84.26,27.54,7.28,x
1653647266550,84.42,27.69,7.27,x
1653647266568,84.59,27.82,7.25,x
1653647266569,84.76,27.92,7.21,x
1653647266570,84.93,27.99,7.16,x
1653647266572,85.1,28.04,7.1,x
1653647266574,85.25,28.06,7.02,x
1653647266581,85.4,28.06,6.93,x
1653647266586,85.53,28.02,6.84,x
1653647266590,85.64,27.97,6.74,x
1653647266592,85.72,27.9,6.65,x
1653647266603,85.79,27.81,6.58,x
1653647266604,85.83,27.71,6.52,x
1653647266608,85.86,27.6,6.48,x
1653647266610,85.88,27.49,6.47,x
1653647266618,85.88,27.37,6.48,x
1653647266622,85.88,27.25,6.51,x
1653647266626,85.88,27.14,6.57,x
1653647266630,85.89,27.03,6.65,x
1653647266636,85.91,26.94,6.75,x
1653647266641,85.94,26.85,6.87,x
1653647266645,85.99,26.77,7,x
1653647266649,86.05,26.71,7.14,x
1653647266654,86.13,26.66,7.28,x
1653647266660,86.23,26.62,7.42,x
1653647266667,86.35,26.6,7.56,x
1653647266670,86.49,26.59,7.7,x
1653647266678,86.64,26.59,7.82,x
1653647266680,86.81,26.61,7.94,x
1653647266684,86.99,26.63,8.04,x
1653647266693,87.18,26.67,8.13,x
1653647266694,87.38,26.71,8.2,x
1653647266699,87.58,26.75,8.25,x
1653647266703,87.78,26.79,8.3,x
1653647266707,87.98,26.83,8.33,x
1653647266714,88.17,26.87,8.36,x
1653647266720,88.35,26.9,8.36,x
1653647266725,88.53,26.91,8.36,x
1653647266729,88.69,26.92,8.34,x
1653647266732,88.84,26.93,8.32,x
1653647266738,88.98,26.92,8.28,x
1653647266742,89.11,26.9,8.23,x
1653647266750,89.24,26.88,8.16,x
1653647266760,89.36,26.84,8.09,x
1653647266761,89.48,26.8,8,x
1653647266762,89.59,26.75,7.92,x
1653647266765,89.7,26.69,7.83,x
1653647266770,89.8,26.63,7.76,x
1653647266777,89.9,26.56,7.68,x
1653647266781,89.99,26.48,7.61,x
1653647266787,90.07,26.38,7.54,x
1653647266790,90.15,26.28,7.47,x
1653647266796,90.21,26.16,7.42,x
1653647266799,90.26,26.04,7.38,x
1653647266803,90.3,25.9,7.36,x
1653647266808,90.34,25.76,7.36,x
1653647266813,90.37,25.61,7.35,x
1653647266817,90.4,25.45,7.35,x
1653647266828,90.44,25.29,7.35,x
1653647266829,90.47,25.15,7.36,x
1653647266835,90.52,25.01,7.37,x
1653647266840,90.56,24.9,7.38,x
1653647266850,90.62,24.82,7.41,x
1653647266851,90.69,24.76,7.43,x
1653647266854,90.77,24.74,7.44,x
1653647266860,90.87,24.74,7.46,x
1653647266861,90.97,24.77,7.47,x
1653647266865,91.08,24.82,7.47,x
1653647266871,91.19,24.89,7.45,x
1653647266876,91.31,24.96,7.42,x
1653647266880,91.43,25.04,7.38,x
1653647266885,91.55,25.12,7.32,x
1653647266890,91.66,25.19,7.24,x
1653647266896,91.78,25.25,7.14,x
1653647266904,91.89,25.3,7.02,x
1653647266907,92,25.34,6.88,x
1653647266909,92.1,25.35,6.72,x
1653647266915,92.2,25.36,6.55,x
1653647266920,92.28,25.35,6.39,x
1653647266925,92.34,25.33,6.23,x
1653647266932,92.39,25.3,6.08,x
1653647266935,92.42,25.27,5.96,x
1653647266942,92.43,25.24,5.87,x
1653647266945,92.42,25.22,5.81,x
1653647266949,92.4,25.21,5.8,x
1653647266953,92.38,25.21,5.82,x
1653647266958,92.37,25.23,5.86,x
1653647266962,92.39,25.25,5.9,x
1653647266969,92.43,25.28,5.93,x
1653647266972,92.49,25.31,5.92,x
1653647266977,92.57,25.33,5.87,x
1653647266981,92.67,25.34,5.77,x
1653647266990,92.78,25.35,5.6,x
1653647266992,92.9,25.36,5.38,x
1653647266998,93.02,25.36,5.1,x
1653647267002,93.12,25.36,4.77,x
1653647267006,93.21,25.35,4.41,x
1653647267011,93.28,25.33,4.02,x
1653647267016,93.32,25.31,3.63,x
1653647267020,93.34,25.29,3.25,x
1653647267026,93.33,25.29,2.89,x
1653647267038,93.29,25.31,2.55,x
1653647267040,93.21,25.36,2.24,x
1653647267042,93.11,25.43,1.96,x
1653647267045,92.99,25.53,1.72,x
1653647267049,92.83,25.66,1.54,x
1653647267054,92.67,25.81,1.42,x
1653647267069,92.49,25.98,1.35,x
1653647267069,92.32,26.17,1.34,x
1653647267075,92.16,26.36,1.39,x
1653647267076,92.01,26.55,1.48,x
1653647267080,91.89,26.73,1.6,x
1653647267084,91.8,26.9,1.75,x
1653647267091,91.74,27.05,1.91,x
1653647267101,91.7,27.19,2.08,x
1653647267102,91.7,27.3,2.23,x
1653647267105,91.73,27.39,2.36,x
1653647267109,91.77,27.45,2.45,x
1653647267117,91.83,27.49,2.51,x
1653647267118,91.9,27.51,2.54,x
1653647267124,91.97,27.52,2.53,x
1653647267125,92.03,27.51,2.48,x
1653647267130,92.08,27.49,2.4,x
1653647267134,92.11,27.47,2.3,x
1653647267139,92.12,27.44,2.17,x
1653647267147,92.1,27.4,2.04,x
1653647267149,92.03,27.37,1.9,x
1653647267155,91.94,27.35,1.79,x
1653647267160,91.8,27.32,1.7,x
1653647267166,91.63,27.31,1.65,x
1653647267169,91.43,27.3,1.63,x
1653647267174,91.21,27.29,1.65,x
1653647267182,90.97,27.29,1.72,x
1653647267185,90.72,27.28,1.82,x
1653647267188,90.46,27.28,1.96,x
1653647267193,90.2,27.27,2.13,x
1653647267198,89.95,27.25,2.34,x
1653647267203,89.7,27.23,2.57,x
1653647267213,89.46,27.19,2.82,x
1653647267217,89.23,27.15,3.09,x
1653647267218,89.01,27.08,3.36,x
1653647267221,88.8,27,3.64,x
1653647267232,88.61,26.9,3.92,x
1653647267232,88.42,26.79,4.18,x
1653647267238,88.25,26.66,4.43,x
1653647267248,88.09,26.53,4.65,x
1653647267249,87.95,26.39,4.84,x
1653647267252,87.81,26.25,5,x
1653647267256,87.69,26.11,5.12,x
1653647267261,87.58,25.98,5.2,x
1653647267265,87.47,25.85,5.25,x
1653647267269,87.37,25.73,5.27,x
1653647267276,87.28,25.62,5.26,x
1653647267281,87.19,25.53,5.23,x
1653647267287,87.11,25.45,5.18,x
1653647267289,87.02,25.38,5.12,x
1653647267294,86.95,25.32,5.05,x
1653647267298,86.87,25.28,4.98,x
1653647267304,86.81,25.24,4.89,x
1653647267310,86.75,25.22,4.8,x
1653647267313,86.7,25.19,4.69,x
1653647267317,86.66,25.18,4.57,x
1653647267321,86.62,25.16,4.44,x
1653647267327,86.59,25.15,4.31,x
1653647267331,86.57,25.15,4.16,x
1653647267337,86.54,25.15,4.02,x
1653647267341,86.53,25.16,3.87,x
1653647267348,86.52,25.17,3.72,x
1653647267353,86.51,25.18,3.59,x
1653647267356,86.51,25.2,3.47,x
1653647267366,86.51,25.22,3.37,x
1653647267368,86.51,25.25,3.3,x
1653647267374,86.53,25.3,3.26,x
1653647267377,86.54,25.36,3.27,x
1653647267381,86.56,25.43,3.31,x
1653647267390,86.59,25.51,3.39,x
1653647267393,86.61,25.61,3.51,x
1653647267395,86.64,25.72,3.66,x
1653647267402,86.68,25.85,3.83,x
1653647267407,86.71,25.98,4.01,x
1653647267409,86.74,26.12,4.21,x
1653647267414,86.78,26.26,4.4,x
1653647267418,86.82,26.4,4.6,x
1653647267423,86.86,26.53,4.78,x
1653647267430,86.9,26.65,4.94,x
1653647267433,86.95,26.76,5.09,x
1653647267438,87.01,26.86,5.21,x
1653647267444,87.06,26.93,5.3,x
1653647267448,87.11,26.98,5.36,x
1653647267454,87.15,27.01,5.41,x
1653647267458,87.19,27.02,5.44,x
1653647267465,87.23,27.02,5.46,x
1653647267473,87.26,27.01,5.46,x
1653647267474,87.28,27,5.45,x
1653647267477,87.3,27,5.44,x
1653647267482,87.31,27,5.45,x
1653647267487,87.32,27,5.47,x
1653647267492,87.33,27.01,5.5,x
1653647267496,87.32,27.01,5.56,x
1653647267501,87.31,27.02,5.66,x
1653647267505,87.3,27.02,5.8,x
1653647267510,87.3,27.01,5.95,x
1653647267516,87.31,26.99,6.12,x
1653647267520,87.33,26.96,6.28,x
1653647267527,87.37,26.92,6.42,x
1653647267533,87.42,26.87,6.54,x
1653647267535,87.49,26.83,6.64,x
1653647267541,87.56,26.78,6.7,x
1653647267545,87.65,26.74,6.73,x
1653647267550,87.74,26.72,6.72,x
1653647267557,87.83,26.72,6.68,x
1653647267559,87.92,26.75,6.61,x
1653647267564,88.02,26.8,6.51,x
1653647267569,88.13,26.88,6.39,x
1653647267573,88.29,27.01,6.28,x
1653647267581,88.46,27.12,6.17,x
1653647267583,88.62,27.24,6.06,x
1653647267589,88.75,27.38,5.93,x
1653647267593,88.88,27.53,5.8,x
1653647267597,88.99,27.7,5.66,x
1653647267602,89.11,27.9,5.53,x
1653647267607,89.24,28.1,5.4,x
1653647267611,89.4,28.31,5.28,x
1653647267616,89.58,28.5,5.16,x
1653647267621,89.77,28.68,5.04,x
1653647267637,89.98,28.83,4.93,x
1653647267638,90.19,28.96,4.82,x
1653647267639,90.4,29.05,4.73,x
1653647267642,90.59,29.11,4.64,x
1653647267648,90.78,29.13,4.56,x
1653647267653,90.95,29.1,4.48,x
1653647267660,91.11,29.04,4.41,x
1653647267663,91.26,28.95,4.34,x
1653647267665,91.39,28.82,4.27,x
1653647267672,91.51,28.67,4.2,x
1653647267674,91.61,28.49,4.14,x
1653647267677,91.69,28.3,4.11,x
1653647267684,91.76,28.1,4.08,x
1653647267687,91.81,27.9,4.08,x
1653647267696,91.84,27.7,4.09,x
1653647267699,91.86,27.51,4.13,x
1653647267702,91.86,27.33,4.19,x
1653647267707,91.86,27.17,4.28,x
1653647267712,91.84,27.02,4.4,x
1653647267717,91.83,26.9,4.55,x
1653647267723,91.82,26.8,4.73,x
1653647267730,91.82,26.72,4.93,x
1653647267733,91.83,26.66,5.15,x
1653647267738,91.86,26.61,5.38,x
1653647267741,91.9,26.58,5.61,x
1653647267746,91.96,26.55,5.84,x
1653647267751,92.03,26.53,6.06,x
1653647267755,92.12,26.51,6.28,x
1653647267760,92.23,26.49,6.47,x
1653647267765,92.35,26.47,6.66,x
1653647267771,92.49,26.45,6.82,x
1653647267775,92.65,26.43,6.95,x
1653647267780,92.81,26.41,7.06,x
1653647267785,92.99,26.38,7.14,x
1653647267789,93.17,26.35,7.2,x
1653647267798,93.35,26.32,7.24,x
1653647267800,93.53,26.3,7.26,x
1653647267804,93.7,26.27,7.27,x
1653647267815,93.87,26.24,7.25,x
1653647267816,94.03,26.22,7.2,x
1653647267819,94.19,26.19,7.13,x
1653647267823,94.33,26.16,7.05,x
1653647267828,94.47,26.14,6.95,x
1653647267834,94.59,26.12,6.85,x
1653647267841,94.71,26.11,6.75,x
1653647267842,94.82,26.09,6.65,x
1653647267846,94.92,26.07,6.56,x
1653647267852,95.02,26.05,6.46,x
1653647267856,95.12,26.03,6.37,x
1653647267868,95.21,26,6.29,x
1653647267870,95.3,25.97,6.22,x
1653647267874,95.39,25.94,6.14,x
1653647267880,95.48,25.91,6.06,x
1653647267882,95.57,25.88,5.97,x
1653647267888,95.66,25.84,5.87,x
1653647267890,95.75,25.81,5.75,x
1653647267895,95.85,25.77,5.62,x
1653647267899,95.96,25.73,5.47,x
1653647267905,96.07,25.69,5.31,x
1653647267911,96.19,25.66,5.14,x
1653647267913,96.32,25.63,4.96,x
1653647267919,96.46,25.6,4.77,x
1653647267923,96.6,25.58,4.59,x
1653647267928,96.75,25.57,4.4,x
1653647267935,96.9,25.56,4.22,x
1653647267938,97.04,25.56,4.04,x
1653647267942,97.18,25.57,3.87,x
1653647267950,97.32,25.58,3.7,x
1653647267955,97.44,25.59,3.53,x
1653647267962,97.54,25.6,3.38,x
1653647267962,97.62,25.61,3.24,x
1653647267967,97.68,25.6,3.1,x
1653647267972,97.73,25.58,2.98,x
1653647267977,97.76,25.54,2.86,x
1653647267985,97.76,25.49,2.76,x
1653647267987,97.76,25.43,2.66,x
1653647267991,97.74,25.35,2.59,x
1653647267995,97.7,25.26,2.52,x
1653647268000,97.65,25.16,2.47,x
1653647268006,97.59,25.06,2.45,x
1653647268010,97.51,24.96,2.45,x
1653647268020,97.42,24.86,2.47,x
1653647268021,97.32,24.77,2.52,x
1653647268026,97.23,24.69,2.59,x
1653647268030,97.13,24.62,2.66,x
1653647268034,97.04,24.56,2.74,x
1653647268040,96.96,24.5,2.81,x
1653647268043,96.9,24.45,2.85,x
1653647268049,96.85,24.4,2.85,x
1653647268054,96.81,24.34,2.81,x
1653647268059,96.77,24.28,2.72,x
1653647268067,96.73,24.22,2.56,x
1653647268071,96.65,24.14,2.36,x
1653647268073,96.54,24.07,2.12,x
1653647268078,96.39,23.99,1.88,x
1653647268082,96.22,23.89,1.64,x
1653647268087,96.03,23.79,1.42,x
1653647268091,95.82,23.7,1.22,x
1653647268098,95.6,23.61,1.08,x
1653647268101,95.36,23.54,0.98,x
1653647268106,95.11,23.48,0.93,x
1653647268113,94.84,23.46,0.93,x
1653647268116,94.57,23.46,0.98,x
1653647268121,94.29,23.5,1.09,x
1653647268125,94.02,23.56,1.25,x
1653647268130,93.78,23.65,1.45,x
1653647268135,93.56,23.75,1.68,x
1653647268139,93.38,23.85,1.91,x
1653647268147,93.24,23.93,2.15,x
1653647268150,93.13,24.01,2.39,x
1653647268154,93.06,24.07,2.61,x
1653647268159,93.02,24.11,2.8,x
1653647268170,93.01,24.13,2.94,x
1653647268171,93.03,24.14,3.03,x
1653647268177,93.07,24.13,3.07,x
1653647268179,93.13,24.1,3.05,x
1653647268183,93.2,24.07,2.98,x
1653647268188,93.27,24.03,2.86,x
1653647268195,93.35,23.99,2.69,x
1653647268197,93.42,23.95,2.49,x
1653647268205,93.47,23.91,2.27,x
1653647268210,93.51,23.87,2.04,x
1653647268213,93.53,23.85,1.8,x
1653647268217,93.54,23.84,1.57,x
1653647268222,93.52,23.85,1.35,x
1653647268226,93.49,23.87,1.14,x
1653647268231,93.45,23.92,0.96,x
1653647268238,93.4,23.98,0.8,x
1653647268241,93.35,24.06,0.67,x
1653647268246,93.29,24.17,0.57,x
1653647268252,93.24,24.3,0.52,x
1653647268257,93.19,24.44,0.5,x
1653647268260,93.15,24.61,0.52,x
1653647268266,93.12,24.78,0.57,x
1653647268270,93.1,24.97,0.63,x
1653647268276,93.09,25.16,0.71,x
1653647268279,93.09,25.35,0.79,x
1653647268283,93.1,25.53,0.87,x
1653647268289,93.12,25.71,0.95,x
1653647268295,93.14,25.88,1.02,x
1653647268299,93.16,26.04,1.09,x
1653647268304,93.19,26.19,1.15,x
1653647268309,93.21,26.33,1.2,x
1653647268314,93.23,26.46,1.24,x
1653647268322,93.24,26.56,1.28,x
1653647268323,93.25,26.66,1.32,x
1653647268328,93.25,26.74,1.35,x
1653647268346,93.23,26.8,1.38,x
1653647268348,93.2,26.84,1.41,x
1653647268351,93.16,26.87,1.44,x
1653647268352,93.06,26.86,1.52,x
1653647268352,93.11,26.87,1.48,x
1653647268357,93,26.82,1.56,x
1653647268366,92.94,26.77,1.6,x
1653647268366,92.89,26.7,1.65,x
1653647268370,92.83,26.63,1.71,x
1653647268377,92.78,26.54,1.78,x
1653647268380,92.73,26.45,1.86,x
1653647268385,92.68,26.35,1.94,x
1653647268391,92.64,26.25,2.04,x
1653647268394,92.61,26.14,2.14,x
1653647268398,92.59,26.03,2.23,x
1653647268403,92.57,25.92,2.31,x
1653647268410,92.57,25.81,2.38,x
1653647268414,92.57,25.7,2.44,x
1653647268418,92.58,25.59,2.49,x
1653647268422,92.6,25.5,2.52,x
1653647268437,92.67,25.32,2.55,x
1653647268437,92.63,25.4,2.54,x
1653647268441,92.71,25.24,2.55,x
1653647268445,92.77,25.17,2.56,x
1653647268451,92.83,25.1,2.57,x
1653647268453,92.9,25.04,2.59,x
1653647268458,92.97,25,2.63,x
1653647268465,93.06,24.97,2.67,x
1653647268467,93.15,24.95,2.72,x
1653647268472,93.26,24.96,2.77,x
1653647268476,93.36,24.99,2.82,x
1653647268482,93.47,25.06,2.88,x
1653647268485,93.59,25.15,2.95,x
1653647268490,93.7,25.28,3.03,x
1653647268496,93.81,25.44,3.1,x
1653647268500,93.93,25.61,3.17,x
1653647268510,94.05,25.79,3.22,x
1653647268512,94.18,25.96,3.26,x
1653647268519,94.31,26.14,3.29,x
1653647268520,94.44,26.3,3.32,x
1653647268525,94.58,26.45,3.33,x
1653647268529,94.72,26.58,3.32,x
1653647268535,94.85,26.7,3.3,x
1653647268539,94.97,26.82,3.27,x
1653647268545,95.07,26.92,3.24,x
1653647268553,95.15,27.02,3.21,x
1653647268554,95.21,27.12,3.19,x
1653647268558,95.24,27.21,3.19,x
1653647268563,95.24,27.29,3.2,x
1653647268568,95.23,27.35,3.24,x
1653647268572,95.19,27.4,3.31,x
1653647268578,95.15,27.44,3.4,x
1653647268583,95.09,27.45,3.51,x
1653647268589,95.04,27.45,3.62,x
1653647268591,94.99,27.43,3.72,x
1653647268598,94.94,27.39,3.81,x
1653647268601,94.89,27.36,3.89,x
1653647268606,94.85,27.32,3.94,x
1653647268611,94.8,27.29,3.98,x
1653647268615,94.76,27.28,3.99,x
1653647268620,94.72,27.29,3.98,x
1653647268625,94.68,27.34,3.95,x
1653647268632,94.65,27.43,3.9,x
1653647268636,94.62,27.55,3.85,x
1653647268642,94.6,27.72,3.79,x
1653647268645,94.59,27.92,3.74,x
1653647268651,94.59,28.15,3.69,x
1653647268653,94.6,28.4,3.66,x
1653647268659,94.62,28.68,3.63,x
1653647268668,94.65,28.96,3.62,x
1653647268674,94.7,29.25,3.62,x
1653647268677,94.77,29.53,3.61,x
1653647268679,94.87,29.81,3.61,x
1653647268683,94.98,30.06,3.6,x
1653647268688,95.11,30.3,3.58,x
1653647268693,95.24,30.51,3.55,x
1653647268701,95.37,30.69,3.52,x
1653647268702,95.5,30.84,3.49,x
1653647268707,95.62,30.95,3.45,x
1653647268712,95.72,31.03,3.41,x
1653647268717,95.81,31.07,3.37,x
1653647268720,95.88,31.08,3.32,x
1653647268725,95.94,31.04,3.26,x
1653647268732,95.98,30.97,3.18,x
1653647268734,96.01,30.87,3.1,x
1653647268739,96.02,30.74,3,x
1653647268745,96.02,30.58,2.9,x
1653647268750,96,30.4,2.8,x
1653647268757,95.97,30.19,2.69,x
1653647268761,95.93,29.98,2.59,x
1653647268765,95.88,29.75,2.51,x
1653647268770,95.82,29.53,2.45,x
1653647268773,95.75,29.3,2.4,x
1653647268778,95.68,29.09,2.39,x
1653647268783,95.6,28.88,2.4,x
1653647268787,95.52,28.69,2.43,x
1653647268792,95.43,28.51,2.49,x
1653647268800,95.35,28.34,2.57,x
