time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1653397290862.7,337.6,18.7,-2.8,x
1653397290880.8,338,19.3,-2.8,x
1653397290897.5,338.3,19.5,-2.8,x
1653397290912.7,338.9,19.9,-2.8,x
1653397290936.4,339.6,20.1,-3,x
1653397290946,340,20.2,-3,x
1653397290962.7,340.8,20.5,-2.9,x
1653397290979.3,341.7,20.8,-2.4,x
1653397290996.1,342.1,20.9,-2,x
1653397291012.7,342.9,21.2,-1.1,x
1653397291029.3,343.8,21.5,-0.2,x
1653397291046,344.8,21.8,0.5,x
1653397291062.6,345.4,21.9,0.8,x
1653397291079.4,346.6,22,1.2,x
1653397291096.1,348,22.1,1.3,x
1653397291112.9,349.5,22.1,1.3,x
1653397291129.3,350.3,22.1,1.3,x
1653397291146,351.8,22.1,1.3,x
1653397291162.7,353.4,21.9,1.2,x
1653397291179.3,354.2,21.8,1.2,x
1653397291196.1,355.7,21.5,1.2,x
1653397291212.7,357.3,21.2,1.2,x
1653397291229.4,358.9,20.9,1.4,x
1653397291246,359.7,20.8,1.4,x
1653397291262.9,1.3,20.7,1.5,x
1653397291289.8,3.8,20.7,1.5,x
1653397291312.7,5.6,20.8,1.4,x
1653397291329.3,7.4,20.9,1.2,x
1653397291346,8.4,20.9,1.1,x
1653397291362.7,10.2,21,0.8,x
1653397291379.3,11.8,21.2,0.5,x
1653397291396,13.3,21.5,0.3,x
1653397291413.5,13.9,21.6,0.1,x
1653397291430.1,15.3,21.7,-0.4,x
1653397291446,16.9,21.4,-1,x
1653397291462.6,18.8,20.7,-1.5,x
1653397291479.4,19.7,20.2,-1.5,x
1653397291496,21.6,19.3,-1.3,x
1653397291512.7,23.3,19,-0.6,x
1653397291529.3,24.1,19.2,-0.2,x
1653397291546,25.6,20.1,0.3,x
1653397291562.6,27.1,21.2,0.6,x
1653397291579.3,28.7,22.1,0.7,x
1653397291596,29.5,22.3,0.7,x
1653397291612.6,31.2,22.3,0.8,x
1653397291629.3,33,21.7,1,x
1653397291645.9,33.9,21.2,1.1,x
1653397291662.7,35.8,20.4,1.1,x
1653397291679.3,37.7,19.7,1.3,x
1653397291696.2,38.6,19.5,1.4,x
1653397291712.7,40.3,19.3,1.7,x
1653397291729.4,41.9,19.2,1.9,x
1653397291746,43.3,19.3,2,x
1653397291763.6,44,19.3,2.1,x
1653397291779.3,45.3,19.4,2.2,x
1653397291796,46.5,19.5,2.2,x
1653397291812.6,47.8,19.5,2.2,x
1653397291829.3,48.4,19.5,2.2,x
1653397291853.5,50.5,19.4,2.1,x
1653397291862.6,51.2,19.4,2,x
1653397291879.3,51.9,19.4,1.9,x
1653397291896.4,53.2,19.3,1.8,x
1653397291913.1,54.5,19.2,1.7,x
1653397291929.4,55.8,19.2,1.7,x
1653397291946.8,56.4,19.1,1.7,x
1653397291962.7,57.5,19.2,1.7,x
1653397291979.3,58.5,19.4,1.7,x
1653397291995.9,59,19.5,1.7,x
1653397292012.7,59.8,19.7,1.6,x
1653397292033.8,60.6,19.8,1.2,x
1653397292046,61.2,19.7,0.1,x
1653397292062.7,61.4,19.7,-0.6,x
1653397292079.4,61.7,19.6,-2.1,x
1653397292096,61.6,19.4,-3.1,x
1653397292112.7,61.4,19.3,-3.3,x
1653397292129.4,60.9,19.1,-3.1,x
1653397292145.9,60.7,18.7,-2.5,x
1653397292162.7,60.8,18.6,-1.9,x
1653397292179.2,61,18.7,-1.7,x
1653397292196,61.5,19.1,-1.2,x
1653397292212.7,62.2,19.7,-0.8,x
1653397292229.3,62.6,20,-0.7,x
1653397292246,63.4,20.7,-0.6,x
1653397292262.6,64.3,21.2,-0.8,x
1653397292279.4,65.3,21.5,-1,x
1653397292296,65.8,21.7,-1.1,x
1653397292312.6,66.7,21.8,-1.1,x
1653397292329.3,67.6,22,-0.9,x
1653397292346,68,22,-0.7,x
1653397292362.7,68.9,22.3,-0.1,x
1653397292379.3,69.8,22.6,0.6,x
1653397292396,70.8,23,1.3,x
1653397292412.6,71.3,23.1,1.6,x
1653397292429.3,72.5,23.3,2.1,x
1653397292446,73.8,23.2,2.5,x
1653397292462.6,74.5,23.2,2.6,x
1653397292479.3,76,22.9,2.7,x
1653397292496,77.5,22.5,2.6,x
1653397292512.6,79,22.2,2.3,x
1653397292529.2,79.8,22.1,2.1,x
1653397292546,81.3,21.7,1.8,x
1653397292562.6,82.8,21.3,1.7,x
1653397292580,84.3,20.9,1.8,x
1653397292596,85,20.7,1.9,x
1653397292612.6,86.5,20.5,2.1,x
1653397292629.3,88,20.4,2.2,x
1653397292645.9,88.7,20.4,2.3,x
1653397292662.6,90.1,20.5,2.4,x
1653397292679.3,91.5,20.6,2.3,x
1653397292696.9,92.2,20.6,2.3,x
1653397292712.6,93.5,20.6,2.1,x
1653397292729.3,94.7,20.6,1.9,x
1653397292746,95.9,20.7,1.5,x
1653397292762.7,96.5,20.8,1.3,x
1653397292789.7,98.1,21.3,1,x
1653397292795.9,98.6,21.5,1,x
1653397292812.6,99.1,21.5,1.1,x
1653397292829.3,100.3,21.3,1.4,x
1653397292846,101.6,20.5,1.9,x
1653397292862.7,103,19.5,2.4,x
1653397292879.3,103.8,19.1,2.7,x
1653397292895.9,105.3,19,3.1,x
1653397292912.6,106.8,19.7,3.6,x
1653397292929.6,107.6,20.3,3.8,x
1653397292946.1,109,21.5,3.9,x
1653397292962.6,110.2,22.3,3.8,x
1653397292979.3,111.5,22.5,3.5,x
1653397292996.7,112.1,22.4,3.3,x
1653397293013.5,113.3,21.9,3,x
1653397293029.3,114.6,21.4,2.6,x
1653397293046,115.2,21.1,2.4,x
1653397293062.6,116.5,20.8,1.9,x
1653397293079.2,117.7,20.7,1.6,x
1653397293096,118.7,20.8,1.6,x
1653397293112.5,119.2,20.9,1.6,x
1653397293133.5,120.6,21.1,1.5,x
1653397293146,121.1,21.1,1.5,x
1653397293163,122,21.1,1.4,x
1653397293179.3,122.4,21.2,1.4,x
1653397293196,123.2,21.2,1.3,x
1653397293212.6,124.1,21.3,1.2,x
1653397293229.3,124.5,21.3,1.1,x
1653397293246,125.1,21.3,0.9,x
1653397293262.6,125.8,21.3,0.7,x
1653397293279.5,126.3,21.5,0.6,x
1653397293295.9,126.5,21.7,0.6,x
1653397293312.5,126.8,22,0.5,x
1653397293329.3,127,22.3,0.2,x
1653397293345.9,127.1,22.4,0.2,x
1653397293362.6,127.3,22.8,0.4,x
1653397293379.3,127.5,23.3,1.1,x
1653397293396.8,127.7,23.6,1.6,x
1653397293412.6,127.8,23.7,1.7,x
1653397293429.3,128.1,23.6,1.4,x
1653397293445.9,128.7,23.6,0.5,x
1653397293462.6,129.1,23.8,0,x
1653397293479.3,130.3,24.4,-1.3,x
1653397293495.9,131.9,25.3,-2.7,x
1653397293513.4,132.7,25.7,-3.4,x
1653397293529.3,133.9,26.3,-4.6,x
1653397293545.9,134.4,26.2,-5.4,x
1653397293562.6,134,25.9,-5.7,x
1653397293579.3,133.7,25.7,-5.6,x
1653397293595.9,133.3,25.8,-5,x
1653397293612.6,133.5,26.4,-4.2,x
1653397293629.2,134.2,27.4,-4,x
1653397293645.9,134.6,28,-4.1,x
1653397293662.6,135.1,28.8,-4.6,x
1653397293679.3,135.5,29.2,-5.1,x
1653397293695.9,135.7,29.1,-5.3,x
1653397293719.8,136.2,28.2,-5.8,x
1653397293729.2,136.4,27.7,-5.7,x
1653397293745.9,136.6,26.9,-5.2,x
1653397293762.5,136.7,26.6,-4.8,x
1653397293779.2,136.9,26.1,-3.8,x
1653397293795.9,137.5,25.9,-3,x
1653397293813.5,137.9,25.8,-2.8,x
1653397293829.2,139.1,25.8,-2.6,x
1653397293846,140.6,25.7,-2.7,x
1653397293862.6,141.4,25.7,-2.7,x
1653397293879.2,143.1,25.5,-2.7,x
1653397293895.9,144.7,25.2,-2.7,x
1653397293912.6,146.1,24.9,-2.5,x
1653397293929.3,146.7,24.7,-2.4,x
1653397293945.9,147.9,24.5,-2.1,x
1653397293962.6,149.2,24.3,-1.8,x
1653397293979.2,149.8,24.3,-1.7,x
1653397293995.9,151.3,24.5,-1.5,x
1653397294012.5,152.8,24.7,-1.5,x
1653397294029.2,154.3,24.8,-1.5,x
1653397294045.9,155,24.9,-1.5,x
1653397294062.6,156.2,24.9,-1.5,x
1653397294079.3,157.3,24.9,-1.2,x
1653397294095.9,158.3,25,-0.6,x
1653397294112.6,158.8,25.1,-0.3,x
1653397294129.3,159.8,25.4,0.4,x
1653397294147.6,160.8,25.7,1,x
1653397294162.6,161.3,25.8,1.4,x
1653397294179.2,162.5,26.2,2,x
1653397294196,163.9,26.4,2.1,x
1653397294212.6,165.4,26.3,1.6,x
1653397294229.2,166,26.1,1.3,x
1653397294245.9,166.7,25.8,1.2,x
1653397294262.6,166.9,25.5,2.2,x
1653397294279.3,166.9,25.4,3,x
1653397294295.9,167,25.4,4.6,x
1653397294312.6,167.5,25.5,5.8,x
1653397294329.2,168.2,25.7,6.2,x
1653397294345.9,168.6,25.7,6,x
1653397294362.6,169.4,25.6,5.3,x
1653397294379.3,170.2,25.1,4.5,x
1653397294396.2,171.2,24.4,3.7,x
1653397294412.9,171.6,24.1,3.5,x
1653397294429.3,172.5,23.5,3.2,x
1653397294446,173.3,23.4,3.3,x
1653397294462.6,173.7,23.4,3.4,x
1653397294479.2,174.4,23.7,3.4,x
1653397294495.9,175.1,24,3.3,x
1653397294513.3,175.9,24.2,3.3,x
1653397294529.9,176.4,24.3,3.2,x
1653397294545.9,177.3,24.3,3.1,x
1653397294562.5,177.7,24.2,3,x
1653397294579.2,178.6,24.1,2.8,x
1653397294595.9,179.4,24.1,2.6,x
1653397294612.5,180.1,24.1,2.4,x
1653397294635.9,180.7,24.2,2.3,x
1653397294645.8,181,24.2,2.2,x
1653397294662.6,181.4,24.3,2.2,x
1653397294679.3,181.6,24.3,2.2,x
1653397294712.5,181.9,24.2,2.3,x
1653397294729.3,182,24.2,2.4,x
1653397294745.8,182.1,24.1,2.4,x
1653397294762.6,182.1,24,2.6,x
1653397294779.2,182.2,23.9,2.8,x
1653397294795.9,182.3,23.6,3,x
1653397294812.6,182.3,23.3,3.1,x
1653397294829.2,182.3,22.7,3.4,x
1653397294845.9,182,21.9,4.5,x
1653397294862.5,181.9,21.5,5.1,x
1653397294879.2,182,20.8,6.3,x
1653397294898.9,182.8,20.5,6.7,x
1653397294912.6,184.1,20.7,6.2,x
1653397294929.3,184.8,21,5.7,x
1653397294945.9,186.5,21.7,4.3,x
1653397294962.6,188.3,22.2,2.7,x
1653397294979.2,190,22.6,1.4,x
1653397294996.7,190.7,22.7,1,x
1653397295013.2,191.7,23,0.7,x
1653397295030.1,192.5,23.4,0.9,x
1653397295045.9,192.9,23.7,1,x
1653397295062.5,193.7,24.3,1.1,x
1653397295079.2,194.6,25,1.2,x
1653397295102.9,195.3,25.5,1.4,x
1653397295112.5,195.7,25.6,1.5,x
1653397295129.2,196.4,25.8,1.9,x
1653397295145.8,197.4,25.8,2.2,x
1653397295162.5,197.9,25.8,2.3,x
1653397295179.1,199.1,25.9,2.4,x
1653397295195.8,200.3,26.1,2.4,x
1653397295212.5,201.4,26.3,2.3,x
1653397295229.2,201.9,26.4,2.2,x
1653397295245.8,203,26.4,2.1,x
1653397295262.5,204.1,26.4,2,x
1653397295279.1,204.6,26.4,1.9,x
1653397295295.9,205.8,26.3,1.8,x
1653397295312.5,207.1,26.1,1.8,x
1653397295329.2,208.3,26.1,1.6,x
1653397295345.8,208.9,26.1,1.6,x
1653397295362.5,210,26.2,1.5,x
1653397295379.2,211.2,26.4,1.4,x
1653397295395.8,211.7,26.5,1.4,x
1653397295412.5,213,26.7,1.4,x
1653397295429.2,214.3,26.9,1.4,x
1653397295445.8,215.7,27.1,1.3,x
1653397295462.5,216.3,27.2,1.2,x
1653397295479.2,217.6,27.5,1,x
1653397295495.8,218.8,27.7,0.7,x
1653397295512.5,219.3,27.8,0.7,x
1653397295529.1,220.5,28,0.5,x
1653397295545.8,221.6,27.9,0.3,x
1653397295566.6,222.7,27.8,0,x
1653397295579.4,223.3,27.7,-0.2,x
1653397295596.1,224.5,27.6,-0.3,x
1653397295612.5,225.8,27.3,-0.5,x
1653397295629.5,226.5,27.2,-0.5,x
1653397295646.1,227.6,27,-0.3,x
1653397295662.8,228.6,26.8,0.3,x
1653397295679.3,229.7,26.7,1.2,x
1653397295695.8,230.2,26.7,1.6,x
1653397295712.5,231.4,26.7,2.4,x
1653397295729.1,232.6,26.7,2.8,x
1653397295746,233.3,26.8,2.9,x
1653397295762.5,234.7,26.7,2.8,x
1653397295779.1,236.3,26.6,2.5,x
1653397295795.8,238.1,26.4,1.7,x
1653397295812.6,239,26.2,1.2,x
1653397295829.1,240.6,25.7,0.2,x
1653397295845.9,242,25.2,-0.3,x
1653397295862.8,242.6,25,-0.3,x
1653397295879.5,243.6,24.8,0.1,x
1653397295896.1,244.7,24.8,0.9,x
1653397295912.5,245.9,25.1,1.6,x
1653397295929.5,246.6,25.3,1.8,x
1653397295945.9,248.1,25.8,1.9,x
1653397295962.6,249.7,26.2,1.6,x
1653397295979.2,250.6,26.4,1.4,x
1653397295997.5,252.3,26.7,1,x
1653397296013,254.1,27,0.4,x
1653397296029.4,255.8,27.1,-0.1,x
1653397296045.8,256.5,27.2,-0.3,x
1653397296062.5,257.8,27.3,-0.6,x
1653397296079.2,259.2,27.4,-1,x
1653397296095.8,259.9,27.4,-1.3,x
1653397296112.5,261.3,27.5,-2.1,x
1653397296129.2,262.5,27.6,-2.9,x
1653397296146,263.3,27.8,-3.3,x
1653397296163.1,263.7,28,-3.3,x
1653397296179.8,264.4,28.2,-3.2,x
1653397296195.8,265.3,28.3,-3.5,x
1653397296212.5,265.8,28.3,-3.7,x
1653397296229.2,266.8,28,-4.4,x
1653397296245.9,267.5,27.5,-4.8,x
1653397296262.5,267.8,26.9,-4.4,x
1653397296279.1,267.9,26.5,-4,x
1653397296295.8,268.2,25.6,-2.8,x
1653397296312.5,268.8,24.7,-1.8,x
1653397296329.1,269.2,24.3,-1.5,x
1653397296345.9,270.3,23.8,-1.2,x
1653397296362.5,271.5,23.7,-1.3,x
1653397296379.1,272.8,24,-1.5,x
1653397296395.9,273.6,24.2,-1.7,x
1653397296412.4,275.1,24.6,-2,x
1653397296429.2,276.9,24.8,-2.4,x
1653397296445.7,277.7,24.9,-2.6,x
1653397296462.5,279.4,24.9,-3.2,x
1653397296479.1,280.8,24.9,-3.7,x
1653397296504.9,282.4,24.8,-3.7,x
1653397296529.2,283.4,24.7,-3.2,x
1653397296545.8,284.4,24.5,-2.7,x
1653397296562.4,285,24.5,-2.5,x
1653397296579.2,286.4,24.5,-2.4,x
1653397296595.8,288,24.6,-2.4,x
1653397296612.5,289.6,24.8,-2.7,x
1653397296629.2,290.4,24.8,-2.8,x
1653397296645.7,292.1,24.9,-3.1,x
1653397296662.5,293.8,24.8,-3.4,x
1653397296679.3,295.4,24.8,-3.7,x
1653397296695.8,296.2,24.7,-3.7,x
1653397296712.5,297.8,24.7,-3.8,x
1653397296729.1,299.3,24.8,-3.7,x
1653397296745.8,300.1,24.8,-3.5,x
1653397296762.4,301.6,24.7,-3.4,x
1653397296779.1,303.1,24.5,-3.3,x
1653397296795.8,304,24.5,-3.3,x
1653397296812.5,305.6,24.5,-3.2,x
1653397296829.2,307.3,24.6,-3,x
1653397296845.8,309,24.7,-2.9,x
1653397296862.4,309.8,24.8,-2.8,x
1653397296879.1,311.4,24.9,-2.6,x
1653397296895.8,313,25,-2.5,x
1653397296913.2,314.5,25.3,-2.3,x
1653397296929.8,315.3,25.5,-2.2,x
1653397296946.5,316.8,25.8,-1.8,x
1653397296962.5,318.3,26,-1.4,x
1653397296979.8,319.1,25.9,-1.3,x
1653397296996.4,320.6,25.6,-1.5,x
1653397297012.5,322.1,24.9,-2.1,x
1653397297029.2,323.3,24.3,-2,x
1653397297045.8,323.9,24.1,-1.6,x
1653397297062.4,325,24.2,-0.2,x
