time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1653401587257,-0.47,-0.49,-0.03,-1.12,6.24,7.08,-6.92,-4.43,-6.33,x
1653401587266,-0.6,-0.45,-0.12,-1.36,6.24,7.02,-2.9,-3.42,-2.34,x
1653401587277,-0.53,-0.4,-0.21,-1.4,6.26,6.94,-0.45,-3.35,1.05,x
1653401587287,-0.43,-0.33,-0.31,-1.39,6.31,6.87,0.18,-2.89,4.83,x
1653401587296,-0.17,-0.3,-0.47,-1.25,6.35,6.72,-0.87,-1.95,8.19,x
1653401587306,0.16,-0.21,-0.6,-0.94,6.42,6.55,-4.19,-2.58,9.35,x
1653401587316,0.44,-0.13,-0.56,-0.61,6.55,6.48,-8.53,-4.36,9.31,x
1653401587326,0.51,-0.06,-0.5,-0.34,6.69,6.54,-11.72,-5.24,8.12,x
1653401587337,0.23,-0.07,-0.37,-0.55,6.73,6.62,-14.34,-3.21,7.6,x
1653401587346,0.16,-0.1,-0.18,-0.62,6.72,6.83,-15.57,-0.02,7.63,x
1653401587357,0.09,-0.13,-0.04,-0.67,6.68,6.98,-17.11,0.96,8.47,x
1653401587367,0.05,-0.07,0.11,-0.71,6.7,7.12,-18.33,0.96,8.37,x
1653401587376,0.08,0.01,0.28,-0.68,6.75,7.31,-17.84,1.52,9.07,x
1653401587386,0.15,0.01,0.38,-0.56,6.74,7.48,-17.6,1.8,9.21,x
1653401587397,0.2,0.05,0.45,-0.46,6.74,7.58,-17.35,1.62,9.73,x
1653401587406,0.3,0.1,0.49,-0.3,6.76,7.66,-17.04,2.22,9.87,x
1653401587417,0.36,0.13,0.55,-0.17,6.75,7.76,-16.3,3.3,9.38,x
1653401587426,0.42,0.1,0.69,-0.05,6.68,7.91,-13.85,5.51,8.4,x
1653401587436,0.41,0.07,0.74,0.03,6.61,8.04,-10.67,5.47,6.65,x
1653401587447,0.31,0.14,0.72,0,6.6,8.08,-6.75,4.63,5.32,x
1653401587456,0.24,0.21,0.65,-0.03,6.65,8.05,-3.53,3.13,4.87,x
1653401587466,0.13,0.23,0.56,-0.13,6.64,7.98,0.46,0.92,3.92,x
1653401587477,0.06,0.24,0.52,-0.16,6.64,7.98,2.95,-0.55,3.75,x
1653401587487,0.03,0.22,0.39,-0.18,6.62,7.88,5.15,-0.13,3.89,x
1653401587497,0.04,0.22,0.31,-0.17,6.59,7.76,6.73,0.89,4.59,x
1653401587506,0.12,0.24,0.1,-0.09,6.62,7.58,7.39,2.22,4.55,x
1653401587516,0.2,0.19,-0.05,0,6.61,7.42,7.88,3.06,3.71,x
1653401587527,0.27,0.12,-0.12,0.16,6.55,7.28,7.32,2.81,2.14,x
1653401587537,0.33,0.08,-0.3,0.27,6.52,7.11,5.64,1.59,-0.45,x
1653401587546,0.26,0.08,-0.36,0.25,6.58,6.98,4.17,1.2,-2.13,x
1653401587557,0.11,0.13,-0.32,0.15,6.7,6.96,-0.27,0.78,-4.34,x
1653401587567,-0.04,0.15,-0.21,0.02,6.73,7.02,-3.81,1.62,-4.79,x
1653401587577,-0.2,0.11,-0.1,-0.15,6.72,7.1,-6.33,2.85,-4.86,x
1653401587587,-0.29,0.06,0.08,-0.32,6.68,7.26,-6.85,3.86,-4.72,x
1653401587597,-0.31,0.06,0.15,-0.43,6.67,7.39,-5.87,3.62,-4.3,x
1653401587607,-0.25,0.06,0.31,-0.42,6.65,7.58,-3.7,4.25,-3.81,x
1653401587617,-0.13,0.14,0.42,-0.32,6.7,7.71,0.18,4.88,-3.81,x
1653401587626,-0.07,0.22,0.29,-0.29,6.75,7.65,3.19,3.55,-4.97,x
1653401587636,-0.01,0.22,0.12,-0.21,6.78,7.41,4.17,1.73,-6.37,x
1653401587647,0.02,0.19,0,-0.17,6.77,7.27,4.35,0.19,-8.33,x
1653401587657,-0.02,0.11,-0.01,-0.22,6.7,7.25,4.84,0.22,-10.53,x
1653401587667,-0.09,0.02,0.09,-0.31,6.6,7.36,5.15,1.73,-11.93,x
1653401587676,-0.19,-0.1,0.15,-0.44,6.46,7.44,6.55,3.9,-12.25,x
1653401587687,-0.3,-0.2,0.21,-0.61,6.32,7.53,8.51,6,-12.35,x
1653401587697,-0.41,-0.17,0.29,-0.79,6.3,7.65,11.73,7.75,-11.51,x
1653401587706,-0.54,-0.09,0.25,-0.94,6.32,7.66,14.36,8.62,-9.73,x
1653401587716,-0.52,-0.02,0.16,-1.06,6.4,7.61,15.48,7.89,-7.63,x
1653401587727,-0.46,0.04,0.05,-1.11,6.43,7.47,15.72,7.22,-5.25,x
1653401587737,-0.35,0.1,-0.09,-1.07,6.49,7.37,14.78,6.56,-2.76,x
1653401587747,-0.2,0.14,-0.26,-0.95,6.58,7.1,13.34,6,-0.87,x
1653401587756,-0.09,0.11,-0.34,-0.9,6.59,7.01,11.17,5.47,0.46,x
1653401587766,0.04,0.03,-0.39,-0.76,6.57,6.91,8.55,4.91,1.19,x
1653401587777,0.03,0,-0.36,-0.75,6.56,6.87,6.38,4.7,0.88,x
1653401587786,-0.01,-0.04,-0.22,-0.77,6.53,6.97,5.01,4.63,1.05,x
1653401587797,-0.05,-0.02,-0.11,-0.83,6.54,7.08,4.21,4.84,0.95,x
1653401587807,-0.08,0,0.02,-0.87,6.58,7.25,4.14,4.88,1.47,x
1653401587817,-0.06,0.07,0.02,-0.84,6.63,7.26,4.35,5.33,2.63,x
1653401587827,-0.08,0.07,0,-0.87,6.66,7.21,4.52,5.16,3.4,x
1653401587837,-0.01,0.11,-0.11,-0.8,6.71,7.1,4.56,4.21,3.57,x
1653401587846,0.18,0.08,-0.18,-0.62,6.69,7.02,4.52,4.11,3.92,x
1653401587857,0.28,0.07,-0.18,-0.52,6.68,7.02,5.33,3.55,3.15,x
1653401587866,0.4,0.07,-0.19,-0.4,6.69,7,5.92,3.86,2.21,x
1653401587877,0.36,0.11,-0.21,-0.44,6.75,6.97,6.45,4.04,0.98,x
1653401587887,0.29,0.2,-0.21,-0.51,6.84,6.96,5.92,3.97,0.04,x
1653401587897,0.21,0.24,-0.19,-0.56,6.87,6.98,5.47,3.79,0.11,x
1653401587906,0.2,0.24,-0.2,-0.6,6.9,6.98,4.7,3.48,0.21,x
1653401587917,0.24,0.25,-0.22,-0.57,6.92,6.95,4.1,3.62,0.88,x
1653401587927,0.23,0.2,-0.21,-0.56,6.9,6.94,4.07,3.3,1.26,x
1653401587937,0.22,0.16,-0.21,-0.57,6.84,6.92,4.52,3.16,1.26,x
1653401587947,0.19,0.15,-0.17,-0.61,6.85,6.95,5.29,3.16,0.81,x
1653401587957,0.12,0.1,-0.11,-0.67,6.8,7,6.24,3.34,0.77,x
1653401587967,0.06,0.09,-0.09,-0.71,6.82,7.04,7.04,3.37,1.12,x
1653401587977,0.04,0.09,-0.2,-0.75,6.82,6.93,7.08,3.27,1.12,x
1653401587987,0.06,0.14,-0.27,-0.73,6.87,6.81,6.31,3.51,1.65,x
1653401587997,0.12,0.19,-0.44,-0.67,6.93,6.64,4.66,2.85,2,x
1653401588006,0.12,0.14,-0.5,-0.67,6.9,6.57,2.67,2.25,2.24,x
1653401588017,0.07,0.11,-0.49,-0.7,6.88,6.57,0.85,1.97,1.54,x
1653401588027,-0.03,0.06,-0.39,-0.82,6.83,6.67,0.08,2.22,1.51,x
1653401588036,-0.06,-0.01,-0.25,-0.86,6.75,6.78,0.81,2.92,2,x
1653401588047,-0.07,-0.08,-0.13,-0.86,6.73,6.9,2.04,3.09,2.14,x
1653401588057,-0.06,-0.09,-0.11,-0.85,6.68,6.92,4.1,3.09,2.03,x
1653401588067,-0.07,-0.02,-0.13,-0.85,6.78,6.9,5.78,3.23,2.7,x
1653401588077,-0.05,0.12,-0.14,-0.85,6.89,6.89,6.2,4.39,3.89,x
1653401588087,-0.02,0.16,-0.1,-0.8,6.96,6.92,6.06,4.46,4.59,x
1653401588097,0.05,0.19,-0.04,-0.74,7.01,6.96,5.92,4.88,4.76,x
1653401588107,0.04,0.09,0.29,-0.76,6.92,7.28,7.29,8.24,5.15,x
1653401588117,0.14,0.12,0,-0.65,6.96,6.98,7.92,4.42,4.87,x
1653401588127,0,0.27,-0.04,-0.74,7.12,6.91,9,4.77,3.36,x
1653401588137,-0.12,0.13,0.04,-0.9,7.02,6.98,10.02,5.12,4.34,x
1653401588147,-0.08,0.02,0.08,-0.87,6.9,7.02,9.95,3.93,6.27,x
1653401588157,0.19,0.02,-0.01,-0.64,6.9,6.95,9.88,2.22,6.55,x
1653401588167,0.19,0.11,-0.07,-0.57,6.99,6.85,8.65,1.17,5.43,x
1653401588177,0.11,0.1,-0.06,-0.66,7.02,6.85,8.2,0.89,5.15,x
1653401588187,0.12,0.02,-0.06,-0.65,6.95,6.84,7.6,0.57,4.55,x
1653401588197,0.12,-0.01,0,-0.64,6.93,6.89,7.78,0.57,4.41,x
1653401588207,0.13,-0.01,0.09,-0.63,6.94,6.97,9.11,1.13,4.03,x
1653401588217,0.09,0.03,0.12,-0.65,6.98,7.01,10.54,1.8,3.64,x
1653401588227,0.1,0.05,0.09,-0.65,7.02,6.95,11.84,1.17,3.43,x
1653401588237,0.08,0.13,0,-0.68,7.09,6.86,12.61,1.73,3.68,x
1653401588247,0.04,0.12,-0.08,-0.7,7.14,6.76,13.03,1.66,3.96,x
1653401588257,-0.03,0.11,-0.09,-0.77,7.13,6.71,13.38,1.83,4.24,x
1653401588267,-0.05,0.05,-0.03,-0.78,7.09,6.76,14.36,1.97,5.15,x
1653401588277,-0.02,0.02,0.03,-0.75,7.08,6.8,16.14,2.11,5.81,x
1653401588287,0.04,0.05,0.01,-0.69,7.13,6.76,17.65,2.39,6.13,x
1653401588297,0.19,0.1,-0.1,-0.54,7.2,6.62,19.01,2.36,5.71,x
1653401588307,0.25,0.11,-0.18,-0.47,7.24,6.54,19.36,1.94,4.94,x
1653401588317,0.2,0.09,-0.24,-0.5,7.24,6.46,19.01,1.9,4.55,x
1653401588328,0.17,0.07,-0.18,-0.54,7.24,6.48,18.49,1.48,3.75,x
1653401588337,0.12,0.04,-0.18,-0.58,7.25,6.46,17.86,-0.37,2.91,x
1653401588347,0.14,0.02,-0.14,-0.56,7.24,6.47,17.72,-1.91,2,x
1653401588357,0.14,0.02,-0.07,-0.55,7.25,6.51,18.63,-3.1,1.44,x
1653401588367,0.13,0.05,-0.03,-0.57,7.28,6.52,19.78,-3.94,0.98,x
1653401588377,0.13,0.08,-0.02,-0.56,7.35,6.53,20.94,-4.47,0.6,x
1653401588387,0.15,0.15,-0.07,-0.54,7.44,6.47,22.06,-4.89,0.49,x
1653401588398,0.2,0.2,-0.14,-0.5,7.5,6.37,22.76,-4.5,0.84,x
1653401588407,0.17,0.23,-0.17,-0.49,7.59,6.29,21.43,-4.05,0.91,x
1653401588417,0.19,0.22,-0.2,-0.47,7.59,6.23,20.45,-3.24,1.26,x
1653401588428,0.19,0.23,-0.21,-0.46,7.63,6.2,19.22,-1.46,1.3,x
1653401588437,0.19,0.15,-0.16,-0.47,7.6,6.21,18.17,-0.23,1.05,x
1653401588447,0.21,0.15,-0.16,-0.45,7.58,6.2,17.75,0.64,1.19,x
1653401588457,0.26,0.18,-0.06,-0.38,7.63,6.24,17.79,0.54,0.53,x
1653401588467,0.15,0.06,-0.19,-0.47,7.54,6.17,18.31,1.8,0.18,x
1653401588477,0.12,0.1,-0.21,-0.53,7.6,6.07,17.82,2.53,0.39,x
1653401588487,0.18,0.21,-0.26,-0.47,7.72,6,16.42,3.34,0.81,x
1653401588497,0.23,0.21,-0.29,-0.44,7.77,5.94,14.64,4.35,0.95,x
1653401588507,0.2,0.19,-0.27,-0.44,7.75,5.96,13.1,4.28,1.19,x
1653401588517,0.18,0.14,-0.24,-0.48,7.71,5.97,12.71,4.67,1.19,x
1653401588528,0.19,0.13,-0.22,-0.47,7.7,5.97,11.56,4.49,0.95,x
1653401588537,0.21,0.1,-0.27,-0.45,7.69,5.9,11.35,3.9,0.88,x
1653401588547,0.23,0.11,-0.29,-0.44,7.71,5.87,10.75,3.72,0.46,x
1653401588557,0.19,0.09,-0.26,-0.46,7.71,5.88,9.6,3.13,0.39,x
1653401588568,0.12,0.11,-0.2,-0.56,7.73,5.93,8.62,1.59,-0.07,x
1653401588577,0.1,0.15,-0.18,-0.56,7.77,5.96,7.6,1.31,0.04,x
1653401588588,0.09,0.16,-0.17,-0.58,7.8,5.95,7.53,1.13,0.11,x
1653401588597,0.17,0.13,-0.09,-0.5,7.78,6.01,7.53,0.43,0,x
1653401588607,0.27,0.1,-0.03,-0.44,7.77,6.06,8.37,-1.04,-0.8,x
1653401588617,0.26,0.08,-0.03,-0.42,7.74,6.06,9.49,-1.28,-1.33,x
1653401588627,0.27,0.09,-0.08,-0.39,7.77,6.01,10.19,-2.09,-1.75,x
1653401588637,0.27,0.11,-0.17,-0.4,7.8,5.88,10.16,-2.58,-2.31,x
1653401588648,0.22,0.17,-0.36,-0.45,7.87,5.68,8.9,-2.58,-2.94,x
1653401588657,0.15,0.22,-0.47,-0.52,7.9,5.58,7.08,-2.72,-2.76,x
1653401588668,0.13,0.23,-0.46,-0.54,7.95,5.54,4.52,-1.95,-2.38,x
1653401588677,0.12,0.19,-0.38,-0.55,7.91,5.63,2.7,-1.42,-1.71,x
1653401588687,0.1,0.17,-0.2,-0.56,7.9,5.8,1.69,-0.97,-1.47,x
1653401588697,0.07,0.18,-0.1,-0.58,7.91,5.89,1.58,-1.6,-0.8,x
1653401588707,0.06,0.21,-0.05,-0.59,7.94,5.94,1.93,-1.28,-0.28,x
1653401588718,0.11,0.2,0,-0.54,7.94,5.98,2.98,-0.72,0.21,x
1653401588728,0.12,0.21,-0.06,-0.51,7.96,5.95,3.72,-0.34,0.28,x
1653401588737,0.17,0.18,-0.11,-0.49,7.93,5.89,4.07,-0.79,-0.21,x
1653401588747,0.18,0.1,-0.16,-0.47,7.86,5.83,4,-1,-0.38,x
1653401588757,0.15,0.09,-0.14,-0.47,7.86,5.8,3.58,-0.86,-0.7,x
1653401588767,0.1,0.04,-0.11,-0.53,7.81,5.84,3.44,-0.69,-0.8,x
1653401588778,0.05,0.09,-0.07,-0.58,7.86,5.86,3.68,-0.34,-0.84,x
1653401588788,0.02,0.08,-0.04,-0.62,7.86,5.89,4.24,-0.16,-0.73,x
1653401588798,0.03,0.09,-0.04,-0.62,7.87,5.89,4.77,0.15,-0.66,x
1653401588807,0.07,0.04,-0.01,-0.56,7.83,5.91,5.57,-0.02,-0.73,x
1653401588818,0.08,0.03,0.01,-0.55,7.85,5.92,6.2,0.12,-0.66,x
1653401588827,0.07,0.07,0.03,-0.56,7.86,5.93,7.01,-0.23,-0.87,x
1653401588837,0.08,0.07,0.02,-0.54,7.9,5.92,8.3,-0.16,-0.52,x
1653401588847,0.12,0.06,-0.04,-0.5,7.91,5.85,8.37,-0.2,-1.05,x
1653401588858,0.16,0.07,-0.08,-0.48,7.92,5.8,8.02,0.08,-1.43,x
1653401588868,0.11,0.03,-0.13,-0.49,7.88,5.74,7.25,0.5,-2.03,x
1653401588877,0.08,0.01,-0.15,-0.53,7.85,5.7,6.76,0.99,-2.59,x
1653401588888,0.04,0.01,-0.19,-0.6,7.87,5.65,6.27,1.17,-3.11,x
1653401588897,0.04,0.06,-0.19,-0.6,7.93,5.64,5.29,1.38,-3.08,x
1653401588907,0.02,0.12,-0.14,-0.64,7.97,5.66,4.42,1.45,-3.04,x
1653401588917,0.02,0.13,-0.13,-0.65,7.99,5.69,3.02,1.24,-2.66,x
1653401588928,0,0.14,-0.14,-0.65,8.04,5.7,2.28,0.85,-2.38,x
1653401588938,0.02,0.16,-0.14,-0.63,8.04,5.67,1.37,1.24,-1.5,x
1653401588948,0.05,0.17,-0.09,-0.61,8.04,5.71,0.95,1.38,-1.4,x
1653401588958,0.12,0.12,0.01,-0.57,8.01,5.78,1.06,2.04,-1.15,x
1653401588968,0.07,0.06,0,-0.58,7.96,5.83,1.83,2.43,-1.82,x
1653401588977,0.09,0.04,0.02,-0.58,7.93,5.81,2.77,1.97,-1.43,x
1653401588988,0.1,0.04,-0.03,-0.59,7.93,5.77,3.75,1.59,-1.22,x
1653401588997,0.06,0.04,-0.08,-0.61,7.94,5.7,4.03,0.64,-1.54,x
1653401589007,0.04,0.04,-0.1,-0.63,7.94,5.67,4.21,-0.02,-1.61,x
1653401589018,-0.02,0.08,-0.08,-0.69,7.98,5.69,3.93,0.08,-1.71,x
1653401589028,0,0.1,-0.03,-0.69,8,5.72,3.68,0.96,-1.89,x
1653401589037,0.01,0.04,0.02,-0.68,7.97,5.76,4.03,1.27,-1.85,x
1653401589048,0.03,0.02,0.04,-0.65,7.93,5.78,4.8,2.18,-2.06,x
1653401589058,0.02,0.02,0,-0.66,7.94,5.77,5.54,1.83,-2.31,x
1653401589068,-0.01,0.01,-0.06,-0.69,7.96,5.7,6.03,1.59,-1.64,x
1653401589078,0,0.03,-0.12,-0.68,7.95,5.62,6.55,1.1,-1.54,x
1653401589088,0.05,0.06,-0.18,-0.64,8.02,5.52,6.38,0.89,-1.26,x
1653401589098,0.05,0.11,-0.19,-0.65,8.05,5.5,5.29,1.41,-0.91,x
1653401589108,0.08,0.11,-0.18,-0.62,8.06,5.52,4.52,2.32,-0.77,x
1653401589118,0.08,0.11,-0.14,-0.62,8.05,5.54,3.3,3.76,-0.98,x
1653401589127,0.06,0.07,-0.14,-0.63,8.03,5.56,2.39,4.35,-1.19,x
1653401589137,0.07,0.05,-0.11,-0.63,8,5.55,2.21,4.7,-1.43,x
1653401589147,0.03,0.02,-0.13,-0.67,7.99,5.55,2.11,4.81,-1.78,x
1653401589158,0.01,0.03,-0.09,-0.71,8,5.58,3.09,3.9,-1.82,x
1653401589168,0.02,0.07,-0.08,-0.71,8.04,5.58,3.51,3.3,-1.78,x
1653401589178,0.02,0.09,-0.13,-0.71,8.07,5.53,4.03,2.67,-1.43,x
1653401589188,0.05,0.13,-0.17,-0.68,8.11,5.48,4.17,2.85,-1.26,x
1653401589197,0.11,0.09,-0.22,-0.62,8.08,5.43,3.37,3.44,-1.05,x
1653401589208,0.11,0.08,-0.22,-0.63,8.08,5.43,2.39,4.67,-1.19,x
1653401589218,0.07,0.06,-0.19,-0.65,8.05,5.44,1.79,4.88,-1.01,x
1653401589227,0.03,0.03,-0.15,-0.71,8.04,5.46,1.58,4.98,-1.43,x
1653401589237,-0.05,0.05,-0.14,-0.78,8.04,5.5,1.65,4.35,-1.47,x
1653401589248,-0.03,0.02,-0.09,-0.8,8.02,5.53,2.25,4.28,-1.5,x
1653401589258,0.01,0.05,-0.06,-0.78,8.05,5.54,2.6,3.27,-1.5,x
1653401589268,0.01,0.05,-0.09,-0.76,8.06,5.51,2.81,2.53,-1.5,x
1653401589278,0.02,0.06,-0.08,-0.76,8.07,5.52,3.02,2.11,-1.57,x
1653401589288,-0.03,0.08,-0.03,-0.79,8.08,5.54,2.6,2.29,-1.43,x
1653401589297,-0.03,0.08,-0.05,-0.83,8.09,5.54,2.63,2.25,-1.33,x
1653401589308,-0.01,0.07,-0.06,-0.79,8.1,5.53,3.02,2.95,-1.19,x
1653401589318,0.02,0.08,-0.06,-0.77,8.1,5.51,2.67,3.48,-1.33,x
1653401589328,0.02,0.08,-0.05,-0.78,8.11,5.52,2.88,3.79,-1.26,x
1653401589338,0.01,0.04,-0.04,-0.79,8.07,5.52,3.09,3.76,-1.33,x
1653401589348,0.04,0.01,-0.08,-0.76,8.06,5.49,2.98,4.28,-0.77,x
1653401589357,0.06,0.02,-0.08,-0.76,8.05,5.47,2.84,4.39,-1.08,x
1653401589368,0.02,0.05,-0.05,-0.75,8.09,5.49,2.49,4.18,-0.73,x
1653401589378,-0.04,0.1,-0.07,-0.85,8.12,5.48,1.93,4.32,-0.56,x
1653401589388,-0.01,0.1,-0.04,-0.84,8.17,5.49,0.88,4.21,-0.28,x
1653401589397,0.01,0.1,-0.02,-0.82,8.15,5.49,0.6,3.83,-0.21,x
1653401589408,0.01,0.05,-0.01,-0.81,8.12,5.52,0.22,3.51,-0.52,x
1653401589418,-0.01,0.02,0,-0.83,8.08,5.54,0.39,3.3,-0.66,x
1653401589428,0.02,0.01,-0.02,-0.84,8.07,5.53,0.6,3.34,-0.45,x
1653401589438,0.02,0.03,-0.04,-0.82,8.08,5.5,0.81,3.02,-0.28,x
1653401589448,0.02,0.07,-0.06,-0.82,8.13,5.49,0.88,2.85,-0.1,x
1653401589457,0,0.08,-0.03,-0.85,8.13,5.5,0.85,2.08,-0.24,x
1653401589468,-0.02,0.08,-0.02,-0.87,8.12,5.52,0.36,1.55,0,x
1653401589478,-0.01,0.06,-0.03,-0.87,8.12,5.5,0.22,0.99,-0.21,x
1653401589488,0.01,0.06,-0.03,-0.84,8.12,5.5,0.15,0.71,-0.49,x
1653401589498,0.01,0.06,-0.06,-0.84,8.11,5.46,0.08,0.89,-0.77,x
1653401589508,0,0.04,-0.06,-0.85,8.1,5.47,0.36,1.62,-0.52,x
1653401589518,-0.04,0.05,-0.06,-0.9,8.11,5.47,0.22,1.48,-0.45,x
1653401589528,-0.03,0.07,-0.07,-0.89,8.12,5.45,0.43,1.73,0,x
1653401589538,-0.03,0.07,-0.12,-0.89,8.13,5.41,0.22,1.66,-0.07,x
1653401589548,0,0.06,-0.08,-0.86,8.12,5.44,-0.06,1.62,0.18,x
1653401589558,0.01,0.04,-0.08,-0.86,8.1,5.45,-0.06,1.52,0.49,x
1653401589567,0.07,0.01,-0.06,-0.81,8.07,5.43,-0.03,1.55,0.18,x
1653401589578,0.06,0.02,-0.05,-0.8,8.09,5.47,0.18,1.2,0.18,x
1653401589588,0.03,0.04,-0.08,-0.83,8.1,5.44,-0.03,1.45,-0.14,x
1653401589598,-0.03,0.04,-0.13,-0.9,8.13,5.4,0.01,1.34,0.07,x
1653401589608,0,0.02,-0.12,-0.86,8.08,5.4,0.01,1.06,-0.1,x
1653401589618,0.09,0.02,-0.02,-0.79,8.07,5.45,0.08,1.27,-0.17,x
1653401589628,0.06,0.05,-0.01,-0.79,8.11,5.5,0.39,1.27,-0.52,x
1653401589638,0.04,0.06,-0.03,-0.83,8.12,5.48,0.5,1.03,-0.56,x
1653401589648,0,0.06,-0.07,-0.87,8.13,5.44,0.22,0.68,-0.45,x
1653401589658,-0.02,0.1,-0.08,-0.87,8.16,5.45,0.5,0.68,-0.35,x
1653401589668,-0.02,0.09,-0.06,-0.9,8.16,5.45,0.36,0.57,-0.1,x
1653401589678,0.01,0.07,-0.02,-0.86,8.14,5.49,-0.03,0.4,-0.35,x
1653401589688,-0.03,0.03,-0.04,-0.91,8.1,5.46,-0.41,0.57,-0.03,x
1653401589699,-0.04,0.02,-0.07,-0.91,8.09,5.44,-0.66,0.19,0.53,x
1653401589708,-0.05,0.02,-0.03,-0.92,8.09,5.47,-1.08,0.78,0.77,x
1653401589718,-0.01,0.04,0.03,-0.9,8.12,5.51,-1.39,1.62,0.98,x
1653401589728,0.02,0.04,0.09,-0.85,8.11,5.6,-1.43,2.01,1.05,x
1653401589738,0.07,0.01,0.1,-0.8,8.08,5.6,-0.38,2.57,0.49,x
1653401589748,0.08,0.01,0.1,-0.79,8.07,5.6,0.32,2.01,0.21,x
1653401589758,0.06,0.01,0.08,-0.81,8.07,5.59,1.09,0.92,-0.03,x
1653401589768,0.06,0.03,0.04,-0.81,8.1,5.55,1.83,0.05,-0.14,x
1653401589779,0,0.07,-0.02,-0.86,8.12,5.49,1.93,-0.62,-0.28,x
1653401589788,-0.03,0.05,-0.11,-0.89,8.12,5.4,1.55,-0.2,-0.31,x
1653401589799,-0.03,0.05,-0.16,-0.89,8.12,5.35,1.06,0.71,-0.14,x
1653401589808,-0.05,0.05,-0.14,-0.91,8.11,5.35,0.64,1.94,-0.31,x
1653401589818,-0.06,0.03,-0.08,-0.93,8.09,5.4,0.29,2.08,-0.63,x
1653401589828,-0.06,0.02,-0.07,-0.96,8.12,5.41,0.57,2.15,-0.21,x
1653401589838,-0.04,0.05,-0.07,-0.93,8.12,5.43,0.29,2.15,-0.07,x
1653401589848,-0.03,0.04,-0.06,-0.92,8.11,5.42,0.18,1.27,0.11,x
1653401589859,0.02,0,-0.05,-0.86,8.08,5.44,0.04,1.03,0.18,x
1653401589868,0.05,-0.01,-0.01,-0.84,8.07,5.48,0.22,0.68,-0.28,x
1653401589878,0,0.01,-0.04,-0.87,8.09,5.46,0.11,0.43,-0.17,x
1653401589888,-0.03,0.06,-0.05,-0.92,8.14,5.43,-0.31,0.26,0,x
1653401589898,-0.01,0.09,-0.07,-0.91,8.18,5.43,-0.83,0.82,0.21,x
1653401589908,0.03,0.11,-0.06,-0.86,8.18,5.43,-0.62,0.68,-0.14,x
1653401589918,0.02,0.05,-0.02,-0.87,8.13,5.47,-0.1,0.71,0.04,x
1653401589928,0.01,0.06,-0.01,-0.88,8.15,5.47,0.25,0.78,0.21,x
1653401589939,-0.01,0.04,-0.03,-0.91,8.12,5.46,0.78,0.89,0.25,x
1653401589948,0,0.02,-0.04,-0.89,8.1,5.44,1.48,0.47,0.35,x
