time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285213585.7,-0.9,1.5,1.9,-0.7,5,11,-9.6,1.1,-14.2,x
1664285213599.6,-1.7,0.9,3.2,-1.5,4.4,12.4,-21.3,19.1,-10.3,x
1664285213616.6,-1.6,-0.1,4.9,-1.5,3.4,14,-21.7,23.7,0.4,x
1664285213633.2,0,-0.1,3.9,0.1,3.3,13.1,7.9,-11.1,-2.2,x
1664285213650.3,0.4,0.1,2.7,0.5,3.5,11.9,17.9,-18,-7.4,x
1664285213666.8,0.1,0.2,1.3,0.2,3.7,10.4,18,-3.2,-13.1,x
1664285213683.4,-0.7,-0.1,1.4,-0.6,3.5,10.6,1.6,22.8,-6.2,x
1664285213700.7,-0.9,-0.3,2,-0.8,3.2,11.1,-8.2,29.1,-0.1,x
1664285213716.6,-0.6,-0.8,2.6,-0.6,2.7,11.8,-16.6,20.7,9.7,x
1664285213733.2,-0.2,-1,2.4,-0.3,2.5,11.6,-10.4,1.5,6.6,x
1664285213750.1,-0.1,-0.9,1.9,-0.1,2.5,11.1,-4.9,-6.9,3.2,x
1664285213766.3,0,-0.7,0.6,-0.1,2.7,9.8,5.4,-12.7,-2.2,x
1664285213783.2,-0.4,-0.6,-0.5,-0.4,2.8,8.7,12.7,-6.3,-4.2,x
1664285213801.7,-0.4,-0.5,-0.9,-0.4,3,8.3,13,-1.6,-3.2,x
1664285213816.6,-0.3,-0.3,-1.5,-0.3,3.2,7.6,11,-4.8,0.1,x
1664285213833.2,0,-0.2,-2.1,0,3.3,7.1,8.8,-11.9,1.7,x
1664285213850.2,0,-0.2,-2.1,0,3.3,7.1,8.8,-11.9,1.7,x
1664285213866.5,0.1,-0.2,-2,0.2,3.3,7.1,5.1,-10.6,0.8,x
1664285213883.5,-0.1,-0.3,-1.7,0,3.3,7.4,4.7,-4.9,-0.9,x
1664285213899.5,-0.1,-0.2,-1.6,0,3.4,7.5,4.7,-2.9,-1.2,x
1664285213916.2,-0.2,-0.1,-1.5,-0.1,3.5,7.6,11.9,-4.2,-1.3,x
1664285213932.9,0.1,0.1,-2.1,0.2,3.8,7,18,-8.8,-1.9,x
1664285213949.7,0.1,0.2,-2.3,0.2,3.9,6.8,18,-8.2,-3.6,x
1664285213966.4,-0.3,0.4,-2.3,-0.2,4.1,6.7,12.7,-3.6,-4.8,x
1664285213983,-0.5,0.4,-2,-0.3,4.2,7,6.9,-1,-1.4,x
1664285213999.9,-0.3,0.4,-1.9,-0.2,4.2,7.2,4.2,-1.8,0.8,x
1664285214016.8,0,0.8,-1.5,0.2,4.6,7.5,4.6,-3.5,1.1,x
1664285214033.3,0.1,1,-1.3,0.3,4.8,7.8,5.7,-3.2,0.5,x
1664285214050.2,-0.1,1.2,-1.1,0.1,5,7.9,11.2,-1,-0.6,x
1664285214066.5,-0.3,1.3,-1.3,-0.1,5.2,7.7,16.4,2.2,0.4,x
1664285214084.5,-0.5,1.4,-1.5,-0.3,5.3,7.5,14.6,5.1,3.2,x
1664285214100.4,-0.6,1.4,-1.4,-0.4,5.4,7.6,8.8,4.3,7,x
1664285214116.4,-0.5,1.5,-0.9,-0.3,5.5,8,3.7,-2.1,12.3,x
1664285214132.9,-0.2,1.5,-0.9,0,5.5,8.1,4,-7.8,14.3,x
1664285214149.7,0,1.5,-0.9,0.2,5.5,8,3.5,-7.5,14,x
1664285214166.2,0.1,1.5,-0.8,0.4,5.5,8.2,0.4,-5.2,11.2,x
1664285214182.9,0.2,1.6,-0.2,0.5,5.6,8.7,-5.5,3.6,7.9,x
1664285214199.6,0.1,1.6,0.3,0.4,5.6,9.3,-7.1,8.2,6.1,x
1664285214216.3,0,1.7,1.2,0.3,5.7,10.2,-3.7,11.9,2.9,x
1664285214233,0.2,2.8,1.1,0.4,6.8,10,5.7,3.2,-3.4,x
1664285214249.7,-0.6,2.3,0.8,-0.4,6.3,9.8,7.2,-0.4,-6.2,x
1664285214266.8,-2.8,0.6,0.8,-2.5,4.6,9.8,-11.5,13.5,2.4,x
1664285214284.4,-1.9,-0.1,2.4,-1.7,3.9,11.3,-38,-1.6,24,x
1664285214299.7,-0.7,-0.1,2.9,-0.5,3.8,11.9,-34.8,-16.7,29,x
1664285214316.6,0.3,-0.4,3.3,0.6,3.4,12.3,-16.8,-27.6,21.8,x
1664285214333.2,0,-0.1,3.1,0.4,3.6,12.2,0.6,-4.3,6.6,x
1664285214350.7,-0.7,-0.1,2.8,-0.3,3.7,11.9,6.9,11,1.8,x
1664285214366.6,-1.7,-0.2,2.3,-1.3,3.6,11.3,10.2,25.4,4.6,x
1664285214383.3,-1.7,-0.3,1.8,-1.4,3.5,10.9,3.4,12.3,11.8,x
1664285214400.9,-1.5,-0.3,1.6,-1.2,3.5,10.6,2.4,2.4,12.7,x
1664285214416.6,-1,0,0.7,-0.7,3.8,9.7,1.4,-8.4,11.6,x
1664285214433.2,-1,0,0,-0.6,3.8,9,-0.1,-8.1,11.8,x
1664285214450,-0.9,-0.1,-0.2,-0.5,3.7,8.9,-4.5,-1.3,13.5,x
1664285214466.7,-0.7,0,-0.2,-0.3,3.8,8.9,-6.9,1.5,14,x
1664285214498.4,-0.7,0.3,-0.4,-0.3,4.1,8.6,-1.3,2.8,10.2,x
1664285214500.6,-0.7,0.3,-0.4,-0.3,4.1,8.6,-1.3,2.8,10.2,x
1664285214516.5,-0.5,0.6,-1.2,-0.1,4.4,7.8,8.5,-7.3,8.4,x
1664285214533.2,-0.4,0.8,-1.7,0.1,4.6,7.4,11.8,-11.7,6.9,x
1664285214549.9,-0.3,1,-2.3,0.2,4.8,6.7,14.9,-13.6,5,x
1664285214566.4,-0.8,0.9,-2.6,-0.3,4.8,6.4,13.9,-10,7.4,x
1664285214583.3,-0.5,0.8,-2.2,0.1,4.8,6.8,4.7,1.5,17.1,x
1664285214600.3,-0.3,0.7,-1.9,0.3,4.7,7.1,2.3,2.1,18.4,x
1664285214616.6,-0.1,0.7,-1.4,0.5,4.6,7.6,3.4,-4.7,14.6,x
1664285214633.2,-0.4,1.1,-1.5,0.3,5.1,7.4,13.7,-13.7,4.3,x
1664285214649.6,-0.6,1.3,-1.8,0.1,5.3,7.1,19,-15.4,-0.5,x
1664285214666.4,-0.8,1.5,-2.1,-0.2,5.5,6.8,21.6,-13.1,-2.5,x
1664285214683,-0.8,1.3,-2.4,-0.1,5.4,6.5,14.3,0.2,11.3,x
1664285214700.6,-0.6,1.3,-2.1,0.1,5.4,6.8,10.7,3.2,15.7,x
1664285214716.5,-0.1,1.4,-1.4,0.7,5.6,7.5,9.3,7,16.9,x
1664285214733.1,-0.2,1.5,-1.5,0.5,5.7,7.4,14.6,5.8,9,x
1664285214750.3,-0.4,1.4,-1.6,0.3,5.6,7.2,15,3.5,7.2,x
1664285214766.4,-0.4,1.3,-1.7,0.3,5.6,7.1,8.3,-4.1,11.8,x
1664285214783.9,-0.7,1.1,-1,0.1,5.4,7.8,-2.8,-5.9,11,x
1664285214805.2,-0.9,1.2,0.1,-0.1,5.5,8.9,-5.7,-6.9,8.9,x
1664285214816.7,-1,0.9,0.3,-0.2,5.2,9.1,-1.3,-9.6,8.4,x
1664285214833.2,-1.1,0.6,0.3,-0.3,4.8,9.1,6.5,-12.6,10.2,x
1664285214850.3,-1,0.4,0.5,-0.2,4.6,9.3,7.5,-12.9,9.7,x
1664285214867,-0.4,0.7,0.7,0.5,5,9.5,11.6,-18.4,4.8,x
1664285214883.2,0,1.3,0.5,0.9,5.6,9.3,15.8,-23.2,-0.2,x
1664285214900.4,0.1,2.6,0.3,1.2,6.9,9,19.8,-26.9,-15.8,x
1664285214917.4,-2.8,1.9,1,-1.7,6.4,9.7,8.6,-5.8,-24.2,x
1664285214933.3,-3.8,0.8,2.4,-2.8,5.3,11.1,-1.3,6.8,-14.5,x
1664285214954.6,-2.1,-2.2,4.8,-1.1,2.2,13.5,-5.4,17.3,48.2,x
1664285214966.5,-0.4,-2.5,4.4,0.6,1.9,13.1,-0.5,5.2,50,x
1664285214984.6,1.1,-2.5,3.4,2.1,1.8,12.1,-0.7,-12.7,24.6,x
1664285214999.8,0.7,-2.6,3.2,1.8,1.7,11.9,-3.5,-14.6,8,x
1664285215016.6,-0.3,-2.3,3,0.9,2.1,11.7,-6.8,-2.4,-11,x
1664285215033.1,-0.8,-1.9,2.3,0.3,2.5,11,0.8,15.9,-16.6,x
1664285215049.8,-1.1,-1.8,1.7,0,2.5,10.4,5.7,24.2,-18,x
1664285215066.9,-1.6,-1.5,1,-0.6,2.9,9.7,3.3,40.1,-20.9,x
1664285215083.5,-1.9,-1.3,0.9,-1,3,9.6,-2.7,45.6,-20.4,x
1664285215099.8,-2.4,-1.4,1,-1.7,3,9.7,-13.4,45.6,-15.4,x
1664285215116.8,-2.1,-1.2,0.9,-1.5,3.2,9.7,-17.7,30.5,-8.6,x
1664285215133.1,-1.5,-1.1,0.3,-1,3.2,9.1,-14.6,10.8,-3.7,x
1664285215150.2,-1.1,-1.1,-0.1,-0.7,3.2,8.7,-9.3,-0.5,-2.4,x
1664285215166.8,-0.5,-1,-1,-0.1,3.3,7.8,-3,-4.2,-4.2,x
1664285215183.6,-0.7,-1.1,-1.3,-0.2,3.1,7.5,-1.4,5.1,-7.2,x
1664285215200,-0.7,-1,-1.3,-0.3,3.2,7.6,-2,10.5,-7.9,x
1664285215216.6,-0.6,-0.8,-1.3,-0.2,3.5,7.6,1.5,12.5,-7.6,x
1664285215233.1,-0.7,-0.4,-1.5,-0.4,3.9,7.3,7.9,11.1,-7.6,x
1664285215250.2,-0.8,-0.3,-1.8,-0.5,4,7,14,5.1,-7.6,x
1664285215266.5,-0.7,-0.1,-2.4,-0.4,4.2,6.4,13.6,-0.2,-2.9,x
1664285215283.2,-0.4,0,-2.3,-0.1,4.3,6.5,3.4,1.2,3,x
1664285215299.9,-0.3,0.2,-2.1,0,4.5,6.7,-1.1,2.9,4.5,x
1664285215317.3,-0.1,0.5,-1.5,0.2,4.8,7.3,-3.7,3.9,3.4,x
1664285215333.2,-0.3,0.7,-1.6,0,5,7.2,3.5,-3.5,0.5,x
1664285215349.9,-0.4,0.8,-1.8,-0.1,5.1,7,4.9,-8,1,x
1664285215366.9,-0.7,1,-2,-0.4,5.4,6.8,1,-11.6,4.5,x
1664285215383.2,-0.4,1.3,-1.4,-0.1,5.6,7.4,-3.5,-10.7,7.4,x
1664285215440.9,-0.2,1.5,-0.5,0.2,5.8,8.3,3.4,8.1,4.7,x
1664285215450.1,-0.6,1.6,-0.6,-0.2,5.9,8.2,5.7,8.5,1.6,x
1664285215466.4,-1.1,1.7,-0.7,-0.7,6,8.1,5.1,6.8,1.6,x
1664285215483.1,-1,1.7,-0.6,-0.7,6.1,8.2,2,5.8,7.5,x
1664285215500.3,-0.7,1.6,-0.4,-0.4,6,8.4,1.1,8.5,11.1,x
1664285215517.1,-0.2,1.4,0.1,0.1,5.8,8.9,3.7,14.4,13.9,x
1664285215533,-0.2,1.4,0.1,0.2,5.7,8.9,3.7,14.4,13.9,x
1664285215549.5,0.3,1.6,0.3,0.6,5.9,9.1,8.7,17.8,5.4,x
1664285215567.6,-0.7,1.6,0.8,-0.5,6,9.6,4.1,17.8,-3.4,x
1664285215582.9,-2.2,0.2,0.9,-2,4.6,9.7,-3.7,16.6,0,x
1664285215599.6,-2.2,0.1,1.2,-2.1,4.5,9.9,-11.1,15.1,3.7,x
1664285215616.4,-1.5,0.2,2,-1.3,4.5,10.8,-22.1,8.1,10.8,x
1664285215633,-0.9,0.4,2.2,-0.8,4.7,11.1,-15.4,-3,14.9,x
1664285215649.9,-0.7,0.4,2,-0.6,4.7,10.8,-10.7,-3.6,15.7,x
1664285215666.4,-1.1,0,1.5,-0.9,4.2,10.3,-9.4,10.1,18.2,x
1664285215683.1,-1.7,-0.5,2.2,-1.6,3.7,11,-24.5,33.2,23.7,x
1664285215700,-1.8,-0.6,2.9,-1.7,3.5,11.7,-31,40.6,26.9,x
1664285215720.8,-1.1,-0.6,3.5,-1.1,3.4,12.4,-30.1,43.5,33.3,x
1664285215742.3,-0.8,-0.5,2.5,-0.8,3.5,11.4,-9.2,18.8,29.5,x
1664285215758.1,-0.4,-0.1,0.5,-0.5,3.8,9.5,0.9,-0.6,24.4,x
1664285215766.2,-0.3,0,-0.2,-0.4,3.9,8.8,0.2,-3.8,23,x
1664285215783.1,-0.2,0.1,-0.6,-0.3,4,8.4,-2,-3.2,23,x
1664285215800.4,0.1,0.2,-1.1,0.1,4.1,7.8,-4.4,0.8,24.5,x
1664285215816.3,0.4,0.2,-1.3,0.5,4.2,7.7,-4.4,6.4,21.6,x
1664285215833,0.3,0.1,-1.3,0.3,4.1,7.7,0.6,6.8,14.8,x
1664285215849.8,0,0,-1.3,0.1,3.9,7.7,4.1,7.1,12,x
1664285215866.6,-0.2,0.1,-1.4,-0.1,4,7.6,9.7,8.2,9,x
1664285215883.3,-0.4,0.1,-1.7,-0.4,4.1,7.2,15.4,6.2,6.1,x
1664285215901,-0.5,0.3,-1.8,-0.5,4.3,7.1,15.6,6.2,5.4,x
1664285215916.7,-0.6,0.3,-2,-0.6,4.4,6.9,14.5,5.5,6.2,x
1664285215933.4,-0.5,0.3,-2,-0.5,4.4,7,9.7,4.7,9.4,x
1664285215950.2,-0.4,0.2,-1.9,-0.4,4.3,7,8.1,2.4,10.2,x
1664285215966.5,-0.3,0.1,-1.7,-0.3,4.3,7.1,5.5,-0.2,9.1,x
1664285215983.2,-0.3,0.3,-1.6,-0.3,4.5,7.2,4.3,-1.9,7.2,x
1664285216000.3,-0.4,0.4,-1.8,-0.4,4.6,7,7.2,-7.1,4.2,x
1664285216016.7,-0.5,0.6,-1.9,-0.4,4.8,7,4.3,-4.1,2.8,x
1664285216033,-0.6,0.7,-1.8,-0.5,4.9,7.1,2.5,-3.8,2.7,x
1664285216049.7,-0.5,0.8,-1.4,-0.4,5,7.5,-1.2,-3.8,3.5,x
1664285216069.4,-0.3,0.7,-0.9,-0.2,4.9,8,-2.2,-5.5,0.4,x
1664285216083.3,-0.3,0.7,-0.7,-0.2,4.9,8.2,-1,-5.7,-2.9,x
1664285216100.4,-0.5,0.9,-0.4,-0.4,5.1,8.4,4.3,-7.2,-10.1,x
1664285216116.6,-0.6,1.3,-0.6,-0.5,5.5,8.2,12.6,-11.5,-13,x
1664285216133.1,-0.8,1.3,-0.8,-0.7,5.5,8,14.2,-13.6,-13.5,x
1664285216150.6,-0.8,1.4,-0.9,-0.6,5.7,7.9,7.5,-12,-11.3,x
1664285216166.7,-0.6,1.3,-0.2,-0.4,5.6,8.6,-1.7,-8.9,-7.9,x
1664285216184.2,0,1,0.9,0.2,5.3,9.7,-5.5,-7.7,-7.9,x
1664285216200.1,0.5,1.2,1.2,0.7,5.5,10,-4.3,-8.2,-10,x
1664285216216.6,1.1,1.8,0.6,1.3,6.1,9.4,6.4,-25.8,-21.1,x
1664285216233.2,0.7,1.5,0.3,0.9,5.8,9.1,2.7,-27.7,-25.8,x
1664285216250,-0.6,0.7,1.3,-0.3,5,10.1,-18.5,-11.2,-25.5,x
1664285216266.1,-0.5,0.2,3.4,-0.3,4.4,12.2,-26.9,5.4,-17.6,x
1664285216283.1,-0.1,0,3.7,0.1,4.2,12.5,-18.9,6.4,-15.6,x
1664285216299.8,0.8,0.3,2.6,1,4.4,11.5,9.4,1.5,-20.5,x
1664285216316.5,0.7,0.4,1.5,0.8,4.6,10.3,11.2,12.5,-26.8,x
1664285216333.2,-0.3,-0.1,1.5,-0.3,4.1,10.4,-4.2,31.6,-23.8,x
1664285216349.9,-0.6,-0.4,1.9,-0.7,3.8,10.8,-12,35.3,-19.9,x
1664285216407.8,0.2,-0.8,0.9,-0.1,3.3,9.8,-2.8,-13.8,-14.3,x
1664285216416.5,0.3,-0.6,0.3,0,3.5,9.2,-2.8,-13.8,-14.3,x
1664285216433,0.1,-0.4,-0.6,-0.1,3.6,8.3,0.8,-12.5,-15.5,x
1664285216449.8,0.3,-0.3,-0.9,0,3.8,8.1,0,-9.4,-13.7,x
1664285216466.8,0.3,-0.3,-1.1,0.1,3.8,7.8,1.7,-6.9,-11.1,x
1664285216483.1,0.2,-0.1,-1.4,0,3.9,7.5,4.7,-7.5,-11.6,x
1664285216500.2,0.1,-0.1,-1.6,-0.1,4,7.3,7.1,-8.4,-12,x
1664285216516.8,-0.2,-0.1,-1.6,-0.4,3.9,7.3,4.8,-2.1,-9.1,x
1664285216533.1,-0.2,0,-1.3,-0.4,4,7.6,3.2,0.3,-5.1,x
1664285216550,-0.1,-0.1,-1.3,-0.3,4,7.6,5.3,-2.4,-3.4,x
1664285216566.6,0,-0.1,-1.5,-0.2,4,7.4,6.9,-5.6,-2.1,x
1664285216583.2,-0.1,0,-1.5,-0.2,4.2,7.4,5.1,-5,-2.2,x
1664285216600.2,-0.2,0.1,-1.4,-0.4,4.2,7.5,4.4,-4.7,-1.2,x
1664285216616.8,-0.2,0.3,-1.1,-0.3,4.5,7.8,1.2,-3.3,1.6,x
1664285216633.5,-0.2,0.3,-1,-0.4,4.5,7.8,2.5,-5,3.4,x
1664285216650,-0.2,0.4,-1.1,-0.4,4.5,7.8,3.7,-6.1,4.4,x
1664285216666.5,-0.1,0.6,-1.4,-0.2,4.8,7.4,6.5,-8,5.7,x
1664285216683.2,0,0.7,-1.6,-0.1,4.9,7.2,7.5,-8.6,5.9,x
1664285216700.5,0,1,-1.7,-0.1,5.2,7.1,8.2,-9,7.6,x
1664285216716.7,0,1,-2,0,5.3,6.8,10.4,-7.9,9,x
1664285216733,0.1,0.9,-2.2,0.1,5.2,6.7,7.5,-0.6,9.9,x
1664285216771.5,0,1,-0.9,0,5.3,7.9,-7.6,12,13,x
1664285216783,0.2,1,-0.4,0.2,5.2,8.4,-8.9,12,12.8,x
1664285216799.6,0.2,1,-0.1,0.2,5.2,8.8,-9.3,11.2,10.1,x
1664285216819.9,0.2,1.1,0.3,0.1,5.4,9.2,-5.8,5.5,0.9,x
1664285216833,0.2,1.6,0.1,0.1,5.8,9,2.6,-1.2,-5.5,x
1664285216849.7,0.2,1.8,0.1,0.2,6,8.9,6.2,-0.7,-7.2,x
1664285216866.3,0.5,2.4,0.4,0.5,6.6,9.2,11.1,7.4,-10.4,x
1664285216883.1,0.4,3.1,0.2,0.3,7.4,9,14.2,16.5,-13.7,x
1664285216907.2,-1.7,0.8,0.6,-1.8,5.1,9.4,-6.6,33.6,-1.1,x
1664285216916.7,-1.8,0.1,1.4,-2.1,4.4,10.2,-21.5,34.7,6.1,x
1664285216933.3,-1.1,-0.5,3.4,-1.4,3.8,12.3,-37.9,9.8,13.5,x
1664285216950,-0.4,-0.5,3.8,-0.8,3.7,12.7,-32,-12.7,12,x
1664285216966.7,0.3,-0.1,3.4,0.1,4,12.3,-8.7,-33.9,3.5,x
1664285216983.6,0.3,0.1,3,0.1,4.2,11.9,2.8,-20,-2.6,x
1664285217000,-0.6,0.1,2.3,-0.7,4.2,11.2,3.7,9.2,-3.6,x
1664285217016.7,-0.9,-0.2,2.5,-1.1,4,11.4,-5,18.2,4.9,x
1664285217033.1,-0.3,-0.5,2.7,-0.6,3.6,11.6,-9.5,6.7,11,x
1664285217049.6,-0.2,-0.4,2.5,-0.4,3.7,11.4,-8.3,-3.7,9.6,x
1664285217066.4,-0.1,-0.1,1.3,-0.3,4,10.2,0.8,-22.4,3.4,x
1664285217083.1,-0.1,-0.1,0,-0.2,4,8.9,1.6,-19.5,6.7,x
1664285217100,0,-0.2,-0.5,-0.1,3.8,8.4,-0.2,-15.8,8.9,x
1664285217116.8,0.4,-0.5,-1,0.3,3.5,7.9,-3.6,-11.1,10.1,x
1664285217133.3,0.5,-0.6,-1.1,0.5,3.5,7.8,-5,-10.4,8,x
1664285217150,0.4,-0.4,-1.4,0.4,3.6,7.6,-4.1,-14.2,-0.8,x
1664285217167,0,-0.2,-1.6,0,3.8,7.3,3.1,-16.2,-8,x
1664285217183.2,-0.1,-0.1,-1.8,0,3.9,7.2,6.2,-16.6,-8.4,x
1664285217200.3,0,-0.2,-2.1,0.1,3.9,6.8,9.2,-13.4,-7.1,x
1664285217216.8,-0.1,-0.2,-2,0,3.9,6.9,7.6,-9.3,-9.3,x
1664285217233.2,-0.3,-0.2,-2,-0.1,3.9,6.9,7.5,-8.6,-10.6,x
1664285217249.6,-0.3,-0.1,-1.9,-0.1,4,7,6.2,-7.6,-10.8,x
1664285217266.4,-0.5,-0.1,-1.7,-0.3,4.1,7.2,5.2,-7.8,-10.3,x
1664285217283.2,-0.5,-0.1,-1.6,-0.3,4.1,7.2,5.4,-8.4,-9.1,x
1664285217300.2,-0.3,0,-1.6,-0.1,4.1,7.3,2.8,-7.6,-8,x
1664285217316.8,-0.2,0,-1.4,0,4.2,7.5,1.1,-9.3,-9.9,x
1664285217333.1,-0.1,0.1,-1.2,0.1,4.3,7.7,1.2,-10.7,-12.6,x
1664285217381.9,-0.2,0.4,-0.9,0.1,4.6,8,4,-11,-21.2,x
1664285217399.5,-0.2,0.8,-0.9,0.1,5,7.9,5.7,-12.6,-23.5,x
1664285217416.6,-0.1,1.1,-0.9,0.1,5.3,7.9,5.9,-13.7,-25.4,x
1664285217433,-0.1,1.2,-1,0.2,5.4,7.9,5.3,-14.1,-26,x
1664285217449.9,0.1,1.4,-0.7,0.3,5.6,8.2,2.3,-12.9,-25.8,x
1664285217466.4,0,1.3,0.1,0.2,5.5,9,-0.5,-10.6,-27.3,x
1664285217483.2,0,1.2,0.4,0.2,5.5,9.2,0.6,-10.5,-28.6,x
1664285217499.9,-0.1,1.1,0.8,0.1,5.4,9.6,4.7,-12.3,-31.9,x
1664285217516.8,0.2,1.2,0.8,0.4,5.5,9.6,10.5,-16.9,-34.5,x
1664285217546.3,1.3,2.3,-0.2,1.6,6.7,8.6,10.1,-29.1,-40.8,x
1664285217549.6,1.3,2.3,-0.2,1.6,6.7,8.6,10.1,-29.1,-40.8,x
