time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652785687913.6,93.1,43.8,-12.5,x
1652785687931.3,92,44.4,-10.9,x
1652785687948.2,91.2,44.8,-9.2,x
1652785687963.5,90.9,44.9,-8.5,x
1652785687980.1,90.5,45.1,-7.6,x
1652785687996.7,90,45.2,-6.7,x
1652785688014.5,89.8,45.3,-6.4,x
1652785688030,89.5,45.4,-6,x
1652785688046.8,89.3,45.5,-6.2,x
1652785688064.3,89.4,45.4,-6.7,x
1652785688080.2,89.5,45.4,-6.9,x
1652785688113.9,89.8,45.3,-6.5,x
1652785688130.4,90,45.4,-5.8,x
1652785688147,90.2,45.3,-5.7,x
1652785688163.6,90.4,45.2,-5.9,x
1652785688181.1,90.5,45,-6.3,x
1652785688197.8,90.5,44.9,-6.5,x
1652785688214,90.6,44.8,-6.9,x
1652785688230.2,90.6,44.7,-7,x
1652785688247.2,90.5,44.8,-7.2,x
1652785688263.4,90.5,45,-7.2,x
1652785688281.6,90.4,45.1,-7.1,x
1652785688297.6,90.4,45.2,-6.9,x
1652785688330.2,90.4,45.2,-6.5,x
1652785688346.8,90.5,45.4,-6.3,x
1652785688363.5,90.7,45.5,-6.3,x
1652785688380.1,90.9,45.5,-6.5,x
1652785688397,91.2,45.5,-7.1,x
1652785688413.7,91.3,45.5,-7.3,x
1652785688430,91.4,45.5,-7.7,x
1652785688446.9,91.7,45.6,-8,x
1652785688463.5,92.1,45.7,-8.2,x
1652785688481.2,92.6,45.6,-8.7,x
1652785688496.7,92.8,45.4,-9.1,x
1652785688513.4,93.3,45.2,-9.8,x
1652785688530.2,93.6,45.1,-10.5,x
1652785688546.8,93.8,45,-10.7,x
1652785688564.6,94,44.9,-11.1,x
1652785688580.6,94.1,44.9,-11.2,x
1652785688613.5,94.2,44.9,-11.4,x
1652785688631,94.3,44.9,-11.5,x
1652785688647.3,94.4,44.9,-11.9,x
1652785688663.4,94.5,44.9,-12.2,x
1652785688680,94.4,45.1,-12.9,x
1652785688697.2,94.3,45.3,-13.6,x
1652785688713.4,94.3,45.4,-14,x
1652785688730,94.4,45.5,-14.5,x
1652785688747.6,94.5,45.6,-14.8,x
1652785688763.8,94.6,45.6,-15,x
1652785688796.8,94.8,45.5,-15,x
1652785688814,95,45.4,-15.1,x
1652785688830.5,95.2,45.3,-15.2,x
1652785688846.9,95.4,45.2,-15.3,x
1652785688863.3,95.6,45.1,-15.5,x
1652785688880.1,95.8,45,-15.6,x
1652785688913.3,96,44.9,-15.8,x
1652785688930.1,96.1,44.9,-15.8,x
1652785688946.7,96.1,44.8,-15.8,x
1652785689013.4,96.3,44.8,-15.7,x
1652785689046.2,96.3,44.9,-15.7,x
1652785689096.8,96.3,45.1,-15.6,x
1652785689146.9,96.5,45,-15.7,x
1652785689163.4,96.6,45,-15.7,x
1652785689197.3,96.8,44.9,-16,x
1652785689216.5,96.9,44.8,-16.1,x
1652785689246.7,97.2,44.7,-16.3,x
1652785689263.4,97.4,44.5,-16.5,x
1652785689280,97.6,44.3,-16.7,x
1652785689296.6,97.7,44.2,-16.9,x
1652785689313.4,97.9,43.9,-17.4,x
1652785689330.1,97.9,43.9,-17.8,x
1652785689346.7,97.9,43.9,-18,x
1652785689364,97.9,43.9,-18.1,x
1652785689413.9,98.1,43.9,-18.3,x
1652785689430.1,98.2,43.9,-18.4,x
1652785689447.1,98.4,43.8,-18.6,x
1652785689463.3,98.6,43.7,-18.8,x
1652785689496.7,98.9,43.6,-18.9,x
1652785689513.4,99.1,43.4,-19,x
1652785689530,99.1,43.3,-19,x
1652785689546.7,99.2,43.1,-19.1,x
1652785689563.4,99.3,43,-19.2,x
1652785689580,99.4,43.1,-19.3,x
1652785689613.4,99.3,43.3,-19.3,x
1652785689630.6,99.2,43.4,-19.2,x
1652785689646.8,99.1,43.5,-19,x
1652785689663.8,98.9,43.6,-18.7,x
1652785689680.1,98.8,43.7,-18.3,x
1652785689697.2,98.7,43.8,-18,x
1652785689746.7,98.8,43.7,-17.9,x
1652785689764.6,98.9,43.8,-18,x
1652785689796.7,99.1,43.7,-18.1,x
1652785689830,99.3,43.7,-18.2,x
1652785689846.6,99.4,43.7,-18.3,x
1652785689863.4,99.4,43.6,-18.3,x
1652785689880.5,99.4,43.6,-18.2,x
1652785689913.3,99.4,43.5,-18.1,x
1652785689959,99.4,43.6,-18.1,x
1652785689997.8,99.1,43.5,-18.1,x
1652785690030.3,99,43.5,-18.3,x
1652785690046.6,98.9,43.6,-18.5,x
1652785690063.3,98.9,43.6,-18.7,x
1652785690080,98.9,43.7,-18.9,x
1652785690097.7,99,43.7,-19.1,x
1652785690113.9,99.1,43.6,-19.2,x
1652785690130,99.2,43.6,-19.1,x
1652785690149.6,99.2,43.6,-19,x
1652785690196.5,99.1,43.7,-18.9,x
1652785690213.3,99.1,43.8,-18.7,x
1652785690230.4,99,43.8,-18.5,x
1652785690247.2,98.9,44,-18.2,x
1652785690263.4,98.7,44.2,-17.7,x
1652785690280,98.6,44.3,-17.3,x
1652785690296.5,98.6,44.4,-17.2,x
1652785690313.2,98.7,44.4,-17,x
1652785690330,99.1,44.5,-17.1,x
1652785690346.9,99.2,44.6,-17.2,x
1652785690363.3,99.3,44.6,-17.3,x
1652785690380,99.4,44.7,-17.3,x
1652785690396.6,99.4,44.7,-17.2,x
1652785690413.8,99.4,44.8,-17.1,x
1652785690429.9,99.4,44.8,-16.9,x
1652785690446.7,99.2,44.9,-16.5,x
1652785690463.4,99,45,-16.1,x
1652785690480,98.9,45.1,-15.8,x
1652785690496.7,98.6,45.1,-15.3,x
1652785690513.4,98.4,45.3,-14.9,x
1652785690531.2,98.2,45.4,-14.5,x
1652785690563.4,98.3,45.5,-14.3,x
1652785690596.5,98.5,45.4,-14.1,x
1652785690613.3,98.5,45.5,-13.8,x
1652785690630,98.4,45.6,-13.4,x
1652785690646.6,98.3,45.6,-13.2,x
1652785690663.2,98.2,45.7,-12.8,x
1652785690680,98.2,45.6,-12.5,x
1652785690697.8,98.3,45.5,-12.4,x
1652785690746.6,98.2,45.7,-12,x
1652785690763.3,98.2,45.8,-11.9,x
1652785690779.9,98.1,45.8,-11.7,x
1652785690813.7,98.1,45.7,-11.5,x
1652785690846.7,98.1,45.7,-11.3,x
1652785690894.1,98.3,45.6,-11.2,x
1652785690913.3,98.3,45.4,-11.3,x
1652785690930.9,98.4,44.9,-11.6,x
1652785690946.7,98.3,44.5,-11.9,x
1652785690963.3,98,44.3,-12.8,x
1652785690980,97.8,44.3,-13.8,x
1652785690997.1,97.7,44.4,-14.2,x
1652785691013.3,97.5,44.5,-14.9,x
1652785691030,97.3,44.6,-15.2,x
1652785691047.2,97.2,44.6,-15.2,x
1652785691063.3,97,44.6,-15,x
1652785691079.9,96.9,44.7,-14.5,x
1652785691097,96.9,44.8,-14.1,x
1652785691113.6,96.9,44.8,-14,x
1652785691140,96.9,44.8,-13.6,x
1652785691146.6,96.9,44.8,-13.5,x
1652785691164.2,96.9,44.8,-13.3,x
1652785691213.3,97.1,44.7,-13.3,x
1652785691246.6,97.3,44.7,-13.3,x
1652785691263.3,97.5,44.7,-13.4,x
1652785691280.4,97.6,44.6,-13.6,x
1652785691330.4,97.6,44.7,-13.6,x
1652785691380,97.6,44.8,-13.5,x
1652785691397.7,97.4,44.9,-13.1,x
1652785691413.8,97.4,45,-12.9,x
1652785691429.9,97.3,45.1,-12.6,x
1652785691446.7,97.3,45.3,-12.3,x
1652785691464.2,97.3,45.5,-11.9,x
1652785691479.8,97.2,45.6,-11.7,x
1652785691496.9,97.1,45.8,-11,x
1652785691514.3,97.1,45.9,-10.7,x
1652785691530.4,97.1,46,-10.1,x
1652785691546.5,97.2,46,-9.7,x
1652785691563.3,97.3,45.9,-9.3,x
1652785691580.4,97.4,45.8,-9.1,x
1652785691613.3,97.5,45.6,-9.2,x
1652785691630.7,97.6,45.6,-9.3,x
1652785691647,97.8,45.5,-9.7,x
1652785691663.2,97.9,45.5,-10,x
1652785691680,97.9,45.6,-10.2,x
1652785691697.2,97.9,45.7,-10.1,x
1652785691713.2,97.7,45.9,-9.9,x
1652785691729.9,97.5,46,-9.5,x
1652785691746.7,97.4,46.1,-9.3,x
1652785691779.8,97.3,46.2,-9.4,x
1652785691796.6,97.1,46.2,-9.4,x
1652785691826.7,96.8,46.3,-9.6,x
1652785691846.7,96.8,46.3,-9.8,x
1652785691880,96.7,46.3,-10,x
1652785691896.5,96.5,46.4,-9.9,x
1652785691913.4,96.3,46.5,-9.9,x
1652785691931,96.2,46.5,-9.8,x
1652785691980.7,96.2,46.4,-9.6,x
1652785692013.2,96,46.3,-9.4,x
1652785692029.9,95.8,46.3,-9.1,x
1652785692046.6,95.7,46.4,-8.8,x
1652785692079.9,95.5,46.4,-8.4,x
1652785692113.3,95.5,46.3,-8.2,x
1652785692129.9,95.5,46.3,-8.1,x
1652785692146.6,95.5,46.3,-8.3,x
1652785692164.5,95.6,46.3,-8.5,x
1652785692196.6,95.6,46.4,-8.5,x
1652785692213.3,95.5,46.4,-8.3,x
1652785692230,95.4,46.5,-8,x
1652785692246.5,95.2,46.5,-7.5,x
1652785692263.2,95,46.5,-7.1,x
1652785692280.4,95,46.5,-7,x
1652785692296.5,95.1,46.4,-7.1,x
1652785692313.3,95.2,46.2,-7.2,x
1652785692331,95.2,46.3,-7.1,x
1652785692347,95,46.5,-6.8,x
1652785692363.2,94.7,46.8,-6.1,x
1652785692379.9,94.4,46.9,-5.4,x
1652785692397.3,94.4,46.8,-5,x
1652785692413.2,94.3,46.8,-4.8,x
1652785692430,94.3,46.7,-4.3,x
1652785692447.2,94.2,46.7,-3.9,x
1652785692463.7,94.2,46.7,-3.8,x
1652785692480,94.2,46.7,-3.7,x
1652785692496.6,94.3,46.7,-3.8,x
1652785692513.2,94.4,46.8,-3.7,x
1652785692529.9,94.4,46.9,-3.5,x
1652785692546.6,94.3,47.2,-3,x
1652785692563.3,94.3,47.3,-2.6,x
1652785692580.4,94.5,47.6,-1.9,x
1652785692596.5,94.7,47.6,-1.7,x
1652785692613.2,95,47.6,-1.5,x
1652785692630.6,95.4,47.5,-1.3,x
1652785692646.9,95.6,47.4,-1.4,x
1652785692663.3,96.1,47.2,-1.7,x
1652785692680.1,96.7,47,-2.3,x
1652785692696.9,96.9,46.8,-2.6,x
1652785692713.3,97.2,46.5,-3,x
1652785692743.7,97.5,46.3,-3.3,x
1652785692747,97.6,46.2,-3.3,x
1652785692763.2,97.7,46.2,-3.4,x
1652785692779.9,97.9,46.1,-3.4,x
1652785692797.2,97.9,46,-3.5,x
1652785692829.8,97.7,46,-3.3,x
1652785692846.6,97.5,46.1,-3.2,x
1652785692863.9,97.4,46.2,-3,x
1652785692896.6,97.2,46.2,-2.9,x
1652785692946.5,97.3,46.1,-3.2,x
1652785692963.2,97.4,46.1,-3.4,x
1652785692996.5,97.6,46.1,-3.7,x
1652785693013.2,97.6,46,-3.8,x
1652785693029.9,97.6,45.9,-3.9,x
1652785693079.9,97.5,45.9,-4,x
1652785693097.8,97.5,45.9,-4.1,x
1652785693147,97.3,46,-4,x
1652785693163.2,97.2,46,-3.9,x
1652785693179.8,97.1,46,-3.8,x
1652785693196.6,97,46.1,-3.7,x
1652785693213.8,96.8,46.2,-3.5,x
1652785693229.9,96.7,46.2,-3.5,x
1652785693246.6,96.7,46.3,-3.5,x
1652785693263.9,96.7,46.2,-3.5,x
1652785693279.9,96.7,46.2,-3.6,x
1652785693313.3,96.7,46.1,-3.6,x
1652785693330.9,96.8,46,-3.7,x
1652785693346.6,96.8,46,-3.8,x
1652785693363.2,96.9,46,-3.9,x
1652785693380.6,96.9,46.1,-3.9,x
1652785693413.4,97,46,-4,x
1652785693429.8,97,46,-4.1,x
1652785693463.6,96.9,46.1,-4.1,x
1652785693479.9,96.8,46.2,-3.9,x
1652785693497.4,96.6,46.2,-3.8,x
1652785693513.6,96.6,46.2,-3.7,x
1652785693529.9,96.4,46.2,-3.6,x
1652785693546.5,96.2,46.2,-3.3,x
1652785693564.5,96.2,46.3,-3.2,x
1652785693579.8,96.2,46.3,-3.3,x
1652785693596.5,96.2,46.2,-3.3,x
1652785693613.2,96.1,46.2,-3.4,x
1652785693646.5,96,46.2,-3.4,x
1652785693672.4,95.8,46.2,-3.1,x
1652785693696.5,95.7,46.1,-2.8,x
1652785693713.2,95.6,46,-2.7,x
1652785693746.4,95.6,45.9,-2.8,x
1652785693763.1,95.6,45.8,-2.9,x
1652785693796.9,95.9,45.6,-3.3,x
1652785693813.8,95.9,45.5,-3.3,x
1652785693863.7,95.8,45.3,-3.2,x
1652785693879.9,95.7,45.3,-3.2,x
1652785693896.6,95.5,45.2,-3,x
1652785693913.3,95.2,45.2,-2.8,x
1652785693930.5,94.9,45.1,-2.5,x
1652785693963.2,94.4,45.2,-1.9,x
1652785693980.3,94.3,45.2,-1.8,x
1652785693996.4,94.1,45.3,-1.5,x
1652785694013.2,93.9,45.4,-1.3,x
1652785694046.4,93.7,45.5,-1.1,x
1652785694082.6,93.9,45.4,-1.2,x
1652785694096.4,94,45.4,-1.4,x
1652785694113.1,94.1,45.2,-1.6,x
1652785694146.6,93.9,45.4,-1.4,x
1652785694163.1,93.8,45.4,-1.2,x
1652785694179.8,93.6,45.5,-1.1,x
1652785694196.7,93.7,45.3,-1.2,x
1652785694246.5,93.6,45.4,-1,x
1652785694296.5,93.7,45.4,-1.3,x
1652785694313.8,93.8,45.3,-1.4,x
1652785694330.9,93.8,45.2,-1.2,x
1652785694346.5,93.8,45.3,-1.2,x
1652785694380.3,93.7,45.2,-1.3,x
1652785694430.8,93.8,45.2,-1.4,x
1652785694447.1,93.9,45.1,-1.5,x
1652785694463.1,94.1,45,-1.8,x
1652785694479.8,94.2,45,-2,x
1652785694496.9,94.2,45,-2.2,x
1652785694529.8,94.1,45,-2.1,x
1652785694546.5,94,45,-1.8,x
1652785694579.8,93.7,45,-1.5,x
1652785694629.7,93.8,45,-1.7,x
1652785694646.5,94,45,-2,x
1652785694663.4,94.1,44.9,-2.2,x
1652785694680.3,94,44.9,-2.2,x
1652785694696.6,94,44.9,-2.1,x
1652785694713.1,93.8,44.9,-1.9,x
1652785694731.3,93.7,45,-1.8,x
1652785694746.5,93.5,45.1,-1.6,x
1652785694763.4,93.2,45.3,-1.4,x
1652785694779.8,93,45.4,-1.2,x
1652785694797.6,92.8,45.5,-0.9,x
1652785694814.1,92.7,45.6,-0.8,x
1652785694829.8,92.6,45.7,-0.6,x
1652785694846.5,92.5,45.8,-0.6,x
1652785694863.1,92.5,45.8,-0.5,x
1652785694880,92.5,45.9,-0.5,x
1652785694896.5,92.6,45.8,-0.5,x
1652785694913.8,92.5,45.7,-0.6,x
1652785694929.8,92.5,45.6,-0.5,x
1652785694948.7,92.3,45.6,-0.2,x
1652785694963.5,92.3,45.6,-0.3,x
1652785694980.1,92.5,45.5,-0.5,x
1652785694996.4,92.8,45.4,-1.2,x
1652785695013.1,93,45.4,-1.8,x
1652785695030.3,92.9,45.5,-1.9,x
1652785695063.1,92.8,45.5,-1.7,x
1652785695080,92.7,45.3,-1.6,x
1652785695096.4,92.7,45.1,-1.6,x
1652785695113.5,92.5,44.9,-1.6,x
1652785695129.8,92.3,44.9,-1.7,x
1652785695147,92.1,45,-1.8,x
1652785695163.7,92,45,-1.9,x
1652785695179.8,91.7,45.1,-2.2,x
1652785695196.5,91.5,45.2,-2.4,x
1652785695213.4,91.2,45.3,-2.3,x
1652785695229.8,91,45.4,-2.2,x
1652785695246.4,90.8,45.6,-1.9,x
1652785695263.2,90.5,45.9,-1.6,x
1652785695280.5,90.3,46.1,-1.4,x
1652785695296.5,90.1,46.3,-1.1,x
1652785695313.1,90,46.2,-1.1,x
1652785695329.7,90,46.2,-1.2,x
1652785695346.5,90.1,46.2,-1.4,x
1652785695363.1,90.3,46.3,-1.5,x
1652785695380.7,90.2,46.6,-1.3,x
1652785695396.4,90,46.8,-1.1,x
1652785695413.1,89.5,47,-0.6,x
1652785695430.8,89.4,47.2,-0.4,x
1652785695446.5,89.4,47.3,-0.5,x
1652785695463.1,89.8,47.1,-1.3,x
1652785695480.9,89.6,47.1,-1.6,x
1652785695497.1,89.2,47,-1,x
1652785695528.4,88.3,47.5,-0.4,x
1652785695546.5,87.8,48.1,-0.3,x
1652785695563.3,87.6,48.3,-0.3,x
1652785695579.7,87,48.7,0.2,x
1652785695596.5,86.3,49.2,1.3,x
1652785695613.2,86,49.5,2,x
1652785695629.7,86.1,49.7,2.7,x
1652785695646.8,86.1,49.6,2.7,x
1652785695663.9,86,49.5,2.7,x
1652785695679.7,86,49.3,2.7,x
1652785695696.4,85.8,48.9,2.6,x
1652785695713.6,85.8,48.5,2.4,x
1652785695730.3,85.7,48.3,2.4,x
1652785695763.2,86.1,48.2,2.5,x
1652785695779.8,86.7,48,2.6,x
1652785695796.9,86.9,47.9,2.6,x
1652785695813.1,87.1,47.8,2.6,x
1652785695829.8,87.3,47.5,2.6,x
1652785695846.5,87.5,47.3,2.7,x
1652785695863,87.5,47.2,2.7,x
1652785695879.8,87.8,47.3,2.8,x
1652785695896.9,88.3,47.3,2.8,x
1652785695913.5,88.5,47.3,2.8,x
1652785695929.7,88.7,47.2,2.6,x
1652785695946.4,88.7,47.2,2.5,x
1652785695996.4,88.4,47.1,2.3,x
1652785696014.3,88.4,47,2.3,x
1652785696080.2,88.2,46.9,2.3,x
1652785696096.4,88.1,46.8,2.3,x
1652785696113,88,46.9,2.3,x
1652785696130.1,88.1,46.9,2.4,x
1652785696163,88.1,46.8,2.4,x
1652785696179.8,88.1,46.6,2.4,x
1652785696197.5,88,46.6,2.3,x
1652785696213.1,87.9,46.7,2.4,x
1652785696246.5,87.7,46.8,2.6,x
1652785696263.1,87.8,46.8,2.5,x
1652785696296.4,87.7,46.9,2.3,x
1652785696313.9,87.7,46.9,2.2,x
1652785696329.7,87.6,46.9,2.1,x
1652785696346.4,87.5,47.1,2.1,x
1652785696363.6,87.4,47.2,2.1,x
1652785696379.8,87.3,47.3,2.1,x
1652785696396.4,87.2,47.4,2,x
1652785696413.1,87.1,47.5,2.1,x
1652785696430.6,87,47.6,2.2,x
1652785696479.7,87,47.4,2.1,x
1652785696496.9,87,47.4,2.2,x
1652785696529.7,87,47.3,2.2,x
1652785696563,87,47.3,2.1,x
1652785696579.9,87.1,47.4,2.1,x
1652785696596.5,87.1,47.5,2,x
1652785696646.4,87,47.6,2,x
1652785696679.6,87,47.5,1.9,x
1652785696696.4,87,47.6,1.8,x
1652785696730.7,86.9,47.5,1.7,x
1652785696763.1,86.7,47.6,1.8,x
1652785696779.8,86.5,47.6,1.9,x
1652785696863,86.4,47.6,1.8,x
1652785696913.2,86.4,47.6,1.6,x
1652785696929.7,86.5,47.6,1.3,x
1652785696946.5,86.6,47.5,0.8,x
1652785696963.2,86.6,47.5,0.5,x
1652785696979.7,86.7,47.6,-0.1,x
1652785696996.4,86.8,47.6,-0.8,x
1652785697013.9,87,47.5,-1.8,x
1652785697029.6,87,47.5,-2.3,x
1652785697046.3,87,47.6,-3.2,x
1652785697063,87.1,47.8,-3.8,x
1652785697080.7,87.2,48,-4.2,x
1652785697096.3,87.2,48,-4.4,x
1652785697113,87.4,48.1,-4.7,x
1652785697129.7,87.6,48.1,-4.9,x
1652785697163,87.8,48.1,-5.1,x
1652785697180,87.9,48.3,-5,x
1652785697196.5,88.1,48.5,-4.9,x
1652785697213.1,88.3,48.6,-4.9,x
1652785697229.7,88.7,49.1,-4.9,x
1652785697246.5,89.7,49.4,-5.7,x
1652785697263.1,90.3,49.5,-6.2,x
1652785697279.7,91.4,49.9,-7.4,x
1652785697296.4,92.5,50.7,-8.4,x
1652785697313.1,93.1,51.2,-8.9,x
1652785697329.6,94.4,52.1,-10.1,x
1652785697346.4,95.4,52.4,-11.6,x
1652785697364.9,95.8,52.5,-12.6,x
1652785697394.8,96.7,52,-13.4,x
1652785697413.1,97.8,50.6,-14.3,x
1652785697431.4,98,49.5,-15,x
1652785697446.5,97.6,49.2,-14.4,x
1652785697463.9,96.7,48.6,-12,x
1652785697480.4,96.3,47.8,-9.6,x
1652785697496.9,96.1,47.4,-8.4,x
1652785697513.3,96.2,46.5,-6.6,x
1652785697529.7,96.5,45.5,-5.7,x
1652785697546.5,96.6,44.7,-5.2,x
1652785697563.4,96.6,44.3,-5,x
1652785697579.7,96.9,43.7,-5,x
1652785697597.3,97,43.3,-5.5,x
1652785697613.1,96.9,43.1,-5.6,x
1652785697629.6,96.8,43.3,-5.7,x
1652785697646.3,96.9,44.1,-5.9,x
1652785697663.9,97.2,44.6,-6.2,x
1652785697679.6,97.6,45.4,-6.8,x
1652785697696.4,98,45.7,-6.8,x
1652785697713.8,99,44.3,-5.3,x
1652785697730.5,100,43.2,-4.2,x
1652785697746.4,102.9,40.7,-2.5,x
1652785697763.5,106.1,38.7,-1.9,x
1652785697780.8,107.6,38.1,-2,x
1652785697796.3,109.6,37.4,-2.7,x
1652785697813,109.1,37.2,-2.8,x
1652785697830.5,107.7,36.7,-2.7,x
1652785697846.8,106.8,36.4,-2.3,x
1652785697863.1,104.9,35.8,-1.1,x
1652785697879.7,103,35.1,0.4,x
1652785697898,102,34.8,1,x
1652785697913.1,99.8,34.8,2.1,x
1652785697929.7,97.3,35.4,3.6,x
1652785697947,95.1,36.1,5.8,x
1652785697963.6,94.6,36.3,6.9,x
1652785697979.6,94.5,36.2,8.8,x
1652785697997.4,94.5,35.9,10.5,x
1652785698013.9,93.9,35.5,11.7,x
1652785698029.6,93.3,35.3,12,x
1652785698046.4,91.7,35.2,12.1,x
1652785698063.5,89.8,35.5,11.4,x
1652785698079.7,88.8,35.8,10.9,x
1652785698096.4,87,36.5,9.9,x
1652785698113,85.4,37.2,9.2,x
1652785698130.6,84.1,37.8,8.8,x
1652785698146.3,83.4,38,8.7,x
1652785698163.2,82.6,38.1,8.7,x
1652785698179.8,81.2,38,9.2,x
1652785698197.4,80.6,37.5,9.7,x
1652785698213,80.3,36.8,9.8,x
1652785698230.8,79.9,36.8,10.1,x
1652785698247.8,79.6,37.2,10.2,x
1652785698263.3,79.5,37.5,10.1,x
1652785698279.9,79.7,37.9,9.9,x
1652785698309.1,80.5,38.2,9,x
1652785698329.8,80.5,38.1,9.2,x
1652785698346.9,80.2,37.8,9.8,x
1652785698364,80,37.4,10,x
1652785698379.8,79.9,37.4,9.8,x
1652785698396.4,80.1,38.3,8.2,x
1652785698414.6,80.1,39.8,6.2,x
1652785698430.4,79.9,40.5,5.4,x
1652785698446.4,79.1,41.8,4.9,x
1652785698464,78.4,42.6,5.4,x
1652785698479.9,78,42.8,6,x
1652785698496.3,78,42.9,6.1,x
1652785698513.1,78,43.3,5.8,x
1652785698530,77.9,44.2,5,x
1652785698547.4,77.6,45.3,4.7,x
1652785698563,77.2,46,5.1,x
1652785698579.7,76.1,47,6.8,x
1652785698596.4,74.4,47.7,10.1,x
1652785698613.5,74.4,47.7,11.5,x
1652785698630.3,74.6,47.5,12.9,x
1652785698648,74.8,47.1,13.5,x
1652785698663.5,75.1,46.8,13.4,x
1652785698679.6,75.8,46.5,13.1,x
1652785698697.6,76.1,46.4,12.9,x
1652785698713.9,76.3,46.5,12.7,x
1652785698746.4,76.1,46.6,12.7,x
1652785698764.1,75.7,46.9,13,x
1652785698780.4,75.5,47.1,13.3,x
1652785698796.3,75.3,47.1,13.5,x
1652785698812.9,75.5,46.7,13.5,x
1652785698829.6,75.5,46.2,13.6,x
1652785698846.3,75.6,45.8,13.7,x
1652785698862.9,75.6,45.5,13.7,x
1652785698879.7,75.7,45,13.8,x
1652785698896.3,75.8,44.6,13.8,x
1652785698914.3,75.8,44.3,13.8,x
1652785698929.7,75.8,43.9,13.6,x
1652785698946.3,75.8,43.4,13.4,x
1652785698963,75.8,43.2,13.3,x
1652785698979.7,75.8,42.7,13.1,x
1652785698996.4,75.8,42.3,12.8,x
1652785699013,75.8,41.8,12.5,x
1652785699029.6,75.8,41.6,12.5,x
1652785699046.3,75.8,41.3,12.4,x
1652785699063,75.8,41.2,12.3,x
1652785699079.6,75.9,41.1,12.2,x
1652785699096.3,75.9,41.2,12.2,x
1652785699113,75.9,41.3,12.3,x
1652785699129.6,75.9,41.4,12.4,x
1652785699163,76,41.6,12.5,x
1652785699179.6,75.9,41.7,12.7,x
1652785699196.3,75.8,41.8,12.7,x
1652785699213,75.8,41.9,12.8,x
1652785699246.3,75.9,41.9,12.6,x
1652785699279.6,76.1,42,12.4,x
1652785699296.3,76.1,42,12.6,x
1652785699313.1,76,42,12.6,x
1652785699329.7,76,42.1,12.7,x
1652785699346.3,76.1,42.3,12.6,x
1652785699363,76.1,42.7,12.5,x
1652785699379.7,76.1,42.9,12.5,x
1652785699396.3,75.9,43.3,12.6,x
1652785699413,75.8,43.6,12.7,x
1652785699429.7,75.8,43.8,12.7,x
1652785699446.3,75.7,44.3,12.7,x
1652785699463,75.6,44.6,12.8,x
1652785699479.6,75.7,44.9,12.7,x
1652785699512.9,75.9,45.2,12.3,x
1652785699529.6,75.9,45.3,12.3,x
1652785699546.2,75.9,45.4,12.5,x
1652785699562.9,75.9,45.5,12.6,x
1652785699579.7,76,45.9,12.9,x
1652785699596.3,75.9,46.4,13.4,x
1652785699613,76,46.6,13.7,x
1652785699629.6,76,47,14.4,x
1652785699646.3,76,47.5,15.1,x
1652785699663,76,47.8,15.5,x
1652785699679.7,75.8,48.4,16.3,x
1652785699697.1,75.6,49,17.1,x
1652785699713,75.4,49.6,17.8,x
1652785699729.7,75.4,49.8,18,x
1652785699746.2,75.3,50.2,18.4,x
1652785699762.9,75.3,50.7,18.8,x
1652785699779.6,75.2,51.2,19.1,x
