time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285218005.8,359.5,23.5,1.8,x
1664285218022.2,358.9,23.4,1.9,x
1664285218038.9,358.3,23.5,1.9,x
1664285218057.1,357.8,23.5,1.8,x
1664285218073.9,357.3,23.5,1.8,x
1664285218089,357.1,23.4,1.9,x
1664285218105.4,356.6,23.5,1.9,x
1664285218122.4,356.2,23.5,1.9,x
1664285218138.8,356,23.5,1.9,x
1664285218155.7,355.6,23.5,1.9,x
1664285218172.4,355.4,23.5,2,x
1664285218189.7,354.9,23.5,2.2,x
1664285218205.9,354.3,23.7,2.6,x
1664285218222.3,354,23.8,2.8,x
1664285218239.1,353.3,23.9,3.1,x
1664285218255.9,352.9,23.3,3.2,x
1664285218272.8,352.4,22.4,2.9,x
1664285218314.4,351.4,22.1,2.3,x
1664285218324.3,351,22.2,2.4,x
1664285218339.1,350.2,22.3,3.1,x
1664285218355.8,349.6,22.4,3.5,x
1664285218372.4,348.8,22.5,3.5,x
1664285218389,348.4,22.5,3.3,x
1664285218405.7,347.6,22.6,2.8,x
1664285218423,346.8,22.6,2.3,x
1664285218438.8,346.5,22.6,2.1,x
1664285218455.7,345.9,22.5,1.9,x
1664285218473.3,345.2,22.4,1.6,x
1664285218488.9,344.8,22.4,1.5,x
1664285218505.7,343.8,22.4,1.4,x
1664285218523.5,342.6,22.7,1.4,x
1664285218539.1,342.1,22.9,1.4,x
1664285218556,341,23.1,1.4,x
1664285218572.5,339.9,23.2,1.4,x
1664285218589.1,339.4,23.2,1.4,x
1664285218606,338.5,23.2,1.5,x
1664285218622.4,338,23.3,1.5,x
1664285218653.3,336.4,23.4,1.6,x
1664285218672.9,335.4,23.6,1.6,x
1664285218706.2,333.4,23.8,1.5,x
1664285218738.5,333,23.8,1.4,x
1664285218772.1,330.3,23.7,1.1,x
1664285218788.8,329.8,23.6,1.1,x
1664285218806.8,328.9,23.6,0.9,x
1664285218822.2,328.5,23.5,0.8,x
1664285218838.8,327.6,23.6,0.6,x
1664285218855.6,326.6,23.7,0.4,x
1664285218872.5,325.4,24,0.3,x
1664285218889,324.8,24.2,0.2,x
1664285218923.7,322.5,24.4,0.1,x
1664285218938.7,322.1,24.3,0.3,x
1664285218955.8,321.2,24.3,0.3,x
1664285218976.7,320.2,24.6,-0.1,x
1664285218988.8,319.7,24.8,-0.3,x
1664285219005.6,318.7,24.8,-0.4,x
1664285219022.3,317.6,24.4,0,x
1664285219055.8,316.2,24,0.8,x
1664285219072.5,315.7,23.9,1,x
1664285219089.1,314.8,24,0.9,x
1664285219105.8,313.9,24.2,0.6,x
1664285219122.1,313,24.3,0.2,x
1664285219138.8,312.6,24.4,0,x
1664285219155.7,312,24.3,-0.2,x
1664285219172.4,311.8,24.3,-0.2,x
1664285219188.8,311.3,24.2,-0.4,x
1664285219205.5,310.7,24.1,-0.4,x
1664285219222.5,310.4,24.1,-0.4,x
1664285219239.8,309.6,24.2,-0.5,x
1664285219255.9,308.9,24.4,-0.5,x
1664285219306.8,307.3,24.7,-0.6,x
1664285219325.8,306.6,24.9,-0.5,x
1664285219339.1,306.3,25,-0.5,x
1664285219355.5,305.7,25.2,-0.4,x
1664285219372.5,305.4,25.3,-0.4,x
1664285219390,304.9,25.4,-0.4,x
1664285219407.4,304.5,25.5,-0.3,x
1664285219427,304.1,25.4,0,x
1664285219439,303.9,25.4,0.1,x
1664285219455.4,303.6,25.3,0.4,x
1664285219476.9,303.2,25.2,0.5,x
1664285219505.5,302.8,25.3,0.4,x
1664285219523.7,302.3,25.3,0.4,x
1664285219538.9,302.1,25.3,0.4,x
1664285219555.5,301.5,25.3,0.6,x
1664285219572.7,301.2,25.3,0.7,x
1664285219593.7,300.3,25.3,1,x
1664285219605.5,300.1,25.2,1,x
1664285219622.3,299.8,24.7,0.6,x
1664285219639,299.6,24.6,0.3,x
1664285219655.6,299,24.6,-0.3,x
1664285219672.6,298.3,24.8,-0.3,x
1664285219689.4,298,24.9,-0.1,x
1664285219705.8,297.5,24.7,0.5,x
1664285219722.1,297.2,24.4,1.1,x
1664285219739.1,297,24.3,1.1,x
1664285219756.2,296.7,24.4,0.8,x
1664285219772.6,296.6,24.5,0.6,x
1664285219788.8,296.4,24.6,0.1,x
1664285219818,296.3,24.7,-0.1,x
1664285219889.4,295.5,25.6,-1.2,x
1664285219905.6,295.1,25.9,-1.3,x
1664285219921.9,294.7,26.1,-1.4,x
1664285219938.6,294.5,26.2,-1.4,x
1664285219955.4,294.1,26.4,-1.4,x
1664285219971.9,293.6,26.5,-1.4,x
1664285219988.7,293.4,26.5,-1.4,x
1664285220005.4,293,26.6,-1.4,x
1664285220022.1,292.5,26.8,-1.4,x
1664285220038.7,292.3,26.8,-1.4,x
1664285220072,291.5,26.8,-1.5,x
1664285220105.3,291,26.7,-1.6,x
1664285220121.9,290.7,26.7,-1.6,x
1664285220138.7,290.5,26.7,-1.6,x
1664285220155.2,290,26.7,-1.6,x
1664285220172,289.6,26.7,-1.6,x
1664285220188.6,289.3,26.7,-1.5,x
1664285220205.2,288.8,26.8,-1.5,x
1664285220227.5,288.2,26.8,-1.4,x
1664285220238.5,287.9,26.9,-1.5,x
1664285220255.1,287.1,26.9,-1.7,x
1664285220271.8,286.4,26.7,-1.8,x
1664285220288.5,286.2,26.4,-1.7,x
1664285220305.2,285.8,25.9,-1.5,x
1664285220321.8,285.5,25.8,-1.6,x
1664285220338.9,285.2,25.9,-1.5,x
1664285220355.5,284.6,26,-1.2,x
1664285220372,284,26,-0.6,x
1664285220388.9,283.8,25.9,-0.3,x
1664285220406.8,283.4,25.7,0,x
1664285220422.1,283.3,25.6,0,x
1664285220438.9,283,25.5,-0.1,x
1664285220497.8,282,25.8,-0.3,x
1664285220506,281.8,25.8,-0.3,x
1664285220522.1,281.6,25.8,-0.3,x
1664285220555.3,281.6,25.7,-0.5,x
1664285220572,281.4,25.8,-0.5,x
1664285220588.8,281.3,25.9,-0.5,x
1664285220618.8,280.8,26.1,-0.5,x
1664285220627.2,280.6,26.2,-0.4,x
1664285220638.6,280.5,26.2,-0.4,x
1664285220655.3,280.3,26.3,-0.3,x
1664285220672.4,280.2,26.3,-0.3,x
1664285220689,280,26.5,-0.4,x
1664285220705.4,279.8,26.8,-0.4,x
1664285220723.6,279.7,26.9,-0.4,x
1664285220773.6,279.7,26.9,-0.2,x
1664285220789.7,279.8,27,-0.2,x
1664285220805.9,279.9,27.1,-0.2,x
1664285220822.3,280.1,27.3,-0.2,x
1664285220855.5,280.3,27.4,-0.4,x
1664285220872.3,280.4,27.5,-0.5,x
1664285220888.6,280.5,27.6,-0.6,x
1664285220905.2,280.6,27.8,-0.6,x
1664285220922,280.6,27.8,-0.2,x
1664285220939.8,280.5,27.8,0.1,x
1664285220955.8,280.5,27.5,0.8,x
1664285220972.3,280.8,26.8,1.1,x
1664285220989,281.1,26.4,1,x
1664285221005.5,281.7,25.9,0.4,x
1664285221022.2,282.1,26.2,-0.1,x
1664285221038.9,282.1,26.5,-0.3,x
1664285221069.2,282.4,27.5,-0.1,x
1664285221072.6,282.6,27.7,-0.1,x
1664285221090.6,282.7,27.9,-0.1,x
1664285221105.8,283.2,28.3,-0.4,x
1664285221122.3,283.4,28.4,-0.7,x
1664285221138.8,283.9,28.7,-1,x
1664285221155.5,284.5,28.7,-1.3,x
1664285221172.5,285.1,28.5,-1.5,x
1664285221216.3,285.6,28.6,-2.1,x
1664285221222.1,285.7,28.7,-2.2,x
1664285221246.4,285.7,29,-2.5,x
1664285221255.3,285.7,29.2,-2.6,x
1664285221272.1,285.8,29.5,-2.7,x
1664285221288.9,285.8,29.6,-2.7,x
1664285221305.3,286,29.6,-2.6,x
1664285221322.2,286.1,29.6,-2.6,x
1664285221339,286.3,29.6,-2.7,x
1664285221355.8,286.6,29.5,-2.8,x
1664285221372.6,286.7,29.5,-2.9,x
1664285221388.6,286.9,29.4,-3.1,x
1664285221405.5,287.1,29.4,-3.4,x
1664285221423.4,287.2,29.2,-3.7,x
1664285221439.4,287.3,29.1,-3.8,x
1664285221455.5,287.4,28.9,-3.9,x
1664285221473.2,287.3,28.7,-3.9,x
1664285221488.8,287.3,28.6,-3.9,x
1664285221505.4,287.2,28.4,-3.9,x
1664285221522.2,287.1,28.3,-3.8,x
1664285221555.4,287,28.1,-3.7,x
1664285221572.4,286.9,28.1,-3.6,x
1664285221588.7,286.7,28.1,-3.6,x
1664285221605.4,286.5,28.3,-3.9,x
1664285221622.1,286.3,28.5,-4.1,x
1664285221638.6,286.2,28.4,-4,x
1664285221655.2,286.2,28.1,-3.7,x
1664285221672,286.3,27.7,-3.3,x
1664285221688.7,286.4,27.7,-3.3,x
1664285221705.4,286.2,27.8,-3.1,x
1664285221722.2,286,27.9,-2.8,x
1664285221744.4,285.8,27.9,-2.3,x
1664285221788.7,285.7,27.9,-2.3,x
1664285221806.4,285.7,27.9,-2.5,x
1664285221821.9,285.9,27.9,-2.7,x
1664285221841.2,286,27.9,-2.8,x
1664285221855.9,286.3,27.8,-2.9,x
1664285221871.8,286.6,27.7,-2.9,x
1664285221888.6,286.7,27.6,-3,x
1664285221905.2,287,27.5,-3.1,x
1664285221922,287.2,27.6,-3.2,x
1664285221939,287.4,27.8,-3.3,x
1664285221955.6,287.6,28.1,-3.3,x
1664285221973.1,287.8,28.4,-3.4,x
1664285221989.5,287.9,28.4,-3.3,x
1664285222005.3,288.1,28.5,-3.2,x
1664285222022.1,288.2,28.6,-3.2,x
1664285222040.4,288.6,28.7,-3.2,x
1664285222062.7,288.9,28.8,-3.1,x
1664285222072.3,289.2,28.9,-3.1,x
1664285222088.9,289.6,28.9,-3.1,x
1664285222105.5,290.2,28.9,-3.2,x
1664285222122.1,290.8,28.9,-3.2,x
1664285222162,291.8,29,-3.2,x
1664285222172.2,292.5,29,-3.2,x
1664285222191.9,292.9,29,-3.3,x
1664285222206.7,293.7,28.9,-3.3,x
1664285222222,294.5,28.6,-3.2,x
1664285222239.4,294.8,28.4,-3.1,x
1664285222255.5,295.1,28.3,-3,x
1664285222272.9,296,28.3,-2.6,x
1664285222289.2,296.3,28.5,-2.5,x
1664285222305.5,297.2,28.6,-2,x
1664285222322.4,298.3,28.3,-1.7,x
1664285222338.8,299,28.1,-1.7,x
1664285222356.6,300,27.7,-2.1,x
1664285222371.9,300.6,27.8,-2.1,x
1664285222388.6,300.8,27.9,-1.9,x
1664285222405.4,301.3,28.2,-1.2,x
1664285222421.9,302,28.3,-0.6,x
1664285222438.9,302.5,28.3,-0.5,x
1664285222455.6,303.8,28.2,-0.8,x
1664285222472,305.1,28,-1.6,x
1664285222488.8,305.8,28,-2.1,x
1664285222505.2,307.1,28,-2.7,x
1664285222522,307.6,28.1,-2.8,x
1664285222539.5,308.6,28.1,-2.9,x
1664285222555.5,309.6,28.3,-2.9,x
1664285222572.4,310.6,28.4,-2.9,x
1664285222588.6,311.1,28.5,-3,x
1664285222605.4,312.3,28.5,-3,x
1664285222623.3,313.5,28.4,-3.2,x
1664285222639.1,314,28.4,-3.2,x
1664285222655.7,315.2,28.4,-3.3,x
1664285222672.3,315.7,28.4,-3.3,x
1664285222688.7,316.8,28.2,-3.3,x
1664285222705.3,317.8,28,-3.3,x
1664285222722,318.8,27.7,-3.3,x
1664285222738.7,319.2,27.6,-3.3,x
1664285222755.8,319.7,27.5,-3.3,x
1664285222775.6,320.7,27.6,-3.4,x
1664285222817.4,321,27.6,-3.4,x
1664285222855.5,323.7,27.5,-3.7,x
1664285222872.6,324.4,27.5,-4,x
1664285222891.9,324.8,27.4,-4.1,x
1664285222915.2,325.7,27.1,-4.5,x
1664285222923.7,326,27,-4.6,x
1664285222938.7,326.3,26.8,-4.7,x
1664285222955.4,326.8,26.6,-4.9,x
1664285222971.9,327.3,26.6,-5.2,x
1664285222988.7,327.5,26.7,-5.3,x
1664285223005.2,327.8,26.7,-5.4,x
1664285223022,328,26.3,-5.1,x
1664285223038.5,328.5,25,-4.4,x
1664285223055.4,329.1,24.4,-4.1,x
1664285223072,329.4,24.8,-4.3,x
1664285223121,330,26,-4.1,x
1664285223139.1,330.8,26,-3.8,x
1664285223155.4,331.8,25.8,-3.5,x
1664285223172.2,332.9,25.5,-3.2,x
1664285223188.5,333.4,25.4,-3,x
1664285223205.3,334.6,25.2,-2.7,x
1664285223222.1,335.9,25.3,-2.6,x
1664285223239.1,336.5,25.3,-2.6,x
1664285223255.3,337.7,25.4,-2.6,x
1664285223272.6,339.1,25.5,-2.6,x
1664285223288.7,339.8,25.5,-2.6,x
1664285223306.5,341.3,25.4,-2.5,x
1664285223322.2,342.8,25.3,-2.4,x
1664285223338.7,343.6,25.2,-2.4,x
1664285223355.7,345.3,25.1,-2.3,x
1664285223372.5,347,25,-2.2,x
1664285223388.8,347.8,24.9,-2.2,x
1664285223405.4,349.6,24.8,-2.2,x
1664285223422,351.3,24.6,-2.3,x
1664285223438.6,352.1,24.5,-2.3,x
1664285223455.7,353.8,24.4,-2.4,x
1664285223473,355.4,24.3,-2.4,x
1664285223489,356.2,24.3,-2.4,x
1664285223505.9,357.7,24.2,-2.4,x
1664285223522.3,359.3,23.9,-2.4,x
1664285223538.7,360,23.8,-2.3,x
1664285223555.6,1.3,23.6,-2.1,x
1664285223572.7,2.5,23.4,-1.9,x
1664285223588.8,3.1,23.3,-1.7,x
1664285223605.7,4.2,23.2,-1.5,x
1664285223622.3,5.2,23.2,-1.3,x
1664285223638.7,5.6,23.3,-1.2,x
1664285223662.5,6.5,23.5,-1,x
1664285223672.2,7,23.5,-0.9,x
1664285223688.9,7.5,23.7,-0.8,x
1664285223718.8,8.7,24.1,-0.6,x
1664285223722,9.5,24.4,-0.4,x
1664285223738.5,9.8,24.6,-0.4,x
1664285223762.7,10.9,24.9,-0.2,x
1664285223772,11.4,24.7,0,x
1664285223788.6,11.9,24.4,0.2,x
1664285223805.4,12.9,23.6,0.4,x
1664285223822,13.6,23.4,0.4,x
1664285223839.8,13.9,23.5,0.5,x
1664285223855.6,14.5,23.6,0.9,x
1664285223872,15.3,23.7,1.3,x
1664285223888.5,15.7,23.7,1.3,x
1664285223905.4,16.6,23.7,1.2,x
1664285223922.1,17.6,23.6,1,x
1664285223939.2,18.1,23.5,1,x
1664285223956.4,19.2,23.4,0.9,x
1664285223972.2,20.2,23.3,0.8,x
1664285223989.2,20.6,23.3,0.8,x
1664285224005.3,21.3,23.4,0.7,x
1664285224022.1,21.9,23.5,0.8,x
1664285224063.2,22.8,23.8,1,x
1664285224072.4,23.1,23.9,1.2,x
1664285224089.1,23.7,24,1.4,x
1664285224105.2,24.2,24.2,1.5,x
1664285224121.9,24.6,24.4,1.5,x
1664285224171.9,25.5,24.9,1.7,x
1664285224189,25.6,24.9,1.8,x
1664285224209,25.7,25,1.9,x
1664285224222.2,25.8,25.1,2,x
1664285224238.4,25.7,25.1,2.1,x
1664285224255.2,25.6,25.2,2.3,x
1664285224271.9,25.5,25.3,2.4,x
