time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1655202390405,265.8,27.7,-12.3,x
1655202390420,263.8,28.4,-12.6,x
1655202390438.2,261.7,29.1,-12.7,x
1655202390453.4,260.7,29.5,-12.7,x
1655202390470.1,258.5,30.3,-12.5,x
1655202390486.7,257.4,30.7,-12.4,x
1655202390503.3,255.3,31.3,-12.2,x
1655202390521.4,253.3,31.8,-11.9,x
1655202390537.3,251.4,32.1,-11.6,x
1655202390553.6,250.4,32.3,-11.5,x
1655202390570.1,248.7,32.6,-11.2,x
1655202390586.7,247,32.9,-10.9,x
1655202390603.8,246.2,33,-10.7,x
1655202390620.3,244.8,33,-10.4,x
1655202390637,244.2,33,-10.2,x
1655202390653.6,243,32.9,-10,x
1655202390670.3,241.9,32.8,-9.8,x
1655202390686.9,241.4,32.8,-9.7,x
1655202390719.5,239.6,32.8,-9.6,x
1655202390737.1,238.8,32.6,-9.7,x
1655202390754.2,238.5,32.5,-9.7,x
1655202390770,237.9,32.4,-9.8,x
1655202390786.7,237.6,32.3,-9.8,x
1655202390803.9,236.9,32.2,-9.7,x
1655202390820.1,236.2,32.1,-9.4,x
1655202390837.6,235.5,31.9,-9.1,x
1655202390853.6,235.1,31.7,-9.1,x
1655202390869.9,234.4,31.3,-9.2,x
1655202390886.6,233.7,31.2,-9.5,x
1655202390904.4,233.4,31.2,-9.6,x
1655202390920.1,232.4,31.4,-9.7,x
1655202390936.8,231.3,31.7,-9.4,x
1655202390954.3,230.8,31.7,-9.2,x
1655202390970.3,229.6,31.7,-8.5,x
1655202390986.7,229,31.7,-8.1,x
1655202391004.2,227.8,31.7,-7.4,x
1655202391020.3,226.3,32,-6.9,x
1655202391037.1,224.7,32.6,-6.6,x
1655202391054.6,223.9,32.9,-6.5,x
1655202391070.3,222.3,33.2,-6.2,x
1655202391086.7,221.5,33.3,-6,x
1655202391104,220,33.4,-5.7,x
1655202391120.3,218.4,33.6,-5.5,x
1655202391136.8,217.7,33.7,-5.5,x
1655202391154,216.1,33.8,-5.3,x
1655202391170.3,214.5,33.9,-5,x
1655202391186.7,213,34.1,-4.5,x
1655202391204.8,212.2,34.2,-4.3,x
1655202391220.3,210.8,34.4,-4,x
1655202391236.9,209.4,34.4,-3.7,x
1655202391254.5,208.8,34.4,-3.6,x
1655202391270.3,207.6,34.3,-3.3,x
1655202391286.7,207.1,34.2,-3.1,x
1655202391304.2,206.1,34,-2.9,x
1655202391320.3,205.3,33.8,-2.7,x
1655202391336.8,204.9,33.7,-2.6,x
1655202391357.4,203.9,33.7,-2.1,x
1655202391370.4,203.6,33.8,-1.9,x
1655202391403.4,202.8,34,-1.4,x
1655202391420,202.3,33.9,-1.3,x
1655202391438.1,201.8,33.7,-1.2,x
1655202391453.5,201.5,33.6,-1.1,x
1655202391470.1,200.9,33.2,-0.7,x
1655202391487.3,200.3,32.9,-0.4,x
1655202391521.6,199.5,32.3,-0.3,x
1655202391545.8,198.7,32.1,-0.4,x
1655202391553.1,198.3,32.1,-0.4,x
1655202391569.8,197.2,32.6,-0.4,x
1655202391586.5,196.1,33.2,-0.3,x
1655202391603.1,195.5,33.5,-0.2,x
1655202391620.2,194.4,33.8,-0.3,x
1655202391636.9,193.4,34,-0.5,x
1655202391653.3,192.9,34.1,-0.5,x
1655202391670,192,34,-0.6,x
1655202391686.8,191.1,33.9,-0.5,x
1655202391703.4,190.7,33.8,-0.5,x
1655202391719.9,189.8,33.7,-0.5,x
1655202391740.1,188.8,33.7,-0.5,x
1655202391753.4,188.3,33.7,-0.6,x
1655202391769.5,187.2,33.9,-0.7,x
1655202391786.3,186.1,34.1,-0.7,x
1655202391803.3,185.6,34.2,-0.7,x
1655202391819.9,184.4,34.5,-0.5,x
1655202391836.2,183.9,34.7,-0.3,x
1655202391853.5,182.9,34.9,0,x
1655202391870.1,181.9,35.1,0.3,x
1655202391886.6,181.1,35.1,0.5,x
1655202391903.8,180.6,35.1,0.6,x
1655202391920,179.8,35.1,0.8,x
1655202391937.2,179.5,35.1,0.9,x
1655202391953.9,178.8,35,1.2,x
1655202391970.4,178.3,34.9,1.3,x
1655202391986.7,177.7,34.9,1.2,x
1655202392003.3,177.4,34.9,1.2,x
1655202392020,177.2,35,1.1,x
1655202392036.9,176.9,35,1.1,x
1655202392053.7,176,35,1,x
1655202392070.2,175.5,34.8,1.3,x
1655202392090.5,174.8,34.7,1.6,x
1655202392103.4,174.5,34.6,1.8,x
1655202392119.9,173.7,34.1,1.9,x
1655202392136.6,172.9,33.6,2.1,x
1655202392153.5,172.4,33.3,2.2,x
1655202392170.1,171.4,33.3,2.4,x
1655202392187.1,170.1,33.6,2.9,x
1655202392223.7,168.3,33.6,4.2,x
1655202392236.6,167.8,33.5,4.7,x
1655202392253.1,166.9,33.2,5.6,x
1655202392269.8,166.2,32.9,6.2,x
1655202392286.4,165.3,32.8,6.3,x
1655202392303.5,164.9,32.9,6.3,x
1655202392319.7,164,33,6.1,x
1655202392349.2,163.1,33.1,6.1,x
1655202392453.3,157.9,32.9,7.7,x
1655202392469.9,156.9,32.9,8.2,x
1655202392513.9,155.3,32.7,9,x
1655202392519.7,155,32.6,9.2,x
1655202392536.4,154.4,32.5,9.5,x
1655202392553.7,154.1,32.4,9.7,x
1655202392569.9,153.5,32.3,10,x
1655202392586.6,153.1,32.4,10.1,x
1655202392603.9,152.9,32.4,10.1,x
1655202392620.3,152.6,32.4,10,x
1655202392639.2,152.4,32.2,10,x
1655202392653.9,152.3,32.1,10,x
1655202392669.9,152,31.8,10,x
1655202392686.5,151.9,31.6,10.1,x
1655202392716.4,151.1,31.2,10.6,x
1655202392737.1,150.7,31,11,x
1655202392753.3,150.5,31,11.1,x
1655202392769.8,150.2,30.9,11,x
1655202392787.9,150.1,30.7,10.7,x
1655202392803.9,150,30.6,10.6,x
1655202392820,149.8,30.6,10.6,x
1655202392836.8,149.5,30.8,11,x
1655202392853.5,149.3,31,11.2,x
1655202392870.3,148.9,31.2,11.3,x
1655202392886.7,148.5,31.4,10.9,x
1655202392903.5,148.3,31.5,10.5,x
1655202392920,147.8,31.6,9.8,x
1655202392936.8,147.6,31.6,9.6,x
1655202392953.5,147.2,31.5,9.3,x
1655202392970,146.7,31.4,9.5,x
1655202392986.6,146.1,31.4,9.7,x
1655202393004,145.8,31.4,9.7,x
1655202393020.3,145.2,31.5,9.7,x
1655202393037.1,144.6,31.8,9.6,x
1655202393069.9,143.7,32.1,9.6,x
1655202393086.6,143.2,32.3,9.5,x
1655202393103.6,143,32.4,9.5,x
1655202393120.1,142.6,32.5,9.4,x
1655202393136.9,142.2,32.5,9.4,x
1655202393153.3,141.9,32.5,9.5,x
1655202393170.2,141.6,32.4,9.5,x
1655202393188,141.3,32.3,9.5,x
1655202393203.5,141.2,32.2,9.5,x
1655202393220,140.9,32,9.7,x
1655202393237.6,140.6,31.8,10.3,x
1655202393253.5,140.5,31.8,10.7,x
1655202393270,140.1,32,11.4,x
1655202393286.4,139.9,32.8,11.8,x
1655202393303.6,139.9,33.2,11.7,x
1655202393319.9,139.9,33.9,11,x
1655202393346.4,140,34.1,10.1,x
1655202393353.1,140,34.1,9.8,x
1655202393369.9,140.2,33.7,9.6,x
1655202393387.2,140.7,33.2,9.8,x
1655202393403.4,141,33,10,x
1655202393449.2,141.4,33,9.8,x
1655202393452.9,141.3,33,9.6,x
1655202393469.7,140.9,32.7,9.7,x
1655202393486.5,140.4,32.4,10,x
1655202393503.2,140.2,32.3,10.1,x
1655202393519.9,139.5,32.4,10.4,x
1655202393536.8,138.5,32.6,10.4,x
1655202393553.7,138.1,32.7,10.4,x
1655202393569.6,137.2,32.7,10.3,x
1655202393603.2,136.2,32.4,10.5,x
1655202393620.8,135.6,32.4,10.6,x
1655202393636.4,135.1,32.3,10.7,x
1655202393668.9,134.9,32.3,10.6,x
1655202393769.5,133.4,31.7,10.3,x
1655202393803.4,133.3,31.6,10.4,x
1655202393820,133.2,31.5,10.6,x
1655202393853.5,133.4,31.3,10.7,x
1655202393873.5,133.6,31.4,10.7,x
1655202393903.4,133.8,31.5,10.8,x
1655202393919.9,134,31.5,11,x
1655202393936.8,134,31.5,11.1,x
1655202393953.8,134.1,31.5,11.5,x
1655202393970,134.1,31.5,11.9,x
1655202393986.5,134.1,31.3,12.1,x
1655202394003.9,134.2,31,12.1,x
1655202394020,134.6,30.2,12,x
1655202394036.8,134.8,29.8,12,x
1655202394054.3,135,29,12.2,x
1655202394070,134.7,28.7,12.6,x
1655202394086.6,134.1,29.2,12.9,x
1655202394103.5,133.8,29.6,12.9,x
1655202394119.9,133.2,30.4,12.6,x
1655202394136.7,133,30.7,12.4,x
1655202394154.4,132.9,31.2,11.6,x
1655202394170,133.1,31.5,10.7,x
1655202394186.6,133.6,31.7,9.8,x
1655202394203.8,133.8,31.7,9.4,x
1655202394220,134.1,31.8,8.8,x
1655202394236.8,134.3,32,8.3,x
1655202394253.9,134.4,32,8.1,x
1655202394270.1,134.5,32.1,7.8,x
1655202394286.5,134.5,32.2,7.7,x
1655202394305,134.5,32.1,7.8,x
1655202394320.8,134.5,32.2,7.9,x
1655202394337,134.5,32.4,8,x
1655202394353.6,134.5,32.5,8.1,x
1655202394385.1,134.7,32.7,7.9,x
1655202394403.4,134.7,32.6,7.8,x
1655202394419.8,134.8,32.4,7.4,x
1655202394453.4,134.8,32.3,7.1,x
1655202394469.6,134.8,32.3,6.9,x
1655202394486.1,134.6,32.3,6.9,x
1655202394519.9,134.3,32.4,6.9,x
1655202394536.8,133.9,32.4,7.1,x
1655202394553.2,133.7,32.4,7.2,x
1655202394573,133.3,32.5,7.3,x
1655202394586.5,132.8,32.5,7.4,x
1655202394603.6,132.7,32.4,7.5,x
1655202394619.9,132.5,32,7.8,x
1655202394636.8,132.5,31.4,8.1,x
1655202394654.3,132.5,31.2,8.2,x
1655202394669.8,132.4,31,8.4,x
1655202394688.7,132.1,31.2,8.7,x
1655202394703.3,131.9,31.2,8.9,x
1655202394721.1,131.6,31,9.5,x
1655202394736.7,131.3,30.7,10.1,x
1655202394753.9,131.2,30.6,10.4,x
1655202394769.8,130.9,30.5,10.8,x
1655202394786.4,130.7,30.6,10.9,x
1655202394803.7,130.3,30.6,11.1,x
1655202394819.9,129.9,30.7,11.2,x
1655202394836.7,129.5,30.7,11.3,x
1655202394854.2,129.4,30.6,11.3,x
1655202394870,129,30.5,11.4,x
1655202394886.5,128.8,30.5,11.5,x
1655202394905,128.7,30.4,11.6,x
1655202394919.9,128.6,30.2,11.8,x
1655202394953.8,128.3,30.1,12.1,x
1655202394969.9,128.1,30.2,12.2,x
1655202395019.9,128.2,30.1,12.2,x
1655202395037.2,128.2,30,12.2,x
1655202395070.1,128.4,30.1,12.2,x
1655202395103.2,128.5,30.2,12.1,x
1655202395120.2,128.7,30.1,12,x
1655202395136.7,128.9,30,11.9,x
1655202395153.7,129.1,29.9,11.9,x
1655202395169.7,129.2,29.8,12,x
1655202395186.5,129.3,29.7,12.2,x
1655202395219.7,129.1,29.5,12.6,x
1655202395237.1,129.3,29.1,12.7,x
1655202395253.8,129.6,28.7,12.6,x
1655202395270.3,130.1,27.7,12.3,x
1655202395286.5,130.5,27,11.9,x
1655202395318.6,130.3,27.2,11.9,x
1655202395353,130,28.2,12,x
1655202395369.5,130.3,28.5,11.6,x
1655202395386.4,130.7,28.5,11,x
1655202395403,131,28.4,10.7,x
1655202395420.5,131.6,28.1,10.2,x
1655202395436.3,132.2,27.7,9.9,x
1655202395453.3,132.4,27.5,9.9,x
1655202395469.7,132.7,27.3,9.8,x
1655202395486.5,132.7,27.3,9.6,x
1655202395504.1,132.8,27.4,9.6,x
1655202395542.2,132.7,27.7,9.5,x
1655202395563.4,132.7,27.9,9.5,x
1655202395571.7,132.6,28,9.5,x
1655202395586.3,132.4,28.4,9.6,x
1655202395686.4,132.2,29,10,x
1655202395703.8,132.1,29.1,10,x
1655202395719.7,132.1,29.2,9.9,x
1655202395753.8,132.1,29.4,9.8,x
1655202395770.4,131.9,29.6,9.7,x
1655202395786.6,131.8,29.8,9.5,x
1655202395804.1,131.7,29.9,9.4,x
1655202395819.9,131.5,30.1,9.2,x
1655202395836.7,131.3,30.1,8.9,x
1655202395853.9,131.2,30.1,8.7,x
1655202395870.1,131,29.8,8.4,x
1655202395886.5,130.9,29.6,8.1,x
1655202395905.3,130.8,29.5,8,x
1655202395919.9,130.5,29.5,8,x
1655202395936.7,130.2,29.6,8.2,x
1655202395953.5,130.1,29.6,8.4,x
1655202395971.1,129.9,29.4,8.8,x
1655202395986.9,129.8,28.9,9.2,x
1655202396003.4,129.8,28.6,9.4,x
1655202396019.9,129.8,28.2,9.7,x
1655202396037.3,129.6,28,9.8,x
1655202396069.8,129.4,27.8,9.9,x
1655202396087.3,129.2,27.8,9.9,x
1655202396103.4,129.1,27.8,9.8,x
1655202396119.9,129,27.8,9.6,x
1655202396137.4,128.8,27.8,9.4,x
1655202396169.9,128.6,27.8,9.5,x
1655202396187.5,128.6,27.7,9.6,x
1655202396237.1,128.5,27.7,9.9,x
1655202396273.1,128.5,27.8,10.2,x
1655202396303,128.7,27.9,10.5,x
1655202396319.6,128.9,28,10.6,x
1655202396336.4,129.1,28.2,10.9,x
1655202396353.3,129.2,28.3,11.1,x
1655202396370.1,129.4,28.5,11.5,x
1655202396386.5,129.5,28.7,11.7,x
1655202396403.1,129.7,28.9,11.9,x
1655202396426.4,129.9,29,11.9,x
1655202396436.8,130.2,29.1,12,x
1655202396453.1,130.5,29,12,x
1655202396469.6,130.9,28.7,12.1,x
1655202396486.2,131.2,28.4,12.1,x
1655202396503.2,131.5,28.1,12,x
1655202396519.7,132.3,27.4,11.5,x
1655202396538.2,133.2,26.7,10.8,x
1655202396553.9,133.6,26.6,10.5,x
1655202396570.6,134,26.7,10.1,x
1655202396588.9,134,26.9,10,x
1655202396603,134,27.1,9.9,x
1655202396703.1,134.4,27.9,9.2,x
1655202396719.6,134.5,27.7,9.3,x
1655202396737.5,134.5,27.6,9.4,x
1655202396786.5,134.3,27.6,9.3,x
1655202396803.4,134.3,27.7,9.2,x
1655202396819.8,134.2,27.7,9.1,x
1655202396837.6,133.9,28,8.9,x
1655202396853.7,133.8,28.1,8.8,x
1655202396869.8,133.6,28.2,8.8,x
1655202396903.3,133.4,28.3,8.6,x
1655202396936.6,133.2,28.2,8.5,x
1655202396972,133,28.2,8.1,x
1655202396989.3,132.8,28.1,8,x
1655202397021.2,132.6,28.1,7.9,x
1655202397039.9,132.4,28,7.7,x
1655202397069.5,132.1,27.8,7.6,x
1655202397086.1,131.9,27.6,7.7,x
1655202397102.8,131.9,27.4,7.9,x
1655202397119.5,131.8,27,8.1,x
1655202397136.2,131.8,26.4,8,x
1655202397153.1,131.8,26.2,7.8,x
1655202397169.9,131.7,26,7.3,x
1655202397187.1,131.3,26.1,7.1,x
1655202397229.9,130.1,27,7.8,x
1655202397246.1,129.4,27.4,8.4,x
1655202397269.7,128.9,27.5,8.8,x
1655202397286.2,128.7,27.4,8.9,x
1655202397303.6,128.6,27.4,8.9,x
1655202397319.7,128.4,27.4,8.8,x
1655202397336.9,128.2,27.5,8.6,x
1655202397353.7,127.9,27.8,8.3,x
1655202397370.1,127.7,28,7.8,x
1655202397386.4,127.4,28.2,7.5,x
1655202397403.7,127.4,28.2,7.3,x
1655202397420.1,127.3,28.2,7.1,x
1655202397436.7,127.3,28.2,7,x
1655202397453.3,127.4,28.2,6.8,x
1655202397470,127.3,28.4,6.7,x
1655202397503.8,127.2,28.6,6.6,x
1655202397520,127.2,28.7,6.5,x
1655202397536.7,127.3,28.7,6.4,x
1655202397570.1,127.5,29,6.4,x
1655202397586.4,127.6,29.2,6.5,x
1655202397603.6,127.7,29.3,6.6,x
1655202397620,128,29.8,7,x
1655202397644.9,128.3,30.1,7.2,x
1655202397653.7,128.5,30.2,7.2,x
1655202397669.8,128.9,30.3,7.1,x
1655202397691.5,129.3,30.3,7,x
1655202397703.6,129.5,30.3,7,x
1655202397805.6,131.6,28,7.8,x
1655202397819.5,131.6,28.1,7.9,x
1655202397838.8,131.5,28.8,8.2,x
1655202397853.7,131.5,29.3,8.2,x
1655202397869.6,131.6,30,8.1,x
1655202397887.2,132.2,30.5,7.7,x
1655202397903,132.6,30.6,7.4,x
1655202397919.6,133.7,30.5,6.9,x
1655202397937.1,134.8,30.4,6.4,x
1655202397953.3,135.3,30.3,6.2,x
1655202397969.7,136.2,30.2,5.9,x
1655202397986.6,137,30.2,5.6,x
1655202398003.2,137.3,30.3,5.4,x
1655202398019.6,137.9,30.6,5.1,x
1655202398036.3,138.5,30.9,4.7,x
1655202398053.1,138.8,31,4.6,x
1655202398069.5,139.4,31.3,4.3,x
1655202398086.2,140,31.6,4,x
1655202398103.1,140.3,31.7,3.9,x
1655202398119.7,140.8,31.9,3.7,x
1655202398136.7,141.2,32,3.8,x
1655202398170.5,141.9,32.1,3.7,x
1655202398189.2,142.1,32.1,3.7,x
1655202398205.3,142.6,32.1,3.4,x
1655202398222.5,143,32.1,3.1,x
1655202398236.3,143.2,32.2,2.9,x
1655202398253.5,143.3,32.3,2.9,x
1655202398286.4,143.6,32.6,3.1,x
1655202398303,143.6,32.6,3.2,x
1655202398319.5,143.8,32.6,3.3,x
1655202398336.2,144.2,32.2,3.1,x
1655202398353.7,144.4,32,3,x
1655202398370,144.7,31.5,2.7,x
1655202398386.3,145,31.2,2.3,x
1655202398403.3,145,31.3,2.2,x
1655202398420,144.8,31.9,2.2,x
1655202398436.9,144.3,32.7,2.6,x
1655202398453.3,144.1,33,2.8,x
1655202398469.8,143.7,33.4,3.5,x
1655202398486.5,143.5,33.4,4.2,x
1655202398503.2,143.6,33.4,4.4,x
1655202398520,143.9,33.2,4.6,x
1655202398536.6,144.4,33.1,4.2,x
1655202398553.4,144.5,33.2,3.9,x
1655202398570.1,144.9,33.3,3.3,x
1655202398586.4,145.1,33.6,2.8,x
1655202398621.1,145.5,34.1,2.4,x
1655202398636.3,145.9,34.4,2.4,x
1655202398653,146.1,34.5,2.3,x
1655202398669.7,146.7,34.7,2.2,x
1655202398686.4,147.3,34.8,2,x
1655202398703.3,147.7,34.8,1.9,x
1655202398719.8,148.5,34.8,1.7,x
1655202398736.6,149.5,34.8,1.6,x
1655202398753.6,149.9,34.8,1.5,x
1655202398770.1,151,34.8,1.4,x
1655202398786.3,152.1,34.8,1.2,x
1655202398805.1,152.7,34.9,1.2,x
1655202398822.1,153.9,34.9,1.1,x
1655202398838.6,155.1,34.8,1.2,x
1655202398853.3,155.7,34.7,1.3,x
1655202398869.7,157,34.6,1.3,x
1655202398886.4,158.3,34.6,1.3,x
1655202398905.6,159,34.6,1.4,x
1655202398937.1,160.9,34.9,1.7,x
1655202398953,162.1,35.2,1.9,x
1655202398969.7,163.5,35.3,2.1,x
1655202398986.8,164.9,35.1,2.3,x
1655202399002.9,165.8,34.9,2.4,x
1655202399019.6,167.6,34.3,2.4,x
1655202399038.6,169.4,33.9,2.3,x
1655202399053.2,170.2,33.9,2.2,x
1655202399069.8,171.5,34,2.1,x
1655202399086.3,172.8,34.4,2.1,x
1655202399112.9,174,34.6,2,x
1655202399119.7,174.7,34.7,1.9,x
1655202399137.2,176.2,34.8,1.4,x
1655202399153.5,177,34.9,1.1,x
1655202399252.8,186.7,32.9,0,x
1655202399269.9,188.6,33,-0.5,x
1655202399286.5,190.6,33.1,-1,x
1655202399303.4,191.7,33.1,-1.2,x
1655202399320,193.7,33,-1.6,x
1655202399337.1,195.7,32.9,-1.9,x
1655202399353.2,196.7,32.8,-2,x
1655202399370.1,198.6,32.4,-2.2,x
1655202399386.6,200.4,32,-2.4,x
1655202399403.2,201.2,31.8,-2.4,x
1655202399419.9,202.9,31.6,-2.5,x
1655202399436.4,204.3,31.4,-2.7,x
1655202399453.3,205,31.4,-2.8,x
1655202399469.9,206.4,31.2,-3.1,x
1655202399486.3,207.6,31.1,-3.3,x
1655202399503.2,208.2,31,-3.4,x
1655202399519.7,209.4,30.9,-3.5,x
1655202399536.4,210.6,30.8,-3.7,x
1655202399553.1,211.2,30.8,-3.8,x
1655202399569.9,212.4,31,-4.1,x
1655202399586.2,213.6,31.1,-4.3,x
1655202399602.9,214.3,31.1,-4.4,x
1655202399619.5,215.7,31,-4.6,x
1655202399647.1,218,30.7,-5.2,x
1655202399669.6,219.5,30.4,-5.6,x
1655202399690.8,220.9,29.7,-5.6,x
1655202399702.9,221.6,29.4,-5.5,x
1655202399719.5,223,28.6,-5.5,x
1655202399736.4,224.3,28.2,-5.7,x
1655202399754.3,224.8,28.2,-5.9,x
1655202399770.4,225.9,28.3,-6.1,x
1655202399786.3,226.9,28.4,-5.9,x
1655202399803.2,227.4,28.4,-5.7,x
1655202399823.6,228.5,28.3,-5.3,x
1655202399836.3,229.8,28.1,-4.9,x
1655202399853.2,230.7,27.8,-4.6,x
1655202399869.7,232.6,27.1,-4.3,x
1655202399886.3,233.7,26.7,-4.3,x
1655202399902.9,236,26.3,-4.6,x
1655202399919.9,238.3,26.2,-5.2,x
1655202399936.4,240.6,26.3,-5.8,x
1655202399953.9,241.8,26.4,-6,x
1655202399969.9,244.2,26.8,-6.5,x
1655202399986.3,246.7,26.9,-6.7,x
1655202400003.3,248,26.8,-6.7,x
1655202400019.9,250.7,26.4,-6.5,x
1655202400071.1,257.7,25,-5.8,x
1655202400102.8,261.7,24.4,-5.6,x
1655202400119.8,264.3,23.9,-5.5,x
1655202400136.3,266.9,23.3,-5.5,x
1655202400153.9,268.2,23.1,-5.5,x
1655202400169.7,270.6,22.8,-5.5,x
1655202400186.4,272.9,22.7,-5.4,x
1655202400203.2,274,22.6,-5.4,x
1655202400219.7,276.1,22.4,-5.4,x
1655202400236.4,277.2,22.3,-5.4,x
1655202400253,278.2,22.1,-5.5,x
1655202400270.4,281.3,21.6,-5.4,x
1655202400286.3,283.3,21.4,-5.4,x
1655202400303.2,284.2,21.3,-5.4,x
1655202400319.7,286,21,-5.6,x
1655202400336.3,287.8,20.7,-5.8,x
1655202400353.2,288.5,20.5,-5.9,x
1655202400370,290,20.1,-5.9,x
1655202400386.3,291.3,19.8,-5.8,x
1655202400403.1,291.9,19.7,-5.7,x
1655202400420,292.9,19.6,-5.7,x
1655202400436.4,293.8,19.5,-5.5,x
1655202400453.1,294.1,19.5,-5.4,x
1655202400470,294.8,19.4,-5.2,x
1655202400486.3,295.3,19.3,-4.8,x
1655202400503.2,295.5,19.3,-4.6,x
1655202400519.9,295.7,19.1,-4.1,x
1655202400536.4,295.8,18.9,-3.7,x
1655202400562.4,295.9,18.7,-3.5,x
1655202400686,297.2,18.2,-1.6,x
1655202400702.7,297.7,18.1,-1.6,x
1655202400719.6,298.6,18,-1.7,x
1655202400736.4,299.5,17.9,-2.1,x
1655202400753.1,300,18,-2.4,x
1655202400770.2,300.9,18.3,-2.9,x
1655202400786.3,301.8,18.6,-3.4,x
1655202400802.9,302.3,18.8,-3.6,x
1655202400819.7,303.2,19,-3.8,x
1655202400836.6,304.1,19.1,-3.9,x
1655202400853.6,304.5,19.2,-3.9,x
1655202400869.7,305.5,19.2,-4,x
1655202400886.2,306.5,19.2,-4.1,x
1655202400903.1,306.9,19.1,-4.2,x
1655202400919.7,307.9,19,-4.4,x
1655202400936.4,308.8,18.8,-4.6,x
1655202400953.4,309.3,18.7,-4.7,x
1655202400969.8,310.1,18.5,-4.8,x
1655202400986.3,310.8,18.3,-4.9,x
1655202401023.7,311.7,18,-5.1,x
1655202401043.7,312.1,18,-5.2,x
1655202401052.8,312.3,18.1,-5.2,x
1655202401072,312.6,18.3,-5.2,x
1655202401086.7,312.7,18.3,-5.1,x
1655202401105.2,313.1,18.3,-4.6,x
1655202401119.4,313.2,18.2,-4.3,x
1655202401136.2,313.3,18.2,-3.9,x
1655202401154.1,313.5,18.4,-3.4,x
1655202401169.5,313.7,18.6,-3.2,x
1655202401186.2,313.9,18.5,-3.2,x
1655202401203,314,18.3,-3.2,x
1655202401219.6,314.2,17.7,-3.2,x
1655202401236.3,314.3,17.2,-3.1,x
1655202401253,314.3,17,-3.1,x
1655202401271.2,314.3,17,-2.9,x
1655202401286.8,314.2,17.2,-2.8,x
1655202401303.2,314.1,17.3,-2.8,x
1655202401319.5,313.9,17.6,-2.6,x
1655202401335.9,313.9,17.9,-2.3,x
1655202401352.8,313.8,18,-2.1,x
1655202401369.3,313.9,18.1,-1.7,x
1655202401386.1,314,18.3,-1.5,x
1655202401403,314.1,18.4,-1.5,x
1655202401419.6,314.3,18.7,-1.8,x
1655202401436.4,314.4,19.1,-2.5,x
1655202401453.1,314.5,19.4,-2.9,x
1655202401469.7,314.6,19.9,-3.7,x
1655202401486.4,314.6,20.3,-4.4,x
1655202401503.4,314.6,20.5,-4.8,x
1655202401520.9,314.6,20.8,-5.2,x
1655202401536.3,314.4,21.2,-5.3,x
1655202401553.6,314.3,21.3,-5.2,x
