time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652897315995.4,0,0,0,1.1,7.1,6.8,-1,2.9,-0.6,x
1652897316011.8,0,0,0,1.1,7.2,6.8,-0.5,1.9,-0.9,x
1652897316028.4,0,0,0,1.1,7.1,6.7,-0.5,1.9,-0.9,x
1652897316045.8,0,0,-0.1,1.1,7.1,6.7,-0.1,1.3,-0.9,x
1652897316061.8,0,0,-0.1,1.1,7.1,6.7,0.2,2.5,-0.7,x
1652897316078.5,0,0,0,1.1,7.1,6.8,1.1,3.6,-0.8,x
1652897316095.3,0,0,0.1,1.1,7.2,6.8,1.1,3.6,-0.8,x
1652897316111.7,0,0,0,1.1,7.2,6.7,2,3.2,-0.8,x
1652897316128.5,0,0,-0.1,1,7.1,6.6,1.6,3.2,-0.9,x
1652897316146.1,0,0,-0.1,1,7.2,6.6,1.6,3.2,-0.9,x
1652897316162.3,0,0,-0.1,1,7.2,6.6,0.5,3.4,-0.8,x
1652897316178.9,0,0,-0.1,1,7.1,6.6,-0.2,4,-0.8,x
1652897316195.2,0,0,-0.1,1,7.1,6.6,-0.6,5.1,-1.2,x
1652897316212.2,0,0,-0.1,1,7.1,6.7,-0.6,5.1,-1.2,x
1652897316228.9,0,0,0.1,1,7.2,6.8,-0.6,4.7,-1.5,x
1652897316245.1,0,0,0,1,7.1,6.7,0,4.9,-1.7,x
1652897316262.7,0,0,-0.1,1,7.1,6.5,0,4.9,-1.7,x
1652897316278.9,0.1,0,-0.3,1,7.1,6.4,-0.3,10.5,-2.3,x
1652897316295.2,0.1,-0.1,-0.3,0.9,7.1,6.4,-0.5,15.8,-2.8,x
1652897316312.4,-0.1,0,-0.2,0.8,7.2,6.5,-0.4,20.3,-2.7,x
1652897316329.4,-0.2,0.2,-0.1,0.6,7.4,6.8,-0.4,20.3,-2.7,x
1652897316345.5,-0.2,0.3,0.4,0.5,7.3,7.2,-1.4,14,-0.6,x
1652897316362.2,-0.2,0,0.7,0.5,7.1,7.5,-1,5.8,0.3,x
1652897316379.2,-0.2,0,0.7,0.6,7.1,7.3,-1,5.8,0.3,x
1652897316395.8,0,0,0.3,0.7,7.1,6.9,0.8,-3.1,1,x
1652897316411.8,0.1,-0.1,-0.1,0.8,7,6.7,1.5,-1.1,0.3,x
1652897316428.5,0.1,-0.2,-0.2,0.8,7,6.7,1.5,-1.1,0.3,x
1652897316445.7,0.2,0,-0.1,1,7.2,6.7,1.3,2.3,-0.4,x
1652897316461.8,0.2,0.1,-0.1,0.9,7.3,6.6,-0.3,-0.5,-0.9,x
1652897316479.2,0.1,0,-0.4,0.9,7.2,6.3,-1.6,-0.7,-0.9,x
1652897316497,0.1,0,-0.5,0.8,7.3,6.3,-4.1,0.5,-1.3,x
1652897316512.6,0.2,0.1,-0.4,0.9,7.2,6.3,-6.6,2.3,-1.8,x
1652897316529.4,0.1,0,-0.3,0.9,7.2,6.6,-7.3,5.2,-2.6,x
1652897316547,0,0.1,0.1,0.7,7.2,6.9,-7.3,5.2,-2.6,x
1652897316562.3,0,0,0.1,0.7,7.1,6.8,-6.2,7.5,-2.6,x
1652897316578.5,0,0,-0.1,0.8,7,6.7,-3.8,11.9,-2.7,x
1652897316596.4,0.1,-0.1,0,0.8,7,6.8,-4.8,11.3,-4.5,x
1652897316612.8,0,-0.1,0,0.6,7,6.7,-4.8,11.3,-4.5,x
1652897316629.2,0.1,-0.2,-0.1,0.6,6.9,6.8,-8,11.7,-6.9,x
1652897316645.2,0,-0.1,0.3,0.6,6.9,7.2,-9.2,9.1,-8.2,x
1652897316663.5,-0.1,0,0.4,0.4,7.1,7.3,-8.2,6,-8.2,x
1652897316679,-0.2,0.1,0.4,0.2,7.1,7.3,-8.2,6,-8.2,x
1652897316695.7,-0.3,0.1,0.4,0.2,7.1,7.3,-3.7,3,-5.4,x
1652897316713.2,-0.3,0.3,0.3,0.1,7.3,7.2,-1.7,1.1,-3.6,x
1652897316729.7,-0.4,0.3,0.4,0.3,7.2,7.5,-1.7,1.1,-3.6,x
1652897316745.9,0,0,0.5,0.4,7,7.3,3.3,-5.1,-0.9,x
1652897316762.8,0.1,-0.2,-0.2,0.6,6.8,6.7,4.3,-3.7,-1.3,x
1652897316779.8,0.2,-0.2,-0.4,0.6,6.8,6.7,4.3,-3.7,-1.3,x
1652897316795.8,0.2,0,-0.3,0.2,7.3,6.8,3.6,-0.4,-2.4,x
1652897316811.9,-0.4,0.1,-0.1,0,7.1,6.7,4.1,2.4,0,x
1652897316829.2,-0.2,0,-0.3,0.2,7.1,6.5,4.1,2.4,0,x
1652897316846.5,-0.2,0,-0.1,0.2,7,6.8,-3.2,-8.8,4.5,x
1652897316862.5,-0.1,-0.1,0.2,0.4,6.9,6.9,-5.6,-16.6,6.6,x
1652897316878.5,0.1,-0.2,-0.1,0.6,6.9,6.8,-5.5,-15.3,6.3,x
1652897316896.6,0.2,0,0.1,0.7,7,7,-5.6,-14.7,5.9,x
1652897316911.8,0.2,0,0,0.9,6.9,6.9,-5.6,-14.7,5.9,x
1652897316932.2,0.4,-0.1,0,1.1,6.9,6.9,-3.4,-6.4,2.7,x
