time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285168495.9,14,32.9,1.8,
1664285168529.2,14.1,32.9,1.8,x
1664285168545.9,13.9,32.9,1.8,x
1664285168595.9,13.7,32.9,1.8,x
1664285168629.3,13.5,32.9,1.8,x
1664285168646,13.3,32.9,1.8,x
1664285168679.3,13.1,32.9,1.8,x
1664285168695.9,12.9,32.9,1.8,x
1664285168712.7,12.6,32.9,1.8,x
1664285168729.3,12.5,32.9,1.8,x
1664285168745.9,12.3,32.9,1.8,x
1664285168762.8,12.1,32.9,1.8,x
1664285168779.3,11.9,32.9,1.8,x
1664285168896.6,11.7,32.9,1.8,x
1664285168913.2,12,33.3,1.4,x
1664285168929.5,12.1,34.3,1.2,x
1664285168946.2,11.9,34.6,1.4,x
1664285168964.8,11.8,34.2,1.4,x
1664285168979.5,11.7,34,1.5,x
1664285168996.5,11.6,33.6,1.6,x
1664285169015.6,11.5,33.6,1.6,x
1664285169029.5,11.4,33.7,1.6,x
1664285169046.3,11.2,34.5,1.7,x
1664285169064.3,11.1,35.1,1.9,x
1664285169079.5,10.6,36.2,2.6,x
1664285169096.3,10,36.8,3.5,x
1664285169112.9,9.9,36.8,3.7,x
1664285169129.6,10.3,36.9,3.2,x
1664285169146.2,10.7,36.8,2.5,x
1664285169165.2,10.9,36.6,2.3,x
1664285169179.4,11.3,36.6,1.7,x
1664285169196.4,11.9,37,0.9,x
1664285169212.8,12.2,37.3,0.6,x
1664285169229.7,12.4,37.4,0.4,x
1664285169246.1,12.6,37.2,0.2,x
1664285169265.6,12.7,37.1,0.1,x
1664285169279.5,12.8,37,0.1,x
1664285169296.3,12.7,36.9,0.3,x
1664285169312.6,12.6,37,0.7,x
1664285169329.5,12.6,37.3,0.9,x
1664285169363.7,13.1,38.3,0.7,x
1664285169379.4,13.2,38.4,0.7,x
1664285169395.9,13.3,38.1,0.9,x
1664285169412.9,13.8,37.8,0.4,x
1664285169429.3,14.3,38,-0.2,x
1664285169446.3,15.3,39,-1.4,x
1664285169463.3,15.2,38.7,-0.8,x
1664285169479.4,14.9,37.6,-0.1,x
1664285169496.5,15.1,36.9,-0.4,x
1664285169512.9,15.1,36.7,-0.7,x
1664285169529.4,15.1,36.6,-1.2,x
1664285169545.9,15.1,36.7,-1.4,x
1664285169579.4,15.4,37.4,-1.2,x
1664285169596,15.9,37.3,-1.3,x
1664285169613.5,16.6,37,-1.8,x
1664285169629.4,17,36.7,-2.1,x
1664285169646.2,17.7,36.4,-2.7,x
1664285169663.2,17.9,36.3,-2.9,x
1664285169679.4,18.3,36,-3.1,x
1664285169697.9,18.5,35.9,-3.1,x
1664285169712.8,18.6,35.8,-3.1,x
1664285169729.3,18.6,35.8,-3,x
1664285169763.2,18.7,35.9,-2.8,x
1664285169779.5,18.7,36,-2.8,x
1664285169796.3,18.9,36,-2.9,x
1664285169887.2,19.7,36.4,-2.3,x
1664285169909,19.8,36.5,-2.3,x
1664285169914.5,19.8,36.5,-2.4,x
1664285169929.5,19.9,36.5,-2.5,x
1664285169949.2,20,36.4,-2.7,x
1664285169962.8,20,36.4,-2.8,x
1664285169979.4,19.9,36.5,-2.9,x
1664285169996,19.8,36.4,-3,x
1664285170012.8,19.6,36.3,-3,x
1664285170029.5,19.2,36,-2.8,x
1664285170046.2,18.7,35.8,-2.6,x
1664285170062.8,18.6,35.8,-2.5,x
1664285170079.5,18.2,35.9,-2.3,x
1664285170096.8,17.7,36,-2.1,x
1664285170112.8,17.5,36,-2.2,x
