time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1658225930919.5,0,0.1,0.1,-0.1,4.4,8.9,-5.3,-4.1,3.4,x
1658225930936.2,0,0,0.2,-0.1,4.3,9,-3.5,-4.7,3,x
1658225930952.9,0,-0.1,0.3,-0.1,4.3,9,-2.3,-4.5,3.1,x
1658225930969.9,0.1,0.1,0.2,0.1,4.4,9,0.8,-3.1,2.6,x
1658225930986.4,0.1,0,0.2,0.1,4.4,9,3.1,-0.6,0.9,x
1658225931003.4,0.1,0,0.1,0,4.4,8.9,3.5,0.9,0.4,x
1658225931021.6,0,0,-0.1,-0.1,4.3,8.7,2.3,2.6,-1.4,x
1658225931036.2,-0.2,0,-0.1,-0.2,4.3,8.7,-0.8,2,-0.4,x
1658225931052.9,-0.1,0,0,-0.1,4.3,8.8,-1.8,1.6,0.4,x
1658225931069.5,0,0,0.1,0,4.3,8.9,-0.6,0.3,0.4,x
1658225931092.7,0,0,0.1,0,4.4,8.9,1.2,0.9,-0.3,x
1658225931102.9,0.1,0,0.1,0,4.4,8.9,1.5,1.2,-0.8,x
1658225931119.5,0.2,0.1,0,0.1,4.5,8.8,1,1.6,-2.9,x
1658225931136.3,0.1,0.1,-0.1,0,4.4,8.7,-0.4,1.6,-4.1,x
1658225931153.1,0.1,0.1,-0.1,0,4.4,8.7,-1.5,1.1,-4.2,x
1658225931169.6,-0.1,0,0.1,-0.2,4.4,8.8,-2,-0.4,-3.9,x
1658225931186.3,0.1,0,0.2,0.1,4.4,9,-1.5,-1.5,-0.8,x
1658225931203.2,0.2,0,0.3,0.1,4.3,9.1,-0.5,-1.3,-0.2,x
1658225931219.8,0.3,0.1,0.3,0.2,4.4,9.1,1.6,0.8,-1.3,x
1658225931236.3,0,0.1,0.3,0,4.4,9.1,1.9,0.9,-3.7,x
1658225931253,-0.1,0.1,0.2,-0.1,4.4,9,2.8,1.1,-4.5,x
1658225931270,-0.2,0.1,0.1,-0.3,4.4,8.9,3.7,1.1,-4.8,x
1658225931286.2,-0.3,0,-0.2,-0.4,4.3,8.6,2.4,1,-2,x
1658225931303.3,-0.3,0,-0.1,-0.3,4.4,8.6,0.6,0.2,-1.1,x
1658225931319.7,-0.2,0,0,-0.2,4.4,8.7,-0.9,-1.8,-0.6,x
1658225931336.2,0.1,0.2,0,0,4.5,8.8,1.6,-0.8,-1.5,x
1658225931352.9,0.1,0.2,0,0.1,4.6,8.8,1.7,1.3,-3,x
1658225931369.5,0,0,0.1,0,4.4,8.9,2.8,8.3,-5.7,x
1658225931386.4,0.1,0,0.1,0,4.4,8.9,7,9.1,-7.1,x
1658225931403,-0.1,0.1,0,-0.2,4.4,8.8,9.5,9.6,-7.5,x
1658225931419.8,-0.3,-0.1,-0.3,-0.5,4.3,8.5,7.6,6.3,-4.6,x
1658225931436.4,-0.2,0,-0.2,-0.4,4.4,8.6,0.4,-0.3,0,x
1658225931453.4,0,0,0,-0.2,4.4,8.7,-1.6,-2,1.3,x
1658225931470,0.1,0.1,0.1,-0.1,4.5,8.8,-1.7,-1.3,1,x
1658225931487.3,0,0.1,0,-0.2,4.6,8.7,-1.3,0.9,-0.8,x
1658225931503,-0.1,0.1,0,-0.2,4.6,8.8,-2.3,0.7,-2.1,x
1658225931519.7,-0.2,0.1,0.1,-0.4,4.5,8.9,-3.3,0.3,-2.5,x
1658225931536.3,-0.2,0.1,0.1,-0.3,4.5,8.9,-1.3,-0.2,-0.7,x
1658225931552.8,-0.1,0.1,0.1,-0.3,4.5,8.9,-0.3,0.2,-0.3,x
1658225931569.6,-0.2,0.1,0,-0.4,4.5,8.8,0.6,0.4,0.1,x
1658225931587.1,-0.1,0.1,0,-0.3,4.5,8.8,0.1,-0.1,1.7,x
1658225931603,-0.1,0.1,0.1,-0.2,4.5,8.8,0,0,1.7,x
1658225931619.8,0,0.2,0.1,-0.2,4.6,8.8,0.2,-0.1,0.8,x
1658225931636.5,0,0.1,-0.1,-0.1,4.5,8.7,1.6,-1.1,-0.2,x
1658225931653.2,0,0.1,-0.1,-0.2,4.5,8.6,2.1,-1.5,-0.7,x
1658225931669.7,-0.1,0,-0.1,-0.3,4.5,8.6,2.2,-1.3,0.2,x
1658225931686.4,-0.1,0,0,-0.3,4.4,8.7,1,0.4,3.4,x
1658225931703,0,0,0,-0.2,4.5,8.8,0.3,0.7,4.8,x
1658225931720,0.2,0,0.1,0,4.5,8.8,0.1,-0.2,5.5,x
1658225931754.4,0.1,0.1,0.1,-0.1,4.6,8.8,-0.2,-1.3,1.1,x
1658225931769.5,-0.1,0.1,0.2,-0.3,4.6,8.9,-1.6,-0.6,-0.3,x
1658225931786.1,0,0,0.2,-0.2,4.5,9,-1,0.2,-0.1,x
1658225931802.9,0,0,0.1,-0.2,4.5,8.9,0.1,0.2,0,x
1658225931819.7,0,0,0,-0.2,4.4,8.7,0.6,-1,0.1,x
1658225931836.3,-0.1,0,-0.1,-0.3,4.5,8.7,-0.4,-3.3,0.8,x
1658225931853.1,0,0.1,0,-0.2,4.5,8.7,-1,-4.1,1.3,x
1658225931869.8,0,0,0,-0.2,4.5,8.7,-1.7,-3.5,1.1,x
1658225931886.3,0,0,0,-0.2,4.5,8.7,-1.5,-2,1.2,x
1658225931903.1,0,0,0,-0.2,4.5,8.7,-1.2,-1.5,1.2,x
1658225931919.8,0,0,0,-0.2,4.4,8.7,-2,-2.1,0.8,x
1658225931936.3,0,0.1,0.1,-0.1,4.5,8.8,-3.7,-3.8,0.5,x
1658225931953.3,0,0.1,0.2,-0.1,4.5,8.9,-4.4,-3.9,0.1,x
1658225931969.7,0,0.1,0.3,-0.1,4.6,9.1,-4,-3.5,-0.1,x
1658225932004,0,0,0.2,-0.1,4.5,8.9,0.6,0.5,-0.6,x
1658225932019.6,0,0.1,0.1,-0.1,4.5,8.9,1.3,0.2,-1.8,x
1658225932036.4,-0.1,0.1,0.1,-0.2,4.5,8.9,1,0.8,-1.2,x
1658225932053.2,-0.1,0,0.1,-0.2,4.5,8.8,1.4,0.8,-0.2,x
1658225932070,0,0,0.1,-0.1,4.4,8.8,1.5,0.6,1.2,x
1658225932086.6,0,0,0.2,-0.2,4.4,8.9,0.7,0.6,1,x
1658225932103,-0.1,0,0.2,-0.2,4.4,8.9,0.7,0.4,0.7,x
1658225932119.7,0,0,0.2,-0.1,4.5,9,2.1,0.6,0.8,x
1658225932136.8,0,-0.1,0.1,-0.1,4.4,8.8,3.9,1.8,0.7,x
1658225932153.1,0,-0.1,0,-0.1,4.3,8.7,4.6,1.8,0.3,x
1658225932169.9,0.1,-0.1,0,-0.1,4.4,8.7,4.3,1.6,-0.3,x
1658225932186.3,0.2,0,0,0,4.4,8.7,4.7,2.2,-0.8,x
1658225932203,0.1,-0.1,-0.1,-0.1,4.4,8.6,4.7,3,-1.8,x
1658225932219.9,-0.1,0,-0.1,-0.2,4.5,8.6,2.8,4.5,-3.1,x
1658225932236.4,0,0.1,-0.1,-0.2,4.6,8.6,1.1,3.9,-3,x
1658225932253.1,0,0.1,-0.1,-0.2,4.6,8.7,0.9,3.1,-3,x
1658225932269.9,0,0,0,-0.2,4.5,8.7,-0.4,1.1,-2.6,x
1658225932286.5,0.1,0,0.1,-0.1,4.5,8.8,-1.2,-1,-1.9,x
1658225932303.3,0.1,0,0.2,-0.1,4.5,8.9,-1,-0.9,-1.5,x
1658225932319.8,0,0.1,0.1,-0.2,4.6,8.8,0.3,0.4,-0.9,x
1658225932336.4,-0.1,0.2,0.2,-0.2,4.6,8.9,0.9,0.9,-0.9,x
1658225932353.5,-0.1,0.2,0.2,-0.3,4.7,8.9,1.2,0.4,-0.8,x
1658225932369.7,0,0.1,0.2,-0.2,4.6,8.9,1.9,-1,0.3,x
1658225932386.3,0,0,0.1,-0.2,4.5,8.8,2.3,-1.9,-0.4,x
1658225932403.2,-0.1,-0.1,0.1,-0.3,4.4,8.9,2.5,-1.8,-0.8,x
1658225932419.7,-0.2,-0.1,0.2,-0.4,4.4,8.9,1.9,-0.5,0.2,x
1658225932436.4,-0.1,0,0,-0.3,4.5,8.7,1.9,-0.6,2,x
1658225932453.8,-0.1,0,-0.1,-0.3,4.5,8.6,2,-1.6,2.2,x
1658225932470,0,0,-0.1,-0.2,4.5,8.6,1.3,-3.2,1.4,x
1658225932486.4,-0.1,0.1,0.1,-0.3,4.6,8.8,-0.7,-2.8,0.4,x
1658225932503.9,0,0.1,0.2,-0.2,4.6,8.9,-0.4,-2.4,0.7,x
1658225932519.7,0.2,0,0,0,4.5,8.7,1.1,-0.1,-0.1,x
1658225932536.8,0,0,0,-0.2,4.5,8.7,-0.4,1.6,-1.2,x
1658225932554,0,0,0,-0.2,4.5,8.7,-0.6,1,-0.9,x
1658225932570,0.1,0.1,-0.1,-0.1,4.6,8.6,-0.4,-0.3,0.1,x
1658225932586.4,0,0.1,-0.1,-0.2,4.6,8.6,-0.4,-1.7,-0.7,x
1658225932603.1,-0.1,0.1,0,-0.3,4.6,8.8,-1,-0.8,-0.7,x
1658225932620,-0.1,0.1,0.2,-0.3,4.6,8.9,-0.5,1.1,0.2,x
1658225932636.3,0,0,0.1,-0.2,4.6,8.8,0.3,2.1,0.4,x
1658225932653,0,0,0.1,-0.2,4.5,8.8,1.1,2.1,0.3,x
1658225932669.6,0,0,0,-0.2,4.5,8.7,0.7,2.8,1.2,x
1658225932705,0.1,0.1,0.2,-0.1,4.6,8.9,-0.4,0.1,1.1,x
1658225932721.4,0.1,0.1,0.2,-0.1,4.6,8.9,-0.4,0.1,1.1,x
1658225932736.3,-0.1,0,0,-0.3,4.6,8.7,1.6,1.1,-0.4,x
1658225932752.8,-0.1,0,0,-0.3,4.6,8.7,1.1,1,0,x
1658225932769.6,0,0,-0.1,-0.1,4.6,8.6,0.8,0.1,0.2,x
1658225932786.2,0,0,-0.1,-0.2,4.6,8.6,0.3,-0.5,-0.2,x
1658225932802.8,0,0,-0.1,-0.2,4.5,8.6,0.5,-0.9,-0.4,x
1658225932819.6,0,0,-0.1,-0.2,4.6,8.6,0.4,-0.3,-0.1,x
1658225932836.3,0.1,0,-0.1,-0.1,4.6,8.6,-0.1,0,0.2,x
1658225932853.6,0,0,0,-0.2,4.5,8.7,-2.3,-0.3,0.4,x
1658225932869.8,0,0.1,0.1,-0.2,4.6,8.8,-1.7,-0.6,0.2,x
1658225932886.3,0,0.1,0,-0.2,4.6,8.7,-0.5,-0.8,-0.5,x
1658225932903.9,0,0,0,-0.2,4.6,8.7,-0.4,-0.9,-0.9,x
1658225932921.8,0,0,0,-0.2,4.6,8.7,-0.7,-1,-0.7,x
1658225932941.3,0,0.2,0,-0.1,4.7,8.7,-1.3,-1.1,-0.2,x
1658225932953,0.1,0.2,0,-0.1,4.8,8.7,-1.9,-1.5,-0.5,x
1658225932969.8,0,0.2,0.2,-0.2,4.7,8.9,-2.3,-2.7,-1.1,x
1658225932986.8,0,0.1,0.3,-0.2,4.6,8.9,-0.9,-3.3,-0.5,x
1658225933009.5,0.1,0,0.2,-0.1,4.6,8.9,0.3,-2.1,-0.3,x
1658225933019.4,0,-0.1,0.2,-0.1,4.5,8.9,1,-1.8,-0.5,x
1658225933036.9,-0.1,-0.1,0.1,-0.2,4.5,8.8,2.4,-0.5,0.2,x
1658225933054,-0.1,-0.1,0,-0.2,4.5,8.7,1.7,-1,1.1,x
1658225933069.8,0,0,0,-0.1,4.5,8.7,1.1,-1.4,1.2,x
1658225933086.2,0.1,0,0,-0.1,4.6,8.7,0.2,-1.2,0.3,x
1658225933102.9,0,0,0,-0.1,4.5,8.7,0,-0.8,-0.6,x
1658225933119.7,0,0,0,-0.2,4.5,8.7,0.2,-0.4,-1.2,x
1658225933136.2,0,0,0,-0.2,4.5,8.7,-0.3,-0.1,-0.8,x
1658225933153.1,0,0,0,-0.1,4.5,8.7,-0.7,0.4,-0.6,x
1658225933169.9,-0.1,0,-0.1,-0.2,4.6,8.6,-1.6,0.6,-0.8,x
1658225933186.4,-0.1,0,0,-0.2,4.6,8.7,-1.8,0.6,-0.4,x
1658225933202.9,0,0.1,0,-0.2,4.6,8.7,-1.4,0.2,-0.1,x
1658225933221.9,-0.1,0.1,0.1,-0.3,4.6,8.8,-1.1,0.2,0,x
1658225933236.2,-0.1,0.1,0,-0.3,4.6,8.7,-1,-0.5,0.6,x
1658225933252.8,-0.1,0.1,0.1,-0.3,4.6,8.8,-1.2,-0.7,1.1,x
1658225933269.6,0,0,0.1,-0.2,4.6,8.8,-1.3,-0.6,1.7,x
1658225933286.3,0,0,0.1,-0.2,4.5,8.8,-1.6,-0.1,2.4,x
1658225933303,0,0,0.2,-0.1,4.6,8.8,-1.7,0.1,2.8,x
1658225933319.6,0.1,0,0.1,-0.1,4.5,8.8,-0.5,0.1,2.3,x
1658225933336.2,0,0,0.1,-0.1,4.6,8.8,-1,0.4,1.7,x
1658225933353.2,0.1,0.1,0.1,-0.1,4.6,8.8,-1.3,0.5,1.5,x
1658225933369.9,0,0.1,0,-0.2,4.6,8.7,-0.8,0.8,1.4,x
1658225933386.3,0,0,0,-0.1,4.5,8.7,-0.6,1.1,1.3,x
1658225933402.9,0,0,0,-0.1,4.5,8.7,-0.8,0.8,1.3,x
1658225933419.9,0.1,0,0.1,-0.1,4.5,8.8,-1.4,-0.3,1.4,x
1658225933436.3,0.1,0,0.2,-0.1,4.5,8.9,-0.4,-0.1,1.6,x
1658225933453.5,0.1,0,0.1,-0.1,4.5,8.8,0,0.5,1.7,x
1658225933473.3,0,0.1,0,-0.1,4.6,8.7,0.1,1.3,1,x
1658225933486.6,0,0.1,0,-0.1,4.6,8.8,-0.8,1,0.2,x
1658225933502.9,0,0.1,0.1,-0.1,4.6,8.8,-1.1,0.2,-0.1,x
1658225933519.7,0,0,0.1,-0.2,4.5,8.8,-0.7,0.3,0,x
1658225933536.4,-0.1,-0.1,0.1,-0.2,4.5,8.8,-0.1,1.8,1.4,x
1658225933553.6,0,0,0,-0.2,4.5,8.7,0,1.9,1.8,x
1658225933569.8,0,0,0,-0.1,4.5,8.8,-0.5,0.2,1.4,x
1658225933586.7,0,0.1,0.1,-0.1,4.6,8.8,-0.3,-2,0.2,x
1658225933603.6,0,0.1,0.1,-0.1,4.6,8.8,-0.3,-2.4,-0.5,x
1658225933619.6,0,0,0.2,-0.2,4.5,8.9,-0.4,-0.4,-0.8,x
1658225933659.7,0,-0.1,0,-0.1,4.4,8.7,0.5,1.5,-0.4,x
1658225933669.4,0,-0.1,0,-0.1,4.4,8.7,0.5,1.5,-0.4,x
1658225933686.8,-0.1,0,0,-0.2,4.5,8.8,-0.4,-1.9,-0.2,x
1658225933702.8,-0.1,0,0.1,-0.2,4.5,8.8,-1,-1.8,-0.1,x
1658225933719.4,-0.1,0,0.2,-0.2,4.5,8.9,-0.2,1,-0.1,x
1658225933736.5,0.1,0,0.1,-0.1,4.5,8.8,1.6,2,-0.3,x
1658225933753.7,0.1,0,0,0,4.5,8.7,2.1,1.8,-0.6,x
1658225933769.9,0.1,0.1,0,-0.1,4.5,8.7,0,-0.2,-1.2,x
1658225933786.3,-0.1,0.1,0.2,-0.2,4.5,9,-2.1,-3.9,-1.5,x
1658225933803.2,-0.1,0.1,0.4,-0.2,4.5,9.1,-2,-4.7,-1.3,x
1658225933820,0,0.1,0.4,-0.1,4.6,9.1,1,-3.3,-1.4,x
1658225933837.3,0,0.1,0.1,-0.1,4.5,8.8,3.6,-0.6,-2.2,x
1658225933853.7,0,0,-0.1,-0.1,4.5,8.7,4.1,0.3,-2.1,x
1658225933869.9,-0.1,0,-0.2,-0.2,4.5,8.5,2.5,-0.1,-1.7,x
1658225933886.3,-0.1,0,-0.2,-0.2,4.5,8.5,1,-0.7,-1,x
1658225933926.1,0,0,-0.1,-0.1,4.5,8.6,-0.5,0.6,0,x
1658225933936.8,0,0,-0.1,-0.1,4.5,8.6,-0.5,0.6,0,x
1658225933953,0.1,0,0,0,4.5,8.7,-1.2,0.8,-0.1,x
1658225933969.5,0.1,0,0.1,-0.1,4.5,8.8,-0.3,-0.3,-0.7,x
1658225933986.1,0,0,0.1,-0.1,4.5,8.8,-0.7,0.2,-1,x
1658225934002.8,0.1,0,0.2,-0.1,4.5,8.9,-0.9,0.2,-0.9,x
1658225934019.4,0.1,0,0.1,-0.1,4.5,8.8,-0.5,1,-0.9,x
1658225934036,0,0,0,-0.2,4.5,8.7,0.1,1.5,-0.6,x
1658225934053,0,0,0,-0.2,4.5,8.7,-0.6,1.5,-0.3,x
1658225934069.5,-0.1,0.1,0.1,-0.2,4.6,8.9,-2.9,1.1,-0.5,x
1658225934085.9,-0.1,0.1,0.2,-0.2,4.5,9,-1.8,-0.4,-0.9,x
1658225934104.1,-0.1,0,0.1,-0.2,4.5,8.8,0.9,0.2,-0.9,x
1658225934119.6,-0.1,0,0,-0.2,4.5,8.8,1.6,0.7,-0.7,x
1658225934136.3,-0.2,0,-0.1,-0.3,4.5,8.6,0.2,1.7,0.6,x
1658225934153.4,-0.1,0,0,-0.3,4.5,8.7,-1.3,1.1,1.4,x
1658225934169.9,0,0.1,0.1,-0.1,4.5,8.8,-1.6,-0.7,1.5,x
1658225934186.5,0,0.1,0.1,-0.2,4.6,8.8,0.2,-0.6,-0.8,x
1658225934203,0,0,0,-0.2,4.5,8.7,0.5,-0.2,-1.2,x
1658225934220,0,0,0,-0.2,4.4,8.7,-0.4,1.4,-1,x
1658225934236.3,0.1,-0.1,0.1,-0.1,4.4,8.9,-1.5,3.3,-0.6,x
1658225934253.2,0.1,-0.1,0.1,-0.1,4.4,8.9,-1.1,3.3,-0.4,x
1658225934269.8,0,0,0,-0.2,4.5,8.7,0.8,2.3,0.1,x
1658225934286.2,0.1,0.1,0,-0.1,4.6,8.7,-0.5,0,0.3,x
1658225934303.1,0,0.1,0,-0.2,4.6,8.7,-1.4,-1,0.2,x
1658225934319.5,0.1,0.1,0.1,-0.1,4.6,8.9,-2.5,-2,-0.2,x
1658225934336.3,0.1,0.1,0.2,-0.1,4.5,8.9,-0.8,-1.2,-0.6,x
1658225934354,0,0,0.2,-0.1,4.5,8.9,0,-0.3,-0.8,x
1658225934369.9,0,0,0.1,-0.2,4.5,8.8,1.1,1.1,-0.6,x
1658225934386.3,-0.1,0.1,0,-0.2,4.6,8.7,0.2,0.4,0.1,x
1658225934403.4,-0.1,0.1,0,-0.2,4.6,8.7,-0.3,-0.3,0.5,x
1658225934419.9,-0.1,0.1,0.1,-0.2,4.6,8.8,-1.1,-0.8,0.4,x
1658225934436.3,-0.1,0.1,0.1,-0.2,4.6,8.9,0.2,0.2,0,x
1658225934453.1,-0.1,0,0.1,-0.2,4.5,8.8,1,1,-0.1,x
1658225934469.9,-0.1,0,0,-0.3,4.5,8.8,2.3,1.8,-0.3,x
1658225934487,0,0,0,-0.2,4.5,8.7,3.5,0.8,0,x
1658225934503,0,0,0,-0.2,4.5,8.7,3.7,0.4,0,x
1658225934519.9,-0.2,0,0,-0.4,4.5,8.7,1.9,-0.4,0.8,x
1658225934536.4,0.1,0,0.1,-0.1,4.5,8.8,-1,-1.4,2.1,x
1658225934553.5,0.1,0,0.1,-0.1,4.5,8.8,-1.7,-1.2,1.8,x
1658225934573.2,0.1,0,0.1,-0.1,4.5,8.8,-0.4,-1.3,0.6,x
1658225934586.8,0.1,0,0,-0.1,4.5,8.7,1,-2.3,0,x
1658225934618.8,0,0,0,-0.2,4.5,8.7,0.8,-1.3,-0.1,x
1658225934619.3,0,0,0,-0.2,4.5,8.7,0.8,-1.3,-0.1,x
1658225934637.1,0.1,0.1,0,-0.1,4.5,8.7,0.6,-0.5,0.4,x
1658225934652.9,0.1,0.1,0,-0.1,4.6,8.7,-0.5,0.8,0.4,x
1658225934669.4,0,0.1,0.1,-0.1,4.6,8.8,-0.8,-0.4,-0.4,x
1658225934686.2,0,0,0.1,-0.2,4.5,8.8,-0.3,-2.1,-1.1,x
1658225934702.8,0,0,0.1,-0.2,4.5,8.8,0.1,-2.2,-1.3,x
1658225934719.9,-0.1,0,0.1,-0.2,4.5,8.8,0.9,0.3,-0.7,x
1658225934737.2,-0.1,0.1,-0.1,-0.3,4.6,8.6,2,2.3,-0.1,x
1658225934753.3,-0.1,0.1,-0.1,-0.2,4.6,8.6,2.7,2.1,-0.1,x
1658225934769.9,0,0.1,-0.2,-0.2,4.6,8.5,1.2,-1.7,-0.4,x
1658225934786.3,0,0.1,-0.1,-0.1,4.6,8.8,-1,-3.2,-0.7,x
1658225934803.1,0.1,0,0.3,-0.1,4.5,9,-3.6,-3.7,-0.8,x
1658225934819.9,0.1,-0.1,0.4,-0.1,4.5,9.1,-2.1,-0.7,-0.3,x
1658225934836.3,0,-0.1,0.1,-0.1,4.4,8.8,1.9,2.1,-0.1,x
1658225934853.4,0,0,0,-0.2,4.5,8.7,2.8,2.4,-0.1,x
1658225934869.8,-0.1,0.1,-0.1,-0.3,4.6,8.6,0.8,0.4,0,x
1658225934887,-0.1,0.1,0.1,-0.3,4.6,8.8,-1.3,-1.2,-0.4,x
1658225934903,-0.1,0.1,0.2,-0.3,4.6,8.9,-1.4,-1.6,-0.9,x
1658225934919.8,0,0,0.2,-0.2,4.5,8.9,-0.2,-1.1,-1.8,x
1658225934936.2,0.1,-0.1,0.2,-0.1,4.4,8.9,1.7,0.7,-1.9,x
1658225934953.1,0,-0.1,0.1,-0.1,4.4,8.8,2.2,1.4,-1.7,x
1658225934969.7,0,-0.1,-0.1,-0.2,4.5,8.6,2.2,1.9,-0.8,x
1658225934986.2,0,0.1,-0.2,-0.2,4.6,8.5,1,1,0.1,x
1658225935002.8,0,0.1,-0.2,-0.2,4.6,8.5,0.3,0.7,-0.1,x
1658225935037.9,0,0.1,0.1,-0.2,4.6,8.8,-1.7,1.7,-0.2,x
