time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1653397267050.8,143.7,19.5,-8.5,x
1653397267067.3,143.4,19.5,-9,x
1653397267084,143.2,19.7,-9.7,x
1653397267100.7,143.1,20,-10.2,x
1653397267117.3,143,20.1,-10.3,x
1653397267134,142.9,20.4,-10.3,x
1653397267151,142.6,21,-9.7,x
1653397267167.4,142.3,21.7,-9,x
1653397267184.4,142.1,22.1,-8.6,x
1653397267201,141.7,22.7,-7.9,x
1653397267217.5,141.3,23.3,-7.3,x
1653397267234.3,141.1,23.6,-7,x
1653397267251.1,140.5,24.1,-6.7,x
1653397267267.6,139.9,24.5,-6.9,x
1653397267284.2,139.5,24.7,-7.5,x
1653397267300.9,139.3,24.6,-7.8,x
1653397267317.7,138.8,24.4,-8.1,x
1653397267334,138.5,24,-8.7,x
1653397267351,138.4,23.9,-9,x
1653397267367.3,138.1,23.8,-9.5,x
1653397267384,137.9,24,-9.8,x
1653397267400.7,137.6,24.1,-9.9,x
1653397267417.3,137.4,24.2,-9.9,x
1653397267434,137.2,24.3,-9.8,x
1653397267450.7,136.8,24.4,-9.5,x
1653397267467.3,136.6,24.5,-9.1,x
1653397267484,136.2,24.8,-8.2,x
1653397267500.7,136,25.2,-7.1,x
1653397267517.4,135.8,25.8,-5.8,x
1653397267534,135.7,26.1,-5.1,x
1653397267550.6,135.7,26.8,-3.8,x
1653397267570.4,135.9,27.5,-2.9,x
1653397267584.3,136,27.8,-2.5,x
1653397267600.9,136.2,28.4,-1.6,x
1653397267617.3,136.3,29.3,-0.5,x
1653397267634,136.4,30.3,0.7,x
1653397267650.6,136.5,30.8,1.3,x
1653397267667.3,136.8,31.6,2.5,x
1653397267684.1,137.3,31.9,3,x
1653397267700.7,137.4,32,3.1,x
1653397267717.3,137.7,31.7,2.8,x
1653397267734.3,137.9,31.4,2.3,x
1653397267750.7,138.3,31.3,1.4,x
1653397267767.5,138.4,31.3,0.9,x
1653397267784.2,138.4,31.1,0.1,x
1653397267800.7,138.3,30.8,-0.5,x
1653397267817.7,138.3,30.5,-0.7,x
1653397267834,138.3,30,-1.2,x
1653397267850.6,138.2,29.4,-1.6,x
1653397267867.4,138.1,29,-1.8,x
1653397267900.6,137.8,28.8,-1.6,x
1653397267917.4,137.7,29,-1.3,x
1653397267934,137.7,29.1,-1.2,x
1653397267950.7,137.7,29.2,-1.2,x
1653397267967.4,137.7,29.2,-1.4,x
1653397267984,137.8,29.1,-1.8,x
1653397268000.6,137.9,29,-2.1,x
1653397268017.3,137.9,29,-2.6,x
1653397268034,137.8,29.1,-2.9,x
1653397268051.1,137.7,29.3,-2.8,x
1653397268067.3,137.7,29.4,-2.8,x
1653397268084.3,137.6,29.5,-2.5,x
1653397268100.7,137.4,29.7,-2.1,x
1653397268126.6,137.2,29.8,-1.7,x
1653397268134,137.1,29.8,-1.5,x
1653397268150.7,137.1,29.9,-1.3,x
1653397268167.3,137,30,-1.1,x
1653397268184.6,137,30,-1,x
1653397268200.7,136.9,30.1,-0.8,x
1653397268217.4,136.9,30.3,-0.6,x
1653397268250.8,137,30.5,-0.5,x
1653397268267.6,136.9,30.8,-0.5,x
1653397268284,136.8,31,-0.5,x
1653397268300.6,136.8,31.1,-0.5,x
1653397268317.8,136.7,31.4,-0.5,x
1653397268334,136.7,31.6,-0.5,x
1653397268350.8,136.6,31.8,-0.5,x
1653397268367.5,136.5,32.1,-0.3,x
1653397268384.3,136.4,32.2,-0.2,x
1653397268401.2,136.1,32.7,0.3,x
1653397268417.3,136,32.9,0.4,x
1653397268434.3,135.8,33.1,0.5,x
1653397268450.7,135.7,33.3,0.5,x
1653397268485.6,135.7,33.3,0.3,x
1653397268500.9,135.8,33.3,0,x
1653397268517.3,135.8,33.3,-0.3,x
1653397268550.7,135.7,33.3,-0.5,x
1653397268569.7,135.6,33.5,-0.3,x
1653397268584.5,135.6,33.6,-0.2,x
1653397268600.7,135.6,33.8,0,x
1653397268617.4,135.5,34,0.2,x
1653397268634,135.5,34.1,0.3,x
1653397268717.3,135.4,34.1,0.5,x
1653397268734,135.3,34.1,0.6,x
1653397268750.6,135.3,34,0.6,x
1653397268784.6,135,34.2,0.7,x
1653397268800.6,135,33.9,0.8,x
1653397268834,135.3,33.7,0.2,x
1653397268851.3,135.3,33.8,-0.2,
