time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1653397413260,357.85,19.25,16.48,x
1653397413264,3.67,20.72,18.04,x
1653397413267,9.53,22.37,19.39,x
1653397413291,10.04,24.26,19.18,x
1653397413297,10.17,24.89,19.08,x
1653397413297,10.24,25.19,19.01,x
1653397413303,10.32,25.44,18.92,x
1653397413314,10.38,25.7,18.83,x
1653397413324,10.43,25.97,18.74,x
1653397413332,10.46,26.26,18.64,x
1653397413345,10.48,26.58,18.52,x
1653397413354,10.52,26.91,18.39,x
1653397413365,10.58,27.24,18.25,x
1653397413376,10.66,27.58,18.11,x
1653397413384,10.73,27.92,17.95,x
1653397413395,10.8,28.26,17.78,x
1653397413505,10.86,28.61,17.6,x
1653397413506,10.92,28.96,17.39,x
1653397413507,10.98,29.31,17.15,x
1653397413508,11.06,29.64,16.88,x
1653397413509,11.13,29.95,16.62,x
1653397413510,11.21,30.25,16.37,x
1653397413511,11.35,30.68,15.73,x
1653397413511,11.29,30.49,16.08,x
1653397413512,11.41,30.8,15.36,x
1653397413513,11.49,30.89,15.07,x
1653397413534,11.6,30.95,14.81,x
1653397413536,11.7,31,14.56,x
1653397413539,11.8,31.05,14.31,x
1653397413687,11.87,31.13,14.08,x
1653397413688,11.92,31.24,13.9,x
1653397413691,11.94,31.39,13.75,x
1653397413692,11.94,31.58,13.61,x
1653397413693,11.92,31.81,13.45,x
1653397413694,11.93,32.08,13.27,x
1653397413695,12.02,32.39,13.07,x
1653397413697,12.35,33.03,12.6,x
1653397413697,12.17,32.71,12.84,x
1653397413698,12.53,33.3,12.37,x
1653397413699,12.69,33.54,12.15,x
1653397413700,12.81,33.71,11.94,x
1653397413700,12.87,33.84,11.76,x
1653397413701,12.91,33.93,11.6,x
1653397413702,12.91,34.01,11.47,x
1653397413703,12.91,34.09,11.35,x
1653397413704,12.91,34.18,11.23,x
1653397413705,12.91,34.29,11.11,x
1653397413717,12.92,34.41,11.01,x
1653397413725,12.97,34.55,10.91,x
1653397413734,13.05,34.7,10.8,x
1653397413745,13.16,34.85,10.68,x
1653397413754,13.31,34.97,10.55,x
1653397413769,13.46,35.06,10.4,x
1653397413776,13.62,35.12,10.21,x
1653397413784,13.77,35.17,10.05,x
1653397413812,13.93,35.2,9.92,x
1653397413816,14.1,35.21,9.79,x
1653397413819,14.27,35.21,9.66,x
1653397413827,14.45,35.2,9.54,x
1653397413835,14.63,35.19,9.41,x
1653397413854,14.82,35.18,9.28,x
1653397413858,15.01,35.16,9.14,x
1653397413868,15.2,35.15,9.02,x
1653397413876,15.38,35.14,8.9,x
1653397413888,15.54,35.15,8.81,x
1653397413904,15.67,35.19,8.72,x
1653397413908,15.8,35.26,8.61,x
1653397413918,15.91,35.35,8.49,x
1653397413925,16.01,35.47,8.37,x
1653397413939,16.1,35.59,8.25,x
1653397413948,16.19,35.74,8.14,x
1653397413955,16.29,35.89,8.05,x
1653397413964,16.37,36.05,7.96,x
1653397413974,16.45,36.2,7.88,x
1653397413984,16.51,36.35,7.79,x
1653397413993,16.54,36.47,7.71,x
1653397414005,16.57,36.56,7.62,x
1653397414045,16.88,37.02,7.06,x
1653397414046,17.14,37.4,6.6,x
1653397414046,17.35,37.71,6.24,x
1653397414049,17.52,37.96,5.97,x
1653397414053,17.64,38.18,5.76,x
1653397414074,17.73,38.39,5.62,x
1653397414077,17.79,38.6,5.49,x
1653397414084,17.83,38.81,5.37,x
1653397414093,17.83,39.01,5.26,x
1653397414102,17.8,39.21,5.18,x
1653397414112,17.74,39.38,5.14,x
1653397414124,17.66,39.55,5.15,x
1653397414136,17.56,39.7,5.21,x
1653397414144,17.44,39.85,5.32,x
1653397414153,17.33,40,5.45,x
1653397414166,17.22,40.17,5.58,x
1653397414176,17.14,40.33,5.7,x
1653397414184,17.08,40.48,5.8,x
1653397414197,17.04,40.61,5.89,x
1653397414204,17.03,40.73,5.95,x
1653397414216,17.03,40.83,6,x
1653397414226,17.03,40.9,6.05,x
1653397414238,17.03,40.95,6.09,x
1653397414243,17.04,41,6.13,x
1653397414255,17.05,41.05,6.17,x
1653397414266,17.08,41.1,6.21,x
1653397414279,17.11,41.15,6.24,x
1653397414283,17.15,41.21,6.25,x
1653397414293,17.2,41.26,6.26,x
1653397414304,17.23,41.33,6.28,x
1653397414317,17.26,41.39,6.3,x
1653397414326,17.28,41.5,6.31,x
1653397414335,17.3,41.6,6.32,x
1653397414347,17.31,41.71,6.33,x
1653397414355,17.33,41.81,6.32,x
1653397414365,17.36,41.91,6.32,x
1653397414378,17.4,42.01,6.3,x
1653397414386,17.44,42.12,6.28,x
1653397414395,17.47,42.23,6.27,x
1653397414406,17.5,42.34,6.26,x
1653397414416,17.52,42.46,6.26,x
1653397414425,17.54,42.57,6.27,x
1653397414438,17.57,42.68,6.28,x
1653397414447,17.6,42.78,6.27,x
1653397414457,17.64,42.87,6.26,x
1653397414465,17.68,42.95,6.24,x
1653397414475,17.71,43.02,6.23,x
1653397414486,17.74,43.08,6.24,x
1653397414499,17.77,43.15,6.25,x
1653397414505,17.79,43.23,6.26,x
1653397414517,17.81,43.32,6.28,x
1653397414526,17.84,43.41,6.3,x
1653397414537,17.89,43.5,6.31,x
1653397414545,17.95,43.59,6.33,x
1653397414558,18.01,43.68,6.37,x
1653397414566,18.06,43.78,6.37,x
1653397414597,18.11,43.88,6.39,x
1653397414600,18.15,44,6.42,x
1653397414603,18.21,44.11,6.41,x
1653397414611,18.29,44.23,6.38,x
1653397414630,18.36,44.33,6.34,x
1653397414644,18.42,44.42,6.31,x
1653397414645,18.48,44.51,6.27,x
1653397414649,18.53,44.6,6.23,x
1653397414654,18.58,44.7,6.21,x
1653397414666,18.62,44.81,6.19,x
1653397414676,18.66,44.93,6.18,x
1653397414684,18.69,45.06,6.16,x
1653397414695,18.73,45.19,6.15,x
1653397414704,18.77,45.33,6.14,x
1653397414715,18.82,45.48,6.12,x
1653397414725,18.88,45.65,6.1,x
1653397414736,18.94,45.83,6.08,x
1653397414750,19,46.03,6.06,x
1653397414756,19.05,46.23,6.05,x
1653397414766,19.08,46.42,6.04,x
1653397414776,19.11,46.61,6.03,x
1653397414790,19.13,46.79,6.02,x
1653397414798,19.14,46.97,6,x
1653397414807,19.14,47.15,5.97,x
1653397414817,19.12,47.34,5.94,x
1653397414826,19.1,47.55,5.91,x
1653397414836,19.08,47.77,5.88,x
1653397414846,19.06,47.99,5.85,x
1653397414857,19.04,48.21,5.82,x
1653397414865,19.03,48.42,5.79,x
1653397414875,19.03,48.61,5.78,x
1653397414885,19.02,48.8,5.78,x
1653397414896,19.02,48.98,5.78,x
1653397414907,19,49.16,5.8,x
1653397414932,18.99,49.34,5.82,x
1653397414934,18.97,49.52,5.85,x
1653397414939,18.96,49.69,5.89,x
1653397414945,18.96,49.85,5.93,x
1653397414967,18.96,49.98,5.97,x
1653397414969,18.96,50.12,6.01,x
1653397414976,18.96,50.24,6.05,x
1653397414986,18.97,50.36,6.09,x
1653397414995,18.97,50.47,6.12,x
1653397415005,18.96,50.57,6.16,x
1653397415015,18.95,50.67,6.18,x
1653397415025,18.94,50.75,6.2,x
1653397415037,18.93,50.83,6.21,x
1653397415050,18.92,50.91,6.22,x
1653397415057,18.91,51,6.22,x
1653397415065,18.88,51.09,6.23,x
1653397415076,18.83,51.19,6.24,x
1653397415085,18.79,51.3,6.25,x
1653397415096,18.74,51.39,6.26,x
1653397415107,18.69,51.47,6.26,x
1653397415117,18.68,51.56,6.23,x
1653397415126,18.67,51.64,6.21,x
1653397415153,18.67,51.71,6.18,x
1653397415156,18.68,51.76,6.15,x
1653397415160,18.69,51.82,6.12,x
1653397415167,18.7,51.88,6.09,x
1653397415183,18.72,51.95,6.07,x
1653397415188,18.73,52.01,6.04,x
1653397415195,18.74,52.08,6.02,x
1653397415205,18.74,52.14,6,x
1653397415215,18.74,52.2,5.99,x
1653397415226,18.73,52.26,5.98,x
1653397415236,18.73,52.32,5.98,x
1653397415247,18.71,52.38,5.98,x
1653397415256,18.7,52.45,5.99,x
1653397415266,18.69,52.51,6,x
1653397415278,18.67,52.59,6,x
1653397415286,18.65,52.68,6.01,x
1653397415298,18.63,52.77,6.02,x
1653397415308,18.6,52.85,6.03,x
1653397415317,18.57,52.93,6.06,x
1653397415326,18.52,53,6.1,x
1653397415338,18.48,53.07,6.14,x
1653397415352,18.43,53.13,6.19,x
1653397415360,18.38,53.18,6.25,x
