time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285142238.9,18.3,27.2,-0.4,x
1664285142255.7,18.1,27.3,-0.5,x
1664285142315.6,17.3,27.5,-0.5,x
1664285142355.4,17,27.5,-0.9,x
1664285142373.5,16.6,27.6,-0.9,x
1664285142389.3,16.4,27.7,-0.9,x
1664285142405.5,15.8,27.9,-1,x
1664285142424.8,15,28.3,-1.1,x
1664285142439.1,14.6,28.5,-1.1,x
1664285142470.9,13.4,28.4,-0.3,x
1664285142488.8,13.2,28.1,0.3,x
1664285142505.3,13.2,27.2,1.5,x
1664285142522.3,13.4,27,1.5,x
1664285142538.9,13.5,27.1,1.3,x
1664285142555.6,13.3,27.3,1.4,x
1664285142572.8,13.1,27.4,1.6,x
1664285142589.3,12.6,27.7,2.2,x
1664285142606.6,12.4,27.8,2.5,x
1664285142673.4,12.2,27.7,2.4,x
1664285142705.1,11.7,27.8,2.8,x
1664285142721.8,11.6,27.8,2.7,x
1664285142738.9,11.8,27.8,2.5,x
1664285142755.4,12.2,27.5,2.3,x
1664285142771.8,12.4,27.4,2.2,x
1664285142789.3,12.8,27.1,1.9,x
1664285142806.6,12.9,26.9,1.7,x
1664285142821.6,12.8,26.9,1.6,x
1664285142855.8,12.4,26.9,1.7,x
1664285142888.6,12.4,27,1.5,x
1664285142905.3,12.9,26.8,1.2,x
1664285142923.6,13.4,26.5,0.9,x
1664285142957.5,13.7,26.1,0.6,x
1664285142972.7,13.7,26,0.6,x
1664285142989.3,13.6,26.1,0.7,x
1664285143005.7,13.6,26.2,0.9,x
1664285143039.1,13.9,26.4,1.1,x
1664285143072.5,14.4,26.5,0.9,x
1664285143089.4,14.7,26.5,0.7,x
1664285143109.8,14.9,26.5,0.5,x
1664285143139,15.1,26.5,0.8,x
1664285143159.9,15.2,26.5,1,x
1664285143172.5,15.2,26.6,1,x
1664285143189.5,15.3,26.4,1.3,x
1664285143206.2,15.8,25.8,1.6,x
1664285143230.5,16.6,25.1,1.1,x
1664285143268.2,17.7,24.8,-0.9,x
1664285143289.8,17.6,25.3,-1.1,x
1664285143305.4,17.2,26,-0.3,x
1664285143322.2,17,26.4,0.2,x
1664285143338.4,16.9,27.2,0.9,x
1664285143355.7,17,27.7,1.1,x
1664285143374.8,17.2,27.8,0.9,x
1664285143390.5,17.7,27.6,0.5,x
1664285143409.2,18.3,27.3,-0.1,x
1664285143423.1,18.5,27.1,-0.3,x
1664285143439.4,18.8,26.9,-0.6,x
1664285143464.9,18.9,27,-0.9,x
1664285143489.1,18.7,27.2,-0.9,x
1664285143505.3,18.4,27.3,-0.7,x
1664285143522.2,18.2,27.3,-0.5,x
1664285143539,17.9,27.2,-0.1,x
1664285143555.7,17.7,27.2,0,x
1664285143572.8,17.6,26.9,0,x
1664285143589.3,17.7,26.6,-0.2,x
1664285143606.7,18,26.3,-0.3,x
1664285143622.5,18.1,26.1,-0.3,x
1664285143639.1,18.3,25.8,-0.4,x
1664285143678.3,18.3,25.6,-0.7,x
1664285143689.4,18.2,25.5,-0.7,x
1664285143741.4,17.9,25.4,-0.8,x
1664285143759.1,17.5,25.2,-1.2,x
1664285143773.2,17.3,25.1,-1.4,x
1664285143788.9,17.1,24.7,-1.7,x
1664285143813.3,17,24.3,-1.9,x
1664285143822.5,17,24.1,-2,x
1664285143839,16.9,23.9,-1.9,x
1664285143855.9,16.9,23.8,-1.8,x
1664285143872.7,16.7,23.7,-1.6,x
1664285143940.2,15.1,24.2,-2.2,x
1664285143958.2,14.4,24.1,-1.1,x
1664285143972.7,14.2,24,-0.5,x
1664285143989.7,13.9,23.8,0.7,x
1664285144005.7,13.7,23.9,1.5,x
1664285144022.9,13.5,24.1,1.7,x
1664285144038.7,13.2,24.4,1.8,x
1664285144064.5,12.6,24.7,2.1,x
1664285144072.3,12.3,24.8,2.3,x
1664285144088.9,11.9,25.1,2.7,x
1664285144105.5,11.7,25.3,2.8,x
1664285144122.6,11.6,25.4,2.8,x
1664285144139.1,11.5,25.6,2.7,x
1664285144155.6,11.3,25.7,2.6,x
1664285144207.4,10.3,26.1,2.9,x
1664285144238.6,10,26.5,2.9,x
1664285144255.2,9.9,26.6,2.8,x
1664285144288.9,9.7,26.6,2.6,x
1664285144305.4,9.6,26.6,2.4,x
1664285144324,9.5,26.7,2.3,x
1664285144339,9.4,26.7,2.2,x
1664285144374.1,9.3,26.7,2.3,x
1664285144411.1,9.3,26.6,2.2,x
1664285144423,9.3,26.6,2.1,x
1664285144438.8,9.4,26.5,1.9,x
1664285144489.9,9.6,26.3,2,x
1664285144522.5,9.8,26.1,1.7,x
1664285144539,9.9,26,1.7,x
1664285144583.5,10.1,25.7,2,x
1664285144605.1,10.2,25.6,2.1,x
1664285144621.5,10.2,25.6,2.3,x
1664285144638.1,9.9,26.1,2.9,x
1664285144654.9,9.2,27.1,3.2,x
1664285144672.6,8.9,27.6,3.3,x
1664285144688.6,8.7,28.1,3.4,x
1664285144705,9,27.6,3.3,x
1664285144722.2,9.5,27.1,2.9,x
1664285144738.5,10.5,26.2,1.6,x
1664285144755.4,11.2,25.9,0.3,x
1664285144773.7,11.4,25.9,-0.2,x
1664285144789.2,11.5,26.3,-0.4,x
1664285144805.5,11.6,26.8,0.1,x
1664285144822.9,11.7,27,0.4,x
1664285144840.5,11.9,27.3,0.7,x
1664285144856.7,12.4,27.2,0.4,x
1664285144873.3,12.7,27.2,0,x
1664285144889.8,13.5,26.8,-0.7,x
1664285144906.5,14.2,26.4,-1.3,x
1664285144923.7,14.5,26.2,-1.4,x
1664285144938.8,14.9,25.8,-1.6,x
1664285144973.7,14.9,25.7,-1.5,x
1664285144989.4,14.7,25.8,-1.2,x
1664285145006.8,14.4,25.9,-1,x
1664285145039,14.1,26.1,-1,x
1664285145057,14,26.1,-1,x
1664285145089.7,13.8,26,-0.8,x
1664285145138.9,13.5,25.6,-0.1,x
1664285145173.4,13.4,25.3,0,x
1664285145188.6,13.3,25.1,0,x
1664285145205.5,13.3,25,-0.1,x
1664285145239,13.2,24.7,-0.1,x
1664285145255.6,13.1,24.4,-0.2,x
1664285145272.4,13.1,24.2,-0.3,x
1664285145289.1,13,23.9,-0.5,x
1664285145305.8,12.8,23.6,-0.5,x
1664285145323.3,12.7,23.5,-0.5,x
1664285145339.3,12.5,23.4,-0.3,x
1664285145356.9,12.2,23.5,0,x
1664285145373.4,12,23.6,0.2,x
1664285145390.1,11.6,23.9,0.4,x
1664285145408.5,11.2,24.4,0.5,x
1664285145422.3,10.9,24.7,0.5,x
1664285145438.4,10.4,25.3,0.7,x
1664285145458.3,9.9,25.9,1.5,x
1664285145474.4,9.6,26.3,2.9,x
1664285145489.7,9.7,26.4,3.6,x
1664285145505.6,10,26.8,4.3,x
1664285145521.9,10.2,27,4.3,x
1664285145538.4,10.4,27.4,3.8,x
1664285145555.2,10.3,27.5,3.5,x
1664285145573.1,9.8,27.6,3,x
1664285145589.1,9,27.6,2.9,x
1664285145605.9,8.7,27.5,2.9,x
1664285145631.9,8.4,27.4,2.9,x
1664285145672.4,8,26.5,2.4,x
1664285145688.6,8,26.4,1.9,x
1664285145705.6,7.8,26.3,1.6,x
1664285145722.6,7.6,26.3,1.5,x
1664285145739.1,7.3,26.2,1.6,x
1664285145757.1,7.1,26.3,1.7,x
1664285145773,7,26.4,1.8,x
1664285145789.1,6.9,26.6,1.9,x
1664285145806.2,6.8,26.7,1.9,x
1664285145822.9,6.7,27,2,x
1664285145839,6.5,27.2,2,x
1664285145856.9,6.4,27.3,2.1,x
1664285145873.3,6.4,27.4,2.1,x
1664285145906,6.6,27.6,2.1,x
1664285145942,6.9,27.8,2.2,x
1664285145955.2,7,27.9,2.2,x
1664285145971.7,7.3,28,2,x
1664285145989,7.5,28.2,2,x
1664285146005.3,7.6,28.2,2,x
1664285146022.1,7.8,28.3,2.1,x
1664285146038.7,8,28.5,2.2,x
1664285146055.4,8.3,28.6,2.1,x
1664285146100.9,8.9,28.8,1.6,x
1664285146121.8,9.2,28.9,1.4,x
1664285146138.4,9.4,28.9,1.5,x
1664285146155.7,9.4,29,1.6,x
1664285146172.2,9.4,29,1.7,x
1664285146188.8,9.4,28.8,2.1,x
1664285146206.9,9.5,28.5,2.6,x
1664285146222.4,10.2,27.3,3.4,x
1664285146238.3,11.6,26.1,3.1,x
1664285146255.3,12.4,25.7,2.3,x
1664285146271.6,13.6,25.3,0.6,x
1664285146287.6,13.9,25.4,0,x
1664285146304.3,13.5,26.4,-0.7,x
1664285146322.8,12.8,27.6,-0.1,x
1664285146338.3,12.5,28.2,0.3,x
1664285146354.8,12.1,29.1,1.1,x
1664285146371.7,12,29.5,1.3,x
1664285146388.3,12.3,30,1.2,x
1664285146404.9,12.9,30.1,0.5,x
1664285146421.7,13.3,30.1,0,x
1664285146438.9,14,29.9,-0.9,x
1664285146456.4,14.2,29.9,-1.2,x
1664285146472.4,14.3,29.9,-1.6,x
1664285146489.1,14.3,30.1,-1.7,x
1664285146505.8,14.2,30.3,-1.6,x
1664285146523.1,14.2,30.3,-1.5,x
1664285146539.7,14.1,30.3,-1.3,x
1664285146588.7,14,29.4,-0.1,x
1664285146607.2,14.2,29,0,x
1664285146622.1,14.2,28.9,-0.1,x
1664285146638.8,14.3,28.8,-0.4,x
1664285146659.2,14.2,28.9,-0.7,x
1664285146705.3,14,28.9,-0.8,x
1664285146738.9,13.8,28.8,-0.9,x
1664285146773.2,13.7,28.6,-1,x
1664285146788.9,13.6,28.5,-1.2,x
1664285146822.8,13.4,28.4,-1.4,x
1664285146838.8,13.1,28.4,-1.4,x
1664285146855.2,13,28.4,-1.3,x
1664285146872.3,12.6,28.3,-1.2,x
1664285146888.7,12.4,28.1,-1.1,x
1664285146905.3,12.2,28.1,-1.1,x
1664285146921.8,11.9,28.2,-1.5,x
1664285146942,11.4,28.4,-2,x
1664285146955.1,10.7,28.3,-1.7,x
1664285146971.5,10.3,28.1,-1.1,x
1664285146988.6,9.9,27.4,0.5,x
1664285147029.3,10.8,27,1.2,x
1664285147038.2,11.1,27.1,0.9,x
1664285147054.9,11.2,27.5,0.1,x
1664285147071.9,11.1,27.6,-0.2,x
1664285147089.1,10.5,28,-0.6,x
1664285147106.3,9.8,28.2,-0.5,x
1664285147122.6,9.5,28.3,-0.3,x
1664285147138.9,9.1,28.1,0.3,x
1664285147156.6,9.1,27.7,1.1,x
1664285147172.7,9.1,27.4,1.5,x
1664285147189.1,9.4,26.9,1.9,x
1664285147207.2,9.6,26.5,1.9,x
1664285147222.5,9.7,26.3,1.7,x
1664285147238.9,9.7,26.3,1.3,x
1664285147255.8,9.5,26.4,1.2,x
1664285147273.8,9.2,26.5,1.2,x
1664285147289.3,8.9,26.7,1.2,x
1664285147305.6,8.7,27,1.1,x
1664285147323.3,8.6,27.2,1.1,x
1664285147338.9,8.6,27.3,1,x
1664285147355.5,8.6,27.2,1.1,x
1664285147374.3,8.6,27.1,1.2,x
1664285147389,8.8,26.9,1.4,x
1664285147405.5,9.1,26.7,1.4,x
1664285147423.8,9.3,26.6,1.3,x
1664285147438.9,9.7,26.5,1.1,x
1664285147455.7,9.8,26.4,0.9,x
1664285147477.7,10.3,26.1,0.6,x
1664285147489,10.5,26.1,0.6,x
1664285147505.6,10.8,26.1,0.5,x
1664285147523.3,11,26.1,0.5,x
1664285147539,11.3,26.3,0.5,x
1664285147555.5,11.5,26.3,0.6,x
1664285147573.8,11.8,26.3,0.6,x
1664285147589.1,12.1,26.3,0.5,x
1664285147605.4,12.5,26.3,0.4,x
1664285147623.3,12.6,26.3,0.4,x
1664285147639.2,12.9,26.3,0.6,x
1664285147655.5,13.1,26.2,0.9,x
1664285147674.4,13.2,26.2,1.1,x
1664285147693.5,13.5,26.3,1.2,x
1664285147707.8,13.7,26.6,1.2,x
1664285147724.4,13.9,26.8,1.2,x
1664285147738.4,14,26.9,1.4,x
1664285147755.1,14.5,26.5,2,x
1664285147773.2,14.9,26.2,2.2,x
1664285147789.1,16.1,25.5,1.6,x
1664285147805.7,17.3,25.1,0.3,x
1664285147822.4,17.8,25,-0.3,x
1664285147838.9,18.2,25,-1,x
1664285147856.9,18.2,25.2,-1,x
1664285147873.2,18.2,25.5,-0.8,x
1664285147889.1,18.2,26.2,-0.3,x
1664285147905.7,18.3,26.5,-0.1,x
1664285147964.3,19.7,27.4,-1.2,x
1664285147971.9,19.9,27.2,-1.5,x
1664285147988.5,20.3,27.1,-1.8,x
1664285148005.1,20.4,27.1,-1.9,x
1664285148038.8,20.3,27.4,-1.8,x
1664285148072.8,20.2,27.6,-1.5,x
1664285148089.5,20.2,27.6,-1.3,x
1664285148106.6,20.2,27.4,-1.1,x
1664285148122.2,20.3,27.3,-1,x
1664285148138.9,20.4,27,-0.9,x
1664285148159.3,20.4,26.8,-0.8,x
1664285148171.8,20.3,26.8,-0.8,x
1664285148205.6,20.1,26.9,-0.9,x
1664285148222.3,19.9,26.9,-0.9,x
1664285148239.1,19.7,26.9,-0.8,x
1664285148257.2,19.6,26.9,-0.8,x
1664285148272.8,19.5,26.9,-0.8,x
1664285148289.1,19.2,26.9,-0.9,x
1664285148306.7,18.9,27,-0.8,x
1664285148322.4,18.7,27,-0.7,x
1664285148338.8,18.3,27,-0.4,x
1664285148357.7,18,27,-0.3,x
1664285148372.6,18,27,-0.2,x
1664285148389.3,17.7,26.9,-0.2,x
1664285148405.5,17.5,26.8,-0.3,x
1664285148422.7,17.3,26.7,-0.3,x
1664285148438.9,16.9,26.7,-0.3,x
1664285148456.9,16.6,27.1,-0.5,x
1664285148473.3,16.5,27.4,-0.6,x
1664285148489.2,16.3,27.7,-0.7,x
1664285148538.2,15.2,29.3,-0.8,x
1664285148555.2,14.7,29.4,0,x
1664285148573.2,14.4,29.5,0.5,x
1664285148590.7,13.9,29.8,1.6,x
1664285148606.2,13.5,30,2.5,x
1664285148623,13.2,30.1,2.8,x
1664285148638.8,12.8,30.1,3.2,x
1664285148655.4,12.5,30,3.1,x
1664285148672.8,12.4,30.1,3,x
1664285148688.4,12.4,30.2,2.7,x
1664285148705.9,12.3,30.5,2.6,x
1664285148725.2,12.2,30.8,2.6,x
1664285148738.7,12,30.9,2.7,x
1664285148761.7,11.7,31.1,2.9,x
1664285148772,11.5,31.2,3,x
1664285148788.8,11.3,31.1,3.2,x
1664285148806.6,11.1,30.8,3.4,x
1664285148822.6,11,30.7,3.4,x
1664285148839,11,30.5,3.4,x
1664285148856.9,11,30.2,3.3,x
1664285148902.1,11,29.9,3,x
1664285148921.7,11.1,29.9,2.8,x
1664285148938.4,11.2,29.9,2.6,x
1664285148955.3,11.3,29.9,2.5,x
1664285148972.3,11.3,29.8,2.5,x
1664285148989,11.2,29.6,2.5,x
1664285149006.9,11.1,29.4,2.6,x
1664285149022.1,11.1,29.3,2.7,
1664285149060.9,10.9,29,3.1,
1664285149071,10.9,29.1,3.2,
1664285149087.5,10.9,29,3.5,
