time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652897319488.7,94.1,44.3,-1.5,x
1652897319504.9,94.1,44.2,-1.5,x
1652897319621.7,94.1,44.1,-1.4,x
1652897319655,94.1,44.1,-1.3,x
1652897319687.9,94.1,44,-1.2,x
1652897319709.4,94,44,-1.2,x
1652897319721,94,43.9,-1.1,x
1652897319754.4,94,43.8,-1.1,x
1652897319787.7,94.1,43.8,-1.1,x
1652897319837.7,94,43.9,-1.1,x
1652897319854.4,94,43.9,-1,x
1652897319904.5,94,44,-1.1,x
1652897320054.4,94,44,-1.2,x
1652897320121,94,44.1,-1.2,x
1652897320187.8,94,44,-1.2,x
1652897320254.4,94,43.9,-1.1,x
1652897320271.1,93.9,43.8,-1.1,x
1652897320337.7,94,43.8,-1.2,x
1652897320387.6,94,43.8,-1.1,x
1652897320404.6,94,43.8,-1.2,x
1652897320504.4,94,43.7,-1.3,x
1652897320537.7,94,43.7,-1.4,x
1652897320638.4,94,43.8,-1.4,x
1652897320704.4,94,43.9,-1.3,x
1652897320804.3,94,44,-1.4,x
1652897321087.7,94,43.8,-1.4,x
1652897321121,94,43.8,-1.3,x
1652897321288.6,93.9,43.8,-1.1,x
1652897321321,93.9,43.8,-1.2,x
1652897321404.4,93.9,43.7,-1.2,x
1652897321438.2,93.9,43.7,-1.1,x
1652897321488.7,93.9,43.7,-1.2,x
1652897321521.1,93.9,43.7,-1.1,x
1652897321555.7,93.9,43.8,-1.2,x
1652897321621.4,93.9,43.7,-1.1,x
1652897321721.9,93.9,43.7,-1.2,x
1652897322304.8,93.9,43.7,-1.1,x
1652897322388.4,93.8,43.7,-1,x
1652897322421.8,93.8,43.8,-1,x
1652897322455.7,93.8,43.7,-1,x
1652897322554.4,93.8,43.8,-1,x
1652897322605.1,93.9,43.9,-1,x
1652897322621.1,93.9,43.9,-1.1,x
1652897322655.1,93.9,43.8,-1.1,x
1652897322821.7,93.9,43.8,-1.2,x
1652897322888.4,94,43.9,-1.2,x
1652897322955.1,94,43.9,-1.4,x
1652897323004.3,94.1,43.9,-1.5,x
1652897323038,94.1,43.9,-1.6,x
1652897323087.7,94.2,44,-1.7,x
1652897323121.7,94.2,44.1,-1.7,x
1652897323221,94.3,44.2,-1.8,x
1652897323271.7,94.3,44.1,-1.8,x
1652897323305.1,94.3,44.1,-1.9,x
1652897323322,94.3,44,-1.9,x
1652897323372.4,94.4,44.1,-2,x
1652897323424.5,94.4,44.1,-2.1,x
1652897323438.4,94.4,44.2,-2.1,x
1652897323487.7,94.5,44.2,-2.2,x
1652897323671.9,94.5,44.2,-2.1,x
1652897323771.8,94.4,44.1,-2,x
1652897323838.5,94.4,44,-1.8,x
1652897323922.3,94.3,43.9,-1.6,x
1652897323971.1,94.3,43.9,-1.5,x
1652897324004.4,94.2,43.9,-1.4,x
1652897324071,94.2,43.9,-1.3,x
1652897324087.7,94.2,43.8,-1.3,x
1652897324171.9,94.1,43.8,-1.1,x
1652897324856.2,94.1,43.8,-1,x
1652897324871.9,94.1,43.8,-1.1,x
1652897324888.4,94.1,43.8,-1,x
1652897325189.1,94.1,43.8,-1.1,x
1652897325254.3,94.1,43.8,-1,x
1652897325555.4,94.1,43.8,-1.1,x
1652897325671.6,94.1,43.8,-1,x
1652897325688.9,94.1,43.7,-1,x
1652897325738.6,94.1,43.8,-1,x
1652897325887.6,94.1,43.7,-1,x
1652897325988.8,94.1,43.8,-1,x
1652897326121,94.1,43.7,-1,x
1652897326171.6,94.1,43.8,-1,x
1652897326221,94.1,43.8,-1.1,x
1652897326572.1,94.1,43.9,-1.1,x
1652897326655,94.2,43.9,-1.2,x
1652897326704.2,94.1,43.9,-1.1,x
1652897326771.4,94.2,43.9,-1.2,x
1652897327004.2,94.3,43.9,-1.3,x
1652897327054.9,94.3,44,-1.4,x
1652897327255.2,94.4,44.1,-1.5,x
1652897327271.6,94.4,44.1,-1.6,x
1652897327304.3,94.4,44,-1.6,x
1652897327404.9,94.4,44.1,-1.6,x
1652897327520.9,94.5,44,-1.6,x
1652897327738.7,94.4,44,-1.5,x
1652897327937.6,94.3,43.9,-1.3,x
1652897327987.6,94.2,43.9,-1.3,x
1652897328155,94.2,43.9,-1.1,x
1652897328170.9,94.2,43.8,-1.1,x
1652897328221.5,94.1,43.9,-1.1,x
1652897328287.6,94.1,43.8,-1.1,x
1652897328371.8,94.1,43.8,-1,x
1652897328671.5,94,43.8,-1,x
1652897328688.2,94.1,43.8,-1,x
1652897328723,94,43.8,-1,x
1652897328754.2,94.1,43.8,-1,x
1652897328787.5,94.1,43.7,-1,x
1652897329038.8,94.1,43.6,-1,x
1652897329120.9,94,43.6,-1,x
1652897329155,94.1,43.6,-1,x
1652897329520.9,94.1,43.5,-1,x
1652897329538.8,94.1,43.5,-1.1,x
1652897330537.9,94.2,43.5,-1.2,x
1652897330656.2,94.2,43.6,-1.2,x
1652897330848.2,94.3,43.7,-1.3,x
1652897330888.2,94.3,43.7,-1.4,x
1652897331288.6,94.3,43.7,-1.3,x
1652897331338.6,94.2,43.7,-1.3,x
1652897331454.1,94.2,43.6,-1.3,x
1652897331521.9,94.2,43.7,-1.2,x
1652897331605.2,94.1,43.6,-1.2,x
1652897331638.2,94.1,43.6,-1.1,x
1652897331888.6,94.1,43.6,-1,x
1652897331920.7,94.1,43.6,-1.1,x
1652897332804.7,94.1,43.6,-1.2,x
1652897333320.6,94.3,43.6,-1.3,x
1652897333371.4,94.3,43.6,-1.4,x
1652897333421.5,94.3,43.5,-1.4,x
1652897333488,94.3,43.6,-1.4,x
1652897333623.7,94.3,43.5,-1.4,x
1652897333705.2,94.3,43.6,-1.4,x
1652897334171.8,94.3,43.5,-1.5,x
1652897334188,94.3,43.6,-1.5,x
1652897334254,94.3,43.5,-1.4,x
1652897334371.3,94.3,43.6,-1.4,x
1652897334488,94.3,43.5,-1.4,x
1652897334638.5,94.3,43.6,-1.4,x
1652897334704.6,94.3,43.5,-1.4,x
1652897334871.8,94.3,43.6,-1.4,x
1652897334904.6,94.3,43.5,-1.4,x
1652897335004.6,94.3,43.5,-1.3,x
1652897335021.7,94.3,43.6,-1.3,x
1652897335038.5,94.3,43.5,-1.3,x
1652897335055.1,94.3,43.6,-1.4,x
1652897335187.9,94.3,43.5,-1.3,x
1652897335220.4,94.2,43.6,-1.3,x
1652897335388.6,94.2,43.5,-1.3,x
1652897335487.2,94.2,43.6,-1.3,x
1652897335903.9,94.2,43.5,-1.3,x
1652897335953.9,94.2,43.6,-1.3,x
1652897336004.6,94.2,43.5,-1.3,x
1652897336137.2,94.2,43.6,-1.2,x
1652897336253.9,94.2,43.5,-1.2,x
1652897336388,94.2,43.6,-1.2,x
1652897336903.8,94.2,43.5,-1.2,x
1652897336988.3,94.2,43.6,-1.2,x
1652897337104.3,94.2,43.5,-1.2,x
1652897337253.9,94.2,43.6,-1.3,x
1652897337371.2,94.2,43.5,-1.3,x
1652897337404.2,94.3,43.6,-1.3,x
1652897337455,94.3,43.6,-1.4,x
1652897337704.5,94.4,43.7,-1.5,x
1652897337720.4,94.4,43.7,-1.6,x
1652897337754.5,94.4,43.6,-1.6,x
1652897337837.2,94.4,43.7,-1.6,x
1652897337871.2,94.5,43.7,-1.7,x
1652897338053.8,94.5,43.7,-1.6,x
1652897338322.3,94.4,43.7,-1.5,x
1652897338353.8,94.4,43.6,-1.5,x
1652897338605.2,94.2,43.6,-1.3,x
1652897338687.8,94.2,43.5,-1.2,x
1652897338937.1,94.2,43.6,-1.2,x
1652897339153.8,94.1,43.7,-1.2,x
1652897339303.9,94.1,43.7,-1.1,x
1652897339354.6,94.1,43.7,-1.2,x
1652897339388.2,94.1,43.7,-1.1,x
1652897339404.4,94.1,43.6,-1.1,x
1652897339454.4,94.2,43.6,-1.2,x
1652897339471.5,94.2,43.6,-1.1,x
1652897339504.5,94.1,43.5,-1.1,x
1652897339520.4,94.1,43.5,-1,x
1652897339587.1,94.1,43.5,-1.1,x
1652897339621.2,94.1,43.6,-1.1,x
1652897339637.8,94.1,43.6,-1,x
1652897339854.4,94.1,43.7,-0.9,x
1652897340254.9,94.1,43.8,-1,x
1652897340271.1,94.2,43.8,-1.1,x
1652897340287,94.2,44,-1.2,x
1652897340321.5,94.3,44.2,-1.2,x
1652897340337.7,94.5,44.4,-1.2,x
1652897340355,94.7,44.4,-1.2,x
1652897340371.6,94.7,44.5,-1.1,x
1652897340387.8,94.7,44.4,-0.8,x
1652897340403.7,94.5,44.6,-0.4,x
1652897340420.9,94.2,45.1,0.1,x
1652897340438,94.2,45.3,0.3,x
1652897340453.7,94.2,45.8,0.6,x
1652897340470.4,94.2,46.4,1,x
1652897340487.8,94.1,46.8,1.2,x
1652897340504.5,93.9,47.4,1.8,x
1652897340520.3,93.6,47.9,2.6,x
1652897340538.3,93.6,48.1,2.9,x
1652897340554.4,93.5,48.4,3.3,x
1652897340571.1,93.1,48.7,3.9,x
1652897340587.1,92.7,49,5,x
1652897340604.6,92.6,49.1,5.8,x
1652897340621,92.5,49.1,7.8,x
1652897340637,92.4,49.2,9.9,x
1652897340655.8,92.4,49.5,11.7,x
1652897340671.5,92.4,49.7,12.4,x
1652897340687.7,92.4,50.1,13.5,x
1652897340703.7,92.2,50.5,14.7,x
1652897340721.5,92.1,50.6,15.2,x
1652897340737.7,91.9,50.9,16.4,x
1652897340753.7,91.8,51.2,17.4,x
1652897340771.9,91.7,51.4,17.9,x
1652897340787.8,91.5,51.8,18.8,x
1652897340804.4,91.3,52.1,19.6,x
1652897340825.3,91.1,52.4,20.3,x
1652897340838.1,91,52.5,20.6,x
1652897340854.2,90.7,52.8,21.3,x
1652897340870.9,90.6,52.9,21.9,x
1652897340888.2,90.5,53,22.2,x
1652897340903.5,90.4,53.1,22.7,x
1652897340936.9,90.6,53.1,22.6,x
1652897340953.6,90.5,53.2,22.6,x
1652897340970.3,90.5,53.2,22.5,
