time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658226435359.3,10.8,1.2,1.9,x
1658226435492.3,10.8,1.2,2.1,x
1658226435543.2,10.9,1.3,2,x
1658226435642.3,10.8,1.4,1.9,x
1658226435759.3,10.8,1.5,2.1,x
1658226435859.3,10.9,1.5,2,x
1658226436025.8,10.9,1.6,1.8,x
1658226436092.4,10.8,1.6,1.9,x
1658226436242.5,10.9,1.5,2,x
1658226436309.4,10.9,1.6,1.9,x
1658226436375.7,10.9,1.6,1.8,x
1658226436426.1,10.9,1.5,1.8,x
1658226436476.2,10.9,1.6,1.8,x
1658226436511.4,10.8,1.5,1.9,x
1658226436676.1,10.7,1.4,2.1,x
1658226436692.7,10.7,1.3,2.1,x
1658226436726.1,10.7,1.4,2.1,x
1658226436742.5,10.7,1.3,2.2,x
1658226436826.3,10.8,1.3,2.1,x
1658226436876.1,10.8,1.4,2.1,x
1658226436893.3,10.8,1.3,2.1,x
1658226436942.7,10.7,1.3,2,x
1658226436992.3,10.7,1.1,2,x
1658226437042.6,10.6,1.2,1.8,x
1658226437092.5,10.5,1.3,1.8,x
1658226437109.2,10.5,1.3,1.9,x
1658226437291.2,10.5,1.3,2.1,x
1658226437361.9,10.6,1.4,2.1,x
1658226437459.2,10.6,1.5,2,x
1658226437493.3,10.6,1.6,2,x
1658226437509.4,10.6,1.6,2.1,x
1658226437526.1,10.6,1.6,2,x
1658226437575.7,10.6,1.5,2.1,x
1658226437626.1,10.7,1.5,2,x
1658226437678,10.6,1.5,2.1,x
1658226437792.9,10.8,1.5,2.2,x
1658226437809.8,10.8,1.6,2.1,x
1658226437842.5,10.8,1.7,2.1,x
1658226437892.5,10.8,1.6,2.1,x
1658226437926,10.8,1.5,2.1,x
1658226437942.7,10.8,1.5,2,x
1658226437993.4,10.7,1.3,2.1,x
1658226438026.1,10.7,1.2,2.2,x
1658226438042.5,10.7,1.2,2.3,x
1658226438244.5,10.8,1.2,2.2,x
1658226438275.5,10.8,1.2,2.1,x
1658226438392.5,10.8,1.1,2.1,x
1658226438433.1,10.8,1.1,2.2,x
1658226438475.6,10.8,1,2.2,x
1658226438509.3,10.8,1.1,2.2,x
1658226438542.4,10.8,1,2.2,x
1658226438559.5,10.8,1,2.3,x
1658226438575.8,10.8,1.1,2.3,x
1658226438631.9,10.8,1,2.3,x
1658226438642.4,10.8,1,2.4,x
1658226438758.8,10.8,1.1,2.3,x
1658226438811.4,10.8,1.2,2.3,x
1658226438992.5,10.8,1.2,2.4,x
1658226439076.1,10.8,1.1,2.4,x
1658226439142.6,10.8,1,2.4,x
1658226439206.5,10.8,1.1,2.3,x
1658226439225.7,10.9,1.2,2.3,x
1658226439242.2,10.9,1.2,2.4,x
1658226439275.6,10.9,1.2,2.3,x
1658226439342.4,10.9,1.1,2.3,x
1658226439426,10.9,1,2.2,x
1658226439476,10.9,1.1,2.3,x
1658226439492.8,10.9,1,2.2,x
1658226439526,11,1.1,2.3,x
1658226439579.8,11,1,2.2,x
1658226439692.3,11,0.9,2.1,x
1658226439726.5,11,0.9,2.2,x
1658226439859,10.9,1,2.3,x
1658226439909.9,11.1,1,2.3,x
1658226440025.5,11.1,0.9,2.2,x
1658226440192,11.1,0.9,2.3,x
1658226440208.9,11.1,0.9,2.4,x
1658226440258.7,11,0.8,2.3,x
1658226440293.3,10.9,0.8,2.2,x
1658226440309,10.7,1,2.1,x
1658226440325.7,10.6,1.1,2,x
1658226440342.9,10.5,1.2,2,x
1658226440475.9,10.4,1.4,1.8,x
1658226440526,10.3,1.3,1.8,x
1658226440592.9,10.7,1.3,2,x
1658226440609.3,11,1.4,2.1,x
1658226440626,11.3,1.5,2.1,x
1658226440646.1,11.5,1.4,1.9,x
1658226440709.7,11.7,1,1.8,x
1658226440742.4,11.7,0.6,1.7,x
1658226440759.2,11.7,0.5,1.7,x
1658226440777.7,11.7,0.3,1.6,x
1658226440793.3,11.6,0.1,1.5,x
1658226440809.1,11.6,0,1.4,x
1658226440825.7,11.5,-0.1,1.3,x
1658226440842.6,11.4,-0.2,1.3,x
1658226440892.4,11.3,-0.3,1.3,x
1658226440942.3,11.3,-0.2,1.4,x
1658226440975.9,11.3,-0.1,1.5,x
1658226441010.1,11.5,0,1.5,x
1658226441026,11.5,0.1,1.5,x
1658226441070.1,11.5,0.1,1.6,x
1658226441096.3,11.4,0,1.6,x
1658226441142.1,11.2,0,1.7,x
1658226441175.5,11.1,0.1,1.8,x
1658226441192.3,11,0.1,1.8,x
1658226441226,11,0.2,1.9,x
1658226441245.2,11,0.1,2,x
1658226441258.8,11.1,0.1,2,x
1658226441275.6,11,0,1.8,x
1658226441292.3,10.8,-0.1,1.6,x
1658226441309.1,10.7,-0.2,1.6,x
1658226441332.4,10.4,-0.5,1.5,x
1658226441342.3,10.4,-0.6,1.6,x
1658226441362.8,10.4,-0.8,1.7,x
1658226441393.2,10.4,-0.9,1.6,x
1658226441410.4,10.3,-0.9,1.5,x
1658226441426.9,10.3,-0.7,1.4,x
1658226441458.9,10.3,-0.5,1.4,x
1658226441475.5,10.4,-0.3,1.5,x
1658226441492.1,10.4,-0.1,1.5,x
1658226441525.6,10.4,0,1.4,x
1658226441542.3,10.4,0.1,1.3,x
1658226441575.9,10.4,0.2,1.4,x
1658226441592.8,10.5,0.3,1.5,x
1658226441625.8,10.5,0.5,1.5,x
1658226441690.4,10.5,0.6,1.5,x
1658226441725.5,10.5,0.7,1.6,x
1658226441778,10.5,0.9,1.7,x
1658226441808.5,10.5,1,1.6,x
1658226441825.1,10.5,1,1.5,x
1658226441858.6,10.5,1.1,1.5,x
1658226441875.5,10.5,1.2,1.5,x
1658226441908.9,10.6,1.2,1.3,x
1658226441975.3,10.6,1.1,1.3,x
1658226442009.1,10.6,1,1.3,x
1658226442041.9,10.7,0.8,1.4,x
1658226442091.9,10.8,0.6,1.4,x
1658226442141.8,10.8,0.5,1.5,x
1658226442191.9,10.7,0.5,1.6,x
1658226442225.2,10.8,0.3,1.6,x
1658226442241.8,10.8,0.3,1.5,x
1658226442275.2,10.8,0.5,1.5,x
1658226442291.9,10.8,0.6,1.6,x
1658226442342.5,10.8,0.5,1.5,x
1658226442376,10.8,0.6,1.5,x
1658226442392.8,10.8,0.6,1.6,x
1658226442444.7,10.9,0.7,1.5,x
1658226442495.3,10.8,0.6,1.6,x
1658226442542.2,10.9,0.5,1.5,x
1658226442626.9,11,0.6,1.5,x
1658226442794,10.9,0.5,1.4,x
1658226442827.4,10.8,0.4,1.3,x
1658226442876.8,10.9,0.5,1.4,x
1658226442927.5,11.1,0.3,1.5,x
1658226442958.6,11.2,0.2,1.5,x
1658226442993,11.3,0.3,1.6,x
1658226443077,11.2,0.5,1.4,x
1658226443093.6,10.9,0.5,1.3,x
1658226443109.9,10.6,0.5,1.1,x
1658226443125.8,10.5,0.5,1.1,x
1658226443142.3,10.3,0.6,1,x
1658226443175.9,10.2,0.7,1.1,x
1658226443209.5,10.2,0.9,1.2,x
1658226443275.8,10.3,0.7,1.4,x
1658226443292.3,10.5,0.6,1.4,x
1658226443310.2,10.6,0.6,1.5,x
1658226443325.8,10.7,0.5,1.6,x
1658226443342.2,10.9,0.5,1.7,x
1658226443375.8,10.9,0.3,1.7,x
1658226443534.4,10.9,0.3,1.6,x
1658226443542,10.9,0.2,1.6,x
1658226443575.3,10.8,0.2,1.5,x
1658226443642,10.8,0.2,1.6,x
1658226443658.8,10.8,0.2,1.5,x
1658226443709,10.8,0.3,1.4,x
1658226443792,10.7,0.2,1.2,x
1658226443825.4,10.6,0.2,1.1,x
1658226443860.1,10.6,0.1,1.1,x
1658226443898.1,10.6,0,1.1,x
1658226443925.5,10.6,0.1,1.1,x
1658226443977,10.5,0.1,1,x
1658226444009.1,10.5,0.1,0.8,x
1658226444026.9,10.4,0,0.8,x
1658226444042.5,10.4,-0.1,0.9,x
1658226444076.8,10.4,-0.2,1,x
1658226444092.2,10.4,-0.2,1.1,x
1658226444125.8,10.4,-0.1,1.1,x
1658226444175.8,10.6,-0.1,1.2,x
1658226444225.8,10.6,-0.2,1.2,x
1658226444242.5,10.6,-0.1,1.3,x
1658226444275.7,10.6,-0.2,1.3,x
1658226444342.2,10.6,-0.2,1.4,x
1658226444375.7,10.5,-0.2,1.4,x
1658226444426.8,10.4,-0.1,1.4,x
1658226444442.7,10.4,0,1.4,x
1658226444461.6,10.3,0.1,1.4,x
1658226444475.4,10.3,0.1,1.3,x
1658226444492,10.2,0.2,1.3,x
1658226444509.6,10.2,0.2,1.4,x
1658226444525.5,10.2,0.3,1.4,x
1658226444593.4,10.1,0.5,1.5,x
1658226444609.2,10,0.6,1.7,x
1658226444625.5,10.1,0.7,1.8,x
1658226444658.7,10,0.8,1.8,x
1658226444742.2,10,0.6,1.8,x
1658226444841.8,9.9,0.6,1.6,x
1658226444892,9.8,0.8,1.7,x
1658226444942.2,9.8,0.8,1.6,x
1658226444976.7,9.7,0.9,1.7,x
1658226445026.8,9.7,1.1,1.7,x
1658226445142.2,9.6,1.2,1.8,x
1658226445276.5,9.5,1.3,1.6,x
1658226445292.2,9.6,1.2,1.6,x
1658226445309,9.6,1.1,1.6,x
1658226445342.5,9.6,1.2,1.5,x
1658226445358.8,9.5,1.2,1.5,x
1658226445426.7,9.5,1.1,1.5,x
1658226445442.2,9.6,1.1,1.5,x
1658226445509.1,9.5,1.3,1.6,x
1658226445525.4,9.6,1.3,1.6,x
1658226445542.4,9.6,1.4,1.6,x
1658226445592.3,9.6,1.4,1.5,x
1658226445642.2,9.6,1.6,1.5,x
1658226445764.4,9.6,1.5,1.6,x
1658226445792,9.6,1.6,1.6,x
1658226445827.1,9.6,1.6,1.5,x
1658226445942.5,9.5,1.6,1.5,x
1658226445959.1,9.5,1.7,1.5,x
1658226445992,9.5,2,1.6,x
1658226446042.2,9.5,2.1,1.6,x
1658226446059.5,9.4,2.1,1.5,x
1658226446209.3,9.3,2.1,1.6,x
1658226446242.2,9.2,2.1,1.7,x
1658226446258.7,9.2,2,1.7,x
1658226446475.4,9.4,2,1.8,x
1658226446492.2,9.4,2.1,1.8,x
1658226446525.7,9.4,2.2,1.8,x
1658226446542.4,9.5,2.3,1.8,x
1658226446592.1,9.5,2.3,1.6,x
1658226446659.2,9.5,2.3,1.5,x
1658226446725.6,9.5,2.3,1.6,x
1658226446741.9,9.5,2.3,1.5,x
1658226446758.8,9.5,2.4,1.5,x
1658226446792,9.5,2.4,1.3,x
1658226446842,9.5,2.5,1.4,x
1658226446926.9,9.5,2.3,1.5,x
1658226447008.9,9.5,2.3,1.6,x
1658226447092.2,9.5,2.4,1.6,x
1658226447109.2,9.5,2.4,1.7,x
1658226447126,9.5,2.3,1.7,x
1658226447142,9.5,2.3,1.6,x
1658226447158.5,9.5,2.4,1.6,x
1658226447208.9,9.5,2.4,1.7,x
1658226447241.8,9.5,2.4,1.6,x
1658226447292.1,9.5,2.5,1.7,x
1658226447326.5,9.4,2.5,1.6,x
1658226447392.3,9.5,2.3,1.6,x
1658226447426.5,9.5,2.2,1.6,x
1658226447458.8,9.4,2.2,1.7,x
1658226447594.4,9.6,2.2,1.8,x
1658226447671.2,9.6,2.1,1.7,x
1658226447692.1,9.7,2.2,1.7,x
1658226447775.4,9.7,2.1,1.7,x
1658226447877,9.7,2.2,1.8,x
1658226447925.7,9.7,2.2,1.9,x
1658226447959.4,9.7,2.3,1.8,x
1658226447993.1,9.7,2.3,1.9,x
1658226448009.8,9.7,2.2,2,x
1658226448042.1,9.6,2.4,2.1,x
1658226448076.7,9.6,2.8,2.1,x
1658226448093.8,9.7,3.1,2.1,x
1658226448109.4,9.7,3.2,2.1,x
1658226448126.9,9.7,3.3,2.2,x
1658226448176,9.7,3.2,2.2,x
1658226448209.3,9.7,3.3,2.2,x
1658226448226.4,9.7,3.4,2.2,x
1658226448242.1,9.7,3.4,2.3,x
1658226448292.4,9.7,3.7,2.4,x
1658226448310.5,9.7,3.8,2.4,x
1658226448358.9,9.6,3.7,2.4,x
1658226448392.1,9.6,3.8,2.5,x
1658226448410.2,9.6,3.9,2.5,x
1658226448442.9,9.5,4.1,2.5,x
1658226448592.7,9.5,4.3,2.5,x
1658226448741.9,9.5,4.4,2.4,x
1658226448810.2,9.5,4.6,2.4,x
1658226448825.7,9.5,4.6,2.3,x
1658226448942.3,9.5,4.8,2.3,x
1658226449026.7,9.5,4.8,2.2,x
1658226449076.4,9.4,4.8,2.3,x
1658226449108.9,9.5,4.7,2.3,x
1658226449158.7,9.5,4.7,2.2,x
1658226449292.5,9.4,4.6,2.3,x
1658226449441.9,9.4,4.5,2.4,x
1658226449591.8,9.3,4.3,2.5,x
1658226449742.1,9.4,4.4,2.4,x
1658226450092,9.5,4.6,2.4,x
1658226450242,9.5,4.8,2.4,x
1658226450275.8,9.6,4.8,2.4,x
1658226450376.3,9.6,4.7,2.4,x
1658226450442.5,9.6,4.8,2.4,x
1658226450458.6,9.5,4.8,2.4,x
1658226450508.5,9.4,5,2.5,x
1658226450541.4,9.4,5.1,2.6,x
1658226450574.7,9.3,5.2,2.7,x
1658226450593.5,9.3,5.4,2.7,x
1658226450608.1,9.2,5.6,2.8,x
1658226450628,9.2,5.8,2.9,x
1658226450691.7,9.1,6,3.1,x
1658226450760.1,9.1,6.1,3.1,x
1658226450775.8,9.2,6.1,3.1,x
1658226450793.7,9.2,6,3.1,x
1658226450818.7,9.2,6.1,3.2,x
1658226450925.7,9.2,6.1,3.1,x
1658226451008.1,9.1,6.2,3,x
1658226451058.2,9.1,6.3,3,x
1658226451108.9,9.1,6.5,3,x
1658226451191.7,9,6.5,3.1,x
1658226451241.5,9.1,6.4,3,x
1658226451508.1,9.2,6.3,2.9,x
1658226451524.8,9.1,6.3,2.8,x
1658226451574.8,9.1,6.3,2.9,x
1658226451591.8,9.1,6.2,2.9,x
1658226451624.8,9.2,6.1,2.8,x
1658226451641.4,9.2,6,2.8,x
1658226451675.1,9.2,5.8,2.8,x
1658226451697.4,9.2,5.7,2.7,x
1658226451791.6,9.2,5.7,2.8,x
1658226451812.8,9.2,5.8,2.9,x
1658226451827.1,9.1,5.8,2.9,x
1658226451844.2,9.2,5.9,2.9,x
1658226451884.8,9.2,6,3.1,x
1658226451925.8,9.3,5.7,3.1,x
1658226451945,9.5,5.4,3.1,x
1658226451958.5,9.6,5.3,3,x
1658226451975,9.6,5.3,3.1,x
1658226452041.7,9.7,5.3,3,x
1658226452175.5,9.7,5.3,2.8,x
1658226452241.9,9.7,5.4,2.9,x
1658226452337.3,9.7,5.6,3,x
1658226452393.4,9.6,5.7,3.1,x
1658226452409.9,9.6,5.8,3.1,x
1658226452441.6,9.7,5.9,3.2,x
1658226452458.1,9.7,5.9,3.1,x
1658226452508.1,9.6,6.3,3.2,x
1658226452558.3,9.7,6.5,3.2,x
1658226452792,9.6,6.6,3.2,x
1658226452908.5,9.6,6.7,3.1,x
1658226452925.3,9.6,6.8,3.1,x
1658226452942.5,9.5,6.8,3.2,x
1658226452958.6,9.5,6.7,3.2,x
1658226452975.2,9.6,6.7,3.2,x
1658226452992.2,9.5,6.6,3.2,x
1658226453008.4,9.5,6.7,3.1,x
1658226453076.7,9.5,6.7,3.2,x
1658226453341.9,9.5,6.5,3.1,x
1658226453475.1,9.4,6.3,3.1,x
1658226453491.7,9.4,6.3,3.2,x
1658226453691.8,9.5,6.4,3.3,x
1658226453726.7,9.6,6.3,3.3,x
1658226453742.1,9.6,6.3,3.2,x
1658226453828.2,9.4,6.5,3.1,x
1658226453858,9.3,6.6,3.2,x
1658226453891.3,9.3,6.8,3.2,x
1658226453908,9.2,6.9,3.3,x
1658226453975.5,9.1,7,3.3,x
1658226454003.3,9.1,7.2,3.3,x
1658226454058.3,9,7.2,3.2,x
1658226454091.6,9,7.3,3.2,x
1658226454124.6,9,7.3,3.3,x
1658226454174.8,8.9,7.4,3.4,x
1658226454224.6,9,7.2,3.3,x
1658226454258.1,9.1,7.1,3.2,x
1658226454291.3,9.1,7,3.1,x
1658226454358,9.1,6.8,3.1,x
1658226454391.3,9.1,6.8,3,x
1658226454408,9.1,6.7,3,x
1658226454458,9.1,6.5,3,x
1658226454524.6,9.1,6.3,2.9,x
1658226454608,9.1,6.2,2.9,x
1658226454658,9.1,6.3,2.9,x
1658226454691.3,9.1,6.2,2.9,x
1658226454724.7,9.1,6.2,2.8,x
1658226454774.6,9.1,6.1,2.9,x
1658226454808.2,9.1,6,2.8,x
1658226454841.6,9.2,6,2.8,x
1658226454958.5,9.2,5.8,2.8,x
1658226454991.8,9.2,5.9,2.9,x
1658226455092.4,9.1,5.9,2.8,x
1658226455167.8,9.2,5.8,2.9,x
1658226455178.9,9.2,5.8,2.8,x
1658226455208.2,9.1,5.7,2.9,x
1658226455258.3,9.2,5.7,3,x
1658226455292,9.2,5.8,3,x
1658226455458.4,9.2,5.7,3,x
1658226455492,9.1,5.7,2.9,x
1658226455541.8,9.1,5.7,2.8,x
1658226455591.8,9.1,5.8,2.9,x
1658226455658.4,9.1,6,3,x
1658226455708.4,9.1,6.1,3,x
1658226455725.3,9.1,6.1,3.1,x
1658226455742,9.1,6.1,3,x
1658226455791.8,9.2,6.2,3,x
1658226455808.4,9.2,6.3,3,x
1658226455859.3,9.2,6.4,2.8,x
1658226455892.1,9.2,6.4,2.7,x
1658226455908.4,9.2,6.5,2.6,x
1658226455942,9.2,6.5,2.4,x
1658226455975.3,9.1,6.5,2.3,x
1658226456025.2,9.1,6.6,2.3,x
1658226456042,9.1,6.5,2.3,x
1658226456058.5,9.1,6.5,2.2,x
1658226456116.9,9.1,6.6,2.2,x
1658226456470.9,9,6.7,2.5,x
1658226456485.2,9,6.7,2.6,x
1658226456560,9.1,6.8,2.7,x
1658226456602.3,9.2,6.9,2.6,x
1658226456626.8,9.2,6.8,2.5,x
1658226456691.3,9.3,6.8,2.6,x
1658226456841.1,9.3,6.9,2.5,x
1658226456891.1,9.3,7,2.6,x
1658226457241.7,9.2,7.1,2.6,x
1658226457308.1,9.2,7.1,2.7,x
1658226457324.9,9.2,7.1,2.6,x
1658226457375.1,9.2,7.1,2.7,x
1658226457392.7,9.2,7,2.7,x
1658226457443.8,9.1,7.1,2.7,x
1658226457475.6,9.1,7.1,2.8,x
1658226457491.8,9.2,7.1,2.8,x
1658226457521.9,9.2,7,2.8,x
1658226457544.9,9.2,7.1,2.8,x
1658226457608.1,9.2,7.3,2.7,x
1658226457643.2,9.3,7.5,2.7,x
1658226457692.3,9.3,7.6,2.6,x
1658226457762.1,9.3,7.8,2.5,x
1658226457907.9,9.4,7.9,2.3,x
1658226457992.3,9.5,8.1,2.3,x
1658226458027.7,9.5,8.2,2.3,x
1658226458060.4,9.5,8.2,2.2,x
1658226458093.9,9.6,8.3,2.2,x
1658226458143.3,9.6,8.6,2.2,x
1658226458161.6,9.6,8.8,2.2,x
1658226458175.6,9.6,9,2.3,x
1658226458199,9.6,9.2,2.4,x
1658226458242.6,9.6,9.5,2.4,x
1658226458260.4,9.6,9.6,2.4,x
1658226458277.1,9.6,9.8,2.4,x
1658226458311.5,9.7,9.9,2.3,x
1658226458325.9,9.7,9.9,2.2,x
1658226458341.7,9.8,10,2.1,x
1658226458359.4,10,10.3,1.7,x
1658226458394,10.1,10.5,1.7,x
1658226458410.8,10.1,10.7,1.9,x
1658226458451,10.1,10.9,2.3,x
1658226458465.1,10.1,10.9,2.4,x
1658226458491.2,10.1,11.1,2.6,x
1658226458509.2,10.1,11.4,2.6,x
1658226458559.5,10.5,13,3.7,x
1658226458576.4,10.4,13.3,3.8,x
1658226458594.4,10.3,14.1,3.8,x
1658226458608.2,10.4,14.7,3.6,x
1658226458625.3,10.4,15,3.5,x
1658226458641.5,10.4,15.4,3.2,x
1658226458658.2,10.3,15.6,3.1,x
1658226458674.9,10.3,15.8,3,x
1658226458708.3,10.3,15.9,2.8,x
1658226458725.5,10.4,16,2.7,x
1658226458741.9,10.4,16.1,2.5,x
1658226458774.9,10.5,16.3,2.3,x
1658226458791.9,10.7,16.3,2.1,x
1658226458808.5,10.7,16.1,1.8,x
1658226458825.7,10.7,16,1.7,x
1658226458841.9,10.7,15.6,1.4,x
1658226458858.6,10.7,15.5,1.3,x
1658226458875.6,10.6,15.3,1.2,x
1658226458892,10.5,15.1,0.9,x
1658226458908.3,10.5,15,0.8,x
1658226458925.6,10.4,14.8,0.4,x
1658226458941.7,10.4,14.8,-0.1,x
1658226458958.3,10.4,14.9,-0.3,x
1658226458991.7,10.5,15.2,-0.3,x
1658226459025.6,10.6,15.6,-0.4,x
1658226459041.9,10.6,15.9,-0.5,x
1658226459058.3,10.6,16.1,-0.6,x
1658226459074.9,10.6,16.4,-0.9,x
1658226459091.8,10.6,16.7,-1.2,x
1658226459108.3,10.7,16.9,-1.3,x
1658226459125.5,10.8,17.3,-1.4,x
1658226459141.7,10.9,17.6,-1.4,x
