time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1666170587309.9,51.5,29.3,-7.5,x
1666170587319.7,50.1,28.9,-7.4,x
1666170587336.2,49.4,28.8,-7.4,x
1666170587352.9,48.2,28.6,-7.6,x
1666170587369.6,46.5,28.3,-8.2,x
1666170587386.3,46,28.2,-8.4,x
1666170587402.9,45,27.9,-8.8,x
1666170587419.6,44.5,27.6,-9,x
1666170587436.2,43.2,26.8,-9.1,x
1666170587452.9,41.6,25.8,-9,x
1666170587469.8,40.7,25.2,-8.8,x
1666170587502.8,38.4,23.9,-7.6,x
1666170587520.7,37.5,23.6,-6.8,x
1666170587537.1,37.2,23.6,-6.2,x
1666170587552.9,37.6,23.3,-6.5,x
1666170587569.6,37.9,23,-6.9,x
1666170587586.2,38.4,22.2,-7.8,x
1666170587602.8,38.8,21.5,-8.3,x
1666170587619.7,39,21.4,-8.4,x
1666170587636.2,39.4,21.7,-7.9,x
1666170587653.9,39.7,22.1,-7.6,x
1666170587669.7,40.7,23.2,-6.9,x
1666170587686.2,42.1,24.6,-6.5,x
1666170587702.9,43.8,25.9,-6.9,x
1666170587719.6,44.8,26.4,-7.4,x
1666170587736.2,46.7,27.2,-8.8,x
1666170587753.3,47.7,27.4,-9.5,x
1666170587770,49.4,27.9,-10.8,x
1666170587786.4,50.8,28.5,-11.6,x
1666170587803.5,51.3,28.9,-11.8,x
1666170587819.6,52.3,29.8,-12.1,x
1666170587836.2,52.7,30.2,-12.2,x
1666170587852.9,54,31.2,-12.4,x
1666170587869.5,54.4,31.5,-12.5,x
1666170587902.9,55.9,32.8,-12.9,x
1666170587920,56.2,33.1,-12.9,x
1666170587940.6,56.8,33.6,-12.9,x
1666170587952.9,57.2,34,-12.7,x
1666170587969.7,57.4,34.1,-12.6,x
1666170587986.1,57.7,34.2,-12.5,x
1666170588002.9,58.1,34.2,-12.5,x
1666170588020.1,58.2,34.2,-12.5,x
1666170588036.3,58.4,34,-12.6,x
1666170588052.8,58.4,33.7,-12.8,x
1666170588069.9,58.3,33.4,-12.9,x
1666170588086.7,57.8,32.8,-12.6,x
1666170588102.8,57.1,31.8,-12,x
1666170588119.5,56.6,31.2,-11.6,x
1666170588136.2,55.4,29.5,-11,x
1666170588153,53.8,27.4,-10.8,x
1666170588170.4,53,26.3,-10.7,x
1666170588186.2,51.2,24.5,-10.3,x
1666170588219.5,49.6,23.9,-8.8,x
1666170588236.9,49.6,24.5,-8.3,x
1666170588253.5,49.8,24.9,-8.4,x
1666170588269.9,50.5,25.8,-9.2,x
1666170588286.4,50.8,26.1,-9.8,x
1666170588302.8,51.2,26.6,-10.9,x
1666170588319.9,51,26.7,-11.5,x
1666170588336.1,50.1,26.6,-11.6,x
1666170588352.8,48.8,26.3,-11.1,x
1666170588369.5,48.1,26.2,-10.8,x
1666170588386.2,46.6,26.1,-9.9,x
1666170588402.9,45.9,26.2,-9.5,x
1666170588433.2,44.1,26.7,-8.6,x
1666170588452.9,42.8,27.3,-8.1,x
1666170588469.7,42.4,27.5,-8,x
1666170588486.4,41.7,27.7,-7.9,x
1666170588502.9,40.9,27.5,-7.9,x
1666170588519.6,40.5,27.4,-7.9,x
1666170588536.5,40.1,27.2,-7.8,x
1666170588552.8,38.7,26.3,-7.6,x
1666170588569.5,38.3,26,-7.5,x
1666170588586.2,37.4,25.4,-6.9,x
1666170588619.7,36.8,24.7,-5.9,x
1666170588636.2,36.9,24.3,-5.3,x
1666170588652.9,37.5,24.3,-5,x
1666170588686.2,38.5,24.2,-5,x
1666170588702.8,39.7,24.1,-5.4,x
1666170588719.7,40.7,23.8,-5.7,x
1666170588736.2,41.6,23.8,-5.6,x
1666170588752.9,42.6,24.4,-5,x
1666170588769.5,43.3,24.8,-4.7,x
1666170588786.3,44.9,25.8,-4.3,x
1666170588802.9,46.8,26.7,-4.6,x
1666170588819.5,47.8,26.9,-5,x
1666170588836.4,48.8,27.1,-5.5,x
1666170588852.8,51.6,27.4,-7.4,x
1666170588869.5,52.4,27.4,-7.9,x
1666170588886.1,53.6,27.7,-8.4,x
1666170588902.8,54.6,28.2,-8.5,x
1666170588919.4,55,28.5,-8.4,x
1666170588936.1,55.8,29.2,-8.3,x
1666170588952.9,56.6,29.8,-8.2,x
1666170588969.5,57,30.1,-8.2,x
1666170588986.2,57.6,30.6,-8.2,x
1666170589002.9,57.9,30.8,-8.2,x
1666170589019.6,58.3,31.1,-8.3,x
1666170589036.2,58.7,31.2,-8.3,x
1666170589052.9,59,31.2,-8.4,x
1666170589069.5,59.4,31.2,-8.6,x
1666170589087.2,59.6,31.2,-8.7,x
1666170589102.9,59.7,31.1,-8.9,x
1666170589136.3,59.6,31,-8.9,x
1666170589152.9,59.1,30.4,-8.7,x
1666170589169.5,58.8,30.1,-8.5,x
1666170589186.4,58.5,29.8,-8.4,x
1666170589202.9,57.3,28.4,-7.8,x
1666170589236.2,56.1,26.8,-7.6,x
1666170589252.9,54.4,24.6,-7.6,x
1666170589274.6,53.5,23.4,-7.7,x
1666170589286.4,50.9,20.1,-7.4,x
1666170589302.8,50.3,19.5,-7.2,x
1666170589319.5,49.7,19.3,-6.8,x
1666170589352.8,50.2,20.3,-6.8,x
1666170589369.5,51.1,21.3,-7.6,x
1666170589386.1,52.2,22.2,-8.6,x
1666170589403.4,52.5,22.6,-9.1,x
1666170589419.5,52.7,23.3,-9.9,x
1666170589436.1,52.2,23.6,-10,x
1666170589452.8,51.8,23.7,-9.9,x
1666170589473.4,50.7,23.6,-9.5,x
1666170589486.5,50.1,23.5,-9.2,x
1666170589502.8,48.2,23.7,-8.4,x
1666170589519.5,47.6,23.9,-8.1,x
1666170589536.2,47.1,24.1,-7.9,x
1666170589552.9,46.1,24.6,-7.5,x
1666170589569.4,45.4,24.9,-7.4,
1666170589598.4,44.4,25.2,-7.8,
1666170589619.4,43.6,25.3,-8.2,
1666170589636.1,42.7,25.4,-8.4,
1666170589652.8,42.2,25.3,-8.3,
1666170589669.4,41,25.2,-8,
1666170589686.1,39.8,25,-7.1,
1666170589702.9,39.4,24.7,-6.7,
1666170589719.5,38.8,23.9,-6.2,
1666170589736.4,38.3,23.1,-5.7,
1666170589753,38.3,22.8,-5.6,
1666170589769.4,38.5,22.1,-5.7,
1666170589786.1,39,21.4,-6.3,
1666170589803,39.2,21.1,-6.9,
1666170589819.4,39.6,20.7,-7.9,
1666170589836.5,39.6,20.7,-8.3,
1666170589864.6,39.6,21.9,-7.8,
1666170589886.2,39.9,23.2,-7,
1666170589902.8,40.2,24,-6.8,
1666170589920.5,41.1,25.7,-6.7,
1666170589936.1,42,27,-6.8,
1666170589952.8,42.4,27.3,-7.1,
1666170589969.5,43.1,27.6,-7.5,
1666170589986.4,43.5,27.6,-7.7,
1666170590002.7,43.9,27.3,-8.1,
1666170590019.5,44.3,27,-8.2,
1666170590036.2,44.5,26.9,-8.2,
1666170590053.2,44.8,26.8,-8.1,
1666170590069.4,45.4,27,-7.9,
1666170590086.1,45.7,27.1,-7.7,
1666170590103.4,45.9,27.2,-7.3,
1666170590119.5,46.3,27.7,-5.9,
1666170590137.1,46.4,27.8,-5.3,
1666170590152.8,46.6,28,-3.9,
1666170590186.1,47,28.3,-2.4,
1666170590202.8,47.1,28.8,-1.9,
1666170590236.5,47.1,29.6,-1.3,
1666170590253.4,46.9,30,-0.6,
1666170590269.4,46.6,30.3,0.1,
1666170590303.2,46.2,30.4,0.6,
1666170590319.5,45.6,30.7,1.3,
1666170590336.1,45.4,31.1,1.7,
1666170590353,45.4,31.3,1.8,
1666170590369.4,45.4,31.7,2,
1666170590386.1,45.5,31.5,1.9,
1666170590402.7,45.5,31.1,1.9,
1666170590419.5,45.1,29.9,2.1,
1666170590436,44.5,28.8,3,
1666170590452.7,44.4,28.6,3.5,
1666170590469.4,44.7,29,4.3,
1666170590486.6,45.6,30,4.3,
1666170590502.8,46.2,30.5,3.9,
1666170590519.4,47.5,31.2,3,
1666170590536.2,48.6,31.2,2.3,
1666170590552.7,49,30.9,2.2,
1666170590569.4,49.8,30.3,2.3,
1666170590586.1,50.6,30,2.5,
1666170590602.8,51,30,2.5,
1666170590619.8,51.4,30,2.5,
1666170590636.3,52.8,30.1,2.8,
1666170590652.8,53.2,30.2,3,
1666170590675.3,53.7,30.3,3.2,
1666170590702.6,55.6,30.3,4.2,
1666170590719.3,56.9,29.8,4.2,
