time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1666170509029.4,0,0,0,x
1666170509046.2,81,30.9,15.8,x
1666170509062.8,80.7,31.1,15.2,x
1666170509079.6,80.8,31.1,14.6,x
1666170509096.3,80.9,31.4,13.3,x
1666170509113.3,80.8,31.6,12.9,x
1666170509130,80.2,32.1,12.5,x
1666170509146.2,79.7,32.2,12.6,x
1666170509667,76.4,9.8,3.9,x
1666170509679.5,76.5,11.2,3.9,x
1666170509696.1,76.5,14.6,4.1,x
1666170509712.8,75.9,17.6,5,x
1666170509730.3,75.3,18.7,5.5,x
1666170509747.1,73.3,19.9,6.7,x
1666170509762.9,72,20.1,7.4,x
1666170509779.8,69.8,19.4,8.6,x
1666170509796.6,68.8,17.8,9,x
1666170509814.7,69.1,15.8,8.4,x
1666170509829.6,69.8,14.7,7.9,x
1666170509846.2,71.5,12.7,6.4,x
1666170509863.5,73,11.2,5.5,x
1666170509880.8,73.5,10.8,5.3,x
1666170509896.6,74.2,10.7,5.6,x
1666170509913.3,74.2,11.2,6,x
1666170509930.2,73.8,11.6,6.2,x
1666170509946.9,73,12.8,6.5,x
1666170509962.9,72.8,14.2,6.1,x
1666170509987.2,73.2,14.9,4.5,x
1666170509996.7,73.3,15,4,x
1666170510013.8,73.4,14.9,3.7,x
1666170510046.1,74.2,14.9,3.7,x
1666170510062.9,75.1,14.9,3.9,x
1666170510079.6,75.6,14.9,4,x
1666170510096.4,76.3,15,3.9,x
1666170510112.8,78.9,15.6,2.9,x
1666170510129.5,79.6,15.7,2.5,x
1666170510146.1,80.6,15.6,2,x
1666170510163.2,81.2,15.3,1.8,x
1666170510679.6,90.9,19.5,-12.8,x
1666170510696.1,91,19.3,-12.2,x
1666170510713.4,91,18.8,-11.3,x
1666170510729.4,91,18.4,-10.9,x
1666170510746,90.9,17.4,-10.5,x
1666170510762.7,90.6,16.1,-10.4,x
1666170510779.4,90.5,15.5,-10.3,x
1666170510796.1,90.3,14.5,-10.1,x
1666170510812.8,90.2,14.1,-10,x
1666170510829.4,90.2,14,-9.9,x
1666170510846.1,90.3,14.4,-9.7,x
1666170510862.7,90.5,15.4,-9.6,x
1666170510879.4,90.7,16,-9.7,x
1666170510896,91.4,17.6,-10.2,x
1666170510922.7,92.1,19.1,-11.4,x
1666170510930.8,92.5,19.9,-12.1,x
1666170510946.2,92.8,21.1,-13.6,x
1666170510962.8,92.4,21.8,-14.9,x
1666170510979.4,91.8,22,-15.3,x
1666170510996.1,90.2,22.1,-15.5,x
1666170511012.7,89.1,22.2,-15.3,x
1666170511029.8,88,22.2,-14.9,x
1666170511046.1,84.5,22,-12.6,x
1666170511063.3,83.4,21.9,-11.7,x
1666170511079.4,81.4,21.6,-9.7,x
1666170511096.1,79.7,21.1,-7.8,x
1666170511112.9,79,20.8,-6.9,x
1666170511129.4,77.6,20.1,-5.5,x
1666170511146.1,76.4,19.3,-4.3,x
1666170511162.7,75.5,18.7,-3.6,x
1666170511179.3,75.2,18.4,-3.4,x
1666170511196,74.7,17.8,-3.1,x
1666170511212.6,74.6,17.6,-3,x
1666170511229.7,74.4,17,-2.9,x
1666170511246.1,74.4,16.5,-2.8,x
1666170511279.3,74.6,16.2,-2.8,x
1666170511296,75.1,16.2,-2.8,x
1666170511312.7,75.4,16.2,-2.9,x
1666170511329.4,76.3,16.6,-3.1,x
1666170511346.2,77.4,16.9,-3.5,x
1666170511362.8,77.9,16.8,-3.8,x
1666170511379.4,78.8,16.4,-4.6,x
1666170511396.1,79.2,15.9,-5.5,x
1666170511412.7,79.3,15.7,-5.8,x
