time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1653397288120.9,-0.3,-1.4,0.8,-1,2.2,9.8,4.7,10.3,24.3,x
1653397288137.5,-0.2,-1.2,0.3,-1,2.4,9.3,16.2,14.5,27.3,x
1653397288154.1,-0.4,-1.2,-0.5,-1.1,2.4,8.6,12.6,12,31.3,x
1653397288170.9,-0.3,-1.1,-0.8,-1,2.5,8.3,4.9,12.8,36,x
1653397288187.6,-0.3,-1.1,-0.9,-1,2.6,8.2,-3.5,11.7,40.8,x
1653397288204.2,-0.3,-0.9,-0.8,-0.9,2.7,8.3,-9.5,10.8,45.1,x
1653397288221,0.1,-0.7,-0.4,-0.6,2.8,8.7,-10.8,13.4,47.4,x
1653397288237.6,-0.4,-0.6,-0.1,-1.1,2.9,8.9,-9.2,25,48.1,x
1653397288254.3,-0.6,-0.5,-0.2,-1.4,3.1,8.7,-9.8,36,49.8,x
1653397288271,-0.8,-0.3,-0.8,-1.5,3.2,8.3,-13.1,40.5,51.3,x
1653397288287.6,-0.5,0,-0.7,-1.3,3.4,8.4,-16.5,35.2,51.4,x
1653397288304.2,-0.3,-0.1,-0.4,-1.2,3.3,8.9,-16,23,50.7,x
1653397288320.9,-0.5,0,0,-1.3,3.4,9.1,-9.9,14.7,52.1,x
1653397288337.9,-0.1,0.1,-0.4,-1,3.6,8.7,-4,7.7,52.3,x
1653397288354.3,0,0.2,-0.7,-0.8,3.6,8.4,-1.8,10.4,50.4,x
1653397288371,0.3,0.3,-1.3,-0.5,3.7,7.7,-6.3,14.1,46.8,x
1653397288387.6,0.1,0.3,-1.2,-0.8,3.7,8,-12.6,24.9,46,x
1653397288404.2,0.1,0.3,-0.6,-0.7,3.6,8.5,-16.6,29.8,47.1,x
1653397288420.8,0,0.3,-0.3,-0.9,3.6,8.9,-15.8,25.4,46.6,x
1653397288437.6,-0.1,0.3,-0.1,-0.9,3.6,8.9,-13,14.8,46.9,x
1653397288454.3,0.3,0.4,-0.4,-0.5,3.7,8.8,-10.7,8.2,47.1,x
1653397288470.9,0.5,0.4,-0.4,-0.3,3.7,8.7,-9.1,5,46,x
1653397288487.6,0.6,0.5,-0.4,-0.1,3.8,8.7,-7.4,2.8,44.6,x
1653397288504.2,0.6,0.6,-0.4,-0.1,3.9,8.8,-4.6,2.6,44.3,x
1653397288521,0.6,0.7,0,0,4,9.1,-1,2.7,45.2,x
1653397288537.5,0.6,0.7,0.1,-0.1,4,9.2,2.3,3.4,46.7,x
1653397288554.2,0.5,0.7,0.1,-0.1,4.1,9.3,4.3,10,48.2,x
1653397288570.9,0.5,0.6,0.4,-0.1,4,9.5,6.1,19.2,50.8,x
1653397288587.7,0.5,0.6,0.6,-0.1,4.1,9.8,7.5,27.4,54.5,x
1653397288604.2,0.5,0.6,0.9,-0.2,3.8,10.1,9,30.2,57.3,x
1653397288620.9,0.3,-0.2,1.4,-0.4,3.2,10.6,8.5,22.6,58.7,x
1653397288637.6,-0.4,-0.4,1.9,-1,3.1,11,1.2,6.1,58.7,x
1653397288654.9,-0.7,-0.3,1.9,-1.4,3.1,11.1,-12.3,-10.8,56.7,x
1653397288671.5,-0.8,-0.6,1.9,-1.1,2.6,11.2,-24.2,-17.5,51.1,x
1653397288688.2,-0.5,-0.9,2.2,-0.8,2.5,11.4,-31.1,-17.4,44.5,x
1653397288704.4,0.1,-0.4,2.5,-0.2,2.8,11.7,-36.4,-14.6,39.8,x
1653397288721,0.3,-0.4,2.6,0.1,2.8,11.8,-33.5,-7.1,34.7,x
1653397288737.6,0.4,-0.1,2.2,0.1,3,11.4,-17.7,9.1,30.4,x
1653397288754.3,-0.1,0,0.9,-0.4,3.1,10.3,5.1,25.5,31,x
1653397288770.9,-0.6,0.1,0,-1.3,3.2,8.9,23.6,38.6,38.8,x
1653397288787.6,-1.2,-0.2,-1.1,-1.7,3,8.1,34.6,44,50.5,x
1653397288804.2,-1.5,-0.4,-1.6,-2,2.9,7.6,38.4,41.3,60.6,x
1653397288820.9,-1.8,-0.7,-1.9,-2.3,2.8,7.3,33.6,31.9,68.1,x
1653397288837.6,-1.9,-0.9,-1.9,-2.4,2.5,7.4,22.2,25.1,73,x
1653397288854.2,-2.1,-1.4,-1.4,-2.6,2.1,7.9,8.3,22.7,75.3,x
1653397288870.9,-2.4,-1.8,-0.4,-2.9,1.7,8.8,-6.4,16.9,77,x
1653397288887.6,-2.6,-1.9,0.2,-3.1,1.5,9.8,-21,5.9,79,x
1653397288904.3,-2.4,-1.9,1.6,-2.5,1.4,11,-29,-7.6,78,x
1653397288920.9,-1.5,-1.9,2.4,-1.6,1.5,11.6,-23.3,-19.5,71.4,x
1653397288937.6,-0.7,-1.7,1.9,-0.8,1.6,11.2,-5.9,-24.3,62.5,x
1653397288954.2,-0.4,-1.6,1.2,-0.3,1.8,9.8,13.8,-23.2,55.1,x
1653397288970.9,0.1,-1.4,-0.8,0.1,2.1,8.3,25.7,-15.6,48.7,x
1653397288987.6,0,-0.9,-1.7,0.1,2.6,7.4,25.8,-7.4,43.1,x
1653397289004.2,-0.1,-0.7,-1.9,-0.1,3,7.1,15.9,-0.3,39.5,x
1653397289020.9,-0.4,-0.2,-1.9,-0.2,3.3,7.4,2.9,6.8,37.6,x
1653397289037.6,-0.3,0,-1.2,-0.1,3.5,8,-7,10.7,35.9,x
1653397289063.2,-0.1,0.1,-0.4,0,3.5,9.2,-9.7,12.2,33.8,x
1653397289077.4,-0.3,0,0.1,0,3.5,9.2,-4.6,12.5,31.8,x
1653397289088.1,-0.3,0,0.2,-0.1,3.4,9.3,4.3,11.4,30.8,x
1653397289104.2,-0.3,-0.2,-0.2,-0.1,3.3,8.9,12.6,7.8,28.9,x
1653397289121,-0.4,-0.2,-0.9,-0.1,3.3,8.3,16.5,2.6,25.2,x
1653397289137.5,-0.4,-0.2,-1.2,-0.1,3.4,7.8,13.5,-0.2,21.4,x
1653397289154.2,-0.2,0,-1.4,0.1,3.5,7.7,6.9,0.7,17.5,x
1653397289171.5,-0.1,0.1,-1,0.1,3.7,8.1,2.8,0.7,14.6,x
1653397289187.5,0,0.2,-0.8,0.3,3.9,8.3,3.2,-3.2,12.6,x
1653397289204.2,0.1,0.4,-0.6,0.4,4,8.4,5.9,-9.4,9.9,x
1653397289220.9,0.1,0.3,-0.4,0.4,4,8.6,9.2,-14.1,7,x
1653397289237.6,0.1,0.3,-0.2,0.5,4,8.9,9.2,-14.1,7,x
1653397289254.2,0.2,0.4,0.1,0.7,4.1,9.2,12.1,-6.9,0.8,x
1653397289270.9,0.2,0.5,0.6,0.6,4.2,9.7,12,3.2,-3,x
1653397289287.5,0,0.6,0.9,0.4,4.3,9.9,11.4,6,-6.8,x
1653397289304.2,0,0.4,0.9,0.3,4,9.9,8.3,-4.2,-10.5,x
1653397289320.8,-0.3,0.1,1,0.2,3.8,9.9,-3.7,-24.7,-13.6,x
1653397289337.5,-0.5,0.1,0.9,0,3.8,9.9,-22.9,-38.7,-14.9,x
1653397289354.1,-0.6,0.1,1.2,-0.1,3.7,10.7,-22.9,-38.7,-14.9,x
1653397289370.9,-1,0.4,2.2,-0.4,4,11.5,-40.5,-21.2,-9,x
1653397289387.6,-1.2,0.9,3.2,-0.6,4.4,12.4,-31.4,-7.6,2.1,x
1653397289404.2,-1.3,0.9,3.5,-0.6,4.3,12.7,-14.8,0.6,14.4,x
1653397289420.9,-1.3,0.7,3.2,-0.7,3.9,12,3.3,10.9,21.4,x
1653397289438.1,-1.4,0.1,2,-0.9,3.5,11,17.5,23.9,22.1,x
1653397289454.2,-1.9,-0.2,0.6,-1.4,3.3,9.8,27.5,34.3,22.3,x
1653397289470.8,-2.2,-0.7,-0.4,-1.7,3,8.9,34.7,38.3,26.1,x
1653397289487.5,-2.3,-0.8,-0.8,-2,2.9,8.2,38.6,32,33.9,x
1653397289504.2,-2.5,-1,-1.1,-2.1,2.8,8,39.7,22.7,43.8,x
1653397289520.9,-2.2,-1.3,-1.2,-1.9,2.6,7.9,38.3,17.4,50.8,x
1653397289537.9,-2.2,-1.5,-1.1,-2,2.4,7.8,33.7,17.2,54.4,x
1653397289554.2,-2.4,-1.8,-1.4,-2.1,2.2,7.6,23,19.1,57.2,x
1653397289570.8,-2.4,-2.1,-1.1,-2.1,1.9,7.9,10,24.2,59.8,x
1653397289588.2,-2.5,-2.1,-0.8,-2.2,1.8,8.3,-0.8,31.6,63,x
1653397289604.2,-2.2,-2.2,-0.1,-1.7,1.9,8.9,-8.2,39.2,64.1,x
1653397289620.9,-1.9,-1.8,0.1,-1.8,2,9.2,-13.8,44.6,60.5,x
1653397289637.5,-2.6,-2,0.7,-2.5,1.8,9.7,-14.9,51.9,60.7,x
1653397289654.2,-3,-1.9,0.8,-3.1,1.9,9.8,-10.4,56.8,67.5,x
1653397289670.9,-3,-1.7,0.6,-2.9,2.2,9.5,-2.8,54,76.9,x
1653397289687.6,-2,-1.3,-0.4,-2.1,2.5,8.6,2.4,42.5,80.7,x
1653397289704.2,-1.6,-1.2,-0.7,-1.6,2.7,8,2.4,42.5,80.7,x
1653397289720.9,-1.3,-1,-1.2,-1.4,2.8,7.9,-1.5,28.5,82.8,x
1653397289737.5,-1.1,-0.7,-0.9,-1.2,3,8.1,-6.5,25.2,86.8,x
1653397289754.2,-0.8,-0.6,-0.7,-0.9,3.1,8.3,-10.7,22.1,91.8,x
1653397289770.8,-0.6,-0.6,-0.5,-0.5,3.1,8.5,-12.3,22.2,96.2,x
1653397289787.6,-0.3,-0.6,-0.4,-0.2,3,8.6,-12.9,26.3,100.2,x
1653397289804.2,0,-0.7,-0.1,0,2.9,8.9,-13.9,29.7,104,x
1653397289821.1,0,-0.6,-0.1,0.2,2.9,9.1,-14.3,35,107.3,x
1653397289837.6,0.2,-0.8,0.2,0.3,2.7,9.3,-12,41,108.7,x
1653397289854.2,0.2,-0.9,0.4,0.3,2.6,9.4,-6.6,45.7,108.2,x
1653397289870.8,0.2,-0.7,0,0.2,2.7,9.1,-2.6,46.3,105.9,x
1653397289887.5,0.2,-0.7,-0.2,0.2,2.8,8.8,-2.9,44.2,102.7,x
1653397289904.2,0.2,-0.7,-0.5,0.2,2.8,8.6,-5.2,41.2,98.3,x
1653397289920.9,0.2,-0.6,-0.6,0.2,2.9,8.5,-7.1,36.5,92.9,x
1653397289937.4,0.2,-0.5,-0.6,0.2,3,8.5,-7.1,36.5,92.9,x
1653397289954.2,0.3,-0.3,-0.5,0.4,3.1,8.7,-10.2,25.9,83,x
1653397289970.9,0.6,0,-0.1,0.7,3.3,9,-9.7,24.4,76.4,x
1653397289987.5,0.6,0.1,0.2,0.7,3.4,9.3,-7.6,25.2,70.6,x
1653397290004.1,0.6,0.2,0.5,0.6,3.6,9.8,-5.5,27,67.9,x
1653397290020.9,0.5,0.4,1,0.5,3.7,10.1,-2.2,27.2,68.1,x
1653397290037.5,0.6,0.5,1.1,0.6,3.8,10.2,2.2,29.6,67.9,x
1653397290054.5,0.4,0.6,0.7,0.4,4,9.9,6.3,38,66.1,x
1653397290070.8,0,0.5,0.6,-0.2,3.7,9.7,6.8,48.2,65.9,x
1653397290088.4,-0.4,0,0.6,-0.6,3.3,9.8,0.1,55.6,68.8,x
1653397290104.2,-0.8,-0.3,1.2,-1.1,3,10.4,-15,57.5,70.5,x
1653397290120.8,-1.2,-0.3,1.8,-1.8,2.8,11.5,-33.3,56.8,70.6,x
1653397290137.6,-1.7,-0.7,3.4,-2.2,2.4,13,-42.7,53.4,69.6,x
1653397290154.1,-1.6,-0.7,4.8,-2.1,2.3,14.1,-38.6,47.4,67.7,x
1653397290171.1,-0.8,-0.5,4.3,-1.5,2.4,13.7,-20.2,40.1,64.8,x
1653397290187.5,-0.3,-0.7,3.4,-0.8,2.3,12.1,11.7,35.3,61.3,x
1653397290204.2,-0.2,-1,1.1,-0.9,2.1,10.1,41,31.1,61.4,x
1653397290220.9,-0.5,-1.4,-0.7,-1.2,1.9,8.6,54.7,24.1,65.9,x
1653397290237.5,-0.8,-1.4,-1.4,-1.5,2.1,7.5,52.9,18.9,72.2,x
1653397290254.2,-1,-1.2,-2.1,-1.6,2.3,7,37.2,16,74,x
1653397290270.8,-1.1,-1.2,-2,-1.6,2.3,7.2,12.9,16.3,73.9,x
1653397290287.4,-1,-1.4,-1.4,-1.6,2,8.3,12.9,16.3,73.9,x
1653397290304.2,-1.1,-1.5,0,-1.5,2,9.4,-18.9,13.8,79.3,x
1653397290320.8,-1.1,-1.3,1,-1.5,2.1,10.2,-20.9,12.9,80.7,x
1653397290337.5,-1.1,-1.4,1.5,-1.6,2,10.7,-17.5,14.9,79.3,x
1653397290354.2,-1.2,-1.4,1.5,-1.6,1.9,10.5,-10.9,19.6,75.3,x
1653397290370.9,-1.1,-1.3,0.8,-1.5,2.1,9.8,-4.6,26.3,67.6,x
1653397290387.5,-1,-1,-0.2,-1.5,2.4,8.9,-1.6,30.2,59,x
1653397290404.2,-0.9,-0.8,-0.7,-1.3,2.7,8.2,-1,28.9,52,x
1653397290420.8,-0.8,-0.4,-1.2,-1.3,3,7.9,-2.3,24.6,48.6,x
1653397290437.6,-0.7,-0.1,-1.3,-1.3,3.3,8,-4.1,17.2,48.4,x
1653397290454.2,-0.7,0.2,-1.1,-1.2,3.5,8.1,-3.5,7.8,50.4,x
1653397290470.7,-0.6,0.2,-1.1,-0.9,3.6,8,-1.1,1.3,51.3,x
1653397290487.5,-0.2,0.3,-1.4,-0.6,3.6,7.7,1.7,0.4,50.6,x
1653397290504.2,-0.1,0.2,-1.7,-0.5,3.6,7.5,3,0.4,49.2,x
1653397290520.8,-0.2,0.2,-1.6,-0.5,3.6,7.5,2,0.8,47.6,x
1653397290537.5,-0.2,0.1,-1.5,-0.5,3.5,7.8,0.8,1.5,45.1,x
1653397290554.1,-0.2,0.1,-1,-0.5,3.5,8.1,1.3,1.7,41.3,x
1653397290570.8,-0.1,0.2,-0.9,-0.3,3.6,8.2,2.4,-0.9,36.1,x
1653397290587.5,0,0.2,-0.9,-0.2,3.6,8.2,3.5,-6.2,29.4,x
1653397290604.1,-0.1,0.1,-1,-0.2,3.5,8.1,4.3,-12,23.8,x
1653397290620.9,0.1,0.1,-0.9,0,3.5,8.2,4.2,-14.4,19.2,x
1653397290637.9,0,0.2,-0.7,0,3.7,8.4,3.9,-13.2,14.1,x
1653397290654.2,-0.1,0.2,-0.5,-0.1,3.6,8.7,4.8,-7.7,9.8,x
1653397290670.9,-0.4,0.1,0,-0.4,3.6,9.1,3.4,-3.5,7.7,x
1653397290687.5,-0.5,0.1,0.7,-0.4,3.6,9.8,-3.4,-7.2,6.2,x
1653397290704.8,-0.3,0,1.3,-0.2,3.4,10.7,-16.7,-26.6,1.3,x
1653397290721.1,-0.4,0.2,2.2,-0.2,3.6,11.4,-34.1,-47.4,-5.6,x
1653397290738.1,-0.5,0.3,2.4,0,3.4,11.6,-45,-46.9,-10.5,x
1653397290754.1,0.1,-0.1,2.7,0.5,3,11.9,-47.8,-29.8,-15.4,x
1653397290770.8,0.1,0.1,2.9,0.3,3.3,12.4,-42.6,-7.1,-16.4,x
1653397290787.4,-0.4,0.9,3.5,-0.1,3.9,13,-31,2.7,-7.6,x
1653397290804.1,-0.6,1.1,3.9,-0.2,4,13.3,-13.6,-1.9,5.6,x
1653397290820.7,-0.7,0.8,3.6,-0.3,3.5,12.4,10.4,-6.9,13.6,x
1653397290837.5,-0.8,0.1,1.9,-0.4,3,10.8,30.7,-3.5,16.2,x
1653397290854.2,-1,-0.6,0.3,-0.5,2.5,9.5,39.9,0.6,17.9,x
1653397290870.8,-1,-0.8,-0.2,-0.5,2.3,8.9,39.9,0.6,17.9,x
1653397290887.4,-1,-1.1,-0.6,-0.6,2.2,8.7,33.3,8.4,22.3,x
1653397290904.2,-1.3,-1.2,-0.3,-0.8,2.1,9.1,25.1,7.6,27.6,x
1653397290920.9,-1.2,-1.4,0.3,-0.7,2,9.5,18.9,3.5,34,x
1653397290937.8,-1.1,-1.6,0.5,-0.6,1.8,9.7,17.7,4.7,38.4,x
1653397290954.1,-1.1,-1.7,0.5,-0.7,1.7,9.6,19.7,13.7,40.3,x
1653397290970.8,-1.3,-1.8,0.1,-0.9,1.6,9.3,20.6,27.5,40.7,x
1653397290987.5,-1.5,-1.8,-0.3,-1.1,1.7,8.9,20.4,43.1,40,x
1653397291004.1,-1.7,-1.7,-0.5,-1.6,1.9,8.6,19.9,54.5,40.3,x
1653397291020.9,-2.1,-1.6,-0.9,-2.1,2,8.2,20.1,58.1,43.6,x
1653397291037.5,-2.4,-1.5,-1.4,-2.4,2.1,7.7,19.5,56.6,48.1,x
1653397291054.1,-2.4,-1.4,-1.6,-2.6,2.4,7.3,19.5,56.6,48.1,x
1653397291070.9,-2.6,-1.1,-1.9,-2.7,2.6,7.3,7.9,43.1,60,x
1653397291087.5,-2.2,-1,-1.5,-2.3,2.6,7.6,1.9,34.3,67.8,x
1653397291104.1,-1.3,-0.9,-1.3,-1.6,2.7,7.7,0.5,26.9,71.7,x
1653397291120.8,-1.1,-0.8,-1.3,-1.2,2.9,7.6,1.2,25.6,72.6,x
