time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1653397262930.3,0,0,0,-0.1,0.2,9.7,0,0,0,x
1653397262946.9,0,0,0,-0.1,0.3,9.7,0,0,0.1,x
1653397262963.7,0,0,0,-0.1,0.2,9.7,0,0,0.1,x
1653397262980.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397262997,0,0,0,-0.1,0.3,9.7,0.1,0,0.1,x
1653397263013.6,0,0,-0.5,-0.1,0.2,9.4,0.3,0.1,0,x
1653397263030.3,0,0,-0.1,-0.1,0.3,9.9,-0.3,-0.8,0,x
1653397263047.2,0,0,-0.4,-0.1,0.3,9.8,-0.2,-0.3,0.1,x
1653397263063.7,0,0,-0.5,-0.1,0.2,9.2,0.2,0.5,0,x
1653397263080.3,0,0,0.3,-0.1,0.2,10,-0.2,-0.2,0,x
1653397263097,0,0,0,-0.1,0.3,9.7,0.1,0.1,0,x
1653397263113.7,0,0,0.1,-0.1,0.3,9.8,0,0,0,x
1653397263130.3,0,0,0,-0.1,0.2,9.7,0,0,0,x
1653397263147.1,0,0,-0.1,-0.1,0.2,9.7,0.1,0.1,-0.1,x
1653397263164,0,0,0.1,-0.1,0.2,9.7,0,0,0,x
1653397263180.3,0,0,-0.1,-0.1,0.2,9.7,0.1,0,0,x
1653397263197,0,0,0,-0.1,0.2,9.8,0.1,0.1,0,x
1653397263213.7,0,0,-0.1,-0.1,0.3,9.8,0.1,0,0,x
1653397263230.3,0,0,0.1,-0.1,0.3,9.8,0,0,0,x
1653397263247,0,0,0.1,-0.1,0.3,9.8,0,0,0,x
1653397263263.7,0,0,-0.1,-0.1,0.2,9.7,0,0.1,0,x
1653397263280.8,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263297,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263313.7,0,0,0,-0.1,0.3,9.8,0,0.1,0,x
1653397263330.3,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263347,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263363.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263380.4,0,0,0,-0.1,0.2,9.8,0,0,0,x
1653397263397.4,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263413.6,0,0,0,-0.1,0.3,9.7,0.1,0,0,x
1653397263430.3,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263447,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263463.7,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263480.3,0,0,0,-0.1,0.3,9.7,0.1,0,0,x
1653397263497,0,0,0,-0.1,0.2,9.8,0,0,0,x
1653397263513.7,0,0,0,-0.1,0.2,9.8,0,0,0,x
1653397263530.4,0,0,0,-0.1,0.3,9.7,0,0.1,0,x
1653397263547.1,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263563.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263580.4,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263597.1,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263613.6,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263630.4,0,0,0,-0.1,0.3,9.7,0,0.1,0,x
1653397263646.9,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263663.6,0,0,0,-0.1,0.3,9.7,0.1,0,0,x
1653397263680.4,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263697,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263713.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263730.3,0,0,0,-0.1,0.3,9.7,0.1,0,0,x
1653397263747,0,0,0,-0.1,0.3,9.7,0.1,0,0,x
1653397263763.6,0,0,0,-0.1,0.3,9.8,0,0.1,0,x
1653397263780.4,0,0,0,-0.1,0.3,9.8,0,0.1,0,x
1653397263797,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263813.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263830.4,0,0,0,-0.1,0.3,9.8,0,0,0,x
1653397263847,0,0,0,-0.1,0.2,9.7,0,0,0,x
1653397263863.6,0,0,0,-0.1,0.2,9.7,0,0,0,x
1653397263880.3,0,0,0,-0.1,0.2,9.7,0,0,0,x
1653397263897,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263913.6,0,0,0,-0.1,0.3,9.7,0.1,0,0,x
1653397263930.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263947,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263963.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263981.2,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397263997.6,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264014.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264030.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264047.6,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264064.3,0,0,0,-0.1,0.2,9.7,0,0,0,x
1653397264080.4,0,0,0,-0.1,0.2,9.7,0,0,0.1,x
1653397264097.1,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264113.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264130.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264147,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264163.6,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264180.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264197,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264213.8,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264230.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264246.9,0,0,0,-0.1,0.3,9.7,0,0,0.1,x
1653397264263.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264280.3,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264296.9,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264313.7,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264331.1,0,0,0,-0.1,0.3,9.7,0,0,0,x
1653397264347.5,0,0,0,-0.1,0.3,9.7,0,0,0,x
