time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1658433903554,-1.61,1.06,1.35,-0.43,-2.57,-7.69,36.27,165.09,-12.58,x
1658433903571,0.2,0.66,1.25,1.88,-3.07,-7.66,34.27,143.27,-13.88,x
1658433903587,0.35,0.76,0.27,2.37,-3.05,-8.54,35.79,141.21,-2.6,x
1658433903604,0.57,-0.02,-0.69,2.91,-3.92,-9.38,39.86,140.31,6.14,x
1658433903621,0.26,-0.07,-0.44,3.01,-4.1,-8.94,49.41,149.5,13.86,x
1658433903637,0.01,0.25,-1.41,3.09,-3.91,-9.73,58.77,167.97,16.3,x
1658433903654,-0.4,0.43,-0.98,3.03,-3.88,-9.1,64.29,153.27,6.54,x
1658433903671,-0.69,0.75,0.83,3.09,-3.75,-7.02,68.35,93.13,-10.83,x
1658433903687,-0.83,0.79,1.38,3.12,-3.83,-6.31,73.06,56.52,-23.9,x
1658433903704,-0.6,0.7,0.18,3.48,-4.04,-7.37,80.05,40.12,-39.53,x
1658433903721,-0.48,0.36,0.89,3.75,-4.53,-6.49,84.83,-2.26,-55.71,x
1658433903737,-0.57,0.48,1.86,3.68,-4.5,-5.44,78.49,-47.83,-65.91,x
1658433903754,-0.3,0.13,1.14,3.94,-4.9,-6.13,48.03,-39.98,-48.18,x
1658433903771,0.19,-0.54,0.39,4.45,-5.61,-6.85,14.3,6.43,-14.28,x
1658433903787,0.09,-1.06,0.25,4.39,-6.14,-6.96,12.29,22.82,-5.83,x
1658433903804,0.02,0.09,0.08,4.36,-5,-7.08,18.41,13.16,-10.24,x
1658433903821,0.31,0.72,-0.04,4.69,-4.42,-7.15,27.48,-2.05,-9.92,x
1658433903837,0.16,0.75,0.24,4.53,-4.43,-6.85,31.34,-14.04,-5.59,x
1658433903854,0.25,0.23,0.55,4.59,-5,-6.52,26.58,-21.88,-3.7,x
1658433903871,0.17,-0.24,1.05,4.45,-5.52,-6.02,11.25,-33.35,-3.35,x
1658433903887,0.26,-0.3,1.3,4.47,-5.58,-5.81,-7.6,-47.3,-0.53,x
1658433903904,0.38,-0.29,2.34,4.47,-5.54,-4.87,-30.5,-76.88,4.04,x
1658433903921,0.75,-0.2,3.19,4.58,-5.33,-4.24,-68.5,-122.32,10,x
1658433903937,0.75,-0.14,3.08,4.31,-5.12,-4.57,-86.8,-121.35,6.71,x
1658433903954,0.67,-0.01,-1.84,4.01,-4.82,-9.7,-78.13,-92.56,3.37,x
1658433903971,0.31,0.08,-1.95,3.43,-4.56,-10.01,-47.59,-76.29,-9.22,x
1658433903987,0.04,-0.06,-1.19,2.99,-4.61,-9.36,-25.01,-98.03,-11.61,x
1658433904004,0.71,0.02,0.17,3.43,-4.49,-8.1,-14.84,-120.04,0.08,x
1658433904021,0.47,-0.09,0.48,2.81,-4.55,-7.93,-23.07,-139.6,7.45,x
1658433904037,0.41,0.07,1.24,2.41,-4.33,-7.29,-40.51,-155.83,1.73,x
1658433904054,-0.12,-0.23,1.62,1.52,-4.5,-7.05,-61.71,-165.07,-8.69,x
1658433904071,0.16,-0.16,0.46,1.33,-4.21,-8.39,-83.2,-151.96,-11.96,x
1658433904087,0.32,-0.05,0.22,1.16,-3.89,-8.77,-86.71,-148.07,-6.67,x
1658433904104,0.14,0.17,0.23,0.63,-3.47,-8.86,-80.84,-142.33,-2.52,x
1658433904121,-0.07,-0.31,-0.77,-0.01,-3.73,-9.96,-56.44,-127.65,5.72,x
1658433904137,0.18,-0.02,-0.53,-0.04,-3.32,-9.76,-41.52,-109.09,9.38,x
1658433904154,-0.28,-0.93,-0.35,-0.77,-4.13,-9.6,-41.61,-102.16,8.79,x
1658433904171,0.06,-0.13,1.67,-0.76,-3.16,-7.62,-61.29,-94.69,8.58,x
1658433904187,0.2,-0.07,1.55,-0.85,-2.95,-7.77,-72.37,-91.07,6.72,x
1658433904204,0.32,0.02,1.32,-0.95,-2.66,-8.03,-80.75,-81.43,9.19,x
1658433904220,0.21,-0.01,1.13,-1.32,-2.41,-8.25,-88.02,-74.29,11.83,x
1658433904237,0.15,-0.22,0.83,-1.56,-2.4,-8.58,-88.54,-64.91,12.79,x
1658433904254,0.1,-0.08,0.49,-1.81,-1.96,-8.94,-86.61,-47.03,14.7,x
1658433904271,0.07,0.06,0.05,-1.94,-1.61,-9.4,-82.77,-26.51,15.63,x
1658433904287,0.01,0.01,0.08,-2.04,-1.44,-9.4,-81.17,-2.24,15.78,x
1658433904304,0.24,-0.31,0.2,-1.78,-1.48,-9.32,-86.38,24.97,22.41,x
1658433904321,0.82,0.61,0.15,-1.13,-0.32,-9.42,-85.77,37.29,34.07,x
1658433904337,0.62,0.1,-0.42,-1.25,-0.6,-10.02,-86.33,39.97,41.49,x
1658433904354,0.01,-0.18,-0.37,-1.72,-0.56,-10.02,-88.42,48.01,47.47,x
1658433904371,-0.32,0.04,-0.49,-1.92,-0.1,-10.16,-84.85,52.58,50.22,x
1658433904387,-0.49,-0.07,-0.77,-1.95,0.01,-10.47,-75.89,59.97,48.24,x
1658433904404,-0.83,-0.05,-0.82,-2.09,0.3,-10.54,-64.05,66.91,52.25,x
1658433904421,-0.28,-0.07,-1.48,-1.34,0.44,-11.22,-50.86,86.09,49.28,x
1658433904437,-0.41,-0.11,-1.12,-1.23,0.52,-10.87,-34.54,86.69,48.77,x
1658433904454,-0.39,0.1,-0.75,-0.92,0.83,-10.51,-17.2,80.97,48.39,x
1658433904471,-0.95,0.14,-1.31,-1.26,0.9,-11.08,-2.77,88.08,37.9,x
1658433904487,-1.44,-0.48,-1.8,-1.5,0.26,-11.58,19,95.81,27.11,x
1658433904504,-1.22,0.12,-2.51,-0.91,0.74,-12.29,54,122.39,22.73,x
1658433904521,-0.73,0.56,-3.88,-0.06,1,-13.65,88.61,161.63,27.8,x
1658433904537,-0.87,0.91,-4.21,0.27,1.07,-13.95,122.68,205.52,34.94,x
1658433904554,-1.69,2.14,-2.79,0.21,1.8,-12.41,157.35,230.34,44.75,x
1658433904571,-1.07,1.83,-0.1,1.34,1.04,-9.57,174.5,186.7,44.16,x
1658433904587,-1.3,1.4,0.57,1.5,0.14,-8.74,188.12,130.96,35.87,x
1658433904604,-0.58,1.31,0.06,2.5,-0.59,-9.06,193.87,52.19,17.46,x
1658433904621,0.02,1.4,0.79,3.15,-0.96,-8.19,189.08,-4.97,0.69,x
1658433904637,0.24,1.69,0.81,3.31,-1.09,-8.07,175.17,-41.06,-16.8,x
1658433904654,0.22,0.94,-0.44,3.19,-2.3,-9.21,133.69,-30.89,-31.02,x
1658433904671,0.51,0.4,0.63,3.45,-3.08,-8.06,100.4,-28.91,-26.16,x
1658433904687,0.68,0.1,1.56,3.56,-3.57,-7.06,81.9,-43.47,-14.39,x
1658433904704,0.87,-0.35,1.21,3.61,-4.23,-7.36,67.4,-49.93,-2.32,x
1658433904721,0.75,-0.24,-0.1,3.39,-4.27,-8.64,66,-43.49,3.1,x
1658433904737,0.93,0.02,-0.93,3.48,-4.17,-9.42,74.2,-37.33,9.59,x
1658433904754,1.05,0.48,-0.08,3.44,-3.95,-8.5,75.7,-47.87,15.37,x
1658433904771,0.71,0.52,0.6,2.98,-4.08,-7.76,69.27,-51.67,17.38,x
1658433904787,0.57,0.5,0.64,2.7,-4.25,-7.67,64.33,-53.4,10.45,x
1658433904804,0.19,0,0.57,2.16,-4.94,-7.67,57.71,-51.14,6.9,x
1658433904821,0.69,0.14,0.05,2.54,-4.93,-8.15,60.01,-50.36,10.95,x
1658433904837,0.64,0.29,-0.14,2.36,-4.91,-8.27,63.31,-55.43,16.4,x
1658433904854,0.45,0.26,0.26,1.98,-5.13,-7.79,58.84,-59.06,19.76,x
1658433904871,-0.23,0.15,0.77,1.15,-5.36,-7.22,50.77,-56.93,12.3,x
1658433904887,-0.39,-0.29,0.91,0.87,-5.89,-7.03,39.13,-49.7,7.8,x
1658433904904,-0.18,0.25,1.16,0.92,-5.45,-6.75,24.5,-47.9,6.47,x
1658433904921,-0.09,0.01,1.56,0.91,-5.73,-6.33,12.08,-45.06,6.68,x
1658433904937,0.1,-0.02,1.24,0.99,-5.77,-6.65,4.12,-53.54,11.43,x
1658433904954,0.52,0.21,0.94,1.23,-5.55,-6.96,0.78,-48.48,12.92,x
1658433904971,0.2,0.13,0.03,0.8,-5.64,-7.88,-0.03,-38.67,13.42,x
1658433904987,-0.06,0.32,0.36,0.45,-5.45,-7.55,3.51,-25.73,11.45,x
1658433905004,-0.46,0.02,-0.08,0,-5.77,-7.98,11.16,-3.97,5.79,x
1658433905021,-0.25,0.39,-0.09,0.2,-5.43,-7.97,15.54,7.76,4,x
1658433905037,-0.31,0.24,0.16,0.17,-5.61,-7.69,14.71,15.49,0.59,x
1658433905054,-0.46,0.12,0.77,0.08,-5.77,-7.06,6.73,26.17,-2.93,x
1658433905071,-0.34,0.11,0.87,0.26,-5.79,-6.94,2.49,34.59,-2.89,x
1658433905087,-0.03,0.04,0.42,0.65,-5.86,-7.38,5.12,40.52,1.63,x
1658433905104,0.74,0.44,0.18,1.51,-5.47,-7.6,5,38.64,14.2,x
1658433905121,0.29,0.37,0.82,1.11,-5.56,-6.95,-2.33,30.11,13.6,x
1658433905137,-0.11,0.04,1.16,0.75,-5.87,-6.62,-13.35,19.98,10.2,x
1658433905154,-0.2,-0.14,1.28,0.66,-6,-6.53,-20.32,0.07,7.86,x
1658433905171,-0.03,-0.05,0.38,0.81,-5.87,-7.46,-21.67,-14.06,7.85,x
1658433905187,-0.04,-0.11,0.39,0.75,-5.88,-7.5,-24.97,-21.49,5.99,x
1658433905204,-0.22,-0.17,0.7,0.5,-5.87,-7.25,-33,-17.17,0.6,x
1658433905221,-0.28,-0.1,0.43,0.42,-5.73,-7.57,-35.94,-5.04,-1.11,x
1658433905237,0.02,-0.04,0.32,0.72,-5.59,-7.73,-36,1.07,2.7,x
1658433905254,0.26,-0.06,0.1,0.94,-5.51,-8.02,-34.62,-4.25,7.34,x
1658433905271,0.02,0.07,0.05,0.68,-5.31,-8.13,-33.35,-9.27,5.15,x
1658433905287,-0.17,0.06,-0.06,0.47,-5.25,-8.28,-32.22,-9.6,3.06,x
1658433905304,0.19,0.12,-0.2,0.78,-5.1,-8.48,-27.33,-13.35,5.03,x
1658433905321,-0.02,-0.1,-0.55,0.54,-5.27,-8.86,-21.54,-8.93,4.06,x
1658433905337,-0.21,-0.06,-0.64,0.33,-5.19,-8.98,-17.02,-3.63,2.08,x
1658433905354,-0.22,-0.08,-0.35,0.32,-5.16,-8.71,-14.14,-0.04,-1.03,x
1658433905371,-0.29,0,-0.38,0.25,-5.06,-8.76,-11.53,5.1,-2.93,x
1658433905387,-0.16,0.07,-0.45,0.4,-4.97,-8.84,-8.79,3.39,-0.94,x
1658433905404,0.18,-0.01,-0.34,0.75,-5.02,-8.75,-6.29,-3.35,0.83,x
1658433905421,-0.13,-0.02,-0.28,0.42,-5.02,-8.7,-4.75,-2.51,-1.83,x
1658433905437,-0.29,-0.02,-0.37,0.26,-5.02,-8.79,-2.93,0.64,-3.09,x
1658433905454,0.09,0,-0.38,0.65,-4.99,-8.8,1.15,0,-1.55,x
1658433905471,0.14,0.04,-0.26,0.7,-4.95,-8.69,2.79,1.39,-1.82,x
1658433905487,-0.06,0.01,-0.17,0.51,-4.99,-8.58,2.61,3.52,-2.42,x
1658433905504,0.07,-0.01,0.07,0.64,-5.02,-8.34,1.23,-3.57,-1.08,x
1658433905521,0.12,0.06,0.08,0.69,-4.95,-8.33,1.01,-5.32,-1.55,x
1658433905537,-0.04,0.05,0.05,0.53,-4.96,-8.37,0.65,-1.21,-2.18,x
1658433905554,0.1,0.01,0.16,0.66,-5,-8.26,-0.7,-2.33,-0.36,x
1658433905571,0.08,0,0.2,0.63,-5,-8.22,-1.67,-2.77,-1.16,x
1658433905587,-0.04,0,0.23,0.52,-5,-8.19,-2.08,1.11,-3.99,x
1658433905604,-0.33,0,0.14,0.25,-4.99,-8.28,-2.27,6.42,-6.09,x
1658433905621,-0.12,0.04,0.22,0.48,-4.95,-8.21,-3.13,4.79,-6.22,x
1658433905637,0.03,0.08,0.22,0.64,-4.89,-8.21,-3.69,3.43,-5.37,x
1658433905654,0.16,0.13,0.08,0.8,-4.83,-8.36,-4.27,1.78,-1.31,x
1658433905671,0.37,-0.04,0.13,1,-5,-8.31,-4.84,-4,1.67,x
1658433905687,0.29,-0.02,0.1,0.9,-4.96,-8.34,-5.12,-5.29,0.95,x
1658433905704,-0.08,-0.06,-0.11,0.52,-4.99,-8.56,-3.18,-0.08,-0.93,x
1658433905721,0.01,-0.05,-0.17,0.62,-4.98,-8.63,-2.33,1.6,-0.68,x
1658433905738,0.09,-0.05,-0.01,0.7,-4.97,-8.47,-3.17,1.48,-0.73,x
1658433905754,0.12,0.02,0.17,0.74,-4.88,-8.29,-5.59,0.88,-0.24,x
1658433905771,0.07,-0.05,0.08,0.69,-4.95,-8.39,-4.76,1.66,-0.48,x
1658433905788,0.04,0.03,0,0.66,-4.85,-8.48,-3.96,1.44,-0.62,x
1658433905804,0.04,-0.06,0.08,0.67,-4.94,-8.41,-5.33,-0.72,-0.06,x
1658433905821,0.1,-0.07,0.38,0.72,-4.93,-8.12,-7.98,-3.08,0.27,x
1658433905837,0.11,-0.01,0.28,0.73,-4.86,-8.22,-7.89,-3.15,1.07,x
1658433905854,0.09,0.06,0.07,0.7,-4.76,-8.45,-7.13,-1.87,1.71,x
1658433905871,0.03,0.02,0.17,0.63,-4.79,-8.36,-7.41,-3.53,1.98,x
1658433905887,0.03,0.03,0.09,0.62,-4.76,-8.44,-6.47,-3.42,1.85,x
1658433905904,-0.16,0.04,-0.01,0.43,-4.73,-8.56,-4.38,2.62,-1.33,x
1658433905921,-0.22,0.07,-0.01,0.38,-4.69,-8.56,-5.32,4.5,-2.54,x
1658433905937,-0.17,0.02,0.21,0.44,-4.73,-8.35,-7.08,1.93,-2.58,x
1658433905954,-0.05,0.04,0.12,0.57,-4.69,-8.45,-6.21,0.55,-3.43,x
1658433905971,-0.18,0.06,-0.06,0.45,-4.65,-8.64,-4.64,5.57,-4.9,x
1658433905987,-0.12,0.09,-0.15,0.53,-4.62,-8.73,-2.09,10.33,-4.45,x
1658433906004,0.12,0.03,-0.05,0.81,-4.67,-8.62,-0.88,9.86,-1.11,x
1658433906021,0.19,-0.04,0.19,0.9,-4.74,-8.39,-3.56,3.7,0.57,x
1658433906037,0.22,-0.05,0.32,0.92,-4.73,-8.27,-6.96,-3.72,0.52,x
1658433906054,0.15,0.01,0.11,0.83,-4.66,-8.48,-6.41,-4.83,0.05,x
1658433906071,0.08,-0.09,-0.1,0.75,-4.75,-8.71,-5.72,-4.57,0.89,x
1658433906087,0.15,-0.13,-0.1,0.81,-4.77,-8.71,-4.62,-4.88,1.4,x
1658433906104,0.23,-0.02,-0.15,0.88,-4.65,-8.77,-2.57,-1.14,1.96,x
1658433906121,0.17,-0.04,-0.15,0.82,-4.67,-8.77,-1.77,0.64,3.18,x
1658433906137,0.15,-0.08,-0.06,0.79,-4.71,-8.69,-2.59,-0.73,3.89,x
1658433906154,0.07,-0.03,0.1,0.7,-4.64,-8.53,-4.31,-4.22,3.44,x
1658433906171,-0.02,0.01,0.12,0.6,-4.59,-8.51,-6.23,-5.99,3.89,x
1658433906187,0.04,0.04,0.11,0.64,-4.54,-8.53,-7.2,-7.41,4.17,x
1658433906204,-0.04,-0.02,0.05,0.53,-4.59,-8.61,-6.45,-5.23,3.07,x
1658433906221,-0.08,0.1,0.01,0.49,-4.46,-8.66,-5.7,-3.15,2.39,x
1658433906237,-0.1,0.02,0.08,0.45,-4.52,-8.59,-6.04,-1.86,1.52,x
1658433906254,-0.06,0.09,0.24,0.49,-4.43,-8.44,-8.19,-2.19,1.17,x
1658433906271,-0.07,0.01,0.32,0.46,-4.49,-8.37,-10.26,-3.51,1.08,x
1658433906287,-0.02,0.02,0.27,0.51,-4.46,-8.44,-11.02,-4.38,2.05,x
1658433906304,0.14,0.01,0.11,0.65,-4.43,-8.61,-10.45,-5.17,3.65,x
1658433906321,0.12,0.03,0.14,0.61,-4.39,-8.6,-11.53,-6.23,4.55,x
1658433906337,0.09,-0.04,0.2,0.56,-4.44,-8.55,-12.72,-6.73,4.25,x
1658433906354,-0.04,0,0.15,0.41,-4.36,-8.63,-13.44,-4.87,2.5,x
1658433906371,-0.07,-0.01,0.06,0.36,-4.34,-8.73,-13.08,-3.24,1.64,x
1658433906387,-0.01,-0.04,0.03,0.42,-4.33,-8.78,-12.59,-4.15,1.77,x
1658433906404,-0.03,-0.18,0.07,0.37,-4.44,-8.75,-11.28,-8.28,1.22,x
1658433906421,0.42,0.33,-0.15,0.8,-3.9,-8.99,-11.7,-6.76,3.98,x
1658433906437,0.1,-0.03,0.05,0.46,-4.24,-8.8,-12.28,-6.97,4.29,x
1658433906454,0.1,-0.05,0.12,0.43,-4.22,-8.75,-15.5,-6.25,5.17,x
1658433906471,0.07,-0.03,0.28,0.38,-4.17,-8.61,-18.57,-8.61,7.15,x
1658433906488,0.25,0.24,0.48,0.53,-3.84,-8.43,-20.5,-9.65,6.31,x
1658433906504,-0.08,-0.28,0.05,0.17,-4.3,-8.89,-24.06,-2.7,8.62,x
1658433906521,-0.13,0.2,0.45,0.11,-3.76,-8.52,-26.35,-2.18,5.38,x
1658433906537,-0.41,-0.1,0.42,-0.17,-4,-8.57,-28,-3.73,0.93,x
1658433906554,-0.89,-0.64,0.63,-0.67,-4.44,-8.41,-28.61,-3.74,-1.41,x
1658433906571,-0.37,0.18,0.13,-0.15,-3.56,-8.93,-29.44,1.31,-1.24,x
1658433906587,-0.48,0.39,0.1,-0.25,-3.27,-8.99,-39.73,15.64,3.73,x
1658433906604,-0.34,1.01,0.63,-0.05,-2.5,-8.53,-51.85,17.97,-4.71,x
1658433906621,-0.75,-0.11,0.48,-0.41,-3.5,-8.71,-53.81,16.12,-12.25,x
1658433906637,-0.49,0.1,0.26,-0.12,-3.16,-8.99,-45.11,1.32,-7.24,x
1658433906654,0.13,0.34,-0.68,0.51,-2.8,-9.96,-26.62,3.05,-5.49,x
1658433906671,-0.14,-0.39,-0.75,0.26,-3.48,-10.05,-13.73,5.38,-7.24,x
1658433906687,-0.14,-0.5,-0.48,0.28,-3.57,-9.79,-6.56,11.21,-8.8,x
1658433906704,0.02,-0.18,-0.39,0.51,-3.24,-9.7,-2.2,21.87,-6.43,x
1658433906721,0.31,0.09,-0.04,0.86,-2.96,-9.34,-0.96,23.38,-2.42,x
1658433906737,0.46,0.09,0.26,1.05,-2.95,-9.04,-0.06,16.42,3.98,x
1658433906754,0.58,0.06,0.12,1.22,-2.98,-9.18,-3.55,12.9,6.74,x
1658433906771,0.27,-0.16,0.23,0.93,-3.19,-9.07,-9.58,6.24,5.67,x
1658433906787,0.17,-0.16,0.23,0.83,-3.16,-9.08,-17.87,2.25,6.42,x
1658433906804,0.24,-0.15,0.43,0.88,-3.07,-8.91,-26.11,-6.31,5.55,x
1658433906821,-0.12,-0.16,-0.06,0.51,-3.02,-9.42,-29.19,-1.76,2.29,x
1658433906837,-0.06,-0.25,-0.09,0.56,-3.04,-9.47,-30.28,-3,0.14,x
1658433906854,-0.08,-0.2,0.08,0.53,-2.88,-9.33,-30.56,-2.68,-1.76,x
1658433906871,0.03,-0.07,-0.13,0.64,-2.69,-9.56,-28.56,-6.13,-4.05,x
1658433906887,0,0.01,-0.11,0.59,-2.54,-9.56,-24.08,-14.27,-9.51,x
1658433906904,0.02,0.16,-0.03,0.55,-2.31,-9.5,-19.53,-25.8,-15.3,x
1658433906921,0.45,0.43,-0.32,0.92,-1.99,-9.81,-15.77,-41.01,-16.63,x
1658433906937,0.88,0.58,-0.49,1.21,-1.82,-10,-7.58,-75.98,-29.04,x
1658433906954,0.32,1.32,-0.97,0.36,-1.07,-10.48,8.92,-123.42,-61.25,x
1658433906971,-0.68,0.72,-1.26,-0.92,-1.71,-10.76,21.67,-127.44,-70.47,x
1658433906987,-0.61,-0.18,-1.3,-1.12,-2.68,-10.76,25.67,-120.21,-48.58,x
1658433907004,0.69,-0.67,-0.87,-0.09,-3.23,-10.3,7.9,-73.06,-26.32,x
1658433907021,-0.09,-1.16,0.96,-1.07,-3.74,-8.45,4.37,-112.28,-18.25,x
1658433907037,-0.72,-0.86,1.21,-2.01,-3.46,-8.16,4.32,-149.25,-27.22,x
1658433907054,1.31,1.84,-1.5,-0.48,-0.79,-10.78,11.79,-179.92,-25.61,
1658433907071,-0.56,-0.89,0.49,-2.8,-3.57,-8.68,5.52,-199.85,-33.43,
