time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652785301588.3,0,0.1,0.2,1.7,6.4,7.7,-9.3,14.1,-5.4,x
1652785301605.1,-0.1,0.1,0.3,1.7,6.4,7.7,-9.3,14.1,-5.4,x
1652785301621.7,-0.1,0,0.2,1.7,6.4,7.7,-5.5,9.8,-4.7,x
1652785301638.6,0.1,0.1,0,1.9,6.4,7.5,-1.8,5.8,-4.2,x
1652785301655.1,0.4,0,-0.3,2.1,6.4,7.2,-3.1,10.5,-6.9,x
1652785301672.1,0.4,0.1,-0.4,2.1,6.4,7.2,-3.1,10.5,-6.9,x
1652785301688.9,0.3,0.1,-0.6,2,6.4,7,-6.8,16.5,-10,x
1652785301705.1,0.3,0,-0.2,1.8,6.4,7.3,-12.2,24.2,-14,x
1652785301722.4,-0.1,0,0,1.4,6.3,7.5,-10.5,24.6,-12.5,x
1652785301739.1,0,0,0,1.7,6.4,7.6,-10.5,24.6,-12.5,x
1652785301755,0.3,0.2,0,1.7,6.4,7.6,-6.8,28.8,-12,x
1652785301771.7,0.3,0.1,0.1,1.5,6.4,7.7,-5.3,33.7,-14.3,x
1652785301789.2,0.1,0,0.1,1.5,6.4,7.7,-5.3,33.7,-14.3,x
1652785301805.1,-0.3,-0.1,0,0.7,6.2,7.7,-4.3,34.4,-15,x
1652785301822,-0.3,-0.1,0.1,0.7,6.2,7.8,-2.9,28.4,-12.1,x
1652785301839.2,-0.2,-0.1,0.2,0.7,6.2,7.8,-2.9,28.4,-12.1,x
1652785301855.4,-0.2,-0.1,0.2,0.6,6.1,7.8,-0.1,24.3,-11.4,x
1652785301872.1,-0.3,-0.2,0,0.3,6,7.7,4.2,23.1,-8.3,x
1652785301888.4,-0.4,-0.2,0.1,0.3,6.1,7.9,5.8,21.4,-5.8,x
1652785301905.9,-0.3,-0.1,0.3,0.3,6.1,7.9,5.8,21.4,-5.8,x
