time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1655202255719.4,0.6,0.1,0.2,0.6,5.6,8.3,8.8,-5.9,5.8,x
1655202255736.2,0.5,0.2,-0.1,0.5,5.7,8.1,10.1,-1.3,2.2,x
1655202255752.8,0.1,0.1,-0.4,0.2,5.6,7.8,9.9,5.6,1.3,x
1655202255769.3,0.1,-0.2,-0.5,0.2,5.4,7.6,8,6.4,0.2,x
1655202255786.1,0.1,-0.4,-0.5,0.2,5.2,7.5,6.3,3.1,-1.2,x
1655202255803,-0.1,0,-0.1,0.1,5.6,8,-0.9,-10.9,-4.3,x
1655202255819.4,0.2,0,0.2,0.4,5.6,8.3,-7.3,-6.5,-1.2,x
1655202255836.4,0.3,0,0.2,0.5,5.6,8.3,-6.1,0.7,-0.4,x
1655202255853,0.3,-0.1,0.2,0.5,5.4,8.3,0.7,11.6,-2.6,x
1655202255869.6,0,0,-0.1,0.4,5.5,8,7.6,23.8,-7.4,x
1655202255886.2,-0.1,-0.1,-0.3,0.2,5.4,7.8,10.2,27.3,-8.7,x
1655202255902.8,-0.8,0.2,-0.4,-0.5,5.7,7.7,11.8,23.9,-11.9,x
1655202255919.5,-1.2,0.2,-0.6,-1.2,5.9,7.4,5.6,0.5,-12.2,x
1655202255936.1,-1,0.1,-0.6,-1.2,5.9,7.4,1.7,-13.4,-8.9,x
1655202255952.8,-0.1,0.1,-0.2,-0.5,5.9,7.7,-5.9,-33.1,-1.8,x
1655202255969.5,0.4,0.1,0.2,0,5.9,8,-12.2,-27.4,1.8,x
1655202255986.3,0.6,-0.1,0.5,0.2,5.8,8.4,-13.6,-17.1,3.1,x
1655202256003.1,0.4,-0.1,0.6,0.2,5.7,8.6,-10.6,8,2.4,x
1655202256019.5,-0.1,0,0.4,-0.2,5.6,8.4,-3.3,22.9,-0.7,x
1655202256036.2,-0.2,0,0.3,-0.3,5.6,8.4,-2.1,22.6,-0.2,x
1655202256052.9,-0.1,-0.1,0.3,-0.3,5.5,8.4,-2.5,18.8,1.4,x
1655202256069.4,-0.1,-0.1,0.4,-0.4,5.5,8.4,-4.7,13.8,2.7,x
1655202256086.2,-0.1,0,0.4,-0.3,5.5,8.5,-5.1,10.3,2.9,x
1655202256102.8,0.2,-0.1,0.5,-0.1,5.5,8.6,-4.1,1.4,2.8,x
1655202256119.5,0.4,0,0.5,0.2,5.5,8.6,0.1,-4.5,0.2,x
1655202256136.2,0.4,-0.1,0.4,0.1,5.5,8.5,2.4,-2.8,-0.7,x
1655202256152.8,0.2,0,0.3,0,5.5,8.3,4.4,1.5,-1.6,x
1655202256169.6,0.2,-0.1,0.2,-0.1,5.5,8.2,4.8,3.2,-1.4,x
1655202256186.7,0.2,-0.1,0,0,5.5,8.1,4.8,3.6,0.2,x
1655202256202.9,0.3,0,0,0,5.6,8.1,4,4.7,1.1,x
1655202256219.5,0.2,0,-0.1,-0.1,5.5,8,3.3,7.1,1,x
1655202256236,0.2,0,0,-0.1,5.6,8,2.6,5,0.8,x
1655202256256.2,0.2,0,0.1,-0.1,5.6,8.2,1,0.9,-0.6,x
1655202256269.5,0.2,0,0.2,-0.1,5.6,8.2,1,0.9,-0.6,x
1655202256285.9,0,0,0.1,-0.3,5.6,8.1,2.4,2.8,-1.8,x
1655202256302.6,0,0,0,-0.3,5.6,8,2.2,3.2,0.2,x
1655202256319.3,0.1,-0.1,-0.1,-0.3,5.5,7.9,1,4.3,0.2,x
1655202256336,0,-0.1,-0.1,-0.3,5.5,8,1.1,2.8,0.5,x
1655202256352.6,0.1,-0.1,-0.2,-0.3,5.6,7.9,0,2.8,0.1,x
1655202256369.4,-0.1,0,-0.1,-0.5,5.6,7.9,-1.4,0.8,-0.9,x
1655202256385.9,-0.2,0,0,-0.5,5.6,8,-2,0,-1.2,x
1655202256402.7,-0.3,0,0,-0.6,5.6,8,-3.1,0.3,-0.6,x
1655202256419.4,-0.1,0,0,-0.4,5.7,8,-4.5,-0.9,0.5,x
1655202256436.3,0,0,0,-0.3,5.6,8,-5.1,-1,0.2,x
1655202256452.7,-0.1,0,0.1,-0.4,5.5,8.1,-5.5,-0.2,-0.8,x
1655202256469.3,-0.1,-0.1,0.1,-0.4,5.5,8.2,-5.4,0.5,-0.8,x
1655202256487.9,-0.1,-0.1,0.2,-0.4,5.5,8.2,-4.4,1.4,-0.4,x
1655202256502.7,0.1,0,0.1,-0.3,5.5,8.2,-3,-0.9,-0.3,x
1655202256519.3,0.1,0,0.1,-0.2,5.5,8.2,-2.3,-1.9,-0.6,x
1655202256535.9,0.1,-0.1,0.2,-0.2,5.5,8.3,-2.1,-1.4,-0.9,x
1655202256552.6,-0.1,0,0.2,-0.4,5.6,8.2,-2.9,-0.3,-0.9,x
1655202256569.3,-0.1,0.1,0.1,-0.4,5.6,8.2,-3.3,-1.7,0.5,x
1655202256586,0,0.1,0.1,-0.3,5.6,8.2,-2.4,-1.5,0.9,x
1655202256602.7,0.1,0.1,0.2,-0.2,5.6,8.3,-0.5,1,0.4,x
1655202256619.5,0.1,0.1,0.1,-0.2,5.6,8.3,0.1,2,0.5,x
1655202256636.3,0.1,0.1,0.1,-0.2,5.6,8.2,0.9,2.5,0.4,x
1655202256652.9,0.1,0,-0.1,-0.2,5.5,8.1,2.3,1.2,-0.3,x
1655202256669.5,0,0,-0.1,-0.3,5.5,8,1.6,1.6,-0.2,x
1655202256686.2,-0.1,0,0.1,-0.4,5.5,8.2,-1.2,2,-0.8,x
1655202256702.9,0,0,0.2,-0.3,5.5,8.3,-2.1,-1.3,0.1,x
1655202256719.6,0.1,0,0.1,-0.2,5.4,8.2,-0.1,-1.9,0.6,x
1655202256737,0.1,0,0.1,-0.2,5.5,8.2,0.5,-0.3,0.5,x
1655202256752.9,-0.1,0,-0.1,-0.4,5.4,8,1.7,1.8,0.4,x
1655202256770.2,0,0,-0.2,-0.3,5.5,8,0.5,0.5,1.3,x
1655202256786.5,0,0,-0.1,-0.3,5.5,8,-1.2,-1.7,1.1,x
1655202256802.6,0,0,0,-0.3,5.5,8.1,-2.6,-1.8,0.1,x
1655202256819.3,-0.1,-0.1,0.2,-0.4,5.4,8.3,-2.1,0.2,-0.5,x
1655202256835.9,-0.1,-0.1,0.2,-0.4,5.4,8.3,-1.1,0.9,-0.7,x
1655202256852.7,-0.1,0,0.1,-0.4,5.5,8.2,0.1,1.4,-1.2,x
1655202256869.3,0,0,-0.1,-0.3,5.5,8,0.3,1.1,-1.3,x
1655202256886.3,0.1,0,-0.2,-0.3,5.5,8,0.2,-0.1,-1.2,x
1655202256903.1,0,0,-0.1,-0.3,5.5,8,-1.2,-1.3,-0.9,x
1655202256919.7,-0.1,0,0.1,-0.4,5.5,8.2,-2.8,-0.1,0.9,x
1655202256936.3,0,0,0.2,-0.3,5.5,8.3,-3.1,0.1,1.7,x
1655202256953,0.2,0,0.3,-0.2,5.5,8.5,-2,0,1.6,x
1655202256969.7,0.1,0,0.2,-0.3,5.5,8.4,0,1.1,0.5,x
1655202256986.3,0,0,0.1,-0.3,5.5,8.3,0.9,0.4,0.1,x
1655202257003.3,0,0.1,0.1,-0.3,5.5,8.3,0.3,-1.2,-0.9,x
1655202257019.7,-0.1,0.1,0.1,-0.3,5.5,8.3,-0.3,-0.7,-0.7,x
1655202257036.3,0,0.1,0.1,-0.3,5.5,8.2,0.3,-0.7,-0.5,x
1655202257052.6,-0.1,0,0,-0.4,5.4,8.1,1.7,-0.9,-0.5,x
1655202257069.3,-0.1,-0.1,0,-0.4,5.4,8.2,-0.4,-0.2,0.5,x
1655202257086.4,0,-0.1,0,-0.3,5.4,8.2,-1.2,-0.4,1,x
1655202257103,0.1,0,0.1,-0.2,5.4,8.2,-0.7,-0.7,1.1,x
1655202257120.3,0.2,0,-0.1,-0.1,5.5,8.1,2.5,-0.5,0,x
1655202257136,0.2,0.1,-0.2,-0.1,5.5,8,4,-1,-0.5,x
1655202257153.6,0.1,0.1,-0.4,-0.2,5.6,7.8,4.7,-2,-1.4,x
1655202257169.3,-0.1,0.1,-0.4,-0.3,5.5,7.7,0.4,-1.6,-1.9,x
1655202257186.2,-0.1,0.1,-0.3,-0.4,5.5,7.8,-2.5,-1.9,-1.4,x
1655202257202.9,0.2,0,0.1,-0.1,5.4,8.3,-5.8,-3.4,-2.4,x
1655202257219.6,0.1,0.1,0.4,-0.1,5.5,8.5,-4.4,-0.6,-4.2,x
1655202257236.1,-0.1,0.2,0.5,-0.4,5.6,8.6,-1.5,2.4,-3.7,x
1655202257252.9,-0.5,0.2,0.4,-0.8,5.6,8.6,6.4,6.8,-2.3,x
1655202257269.3,-0.7,0.3,0.3,-1,5.8,8.4,7.6,0.7,2.4,x
1655202257286.3,-0.4,0.3,0.2,-0.7,5.7,8.4,6.1,-1.9,2.9,x
1655202257303,0.1,0.1,0,-0.2,5.6,8.2,3.2,-4.5,1.5,x
1655202257319.4,-0.3,0.2,0,-0.5,5.8,7.9,2,-4.1,1.1,x
1655202257336.2,-0.4,0.2,-0.3,-0.7,5.7,7.9,0.3,2.5,5.3,x
1655202257352.8,-0.3,0,-0.5,-0.5,5.5,7.7,-0.9,9.3,11.3,x
1655202257369.5,0,-0.2,-0.7,-0.2,5.3,7.4,-4.2,12.8,14.5,x
1655202257386.1,0.3,-0.3,-0.7,0,5.2,7.4,-7,10.1,13.5,x
1655202257402.7,1.1,-0.7,-0.6,0.8,4.7,7.5,-15.7,-11.2,5.6,x
1655202257419.6,1.2,-0.5,0.1,1,4.9,8.3,-21.7,-20.9,-5.5,x
1655202257436.7,0.7,-0.6,0.2,0.5,4.8,8.4,-20.2,-19.7,-9.6,x
1655202257452.8,0.2,-0.4,0.3,-0.3,5.2,8.6,-14.2,-14.7,-8.7,x
1655202257469.3,-0.4,0.2,0.7,-0.6,5.5,8.9,-6.4,-5.7,0.2,x
1655202257486.1,-0.5,0.3,0.7,-0.6,5.6,9,-3.2,-0.4,3.7,x
1655202257502.6,-0.4,0.5,0.4,-0.6,5.8,8.6,2,9,7,x
1655202257519.4,-0.5,0.7,0.2,-0.6,6,8.4,2.6,9.6,7,x
1655202257535.9,-0.5,0.7,0.3,-0.6,6,8.5,1,3.9,5.3,x
1655202257552.9,-0.2,0.5,0.4,-0.4,5.8,8.7,0.3,-1.7,1.3,x
1655202257569.6,-0.2,0.4,0.3,-0.5,5.6,8.7,1,-1.8,-0.3,x
1655202257585.9,-0.4,0.2,0.4,-0.5,5.5,8.7,2.1,-3.1,-1,x
1655202257602.6,-0.3,-0.1,0.3,-0.4,5.2,8.6,3.1,-3.1,0.9,x
1655202257619.3,0.1,-0.2,0.3,-0.1,5.1,8.5,4.4,-2.2,3.3,x
1655202257636.7,0.2,-0.2,0.1,0.1,5.1,8.4,4.9,-0.6,3.8,x
1655202257652.7,0.2,-0.2,-0.1,0.1,5.1,8.1,5.4,0.7,3.6,x
1655202257669.4,0.3,-0.2,-0.2,0.2,5.2,7.9,5.3,0.4,3,x
1655202257687,0.3,-0.2,-0.3,0.2,5.2,7.9,4.4,0.4,1.3,x
1655202257702.7,0.3,-0.1,-0.4,0.1,5.3,7.8,2.3,-1.2,0.1,x
1655202257719.3,0,0,-0.2,-0.1,5.4,8,-0.3,-1.9,0.2,x
1655202257736,0,0.1,-0.1,-0.1,5.4,8.1,-1.1,-1.6,0.1,x
1655202257752.9,0.1,0.1,-0.1,0,5.5,8.1,-0.3,1.3,-0.4,x
1655202257769.3,0.1,0,-0.2,0,5.4,8,0.5,5.1,-0.7,x
1655202257786,0,0,-0.2,-0.1,5.4,8,-0.1,3.8,-1.1,x
1655202257802.6,0,0,0.1,-0.1,5.4,8.3,-2.4,-2.3,-1.5,x
1655202257819.3,0,0,0.3,-0.1,5.4,8.5,-3.2,-5.5,-2.2,x
1655202257835.9,0,0,0.3,-0.1,5.4,8.5,-2.5,-5,-2.4,x
1655202257853.1,0,0,0.2,-0.1,5.4,8.5,-0.1,-0.3,-0.7,x
1655202257869.6,0,0.1,0.2,-0.1,5.4,8.5,1,1,-0.1,x
1655202257886.3,0,0.1,0.3,-0.1,5.4,8.5,1.1,-1.4,-0.4,x
1655202257903,0,0.1,0.2,-0.1,5.5,8.5,1.3,-5.5,-0.8,x
1655202257919.6,0.1,0.1,0.1,0,5.5,8.4,2,-4.8,-1.3,x
1655202257936.3,0.1,0.1,0.1,0,5.4,8.3,2.5,-3.4,-1.8,x
1655202257952.9,0.1,0.1,0,0,5.4,8.2,2.8,-1.3,-2,x
1655202257970.1,0.1,0.1,0,0,5.4,8.2,3.2,-1.6,-1.9,x
1655202257985.9,-0.1,0,-0.1,-0.1,5.4,8.1,3.3,0.7,-1.2,x
1655202258002.9,0,0,-0.1,-0.1,5.4,8.1,2.6,2.8,-0.9,x
1655202258020.2,0.1,-0.1,-0.2,0,5.3,8,2.1,0.5,-1.2,x
1655202258036.3,0.1,-0.1,-0.2,0,5.3,8,1.9,-2.1,-1.8,x
1655202258052.5,0,0,0.2,-0.1,5.4,8.4,5.4,3.8,-2.2,x
1655202258069.2,-0.1,-0.1,0.1,-0.2,5.3,8.2,12.1,6.8,-0.9,x
1655202258097.6,-0.3,0.3,0,-0.4,5.7,8.1,4.3,-14,-3.4,x
1655202258102.6,-0.3,0.3,0,-0.4,5.7,8.1,4.3,-14,-3.4,x
1655202258119.2,0.5,-0.1,0.1,0.4,5.4,8.3,-4.5,-16.4,-4,x
1655202258135.9,0.6,0,-0.1,0.5,5.5,8,-3.8,4,-6.3,x
1655202258152.5,-0.2,0,-0.5,-0.3,5.4,7.7,-3,24.6,-3.6,x
1655202258169.2,-0.4,0,-0.3,-0.5,5.5,7.8,-3.4,13.9,1.4,x
1655202258185.9,-0.2,0.1,-0.2,-0.3,5.5,8,-3.8,5.6,1.8,x
1655202258202.6,0.1,0.1,0,-0.1,5.5,8.2,-4.5,-5.5,-0.6,x
1655202258219.3,0,0.1,0.1,-0.1,5.5,8.3,-4.4,-8.3,-3.8,x
1655202258235.9,-0.1,0.1,0.1,-0.2,5.5,8.3,-4.2,-5.2,-3.8,x
1655202258252.6,-0.1,0,0.3,-0.3,5.4,8.5,-3.7,0,-0.9,x
1655202258269.2,0,0,0.2,-0.1,5.3,8.4,-1.8,2.9,0.9,x
1655202258285.9,0.1,0,0.1,-0.1,5.4,8.3,-1.1,3.7,1.3,x
1655202258302.6,0.1,0,-0.1,-0.1,5.4,8.1,-1.1,3.1,0.7,x
1655202258319.2,-0.1,0,0,-0.3,5.4,8.2,-3.5,-1.2,-0.4,x
1655202258336,-0.2,0.1,0.2,-0.4,5.4,8.4,-4.2,-4.6,-0.3,x
1655202258352.6,-0.3,0.2,0.5,-0.4,5.5,8.8,-3,-9.8,0.6,x
1655202258369.2,-0.1,0.1,0.6,-0.3,5.5,8.8,1,-5.5,1.3,x
1655202258385.9,0,0.1,0.4,-0.1,5.5,8.6,3.3,-2.9,1.1,x
1655202258402.5,0.1,0.1,0,0,5.4,8.2,5.1,-0.7,0.8,x
1655202258419.3,0.2,0,-0.3,0.1,5.4,7.9,4.6,0.9,0.5,x
1655202258435.9,0.2,-0.1,-0.5,0.1,5.3,7.7,3.7,1.8,-0.3,x
1655202258452.6,0.2,-0.1,-0.6,0.1,5.3,7.6,-0.4,4.7,-2.1,x
1655202258469.2,0,-0.2,-0.4,-0.1,5.2,7.8,-3.1,4.6,-1.4,x
1655202258485.9,0,-0.1,-0.3,-0.2,5.3,7.9,-3.5,3.4,-0.7,x
1655202258502.5,0.1,0,-0.1,-0.1,5.3,8.1,-3.7,1.1,0.1,x
1655202258519.2,0,0.1,0,-0.2,5.4,8.3,-4.6,2.8,0.3,x
1655202258535.9,-0.1,0.1,0,-0.2,5.4,8.2,-4.6,4.5,0.9,x
1655202258552.5,0,0.1,0,-0.2,5.5,8.2,-4.2,7.3,1.8,x
1655202258569.2,0.1,0.1,0.1,-0.1,5.4,8.3,-3.1,6.5,0.9,x
1655202258585.9,0.1,0.1,0.2,-0.1,5.4,8.4,-2.6,4.6,0.1,x
1655202258602.5,0,0.1,0.2,-0.2,5.4,8.4,-2.5,1.3,-1,x
1655202258619.2,-0.1,0.1,0.4,-0.3,5.4,8.6,-3.2,-0.7,-0.9,x
1655202258635.8,-0.1,0.1,0.4,-0.3,5.4,8.7,-2.6,-0.6,-0.3,x
1655202258652.5,0,0.1,0.4,-0.2,5.4,8.7,0.2,-1.5,0.5,x
1655202258669.3,0.1,0.1,0.2,-0.1,5.4,8.5,2.7,-1.6,0.8,x
1655202258686.2,0,0.1,0.1,-0.2,5.4,8.4,3.2,-0.6,1,x
1655202258702.6,0.1,0.1,0.2,-0.1,5.4,8.4,2.5,-0.4,0.6,x
1655202258719.2,0.2,0,0.4,0,5.3,8.6,2.5,-0.8,-1.4,x
1655202258735.9,0.2,0,0.4,0,5.3,8.6,3.7,-1.2,-2.4,x
1655202258752.5,0.1,0,0.2,-0.1,5.4,8.4,5.8,-2.7,-3.6,x
1655202258769.2,0,0.1,0.1,-0.2,5.5,8.3,7.2,-3.5,-3.7,x
1655202258785.8,0,0.1,0,-0.2,5.5,8.2,7.5,-3.5,-3.4,x
1655202258802.5,-0.1,0.1,-0.2,-0.3,5.5,8,6.3,-3.8,-1.2,x
1655202258820,0,0.1,-0.3,-0.2,5.5,7.9,3.9,-0.9,-0.3,x
1655202258836.1,0,0,-0.3,-0.2,5.4,7.9,3.4,-0.1,-0.2,x
1655202258853.5,0,0,-0.3,-0.1,5.4,7.9,2.2,1,0.1,x
1655202258869.2,-0.1,0,-0.2,-0.3,5.4,8,0.7,0.4,-0.7,x
1655202258886.2,-0.2,-0.1,-0.2,-0.4,5.4,8,0.4,0.2,-0.8,x
1655202258902.6,-0.1,0.1,0,-0.3,5.5,8.1,-0.9,-0.5,0.2,x
1655202258919.3,-0.1,0,0,-0.2,5.4,8.1,-0.5,-0.6,0.8,x
1655202258935.9,-0.1,0.1,-0.2,-0.2,5.5,8,0,0.1,1,x
1655202258952.8,0,0,-0.4,-0.2,5.4,7.8,-0.6,2.6,3.2,x
1655202258969.4,0.1,-0.1,-0.3,-0.1,5.4,7.8,-1.9,4.3,4.2,x
1655202258986.6,0.2,-0.1,-0.2,0,5.4,8,-4.6,9.2,4.4,x
1655202259002.7,0.2,0,0,-0.1,5.4,8.2,-5.6,7,2.1,x
1655202259019.6,0,0.1,0.2,-0.3,5.4,8.4,-4.9,1.1,-0.1,x
1655202259036.2,-0.2,0,0.3,-0.4,5.4,8.5,-3.9,-2.7,-1.3,x
1655202259052.6,-0.2,0,0.4,-0.4,5.4,8.6,-1.8,-5.5,-2.4,x
1655202259069.2,-0.2,0.1,0.3,-0.4,5.4,8.5,-0.1,-3.7,-1.4,x
1655202259085.9,-0.1,0,0.3,-0.3,5.4,8.5,0.6,-3.4,-0.9,x
1655202259103.5,0,0,0.2,-0.2,5.4,8.4,0.8,-1.4,-0.2,x
1655202259119.3,0,0,0.1,-0.2,5.4,8.3,0.5,-0.2,0.1,x
1655202259136.2,0,0,0.1,-0.2,5.4,8.3,0.8,-0.6,0.2,x
1655202259153.5,0,0,0,-0.2,5.4,8.2,1.4,-1.4,0.5,x
1655202259169.7,0,0,-0.1,-0.2,5.4,8.1,1.2,-1.2,0.6,x
1655202259186.2,0.1,0,-0.2,-0.1,5.4,8,0,-1.9,0.5,x
1655202259203.5,0.1,0.1,-0.2,-0.1,5.4,8,-2.1,-0.7,-1.2,x
1655202259219.5,0,0,-0.2,-0.2,5.3,8,-2.6,-1.1,-1.7,x
1655202259236.2,0.1,0,-0.1,-0.1,5.3,8.1,-2.7,-2.2,-1.4,x
1655202259252.7,0.1,0,0,-0.1,5.4,8.2,-4.1,-0.6,0,x
1655202259277.9,-0.1,0,0.1,-0.3,5.4,8.3,-4.3,1.7,0.8,x
1655202259285.9,-0.1,0,0.1,-0.3,5.4,8.3,-3.7,0.7,1.2,x
1655202259302.5,0,0.1,0.1,-0.1,5.4,8.3,-2.2,-1.8,0.7,x
1655202259320.1,0,0,0.1,-0.1,5.4,8.3,-1.1,-1.9,0.5,x
1655202259335.9,0,0,0.1,-0.1,5.3,8.3,-1.6,-2.4,0,x
1655202259353.5,-0.1,-0.1,0.3,-0.2,5.3,8.5,-3.5,-2.5,-1,x
1655202259369.3,-0.1,0,0.4,-0.3,5.3,8.6,-3.6,-0.2,0.4,x
1655202259385.9,-0.1,0,0.4,-0.3,5.3,8.7,-2.8,2.3,1.1,x
1655202259402.5,-0.1,0.1,0.4,-0.2,5.3,8.6,-0.9,1.7,1.3,x
1655202259419.3,0.1,0.1,0.3,-0.1,5.4,8.5,1.3,0.3,1.2,x
1655202259435.9,0.1,0.1,0.2,-0.1,5.4,8.5,2.1,-0.4,0.9,x
1655202259452.6,0.1,0.1,0,0,5.3,8.3,2.8,0,0.5,x
1655202259469.2,0.1,0,-0.1,0,5.3,8.2,2.3,-0.7,0.5,x
1655202259485.8,0.2,0,-0.1,0,5.3,8.1,1.8,-0.6,0.3,x
1655202259502.9,0.2,0,-0.2,0,5.3,8.1,2,-1.1,-0.8,x
1655202259519.2,0.2,0.1,-0.3,0,5.4,8,2.8,-0.5,-0.9,x
1655202259536.2,0.1,0,-0.3,-0.1,5.3,7.9,2.7,0.5,-0.7,x
1655202259553.1,-0.1,0,-0.3,-0.2,5.3,7.9,1.4,3,0.6,x
1655202259569.5,0,0.1,-0.2,-0.2,5.4,8,-1.6,1.9,0.8,x
1655202259586.3,0.1,0.1,-0.1,-0.1,5.4,8.1,-2.5,0.2,0.3,x
1655202259602.9,0.1,0.1,0.1,0,5.4,8.3,-3,-2.4,-1.2,x
1655202259619.5,0,0,0.1,-0.2,5.4,8.4,-2.8,-2.5,-2.1,x
1655202259636,-0.1,0,0.2,-0.3,5.3,8.5,-2.8,-2.5,-2.1,x
1655202259653,-0.1,0.1,0.2,-0.3,5.4,8.5,-2.2,-0.6,-1.7,x
1655202259670,-0.2,0.1,0.2,-0.3,5.4,8.4,-1.5,0.1,-1.2,x
1655202259685.9,0,0,0.1,-0.2,5.4,8.4,0.2,0.4,0,x
1655202259702.5,0,0.1,0.1,-0.1,5.4,8.3,-0.1,0,0.1,x
1655202259719.2,0,0,0.1,-0.1,5.4,8.3,-0.6,-1,0,x
1655202259736.2,0,0.1,0.1,-0.2,5.4,8.4,-0.4,-0.3,-0.1,x
1655202259753.1,0,0.1,0,-0.2,5.4,8.3,0.4,2.5,0.5,x
1655202259769.2,0.1,0,0.1,-0.1,5.3,8.3,1.1,0.8,0.5,x
1655202259785.9,0.1,0,0.1,-0.1,5.3,8.3,0.8,0.5,0.5,x
1655202259802.6,0,0,0.1,-0.2,5.3,8.3,-0.1,0.2,0.5,x
1655202259819.5,0,0,0.1,-0.2,5.3,8.4,-0.2,-0.1,1,x
1655202259836.1,0.1,0,0.2,-0.1,5.3,8.4,-0.2,-1,0.9,x
1655202259853.5,0.2,0,0.2,0,5.3,8.5,0.5,-2.6,0.1,x
1655202259869.3,0.1,0,0.1,0,5.3,8.4,1.3,-2,-0.5,x
1655202259886.2,0.1,0,0,0,5.3,8.3,1.6,-2.3,-1,x
1655202259902.9,0,0,0,-0.1,5.3,8.3,1,-1.4,-1.8,x
1655202259919.2,-0.1,0.1,0.1,-0.2,5.3,8.3,1,-1.8,-1.6,x
1655202259936.1,-0.1,0.1,0.1,-0.2,5.4,8.3,1.3,-1.4,-0.5,x
1655202259958.4,0,0,-0.1,-0.1,5.3,8.1,3.1,1.5,0.7,x
1655202259969.5,0.1,0,-0.1,0,5.4,8.1,2.7,0.4,0,x
1655202259986.1,0,0.1,-0.1,-0.1,5.4,8.1,2,-0.5,-0.5,x
1655202260002.8,-0.1,0,-0.1,-0.3,5.4,8.1,0.7,-1.4,-0.3,x
1655202260025.4,-0.1,0,-0.1,-0.1,5.4,8.2,0,-1.7,0.1,x
1655202260036.3,0,0,0,-0.1,5.4,8.2,-0.2,-2.1,0,x
1655202260052.7,-0.1,0.1,0,-0.2,5.4,8.2,-0.5,-1.7,0.4,x
1655202260069.2,0,0,0,-0.1,5.4,8.2,0.2,-1.3,0,x
1655202260085.8,0,0.1,0,-0.1,5.4,8.2,0.3,-0.2,0,x
1655202260102.5,-0.2,0,0.2,-0.3,5.4,8.4,0.2,2.3,0.6,x
1655202260119.2,0.1,0,0.5,-0.1,5.4,8.7,2.8,3.1,2.6,x
1655202260135.9,0.1,0,0.4,0,5.3,8.7,5.6,5.2,2.8,x
1655202260152.5,0.2,0.1,0.3,0.1,5.4,8.5,11,8.9,3.1,x
1655202260169.2,0.1,0.1,-0.1,-0.1,5.5,8.1,11.2,9.5,3.4,x
1655202260185.8,0.2,0.1,-0.2,0,5.5,8,9.4,8,2.7,x
1655202260202.9,0.3,0.1,-0.2,0.1,5.6,8,4.2,1.9,-0.2,x
1655202260219.5,0.1,0.1,-0.2,-0.1,5.6,8,1.7,-1.9,-2.2,x
1655202260236.1,0,0.1,-0.2,-0.2,5.6,8,1,-2.4,-2.6,x
1655202260252.8,-0.1,-0.1,-0.3,-0.3,5.4,7.9,-1,-2.6,-2,x
