time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1666170350713.7,107.5,81.1,-9.9,x
1666170350730.3,106.7,81.2,-9.3,x
1666170350747,106.3,81.2,-9.1,x
1666170350763.7,107.4,81.2,-10.2,x
1666170350780.4,111.4,80.6,-13.9,x
1666170350797,113.4,80.3,-15.8,x
1666170350813.7,116,79.8,-18.4,x
1666170350830.3,117.4,79.6,-19.6,x
1666170350847.1,117.6,79.5,-19.9,x
1666170350863.6,117.4,79.5,-19.5,x
1666170350880.4,116.8,79.5,-18.8,x
1666170350897.2,116.5,79.4,-18.6,x
1666170350913.7,116.1,79.4,-18.2,x
1666170350930.3,115.7,79.3,-17.9,x
1666170350947,115.2,79.2,-17.5,x
1666170350963.7,114.4,79.4,-16.9,x
1666170350980.4,114,79.9,-16.7,x
1666170350997,113.8,80.2,-16.5,x
1666170351013.8,113.3,80.5,-16,x
1666170351031,113.1,80.5,-15.8,x
1666170351047.7,112.6,80.4,-15.4,x
1666170351063.7,112.5,80.4,-15.4,x
1666170351086.8,112.6,80.6,-15.6,x
1666170351114,112.8,80.9,-15.9,x
1666170351130.3,113.1,81.1,-16.2,x
1666170351147,113.4,81.1,-16.5,x
1666170351163.8,114,81.1,-17.2,x
1666170351180.3,114.6,81,-17.9,x
1666170351197.2,115,81,-18.3,x
1666170351213.7,116,80.8,-19.2,x
1666170351230.3,117,80.7,-20.2,x
1666170351247.3,117.6,80.6,-20.7,x
1666170351263.6,118.4,80.6,-21.6,x
1666170351280.3,119.2,80.7,-22.4,x
1666170351297,119.7,80.7,-22.9,x
1666170351313.6,120.7,80.7,-23.9,x
1666170351331.5,121.4,80.8,-24.6,x
1666170351347,121.8,80.8,-24.9,x
1666170351365,122.2,80.8,-25.3,x
1666170351381,124,80.7,-27.2,x
1666170351397.5,124.8,80.7,-27.9,x
1666170351413.6,126.4,80.6,-29.6,x
1666170351430.4,126.6,80.6,-29.9,x
1666170351447.8,126.8,80.6,-30.1,x
1666170351463.7,127.2,80.7,-30.7,x
1666170351480.4,127.5,80.8,-31.1,x
1666170351497.2,127.5,80.8,-31.2,x
1666170351513.8,127.6,80.9,-31.3,x
1666170351530.5,127.4,81,-31.1,x
1666170351548.5,127.1,81,-30.9,x
1666170351564,126.3,81,-30.2,x
1666170351593.1,124.6,80.9,-28.5,x
1666170351614.4,123.1,81,-27,x
1666170351630.3,121.8,81,-25.6,x
1666170351657.6,121.2,81.1,-25,x
1666170351674.1,119.6,81,-23.6,x
1666170351680.4,119.1,81,-23.1,x
1666170351697.5,118.5,81,-22.6,x
1666170351713.8,117.3,81.1,-21.4,x
1666170351730.4,115.9,81.3,-20.1,x
1666170351747.3,115.1,81.5,-19.3,x
1666170351763.6,113.2,81.7,-17.5,x
1666170351780.4,111.5,81.9,-15.8,x
1666170351796.9,110.8,81.9,-15.3,x
1666170351813.7,109.9,82,-14.5,x
1666170351830.3,109.1,82.2,-14,x
1666170351847.1,108.8,82.2,-13.9,x
1666170351863.7,108.8,82.4,-14.1,x
1666170351880.4,108.9,82.5,-14.3,x
1666170351897,109.7,82.5,-15.3,x
1666170351913.7,110.3,82.5,-16,x
1666170351930.3,111.9,82.4,-17.7,x
1666170351947,113.1,82.3,-19.1,x
1666170351963.6,113.6,82.3,-19.6,x
1666170351980.4,113.9,82,-20.2,x
1666170351996.9,113.8,81.9,-20.1,x
1666170352013.6,113.1,81.8,-19.7,x
1666170352030.3,112,81.8,-18.9,x
1666170352048.7,111.3,81.8,-18.3,x
1666170352063.6,109.7,81.9,-17,x
1666170352080.2,108.1,82.1,-15.6,x
1666170352097.1,107.4,82.2,-15,x
1666170352113.6,106.1,82.3,-13.9,x
1666170352130.4,105.4,82.3,-13.4,x
1666170352147.8,104.3,82.4,-12.6,x
1666170352163.6,103.7,82.5,-12.3,x
1666170352180.2,103.7,82.5,-12.7,x
1666170352196.9,103.9,82.5,-13,x
1666170352213.6,104.2,82.6,-13.7,x
1666170352230.3,104.4,82.6,-14,x
1666170352247,104.5,82.6,-14.4,x
1666170352264.1,105.1,82.7,-15.3,x
1666170352280.3,105.4,82.7,-15.9,x
1666170352303.6,106.3,82.8,-17.3,x
1666170352313.9,106.4,82.8,-17.7,x
1666170352330.6,106.7,82.9,-18.3,x
1666170352347,106.9,82.9,-18.9,x
1666170352363.6,106.9,82.9,-19.3,x
1666170352380.3,106.8,82.9,-19.5,x
1666170352397.4,106.3,82.9,-19.5,x
1666170352413.7,105.7,83,-19.2,x
1666170352430.5,105.2,83,-19.1,x
1666170352447.2,104.1,83.1,-18.4,x
1666170352463.6,103.3,83.1,-17.9,x
1666170352480.3,100.9,83.1,-16.2,x
1666170352512.9,99.2,83.2,-15,x
1666170352530.2,97.4,83.2,-13.6,x
1666170352547.5,95.7,83.1,-12.4,x
1666170352563.6,94.4,83,-11.6,x
1666170352580.2,93.3,83,-11,x
1666170352597,92.8,83.1,-10.7,x
1666170352613.6,92,83.1,-10.4,x
1666170352630.2,91.8,83.1,-10.5,x
1666170352647.3,91.8,83,-10.8,x
1666170352663.6,91.8,83,-11.4,x
1666170352680.2,91.7,82.9,-11.8,x
1666170352697.3,91.7,83,-12,x
1666170352713.6,92,83,-12.8,x
1666170352730.2,92.3,83,-13.4,x
1666170352747.7,93.1,83,-14.7,x
1666170352764.6,93.4,83,-15.3,x
1666170352780.3,93.7,82.9,-16.1,x
1666170352797,93.2,82.8,-16.2,x
1666170352813.6,92.3,82.7,-15.7,x
1666170352830.3,91.6,82.7,-15.4,x
1666170352847,90.8,82.7,-14.8,x
1666170352863.6,87.9,82.9,-12.8,x
1666170352880.4,87,83,-12.2,x
1666170352897.1,85.3,83.1,-11,x
1666170352913.6,83.8,83.2,-10,x
1666170352935.8,82.4,83.4,-9.1,x
1666170352957.2,81.5,83.5,-8.7,x
1666170352963.5,81.2,83.5,-8.7,x
1666170352980.2,81,83.6,-9.1,x
1666170352997.4,81.2,83.6,-9.5,x
1666170353013.6,81.8,83.5,-10.4,x
1666170353030.3,82,83.5,-11,x
1666170353047.8,81.9,83.5,-11.2,x
1666170353063.6,81.9,83.4,-11.6,x
1666170353080.3,81.9,83.3,-12.1,x
1666170353097.1,82,83.3,-12.3,x
1666170353113.6,82.2,83.2,-13,x
1666170353130.4,82.4,83.2,-13.7,x
1666170353147.2,82.5,83.2,-14,x
1666170353163.8,82.3,83.1,-14.2,x
1666170353180.2,82.1,83.1,-14.2,x
1666170353196.9,81.9,83.2,-14.4,x
1666170353213.7,82.3,83.2,-15.3,x
1666170353230.6,82.6,83.2,-15.8,x
1666170353247.2,83.1,83.1,-16.7,x
1666170353263.6,83,83,-17,x
1666170353280.2,82.7,83,-17.2,x
1666170353296.8,82.5,83,-17.1,x
1666170353313.5,81.7,83,-16.7,x
1666170353330.2,81.1,83,-16.4,x
1666170353346.9,80.2,83,-15.8,x
1666170353363.5,79.3,83,-15.3,x
1666170353380.1,78.9,83.1,-15.1,x
1666170353397,78.6,83.1,-15,x
1666170353413.5,78.1,83.3,-15,x
1666170353430.1,78.1,83.3,-15.2,x
1666170353452.8,78.4,83.4,-16,x
1666170353464.1,78.9,83.4,-16.6,x
1666170353480.2,79.4,83.4,-17.3,x
1666170353496.9,80.2,83.4,-18.3,x
1666170353513.5,80.4,83.3,-18.8,x
1666170353530.2,80.4,83.2,-18.9,x
1666170353547.3,80.4,83.2,-19.1,x
1666170353563.5,80.6,83.1,-19.6,x
1666170353580.3,80.7,83,-19.8,x
1666170353597.3,80.5,82.8,-19.9,x
1666170353613.5,80.3,82.8,-19.9,x
1666170353630.2,80.2,82.8,-19.9,x
1666170353647.1,80.1,82.7,-20,x
1666170353663.6,80.1,82.6,-20.2,x
1666170353696.9,79.9,82.6,-20.4,x
1666170353746.9,79.7,82.8,-20.5,x
1666170353763.5,79.6,82.9,-20.7,x
1666170353781,79.5,83,-20.7,x
1666170353797.5,79.8,83.2,-21.3,x
1666170353813.5,80.5,83.2,-22.3,x
1666170353830.2,80.9,83.2,-22.8,x
1666170353851.7,81.9,83.2,-24,x
1666170353863.5,82.1,83.2,-24.2,x
1666170353880.2,82.2,83.2,-24.4,x
1666170353914.4,82,83.2,-24.4,x
1666170353930.4,81.9,83.1,-24.3,x
1666170353946.9,81.5,83,-24,x
1666170353980.5,81.2,82.9,-23.8,x
1666170353996.9,80.7,82.8,-23.3,x
1666170354013.6,80,82.7,-22.6,x
1666170354030.8,79.7,82.7,-22.3,x
1666170354047.4,79.3,82.7,-22,x
1666170354064.4,79.1,82.6,-21.9,x
1666170354080.6,78.5,82.5,-21.4,x
1666170354096.9,78.1,82.5,-21.1,x
1666170354113.6,78.1,82.5,-21.2,x
1666170354130.3,78,82.5,-21.2,x
1666170354147.3,77.9,82.5,-21.1,x
1666170354163.5,77.2,82.4,-20.5,x
1666170354180.9,77,82.4,-20.4,x
1666170354197,76.7,82.3,-20.2,x
1666170354213.6,76.2,82.4,-19.8,x
1666170354230.1,76,82.4,-19.6,x
1666170354246.9,75.5,82.4,-19.2,x
1666170354264.2,75.3,82.5,-19.1,x
1666170354280.2,75.1,82.5,-18.9,x
1666170354298,74.6,82.5,-18.5,x
1666170354313.6,74.3,82.5,-18.2,x
1666170354331,73.8,82.6,-17.8,x
1666170354347.6,73.7,82.6,-17.7,x
1666170354363.5,73.8,82.6,-18,x
1666170354397,74,82.5,-18.3,x
1666170354413.5,74.4,82.4,-18.7,x
1666170354430.2,74.9,82.3,-19.2,x
1666170354446.9,75.3,82.2,-19.6,x
1666170354463.5,75.3,82.3,-19.7,x
1666170354480.2,75.2,82.3,-19.6,x
1666170354496.9,75.4,82.3,-19.8,x
1666170354513.6,75.5,82.3,-20.1,x
1666170354563.5,75.7,82.3,-20.2,x
1666170354596.9,76,82.3,-20.5,x
1666170354614.6,76.3,82.2,-20.8,x
1666170354630.2,77,82.2,-21.5,x
1666170354646.9,77.8,82,-22.3,x
1666170354663.5,78.9,82,-23.3,x
1666170354680.2,79.5,82,-23.8,x
1666170354713.5,80.9,81.6,-24.7,x
1666170354730.6,81.6,81.5,-25.3,x
1666170354746.9,81.4,81.4,-25.1,x
1666170354763.5,81.7,81.4,-25.1,x
1666170354780.2,83.1,81.2,-26,x
1666170354796.9,83.8,81.1,-26.6,x
1666170354813.6,85.4,80.9,-27.8,x
1666170354830.1,86.5,80.6,-28.5,x
1666170354847.2,86.7,80.5,-28.5,x
1666170354863.5,87.4,80.3,-28.4,x
1666170354883.7,88.2,80.3,-29,x
1666170354896.9,88.5,80.2,-29.2,x
1666170354913.5,88.6,80.1,-29.2,x
1666170354930.1,88.6,80,-29.2,x
1666170354946.9,89.1,80,-29.6,x
1666170354963.5,89.5,79.9,-30,x
1666170354980.8,90.4,80,-30.7,x
1666170354996.9,91.1,80,-31.2,x
1666170355013.5,91.5,80.1,-31.6,x
1666170355030.1,91.6,80.1,-31.6,x
1666170355047.4,91.7,80.2,-31.7,x
1666170355063.5,91.6,80.4,-31.5,x
1666170355080.2,91.5,80.5,-31.4,x
1666170355096.9,91.5,80.6,-31.3,x
1666170355142.6,91.6,80.8,-31.4,x
1666170355146.8,91.5,80.8,-31.4,x
1666170355163.4,91.5,80.7,-31.3,x
1666170355180.2,91.5,80.6,-31.4,x
1666170355213.6,91.8,80.8,-31.5,x
1666170355230.2,91.4,80.9,-30.9,x
1666170355247,90.1,80.9,-29.6,x
1666170355263.5,89.8,81,-29.2,x
1666170355280.2,90.2,81,-29.7,x
1666170355328.2,89.8,81.3,-29.1,x
1666170355330.3,90,81.3,-29.1,x
1666170355346.8,90.3,81.4,-29.2,x
1666170355363.5,90.3,81.3,-29.1,x
1666170355380.1,90,81.3,-28.8,x
1666170355396.9,89.5,81.2,-28.1,x
1666170355413.5,89.2,81.1,-27.7,x
1666170355430.1,88.5,80.9,-26.9,x
1666170355446.9,88.4,80.6,-26.6,x
1666170355463.5,88.4,80.5,-26.5,x
1666170355480.2,88.3,80.4,-26.3,x
1666170355496.8,87.8,80.4,-25.7,x
1666170355513.8,87.5,80.5,-25.4,x
1666170355530.2,86.8,80.7,-24.7,x
1666170355547.8,85.9,80.9,-23.9,x
1666170355563.5,85.5,80.9,-23.4,x
1666170355580.1,84.7,80.9,-22.6,x
1666170355596.8,84.1,81,-21.9,x
1666170355613.5,83.8,81,-21.5,x
1666170355630.2,83.5,81.1,-21,x
1666170355647,83.4,81,-20.8,x
1666170355680.1,82.9,80.9,-20.3,x
1666170355696.9,82.6,80.9,-19.8,x
1666170355714.1,82.3,80.9,-19.5,x
1666170355730.2,81.9,81,-19.1,x
1666170355746.8,81.4,81.1,-18.5,x
1666170355763.4,79.7,81.5,-16.7,x
1666170355780.9,78.8,81.7,-15.8,x
1666170355796.8,78.2,82,-15.3,x
1666170355813.5,78,82,-15,x
1666170355830.1,77.8,82.1,-15,x
1666170355847.1,77.6,82.2,-14.8,x
1666170355863.9,77.3,82.3,-14.5,x
1666170355880.1,77.1,82.4,-14.2,x
1666170355896.9,77.7,82.7,-14.8,x
1666170355913.7,78.1,82.7,-15.2,x
1666170355930.1,78.4,82.5,-15.2,x
1666170355946.9,78,82.3,-14.7,x
1666170355965.2,77.5,82.3,-14.1,
1666170355980.2,77.2,82.3,-13.8,
1666170355996.8,76.8,82.1,-13.3,
1666170356013.4,76.8,82,-13.3,
1666170356047,77.5,81.8,-13.9,
1666170356063.4,77.9,81.7,-14.2,
1666170356080,78.5,81.5,-14.9,
1666170356096.7,78.9,81.4,-15.3,
1666170356113.5,79.1,81.4,-15.5,
1666170356130.2,79.6,81.4,-16,
1666170356146.8,80.3,81.3,-16.7,
1666170356163.4,80.6,81.3,-17,
1666170356180.1,81.2,81.2,-17.7,
1666170356196.9,82,81.2,-18.5,
1666170356213.5,82.4,81.1,-18.9,
1666170356230.1,83.3,81.1,-19.8,
1666170356262.6,84.6,81.1,-21.3,
1666170356280.1,85.5,81.2,-22.3,
1666170356296.8,86.3,81.1,-23.1,
1666170356314,86.6,81.1,-23.5,
1666170356330.2,87.5,81.1,-24.4,
1666170356347.4,88.3,81.2,-25.2,
1666170356363.7,88.4,81.2,-25.4,
1666170356380.1,88.4,81.3,-25.4,
1666170356396.9,88.5,81.5,-25.4,
1666170356430.2,88.5,81.6,-25.4,
1666170356446.8,88.5,81.5,-25.3,
1666170356464.1,88.4,81.5,-25.1,
1666170356480.1,88,81.4,-24.6,
1666170356496.9,87.8,81.4,-24.1,
1666170356514,87.6,81.4,-23.9,
1666170356530.2,87.1,81.3,-23.1,
1666170356547.6,86.5,81.2,-22.2,
1666170356563.5,86.1,81.2,-21.7,
1666170356580.2,85.2,81.3,-20.4,
1666170356596.8,84.7,81.3,-19.8,
1666170356613.5,83.8,81.4,-18.5,
1666170356630.2,82.6,81.5,-17.1,
1666170356647.1,82,81.5,-16.3,
1666170356663.7,80.8,81.6,-15,
1666170356681.2,80.2,81.6,-14.3,
1666170356697.6,79,81.6,-13.1,
1666170356713.4,78,81.7,-12.1,
1666170356730.1,77,81.7,-10.9,
1666170356746.8,76.5,81.8,-10.4,
1666170356763.4,76.1,81.8,-9.9,
1666170356780.1,75.2,81.9,-8.9,
1666170356813.4,75,81.9,-8.6,
1666170356830,74.6,81.9,-8.2,
1666170356846.7,74.3,82,-7.8,
1666170356863.4,74.2,82.1,-7.7,
1666170356880.1,74.1,82.1,-7.5,
1666170356898.1,73.9,82.2,-7.4,
1666170356930.1,73.6,82.3,-7.1,
1666170356947,73.5,82.3,-6.9,
1666170356963.3,72.9,82.5,-6.3,
1666170356980.2,72.3,82.6,-5.7,
1666170356996.8,71.6,83,-5,
1666170357030.1,72.8,82.7,-5.8,
1666170357047.1,72.5,82.9,-5.5,
