time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1653397640209.1,11.6,-0.2,-0.4,x
1653397640626.6,11.7,-0.1,-0.4,x
1653397640692.6,11.6,0,-0.3,x
1653397640709.2,11.6,0.1,-0.3,x
1653397640725.7,11.6,0,-0.3,x
1653397641009.2,11.6,-0.1,-0.4,x
1653397641025.7,11.6,0,-0.4,x
1653397641075.8,11.6,-0.1,-0.4,x
1653397641092.4,11.6,0,-0.4,x
1653397641375.9,11.5,0,-0.4,x
1653397641909.1,11.5,-0.1,-0.4,x
1653397642777.4,11.3,-0.1,-0.5,x
1653397643542.7,11.2,0,-0.5,x
1653397643579.3,11.2,-0.1,-0.5,x
1653397643826,11.2,0,-0.5,x
1653397644075.8,11.2,-0.1,-0.5,x
1653397644525.8,11.1,0,-0.5,x
1653397644675.8,11.1,-0.1,-0.5,x
1653397644709.6,11.1,0,-0.5,x
1653397644759.3,11.1,-0.1,-0.5,x
1653397644794,11.1,0,-0.5,x
1653397644843.6,11.1,-0.1,-0.5,x
1653397644976,11,-0.1,-0.5,x
1653397645059.3,11,0,-0.5,x
1653397645093,11,-0.1,-0.5,x
1653397645126,11,0,-0.5,x
1653397645193,11,-0.1,-0.5,x
1653397645225.9,11,0,-0.5,x
1653397645275.5,11,-0.1,-0.5,x
1653397645509.2,11,0,-0.5,x
1653397645526,11,-0.1,-0.5,x
1653397645593.5,11,0,-0.5,x
1653397645642.7,11,-0.1,-0.5,x
1653397646426,10.8,-0.1,-0.5,x
1653397647925.9,10.6,-0.1,-0.5,x
1653397648659.2,10.5,-0.1,-0.5,x
1653397650208.9,10.3,-0.1,-0.5,x
1653397653192.4,10.2,0,-0.5,x
1653397653225.6,10.2,-0.1,-0.5,x
1653397653259.2,10.2,0,-0.5,x
1653397653309,10.2,-0.1,-0.5,x
1653397653342.3,10.2,0,-0.5,x
1653397653393.5,10.2,-0.1,-0.5,x
1653397654563.5,10.1,0,-0.5,x
1653397654642,10.1,-0.1,-0.5,x
1653397655975.5,10,-0.1,-0.5,x
1653397656692.2,10,0,-0.5,x
1653397656725.6,10,-0.1,-0.5,x
