time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1666170447064.3,354.9,66.6,-3.7,x
1666170447081,354.6,66.2,-3.4,x
1666170447097.5,354.6,66,-3.3,x
1666170447114.7,354.3,65.6,-3,x
1666170447130.9,353.9,65.2,-2.6,x
1666170447147.5,353.8,65,-2.5,x
1666170447164.2,353.8,64.6,-2.6,x
1666170447180.9,353.9,64.2,-2.8,x
1666170447197.5,353.8,64,-2.9,x
1666170447214.3,353.7,63.7,-2.8,x
1666170447230.9,353.6,63.6,-2.8,x
1666170447247.5,353.5,63.4,-2.7,x
1666170447264.3,353.5,63.1,-2.7,x
1666170447281.1,353.5,62.2,-2.7,x
1666170447297.6,353.5,61.7,-2.6,x
1666170447314.2,353.4,61.2,-2.6,x
1666170447330.9,353.3,61.1,-2.6,x
1666170447347.6,353.2,60.7,-2.7,x
1666170447367,353.2,60.4,-3,x
1666170447380.9,353.3,60.2,-3.2,x
1666170447398,353.3,60,-3.3,x
1666170447414.2,353.5,59.7,-3.5,x
1666170447430.9,353.9,59.4,-4,x
1666170447451.3,354.4,59.3,-4.6,x
1666170447464.2,354.7,59.3,-4.9,x
1666170447480.9,355,59.4,-5.2,x
1666170447497.5,355.5,59.5,-5.8,x
1666170447514.2,356,59.7,-6.3,x
1666170447530.8,356.6,59.7,-6.8,x
1666170447589.8,357.7,59.1,-7.4,x
1666170447603.5,358.1,58.7,-7.6,x
1666170447614.2,358.3,58.6,-7.8,x
1666170447630.9,358.5,58.4,-8,x
1666170447647.5,359.1,58.2,-8.6,x
1666170447664.3,359.6,58,-9.3,x
1666170447681,0.1,57.7,-9.8,x
1666170447697.6,0.4,57.4,-10.1,x
1666170447714.2,0.7,57,-10.5,x
1666170447731,0.8,56.8,-10.7,x
1666170447747.6,1,56.4,-10.8,x
1666170447764.2,1.1,56.1,-10.8,x
1666170447780.9,1.2,55.9,-10.9,x
1666170447798.2,1.3,55.6,-11,x
1666170447814.3,1.4,55.3,-11.3,x
1666170447830.9,1.4,55.1,-11.4,x
1666170447847.5,1.3,54.9,-11.6,x
1666170447864.2,1,54.7,-11.6,x
1666170447881,0.9,54.5,-11.5,x
1666170447897.5,0.4,54.2,-11.2,x
1666170447914.3,359.9,53.7,-10.7,x
1666170447930.9,359.7,53.5,-10.6,x
1666170447947.6,359.3,53.1,-10.3,x
1666170447964.2,358.9,52.7,-10.1,x
1666170447980.9,358.7,52.5,-10,x
1666170447997.5,358.4,52.2,-9.8,x
1666170448014.2,358.3,51.9,-9.6,x
1666170448031,358.2,51.8,-9.5,x
1666170448047.6,358.1,51.4,-9.4,x
1666170448064.3,358,51.1,-9.2,x
1666170448081.1,358,50.9,-9.2,x
1666170448097.6,358.3,50.6,-9.3,x
1666170448114.2,358.5,50.4,-9.5,x
1666170448131,358.7,50,-9.6,x
1666170448147.5,358.7,49.9,-9.5,x
1666170448164.2,358.7,49.5,-9.4,x
1666170448180.9,358.7,49.3,-9.3,x
1666170448197.6,358.5,49,-9,x
1666170448247.5,358.5,49.3,-9.2,x
1666170448264.2,358.7,49.4,-9.6,x
1666170448280.9,358.7,49.3,-9.6,x
1666170448298,358.8,48.8,-9.4,x
1666170448314.4,358.9,48.6,-9,x
1666170448331.1,359,48.6,-8.8,x
1666170448347.7,359.1,48.5,-8.3,x
1666170448364.2,359.1,48.3,-8,x
1666170448383.2,359,47.8,-7.3,x
1666170448397.5,359,47.8,-7,x
1666170448414.2,359.2,47.7,-6,x
1666170448430.8,359.3,47.7,-5.2,x
1666170448447.5,359.8,47.2,-3.5,x
1666170448464.1,0.3,46,-1.8,x
1666170448496.2,0.7,44.6,-0.8,x
1666170448514.5,0.2,44.6,-0.8,x
1666170448530.9,0.1,45.2,-1,x
1666170448547.7,1.1,46.9,-2,x
1666170448564.1,1.8,48.6,-2.3,x
1666170448580.9,2.1,49.1,-2.5,x
1666170448597.6,2.7,49.5,-3,x
1666170448619,2.7,49.5,-3.3,x
1666170448631,2.5,49.4,-3.4,x
1666170448647.5,2.2,49.5,-3.5,x
1666170448664.3,2.2,49.6,-3.4,x
1666170448680.8,2.5,50,-3.2,x
1666170448697.5,2.9,50.1,-2.8,x
1666170448714.2,2.7,49.2,-1.4,x
1666170448730.9,2.5,48.6,-0.4,x
1666170448747.6,2.2,47.7,1.7,x
1666170448764.2,2.9,47,2.7,x
1666170448780.9,3.1,46.8,2.6,x
1666170448799.4,3.6,47.3,2.3,
1666170448830.2,4.6,49,2.5,
1666170448848.9,5,49.6,2.8,
1666170448864.2,6.1,49.3,2.1,
1666170448880.8,6.6,48.9,1.5,
1666170448897.5,6.8,47.9,0.3,
1666170448914.3,6.5,47.6,0.1,
1666170448932.9,5.2,47.4,1.4,
1666170448947.5,4.9,47.4,1.9,
1666170448964.2,4.3,47,2.8,
1666170448980.8,4,46.7,3,
1666170448997.6,3.3,45.9,3.3,
1666170449014.1,2.6,45.2,3.6,
1666170449030.8,2.4,45,3.7,
1666170449047.5,2.6,44.9,3.5,
1666170449064.2,2.9,45,3.2,
1666170449080.9,3.5,45.4,2.5,
1666170449097.5,4,45.9,1.9,
1666170449114.1,4.5,46.2,1.3,
1666170449130.9,4.8,46.2,1,
1666170449147.5,5.2,46.2,0.3,
1666170449164.2,5.2,46.3,-0.2,
1666170449197.5,5,46.2,-0.2,
1666170449214.2,4.8,46.1,-0.2,
1666170449231,4.4,45.7,-0.1,
1666170449247.7,3.7,45.1,0.1,
1666170449264.5,3.4,44.7,0.1,
1666170449281.3,2.6,43.9,0.1,
1666170449297.5,1.6,43.4,0.6,
1666170449314.2,0.8,42.9,1.2,
1666170449330.8,0.4,42.7,1.5,
1666170449347.6,0,42.3,1.7,
1666170449364.1,359.8,42.2,1.7,
1666170449380.8,359.2,42.1,1.9,
1666170449397.6,358.3,42.1,2.3,
1666170449414.2,357.7,42,2.8,
1666170449453.5,355.9,40.6,4.6,
1666170449464.4,355.8,40.2,4.8,
1666170449480.8,356.1,39.6,4.7,
1666170449497.5,356.7,39.9,4.3,
1666170449514.2,357.5,40.9,3.8,
1666170449530.8,358,41.4,3.5,
1666170449547.5,358.9,41.8,2.4,
1666170449564.1,359.8,41.4,0.9,
1666170449580.9,0.5,41.1,-0.2,
1666170449597.5,1.9,41,-2.9,
1666170449614.4,2.8,41.6,-5,
1666170449630.8,3.1,41.9,-5.7,
1666170449647.5,3.4,42.1,-6.5,
1666170449664.2,3.5,42,-6.6,
1666170449680.8,3.6,41.8,-6.3,
1666170449697.5,3.6,41.4,-5.7,
1666170449714.4,3.7,40.9,-5.1,
1666170449730.8,3.6,40.8,-4.8,
1666170449747.5,3.5,40.7,-4.5,
1666170449764.1,3.6,40.9,-4.7,
1666170449780.8,3.5,41.1,-4.8,
1666170449797.5,3.4,41.2,-4.8,
1666170449814.2,3.4,41.1,-4.8,
1666170449831,3.6,40.9,-5,
1666170449847.5,4.3,40.7,-6,
1666170449864.2,4.7,40.7,-6.6,
1666170449880.8,5.1,41.4,-7.4,
1666170449897.5,4.6,42.8,-6.9,
1666170449915,3.6,43.7,-6.1,
1666170449930.8,3.3,44.1,-5.8,
1666170449947.5,3.3,45,-5.9,
1666170449964.2,3.5,45.9,-6.3,
1666170449980.8,3.6,46.2,-6.5,
1666170449997.5,3.7,46.5,-6.6,
1666170450014.4,3.7,46.6,-6.6,
1666170450030.8,3.7,46.6,-6.4,
1666170450047.5,3.7,46.8,-6.4,
1666170450064.2,3.7,46.9,-6.4,
1666170450080.8,3.6,47.2,-6.4,
1666170450097.5,3.7,47.4,-6.4,
1666170450114.2,3.8,47.5,-6.4,
1666170450130.8,3.9,47.6,-6.4,
1666170450147.5,4.5,48.1,-7,
1666170450180.8,4.9,48.4,-7.4,
1666170450197.4,5.2,48.7,-7.8,
1666170450214.1,5.3,48.7,-7.8,
1666170450230.7,5.3,48.8,-7.8,
1666170450247.5,5.3,48.9,-7.8,
1666170450264.2,5.4,48.9,-7.7,
1666170450297.5,5.7,49.1,-7.9,
1666170450314.2,5.8,49.2,-8.1,
1666170450330.9,6.1,49.3,-8.4,
1666170450347.5,6.3,49.5,-8.8,
1666170450388.9,6.6,49.7,-9.2,
1666170450403.5,6.8,50,-9.3,
1666170450414.1,6.9,50.1,-9.4,
1666170450431.2,7.2,50.5,-9.6,
1666170450447.5,7.4,50.8,-9.8,
1666170450464.3,7.5,50.9,-9.7,
1666170450480.8,7.5,51.1,-9.5,
1666170450497.4,7.6,51.2,-9.3,
1666170450530.8,7.8,51.4,-9.1,
1666170450547.4,8,51.6,-9,
1666170450564.2,8.2,51.7,-9.1,
1666170450580.7,8.3,51.8,-9.1,
1666170450597.5,8.5,51.9,-9.2,
1666170450630.8,8.8,52,-9.3,
1666170450664.1,9.1,52.1,-9.4,
1666170450680.8,9.4,52.1,-9.5,
1666170450697.4,9.6,52.1,-9.7,
1666170450714.1,9.8,52.2,-9.8,
1666170450730.8,10,52.3,-10,
1666170450747.4,10.7,52.7,-10.9,
1666170450780.8,11,52.5,-11,
1666170450797.4,11.1,52.4,-11,
