time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1652785386643.4,343.5,42.5,7.1,x
1652785386661.6,341.2,43,8.5,x
1652785386676.7,340.3,43.1,9,x
1652785386694.1,338.8,43,10,x
1652785386710.1,338.1,42.8,10.6,x
1652785386728.8,337.9,42.6,11,x
1652785386743.9,337.8,42.6,11.1,x
1652785386760.1,337.5,42.7,11.3,x
1652785386778,337.2,42.8,11.3,x
1652785386794.1,337.2,42.9,11.1,x
1652785386810.8,337.6,43.1,10.1,x
1652785386826.7,337.9,43.5,8.7,x
1652785386843.3,338,43.8,8.2,x
1652785386860.7,338,44.3,7.5,x
1652785386877.4,337.8,44.4,7.4,x
1652785386893.4,337.7,44.3,7.5,x
1652785386910.9,337.6,43.8,7.8,x
1652785386927,338.1,43.1,7.4,x
1652785386943.4,339.1,42.3,6.1,x
1652785386960.4,340.4,41.7,4.3,x
1652785386977.1,341,41.4,3.3,x
1652785386994.1,342,40.9,1.8,x
1652785387010.9,342.8,40.6,0.6,x
1652785387027.8,343.1,40.5,0.2,x
1652785387044.1,343.5,40.4,-0.7,x
1652785387065.4,343.7,40.3,-1.7,x
1652785387076.7,343.7,40.4,-2.6,x
1652785387093.9,343.5,40.5,-2.9,x
1652785387110.1,342.8,40.8,-3.1,x
1652785387126.6,342.1,40.9,-3.1,x
1652785387143.9,341.8,40.8,-3.1,x
1652785387160.8,341.2,40.5,-2.8,x
1652785387177.4,340.6,39.9,-2.4,x
1652785387194.2,340.4,39.5,-2.1,x
1652785387210.8,339.9,38.8,-1.7,x
1652785387226.9,339.5,38.2,-1.4,x
1652785387243.3,339.3,38.1,-1.2,x
1652785387260.5,339.3,38.2,-1.1,x
1652785387277.2,339.4,38.7,-1.1,x
1652785387293.4,339.7,39.4,-1.3,x
1652785387311,339.9,39.7,-1.5,x
1652785387326.9,340.2,40.3,-1.8,x
1652785387343.3,340.3,40.7,-1.5,x
1652785387360.1,340.4,40.9,-0.9,x
1652785387377.4,340.7,41.1,-0.2,x
1652785387394.1,340.9,41.1,0,x
1652785387410.4,341.5,41.3,0.1,x
1652785387427,342.2,41.6,0.2,x
1652785387443.7,342.6,41.9,0.3,x
1652785387460.4,343.4,42.6,0.8,x
1652785387476.6,344.8,43.4,1.5,x
1652785387494.3,345.7,43.8,1.6,x
1652785387510.3,347.7,44.4,1.6,x
1652785387527.1,350,44.7,0.8,x
1652785387543.3,352.3,44.7,-0.8,x
1652785387560.7,353.5,44.5,-2,x
1652785387577,355.9,44.1,-4.5,x
1652785387593.3,358.1,43.8,-6.5,x
1652785387610.3,0.4,44,-7.7,x
1652785387627,1.5,44.1,-8.2,x
1652785387643.7,3.7,44.5,-8.9,x
1652785387660,5.9,44.7,-9.8,x
1652785387676.6,6.8,44.7,-10.3,x
1652785387693.4,8.3,44.6,-11.1,x
1652785387710.5,9.2,44.4,-11.3,x
1652785387727,9.6,44.4,-11,x
1652785387743.6,10.3,44.5,-10,x
1652785387760,10.8,44.6,-8.7,x
1652785387777.6,11.3,44.6,-7.6,x
1652785387794,11.6,44.6,-7.2,x
1652785387810.9,12.1,44.7,-6.7,x
1652785387826.7,12.6,44.8,-6.4,x
1652785387844.6,12.8,44.8,-6.1,x
1652785387861.2,13.1,44.7,-5.6,x
1652785387876.7,13.4,44.5,-4.9,x
1652785387894.7,13.6,44.3,-4.1,x
1652785387910.6,13.7,44.4,-3.8,x
1652785387927.4,14,44.5,-3.2,x
1652785387944.1,14.4,44.7,-3.1,x
1652785387962.2,14.8,44.7,-3,x
1652785387980.9,15,44.8,-3,x
1652785387999.5,15.2,44.7,-2.8,x
1652785388010,15.6,44.6,-2.6,x
1652785388027.4,15.8,44.5,-2.5,x
1652785388043.8,16.4,44.3,-2.6,x
1652785388060,16.9,44.3,-2.9,x
1652785388078,17.3,44.5,-3.3,x
1652785388093.9,17.5,44.7,-3.6,x
1652785388109.9,18,44.9,-3.9,x
1652785388127.8,18.6,44.8,-4.3,x
1652785388150.7,19,44.4,-4.5,x
1652785388160.7,19.1,44.1,-4.5,x
1652785388176.6,19.2,43.2,-4.3,x
1652785388195.8,19.4,42.1,-4.1,x
1652785388210.7,19.5,41.6,-4,x
1652785388226.6,19.8,40.9,-3.9,x
1652785388246.2,20.2,40.7,-4.2,x
1652785388261.2,20.4,40.7,-4.5,x
1652785388277.4,20.6,40.8,-5.2,x
1652785388293.4,21.1,40.9,-6.3,x
1652785388311.5,22.3,40.9,-8.2,x
1652785388327.3,22.9,41,-8.9,x
1652785388343.7,24,41.3,-9.4,x
1652785388360,24.6,41.5,-9.4,x
1652785388377.3,25.5,41.9,-9.2,x
1652785388394.3,25.8,42.1,-8.6,x
1652785388410,25.8,42.1,-8,x
1652785388428,25.6,42,-7.6,x
1652785388444.1,25.2,41.7,-6.5,x
1652785388460,25,41.4,-5.9,x
1652785388476.7,24.4,41.3,-5.3,x
1652785388494.1,24,41.3,-4.8,x
1652785388510.6,23.2,41.3,-3.4,x
1652785388527.5,22.6,41.1,-1.7,x
1652785388545.3,22.4,40.9,-0.4,x
1652785388560.9,22.5,40.8,0,x
1652785388576.7,22.6,40.6,0.4,x
1652785388593.3,22.7,40.4,0.6,x
1652785388610.6,22.8,40.4,0.8,x
1652785388628,23.1,40.4,1.1,x
1652785388644.1,23.3,40.6,1.5,x
1652785388661.3,23.5,40.9,1.8,x
1652785388677.1,23.5,41.1,1.9,x
1652785388693.2,23.3,41.5,1.9,x
1652785388711.4,22.8,41.7,2.1,x
1652785388727.3,22.3,41.8,2.5,x
1652785388744.1,21.2,42.2,4.1,x
1652785388760.8,20.3,42.6,6,x
1652785388778.5,19.7,43.1,7.6,x
1652785388794,19.4,43.3,8.2,x
1652785388810,18.7,43.7,9,x
1652785388828.2,17.9,44,9.6,x
1652785388844,17.4,44.2,9.9,x
1652785388860.6,16.3,44.6,10.7,x
1652785388876.6,15.4,44.8,11.4,x
1652785388894.7,14.9,45,11.7,x
1652785388926.6,14.8,45,11.3,x
1652785388943.2,15.1,44.8,10.7,x
1652785388960.7,15.4,44.8,10.2,x
1652785388977,16.4,44.7,9,x
1652785388993.6,16.9,44.6,8.2,x
1652785389010.3,18.1,44.4,6,x
1652785389027.5,18.5,44.2,5.6,x
1652785389043.8,18.9,44,5.2,x
1652785389061.2,19.2,43.9,5.6,x
1652785389077.4,19.3,43.9,5.8,x
1652785389094,19.3,44.1,6.1,x
1652785389110.1,19.1,44.4,6.1,x
1652785389126.6,18.3,44.8,6,x
1652785389144.5,17,45.2,6.2,x
1652785389160.2,16.2,45.4,6.4,x
1652785389178.8,14.7,45.7,6.9,x
1652785389193.8,14,45.7,7.2,x
1652785389210.5,12.6,45.8,7.6,x
1652785389226.6,11.2,45.7,8,x
1652785389244,9.8,45.4,8.1,x
1652785389260.7,9.1,45.3,8,x
1652785389276.5,7.5,44.9,7.8,x
1652785389294.3,5.8,44.4,7.6,x
1652785389310.7,4.9,44.2,7.7,x
1652785389327.1,3.1,44,7.9,x
1652785389343.3,1.6,43.9,8.4,x
1652785389360.9,0.5,43.9,8.7,x
1652785389377.4,359.9,43.8,8.9,x
1652785389393.7,358.4,43.6,9.1,x
1652785389410,356.8,43.1,9,x
1652785389427.7,355.9,42.7,8.8,x
1652785389443.9,354,42,8.6,x
1652785389459.9,352.1,41.4,8.9,x
1652785389477.8,350.1,41.2,9.6,x
1652785389494.2,349.2,41.1,10.1,x
1652785389510.5,347.8,40.8,10.5,x
1652785389526.6,346.9,40.4,9.8,x
1652785389544.2,346.5,40.2,9.1,x
1652785389560.5,345.5,39.9,7.5,x
1652785389576.7,344.3,39.8,6.4,x
1652785389593.1,342.9,39.9,5.7,x
1652785389610.4,342,40.1,5.6,x
1652785389626.9,340.5,40.4,5.4,x
1652785389643.2,339.2,40.7,4.9,x
1652785389660.6,338.6,40.8,4.5,x
1652785389676.6,337.1,41.1,4,x
1652785389693.3,335.2,41.4,4.1,x
1652785389709.9,334.1,41.6,4.4,x
1652785389727.4,331.9,42,5.3,x
1652785389744,329.9,42.3,6.3,x
1652785389760.9,328,42.6,7,x
1652785389777.3,326.9,42.7,7.4,x
1652785389794,324.8,42.7,8.3,x
1652785389809.9,322.7,42.7,9.2,x
1652785389828.3,320.6,42.6,10.2,x
1652785389851.6,318.5,42.5,11.5,x
1652785389860.2,317.4,42.4,12.2,x
1652785389876.6,315.4,42.1,13.3,x
1652785389894.3,313.5,41.9,14,x
1652785389910.3,312.4,41.9,14.3,x
1652785389927,310.1,42.1,15.2,x
1652785389943.2,307.7,42.7,16.7,x
1652785389960.8,306.6,43.2,17.5,x
1652785389976.9,305,44.1,18.2,x
1652785389993.3,304.1,45.1,17.3,x
1652785390010.7,303.1,45.8,15.8,x
1652785390027.5,302.5,46,15.1,x
1652785390043.2,301.1,46,14.2,x
1652785390060.8,299.6,46.1,13.8,x
1652785390077.1,298.9,46.2,13.7,x
1652785390093.7,297.8,46.7,13.8,x
1652785390110.6,296.8,47.5,14.1,x
1652785390127.4,295.6,48.4,14.4,x
1652785390143.8,295.1,48.8,14.4,x
1652785390159.9,294.4,49.2,13.7,x
1652785390177.6,294,49.1,12.2,x
1652785390193.2,294,48.9,11.1,x
1652785390210.3,294,48.3,8.7,x
1652785390226.6,293.9,47.5,6.5,x
1652785390244.6,293.7,47.1,5.6,x
1652785390261.1,293,46.5,4.5,x
1652785390277.2,291.7,46.1,4.5,x
1652785390293.7,290.1,45.9,5.1,x
1652785390310.8,289.3,45.7,5.6,x
1652785390327.2,287.6,45.4,6.9,x
1652785390343.2,285.7,44.9,8.3,x
1652785390361.1,283.9,44.5,9.5,x
1652785390377.1,283,44.3,10,x
1652785390393.3,281.6,43.9,10.6,x
1652785390411.2,280.7,43.6,10.7,x
1652785390427.2,280.4,43.5,10.6,x
1652785390443.3,280,43.4,9.9,x
1652785390461,279.9,43.5,8.9,x
1652785390478.6,279.9,43.8,7.6,x
1652785390493.9,279.8,44,7,x
1652785390509.9,279.4,44.3,6,x
1652785390527.3,278.7,44.6,5.4,x
1652785390544.9,278.1,44.9,5.2,x
1652785390560.6,277.8,45,5.1,x
1652785390577.4,277.1,45.2,5.2,x
1652785390593.1,276.7,45.3,5.3,x
1652785390610.5,275.6,45.5,5.7,x
1652785390626.5,274.3,45.7,6.7,x
1652785390644.2,273.2,45.8,7.9,x
1652785390660.6,272.7,45.8,8.5,x
1652785390676.6,271.8,45.5,9.7,x
1652785390693.2,270.9,44.7,10.6,x
1652785390710.5,270.5,44.1,10.7,x
1652785390726.6,270,43,10.2,x
1652785390743.2,269.6,42.2,9.3,x
1652785390767.5,269.4,41.9,8.7,x
1652785390776.8,269.3,42,8.5,x
1652785390793.2,269.3,42.1,8.5,x
1652785390810.1,269.3,42.2,8.3,x
1652785390826.5,269.4,42.1,7.8,x
1652785390843.5,269.5,42,7.4,x
1652785390859.9,269.8,41.7,6.3,x
1652785390876.5,270.1,41.2,5.1,x
1652785390894.1,270.1,40.9,4.6,x
1652785390910.2,269.8,40.2,3.9,x
1652785390926.9,269.1,39.6,3.9,x
1652785390943.7,268.4,39.1,4.2,x
1652785390960.6,268.1,38.8,4.2,x
1652785390977,267.7,38.3,4,x
1652785390994,267.5,38,3.8,x
1652785391010.6,267,37.5,3.1,x
1652785391026.9,266.3,37.2,2.8,x
1652785391043.5,265.5,37.3,3.1,x
1652785391060.7,265.1,37.3,3.3,x
1652785391076.9,264.3,37.5,3.9,x
1652785391093.5,263.5,37.7,4.3,x
1652785391109.8,262.7,37.9,4.5,x
1652785391126.8,262.3,37.9,4.6,x
1652785391143.5,261.4,37.7,5.2,x
1652785391159.8,260.8,37.3,6.3,x
1652785391177.1,260.6,37.1,7,x
1652785391194,260.4,36.8,8.1,x
1652785391210.2,260.7,37,8.7,x
1652785391226.5,260.8,37.5,9.5,x
1652785391244.2,261.1,38,10.3,x
1652785391260.2,261.2,38.2,10.6,x
1652785391276.9,261.6,38.5,10.9,x
1652785391294.1,261.7,38.6,10.7,x
1652785391310.3,262.1,38.9,9.8,x
1652785391327,262.7,39.1,8.2,x
1652785391343.5,263.3,39.5,6.8,x
1652785391360.5,263.4,39.8,6.4,x
1652785391376.8,263.5,40.3,6.1,x
1652785391393.4,263.6,40.7,6,x
1652785391409.9,263.9,40.8,5.9,x
1652785391443.8,264.3,40.8,6,x
1652785391459.9,264.7,40.9,5.8,x
1652785391478,265.1,41.2,5.3,x
1652785391493.7,265.3,41.4,5.1,x
1652785391509.8,265.4,41.8,4.9,x
1652785391527.2,265.3,42,4.9,x
1652785391543.7,265.3,42.4,5.3,x
1652785391559.8,265.5,42.4,5.7,x
1652785391576.5,265.8,42.3,6.1,x
1652785391593.1,266,42.2,6.2,x
1652785391610.6,266.4,42.1,5.8,x
1652785391627.2,266.5,42.2,5.4,x
1652785391644.3,266.1,42.6,4.3,x
1652785391660.7,265.9,42.8,4.2,x
1652785391676.6,265.3,42.9,4.8,x
1652785391696.3,265,42.9,5.9,x
1652785391727.2,264.4,43.1,7,x
1652785391743.2,263.3,43.6,7.8,x
1652785391760.9,262.4,44.2,8.3,x
1652785391777.3,262,44.5,8.4,x
1652785391793.9,261.3,45.1,8.5,x
1652785391809.8,260.5,45.6,8.6,x
1652785391827.7,260,45.8,8.8,x
1652785391843.7,259.3,46,8.9,x
1652785391859.8,258.9,45.5,8.7,x
1652785391877.9,258.4,44.4,8.4,x
1652785391893.9,258,43.7,8.2,x
1652785391909.8,257.2,42.2,8,x
1652785391926.5,256.7,41.1,8.1,x
1652785391944.5,256.7,40.7,8.1,x
1652785391960.6,256.8,40.5,8,x
1652785391977.3,257,40.7,7.4,x
1652785391994.3,257,41,6.5,x
1652785392010.8,256.9,41,6.1,x
1652785392026.5,256.6,41,5.6,x
1652785392044.3,256.5,40.7,5.4,x
1652785392060.6,256.5,40.4,5.4,x
1652785392077,256.4,40.1,5.6,x
1652785392093.2,256.1,40.2,5.9,x
1652785392111.4,255.5,40.3,6.2,x
1652785392127.3,255.2,40.4,6.4,x
1652785392143.1,254.7,40.3,6.8,x
1652785392159.9,254.5,40.2,7,x
1652785392178,254.3,39.9,7.3,x
1652785392193.9,254.1,39.6,7.7,x
1652785392209.9,254.1,39.6,8,x
1652785392226.6,254.2,39.7,7.9,x
1652785392244.2,254.2,39.8,7.8,x
1652785392260.2,254,40,7.5,x
1652785392276.4,253.7,40.1,7.5,x
1652785392294.2,253.2,40.2,7.9,x
1652785392310.4,253,40.2,8.3,x
1652785392326.8,252.6,40.2,9.1,x
1652785392343.1,252.4,40.1,9.8,x
1652785392360.2,252.3,40.1,10,x
1652785392376.8,252.3,40.1,10.3,x
1652785392393.1,252.2,40.3,10.7,x
1652785392410.6,252.2,40.9,11.3,x
1652785392427.2,252.4,41.2,11.5,x
1652785392443.4,253,41.6,11.5,x
1652785392459.8,253.7,41.8,10.8,x
1652785392477.3,254.1,41.8,9.8,x
1652785392493.4,254.2,41.7,9.5,x
1652785392510,254.4,41.7,9.4,x
1652785392526.8,254.6,41.8,9.6,x
1652785392543.9,255,42.1,10,x
1652785392560.3,255.5,42.3,9.8,x
1652785392577.2,256.2,42.4,9,x
1652785392593,256.6,42.3,8.5,x
1652785392610.1,257.4,42.2,7.4,x
1652785392631.5,258.1,42.2,6.9,x
1652785392643.3,258.6,42.2,6.7,x
1652785392660.1,258.8,42.3,6.7,x
1652785392676.4,259.2,42.3,6.8,x
1652785392693.6,259.5,42.3,6.8,x
1652785392710.8,259.7,42.3,6.7,x
1652785392727,260.2,42.3,6.4,x
1652785392744.4,260.4,42.3,6.3,x
1652785392760.2,260.6,42.4,6.2,x
1652785392777.3,260.9,42.4,6.3,x
1652785392793.5,261.6,42.5,6.1,x
1652785392809.8,262.1,42.7,5.6,x
1652785392827.3,262.3,42.9,5.5,x
1652785392843.1,262.5,43.5,5.2,x
1652785392859.7,262.4,44.4,5,x
1652785392876.9,262.2,45.3,5,x
1652785392893.9,262.2,45.7,5,x
1652785392910.5,262.1,46.4,4.8,x
1652785392926.9,261.8,46.8,4.6,x
1652785392943.8,261.5,46.9,4.7,x
1652785392968.7,260.3,47,5.5,x
1652785392995,259.3,46.9,6.4,x
1652785393010.5,259.1,46.8,6.5,x
1652785393026.5,258.9,46.5,6.1,x
1652785393044.5,258.8,46.2,5.8,x
1652785393060.4,258.3,45.4,5.4,x
1652785393077.2,257.6,44.4,5.5,x
1652785393093.1,257.2,43.5,5.8,x
1652785393111.4,257.3,43,5.9,x
1652785393127.1,257.4,42.9,5.7,x
1652785393143.1,257.6,42.8,5.1,x
1652785393160.9,257.7,42.9,4.8,x
1652785393177.2,257.8,42.9,4.4,x
1652785393193.7,258.1,42.8,4,x
1652785393209.9,258.5,42.5,3.5,x
1652785393228.6,259.2,42.1,2.9,x
1652785393243.7,259.6,42,2.5,x
1652785393259.8,260.4,42.1,1.9,x
1652785393278,260.9,42.4,1.4,x
1652785393293.9,261.1,42.6,1.2,x
1652785393310.5,261.3,42.9,1,x
1652785393327.2,261.4,43.1,1.2,x
1652785393344.5,261.4,43.2,1.4,x
1652785393360.4,261.7,43.3,1.7,x
1652785393377.4,262.2,43.6,1.6,x
1652785393394.1,262.6,44.2,1.3,x
1652785393411.1,262.6,44.6,1.1,x
1652785393427.2,262.6,45.3,1.2,x
1652785393444.1,262.2,45.8,1.9,x
1652785393461.5,261.8,46.2,2.9,x
1652785393477.1,261.6,46.3,3.4,x
1652785393493.8,261.4,46.5,4.4,x
1652785393510.7,261.4,46.5,5,x
1652785393527.6,261.4,46.6,5.2,x
1652785393565.3,261.6,46.8,6,x
1652785393576.4,261.6,47,6.6,x
1652785393593,261.8,47.3,8,x
1652785393609.8,262.3,47.3,9,x
1652785393626.4,263.1,47,8.9,x
1652785393643,263.6,46.7,8.4,x
1652785393660.5,264.8,46.1,6.9,x
1652785393676.5,265.8,45.9,5.7,x
1652785393694.1,266.3,46.1,5.5,x
1652785393710.5,267.1,46.7,5.5,x
1652785393726.4,268,47.3,5.4,x
1652785393744.5,269.3,47.4,4.5,x
1652785393760.5,270,47.3,3.8,x
1652785393776.9,271.5,46.8,2.3,x
1652785393793.1,272.8,46.3,1,x
1652785393811.4,273.8,46.1,0.2,x
1652785393826.4,274.2,46.1,0.1,x
1652785393843.1,274.9,46.3,0,x
1652785393859.7,275.5,46.4,0.1,x
1652785393877.2,275.8,46.5,0.1,x
1652785393893.7,276.5,46.5,-0.1,x
1652785393919.8,277.9,46.5,-1.1,x
1652785393927.1,278.3,46.4,-1.5,x
1652785393943.6,278.7,46.4,-1.8,x
1652785393959.8,279.3,46.5,-2.5,x
1652785393977.9,279.8,47,-3.3,x
1652785393994.4,279.9,47.4,-3.6,x
1652785394009.7,280.3,48.2,-4.3,x
1652785394027.1,280.6,49,-4.9,x
1652785394044.6,280.6,49.6,-5.4,x
1652785394060.4,280.5,49.8,-5.5,x
1652785394076.4,280,50,-5.5,x
1652785394093.1,279.1,50.2,-5.2,x
1652785394111.4,278.3,50.3,-4.7,x
1652785394126.9,276.6,50.3,-3.3,x
1652785394143.7,274.7,50.1,-1.4,x
1652785394159.7,273.2,49.3,0.1,x
1652785394177.3,272.5,48.8,0.7,x
1652785394193.7,271.1,47.4,1.6,x
1652785394209.7,269.4,46,2.6,x
1652785394227.5,268.7,45.3,3,x
1652785394243.7,267.5,44.2,3.7,x
1652785394260.3,266.9,43.7,4,x
1652785394277.5,267,43.5,3.6,x
1652785394293.6,267.2,43.5,3.1,x
1652785394310.4,267.9,43.5,1.9,x
1652785394326.4,268.6,43.5,0.6,x
1652785394344.3,269,43.5,0.1,x
1652785394360.4,269.5,43.5,-0.6,x
1652785394376.4,269.9,43.4,-1,x
1652785394394.8,270.2,43.4,-1.3,x
1652785394410.7,270.3,43.4,-1.5,x
1652785394427.1,270.4,43.4,-1.8,x
1652785394444.6,270.4,43.4,-2,x
1652785394460.4,270.3,43.3,-2,x
1652785394483.4,270.1,43,-2.1,x
1652785394493.1,269.8,42.6,-2,x
1652785394510.8,269.5,42.2,-1.7,x
1652785394527.4,269.3,42.2,-1.5,x
1652785394543.5,268.9,42.2,-1,x
1652785394559.7,268.5,42.6,-0.7,x
1652785394577.2,268.3,42.9,-0.6,x
1652785394593,267.8,43.6,-0.3,x
1652785394609.7,267.3,44.2,0.2,x
1652785394627.4,266.7,44.7,0.9,x
1652785394644.2,266.3,44.9,1.3,x
1652785394659.8,265.7,45.1,2.2,x
1652785394676.5,265.4,45.2,2.6,x
1652785394694,264.7,45.4,3.4,x
1652785394710.6,264.1,45.8,4.3,x
1652785394726.4,263.4,46.2,5.6,x
1652785394743.1,263,46.7,6.8,x
1652785394760.3,263.1,46.8,7,x
1652785394776.4,263.8,46.7,6.2,x
1652785394793.5,264.3,46.2,4.4,x
1652785394810.5,264.3,45.8,3.6,x
1652785394827.9,263.7,45.2,2.7,x
1652785394843.1,262.7,44.9,3.9,x
1652785394861,262,44.7,6.3,x
1652785394877.2,261.8,44.6,7.4,x
1652785394893.1,261.6,44.1,8.7,x
1652785394909.7,261.9,43.4,8.8,x
1652785394926.4,262.1,43.1,8.5,x
1652785394943.7,262.8,42.5,7.5,x
1652785394960.4,263.6,42.4,6.6,x
1652785394977.2,264.5,42.8,6,x
1652785394994,264.8,43.1,5.8,x
1652785395010.5,265.4,43.9,5.7,x
1652785395026.5,265.7,44.3,5.7,x
1652785395044.8,266.3,45.1,5.4,x
1652785395059.6,266.6,45.2,5.2,x
1652785395077.1,267.4,45.3,4.6,x
1652785395113.8,268.6,45.6,3.5,x
1652785395127.2,268.7,45.8,3.3,x
1652785395143.1,268.8,45.9,3.1,x
1652785395209.9,268.4,45.6,3.2,x
1652785395227.1,268.4,45.2,3.3,x
1652785395243,268,45,3.5,x
1652785395259.7,267.7,45.1,3.9,x
1652785395278.1,267,45.3,4.8,x
1652785395293.9,266.5,45.7,5.9,x
1652785395309.8,266.3,45.6,6.3,x
1652785395326.5,266.2,45.4,6.2,x
1652785395343.8,265.7,44.7,6,x
1652785395360.4,265.2,43.5,5.8,x
1652785395376.4,264.7,42.4,6,x
1652785395394.2,264.5,41.9,6.2,x
1652785395419.6,264,41.1,7.2,x
1652785395426.4,263.9,40.9,7.4,x
1652785395444,263.8,40.5,7.7,x
1652785395460.7,263.7,40.3,7.7,x
1652785395477,263.8,39.9,7.1,x
1652785395493,264.1,40,6,x
1652785395511.8,264.8,40.5,4.7,x
1652785395527.6,265.1,41,4.2,x
1652785395543.1,265.9,41.9,3.1,x
1652785395561,266.4,42.7,2.4,x
1652785395577.1,266.5,42.9,2.2,x
1652785395592.9,266.2,42.8,2.2,x
1652785395609.7,265.9,42.1,2.5,x
1652785395627.7,265.6,41.4,2.8,x
1652785395643.7,265.5,41.2,3,x
1652785395659.7,265.2,41.2,3.2,x
1652785395676.3,265.1,41.6,3.3,x
1652785395693.8,265.1,41.9,3.3,x
1652785395710.4,264.9,42.4,3.1,x
1652785395727.3,264.6,42.8,3,x
1652785395744.4,264.3,42.8,3,x
1652785395760.4,263.7,43,3.4,x
1652785395776.4,262.9,43.2,4.3,x
1652785395793.2,262.4,43.3,5,x
1652785395810.4,261.4,43.5,6.6,x
1652785395827.4,260.4,43.3,8.1,x
1652785395843,259.4,43.2,9.7,x
1652785395860.7,259,43.1,10.4,x
1652785395877.1,258.6,43.2,11.4,x
1652785395893,258.5,43.5,11.7,x
1652785395909.7,258.5,43.7,11.2,x
1652785395927.2,258.6,43.8,10.8,x
1652785395943.7,258.6,43.8,9.8,x
1652785395959.9,258.7,43.9,9.3,x
1652785395976.3,259,44.2,9.3,x
1652785395993.8,259.3,44.2,9.2,x
1652785396009.9,260.1,44.3,8.7,x
1652785396026.3,260.9,44.3,7.8,x
1652785396043.1,261.5,44.3,7.2,x
1652785396059.9,262.7,44.3,5.6,x
1652785396076.6,263.9,44.4,3.8,x
1652785396093,264.7,44.5,2.1,x
1652785396110.4,265,44.6,1.5,x
1652785396127.1,265.3,44.5,0.7,x
1652785396143,265.4,44.4,0.6,x
1652785396160.6,265.5,44.3,0.7,x
1652785396176.6,265.8,44,1,x
1652785396192.9,266.1,43.5,1.3,x
