time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652892769878.2,0.3,0,-0.1,-0.4,6.3,6.9,4.9,-70.3,1.6,x
1652892769894.9,0.4,0,-0.1,0,6.4,6.9,-3.9,-40.2,-5.1,x
1652892769911.4,0.4,-0.1,0.3,0,6.2,7.2,-11.2,-15.9,-11.2,x
1652892769928.6,0,0.4,0.5,-0.1,6.4,7.6,-14.5,-5.7,-16.1,x
1652892769944.9,-0.1,0.4,0.5,-0.4,6.7,7.8,-15.5,-8.4,-19.5,x
1652892769961.5,-0.3,0.2,0.5,-0.6,6.5,7.9,-16.1,-12.3,-21.9,x
1652892769977.8,-0.3,0.1,0.5,-0.9,6.3,8.1,-16,-11.4,-21.9,x
1652892769994.9,-0.3,0,0.6,-0.9,6.3,8.1,-15,-3,-20.4,x
1652892770011.4,-0.5,-0.1,0.9,-1.1,6.1,8.5,-10.3,6.2,-15.4,x
1652892770028.2,-0.7,0.1,1.1,-1.3,6.3,8.8,-1.7,6,-6.6,x
1652892770044.8,-0.4,0.1,0.8,-1.1,6.3,8.3,9,-3.1,1.7,x
1652892770061.6,-0.4,-0.1,0.4,-1.1,6.3,8.3,17.6,-12.1,5.3,x
1652892770078.6,-0.2,-0.2,-0.2,-0.9,6.2,7.7,19.2,-12,4.4,x
1652892770094.5,0.2,-0.2,-0.7,-0.4,6.2,6.9,15,-3.3,1.6,x
1652892770111.6,0.3,-0.2,-0.8,-0.4,6.2,6.9,6.6,7.8,-2.5,x
1652892770128.2,0.2,0,-0.6,-0.5,6.3,6.9,-2.3,15.1,-7.6,x
1652892770144.4,0,-0.2,-0.2,-0.7,6.2,7.2,-7.2,17.2,-8.8,x
1652892770162,-0.4,-0.2,-0.2,-1.7,6.7,7.6,-7.8,6.4,-4.8,x
1652892770178.2,-1,0.6,0,-1.7,6.7,7.6,-4.5,-6.1,2.2,x
1652892770194.8,-0.5,-0.2,0,-1.5,6.4,7.6,3.1,-14,10.2,x
1652892770211,0.2,-0.4,-0.2,-0.3,5.9,7.3,9.5,-13,14.7,x
1652892770228.1,0.4,-0.4,-0.2,-0.3,5.9,7.3,13.2,-5.9,17.8,x
1652892770245.3,0.6,0.2,0.2,0,6.4,7.6,16.7,-6.8,19.5,x
1652892770261.1,0.8,0.1,-0.3,0.3,6.5,7.3,18.6,-23.4,17,x
1652892770278.2,0.8,0.1,-0.6,0.4,6.6,6.9,16.9,-35.2,10.1,x
1652892770294.9,0.5,0,-1,0.2,6.5,6.4,10.1,-27.8,4.2,x
1652892770311.1,0.5,-0.1,-0.7,0.2,6.4,6.6,2.1,-6.1,1.3,x
1652892770328.7,0.4,0,-0.2,0.1,6.5,7.2,-2,6.4,-1.3,x
1652892770344.3,0.3,0.2,0.5,0,6.6,7.9,0.1,3.4,-3.5,x
1652892770361.8,0.2,0.1,0.5,0,6.6,7.9,6.6,-12.9,-5.1,x
1652892770377.9,0.1,0.1,-0.3,-0.1,6.6,7.2,8.7,-24.2,-7.3,x
1652892770396.1,0.1,-0.3,-0.8,-0.4,6.6,6.3,4.4,-24.5,-7.2,x
1652892770411.8,-0.3,0.2,-1.1,-0.4,6.6,6.3,-5.2,-15.3,-9.4,x
1652892770428.3,-0.2,-0.2,-0.2,-0.4,6.4,6.9,-12.3,5.4,-9.6,x
1652892770445.1,-0.3,-0.2,0.2,-0.7,6.3,7.7,-14.9,14.2,-9.2,x
1652892770461.8,-0.4,-0.1,0.3,-0.7,6.3,7.7,-13.2,16.4,-7.7,x
1652892770478.5,-0.6,0.1,0.7,-0.9,6.4,8.1,-9.7,13.2,-4.3,x
1652892770494.4,-0.6,0.1,0.7,-1,6.5,8.2,-3.2,7.9,0.7,x
1652892770511.9,-0.5,0.1,0.6,-0.9,6.5,8,3,6.9,5.6,x
1652892770528.4,-0.2,0,0,-0.7,6.4,7.6,6.5,7.5,8.9,x
1652892770544.4,0,0,-0.4,-0.5,6.4,7.1,4.3,10.8,10,x
1652892770561.1,0.1,0.1,-0.5,-0.3,6.6,6.9,-1.4,16.3,9.4,x
1652892770579,0.2,0.2,-0.5,-0.3,6.6,6.9,-8.2,19.4,6.7,x
1652892770595.1,0.2,0.2,-0.1,-0.3,6.6,7.2,-12.6,20.1,3.7,x
1652892770611.1,0.1,0.1,0,-0.4,6.5,7.5,-13.8,15.4,3.4,x
1652892770629.2,-0.1,-0.1,-0.5,-0.8,5.9,6.4,-12.8,13.8,5.2,x
1652892770645.1,-0.2,-0.4,-1.3,-0.8,5.9,6.4,-12.4,24.3,8.6,x
1652892770661.8,-0.2,0.3,-1.2,-0.9,6.3,6,-20.3,44.8,12.5,x
1652892770678.6,0.4,0,-0.2,-0.5,6.4,7.3,-35.9,35.4,15.4,x
1652892770695.6,0.6,-0.2,-0.4,-0.1,5.8,7.2,-46.4,15.4,10.5,x
1652892770711.9,0.6,-0.2,0.8,-0.1,5.8,8.2,-46.7,14.1,3.3,x
1652892770727.8,0.6,-0.2,1.6,0,5.6,9.5,-40.4,-6.3,-0.8,x
1652892770746.1,0.4,-0.1,1.8,-0.3,5.8,9.4,-21.5,-16.6,-2,x
1652892770761.9,0.2,0,1.5,-0.3,5.8,9.4,1,-15.5,-2.6,x
1652892770777.7,0,0.2,0.4,-0.5,6.1,8.5,13.1,-13.4,-1.9,x
1652892770795.3,0,0.2,0,-0.6,6.1,7.8,13.9,-11,-1.2,x
1652892770812.1,0,0,-0.3,-0.5,6,7.5,9.7,-10.3,-2.8,x
1652892770827.7,-0.1,0,-0.3,-0.6,5.9,7.5,4.5,-10.2,-6.1,x
1652892770844.4,-0.3,-0.1,-0.2,-0.8,5.9,7.5,1.1,-7.1,-7.4,x
1652892770861.4,-0.4,0,0,-1,5.9,8.1,-0.1,-6,-6.1,x
1652892770878.4,-0.4,0,0.3,-1,5.9,8.1,0.9,-9.5,-3.4,x
1652892770895.1,-0.3,-0.1,0.3,-0.8,5.9,8.1,5.6,-15.2,-0.3,x
1652892770911,-0.2,-0.1,0.2,-0.5,5.9,7.6,9.5,-18.9,1.2,x
1652892770927.8,-0.1,-0.1,-0.2,-0.5,5.9,7.6,9.5,-19.6,1.2,x
1652892770945.1,0,-0.1,-0.3,-0.4,5.9,7.5,6.4,-16.1,0.7,x
1652892770961.1,0,0,-0.2,-0.4,6,7.5,3.7,-12.1,0.5,x
1652892770978.9,-0.1,0,-0.1,-0.4,6.1,7.7,2,-10.2,0.3,x
1652892770995,-0.1,0.1,-0.1,-0.4,6.1,7.7,0.2,-10.7,0.2,x
1652892771012,-0.1,0.1,-0.1,-0.4,6.1,7.6,-1.3,-10.4,0.9,x
1652892771028.5,0,0,0,-0.3,6.1,7.7,-2.4,-9.1,1.7,x
1652892771045.6,0,0,0,-0.2,6,7.8,-3.6,-9.2,1.8,x
1652892771061.9,0.1,0,0.1,-0.1,6,7.9,-4.8,-8.8,0.9,x
1652892771077.8,0,0,0.3,-0.1,6,8.1,-4.3,-7.9,-0.1,x
1652892771096,0,-0.1,0.2,-0.2,6,8,-1.4,-4.2,0.1,x
1652892771111.7,-0.1,0,0.1,-0.2,6,8,1.1,-1.5,0.9,x
1652892771127.8,-0.1,0,0.1,-0.2,6,8,2.3,-3.1,2.2,x
1652892771144.5,0,0,0,-0.2,6,7.9,2.8,-6.6,3.1,x
1652892771162.7,0,0,0,-0.1,6,7.8,3.3,-6.5,3.5,x
1652892771178.4,0.1,0,-0.2,0,6,7.7,3.4,-4,3.5,x
1652892771195.3,0,0,-0.3,0,6,7.6,2.4,-1.6,3,x
1652892771212.6,0,0,-0.2,0,6.1,7.6,0.5,-0.6,2.7,x
1652892771227.8,0.1,0.1,-0.2,0,6.1,7.6,-1.3,-1.1,2.8,x
1652892771245.1,0.2,0.1,0,0.1,6.1,7.8,-1.9,-3.5,1.8,x
1652892771261,0.2,0,-0.1,0.2,6.1,7.8,-1.9,-6.5,-0.6,x
1652892771278.5,0.2,0,0,0.2,6,7.8,-2.2,-4.8,-3,x
1652892771295.1,0,0,0.2,0,6,7.9,-2.6,-2.5,-2.8,x
1652892771311.8,0,0,0.3,0,6,8.1,-1.9,-2.3,-1.3,x
1652892771329.2,0,-0.1,0.2,0,5.9,8,-0.7,-2.1,-1.3,x
1652892771344.3,0,-0.1,0.1,0,5.9,8,-0.1,-0.7,-2.2,x
1652892771361.8,-0.1,-0.1,0,-0.1,5.9,7.9,0.2,1.5,-2.1,x
1652892771377.8,-0.1,0,0,-0.1,5.9,7.9,0.9,2.6,-1.2,x
1652892771395.3,-0.1,0,0,-0.1,6,7.8,2.2,-0.2,0.4,x
1652892771411.5,0,0,-0.1,-0.1,6,7.8,2.2,-0.2,0.4,x
1652892771428.7,0,0,-0.1,0,6,7.7,1.5,-1.1,0.8,x
1652892771445.1,0,0,-0.1,0,6,7.8,0.5,-0.3,0.3,x
1652892771461.8,0,0,0,0,6,7.8,0.1,1,-0.4,x
1652892771478.5,-0.1,0,-0.1,-0.1,6,7.7,0,2.5,-0.7,x
1652892771496,-0.1,-0.1,-0.1,-0.1,5.9,7.7,0.4,3.6,-0.2,x
1652892771511,-0.1,0,-0.1,-0.1,6,7.7,0.3,3.2,-0.4,x
1652892771528.9,0,0,-0.2,-0.1,6,7.6,-0.5,3.2,-0.6,x
1652892771544.4,0,-0.1,-0.1,-0.1,5.9,7.6,-1.5,3.7,-1.2,x
1652892771561.9,-0.1,-0.1,-0.2,-0.2,5.9,7.6,-2.4,4.3,-2.1,x
1652892771578.4,-0.2,-0.2,-0.1,-0.3,5.8,7.7,-2.5,5.5,-2.2,x
1652892771595.2,-0.2,-0.2,-0.1,-0.3,5.8,7.7,-2.4,5,-1.7,x
1652892771611.1,-0.2,-0.1,-0.1,-0.4,5.8,7.7,-2.9,3.7,-0.7,x
1652892771628.5,-0.2,-0.1,-0.1,-0.4,5.8,7.7,-4.2,2.6,0.4,x
1652892771645.1,-0.1,-0.1,0,-0.3,5.8,7.8,-5.5,2.4,1.3,x
1652892771661.1,0,-0.1,0.1,-0.2,5.8,7.9,-5.4,3.6,2,x
1652892771678.8,0,-0.1,0.2,-0.2,5.8,8,-4,4.6,2.8,x
1652892771695,0,0,0.2,-0.2,5.9,8,-2,3.7,3.6,x
1652892771711.8,0.1,0,0.1,-0.1,5.9,7.9,-0.3,1.4,4.1,x
1652892771727.8,0.2,0.1,-0.1,0,5.9,7.8,-0.6,-0.6,4.3,x
1652892771744.4,0.2,0.1,-0.1,0,5.9,7.8,-2.1,-0.2,3.9,x
1652892771761.6,0.2,0.1,0.1,0.1,6,7.9,-3.8,0.9,3,x
1652892771777.8,0.2,0.1,0.2,0.1,6,8,-4.1,1.7,1.7,x
1652892771795.6,0.1,0.1,0.2,0,6,8.1,-3.5,1.9,0.6,x
1652892771811.5,0.1,0.1,0.2,0,6,8.1,-2.4,2.3,-0.1,x
1652892771828.4,0,0.1,0.1,-0.1,5.9,8,-1.7,3.2,-1,x
1652892771844.3,0,0,0,-0.2,5.9,7.9,-2,5.6,-2.1,x
1652892771861.7,-0.1,-0.1,0,-0.3,5.8,7.9,-1.9,8.5,-3.1,x
1652892771878.4,-0.2,0,0,-0.4,5.8,7.9,-0.4,9.2,-3.8,x
1652892771894.4,-0.4,-0.1,-0.1,-0.6,5.8,7.8,1.2,6.5,-3.3,x
1652892771912.4,-0.5,-0.1,-0.3,-0.8,5.8,7.7,1.1,3.7,-1.9,x
1652892771928.3,-0.5,-0.1,-0.3,-0.8,5.7,7.6,-0.6,2.2,0.1,x
1652892771945.2,-0.4,-0.1,-0.1,-0.7,5.7,7.8,-2.4,2.3,2.2,x
1652892771961.1,-0.3,-0.1,0.2,-0.7,5.7,8,-2.7,1.9,4.4,x
1652892771978.5,-0.2,-0.1,0.2,-0.6,5.7,8.1,-1.3,1.7,7,x
1652892771995.1,0,0,0.2,-0.4,5.8,8.1,0.9,1.6,9.8,x
1652892772011.6,0.3,0,0.1,-0.1,5.8,8.1,2.5,1.9,11.4,x
1652892772027.9,0.5,0.1,0.1,0.3,6,8,3.1,1.6,11.3,x
1652892772045.3,0.5,0.1,0.1,0.3,6,8,2.9,1.5,10.1,x
1652892772061.7,0.6,0.1,0.1,0.4,6,8,3.1,1.7,8.1,x
1652892772077.7,0.6,0.2,0.1,0.4,6,8,4,1,6.1,x
1652892772095,0.6,0.2,0,0.4,6.1,7.9,4.5,0,4.2,x
1652892772111.9,0.6,0.2,0,0.5,6.1,7.9,4.9,-0.7,1.5,x
1652892772128.4,0.5,0.1,-0.2,0.5,6,7.7,4.8,-0.7,-1.9,x
1652892772145.2,0.4,0.1,-0.3,0.2,6,7.5,3.6,-0.3,-4.9,x
1652892772161.7,0.2,0,-0.4,0.2,6,7.5,1.4,-0.1,-7.5,x
1652892772178.4,0,-0.1,-0.4,0,5.9,7.5,-1.4,-0.2,-9.8,x
1652892772194.4,-0.3,-0.1,-0.3,-0.3,5.8,7.5,-4.4,0.2,-10.9,x
1652892772211,-0.4,-0.1,-0.2,-0.6,5.8,7.6,-6.8,0.5,-10.8,x
1652892772228.4,-0.6,-0.1,-0.1,-0.8,5.8,7.7,-7.8,-0.2,-9.5,x
1652892772245.1,-0.8,-0.1,0,-1,5.7,7.8,-8.3,-1.7,-7.1,x
1652892772262.4,-0.9,-0.3,0.2,-1.2,5.6,8.1,-6.1,-4.8,-2.7,x
1652892772278.4,-0.9,-0.3,0.1,-1.1,5.5,7.9,-3,-11.4,2.3,x
1652892772295.1,-0.6,-0.2,-0.1,-0.9,5.6,7.8,-3.3,-13.7,6.4,x
1652892772311.1,-0.1,-0.2,0,-0.4,5.6,7.8,-5.8,-9.4,8,x
1652892772328.4,0,-0.1,0.3,-0.1,5.7,8.2,-6.6,-1.4,7.1,x
1652892772365,0.1,0,0.5,0,5.8,8.5,-6.6,-1.4,7.1,x
1652892772377.7,0.2,0.2,0.4,0.1,6,8.1,3.8,2.2,5.3,x
1652892772394.3,0.2,0.2,0.2,0.1,6,8.1,4.7,1.1,4.7,x
1652892772411.7,0.3,0.1,0,0.1,6,7.9,4,2,3.2,x
1652892772427.7,0.3,0.1,-0.1,0.1,5.9,7.8,2.7,3.8,1.4,x
1652892772465.8,0.1,0,-0.1,0,5.9,7.7,-1.9,2.7,-0.9,x
1652892772478.2,0.1,0,-0.1,0,5.8,7.7,-1.9,2.7,-0.9,x
1652892772494.3,0.1,0,-0.1,0,5.8,7.7,-2.6,2.2,-1.4,x
1652892772510.9,0.1,-0.1,-0.1,0,5.8,7.7,-3.3,1.7,-2.3,x
1652892772528.1,0.1,0,0,-0.1,5.8,7.8,-4,0.9,-3.2,x
1652892772544.3,-0.1,-0.1,0,-0.2,5.7,7.9,-4.4,0.8,-3.7,x
1652892772562.1,-0.2,-0.1,0,-0.4,5.7,7.9,-4.5,1.7,-3.6,x
1652892772578.4,-0.2,-0.1,0,-0.4,5.7,7.9,-4.9,2.9,-3.1,x
