time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658234425372.2,0.4,1.5,-0.7,-0.3,5.2,8.4,0.1,-3.3,-2.9,x
1658234425389.3,0.3,1.5,-0.7,-0.4,5.3,8.3,-0.3,-3.5,-2.1,x
1658234425405.9,0.3,1.6,-0.7,-0.4,5.3,8.3,0,-3.4,-0.5,x
1658234425422.2,0.3,1.5,-0.7,-0.4,5.3,8.3,0.2,-2.2,0.1,x
1658234425439.3,0.4,1.5,-0.7,-0.3,5.3,8.3,-0.4,-1.5,0.9,x
1658234425456.2,0.5,1.4,-0.6,-0.2,5.2,8.5,-1.9,-2.6,0.2,x
1658234425472.1,0.5,1.4,-0.6,-0.2,5.2,8.4,-2,-3.2,-0.1,x
1658234425488.9,0.5,1.3,-0.7,-0.1,5.1,8.4,-2.3,-3.9,0,x
1658234425505.5,0.5,1.2,-0.6,-0.1,5.1,8.4,-0.9,-2.9,0.2,x
1658234425522.2,0.4,1.1,-0.5,-0.1,5.1,8.4,-0.1,-1.6,0.3,x
1658234425539.1,0.4,0.9,-0.4,-0.1,5.2,8.4,1.4,-0.3,-0.2,x
1658234425555.5,0.3,0.7,-0.4,-0.2,5.2,8.3,1.7,-0.5,-0.5,x
1658234425572.2,0.3,0.7,-0.4,-0.1,5.2,8.3,1.2,-0.5,-0.1,x
1658234425589.1,0.2,0.6,-0.2,-0.1,5.2,8.4,-0.6,-0.5,-0.4,x
1658234425605.5,0.2,0.5,0,-0.1,5.2,8.5,-1,-0.3,-0.5,x
1658234425622.2,0.1,0.4,-0.1,-0.2,5.2,8.5,-0.8,-0.2,-0.6,x
1658234425639.8,0.1,0.3,-0.1,-0.2,5.2,8.4,-0.8,-0.8,-0.7,x
1658234425655.6,0.1,0.3,-0.1,-0.1,5.2,8.4,-0.8,-1.7,-0.6,x
1658234425672.3,0.1,0.2,0,-0.1,5.2,8.4,-0.3,-2.1,-0.8,x
1658234425689.1,0,0.2,0,-0.2,5.2,8.4,0.7,-0.7,-0.5,x
1658234425705.6,0.1,0.1,0,-0.1,5.1,8.4,1.5,-1.4,-0.1,x
1658234425722.2,0.1,0.1,0,-0.1,5.1,8.4,1.8,-1.2,-0.1,x
1658234425739.8,0,0.1,-0.1,-0.1,5.2,8.3,1.3,-0.8,-0.4,x
1658234425755.6,0,0.1,-0.1,-0.2,5.2,8.3,0,-0.7,-0.2,x
1658234425773,0,0.1,-0.1,-0.2,5.2,8.3,-0.2,-1.1,0.1,x
