time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1655202259365,14.4,33,1,x
1655202259384.1,14.4,32.8,1.1,x
1655202259430.4,14.4,32.6,1.2,x
1655202259447.2,14.4,32.5,1.2,x
1655202259463.9,14.4,32.6,1.2,x
1655202259497,14.4,32.7,1.2,x
1655202259547.3,14.4,32.8,1.2,x
1655202259614,14.4,32.9,1.1,x
1655202259763.7,14.3,32.8,1.2,x
1655202259864.8,14.4,32.7,1.1,x
1655202259881,14.4,32.7,1,x
1655202259914.6,14.5,32.7,0.8,x
1655202259980.3,14.4,32.8,0.8,x
1655202260030.3,14.3,33,0.8,x
1655202260080.3,14.3,33.1,0.9,x
1655202260130.7,14.2,33.1,1.1,x
1655202260147,14.3,33.2,1.1,x
1655202260163.9,14.3,33.3,1.3,x
1655202260180.3,14.4,33.6,1.4,x
1655202260197.3,14.4,33.7,1.5,x
1655202260213.9,14.5,33.8,1.5,x
1655202260263.9,14.3,33.8,1.5,x
1655202260297.1,14.3,33.7,1.4,x
1655202260314,14.3,33.6,1.4,x
1655202260330.3,14.3,33.5,1.3,x
1655202260397,14.2,33.4,1.3,x
1655202260513.9,14.4,33.3,1.3,x
1655202260547.3,14.4,33.3,1.1,x
1655202260580.4,14.5,33.3,1,x
1655202260614,14.6,33.3,1,x
1655202260663.9,14.6,33.2,0.9,x
1655202260681.2,14.6,33.1,0.8,x
1655202260714,14.6,33.2,0.8,x
1655202260747.7,14.5,33.2,1,x
1655202260764.7,14.5,33.2,1.1,x
1655202260780.6,14.5,33.3,1.1,x
1655202260864.2,14.5,33.2,1.1,x
1655202260880.3,14.6,33.2,1.1,x
1655202260897,14.6,33.1,1.1,x
1655202260914,14.6,33.1,1,x
1655202260981.2,14.7,33.2,0.9,x
1655202261014.6,14.7,33.1,0.8,x
1655202261030.7,14.7,33.2,0.8,x
1655202261047.3,14.7,33.3,0.8,x
1655202261081.2,14.7,33.2,0.9,x
1655202261230.3,14.6,33.1,1.1,x
1655202261263.8,14.6,33.2,1.2,x
1655202261313.8,14.6,33.3,1.3,x
1655202261380.6,14.7,33.2,1.2,x
1655202261413.8,14.6,33.3,1.2,x
1655202261480.5,14.6,33.4,1.4,x
1655202261497,14.6,33.5,1.4,x
1655202261530.3,14.6,33.4,1.5,x
1655202261547.1,14.7,33.4,1.6,x
1655202261563.8,14.7,33.4,1.5,x
1655202261613.9,14.7,33.4,1.3,x
1655202261630.3,14.7,33.5,1.4,x
1655202261713.6,14.5,33.5,1.4,x
1655202261763.9,14.4,33.5,1.6,x
1655202261780.3,14.4,33.5,1.7,x
1655202261863.6,14.3,33.5,1.9,x
1655202261913.8,14.2,33.6,2.1,x
1655202261947.7,14.3,33.7,2.1,x
1655202261963.7,14.3,33.7,2,x
1655202262047.2,14.4,33.8,1.9,x
1655202262064.6,14.5,33.7,1.8,x
1655202262114,14.4,33.6,1.8,x
1655202262147.4,14.4,33.6,1.9,x
1655202262180.6,14.3,33.5,2,x
1655202262197,14.2,33.5,2.1,x
1655202262213.8,14.2,33.5,2.2,x
1655202262230.6,14.1,33.6,2.3,x
1655202262264,14,33.6,2.3,x
1655202262280.4,13.9,33.6,2.4,x
1655202262330.3,13.8,33.5,2.5,x
1655202262347,13.8,33.6,2.5,x
1655202262363.9,13.7,33.6,2.6,x
1655202262430.4,13.8,33.5,2.6,x
1655202262480.5,13.8,33.6,2.6,x
1655202262530.4,13.9,33.6,2.5,x
1655202262563.9,13.9,33.5,2.4,x
1655202262580.4,13.9,33.4,2.3,x
1655202262597,13.9,33.4,2.2,x
1655202262747.5,14,33.5,2.3,x
1655202262780.2,14,33.4,2.3,x
1655202262796.8,14,33.4,2.4,x
1655202262814.5,14,33.5,2.4,x
1655202262830.7,14,33.5,2.3,x
1655202262864,14,33.6,2.3,x
1655202262880.6,13.9,33.6,2.2,x
1655202262914,13.9,33.5,2.1,x
1655202262930.6,13.9,33.4,2.1,x
1655202262963.7,13.9,33.5,2.1,x
1655202263013.8,13.9,33.6,2.2,x
1655202263047.4,14,33.7,2.2,x
1655202263064,14,33.7,2.1,x
1655202263114.2,14,33.7,2,x
1655202263247.4,14,33.4,1.8,x
1655202263281.1,14,33.4,1.9,x
1655202263314.2,14,33.4,1.8,x
1655202263414.3,14.1,33.3,1.8,x
1655202263430.7,14.1,33.2,1.8,x
1655202263464,14.1,33.1,1.7,x
1655202263496.9,14.1,33,1.8,x
1655202263782,14.2,32.9,1.6,x
1655202263831.3,14.2,32.7,1.7,x
1655202263863.7,14.2,32.8,1.7,x
1655202263964.2,14.2,32.7,1.8,x
1655202263997.6,14.2,32.6,1.7,x
1655202264080.7,14.2,32.6,1.6,x
1655202264114.2,14.2,32.6,1.7,x
1655202264180.5,14.2,32.5,1.7,x
1655202264230.5,14.1,32.4,1.8,x
1655202264264.3,14.1,32.4,1.9,x
1655202264363.8,14.2,32.4,1.8,x
1655202264398.6,14.2,32.4,1.9,x
1655202264480.9,14.2,32.5,2,x
1655202264584.9,14.3,32.4,2,x
1655202264647.1,14.4,32.3,1.8,x
1655202264680.8,14.5,32.3,1.6,x
1655202264815,14.4,32.3,1.7,x
1655202265147.1,14.3,32.5,1.8,x
1655202265163.7,14.3,32.4,1.8,x
1655202265180.3,14.3,32.4,1.9,x
1655202265196.8,14.4,32.4,1.8,x
1655202265364.2,14.4,32.4,1.6,x
1655202265397.3,14.5,32.4,1.7,x
1655202265413.9,14.5,32.5,1.7,x
1655202265480.5,14.4,32.4,1.8,x
1655202265547.1,14.4,32.2,1.8,x
1655202265613.6,14.4,32.2,1.6,x
1655202265680.4,14.4,32.2,1.7,x
1655202265713.6,14.4,32.3,1.7,x
1655202266063.8,14.4,32.5,1.8,x
1655202266080.2,14.4,32.4,1.7,x
1655202266130.1,14.4,32.5,1.8,x
1655202266230.5,14.4,32.5,1.9,x
1655202266247.2,14.3,32.6,1.9,x
1655202266313.8,14.3,32.7,2,x
1655202266347.2,14.3,32.8,1.9,x
1655202266380.6,14.3,32.7,1.9,x
1655202266397.9,14.3,32.8,1.9,x
1655202266530.3,14.3,33,2.1,x
1655202266580.7,14.3,33.1,2,x
1655202266613.8,14.3,33.2,2,x
1655202266631,14.3,33.1,2,x
1655202266680.6,14.3,33.2,2,x
1655202266730.6,14.3,33.2,2.1,x
1655202266798.3,14.4,33.2,2,x
1655202266847.4,14.4,33.3,1.9,x
1655202266864.1,14.4,33.3,1.8,x
1655202266930.6,14.3,33.2,1.7,x
1655202266948.3,14.3,33.1,1.8,x
1655202267013.8,14.2,33,1.8,x
1655202267113.5,14.2,33.2,1.9,x
1655202267180.7,14.2,33.2,1.8,x
1655202267230.4,14.2,33.1,1.8,x
1655202267314.1,14.3,33,1.8,x
1655202267349.7,14.3,33.1,1.8,x
1655202267471.7,14.3,33.2,1.8,x
1655202267564,14.3,33.1,1.8,x
1655202267580.9,14.3,33,1.9,x
1655202267630.4,14.3,32.9,1.9,x
1655202267647,14.3,32.9,1.8,x
1655202267713.4,14.4,33,1.7,x
1655202267780.7,14.4,32.9,1.8,x
1655202267830.5,14.4,32.9,1.9,x
1655202267880.6,14.4,32.8,1.8,x
1655202267913.8,14.5,32.7,1.8,x
1655202267963.9,14.6,32.7,1.8,x
1655202267980.3,14.6,32.8,1.7,x
1655202267998.1,14.6,32.8,1.6,x
1655202268030.4,14.6,32.9,1.7,x
1655202268180.2,14.6,32.7,1.8,x
1655202268197,14.6,32.8,1.8,x
1655202268213.7,14.6,32.7,1.8,x
1655202268263.7,14.6,32.6,1.8,x
1655202268347.1,14.8,32.6,1.7,x
1655202268435,14.7,32.5,1.7,x
1655202268496.9,14.7,32.6,1.7,x
1655202268687.5,14.8,32.7,2,x
1655202268713.6,14.8,32.6,1.9,x
1655202268731.2,14.8,32.6,1.8,x
1655202268779.9,14.8,32.7,1.8,x
1655202268796.7,14.8,32.7,1.9,x
1655202268913.4,14.9,32.6,1.9,x
1655202268930.1,14.9,32.5,1.8,x
1655202268980.2,14.9,32.6,1.8,x
1655202269080,14.9,32.7,1.8,x
1655202269163.6,14.9,32.6,1.6,x
1655202269180.3,14.9,32.6,1.7,x
1655202269197.8,14.9,32.5,1.7,x
1655202269213.6,14.9,32.4,1.7,x
1655202269367.1,14.9,32.5,1.8,x
1655202269463.7,14.9,32.4,1.7,x
1655202269514.1,14.9,32.2,1.7,x
1655202269563.6,14.9,32.3,1.7,x
1655202269647,14.8,32.5,1.8,x
1655202269680.4,14.9,32.5,1.9,x
1655202269730.5,14.9,32.4,1.8,x
1655202269780.4,14.9,32.2,1.7,x
1655202269863.7,14.9,32.3,1.7,x
1655202270030,15,32.2,1.6,x
1655202270063.4,15,32.2,1.7,x
1655202270096.7,15,32.3,1.8,x
1655202270180.2,14.9,32.5,1.8,x
1655202270213.9,14.9,32.6,1.9,x
1655202270230.3,14.9,32.6,1.8,x
1655202270247.1,14.9,32.7,1.8,x
1655202270310.2,14.9,32.6,1.8,x
1655202270331.2,14.9,32.7,1.8,x
1655202270413.9,14.8,32.8,1.9,x
1655202270430.3,14.8,33,2,x
1655202270614,14.7,33.1,2,x
1655202270630.4,14.7,33,2,x
1655202270697,14.7,33,2.1,x
1655202270730.6,14.7,33.1,2.2,x
1655202270763.6,14.6,33.2,2.3,x
1655202270813.9,14.6,33.2,2.4,x
1655202270830.2,14.6,33.1,2.3,x
1655202270880.4,14.7,33.1,2.2,x
1655202270930.3,14.8,33.1,2.1,x
1655202270963.9,14.8,33.2,2.1,x
1655202270980.4,14.8,33.1,2.1,x
1655202270998.3,14.8,33.2,2,x
1655202271063.9,14.8,33.3,2.1,x
1655202271163.6,14.7,33.2,2.1,x
1655202271182.6,14.7,33.2,2.2,x
1655202271268.8,14.8,33.2,2.1,x
1655202271296.7,14.8,33.1,2.1,x
1655202271347,14.9,33.1,2,x
1655202271380.4,14.9,33.2,2,x
1655202271397,14.9,33.2,2.1,x
1655202271413.6,14.9,33.2,2,x
1655202271430.3,14.9,33.1,2,x
1655202271463.6,14.9,33,2,x
1655202271480.7,14.8,32.9,2.1,x
1655202271580.7,14.9,32.8,2,x
1655202271597.2,14.9,32.8,2.1,x
1655202271663.9,14.9,32.7,2.1,x
1655202271697.1,14.9,32.7,2,x
1655202271750.1,15,32.6,2,x
1655202271830.3,15.1,32.6,1.9,x
1655202271863.6,15.1,32.6,1.8,x
1655202272013.4,15.1,32.5,1.9,x
1655202272030.1,15.1,32.4,1.9,x
1655202272187,15.1,32.3,1.8,x
1655202272313.6,15.1,32.2,1.7,x
1655202272346.9,15.2,32.1,1.7,x
1655202272397,15.2,32.1,1.6,x
1655202272430.3,15.2,32,1.6,x
1655202272463.6,15.2,32.1,1.6,x
1655202272563.9,15.2,32.2,1.7,x
1655202272613.9,15.1,32.1,1.7,x
1655202272647.6,15.1,32,1.7,x
1655202272697.1,15.2,31.8,1.7,x
1655202272730.3,15.2,31.8,1.6,x
1655202272780.4,15.2,31.9,1.6,x
1655202272863.6,15.2,32.1,1.6,x
1655202272913.5,15.1,32.1,1.7,x
1655202272946.9,15.1,32,1.7,x
1655202273129.4,15.2,32,1.6,x
1655202273196.8,15.1,31.9,1.5,x
1655202273231.5,15.1,31.9,1.6,x
1655202273313.7,15,31.9,1.6,x
1655202273346.9,15,32,1.7,x
1655202273413.7,15,32.1,1.6,x
1655202273463.8,15,32,1.6,x
1655202273513.8,15,32.1,1.6,x
1655202273597.1,15,32.2,1.6,x
1655202273613.9,15,32.2,1.5,x
1655202273663.7,14.9,32.2,1.6,x
1655202273797.1,14.8,32.3,1.6,x
1655202273996.9,14.8,32.6,1.6,x
1655202274013.5,14.8,32.5,1.6,x
1655202274096.7,14.7,32.5,1.7,x
1655202274130,14.7,32.6,1.7,x
1655202274246.7,14.7,32.7,1.8,x
1655202274413.5,14.7,32.7,1.9,x
1655202274465.4,14.7,32.6,1.8,x
1655202274479.9,14.7,32.6,1.9,x
1655202274547,14.8,32.6,1.8,x
1655202274630,14.9,32.6,1.6,x
1655202274680.2,15,32.6,1.5,x
1655202274696.7,15,32.6,1.6,x
1655202274729.9,15,32.6,1.5,x
1655202274780.2,15,32.5,1.5,x
1655202274797.1,15,32.5,1.6,x
1655202274813.8,15,32.4,1.7,x
1655202274929.9,15.1,32.4,1.7,x
1655202274983,15.2,32.3,1.6,x
1655202274997.4,15.2,32.3,1.5,x
1655202275063.3,15.3,32.2,1.4,x
1655202275097,15.3,32.2,1.3,x
1655202275130.1,15.3,32.1,1.4,x
1655202275180,15.3,32,1.4,x
1655202275246.5,15.2,32,1.6,x
1655202275313.5,15.2,31.9,1.7,x
1655202275363.1,15.2,31.8,1.7,x
1655202275379.8,15.3,31.8,1.6,x
1655202275413.4,15.3,31.7,1.5,x
1655202275530.2,15.4,31.8,1.3,x
1655202275596.9,15.4,31.7,1.4,x
1655202275630.1,15.4,31.6,1.5,x
1655202275663.4,15.3,31.5,1.5,x
1655202275780.4,15.4,31.6,1.4,x
1655202275963.2,15.4,31.7,1.4,x
1655202275996.8,15.4,31.6,1.4,x
1655202276113.1,15.4,31.6,1.3,x
1655202276163.1,15.5,31.6,1.4,x
1655202276197.3,15.5,31.6,1.3,x
1655202276380.4,15.4,31.5,1.3,x
1655202276413.7,15.4,31.5,1.4,x
1655202276430.4,15.4,31.6,1.4,x
1655202276546.9,15.4,31.6,1.3,x
1655202276580.3,15.4,31.7,1.3,x
1655202276630.4,15.3,31.7,1.4,x
1655202276713.7,15.2,31.7,1.6,x
1655202276730.3,15.1,31.7,1.7,x
1655202276830.1,15.1,31.9,1.7,x
1655202276880.4,15.1,31.9,1.6,x
1655202276930,15.1,32.1,1.7,x
1655202276980.3,15.1,32.2,1.6,x
1655202277013.6,15,32.2,1.7,x
1655202277063.4,15,32.2,1.9,x
1655202277130.1,15,32.3,2,x
1655202277196.9,15.1,32.4,1.8,x
1655202277213.7,15.1,32.5,1.8,x
1655202277246.8,15.1,32.6,1.8,x
1655202277280.1,15.2,32.5,1.7,x
1655202277298.2,15.2,32.5,1.6,x
1655202277331.5,15.2,32.6,1.6,x
1655202277363.2,15.2,32.7,1.6,x
1655202277384.2,15.1,32.7,1.7,x
1655202277463.6,15.1,32.7,1.9,x
1655202277480,15.1,32.8,2,x
1655202277530.3,15,32.9,2,x
1655202277630.3,15.1,32.9,2,x
1655202277663.4,15,32.9,2,x
1655202277697.2,15,32.9,2.1,x
1655202277713.6,15,33,2.1,x
1655202277730.4,15,32.9,2.2,x
1655202277746.7,15,32.9,2.1,x
1655202277763.4,15,32.9,2,x
1655202277846.4,15,32.8,2.1,x
1655202277863.2,15,32.8,2,x
1655202277930.1,15.1,32.8,2,x
1655202278063.6,15.1,32.8,1.8,x
1655202278080.3,15.1,32.7,1.7,x
1655202278096.8,15.1,32.6,1.7,x
1655202278113.4,15.1,32.5,1.7,x
1655202278180,15.1,32.6,1.7,x
1655202278229.8,15.2,32.5,1.7,x
1655202278346.7,15.2,32.4,1.7,x
1655202278363.2,15.3,32.4,1.6,x
1655202278429.9,15.4,32.4,1.5,x
1655202278630.3,15.4,32.2,1.5,x
1655202278680,15.4,32.1,1.5,x
1655202278713.6,15.4,32.2,1.5,x
1655202278863.1,15.5,32.1,1.5,x
1655202278896.4,15.5,32,1.5,x
1655202278996.3,15.6,32,1.4,x
1655202279046.4,15.5,32,1.4,x
1655202279114.2,15.5,32.1,1.4,x
1655202279146.7,15.5,32.1,1.3,x
1655202279163.7,15.5,32,1.4,x
1655202279380,15.5,32,1.3,x
1655202279479.8,15.5,31.9,1.4,x
1655202279763.6,15.5,31.8,1.4,x
1655202279847.4,15.6,31.8,1.4,x
1655202279880.7,15.5,31.8,1.4,x
1655202280113.8,15.6,31.7,1.3,x
1655202280230.2,15.5,31.7,1.3,x
1655202280263.5,15.5,31.7,1.4,x
1655202280313.5,15.5,31.9,1.4,x
1655202280450.6,15.5,31.9,1.3,x
1655202280535.4,15.4,32,1.4,x
1655202280547.2,15.4,32.1,1.4,x
1655202280580.2,15.4,32.2,1.5,x
1655202280629.8,15.3,32.3,1.5,x
1655202280646.3,15.3,32.3,1.6,x
1655202280780.2,15.3,32.4,1.7,x
1655202280796.3,15.3,32.4,1.6,x
1655202280829.8,15.3,32.5,1.5,x
1655202280846.5,15.3,32.4,1.5,x
1655202280879.8,15.3,32.4,1.6,x
1655202280897.2,15.3,32.5,1.6,x
1655202280946.6,15.3,32.6,1.6,x
1655202280997.1,15.3,32.7,1.7,x
1655202281079.9,15.1,32.7,1.9,x
1655202281167,15.2,32.7,1.8,x
1655202281215,15.2,32.8,1.8,x
1655202281313.3,15.3,32.9,1.6,x
1655202281379.9,15.3,32.7,1.7,x
1655202281463.4,15.2,32.6,1.8,x
1655202281480.2,15.3,32.6,1.9,x
1655202281530.1,15.3,32.6,1.8,x
1655202281546.6,15.3,32.7,1.8,x
1655202281597.1,15.4,32.6,1.7,x
1655202281706.1,15.4,32.5,1.7,x
1655202281729.7,15.4,32.4,1.7,x
1655202281929.9,15.5,32.2,1.7,x
1655202281947.7,15.5,32.2,1.6,x
1655202281963.2,15.5,32.1,1.6,x
1655202281996.5,15.6,32.1,1.6,x
1655202282029.6,15.6,32.1,1.7,x
1655202282046.5,15.6,32.1,1.6,x
1655202282080.1,15.6,32.2,1.6,x
1655202282098,15.6,32.1,1.7,x
1655202282146.5,15.7,32,1.8,x
1655202282279.9,15.7,32,1.6,x
1655202282313.5,15.8,32.1,1.5,x
1655202282396.3,15.8,32,1.4,x
1655202282414.3,15.8,32.1,1.4,x
1655202282429.6,15.7,32.1,1.3,x
1655202282446.3,15.7,32.1,1.4,x
1655202282463.7,15.8,32.1,1.3,x
1655202282479.9,15.8,32,1.3,x
1655202282498.6,15.8,32.1,1.3,x
1655202282529.8,15.7,32.1,1.4,x
1655202282546.9,15.7,32,1.4,x
1655202282679.8,15.8,31.9,1.3,x
1655202282730.3,15.6,31.9,1.5,x
1655202282746.4,15.5,32,1.7,x
1655202282863.8,15.9,31.9,1.7,x
1655202282897,16.1,31.8,1.7,x
1655202282947.6,16.1,31.6,1.8,x
1655202282963.8,16.1,31.5,1.9,x
1655202282997.2,16,31.6,1.9,x
1655202283029.9,15.8,31.7,2,x
1655202283079.8,15.6,31.8,2.1,x
1655202283097.4,15.6,31.9,2.1,x
1655202283132.9,15.6,32.1,2.1,x
1655202283146.4,15.6,32.2,2.2,x
1655202283164.3,15.7,32.3,2.2,x
1655202283179.5,15.8,32.5,2.3,x
1655202283196.1,15.9,32.3,2.3,x
1655202283212.7,16,32.1,2.3,x
1655202283229.3,15.9,31.5,2.3,
