time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1653402803191,0,0,0,x
1653402803193,86.95,21.01,7.93,x
1653402803196,87.27,20.3,6.65,x
1653402803202,87.49,19.62,5.56,x
1653402803207,87.62,18.98,4.67,x
1653402803211,87.68,18.37,3.92,x
1653402803218,87.69,17.85,3.3,x
1653402803219,87.66,17.4,2.81,x
1653402803227,87.61,17.02,2.43,x
1653402803234,87.54,16.65,2.15,x
1653402803238,87.45,16.3,1.95,x
1653402803245,87.35,15.96,1.83,x
1653402803246,87.25,15.65,1.78,x
1653402803251,87.16,15.35,1.75,x
1653402803256,87.08,15.09,1.75,x
1653402803258,87.01,14.87,1.77,x
1653402803267,86.95,14.69,1.81,x
1653402803268,86.91,14.55,1.85,x
1653402803274,86.88,14.44,1.89,x
1653402803278,86.86,14.34,1.92,x
1653402803284,86.85,14.26,1.94,x
1653402803288,86.85,14.18,1.94,x
1653402803295,86.85,14.09,1.9,x
1653402803297,86.85,14.04,1.87,x
1653402803302,86.84,14.01,1.86,x
1653402803306,86.82,14.03,1.87,x
1653402803310,86.79,14.09,1.91,x
1653402803317,86.74,14.2,1.98,x
1653402803321,86.69,14.35,2.07,x
1653402803327,86.63,14.54,2.18,x
1653402803329,86.56,14.77,2.31,x
1653402803334,86.48,15,2.45,x
1653402803339,86.41,15.25,2.59,x
1653402803346,86.32,15.51,2.74,x
1653402803350,86.24,15.76,2.89,x
1653402803355,86.16,16.02,3.04,x
1653402803360,86.08,16.26,3.17,x
1653402803365,86.01,16.47,3.32,x
1653402803371,85.94,16.66,3.46,x
1653402803374,85.89,16.79,3.58,x
1653402803381,85.86,16.88,3.67,x
1653402803387,85.85,16.94,3.74,x
1653402803390,85.84,16.99,3.81,x
1653402803393,85.85,17.03,3.87,x
1653402803401,85.87,17.09,3.94,x
1653402803402,85.9,17.16,4,x
1653402803410,85.94,17.23,4.04,x
1653402803413,85.98,17.29,4.06,x
1653402803418,86.03,17.35,4.06,x
1653402803423,86.07,17.4,4.06,x
1653402803426,86.11,17.45,4.05,x
1653402803433,86.14,17.5,4.07,x
1653402803439,86.16,17.55,4.09,x
1653402803443,86.18,17.6,4.11,x
1653402803448,86.19,17.66,4.13,x
1653402803454,86.22,17.73,4.13,x
1653402803457,86.25,17.81,4.13,x
1653402803462,86.3,17.92,4.08,x
1653402803466,86.37,18.06,3.97,x
1653402803474,86.44,18.23,3.9,x
1653402803476,86.49,18.41,3.86,x
1653402803481,86.55,18.59,3.84,x
1653402803486,86.62,18.74,3.82,x
1653402803490,86.7,18.84,3.77,x
1653402803496,86.79,18.9,3.69,x
1653402803500,86.88,18.93,3.58,x
1653402803506,86.98,18.96,3.47,x
1653402803508,87.06,18.99,3.35,x
1653402803516,87.15,19.03,3.23,x
1653402803518,87.23,19.08,3.08,x
1653402803525,87.32,19.12,2.9,x
1653402803563,87.51,19.17,2.67,x
1653402803563,87.41,19.16,2.13,x
1653402803563,87.59,19.19,2.41,x
1653402803725,87.7,19.19,1.76,x
1653402803730,87.85,19.22,1.22,x
1653402803730,87.78,19.21,1.48,x
1653402803731,87.93,19.23,0.96,x
1653402803731,88.07,19.25,0.71,x
1653402803731,88,19.24,0.46,x
1653402803735,88.17,19.18,0.11,x
1653402803736,88.27,19.11,-0.24,x
1653402803737,88.37,19.03,-0.59,x
1653402803738,88.69,18.85,-0.94,x
1653402803738,88.46,18.78,-1.56,x
1653402803738,88.55,18.86,-1.77,x
1653402803738,88.7,18.94,-1.76,x
1653402803738,88.63,18.81,-1.26,x
1653402803739,88.77,18.96,-1.65,x
1653402803739,88.87,19.07,-1.52,x
1653402803763,88.98,19.18,-1.4,x
1653402803764,89.09,19.27,-1.29,x
1653402803764,89.21,19.36,-1.32,x
1653402803765,89.32,19.43,-1.33,x
1653402803765,89.44,19.5,-1.45,x
1653402803767,89.83,19.5,-2.25,x
1653402803767,90.47,18.69,-4.42,x
1653402803767,90.37,18.91,-3.98,x
1653402803767,89.56,19.53,-1.64,x
1653402803767,90.12,19.29,-3.07,x
1653402803767,89.69,19.54,-4.82,x
1653402803767,90.26,19.12,-1.91,x
1653402803767,90.54,18.46,-3.52,x
1653402803767,89.98,19.42,-2.64,x
1653402803768,90.61,17.7,-5.14,x
1653402803768,90.59,18.24,-5.44,x
1653402803768,90.61,18.05,-4.9,x
1653402803768,90.91,17.86,-5.54,x
1653402803768,90.61,17.76,-4.65,x
1653402803768,90.8,17.78,-4.43,x
1653402803768,91.05,17.94,-5.66,x
1653402803768,90.62,17.67,-5.69,x
1653402803768,90.71,17.72,-5.17,x
1653402803768,90.65,17.68,-5.36,x
1653402803768,90.62,17.88,-5.63,x
1653402803771,91.22,18.03,-4.24,x
1653402803773,91.41,18.13,-4.1,x
1653402803774,92.33,18.6,-4.01,x
1653402803774,92.08,18.47,-4.08,x
1653402803774,91.62,18.24,-4.23,x
1653402803774,91.84,18.35,-4.02,x
1653402803778,92.58,18.72,-4.46,x
1653402803779,93.07,18.84,-5.13,x
1653402803779,92.83,18.96,-4.77,x
1653402803781,93.3,19.08,-5.55,x
1653402803786,93.51,19.2,-6,x
1653402803790,93.71,19.32,-6.46,x
1653402803796,93.88,19.44,-6.92,x
1653402803800,94.04,19.57,-7.37,x
1653402803807,94.19,19.7,-7.79,x
1653402803813,94.31,19.84,-8.17,x
1653402803816,94.42,19.97,-8.52,x
1653402803819,94.52,20.09,-8.81,x
1653402803829,94.6,20.21,-9.05,x
1653402803830,94.66,20.31,-9.22,x
1653402803836,94.7,20.41,-9.34,x
1653402803841,94.73,20.5,-9.39,x
1653402803846,94.76,20.57,-9.39,x
1653402803850,94.77,20.64,-9.33,x
1653402803855,94.79,20.7,-9.22,x
1653402803859,94.8,20.75,-9.07,x
1653402803866,94.81,20.79,-8.89,x
1653402803868,94.82,20.82,-8.69,x
1653402803872,94.82,20.84,-8.48,x
1653402803878,94.83,20.86,-8.27,x
1653402803882,94.83,20.86,-8.06,x
1653402803890,94.83,20.87,-7.85,x
1653402803892,94.83,20.88,-7.66,x
1653402803898,94.84,20.9,-7.49,x
1653402803903,94.84,20.92,-7.34,x
1653402803907,94.85,20.95,-7.21,x
1653402803911,94.85,20.98,-7.11,x
1653402803918,94.86,21.02,-7.03,x
1653402803922,94.87,21.05,-6.98,x
1653402803927,94.88,21.08,-6.96,x
1653402803932,94.88,21.12,-6.96,x
1653402803938,94.89,21.16,-6.99,x
1653402803940,94.88,21.2,-7.04,x
1653402803947,94.88,21.25,-7.1,x
1653402803950,94.87,21.3,-7.17,x
1653402803956,94.86,21.35,-7.23,x
1653402803960,94.86,21.4,-7.31,x
1653402803978,94.85,21.49,-7.38,x
1653402803978,94.85,21.45,-7.45,x
1653402803979,94.84,21.54,-7.51,x
1653402803981,94.84,21.58,-7.56,x
1653402803983,94.84,21.63,-7.61,x
1653402804009,94.84,21.7,-7.64,x
1653402804009,94.84,21.67,-7.67,x
1653402804011,94.85,21.73,-7.7,x
1653402804011,94.86,21.75,-7.73,x
1653402804012,94.87,21.76,-7.75,x
1653402804016,94.89,21.76,-7.78,x
1653402804023,94.9,21.76,-7.8,x
1653402804025,94.91,21.75,-7.82,x
1653402804028,94.92,21.74,-7.84,x
1653402804031,94.94,21.72,-7.85,x
1653402804040,94.95,21.69,-7.85,x
1653402804044,94.95,21.66,-7.85,x
1653402804047,94.96,21.63,-7.83,x
1653402804051,94.97,21.61,-7.81,x
1653402804054,94.98,21.59,-7.76,x
1653402804057,95,21.59,-7.71,x
1653402804063,95.02,21.59,-7.63,x
1653402804069,95.04,21.61,-7.54,x
1653402804074,95.07,21.65,-7.44,x
1653402804079,95.11,21.7,-7.33,x
1653402804084,95.16,21.76,-7.21,x
1653402804088,95.22,21.85,-7.08,x
1653402804092,95.29,21.95,-6.94,x
1653402804097,95.37,22.06,-6.8,x
1653402804101,95.46,22.19,-6.67,x
1653402804107,95.56,22.32,-6.55,x
1653402804112,95.66,22.46,-6.44,x
1653402804118,95.78,22.6,-6.35,x
1653402804121,95.91,22.74,-6.28,x
1653402804126,96.05,22.87,-6.23,x
1653402804131,96.2,23.01,-6.21,x
1653402804136,96.37,23.13,-6.21,x
1653402804140,96.54,23.25,-6.23,x
1653402804147,96.72,23.36,-6.27,x
1653402804151,96.9,23.47,-6.31,x
1653402804156,97.09,23.58,-6.36,x
1653402804160,97.27,23.68,-6.39,x
1653402804165,97.46,23.79,-6.41,x
1653402804172,97.65,23.9,-6.41,x
1653402804181,97.84,24.02,-6.4,x
1653402804182,98.02,24.12,-6.38,x
1653402804185,98.21,24.22,-6.36,x
1653402804192,98.39,24.31,-6.34,x
1653402804194,98.58,24.39,-6.35,x
1653402804198,98.76,24.44,-6.38,x
1653402804205,98.95,24.48,-6.44,x
1653402804209,99.14,24.49,-6.55,x
1653402804213,99.34,24.48,-6.68,x
1653402804218,99.54,24.45,-6.85,x
1653402804223,99.74,24.42,-7.03,x
1653402804228,99.93,24.39,-7.21,x
1653402804232,100.13,24.37,-7.38,x
1653402804238,100.33,24.38,-7.52,x
1653402804242,100.53,24.42,-7.63,x
1653402804246,100.73,24.49,-7.69,x
1653402804251,100.95,24.61,-7.71,x
1653402804263,101.4,24.96,-7.63,x
1653402804263,101.17,24.77,-7.69,x
1653402804267,101.65,25.2,-7.54,x
1653402804271,101.91,25.45,-7.43,x
1653402804276,102.18,25.73,-7.33,x
1653402804282,102.46,26.01,-7.23,x
1653402804286,102.75,26.3,-7.16,x
1653402804289,103.05,26.59,-7.1,x
1653402804294,103.34,26.87,-7.06,x
1653402804299,103.64,27.14,-7.06,x
1653402804304,103.94,27.4,-7.08,x
1653402804309,104.24,27.64,-7.14,x
1653402804314,104.53,27.86,-7.23,x
1653402804318,104.82,28.06,-7.35,x
