time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1655202391171.2,-0.6,-0.6,-2.2,0.6,2.9,6.9,1.6,-22,-64.7,x
1655202391188,-0.8,-0.5,-2.5,0.3,3.1,6.6,6.3,-22.2,-63.6,x
1655202391207.3,-0.8,-0.2,-2.6,0.3,3.4,6.5,3.4,-25,-58.8,x
1655202391221.4,-0.9,-0.1,-2.4,0.2,3.6,6.6,0.4,-24.9,-56.5,x
1655202391237.7,-1,0.1,-2.1,0.1,3.7,6.9,-4.6,-21.6,-51.5,x
1655202391255.5,-1,0.1,-2,0.1,3.8,7,-6.9,-19,-48.6,x
1655202391271.3,-1,0.3,-1.6,0.1,4,7.5,-11.2,-16,-43.2,x
1655202391288,-1,0.6,-1,0.1,4.2,8,-13,-15.6,-38.5,x
1655202391305.1,-1,0.7,-0.8,0.1,4.3,8.3,-13.4,-15.2,-36.7,x
1655202391321.3,-0.9,1,0,0.2,4.5,9.1,-10.3,-10.4,-31.2,x
1655202391337.8,-0.6,1.2,0.6,0.5,4.7,9.7,-1.7,-2.4,-27.1,x
1655202391358.3,-0.5,1.2,0.2,0.6,4.8,9.3,9.7,4.4,-25.2,x
1655202391371.2,-0.4,1.2,-0.2,0.6,4.8,8.9,11.6,5.8,-24.4,x
1655202391388,-0.4,1.3,-0.5,0.8,5,8.5,5.5,-1.5,-22.5,x
1655202391404.7,0.1,1.4,-0.3,1.1,5,8.7,-2.6,-9,-20.4,x
1655202391421.2,1,1.7,0.6,1.9,5.4,9.6,-9.8,-10.7,-21,x
1655202391439,0.5,1.4,1.2,1.5,5.1,10.2,-12.4,-2.1,-24,x
1655202391454.4,0.2,1.2,1.6,1.2,4.8,10.6,-15.5,2.9,-23.9,x
1655202391471,0,0.8,2.5,0.9,4.3,11.5,-19.6,1.7,-24,x
1655202391488.3,-0.5,-0.5,3.1,0.4,3.1,12.2,-19.5,-8,-23.9,x
1655202391522.3,-0.5,-1.7,4.6,0.4,1.7,13.7,-14.2,-22.1,-29.3,x
1655202391546.4,-0.6,-1.8,4.8,0.2,1.5,13.9,-5,-26.3,-34.1,x
1655202391554.4,-1,-2.1,4.3,0,1.4,13.5,16.6,-26.8,-42.8,x
1655202391571.1,-1.6,-1.9,2.8,-0.6,1.6,11.9,30.8,-23.4,-47.5,x
1655202391587.8,-1.6,-1.5,1.5,-0.6,2.1,10.5,26.9,-27.3,-46,x
1655202391607.7,-1.4,-1.1,0.8,-0.3,2.7,9.8,16.5,-35.3,-44.9,x
1655202391621.1,-1.3,-0.8,0.6,-0.2,3,9.6,12.4,-37.8,-44.7,x
1655202391637.7,-1.2,-0.3,0.2,0,3.5,9.1,5.2,-35.3,-41.9,x
1655202391654.6,-1.1,-0.2,0,0.1,3.6,9,1.7,-31.2,-39.3,x
1655202391671.3,-0.9,-0.3,0.1,0.3,3.5,9.1,-5.5,-22,-34.4,x
1655202391697.3,-0.7,-0.6,0.3,0.5,3.2,9.2,-6.6,-20.3,-34,x
1655202391704.4,-0.8,-0.6,0.2,0.4,3.2,9.1,-5.1,-22.8,-36.2,x
1655202391721.1,-1.1,-0.6,0,0.2,3.2,8.9,-1.5,-28.8,-41.3,x
1655202391740.9,-1.2,-0.4,-0.6,0.1,3.4,8.4,5.3,-34.9,-44.1,x
1655202391754.8,-1.2,-0.4,-1,0.1,3.5,7.5,11.1,-34.4,-45.3,x
1655202391771.6,-1.3,-0.4,-1.7,0.1,3.5,7.2,11.9,-32.4,-45.4,x
1655202391787.8,-1.4,-0.4,-1.9,0,3.5,7,12.4,-26.6,-46.4,x
1655202391805.2,-1.5,-0.4,-2,-0.1,3.6,6.9,13.7,-23.8,-46.4,x
1655202391821.3,-1.7,-0.4,-2.2,-0.3,3.7,6.6,15.3,-16.9,-44.6,x
1655202391838,-1.7,-0.4,-2.3,-0.3,3.7,6.5,12.3,-11.9,-40.9,x
1655202391854.4,-1.7,-0.4,-2.2,-0.4,3.8,6.6,9.5,-11.7,-39.3,x
1655202391871,-1.8,-0.3,-1.8,-0.4,3.9,6.9,3.1,-13.3,-36.8,x
1655202391888,-1.9,-0.2,-1.4,-0.5,4,7.3,0.7,-14,-34.1,x
1655202391905.1,-2,-0.2,-1.4,-0.6,4,7.4,0.9,-13.5,-33.1,x
1655202391921.6,-2.2,-0.2,-1.2,-0.9,4,7.5,-0.4,-9.5,-30,x
1655202391938.1,-2,-0.1,-0.9,-0.7,4.1,7.9,-4,-7.3,-25.3,x
1655202391955,-1.8,0,-0.6,-0.5,4.2,8.2,-5.5,-8.4,-23.8,x
1655202391971.2,-1.3,0.2,-0.1,-0.1,4.5,8.7,-3,-15.6,-22,x
1655202391987.7,-1,0.4,-0.2,0.3,4.7,8.5,4.7,-21.5,-22.6,x
1655202392004.3,-0.8,0.6,-0.4,0.5,4.9,8.3,5.9,-22.4,-23.3,x
1655202392021.2,-0.5,0.9,-0.5,0.8,5.2,8.2,3,-21.5,-23.7,x
1655202392037.8,-0.5,0.9,-0.5,0.9,5.1,8.5,3,-21.5,-23.7,x
1655202392054.6,-0.2,0.5,0.9,1.2,4.9,9.5,-6.1,-5.1,-21.8,x
1655202392071,0.2,0.7,1.5,1.6,5,10.2,-6,1.4,-25,x
1655202392091.1,0.1,0.6,1.6,1.4,4.9,10.3,-8.9,-7.1,-32.5,x
1655202392105.4,-0.2,0,2.3,1.1,4.3,11,-22.1,-14.2,-33.8,x
1655202392121.4,-0.1,-0.3,3,1.2,3.9,11.7,-27.9,-14.7,-34.1,x
1655202392137.8,0.6,-0.8,4,1.8,3.4,12.8,-21,-16,-37.2,x
1655202392154.9,1,-0.8,3.7,2.3,3.4,12.5,-7.5,-18.4,-40.7,x
1655202392171,1.5,-0.3,2,2.7,3.9,10.7,18.2,-14.2,-51.6,x
1655202392223.1,0.2,-0.6,2.7,1.2,3.7,11.4,-7.4,21,-43.2,x
1655202392245.8,-0.2,-1.6,3.5,0.7,2.7,12.3,-12.7,15.1,-33.1,x
1655202392254.5,-0.2,-1.6,3.5,0.6,2.5,12.1,-12.7,15.1,-33.1,x
1655202392271.1,-0.3,-1.9,2.9,0.5,2.4,11.7,-3.2,-11.1,-34.2,x
1655202392287.8,-0.3,-1.8,1.3,0.4,2.5,10.1,7.2,-28.2,-36.9,x
1655202392304.8,-0.4,-1.7,0.4,0.4,2.6,9.2,10.2,-30.7,-37.4,x
1655202392321.1,-0.3,-1.6,-1,0.5,2.7,7.8,12.6,-29.4,-37,x
1655202392349.5,0,-1.4,-2,0.9,3,6.7,12.8,-26,-36.7,x
1655202392354.4,0,-1.4,-2,0.9,3,6.7,12.8,-26,-36.7,x
1655202392371.1,0.3,-1.3,-2.8,1.2,3.1,5.9,2.8,-18.8,-39,x
1655202392387.8,0.2,-1.3,-2.5,1.1,3.1,6.2,-1.2,-10.7,-41.4,x
1655202392404.6,-0.2,-1.4,-1.9,0.7,3.1,6.8,-1.4,-0.7,-41.8,x
1655202392421.3,-0.2,-1.4,-1.7,0.6,3.1,7,0.2,2.3,-41.4,x
1655202392437.9,-0.1,-1.2,-1.6,0.6,3.3,7.1,3.5,2.6,-40.6,x
1655202392455,-0.1,-0.9,-1.7,0.6,3.6,7,3.6,-2,-39,x
1655202392471.1,-0.2,-0.8,-1.5,0.4,3.7,7.2,1.9,-2.7,-37.4,x
1655202392514.5,-0.3,-0.6,-0.8,0.2,3.9,7.9,-2.2,0,-29,x
1655202392521.2,-0.4,-0.6,-0.5,0.2,4,8.2,-3.1,2.2,-27.8,x
1655202392537.8,-0.5,-0.4,-0.1,0,4.1,8.6,-2.5,3.7,-26,x
1655202392554.5,-0.5,-0.3,-0.1,0,4.2,8.6,-0.9,2.3,-24.8,x
1655202392571.1,-0.4,0,-0.3,0.1,4.5,8.4,4.8,-5.1,-19.6,x
1655202392587.8,-0.1,0.2,-0.8,0.3,4.7,7.9,5.9,-10.2,-15.6,x
1655202392605.4,0.1,0.3,-0.8,0.5,4.8,7.9,3.3,-9.9,-14.2,x
1655202392621.4,0.2,0.3,-0.5,0.6,4.9,8.1,-4.3,-6.4,-12.3,x
1655202392640,0.3,0.3,-0.1,0.7,4.8,8.5,-9.5,-5.2,-10.7,x
1655202392654.8,0.4,0.2,0.2,0.8,4.7,8.9,-13.1,-4,-11.2,x
1655202392671.3,0.3,0.1,1.3,0.7,4.6,10,-13.2,-2.4,-14.8,x
1655202392687.9,0.3,0.2,1.9,0.6,4.7,10.6,-11,-0.5,-16.3,x
1655202392717,-0.6,0,3,-0.3,4.4,11.8,-3.7,9.8,-20.8,x
1655202392721,-0.6,0,3,-0.3,4.4,11.8,-3.7,9.8,-20.8,x
1655202392737.8,-1.1,-0.2,3.1,-0.9,4.2,11.8,-1.4,1.5,-19.6,x
1655202392754.5,-1.3,-0.7,2.9,-1.1,3.7,11.6,-1.5,-7.8,-14.5,x
1655202392771.2,-0.8,-1.4,3.1,-0.6,3,11.9,-6.8,-18.1,-6.4,x
1655202392789.3,-0.5,-1.7,4.2,-0.2,2.7,12.9,-6.3,-16.8,-6.9,x
1655202392805.3,-0.7,-1.8,4.6,-0.3,2.6,13.3,-1.4,-10.5,-8.5,x
1655202392821.1,-1.3,-2.2,4.6,-1,2.2,13.4,11.7,7.9,-11.9,x
1655202392837.6,-1.8,-2.2,4.1,-1.5,2.2,12.8,15.4,11.5,-13,x
1655202392854.5,-1.8,-2.3,3.6,-1.5,2.2,12.4,14.6,2.3,-12.8,x
1655202392871.2,-1.2,-1.9,2.4,-1,2.6,11.2,14.7,-25.2,-14.6,x
1655202392887.6,-0.6,-1.3,0.7,-0.3,3.2,9.4,13.2,-45,-17.1,x
1655202392904.7,-0.3,-1,-0.1,0,3.5,8.6,10.8,-47.6,-17.7,x
1655202392921.7,0,-1,-0.8,0.4,3.6,7.9,3.2,-37.5,-17.4,x
1655202392937.6,0.1,-1,-0.7,0.6,3.6,8,-2,-14.2,-18.7,x
1655202392954.4,0,-1.1,-0.7,0.5,3.5,8,-0.3,-8,-21.3,x
1655202392970.9,-0.6,-1.1,-0.9,-0.1,3.5,7.8,4,-4.8,-25.9,x
1655202392988,-0.9,-1,-0.8,-0.4,3.6,7.8,6.8,-8.6,-25.5,x
1655202393005.1,-0.9,-1,-0.9,-0.4,3.6,7.8,9.4,-12.7,-24.3,x
1655202393021.3,-0.7,-1,-1.4,-0.2,3.6,7.2,14.9,-19.5,-23.3,x
1655202393038,-0.9,-1.1,-1.8,-0.4,3.7,6.8,15.6,-18.2,-23.9,x
1655202393054.4,-1,-1,-1.9,-0.4,3.8,6.6,15.2,-17,-23.2,x
1655202393071.2,-0.9,-1,-2.2,-0.4,3.8,6.3,14.5,-16.5,-20.1,x
1655202393087.9,-0.7,-1,-2.5,-0.2,3.8,6,11.8,-15.6,-16.9,x
1655202393104.7,-0.7,-1,-2.5,-0.1,3.8,6,9.5,-14.5,-16.2,x
1655202393121.2,-0.8,-1,-2.1,-0.2,3.9,6.4,4.5,-11.2,-17.7,x
1655202393137.8,-1.2,-0.8,-1.8,-0.6,4.1,6.7,1.6,-8.2,-18.1,x
1655202393154.5,-1.3,-0.8,-1.7,-0.7,4.1,6.8,0.2,-7.9,-17.1,x
1655202393171.1,-1.4,-0.7,-1.4,-0.9,4.2,7.1,-2.2,-8.8,-13.8,x
1655202393189.1,-1.4,-0.7,-0.8,-0.8,4.2,7.6,-6.2,-5.6,-10.3,x
1655202393204.3,-1.4,-0.6,-0.3,-0.8,4.3,8.2,-9.5,0,-11,x
1655202393221,-1.9,-0.4,1.1,-1.4,4.5,9.6,-10.9,15.2,-14.2,x
1655202393238.3,-2.2,-0.1,2.2,-1.7,4.8,10.7,1.4,31.6,-14.1,x
1655202393254.4,-2.4,0.1,2.4,-2,4.9,11,11.4,32.9,-12.6,x
1655202393271.1,-2.5,0.2,1.7,-2.2,5.1,10.2,35,18.1,-4.8,x
1655202393287.7,-1.4,0.3,-0.2,-1.2,5.3,8.3,44.2,-13.1,5.6,x
1655202393305.3,-0.2,0.6,-1,0.1,5.7,7.3,29.7,-37.3,7.8,x
1655202393321,0,0.8,-1,0.4,6,7.3,14.7,-44.3,6,x
1655202393347.2,0.3,1.1,0,0.6,6,9.1,-5.6,-28.1,2.6,x
1655202393354.9,0,0.8,0.8,0.6,6,9.1,-13.7,-12,4.1,x
1655202393371.1,-0.4,-0.5,2.9,0.2,4.7,11.3,-26.5,20.8,12.6,x
1655202393388.1,0.4,-1.5,4.9,0.9,3.5,13.3,-24.8,30.8,18.5,x
1655202393404.4,1.1,-1.7,5,1.6,3.3,13.4,-15.2,22.1,17.9,x
1655202393449.8,2.6,-1.7,2.8,3.2,3.3,11.2,-0.8,-18.2,-9.8,x
1655202393454.4,2.2,-1.9,3.2,2.7,3.1,11.6,-9.4,-12.7,-16.1,x
1655202393471.1,1.3,-2.1,4.1,1.8,2.9,12.6,-16.2,1.5,-22,x
1655202393487.8,1.1,-2.2,3.9,1.6,2.8,12.3,-2.8,3.5,-23.1,x
1655202393505.6,1.2,-2,2.9,1.7,2.9,11.4,6.6,-1.9,-25.4,x
1655202393521,0.8,-1.7,1.2,1.2,3.3,9.6,18.7,-20.3,-35.7,x
1655202393537.7,0.2,-1.6,-0.3,0.7,3.5,8.1,16.8,-27.6,-37.7,x
1655202393554.4,0,-1.6,-0.7,0.5,3.5,7.7,11.9,-26.9,-37,x
1655202393571,-0.1,-1.6,-0.7,0.3,3.4,7.7,-0.3,-17.3,-33.5,x
1655202393587.6,-0.1,-1.6,-0.7,0.3,3.4,7.7,-0.3,-17.3,-33.5,x
1655202393604.4,-0.6,-1.8,-1,-0.2,3.3,7.4,3.2,-8.4,-23.8,x
1655202393621.6,-0.6,-1.8,-1.3,-0.2,3.3,7.1,3.8,-10.2,-21.6,x
1655202393637.7,-0.7,-2,-1.7,-0.3,3.1,6.7,3.2,-15,-19,x
1655202393669.5,-0.9,-1.8,-1.4,-0.5,3.3,6.9,-4,-13.6,-17.1,x
1655202393671.1,-0.9,-1.8,-1.4,-0.5,3.3,6.9,-4,-13.6,-17.1,x
1655202393687.8,-0.9,-1.7,-1.4,-0.5,3.4,6.9,-3.8,-12.6,-15.6,x
1655202393704.6,-0.8,-1.4,-1.8,-0.3,3.7,6.6,-1.6,-9.4,-8.8,x
1655202393721.2,-0.7,-1.3,-1.8,-0.3,3.7,6.6,-3,-7.5,-6.6,x
1655202393737.8,-0.5,-1.4,-1.3,-0.1,3.7,7,-5.3,-3.7,-4.7,x
1655202393754.4,-0.4,-1,-1,0,4,7.4,-4.4,-1.3,-5.6,x
1655202393771,-0.5,-0.8,-1,0,4.2,7.4,-2.6,-0.5,-5.9,x
1655202393787.8,-0.5,-0.5,-0.9,-0.1,4.6,7.5,-3.1,4.3,-4.7,x
1655202393804.3,-0.6,-0.3,-0.7,-0.2,4.8,7.7,-4.4,6.7,-3.7,x
1655202393821.1,-0.7,0,-0.2,-0.3,5,8.2,-7.2,10.3,1.2,x
1655202393839.4,-0.6,0,0.3,-0.2,5,8.7,-3.9,8.2,5.5,x
1655202393854.6,-0.4,0,0.2,-0.1,5,8.7,-0.1,6.2,7.1,x
1655202393874.4,-0.2,-0.1,-0.2,0.2,4.9,8.3,4.3,3.7,7,x
1655202393888,-0.1,-0.1,-0.3,0.3,4.9,8.3,3.6,5.2,6.5,x
1655202393904.5,0,-0.1,0.1,0.3,4.9,8.5,-2.4,14.3,5.9,x
1655202393920.9,0.4,0.2,0.8,0.7,5.2,9.3,-1.9,20.2,4.8,x
1655202393937.7,0.5,0.3,1,0.7,5.5,9.4,0.9,21.7,3.2,x
1655202393954.7,0.3,0.5,1,0.3,5.4,9.4,2.1,21.2,-0.3,x
1655202393971.1,0,0.2,1.1,0.1,5.2,9.5,-8,15.5,-0.8,x
1655202393987.7,0,-0.5,1.9,0.1,4.5,10.4,-25.4,5.7,3.4,x
1655202394005,0.2,-0.8,2.8,0.3,4.1,11.2,-39.3,3.4,7.7,x
1655202394021,0.4,-2,5.3,0.5,2.8,13.9,-47.9,9.6,6.1,x
1655202394037.6,-0.2,-2.8,7.9,-0.1,1.9,16.5,-36.1,17.3,-5,x
1655202394055.1,-0.9,-3,8.4,-0.8,1.6,17,-20.4,17.2,-11.5,x
1655202394070.9,-2,-2.9,7.2,-2,1.6,15.9,19.2,6.1,-19.4,x
1655202394087.9,-2.7,-2.4,4.3,-2.7,2.2,12.9,47.8,-19.7,-19.6,x
1655202394104.4,-2.8,-2.2,2.9,-2.8,2.6,11.5,47.2,-26.7,-17.2,x
1655202394121.5,-2.8,-1.7,1.2,-2.8,3.2,9.7,36.6,-36.7,-9,x
1655202394137.7,-2.3,-1.4,0.1,-2.2,3.5,8.6,22.5,-41.7,3.7,x
1655202394155.4,-1.9,-1.4,-0.3,-1.7,3.6,8.1,16.5,-41.5,10.4,x
1655202394171.1,-0.9,-1.6,-0.8,-0.6,3.5,7.6,7.5,-35.3,19,x
1655202394187.8,-0.5,-1.7,-1.2,-0.1,3.4,7.2,2.6,-24.9,17.7,x
1655202394205.2,-0.4,-1.6,-1.4,0.1,3.5,7,3.2,-22.3,15.9,x
1655202394221.1,-0.4,-1.5,-2,0.2,3.5,6.4,5.3,-18.9,11.3,x
1655202394237.7,-0.5,-1.4,-2.5,0.2,3.7,5.9,6.1,-15.5,6.5,x
1655202394254.8,-0.6,-1.3,-2.7,0.1,3.8,5.7,5.9,-13.4,4.8,x
1655202394271.1,-0.8,-1.1,-2.5,-0.1,4,5.8,2.2,-7,2.4,x
1655202394287.9,-1,-1,-1.7,-0.2,4.1,6.6,-2.2,3,0.4,x
1655202394305.9,-1.1,-0.9,-1.3,-0.3,4.1,7,-0.2,5.3,-0.2,x
1655202394321.7,-1.2,-0.9,-1.1,-0.5,4.2,7.2,7.9,6.6,-0.3,x
1655202394337.9,-1.2,-0.8,-1.6,-0.5,4.3,6.7,11.7,3.6,1.9,x
1655202394354.4,-1.2,-0.8,-1.7,-0.5,4.3,6.6,10.2,-0.2,3.9,x
1655202394385.6,-0.7,-0.8,-1.2,0,4.3,7.1,-6.7,-7.7,5.3,x
1655202394387.7,-0.7,-0.8,-1.2,0,4.3,7.1,-6.7,-7.7,5.3,x
1655202394404.1,-0.8,-0.8,-1,0.1,4.4,7.6,-9.2,-9.8,2.4,x
1655202394421.1,-0.8,-0.8,-0.5,0,4.3,7.8,-4.3,-10.9,-0.7,x
1655202394437.7,-0.8,-0.9,-0.7,0,4.2,7.7,-0.5,-11.5,-1.3,x
1655202394454.9,-0.8,-0.8,-0.6,0.1,4.3,7.8,-0.2,-7.3,-3.1,x
1655202394471,-0.7,-0.8,-0.3,0.1,4.3,8,-0.3,-6,-4.3,x
1655202394487.8,-0.7,-0.8,-0.1,0.2,4.4,8.2,3.1,-4.9,-8.8,x
1655202394504.7,-0.7,-0.6,0,0.1,4.5,8.3,3.7,-4.2,-10.8,x
1655202394521.1,-0.6,-0.3,0.6,0.3,4.8,8.9,2.4,-2,-13.9,x
1655202394537.7,-0.6,-0.2,1.3,0.2,5,9.6,4.4,-2.4,-17.4,x
1655202394554.5,-0.7,0,1.5,0.2,5.1,9.8,6.9,-3.8,-18.6,x
1655202394574,-0.6,0.5,1.4,0.2,5.6,9.7,5.8,-4.5,-18.7,x
1655202394588.3,-0.8,0.6,1.7,0,5.8,10,-6.6,0.9,-15.8,x
1655202394604.7,-0.9,0.5,2.2,-0.1,5.7,10.5,-15,4.9,-12.7,x
1655202394621.4,-0.7,-0.1,3.8,0,5,12.1,-28.1,13.8,-4.7,x
1655202394637.6,0,-0.7,4.8,0.6,4.3,13.2,-23.6,15.3,-2.6,x
1655202394668.6,1.1,-0.8,3,1.7,4.1,11.4,10,5.3,-10.7,x
1655202394671.6,1.1,-0.8,3,1.7,4.1,11.4,10,5.3,-10.7,x
1655202394689.6,1,-0.9,1.8,1.6,4.2,10.2,5.4,9.9,-14.8,x
1655202394704.3,0.7,-1.2,2,1.2,3.9,10.4,-2.9,15.6,-15.4,x
1655202394721.8,0.1,-1.7,2.9,0.5,3.4,11.3,-13.3,23.9,-14.7,x
1655202394737.6,-0.1,-1.8,3.2,0.3,3.1,11.6,-9.2,20.9,-13.9,x
1655202394754.6,0,-1.8,2.8,0.3,3.1,11.3,-4.3,16.3,-13.6,x
1655202394771.1,0,-1.9,1.8,0.3,3.1,10.3,5.9,4.9,-15.2,x
1655202394787.9,0.1,-1.9,0.7,0.3,3.1,9.2,8,-0.4,-15.6,x
1655202394804.7,0.2,-1.9,0.1,0.4,3.1,8.6,8,-1.9,-15.9,x
1655202394821.1,0.2,-1.6,-0.6,0.4,3.4,7.8,4,-4.3,-16.7,x
1655202394837.6,0.2,-1.5,-1,0.4,3.5,7.5,0.2,-5.5,-16.3,x
1655202394855,0.2,-1.4,-1.1,0.3,3.6,7.3,-0.4,-5.1,-15.7,x
1655202394870.8,-0.1,-1.4,-1.5,0,3.6,6.9,-0.1,-1.6,-12.9,x
1655202394887.9,-0.3,-1.6,-1.7,-0.2,3.4,6.8,-3.7,4.9,-8.7,x
1655202394905.8,-0.3,-1.6,-1.4,-0.2,3.4,7.1,-6.6,7.6,-7.2,x
1655202394921,-0.2,-1.6,-0.8,-0.1,3.4,7.7,-5.3,7.3,-7,x
1655202394937.8,-0.3,-1.4,-1.1,-0.3,3.5,7.3,3,3.6,-8.3,x
1655202394954.8,-0.5,-1.3,-1.5,-0.4,3.7,7,5.9,2.2,-8.2,x
1655202394971.1,-0.5,-1,-1.9,-0.5,4,6.5,2.9,-0.2,-3.6,x
1655202394987.8,-0.2,-0.9,-1.5,-0.2,4.1,6.9,-5.2,0.4,0.9,x
1655202395004.6,-0.2,-0.9,-1.2,-0.2,4.1,7.2,-6.7,0.6,2,x
1655202395021.1,0,-0.8,-0.9,0,4.2,7.5,-4.9,1.7,3.5,x
1655202395038.1,0,-0.7,-0.9,0,4.3,7.6,-0.2,2.5,3.6,x
1655202395054.5,0.1,-0.5,-0.9,0.1,4.4,7.5,1.6,3.2,3.4,x
1655202395071,-0.2,-0.3,-1,-0.2,4.7,7.5,3.3,2.7,2.3,x
1655202395087.8,0,0.1,-1.1,0,5,7.3,1.4,-1.4,5.1,x
1655202395104.7,0.1,0.1,-1.1,0.1,5,7.3,-0.7,-2,6.4,x
1655202395121.3,0.2,0,-0.6,0.2,5,7.8,-7.6,2.2,7.9,x
1655202395137.6,0.4,0,0.6,0.4,4.9,9.1,-12.4,7.3,7.8,x
1655202395155.6,0.6,0,1.1,0.7,4.9,9.6,-9.5,9.3,7.1,x
1655202395171.2,1,0.3,1.5,1,5.2,10,-3.2,10.2,1,x
1655202395187.9,0.4,0.5,1.6,0.4,5.4,10.1,-2.2,13.4,-5.1,x
1655202395204.4,-0.1,0.4,1.6,-0.8,4.8,10.1,-4.5,13.9,-6.1,x
1655202395220.8,-1.1,-0.5,1.5,-1.2,4.3,10,-17.2,11.2,0.1,x
1655202395238,-1.2,-1.7,2.9,-1.3,3.1,11.4,-42.1,5.2,10.6,x
1655202395254.7,-1,-2.2,3.9,-1.1,2.6,12.5,-53.8,-1.7,14.6,x
1655202395270.9,-0.5,-2.6,6.2,-0.6,1.9,14.9,-45.4,-9.2,10.6,x
1655202395287.8,-1.2,-2.8,6.9,-1.2,1.6,15.6,-9.8,-7.8,-1.8,x
1655202395319.2,-2.4,-2.5,5,-2.6,2.3,12.5,25.4,0.9,-7.5,x
1655202395321.1,-2.4,-2.5,5,-2.6,2.3,12.5,25.4,0.9,-7.5,x
1655202395337.6,-2.3,-1.7,1.7,-2.6,2.3,12.5,33.6,3.5,-5.2,x
1655202395355.5,-1.9,-1.4,1,-1.9,3.2,9.7,17.4,-11.2,10.7,x
1655202395370.9,-1.1,-1.1,0.4,-1,3.6,9.1,1,-21.3,17.4,x
1655202395387.7,-0.3,-1,0.2,-0.2,3.6,8.8,-10.8,-19.8,22.4,x
1655202395404.4,-0.1,-1.2,0.4,0.1,3.5,9,-16.2,-13.5,23.7,x
