time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1666170455599.4,1.1,-0.1,0.9,-1.4,6.9,7,-9.2,-12.3,-0.1,x
1666170455615.6,0.4,-0.1,0.5,-1.8,6.8,6.8,-8.5,-7.5,0.4,x
1666170455632.3,0.3,-0.1,0.4,-2.1,6.9,6.6,-9,-5.8,4,x
1666170455648.9,0.3,0,0,-2,6.9,6.4,-10.9,-7.4,6.7,x
1666170455665.6,0.4,0,-0.3,-1.8,6.9,6.1,-14.9,-11.6,7.7,x
1666170455682.2,0.5,0,-0.4,-1.5,6.9,6,-20.3,-16.4,7.2,x
1666170455698.9,0.8,0.1,-0.1,-1.1,7,6.3,-24,-18.3,5.2,x
1666170455716.1,1,0.1,0.1,-1.4,6.7,6.4,-23.9,-10.4,3,x
1666170455732.9,0.2,-0.1,-0.1,-1.4,6.7,6.4,-23.9,-10.4,3,x
1666170455753.5,0.5,-0.1,0.9,-1.3,6.7,7.5,-24.5,0.3,7,x
1666170455766.5,0.2,0.2,1,-1.5,6.8,7.7,-15,-6.4,3.4,x
1666170455782.2,0,0.4,0.7,-1.7,7.1,7.3,-8.1,-12.2,4,x
1666170455798.9,0.5,0.5,0,-1.2,7.2,6.8,-8.4,-12.7,3.1,x
1666170455816.1,1.3,0.4,-0.3,-0.4,7.1,6.5,-12.6,-10.9,-2,x
1666170455832.3,1.4,0.4,-0.4,-0.2,7.1,6.4,-19.5,-10.2,-12.4,x
1666170455848.9,0.8,0.4,-0.1,-0.7,7.1,6.7,-25.2,-16.6,-20.5,x
1666170455868.4,-0.2,0.3,0.4,-1.6,7,7.3,-25.6,-25.1,-21.5,x
1666170455882.4,-0.4,0.2,0.6,-1.9,6.7,7.7,-21.1,-30.3,-17.9,x
1666170455898.9,-0.5,-0.1,0.9,-2,6.4,8,-14.8,-33.5,-13.6,x
1666170455916,-0.2,-0.1,0.8,-1.7,6.4,8,-7.7,-31.3,-10.9,x
1666170455932.2,-0.1,0,0.4,-1.5,6.5,7.6,-3.3,-18.8,-11.2,x
1666170455948.9,0,0,0.4,-1.4,6.5,7.6,-4.3,-15.3,-12.3,x
1666170455965.5,-0.2,-0.1,0.7,-1.5,6.4,7.9,-4.6,-14.5,-12.2,x
1666170455982.1,-0.3,-0.3,0.9,-1.7,6.1,8.3,-0.2,-15.2,-10.4,x
1666170455998.9,-0.5,-0.6,1,-1.9,5.8,8.3,6,-15.2,-7.9,x
1666170456015.7,-0.9,-0.7,0.6,-2.2,5.7,8.1,10.5,-10.6,-3.5,x
1666170456032.2,-1,-0.7,0.5,-2.4,5.7,7.8,11.1,-0.9,3.2,x
1666170456048.8,-1,-0.7,0.3,-2.4,5.7,7.6,11.1,-0.9,3.2,x
1666170456065.8,-0.9,-0.7,0.4,-2.4,5.7,7.7,10.6,18.4,18.4,x
1666170456082.3,-0.7,-0.7,0.4,-2.2,5.8,7.7,14.5,20.9,24.3,x
1666170456098.9,-0.5,-0.5,0.2,-2,5.9,7.5,18.1,17.8,27,x
1666170456115.6,-0.2,-0.2,0,-1.7,6.3,7.2,19.6,16.3,28.7,x
1666170456132.2,0.1,0,-0.2,-1.3,6.5,7,18.6,18.4,29.6,x
1666170456148.9,0.5,0,-0.4,-0.9,6.6,6.7,16.2,22,28.8,x
1666170456165.8,0.8,0.2,-0.5,-0.7,6.8,6.6,13.2,24.9,27.3,x
1666170456182.2,0.8,0.3,-0.4,-0.5,7,6.6,11.6,25.5,26.5,x
1666170456199.2,1,0.4,-0.4,-0.3,7.2,6.6,11.6,25.5,26.5,x
1666170456215.7,1.4,0.6,-0.5,0,7.4,6.5,11,22.8,20.3,x
1666170456232.2,1.4,0.6,-0.5,0.1,7.5,6.4,8.9,19.8,15,x
1666170456248.9,1.4,0.7,-0.6,0.1,7.5,6.3,4.9,16.3,10.1,x
1666170456266.6,1.1,0.7,-0.5,-0.1,7.6,6.3,0,12.4,6.7,x
1666170456282.3,1.1,0.6,-0.4,-0.1,7.5,6.5,-3,11.6,4.4,x
1666170456299.3,1.2,0.5,-0.1,-0.1,7.4,6.7,-3.1,13,1.9,x
1666170456316.1,1,0.5,0,-0.3,7.4,6.8,-1.9,12.4,-0.1,x
1666170456332.4,0.9,0.6,0,-0.4,7.5,6.8,-1.6,9.1,-0.4,x
1666170456349.2,0.8,0.6,-0.1,-0.5,7.5,6.8,-1.6,6.9,0.1,x
1666170456365.8,0.8,0.6,0.1,-0.5,7.5,6.9,-0.8,6.3,0.6,x
1666170456383.1,0.7,0.6,0.2,-0.6,7.5,7.1,1,6,0.8,x
1666170456398.8,0.6,0.4,0.3,-0.7,7.4,7.1,4.3,5.8,1.5,x
1666170456415.5,0.5,0.4,0.2,-0.9,7.4,7,7,5.7,2.9,x
1666170456432.3,0.3,0.4,0.2,-1.1,7.4,6.9,8.2,5.3,5.6,x
1666170456448.9,0,0.4,-0.1,-1.2,7.5,6.7,8.2,4.7,8.9,x
1666170456465.5,0,0.4,-0.1,-1.2,7.4,6.7,7.9,2.6,11.7,x
