time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658433736332,0,-0.02,0.02,-0.02,-5.23,-8.29,-0.4,4.9,-0.65,x
1658433736349,-0.09,0.08,-0.05,-0.1,-5.12,-8.36,-1.54,5.74,-0.74,x
1658433736365,0.05,0.07,0.26,0.05,-5.13,-8.05,-0.58,1.65,-0.53,x
1658433736382,0.07,0.05,0.02,0.07,-5.16,-8.29,1.51,0.35,-0.11,x
1658433736398,-0.01,0.13,-0.08,0,-5.08,-8.39,1.52,0.48,-0.14,x
1658433736415,0.01,-0.02,0.16,0.02,-5.23,-8.15,0.34,1.01,0.25,x
1658433736432,0.04,0.01,0.08,0.04,-5.2,-8.22,-0.5,1.75,0.38,x
1658433736449,-0.03,0.07,0.08,-0.02,-5.14,-8.23,-1.22,1.14,-0.1,x
1658433736465,-0.02,0.01,0.11,0,-5.2,-8.2,-1.7,2.33,-0.63,x
1658433736482,0.05,0.06,-0.03,0.08,-5.14,-8.35,-1.11,2.54,-0.58,x
1658433736499,0.05,0.06,-0.05,0.08,-5.14,-8.37,-0.81,1.74,-0.59,x
1658433736515,0,0.01,0.03,0.04,-5.19,-8.29,-1.43,2.01,-0.1,x
1658433736532,0.07,0.04,0.1,0.11,-5.15,-8.22,-0.29,0.02,0.15,x
1658433736549,0.06,0.03,0.05,0.09,-5.17,-8.27,0.33,0.02,0.1,x
1658433736565,-0.09,0.03,0.14,-0.05,-5.16,-8.18,-1.55,0.59,-0.45,x
1658433736582,0.04,0.03,0.09,0.08,-5.16,-8.23,-0.32,-0.3,-0.15,x
1658433736598,0.08,0.04,-0.04,0.12,-5.15,-8.36,1.16,1.02,0.23,x
1658433736615,0.04,0.05,-0.05,0.08,-5.15,-8.37,-0.46,1.31,0.26,x
1658433736631,0.04,0.06,0.06,0.08,-5.14,-8.26,0.35,1.25,0.36,x
1658433736648,0.05,0.07,-0.09,0.1,-5.12,-8.41,1.36,-0.3,0.53,x
1658433736665,-0.01,0.05,0.03,0.04,-5.15,-8.28,1.21,-0.72,-0.43,x
1658433736682,0.02,0,0.14,0.07,-5.2,-8.17,-0.8,0.39,0.01,x
1658433736699,0.06,0.05,0.06,0.11,-5.15,-8.26,-0.46,1.12,-0.12,x
1658433736715,0,0.02,0.05,0.05,-5.17,-8.27,0.11,1.36,0.27,x
1658433736732,0.01,0.03,0.13,0.06,-5.16,-8.19,0.67,-0.34,0.3,x
1658433736748,0.02,0.01,0.09,0.07,-5.19,-8.23,0.12,-1.11,0.13,x
1658433736765,0.05,0.08,0.09,0.09,-5.12,-8.23,-0.84,-0.03,0.17,x
1658433736782,0.02,0.05,-0.02,0.07,-5.14,-8.34,-0.72,0.16,0.01,x
1658433736799,0,0.02,0.01,0.04,-5.18,-8.31,-0.85,-0.37,-0.27,x
1658433736815,0.03,0.01,0.05,0.08,-5.18,-8.27,0.09,0.44,-0.09,x
1658433736832,-0.04,0.04,-0.12,0.01,-5.16,-8.44,-0.01,1.45,-0.29,x
1658433736848,0,0.05,-0.02,0.05,-5.15,-8.34,0.14,0.91,-0.06,x
1658433736865,0.07,-0.01,0.05,0.12,-5.21,-8.27,0.93,-0.66,0.25,x
1658433736882,0.06,0.04,0.05,0.11,-5.15,-8.27,0.77,-1.01,0.2,x
1658433736898,0.04,0.01,0.07,0.09,-5.19,-8.24,0.03,0.37,-0.47,x
1658433736915,-0.06,0.08,0.07,-0.01,-5.12,-8.25,-1.83,0.54,-0.26,x
1658433736932,0.1,0.08,0.12,0.15,-5.11,-8.2,-0.27,-0.75,-0.13,x
1658433736948,0.02,0.04,0.02,0.07,-5.15,-8.3,0.34,-0.21,-0.37,x
1658433736965,-0.01,0.04,0.04,0.04,-5.15,-8.28,-0.83,0.73,-0.08,x
1658433736982,0.06,0.02,0.07,0.12,-5.17,-8.25,-0.51,0.1,0.05,x
1658433736998,0.02,0.01,0.04,0.07,-5.17,-8.29,-0.28,-0.04,-0.21,x
1658433737015,-0.03,-0.01,-0.01,0.02,-5.2,-8.33,-0.72,0.43,-0.22,x
1658433737032,0.06,0.05,0.01,0.12,-5.14,-8.32,-0.28,0.33,-0.11,x
1658433737048,0.07,0.04,0.02,0.13,-5.14,-8.31,0.02,-0.19,0.25,x
1658433737065,0.03,0.07,-0.01,0.08,-5.11,-8.34,0.22,0.07,0.02,x
1658433737082,0,0,0.07,0.06,-5.18,-8.25,-0.27,0.13,-0.07,x
1658433737099,-0.03,0.03,0.04,0.03,-5.15,-8.28,-0.27,0.35,-0.29,x
1658433737116,0.02,0.04,0.04,0.08,-5.15,-8.28,-1.14,0.34,-0.3,x
1658433737132,0.02,0.03,0.08,0.08,-5.15,-8.25,-1.07,0.89,-0.23,x
1658433737149,0.02,0.06,0.09,0.08,-5.12,-8.24,-0.23,-0.13,0.13,x
1658433737165,0.01,0.03,0.11,0.07,-5.15,-8.22,0.47,-0.72,0.43,x
1658433737182,-0.02,0.03,-0.04,0.04,-5.15,-8.36,0.58,0.41,0.03,x
1658433737199,-0.01,0.04,-0.03,0.05,-5.14,-8.36,-0.6,0.57,-0.16,x
1658433737215,0.02,0.01,0.1,0.08,-5.17,-8.23,-0.96,0.1,-0.44,x
1658433737232,0.04,0.06,0.02,0.1,-5.12,-8.31,-0.85,-0.31,-0.1,x
1658433737249,0.04,0.08,0,0.11,-5.09,-8.33,0.07,0.06,-0.05,x
1658433737265,0.02,0.03,-0.04,0.09,-5.15,-8.37,0.8,-0.68,0.22,x
1658433737282,-0.01,-0.01,0.07,0.05,-5.19,-8.26,0.7,-0.74,-0.05,x
1658433737298,0.01,-0.02,0.08,0.06,-5.2,-8.25,-0.02,0.03,0.1,x
1658433737315,0.06,0.05,0.04,0.12,-5.13,-8.29,0.18,0.62,0.23,x
1658433737332,-0.01,0.03,0.03,0.05,-5.15,-8.3,0.3,0.67,0.18,x
1658433737349,0.02,0.05,0.06,0.08,-5.13,-8.27,0.82,0.34,0.09,x
1658433737365,0,0.03,0,0.06,-5.15,-8.33,0.27,-0.57,0.11,x
1658433737382,0.03,0.06,0.05,0.09,-5.13,-8.28,0.19,-0.76,-0.15,x
1658433737399,0.01,0.01,0.03,0.07,-5.18,-8.3,-0.54,-0.07,-0.11,x
1658433737415,0.02,0.06,0.11,0.08,-5.12,-8.21,0.04,-0.5,0.21,x
1658433737432,0.05,0.03,-0.02,0.1,-5.15,-8.35,0.35,0.01,0.44,x
1658433737449,0.02,0.05,-0.01,0.07,-5.13,-8.33,0.62,-0.22,0.19,x
1658433737465,0,-0.01,0,0.06,-5.2,-8.32,0.22,0.01,-0.3,x
1658433737482,-0.02,0,0.04,0.04,-5.18,-8.28,-1.11,0.93,-0.62,x
1658433737499,0.01,0.04,0.05,0.07,-5.15,-8.28,-0.77,0.69,-0.25,x
1658433737515,0.1,0.07,-0.01,0.17,-5.11,-8.33,-0.03,0.27,0,x
1658433737532,-0.01,0.02,0.04,0.05,-5.16,-8.29,-0.2,0.56,-0.22,x
1658433737548,-0.02,0.05,0.08,0.05,-5.13,-8.24,-0.12,0.38,0,x
1658433737565,0.02,0.03,0,0.09,-5.15,-8.32,0.57,0.45,0.02,x
1658433737582,-0.01,0.03,0.04,0.06,-5.15,-8.28,0.51,0.56,0.19,x
1658433737598,0.03,-0.01,0.04,0.1,-5.19,-8.29,0.96,1.14,0.23,x
1658433737615,0,0.01,0.02,0.07,-5.18,-8.3,-0.27,0.48,0.13,x
