time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1652786041653.1,208.19,105.03,71.32,x
1652786041669.6,208.57,105.07,70.22,x
1652786041686.3,207.64,105.23,70.48,x
1652786041703.2,204.05,105.65,73.88,x
1652786041720.2,197.34,106.6,80.75,x
1652786041736.4,189.12,108.32,89.44,x
1652786041753,4.01,70.19,-85.02,x
1652786041769.7,358.65,68.11,-78.93,x
1652786041786.7,353.9,65.59,-73.18,x
1652786041803.7,351.89,64.24,-70.57,x
1652786041820.7,350.05,62.8,-68.04,x
1652786041836.9,348.72,61.6,-66.1,x
1652786041853.3,347.46,60.3,-64.12,x
1652786041869.8,346.28,58.89,-62.1,x
1652786041886.6,344.76,56.7,-59.23,x
1652786041903.7,343.61,54.62,-56.64,x
1652786041924.7,342.69,52.46,-54.15,x
1652786041937.7,341.97,50.25,-51.73,x
1652786041953.9,341.52,48.4,-49.77,x
1652786041970.5,341.25,46.63,-47.86,x
1652786041986.7,341.07,43.96,-44.98,x
1652786042003,341.21,41.13,-41.8,x
1652786042019.7,341.96,37.93,-37.6,x
1652786042036.2,343.19,34.77,-33.05,x
1652786042056.2,345.66,30.79,-26.26,x
1652786042070.2,349.61,27.01,-17.56,x
1652786042086.7,356.78,24.21,-3.85,x
1652786042103.9,3.8,24.91,9.11,x
1652786042120.2,9.48,27.94,20.29,x
1652786042136.6,12.7,31.48,27.65,x
1652786042152.9,14.85,35.15,33.7,x
1652786042169.8,15.77,37.47,37.05,x
1652786042186.7,16.34,40.54,40.58,x
1652786042203,16.48,42.65,42.81,x
1652786042219.7,16.45,44.62,44.81,x
1652786042236.6,16.24,47.11,47.38,x
1652786042253,15.58,50.33,50.63,x
1652786042269.7,14.5,53.58,54.14,x
1652786042286.7,12.45,57.46,58.58,x
1652786042303.6,9.85,60.86,63.06,x
1652786042320.4,6.72,63.83,67.79,x
1652786042337.1,3.37,66.19,72.16,x
1652786042353.2,359.96,68.06,76.25,x
1652786042372.1,357.55,69.15,79.05,x
1652786042386.6,351.73,71.24,85.61,x
1652786042403,167.13,107.51,-89.64,x
1652786042420,156.78,105.56,-78.85,x
1652786042436.3,143.23,104.17,-65.29,x
1652786042452.9,131.6,103.7,-53.75,x
1652786042469.6,116.15,103.9,-38.79,x
1652786042486.5,102.29,104.82,-26.1,x
1652786042502.8,89.79,106.54,-14.83,x
1652786042519.9,82.38,107.99,-8.72,x
1652786042536.4,74.36,110.27,-2.17,x
1652786042552.8,69.95,111.68,0.86,x
1652786042570.3,63.75,114.03,4.66,x
1652786042586.9,58.14,115.56,6.29,x
1652786042603.7,53.55,116.92,7.34,x
1652786042619.8,47.83,117.74,7.34,x
1652786042636.2,42.32,118.23,6.92,x
1652786042653.4,35.86,117.61,5.48,x
1652786042670,28.02,116.81,3.97,x
1652786042686.7,20.99,115.3,2.5,x
1652786042703,14.66,114.55,1.74,x
1652786042720.3,11.24,113.81,1.33,x
1652786042736.8,7.8,113.08,1.02,x
1652786042753.1,5.75,112.34,0.84,x
1652786042769.8,4.3,112.34,0.81,x
1652786042786.7,2.92,111.61,0.73,x
1652786042802.6,1.46,111.61,0.73,x
1652786042819.8,0.01,110.89,0.72,x
1652786042836.3,358.52,110.16,0.76,x
1652786042852.9,357.77,110.16,0.78,x
1652786042869.7,356.16,108.71,0.96,x
1652786042886.4,355.37,108.71,1.02,x
1652786042902.9,354.4,107.27,1.28,x
1652786042919.6,353.31,105.83,1.67,x
1652786042936.3,352.28,105.11,1.99,x
1652786042953.3,351.87,103.68,2.42,x
1652786042969.4,350.36,102.25,3.23,x
1652786042986.6,350.01,101.54,3.58,x
1652786043002.8,349.62,100.82,3.98,x
1652786043019.7,349.17,100.11,4.44,x
1652786043036.4,348.66,99.4,4.96,x
1652786047002.4,357.66,99.42,2.46,x
1652786047018.1,7.52,99.46,-0.28,x
1652786047034.9,17.42,99.53,-3.04,x
1652786047051.5,27.51,99.62,-5.87,x
1652786047069.3,35.85,99.71,-8.23,x
1652786047085,42.36,99.8,-10.08,x
1652786047101.2,46.85,99.87,-11.37,x
1652786047118,53.9,99.99,-13.4,x
1652786047134.8,61.43,100.13,-15.59,x
1652786047151.5,72.35,100.38,-18.79,x
1652786047168,80.77,100.67,-21.01,x
1652786047185.2,89.15,101.05,-22.81,x
1652786047201.2,92.12,101.21,-23.32,x
1652786047218,93.45,101.29,-23.52,x
1652786047234.9,94.08,101.32,-23.6,x
1652786047251.8,94.69,101.36,-23.68,x
1652786047268.3,95.28,101.4,-23.76,x
1652786047285.3,95.85,101.43,-23.82,x
1652786047301.2,96.4,101.47,-23.89,x
1652786047531.9,95.28,101.4,-23.76,x
1652786047536,93.45,101.29,-23.52,x
1652786047552,87.5,100.97,-22.5,x
1652786047568.4,78.54,100.58,-20.46,x
1652786047585.2,65.43,100.21,-16.77,x
1652786047602.3,49.16,99.9,-12.03,x
1652786047619,26.48,99.61,-5.58,x
1652786047635.2,358.65,99.42,2.19,x
1652786047651.6,315.41,98.78,15.38,x
1652786047668.8,272.76,99.96,26.83,x
1652786047685.3,262.96,100.81,26.97,x
1652786047701.6,259.51,101.29,26.1,x
1652786047718.2,258.36,101.51,25.51,x
1652786047735,257.78,101.64,25.08,x
1652786047752,257.48,101.73,24.79,x
1652786047768.5,255.86,101.6,25.94,x
1652786047786.5,255.77,101.66,25.68,x
1652786047802.2,255.73,101.69,25.55,x
1652786047818.7,255.73,101.7,25.52,x
1652786047835.8,255.72,101.71,25.49,x
1652786047851.4,255.71,101.71,25.46,
