time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1658225938276.1,12.9,27.9,1.2,x
1658225938709.6,13,28,1.1,x
1658225938776.1,13,27.9,1,x
1658225938809.4,13,27.8,1,x
1658225938826.1,13,27.9,1.1,x
1658225938992.8,12.9,27.8,1,x
1658225939109.4,12.9,27.8,1.1,x
1658225939176,12.9,27.6,1.1,x
1658225939326,13,27.5,1.1,x
1658225939342.7,13.1,27.5,1.1,x
1658225939361.6,13.1,27.5,1,x
1658225939442.7,13.2,27.4,0.8,x
1658225939476,13.3,27.3,0.6,x
1658225939642.6,13.3,27.1,0.7,x
1658225939676,13.3,27,0.7,x
1658225939726.1,13.3,26.9,0.9,x
1658225939759.4,13.3,26.8,0.9,x
1658225939876.1,13.5,26.9,0.8,x
1658225939942.8,13.5,26.8,0.7,x
1658225940109.3,13.5,26.7,0.9,x
1658225940192.7,13.5,26.6,0.9,x
1658225940276.2,13.6,26.6,1,x
1658225940325.4,13.7,26.6,0.8,x
1658225940409.1,13.7,26.5,0.7,x
1658225940475.9,13.6,26.5,0.9,x
1658225940511.8,13.6,26.6,0.9,x
1658225940526.9,13.5,26.6,0.9,x
1658225940576,13.5,26.5,1,x
1658225940625.8,13.4,26.6,1,x
1658225940676,13.3,26.7,1,x
1658225940726,13.2,26.7,1.1,x
1658225940775.9,13.1,26.9,1.1,x
1658225940793.1,13.1,26.9,1.2,x
1658225940809.6,13,26.9,1.2,x
1658225940893,12.9,26.9,1.4,x
1658225940976.3,12.7,26.9,1.6,x
1658225941059.6,12.7,27.1,1.5,x
1658225941126.2,12.8,27.2,1.4,x
1658225941159.9,12.8,27.2,1.3,x
1658225941193,12.8,27.2,1.4,x
1658225941326,12.7,27.2,1.6,x
1658225941376.1,12.7,27.2,1.5,x
1658225941526.5,12.8,27.4,1.4,x
1658225941559.8,12.8,27.3,1.4,x
1658225941676.5,12.9,27.1,1.3,x
1658225941775.3,12.9,27.1,1.4,x
1658225941809.4,12.9,27.2,1.4,x
1658225941843,12.9,27.2,1.6,x
1658225941893,13,27.2,1.5,x
1658225941969.2,13.1,27.1,1.3,x
1658225942009.4,13.1,27,1.3,x
1658225942076.3,13.1,27,1.4,x
1658225942229.8,13.1,26.9,1.6,x
1658225942309.4,13.3,26.9,1.5,x
1658225942393,13.4,26.8,1.4,x
1658225942575.8,13.4,26.6,1.4,x
1658225942625.8,13.4,26.5,1.5,x
1658225942726.1,13.2,26.5,1.5,x
1658225942776.3,13.1,26.5,1.6,x
1658225942803,13.1,26.5,1.7,x
1658225942843,13,26.5,1.8,x
1658225942876.1,13,26.4,1.9,x
1658225942926.2,13,26.3,1.9,x
1658225942981.9,13,26.4,1.9,x
1658225942992.9,13,26.3,1.9,x
1658225943076,13,26.3,1.8,x
1658225943194.2,13.1,26.3,1.7,x
1658225943509.3,13.3,26.2,1.7,x
1658225943526.1,13.3,26.2,1.6,x
1658225943559.7,13.3,26.2,1.5,x
1658225943676,13.2,26.4,1.6,x
1658225943759.3,13,26.5,1.7,x
1658225943842.6,12.9,26.6,1.7,x
1658225943926.1,12.8,26.7,1.8,x
1658225943942.8,12.8,26.7,1.9,x
1658225944009.2,12.7,26.6,2,x
1658225944042.6,12.7,26.7,2,x
1658225944159.2,12.7,26.9,1.8,x
1658225944459.1,12.8,27.1,1.7,x
1658225944476,12.8,27.1,1.6,x
1658225944559.7,12.8,27.1,1.7,x
1658225944576.4,12.7,27.2,1.7,x
1658225944659.2,12.8,27.2,1.6,x
1658225944709.5,12.8,27.1,1.6,x
1658225944726.1,12.9,27.1,1.5,x
1658225944775.9,12.8,27.1,1.6,x
1658225944826.4,12.8,27.1,1.5,x
1658225944926.1,12.9,27,1.5,x
1658225944976.1,12.8,27.1,1.6,x
1658225945009.6,12.8,27.2,1.6,x
1658225945052.4,12.9,27.1,1.6,x
1658225945109.3,13,27,1.5,x
1658225945142.7,13.1,26.9,1.5,x
1658225945176.4,13.1,26.8,1.4,x
1658225945259.1,13.1,26.9,1.4,x
1658225945359.5,13.1,26.8,1.5,x
1658225945376,13,26.8,1.5,x
1658225945409.3,13.1,26.8,1.5,x
1658225945426.1,13,26.8,1.5,x
1658225945705.9,13,26.6,1.5,x
1658225945809.3,13,26.7,1.5,x
1658225945876,13.1,26.7,1.4,x
1658225945892.9,13.1,26.6,1.4,x
1658225945937.3,13.1,26.5,1.4,x
1658225945960.4,13.1,26.5,1.3,x
1658225945992.9,13.1,26.6,1.3,x
1658225946048.2,13.2,26.5,1.3,x
1658225946176,13.2,26.6,1.3,x
1658225946426,13.1,26.7,1.2,x
1658225946459.5,13.1,26.6,1.3,x
1658225946509.5,13,26.6,1.3,x
1658225946526.1,13,26.6,1.4,x
1658225946559.5,13,26.7,1.4,x
1658225946743.9,13,26.7,1.3,x
1658225947059.5,13,26.6,1.3,x
1658225947127.9,12.9,26.7,1.4,x
1658225947176.1,12.8,26.7,1.6,x
1658225947209.4,12.8,26.7,1.7,x
1658225947259.2,12.8,26.6,1.7,x
1658225947276,12.8,26.7,1.6,x
1658225947359.5,12.8,26.6,1.6,x
1658225947376,12.8,26.6,1.5,x
1658225947426,12.8,26.5,1.5,x
1658225947525.9,12.8,26.6,1.5,x
1658225947625.8,12.8,26.6,1.6,x
1658225947708.9,12.9,26.6,1.5,x
1658225947810,13.1,26.6,1.3,x
1658225947842.4,13.1,26.5,1.2,x
1658225947933.6,13.2,26.4,1.1,x
1658225947992.2,13.1,26.4,1.2,x
1658225948075.5,13,26.4,1.3,x
1658225948142.3,13,26.4,1.4,x
1658225948209.2,13,26.5,1.3,x
1658225948242.4,13.1,26.5,1.3,x
1658225948425.9,13.1,26.6,1.2,x
1658225948492.4,13.1,26.5,1.3,x
1658225948575.7,13.2,26.4,1.1,x
1658225948626.4,13.2,26.4,1,x
1658225948725.8,13.2,26.4,1.1,x
1658225948809.3,13.1,26.4,1.2,x
1658225948876.1,13.2,26.4,1.1,x
1658225948892.3,13.2,26.4,1.2,x
1658225948925.8,13.2,26.3,1.2,x
1658225948942.3,13.2,26.4,1.2,x
1658225948959,13.2,26.4,1.1,x
1658225948992.3,13.2,26.3,1.1,x
1658225949125.7,13.3,26.2,1,x
1658225949142.3,13.3,26.2,1.1,x
1658225949225.8,13.2,26.4,1.1,x
1658225949242.4,13.3,26.3,1.1,x
1658225949492.4,13.2,26.4,1.1,x
1658225949609,13.2,26.4,1.2,x
1658225949659,13.2,26.4,1.1,x
1658225949692.3,13.3,26.4,1,x
1658225949725.8,13.3,26.3,0.9,x
1658225949808.9,13.1,26.3,1,x
1658225949825.6,13.1,26.3,1.1,x
1658225949875.7,13.1,26.3,1.2,x
1658225949892.4,13,26.4,1.2,x
1658225949959.5,13,26.3,1.3,x
1658225949992.2,13,26.4,1.2,x
1658225950042.3,12.9,26.3,1.2,x
1658225950075.7,12.9,26.4,1.2,x
1658225950175.7,12.9,26.3,1.3,x
1658225950192.3,12.9,26.4,1.3,x
1658225950278.4,12.9,26.4,1.4,x
1658225950358.9,12.9,26.4,1.3,x
1658225950375.8,12.9,26.3,1.4,x
1658225950392.3,12.9,26.4,1.4,x
1658225950425.7,12.9,26.4,1.3,x
1658225950442.3,12.9,26.4,1.4,
1658225950516.2,12.9,26.5,1.3,
1658225950659.4,12.9,26.5,1.4,
1658225950694.1,12.9,26.5,1.3,
1658225951026,12.9,26.3,1.2,
1658225951042.5,12.9,26.4,1.2,
1658225951309.8,13,26.5,1.1,
1658225951325.6,13.1,26.5,1.1,
1658225951392.4,13.1,26.5,1,
1658225951642,13.1,26.4,1.1,
1658225951792.1,13.1,26.4,1,
1658225951842,13,26.4,1,
1658225951877.9,13.1,26.4,1.1,
1658225951925.6,13.1,26.4,1,
1658225951992.9,13.2,26.3,1,
1658225952042.1,13.2,26.3,1.1,
1658225952092,13.2,26.3,1,
1658225952158.7,13.2,26.4,1,
1658225952375.4,13.3,26.3,0.9,
1658225952475.5,13.2,26.3,1.1,
1658225952525.7,13.1,26.4,1.2,
1658225952609.2,13.1,26.3,1.2,
1658225952625.6,13.1,26.4,1.2,
1658225952692.4,13.2,26.3,1.1,
1658225952792,13.1,26.3,1.2,
1658225952825.5,13,26.2,1.3,
1658225952842,13,26.2,1.4,
1658225952944,13,26.2,1.3,
1658225952959,13.1,26.2,1.3,
1658225953025.8,13.1,26.2,1.1,
1658225953159.8,13.1,26.2,1.2,
1658225953192.4,13,26.2,1.2,
1658225953258.9,13,26.2,1.4,
1658225953293.9,13,26.1,1.4,
1658225953329.6,13,26.1,1.3,
1658225953392.4,12.9,26.1,1.4,
1658225953564.8,12.8,26.1,1.6,
1658225953676,12.8,26.1,1.5,
1658225953926.2,12.8,26.2,1.4,
1658225953959.3,12.8,26.2,1.3,
1658225953993.5,12.7,26.2,1.4,
1658225954275.6,12.7,26.2,1.3,
1658225954499,12.8,26.1,1.3,
1658225954692.4,12.9,26.2,1.2,
1658225954708.9,13,26.2,1.1,
1658225954725.7,13,26.1,1.1,
1658225954809.2,13,26,1.1,
1658225954858.8,13,26.1,1.1,
1658225954875.7,13,26,1.1,
1658225954893.4,13,26,1.2,
1658225954911.1,13,26.1,1.2,
1658225954925.8,13,26.1,1.1,
1658225955009.3,13,26.1,1.2,
1658225955043,13,26.1,1.1,
1658225955125.6,13,26.1,1,
1658225955159.1,13,26.1,1.1,
1658225955193.6,13,26.1,1.2,
1658225955209.1,13,26.2,1.2,
1658225955243.4,13,26.1,1.2,
1658225955359,13,26.1,1.1,
1658225955420.4,13,26,1.1,
1658225955475.4,13,26,1.2,
1658225955525.7,13,26.1,1.3,
1658225955608.7,13,26,1.3,
1658225955658.6,13.1,26,1.2,
1658225955709.5,13.1,26,1.1,
1658225955743.4,13.1,26,1.2,
1658225955775.7,13.1,26.1,1.2,
1658225955792.3,13,26.1,1.2,
1658225955825.8,13.1,26.1,1.2,
1658225955942,13.1,26.2,1.1,
1658225956042,13.1,26.2,1.2,
1658225956142.7,13.1,26.3,1.1,
1658225956192.3,13.1,26.4,1.1,
1658225956376.8,13,26.4,1.1,
1658225956392.2,13,26.4,1.2,
1658225956409.3,13.1,26.4,1.2,
1658225956425.6,13,26.4,1.2,
1658225956575.5,13,26.3,1.3,
1658225956642.3,13,26.4,1.3,
1658225956725.9,13,26.5,1.4,
1658225956775.5,13,26.4,1.3,
1658225956844,13.1,26.4,1.1,
1658225956913.2,13,26.4,1.1,
1658225956975.9,13,26.4,1,
1658225957025.8,13,26.4,1.1,
1658225957042.4,12.9,26.3,1.1,
1658225957075.9,12.9,26.1,1.1,
1658225957092.2,12.9,26,1,
1658225957143.1,12.9,26,1.1,
1658225957159.5,12.9,26,1.2,
1658225957176.3,12.9,26,1.1,
1658225957192.1,12.7,26,1.1,
1658225957209,12.2,25.9,1.2,
1658225957225.7,11.9,25.9,1.3,
1658225957242.5,11.3,26.2,1.7,
1658225957258.7,11.1,26.2,1.8,
1658225957275.8,10.7,26.3,2,
1658225957319.6,10.2,26.3,2.2,
1658225957393.6,10.2,26.3,2.1,
1658225957425.4,10.3,26.4,2.1,
1658225957458.6,10.4,26.5,2,
1658225957492.2,10.4,26.6,2,
1658225957508.5,10.4,26.7,2.1,
1658225957525.1,10.3,26.7,2.3,
1658225957541.7,10.3,26.6,2.2,
1658225957558.4,10.3,26.5,2.1,
