time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1658226076493.2,12.5,5.9,-0.1,x
1658226076509.4,12.5,5.9,-0.2,x
1658226076626.1,12.5,5.7,-0.2,x
1658226076793,12.4,5.4,-0.2,x
1658226076810.6,12.4,5.3,-0.1,x
1658226076909.4,12.4,5.4,0,x
1658226076959.2,12.5,5.5,-0.1,x
1658226076992.3,12.5,5.3,-0.1,x
1658226077009.5,12.5,5.3,-0.2,x
1658226077075.6,12.5,5.3,-0.1,x
1658226077092.4,12.5,5.3,-0.2,x
1658226077159.4,12.6,5.3,-0.2,x
1658226077175.7,12.6,5.3,-0.1,x
1658226077209.1,12.6,5.3,-0.2,x
1658226077292.2,12.7,5.2,-0.2,x
1658226077313.5,12.7,5.2,-0.1,x
1658226077359.3,12.7,5.1,-0.2,x
1658226077393.3,12.7,5.1,-0.1,x
1658226077476.1,12.8,5.3,-0.1,x
1658226077742.8,12.8,5.3,-0.2,x
1658226077775.7,12.8,5.4,-0.1,x
1658226077825.5,12.8,5.4,-0.2,x
1658226077875.5,12.7,5.4,-0.1,x
1658226078059,12.8,5.4,0,x
1658226078108.9,12.8,5.6,0,x
1658226078309.8,12.9,5.6,-0.1,x
1658226078434.1,12.9,5.7,0,x
1658226078442.9,12.9,5.7,0.1,x
1658226078494,12.9,5.5,0.1,x
1658226078609.2,12.9,5.6,-0.1,x
1658226078675.6,12.9,5.7,-0.2,x
1658226078709.2,12.9,5.7,-0.1,x
1658226078758.9,12.9,5.6,0,x
1658226078775.8,12.9,5.5,0.1,x
1658226078925.8,12.9,5.5,0,x
1658226078959.1,12.9,5.4,0.1,x
1658226078975.7,12.9,5.4,0,x
1658226079026.4,12.9,5.4,0.1,x
1658226079192.2,13,5.4,0,x
1658226079242.5,13,5.4,-0.1,x
1658226079425.7,12.9,5.4,0,x
1658226079459.3,12.9,5.5,0.1,x
1658226079494,12.9,5.5,0.2,x
1658226079692.8,12.8,5.5,0.3,x
1658226079826,12.6,5.5,0.3,x
1658226079925.6,12.5,5.5,0.3,x
1658226080025.7,12.4,5.5,0.5,x
1658226080111.3,12.4,5.6,0.4,x
1658226080242.1,12.5,5.8,0.4,x
1658226080292.1,12.5,5.7,0.3,x
1658226080325.8,12.5,5.7,0.2,x
1658226080475.6,12.5,5.7,0.1,x
1658226080659.2,12.5,5.8,0.1,x
1658226080709.2,12.5,5.7,0,x
1658226080809.9,12.4,5.7,0.1,x
1658226080859.7,12.5,5.7,0.2,x
1658226080875.9,12.5,5.7,0.1,x
1658226080959.6,12.5,5.5,0.1,x
1658226080975.6,12.4,5.6,0,x
1658226080993.2,12.4,5.6,0.1,x
1658226081075.5,12.4,5.5,0.1,x
1658226081192.4,12.5,5.5,0.2,x
1658226081292.2,12.6,5.4,0.2,x
1658226081325.8,12.6,5.4,0.1,x
1658226081375.8,12.6,5.4,0,x
1658226081425.8,12.7,5.4,0.1,x
1658226081608.9,12.7,5.4,0,x
1658226081709.2,12.7,5.3,0.1,x
1658226081893.6,12.6,5.2,0.1,x
1658226081943.2,12.6,5.3,0.1,x
1658226082028.2,12.7,5.3,0,x
1658226082109,12.7,5.3,-0.1,x
1658226082125.6,12.7,5.2,-0.1,x
1658226082275.6,12.7,5.3,-0.2,x
1658226082393.6,12.7,5.2,-0.2,x
1658226082409.8,12.7,5.3,-0.2,x
1658226082509.1,12.7,5.2,-0.2,x
1658226082592.2,12.7,5.3,-0.2,x
1658226082859.1,12.6,5.4,-0.1,x
1658226082909.1,12.6,5.3,-0.2,x
1658226082949.1,12.6,5.3,-0.1,x
1658226083025.3,12.6,5.3,-0.2,x
1658226083142.5,12.5,5.3,-0.2,x
1658226083192.2,12.5,5.3,-0.1,x
1658226083325.6,12.5,5.4,0,x
1658226083342.7,12.6,5.5,0,x
1658226083542.1,12.7,5.4,-0.1,x
1658226083609.1,12.7,5.4,0,x
1658226083725.4,12.7,5.5,-0.1,x
1658226083792.2,12.7,5.5,-0.2,x
1658226083897.9,12.7,5.4,-0.1,x
1658226084059,12.7,5.4,-0.2,x
1658226084075.6,12.7,5.4,-0.1,x
1658226084109,12.7,5.4,-0.2,x
1658226084575.7,12.7,5.4,-0.3,x
1658226084642.3,12.6,5.4,-0.2,x
1658226084891.8,12.5,5.4,-0.2,x
1658226084909.4,12.6,5.4,-0.2,x
1658226084959.2,12.6,5.5,-0.3,x
1658226085125.5,12.6,5.6,-0.3,x
1658226085358.7,12.6,5.6,-0.2,x
1658226085541.9,12.7,5.7,-0.3,x
1658226085659,12.7,5.7,-0.2,x
1658226085742.1,12.6,5.6,-0.1,x
1658226085775.6,12.6,5.7,0,x
1658226085815.3,12.6,5.8,0,x
1658226085841.6,12.6,5.7,0,x
1658226085875.4,12.6,5.7,-0.1,x
1658226085892.1,12.6,5.8,-0.1,x
1658226085959.2,12.6,5.8,-0.2,x
1658226086042.1,12.6,5.9,-0.1,x
1658226086092.1,12.6,6,0,x
1658226086142.2,12.6,6.1,0,x
1658226086158.7,12.7,6.1,-0.1,x
1658226086175.5,12.7,6,-0.1,x
1658226086192.1,12.7,6,-0.2,x
1658226086242.2,12.7,6,-0.3,x
1658226086392.1,12.7,6.1,-0.3,x
1658226086458.8,12.8,6.1,-0.2,x
1658226086591.9,12.8,6.3,-0.2,x
1658226086642.4,12.9,6.2,-0.2,x
1658226086675.4,12.8,6.2,-0.3,x
1658226086692.1,12.8,6.2,-0.2,x
1658226086747.9,12.9,6.3,-0.1,x
1658226086775.1,12.9,6.4,0,x
1658226086875.4,12.9,6.3,-0.1,x
1658226086958.9,12.9,6.3,-0.2,x
1658226087025.6,12.9,6.4,-0.1,x
1658226087092.3,12.9,6.3,0,x
1658226087158.9,12.8,6.2,0,x
1658226087192.3,12.8,6.1,0.1,x
1658226087225.6,12.8,6.1,0,x
1658226087242.2,12.8,6,0,x
1658226087375.1,12.7,5.9,0.1,x
1658226087458.4,12.7,5.8,0.2,x
1658226087475.2,12.7,5.7,0.2,x
1658226087508.4,12.7,5.8,0.2,x
1658226087546.3,12.7,5.7,0.1,x
1658226087576.3,12.6,5.6,0,x
1658226087625.3,12.6,5.8,0,x
1658226087659.4,12.6,5.8,-0.1,x
1658226087702.2,12.5,5.8,-0.1,x
1658226087732.2,12.5,5.7,-0.1,x
1658226087812.9,12.4,5.7,0,x
1658226087941.9,12.5,5.7,0.1,x
1658226087992.2,12.5,5.6,0,x
1658226088025.6,12.6,5.6,0,x
1658226088075.8,12.6,5.5,0,x
1658226088125.3,12.7,5.5,0.1,x
1658226088142,12.7,5.5,0,x
1658226088209.8,12.7,5.5,-0.1,x
1658226088258.5,12.7,5.6,-0.2,x
1658226088292.2,12.7,5.5,-0.2,x
1658226088325.4,12.7,5.5,-0.1,x
1658226088342,12.7,5.6,-0.2,x
1658226088403.5,12.7,5.6,-0.1,x
1658226088425.4,12.7,5.5,-0.1,x
1658226088442.7,12.7,5.6,-0.1,x
1658226088525.6,12.7,5.5,-0.1,x
1658226088608.8,12.7,5.6,-0.1,x
1658226088758.7,12.7,5.5,-0.1,x
1658226088775.6,12.7,5.5,-0.2,x
1658226088908.7,12.7,5.6,-0.2,x
1658226088925.4,12.7,5.6,-0.1,x
1658226088975.2,12.7,5.6,0,x
1658226089025.3,12.7,5.6,-0.1,x
1658226089060.1,12.7,5.6,-0.2,x
1658226089109.2,12.7,5.5,-0.2,x
1658226089142,12.7,5.6,-0.2,x
1658226089225.6,12.6,5.7,-0.1,x
1658226089258.4,12.6,5.7,0,x
1658226089315.9,12.7,5.6,-0.1,x
1658226089391.8,12.7,5.6,0,x
1658226089409.8,12.7,5.6,-0.1,x
1658226089475.6,12.6,5.7,0,x
1658226089491.9,12.7,5.7,-0.1,x
1658226089567.1,12.7,5.7,0,x
1658226089675.2,12.8,5.7,-0.1,x
1658226089741.9,12.8,5.8,-0.2,x
1658226089775.2,12.8,5.7,-0.2,x
1658226089909.6,12.8,5.8,-0.1,x
1658226089942,12.8,5.9,-0.2,x
1658226090025.5,12.8,5.9,-0.1,x
1658226090092,12.7,5.7,0,x
1658226090141.9,12.8,5.7,-0.1,x
1658226090175.2,12.8,5.8,-0.1,x
1658226090209.1,12.7,5.7,-0.1,x
1658226090258.5,12.8,5.7,-0.2,x
1658226090275.3,12.8,5.8,-0.2,x
1658226090325.5,12.7,5.7,-0.3,x
1658226090515.5,12.7,5.6,-0.2,x
1658226090534.1,12.6,5.6,-0.1,x
1658226090591.8,12.6,5.5,0,x
1658226090725.3,12.7,5.5,-0.1,x
1658226090841.9,12.7,5.5,0,x
1658226090858.7,12.7,5.6,0,x
1658226090875.5,12.7,5.5,0,x
1658226090959.6,12.8,5.5,0.1,x
1658226090991.9,12.8,5.6,0.1,x
1658226091058.4,12.8,5.6,0,x
1658226091092.3,12.8,5.6,-0.1,x
1658226091212.3,12.9,5.6,-0.2,x
1658226091274.9,12.8,5.5,-0.2,x
1658226091425.5,12.8,5.5,-0.1,x
1658226091442.3,12.8,5.6,-0.1,x
1658226091484.8,12.8,5.6,0,x
1658226091591.8,12.9,5.6,-0.1,x
1658226091625.3,12.9,5.6,-0.2,x
1658226091725.2,12.9,5.5,-0.2,x
1658226091775.4,12.9,5.5,-0.3,x
1658226091791.8,12.9,5.5,-0.2,x
1658226091974.9,12.8,5.5,-0.1,x
1658226092008.3,12.8,5.4,-0.2,x
1658226092109.3,12.8,5.5,-0.1,x
1658226092191.8,12.8,5.5,-0.2,x
1658226092225.1,12.8,5.5,-0.1,x
1658226092258.3,12.8,5.5,-0.2,x
1658226092325.4,12.7,5.4,-0.1,x
1658226092435.5,12.7,5.6,-0.1,x
1658226092591.7,12.8,5.6,-0.2,x
1658226092641.8,12.8,5.6,-0.1,x
1658226092725.1,12.8,5.7,-0.2,x
1658226092793.6,12.8,5.7,-0.3,x
1658226092825.2,12.8,5.8,-0.3,x
1658226092859,12.8,5.8,-0.2,x
1658226092909.1,12.8,5.7,-0.2,x
1658226092925.1,12.8,5.7,-0.1,x
1658226092975.2,12.8,5.8,-0.2,x
1658226093058.6,12.8,5.7,-0.2,x
1658226093425.7,12.8,5.5,-0.2,x
1658226093461,12.8,5.5,-0.3,x
1658226093491.8,12.8,5.5,-0.2,x
1658226093525.4,12.8,5.5,-0.3,x
1658226093808.7,12.7,5.4,-0.2,x
1658226093875.2,12.7,5.4,-0.3,x
1658226093975.2,12.7,5.3,-0.2,x
1658226094091.8,12.7,5.2,-0.2,x
1658226094175.3,12.8,5.2,-0.1,x
1658226094255,12.9,5.3,-0.1,x
1658226094309.2,13,5.4,-0.2,x
1658226094325.1,13,5.4,-0.3,x
1658226094375.2,13.1,5.3,-0.3,x
1658226094391.9,13.1,5.2,-0.3,x
1658226094475.4,13.1,5.3,-0.4,x
1658226094741.7,13.1,5.2,-0.3,x
1658226094792.1,13.1,5.3,-0.3,x
1658226094891.7,13.1,5.2,-0.3,x
1658226095026.5,13.1,5.1,-0.2,x
1658226095075.3,13.2,5.1,-0.3,x
1658226095243,13.2,5.2,-0.2,x
1658226095306.9,13.2,5.1,-0.3,x
1658226095575.1,13.1,5.1,-0.2,x
1658226095809.2,13.1,5.2,-0.1,x
1658226095958.7,13.1,5.2,-0.2,x
1658226096025.1,13.2,5.1,-0.3,x
1658226096075.3,13.2,5.2,-0.2,x
1658226096125.8,13.2,5.2,-0.3,x
1658226096341.7,13.1,5.1,-0.2,x
1658226096458.4,13.1,5.2,-0.3,x
1658226096558.8,13,5.1,-0.3,x
1658226096625.3,13.1,5.1,-0.3,x
1658226096641.6,13,5.2,-0.3,x
1658226096726.1,13,5.3,-0.3,x
1658226096754.9,13.1,5.3,-0.3,x
1658226096774.9,13,5.4,-0.3,x
1658226096791.9,13,5.4,-0.2,x
1658226096825.2,13.1,5.4,-0.1,x
1658226096874.9,13.1,5.2,-0.1,x
1658226096891.6,13.1,5.2,-0.2,x
1658226096908.3,13.2,5.2,-0.1,x
1658226097008.4,13.2,5.1,-0.2,x
1658226097108.2,13.2,5.2,-0.1,x
1658226097160.3,13.2,5.3,-0.2,x
1658226097174.9,13.2,5.3,-0.1,x
1658226097191.5,13.2,5.2,-0.2,x
1658226097225.3,13.1,5.1,-0.4,x
1658226097241.4,13.1,5,-0.4,x
1658226097291.6,13.1,4.9,-0.6,x
1658226097308.3,13,4.9,-0.6,x
1658226097358.3,12.9,4.8,-0.5,x
1658226097425.2,12.8,4.7,-0.3,x
1658226097641.8,13,4.7,-0.3,x
1658226097658.2,13,4.8,-0.3,x
1658226097725.2,13,4.7,-0.3,x
1658226097758.3,13.1,4.7,-0.3,x
1658226097825.2,13.1,4.8,-0.4,x
1658226097974.9,13,4.7,-0.3,x
1658226097991.4,13,4.8,-0.3,x
1658226098035,13.1,4.8,-0.3,x
1658226098091.7,13.1,4.7,-0.3,x
1658226098108.1,13.1,4.8,-0.3,x
1658226098241.8,13.1,4.9,-0.5,x
1658226098275.2,13.1,5,-0.6,x
1658226098325.1,13,5,-0.6,x
1658226098341.6,13,5.1,-0.6,x
1658226098358.5,12.9,5.1,-0.5,x
1658226098375.2,12.9,5,-0.3,x
1658226098391.8,12.9,4.9,-0.2,x
1658226098409.1,12.9,4.9,-0.1,x
1658226098441.8,12.8,5.1,-0.1,x
1658226098475.2,12.8,5.2,0,x
1658226098508.4,12.8,5.2,0.1,x
1658226098541.8,12.8,5.3,0.1,x
1658226098625.2,12.8,5.5,0.2,x
1658226098641.8,12.9,5.6,0.2,x
1658226098675.1,12.9,5.5,0.2,x
1658226098825.2,12.9,5.6,0.2,x
1658226098875.2,13,5.8,0.1,x
1658226098891.8,12.9,5.8,0,x
1658226098908.2,12.9,5.8,-0.1,x
1658226098941.5,12.9,5.8,-0.2,x
1658226098958.3,12.9,5.7,-0.2,x
1658226098991.5,12.8,5.8,-0.2,x
1658226099031.9,12.8,5.7,-0.1,x
1658226099058.2,12.7,5.7,0,x
1658226099091.5,12.6,5.7,0.1,x
1658226099124.9,12.5,5.7,0.2,x
1658226099141.5,12.5,5.7,0.3,x
1658226099175.1,12.5,5.5,0.3,x
1658226099225,12.6,5.5,0.3,x
1658226099359.3,12.7,5.5,0.2,x
1658226099441.7,12.8,5.4,0.1,x
1658226099475.1,12.8,5.5,0,x
1658226099574.9,12.9,5.4,-0.1,x
1658226099641.7,12.9,5.5,-0.2,x
1658226099675.2,12.9,5.4,-0.1,x
1658226099691.6,13,5.4,-0.2,x
1658226099875.1,12.9,5.4,-0.1,x
1658226100009.9,12.8,5.3,0,x
1658226100091.5,12.8,5.4,0.1,x
1658226100141.7,12.9,5.2,0.1,x
1658226100191.5,12.9,5.2,0.2,x
1658226100242,12.9,5.2,0.1,x
1658226100377.5,12.9,5.2,0,x
1658226100410.4,12.9,5.3,-0.1,x
1658226100441.8,12.9,5.2,0,x
1658226100508.3,12.9,5.3,0,x
1658226100545.2,12.8,5.2,0,x
1658226100608.2,12.8,5.3,0.1,x
1658226100641.7,12.8,5.3,0,x
1658226100675.1,12.8,5.4,0.1,x
1658226100807.9,12.9,5.3,0,x
1658226100875.1,12.9,5.3,-0.1,x
1658226100947,12.9,5.3,0,x
1658226100974.7,12.9,5.2,0,x
1658226100991.1,12.9,5.2,-0.1,x
1658226101008,12.9,5.3,-0.1,x
1658226101041.5,12.9,5.3,0,x
1658226101058,12.9,5.4,-0.1,x
1658226101091.5,12.9,5.4,0,x
1658226101308.2,12.9,5.3,-0.1,x
1658226101358.6,12.8,5.3,0,x
1658226101475.1,12.8,5.2,0,x
1658226101516.6,12.8,5.3,0,x
1658226101591.5,12.8,5.3,-0.1,x
1658226101641.4,12.8,5.3,-0.2,x
1658226101691.5,12.8,5.2,-0.2,x
1658226101775.1,12.8,5.2,-0.1,x
1658226101808.2,12.8,5.3,-0.1,x
1658226101825,12.8,5.2,-0.1,x
1658226101901.1,12.8,5.3,-0.1,x
1658226101941.3,12.8,5.2,-0.1,x
1658226102291.6,12.8,5,-0.1,x
1658226102325,12.8,5.1,-0.1,x
1658226102341.5,12.8,5,-0.1,x
1658226102391.7,12.8,5,0,x
1658226102491.3,12.8,5.1,0.1,x
1658226102525,12.8,5.1,0,x
1658226102558.3,12.8,5,0,x
1658226102591.4,12.8,5.1,0,x
1658226102625,12.8,5.1,-0.1,x
1658226102708.1,12.8,5.1,-0.2,x
1658226102891.3,12.7,5.1,-0.1,x
1658226102925.4,12.7,5,-0.1,x
1658226102959.4,12.7,5.1,0,x
1658226103075,12.7,5.1,-0.1,x
1658226103291.4,12.7,5.1,0,x
1658226103308,12.7,5,0,x
1658226103341.4,12.7,5.1,0,x
1658226103358,12.7,5.1,0.1,x
1658226103541.7,12.7,5.1,0,x
1658226103580,12.7,5,0,x
1658226103608,12.7,5,-0.1,x
1658226103624.7,12.7,5.1,-0.1,x
1658226103725.6,12.6,5.3,0,x
1658226103826,12.6,5.2,0,x
1658226103841.2,12.6,5.2,0.1,x
1658226103858.6,12.6,5.2,0.2,x
1658226103908.3,12.6,5.2,0.3,x
1658226103958.2,12.7,5.3,0.3,x
1658226104025.2,12.8,5.3,0.2,x
1658226104058.8,12.8,5.3,0.1,x
1658226104074.9,12.8,5.2,0.1,x
1658226104091.4,12.8,5.2,0,x
1658226104125.1,12.8,5.2,-0.1,x
1658226104163.3,12.8,5.1,-0.2,x
1658226104224.5,12.7,5.2,-0.1,x
1658226104337.3,12.6,5.2,0,x
1658226104375,12.6,5.2,0.1,x
1658226104425.1,12.6,5.2,0.2,x
1658226104458,12.6,5.1,0.3,x
1658226104492.1,12.6,5,0.3,x
1658226104591.3,12.7,5,0.2,x
1658226104608.9,12.7,5.1,0.2,x
1658226104675.9,12.8,5.1,0.1,x
1658226104752,12.8,5.1,0,x
1658226104774.4,12.8,5,0,x
1658226104791.1,12.8,5,-0.1,x
1658226104824.5,12.8,5,-0.2,x
1658226104975,12.6,5,-0.2,x
1658226105141.4,12.6,5,-0.1,x
1658226105191.3,12.6,5,0,x
1658226105291.3,12.7,5,0.1,x
1658226105574.7,12.8,5,0,x
1658226105591.8,12.8,5.1,0,x
1658226105641.3,12.7,5,0,x
1658226105724.5,12.7,4.9,0.1,x
1658226105774.6,12.7,5.1,0.1,x
1658226105925.1,12.7,5.1,0.2,x
1658226105958,12.7,5.1,0.1,x
1658226106008,12.7,5.1,0.2,x
1658226106041.3,12.7,5.3,0.1,x
1658226106058,12.7,5.3,0.2,x
1658226106108,12.7,5.3,0.1,x
1658226106141.5,12.7,5.5,0.1,x
1658226106191.3,12.6,5.5,0,x
1658226106242.3,12.6,5.6,0,x
1658226106274.8,12.6,5.6,-0.1,x
1658226106391.3,12.5,5.6,-0.1,x
1658226106413.1,12.5,5.5,-0.1,x
1658226106441.5,12.5,5.5,-0.2,x
1658226106491.3,12.5,5.3,-0.2,x
1658226106557.9,12.4,5.4,-0.1,x
1658226106574.5,12.4,5.4,0,x
1658226106614.2,12.4,5.5,0.1,x
1658226106641,12.4,5.5,0,x
1658226106774.7,12.5,5.5,-0.1,x
1658226106874.6,12.5,5.6,-0.1,x
1658226106958.3,12.6,5.5,-0.1,x
1658226107025.4,12.6,5.5,-0.2,x
1658226107108,12.6,5.6,-0.2,x
1658226107225,12.5,5.5,-0.2,x
1658226107258,12.5,5.5,-0.1,x
1658226107325.4,12.5,5.6,-0.1,x
1658226107341.2,12.6,5.6,-0.2,x
1658226107408.1,12.5,5.6,-0.3,x
1658226107425.1,12.5,5.6,-0.2,x
1658226107491.3,12.5,5.7,-0.3,x
1658226107591,12.4,5.7,-0.2,x
1658226107607.8,12.4,5.7,-0.1,x
1658226107674.6,12.4,5.7,-0.2,x
1658226107710.6,12.5,5.8,-0.2,x
1658226107825.3,12.6,5.8,-0.2,x
1658226107857.9,12.6,5.9,-0.3,x
1658226107941.3,12.6,5.9,-0.5,x
1658226107974.6,12.6,6,-0.6,x
1658226108091.2,12.5,6,-0.5,x
1658226108174.8,12.5,6,-0.3,x
1658226108241.2,12.3,6,-0.2,x
1658226108308.2,12.3,6.1,-0.1,x
1658226108359.1,12.2,6.2,0,x
1658226108391,12.2,6.3,0.1,x
1658226108574.7,12.3,6.4,0,x
1658226108707.5,12.4,6.2,-0.1,x
1658226108857.7,12.3,6.2,0,x
1658226108874.3,12.3,6.2,0.1,x
1658226108908.5,12.3,6.3,0.2,x
1658226108957.5,12.3,6.4,0.3,x
1658226109025.1,12.4,6.5,0.2,x
1658226109058.4,12.4,6.5,0.1,x
1658226109075,12.4,6.6,0.1,x
1658226109091.2,12.5,6.6,0,x
1658226109107.8,12.5,6.5,0,x
1658226109125.6,12.5,6.5,-0.1,x
1658226109141.6,12.5,6.6,-0.2,x
1658226109191.2,12.5,6.4,-0.2,x
1658226109257.6,12.4,6.2,-0.2,x
1658226109324.7,12.4,6,-0.3,x
1658226109341.3,12.4,6.1,-0.3,x
1658226109426.5,12.4,6.2,-0.2,x
1658226109440.9,12.4,6.2,-0.3,x
1658226109458.2,12.4,6.3,-0.3,x
1658226109491.3,12.4,6.3,-0.2,x
1658226109507.9,12.4,6.3,-0.3,x
1658226109525.3,12.4,6.2,-0.2,x
1658226109541,12.4,6.2,-0.1,x
1658226109559.3,12.4,6.3,0,x
1658226109577.3,12.4,6.3,-0.1,x
1658226109607.7,12.3,6.6,-0.2,x
1658226109641,12.4,6.8,-0.2,x
1658226109691.1,12.5,7,-0.2,x
1658226109707.8,12.5,7.1,-0.2,x
1658226109725.8,12.5,7.2,-0.1,x
1658226109807.8,12.5,7.2,-0.2,x
1658226109825.3,12.4,7.2,-0.1,x
1658226109841.6,12.4,7.2,-0.2,x
1658226109891.1,12.2,7,-0.2,x
1658226109925,12.1,7,-0.3,x
1658226109941.4,12,6.9,-0.4,x
1658226109991.2,11.8,6.8,-0.5,x
1658226110024.5,11.7,6.7,-0.3,x
1658226110041.1,11.6,6.6,-0.2,x
1658226110058.6,11.6,6.5,-0.1,x
1658226110074.4,11.5,6.5,-0.1,x
1658226110091.5,11.5,6.5,0,x
1658226110107.7,11.5,6.5,0.1,x
1658226110174.2,11.3,6.4,0.3,x
1658226110369.8,11.5,6.7,0.3,x
1658226110374.9,11.5,6.8,0.4,x
1658226110407.6,11.6,6.8,0.4,x
1658226110475.5,11.7,6.8,0.2,x
1658226110491.2,11.7,6.8,0.1,x
1658226110508,11.7,6.8,0,x
1658226110524.8,11.7,6.8,-0.1,x
1658226110541.3,11.6,6.9,-0.2,x
1658226110624.4,11.6,6.9,-0.1,x
1658226110674.5,11.6,6.9,0,x
1658226110707.8,11.6,7,0.1,x
1658226110724.8,11.6,7,0.2,x
1658226110741.1,11.7,7.1,0.2,x
