time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1658226022012.4,0.1,0,0.2,-0.4,5.5,8.3,-2,-4.7,0.1,x
1658226022029.1,0.1,0.1,0,-0.4,5.5,8.1,-0.5,-4.3,-0.1,x
1658226022045.7,0.1,0.1,0,-0.4,5.6,8.1,0.2,-2.7,-1.4,x
1658226022062.3,-0.1,0.1,0.1,-0.5,5.6,8.2,-0.4,-1.5,-1.1,x
1658226022079,0,0,0.1,-0.5,5.5,8.2,-0.1,-1.6,-0.4,x
1658226022095.7,0.1,0,0,-0.4,5.5,8.1,0.1,-0.8,1,x
1658226022112.4,0.1,-0.1,-0.1,-0.4,5.4,8,-1.8,-1,1,x
1658226022129,0,-0.1,0,-0.4,5.4,8.1,-3,-1.8,0.8,x
1658226022146.2,0,-0.1,0.1,-0.4,5.3,8.2,-4.1,-4.1,1.1,x
1658226022163,0.1,-0.1,0.1,-0.4,5.3,8.3,-3.6,-4.6,1,x
1658226022179.7,0,-0.1,0.2,-0.4,5.3,8.3,-1.8,-3.4,0.3,x
1658226022196.3,0,0,0.1,-0.4,5.4,8.3,-0.3,-1,-0.4,x
1658226022213.3,0,0.1,0.1,-0.4,5.4,8.3,0.1,0.5,-1.2,x
1658226022229.9,-0.1,0,0,-0.4,5.4,8.2,-0.4,0.4,-1.3,x
1658226022246.6,0,0.1,0.1,-0.4,5.5,8.3,-1.6,-0.5,-1.5,x
1658226022263,-0.1,0.1,0.1,-0.5,5.5,8.3,-1.4,-0.1,-2.2,x
1658226022279.9,-0.1,0.1,0.1,-0.5,5.5,8.3,-0.5,0.3,-1.8,x
1658226022296.4,0,0,0,-0.5,5.4,8.2,-0.4,-0.7,-0.8,x
1658226022313.4,0,0,0,-0.5,5.4,8.2,-0.3,-1,-0.6,x
1658226022329.7,0,0,0,-0.4,5.4,8.2,0,-1.7,-0.6,x
1658226022346.3,0,0.1,0,-0.4,5.5,8.2,1.6,-2.5,-0.8,x
1658226022363,0,0.1,0,-0.4,5.5,8.1,1.6,-1.4,-0.4,x
