time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658433756141,4.88,25.58,-18.98,x
1658433756157,4.87,25.57,-18.97,x
1658433756174,4.86,25.58,-18.97,x
1658433756191,4.85,25.59,-18.96,x
1658433756207,4.85,25.59,-18.94,x
1658433756224,4.83,25.6,-18.92,x
1658433756241,4.82,25.59,-18.91,x
1658433756257,4.81,25.59,-18.89,x
1658433756274,4.82,25.58,-18.9,x
1658433756291,4.83,25.58,-18.9,x
1658433756307,4.84,25.58,-18.9,x
1658433756324,4.85,25.57,-18.89,x
1658433756341,4.86,25.56,-18.88,x
1658433756358,4.85,25.54,-18.89,x
1658433756374,4.85,25.53,-18.89,x
1658433756391,4.85,25.54,-18.88,x
1658433756408,4.85,25.55,-18.87,x
1658433756424,4.85,25.57,-18.87,x
1658433756441,4.83,25.57,-18.86,x
1658433756457,4.81,25.57,-18.84,x
1658433756474,4.81,25.57,-18.82,x
1658433756491,4.81,25.56,-18.81,x
1658433756508,4.81,25.54,-18.82,x
1658433756524,4.8,25.52,-18.84,x
1658433756541,4.8,25.52,-18.83,x
1658433756557,4.81,25.53,-18.81,x
1658433756574,4.81,25.54,-18.81,x
1658433756591,4.81,25.53,-18.81,x
1658433756608,4.82,25.54,-18.81,x
1658433756624,4.83,25.55,-18.79,x
1658433756641,4.83,25.55,-18.79,x
1658433756657,4.82,25.55,-18.79,x
1658433756674,4.81,25.54,-18.76,x
1658433756691,4.81,25.53,-18.75,x
1658433756708,4.8,25.52,-18.74,x
1658433756724,4.79,25.5,-18.7,x
1658433756741,4.78,25.49,-18.66,x
1658433756757,4.76,25.48,-18.64,x
1658433756774,4.75,25.47,-18.63,x
1658433756791,4.75,25.47,-18.62,x
1658433756808,4.75,25.47,-18.61,x
1658433756824,4.72,25.47,-18.58,x
1658433756841,4.7,25.46,-18.55,x
1658433756857,4.68,25.46,-18.53,x
1658433756874,4.67,25.46,-18.5,x
1658433756891,4.64,25.45,-18.45,x
1658433756907,4.63,25.44,-18.42,x
1658433756924,4.64,25.44,-18.46,x
1658433756941,4.67,25.45,-18.49,x
1658433756963,4.7,25.44,-18.51,x
1658433756974,4.76,25.42,-18.51,x
1658433756991,4.8,25.4,-18.53,x
1658433757007,4.85,25.38,-18.56,x
1658433757024,4.92,25.36,-18.58,x
1658433757041,4.97,25.35,-18.6,x
1658433757057,5.02,25.35,-18.61,x
1658433757074,5.08,25.35,-18.61,x
1658433757091,5.11,25.35,-18.61,x
1658433757107,5.13,25.34,-18.61,x
1658433757124,5.15,25.35,-18.6,x
1658433757141,5.15,25.35,-18.6,x
1658433757158,5.15,25.34,-18.59,x
1658433757173,5.15,25.33,-18.58,x
1658433757191,5.15,25.33,-18.59,x
1658433757207,5.16,25.32,-18.61,x
1658433757224,5.16,25.31,-18.63,x
1658433757241,5.15,25.31,-18.63,x
1658433757257,5.14,25.33,-18.63,x
1658433757274,5.14,25.35,-18.63,x
1658433757291,5.12,25.35,-18.63,x
1658433757307,5.1,25.35,-18.62,x
1658433757324,5.08,25.36,-18.63,x
1658433757341,5.06,25.38,-18.63,x
1658433757357,5.05,25.39,-18.64,x
1658433757374,5.04,25.41,-18.64,x
1658433757391,5.03,25.42,-18.63,x
1658433757408,5.02,25.42,-18.6,x
1658433757424,5.01,25.4,-18.58,x
1658433757440,5.02,25.39,-18.57,x
1658433757457,5.03,25.37,-18.58,x
1658433757474,5.06,25.35,-18.59,x
1658433757491,5.06,25.34,-18.57,x
1658433757508,5.07,25.33,-18.56,x
1658433757524,5.08,25.32,-18.55,x
1658433757541,5.08,25.32,-18.54,x
1658433757558,5.09,25.32,-18.54,x
1658433757574,5.09,25.32,-18.53,x
1658433757591,5.09,25.32,-18.53,x
1658433757607,5.09,25.32,-18.53,x
1658433757624,5.09,25.32,-18.51,x
1658433757641,5.08,25.33,-18.49,x
1658433757658,5.08,25.34,-18.48,x
1658433757674,5.08,25.33,-18.49,x
1658433757691,5.08,25.32,-18.48,x
1658433757708,5.08,25.31,-18.46,x
1658433757724,5.09,25.32,-18.45,x
1658433757741,5.1,25.32,-18.44,x
1658433757758,5.11,25.32,-18.43,x
1658433757774,5.11,25.31,-18.44,x
1658433757791,5.12,25.31,-18.44,x
1658433757808,5.12,25.31,-18.43,x
1658433757824,5.14,25.33,-18.42,x
1658433757841,5.15,25.34,-18.43,x
1658433757857,5.15,25.35,-18.44,x
1658433757878,5.15,25.36,-18.44,x
1658433757891,5.16,25.38,-18.43,x
1658433757908,5.16,25.4,-18.43,x
1658433757924,5.15,25.42,-18.43,x
1658433757941,5.14,25.42,-18.44,x
1658433757958,5.14,25.43,-18.45,x
1658433757974,5.14,25.43,-18.44,x
1658433757991,5.15,25.43,-18.43,x
1658433758007,5.15,25.41,-18.43,x
1658433758024,5.15,25.39,-18.42,x
1658433758041,5.15,25.37,-18.41,x
1658433758057,5.15,25.36,-18.4,x
1658433758074,5.14,25.35,-18.38,x
1658433758091,5.14,25.36,-18.36,x
1658433758107,5.14,25.37,-18.34,x
1658433758124,5.14,25.37,-18.33,x
1658433758141,5.14,25.36,-18.34,x
1658433758157,5.12,25.37,-18.35,x
1658433758174,5.12,25.4,-18.35,x
1658433758191,5.12,25.42,-18.35,x
1658433758207,5.13,25.42,-18.36,x
1658433758224,5.14,25.43,-18.37,x
1658433758241,5.14,25.43,-18.36,x
1658433758257,5.14,25.44,-18.35,x
1658433758274,5.15,25.44,-18.36,x
1658433758291,5.15,25.43,-18.38,x
1658433758307,5.16,25.41,-18.39,x
1658433758324,5.17,25.39,-18.38,x
1658433758341,5.17,25.38,-18.36,x
1658433758357,5.18,25.37,-18.33,x
1658433758374,5.17,25.35,-18.33,x
1658433758391,5.17,25.34,-18.33,x
1658433758407,5.17,25.34,-18.31,x
1658433758424,5.16,25.35,-18.3,x
1658433758441,5.15,25.37,-18.29,x
1658433758457,5.13,25.37,-18.26,x
1658433758474,5.12,25.35,-18.23,x
1658433758491,5.1,25.33,-18.2,x
1658433758507,5.12,25.33,-18.18,x
1658433758524,5.15,25.34,-18.19,x
1658433758541,5.16,25.34,-18.2,x
1658433758558,5.15,25.34,-18.2,x
1658433758574,5.14,25.34,-18.2,x
1658433758591,5.13,25.35,-18.19,x
1658433758607,5.1,25.38,-18.2,x
1658433758624,5.07,25.41,-18.19,x
1658433758641,5.04,25.44,-18.19,x
1658433758657,5.01,25.49,-18.19,x
1658433758674,4.98,25.52,-18.2,x
1658433758691,4.95,25.55,-18.19,x
1658433758707,4.91,25.56,-18.19,x
1658433758724,4.9,25.55,-18.2,x
1658433758741,4.89,25.52,-18.23,x
1658433758757,4.84,25.48,-18.23,x
1658433758774,4.79,25.46,-18.2,x
1658433758791,4.74,25.47,-18.16,x
1658433758814,4.65,25.44,-18.1,x
1658433758824,4.57,25.42,-18.04,x
1658433758840,4.52,25.4,-17.99,x
1658433758857,4.5,25.42,-17.94,x
1658433758874,4.48,25.41,-17.92,x
1658433758891,4.44,25.4,-17.9,x
1658433758907,4.4,25.37,-17.85,x
1658433758924,4.36,25.34,-17.8,x
1658433758941,4.32,25.3,-17.74,x
1658433758957,4.31,25.26,-17.66,x
1658433758974,4.32,25.25,-17.64,x
1658433758991,4.32,25.22,-17.62,x
1658433759007,4.3,25.17,-17.52,x
1658433759024,4.26,25.09,-17.4,x
1658433759041,4.19,24.98,-17.25,x
1658433759057,4.11,24.82,-17.03,x
1658433759074,4.06,24.7,-16.85,x
1658433759091,4.02,24.59,-16.67,x
1658433759107,3.93,24.43,-16.37,x
1658433759124,3.8,24.26,-16.04,x
1658433759141,3.62,24.03,-15.54,x
1658433759157,3.4,23.68,-14.43,x
1658433759174,3.31,23.47,-13.45,x
1658433759191,3.27,23.35,-12.45,x
1658433759208,3.14,23.28,-10.91,x
1658433759224,2.89,23.2,-9.42,x
1658433759241,2.55,23.1,-7.52,x
1658433759258,2.05,22.86,-4.37,x
1658433759274,1.73,22.66,-1.83,x
1658433759291,1.56,22.52,0.41,x
1658433759307,1.46,22.47,2.72,x
1658433759324,1.41,22.48,3.94,x
1658433759341,1.28,22.45,4.81,x
1658433759357,0.8,22.3,5.82,x
1658433759374,0.26,22.14,6.43,x
1658433759391,359.69,21.93,6.83,x
1658433759408,358.99,21.57,7.05,x
1658433759424,358.51,21.28,7.09,x
1658433759441,358.07,21.02,7.17,x
1658433759457,357.48,20.73,7.38,x
1658433759474,357.07,20.57,7.55,x
1658433759491,356.71,20.45,7.64,x
1658433759507,356.25,20.31,7.7,x
1658433759524,355.86,20.21,7.76,x
1658433759541,355.43,20.1,7.86,x
1658433759557,354.79,19.92,7.99,x
1658433759574,354.3,19.8,8.04,x
1658433759591,353.85,19.71,8.02,x
1658433759607,353.34,19.68,7.92,x
1658433759624,352.96,19.7,7.87,x
1658433759641,352.52,19.73,7.85,x
1658433759658,351.71,19.72,7.88,x
1658433759674,350.88,19.64,7.9,x
1658433759691,349.76,19.46,7.94,x
1658433759707,347.64,19.04,8.12,x
1658433759724,345.62,18.71,8.37,x
1658433759747,343.46,18.47,8.6,x
1658433759757,340.65,18.3,8.89,x
1658433759774,338.69,18.21,9.14,x
1658433759791,336.78,18.02,9.47,x
1658433759807,334.17,17.52,10.04,x
1658433759824,332.16,16.97,10.43,x
1658433759841,330.21,16.33,10.66,x
1658433759857,327.82,15.5,10.66,x
1658433759874,326.24,14.93,10.62,x
1658433759891,324.82,14.45,10.61,x
1658433759908,323.04,13.79,10.77,x
1658433759924,321.74,13.27,11.06,x
1658433759941,320.49,12.74,11.42,x
1658433759957,318.92,12.1,11.89,x
1658433759974,317.84,11.64,12.15,x
1658433759991,316.86,11.21,12.35,x
1658433760008,315.79,10.79,12.56,x
1658433760024,315.17,10.56,12.67,x
1658433760041,314.67,10.34,12.73,x
1658433760057,314.09,10.03,12.81,x
1658433760074,313.7,9.8,12.87,x
1658433760091,313.3,9.57,12.94,x
1658433760107,312.75,9.28,13.14,x
1658433760124,312.29,9.03,13.44,x
1658433760140,311.81,8.81,13.85,x
1658433760157,311.23,8.59,14.42,x
1658433760174,310.87,8.44,14.77,x
1658433760191,310.58,8.3,15.03,x
1658433760207,310.22,8.12,15.37,x
1658433760224,309.96,8.03,15.66,x
1658433760240,309.71,7.96,15.92,x
1658433760257,309.39,7.87,16.22,x
1658433760274,309.15,7.82,16.48,x
1658433760291,308.94,7.78,16.82,x
1658433760307,308.69,7.73,17.33,x
1658433760324,308.57,7.68,17.72,x
1658433760341,308.52,7.65,18.1,x
1658433760357,308.56,7.61,18.58,x
1658433760374,308.64,7.57,18.92,x
1658433760391,308.75,7.55,19.23,x
1658433760408,308.93,7.54,19.6,x
1658433760424,309.07,7.54,19.81,x
1658433760441,309.21,7.53,19.95,x
1658433760458,309.36,7.54,20.07,x
1658433760474,309.46,7.58,20.13,x
1658433760491,309.56,7.64,20.19,x
1658433760507,309.75,7.76,20.24,x
1658433760524,309.98,7.86,20.21,x
1658433760541,310.29,7.98,20.11,x
1658433760557,310.81,8.17,19.87,x
1658433760574,311.27,8.37,19.62,x
1658433760591,311.8,8.61,19.27,x
1658433760608,312.64,9,18.64,x
1658433760624,313.4,9.38,18.03,x
1658433760641,314.27,9.82,17.3,
1658433760662,315.62,10.48,16.13,
1658433760674,316.77,10.95,15.16,
1658433760691,318,11.36,14.17,
1658433760708,319.75,11.8,12.9,
1658433760724,321.13,12.07,12.02,
1658433760741,322.99,12.35,11.04,
1658433760757,324.47,12.54,10.42,
1658433760774,326.17,13.01,9.69,
1658433760791,327.94,13.74,9.12,
1658433760807,330.24,14.93,8.37,
1658433760824,331.85,15.87,7.86,
1658433760841,333.85,17.05,7.16,
1658433760858,335.24,17.84,6.49,
1658433760874,336.49,18.51,5.66,
1658433760891,337.9,19.14,4.38,
1658433760907,338.73,19.4,3.36,
1658433760924,339.38,19.51,2.38,
1658433760940,339.86,19.53,1.47,
1658433760957,340.43,19.57,0.31,
1658433760974,340.8,19.7,-0.6,
1658433760991,341.09,20.02,-1.89,
1658433761007,341.24,20.31,-2.76,
1658433761024,341.46,20.64,-3.6,
1658433761041,341.8,21.18,-4.76,
1658433761058,342.04,21.63,-5.65,
1658433761074,342.29,22.07,-6.52,
1658433761090,342.57,22.45,-7.34,
1658433761108,343.06,22.9,-8.36,
1658433761124,343.51,23.29,-9.19,
1658433761141,344.32,23.79,-10.42,
1658433761158,344.99,24.07,-11.36,
1658433761174,345.63,24.3,-12.19,
1658433761191,346.48,24.65,-13.21,
1658433761207,347.14,24.97,-13.93,
1658433761224,347.87,25.31,-14.65,
1658433761241,349,25.69,-15.65,
1658433761257,349.79,25.82,-16.41,
1658433761274,350.49,25.86,-17.07,
1658433761291,351.17,25.91,-17.55,
1658433761308,352.08,26.08,-17.93,
1658433761324,352.73,26.22,-18.07,
1658433761341,353.58,26.36,-18.09,
1658433761357,354.24,26.39,-18.05,
1658433761374,354.94,26.35,-18.02,
1658433761391,355.95,26.19,-18.02,
1658433761408,356.72,26.05,-18.03,
1658433761424,357.45,25.93,-18.02,
1658433761441,358.33,25.83,-17.99,
1658433761458,358.95,25.78,-17.98,
1658433761474,359.55,25.73,-18,
1658433761491,0.35,25.59,-17.98,
1658433761508,0.98,25.44,-17.9,
1658433761524,1.66,25.28,-17.81,
1658433761541,2.57,25.05,-17.79,
1658433761557,3.19,24.88,-17.86,
1658433761574,3.73,24.7,-17.96,
1658433761596,4.37,24.46,-18.06,
1658433761608,4.86,24.3,-18.15,
1658433761624,5.36,24.17,-18.23,
1658433761641,6.01,24.03,-18.28,
1658433761657,6.43,23.97,-18.31,
1658433761674,6.78,23.95,-18.37,
1658433761691,7.17,23.94,-18.54,
1658433761708,7.39,23.94,-18.7,
1658433761724,7.53,23.93,-18.85,
1658433761741,7.55,23.84,-19.03,
1658433761757,7.47,23.73,-19.15,
1658433761774,7.42,23.66,-19.26,
1658433761791,7.46,23.65,-19.36,
1658433761807,7.54,23.71,-19.36,
1658433761824,7.62,23.8,-19.32,
1658433761841,7.72,23.94,-19.25,
1658433761857,7.81,24.06,-19.25,
1658433761874,7.93,24.22,-19.36,
1658433761891,8.12,24.44,-19.7,
1658433761908,8.27,24.53,-19.88,
1658433761924,8.44,24.55,-19.93,
1658433761946,8.68,24.27,-19.59,
1658433761957,8.76,24.12,-19.48,
1658433761974,8.85,23.91,-19.43,
1658433761991,8.91,23.66,-19.71,
1658433762008,8.95,23.42,-20.08,
1658433762024,9.02,23.07,-20.27,
1658433762041,9.13,22.45,-19.98,
