time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1655202438253.5,12.7,23.5,2,x
1655202438270.7,12.6,23.5,2.1,x
1655202438285.9,12.5,23.5,2.2,x
1655202438336.1,12.3,23.5,2.2,x
1655202438369.1,12.3,23.6,2.2,x
1655202438402.6,12.2,23.9,2.4,x
1655202438452.6,12.4,23.4,2.4,x
1655202438519.7,12.6,23.4,2.5,x
1655202438554.5,12.7,23.3,2.5,x
1655202438635.8,12.8,23.4,2.5,x
1655202438685.9,13,23.5,2.4,x
1655202438720.2,13.1,23.6,2.4,x
1655202438735.8,13.2,23.6,2.3,x
1655202438771.2,13.3,23.7,2.3,x
1655202438786.4,13.3,23.7,2.2,x
1655202438802.6,13.4,23.8,2.1,x
1655202438821.1,13.5,23.9,2,x
1655202438836,13.6,23.8,1.9,x
1655202438869.9,13.6,23.8,1.8,x
1655202438902.5,13.7,23.9,1.7,x
1655202438965.3,13.7,23.9,1.6,x
1655202439052.6,13.7,24,1.5,x
1655202439103.4,13.7,24.1,1.4,x
1655202439153,13.8,24.1,1.3,x
1655202439219.5,13.7,24,1.2,x
1655202439285.7,13.5,24,1.4,x
1655202439319.1,13.4,24,1.6,x
1655202439335.7,13.4,24,1.7,x
1655202439403,13.4,24.1,1.9,x
1655202439453.2,13.5,24.1,1.8,x
1655202439473.3,13.5,24.1,1.9,x
1655202439635.8,13.6,24.1,1.9,x
1655202439685.8,13.6,24.1,1.8,x
1655202439820.2,13.7,24.2,1.8,x
1655202439899.4,13.7,24,1.9,x
1655202439935.9,13.7,24,1.8,x
1655202439952.8,13.6,24.1,1.8,x
1655202439969.8,13.6,24.2,1.8,x
1655202439986.1,13.6,24.4,1.8,x
1655202440035.8,13.6,24.6,1.6,x
1655202440070.1,13.6,24.7,1.6,x
1655202440119.1,13.6,24.8,1.5,x
1655202440135.9,13.6,24.9,1.5,x
1655202440202.8,13.6,24.8,1.5,x
1655202440252.7,13.7,24.8,1.3,x
1655202440319.5,13.5,24.8,1.2,x
1655202440336,13.4,24.9,1.2,x
1655202440469.2,12.9,25,2,x
1655202440485.8,12.8,25,2.1,x
1655202440502.6,12.8,25,2.2,x
1655202440536,12.7,25,2.4,x
1655202440586,12.7,24.8,2.6,x
1655202440635.8,12.8,24.8,2.5,x
1655202440652.4,12.9,24.9,2.5,x
1655202440735.7,12.9,25.1,2.4,x
1655202440770.6,12.9,25.2,2.4,x
1655202440841.7,12.7,25.3,2.5,x
1655202440852.6,12.6,25.6,2.6,x
1655202440869.4,12.6,25.7,2.7,x
1655202440903.7,12.6,25.7,2.6,x
1655202440919.2,12.6,25.6,2.6,x
1655202440936,12.6,25.5,2.6,x
1655202440953.8,12.6,25.4,2.7,x
1655202440985.7,12.7,25.3,2.7,x
1655202441053.1,12.7,25.4,2.7,x
1655202441098.1,12.7,25.4,2.6,x
1655202441103.2,12.7,25.5,2.7,x
1655202441135.7,12.6,25.6,2.7,x
1655202441185.8,12.7,25.5,2.6,x
1655202441219.2,12.8,25.6,2.5,x
1655202441235.9,12.7,25.6,2.6,x
1655202441252.7,12.8,25.6,2.5,x
1655202441285.9,12.8,25.5,2.5,x
1655202441369.3,12.9,25.4,2.3,x
1655202441419.5,12.9,25.4,2.2,x
1655202441452.7,12.8,25.4,2.3,x
1655202441486.1,12.7,25.3,2.4,x
1655202441535.6,12.5,25.1,2.6,x
1655202441554.1,12.5,25,2.6,x
1655202441635.8,12.5,24.8,2.6,x
1655202441686.2,12.6,24.8,2.6,x
1655202441702.7,12.6,24.9,2.6,x
1655202441769.7,12.7,24.9,2.8,x
1655202441793.8,12.8,24.9,2.9,x
1655202441804.1,12.8,24.8,2.8,x
1655202441835.9,12.9,24.6,2.7,x
1655202441885.7,13,24.7,2.7,x
1655202441920.2,13,24.6,2.6,x
1655202441935.9,13.1,24.5,2.5,x
1655202441985.9,13,24.5,2.4,x
1655202442102.4,13,24.4,2.3,x
1655202442135.9,13,24.3,2.3,x
1655202442152.3,13,24.4,2.3,x
1655202442169.9,12.9,24.4,2.4,x
1655202442319.1,13.2,24.3,2.1,x
1655202442335.8,13.2,24.3,2,x
1655202442402.6,13.3,24.1,1.9,x
1655202442419.2,13.3,24,1.9,x
1655202442535.6,13.2,23.9,1.8,x
1655202442741.7,13,23.9,1.8,x
1655202442769.3,12.9,24,1.9,x
1655202442835.8,12.8,24,2.1,x
1655202442852.3,12.9,24.1,2.1,x
1655202442935.7,13,24.1,2,x
1655202442969.9,13.1,24,1.9,x
1655202442985.9,13.1,23.9,1.8,x
1655202443035.7,13.2,23.8,1.7,x
1655202443060.9,13.2,23.8,1.6,x
1655202443086.8,13.2,23.7,1.5,x
1655202443119.1,13.1,23.8,1.6,x
1655202443152.7,13.1,23.9,1.6,x
1655202443169.2,13.1,23.9,1.7,x
1655202443238.2,13.1,24.1,1.7,x
1655202443263.9,13.2,24.2,1.7,x
1655202443285.8,13.3,24.1,1.5,x
1655202443303.4,13.5,24.1,1.2,x
1655202443319.1,13.7,24,1,x
1655202443385.8,13.6,24,1.1,x
1655202443402.5,13.6,24,1.2,x
1655202443468.9,13.5,24,1.2,x
1655202443502.4,13.6,24.1,1.3,x
1655202443519.6,13.6,24.2,1.3,x
1655202443571.7,13.6,24.4,1.3,x
1655202443602.4,13.6,24.5,1.4,x
1655202443632.8,13.8,24.5,1.4,x
1655202443669,13.9,24.4,1.3,x
1655202443702.4,13.9,24.4,1.4,x
1655202443753.5,14,24.4,1.3,x
1655202443786.4,14,24.6,1.3,x
1655202443803.1,14.1,24.5,1.3,x
1655202443869.8,14.1,24.5,1.4,x
1655202443885.6,14.1,24.6,1.4,x
1655202443953.7,14.2,24.5,1.3,x
1655202443985.7,14.2,24.6,1.3,x
1655202444035.7,14.2,24.7,1.4,x
1655202444135.6,14,24.7,1.7,x
1655202444169.2,13.9,24.7,1.9,x
1655202444285.7,14.1,24.8,1.8,x
1655202444302.3,14,25,1.9,x
1655202444321.3,14,25.1,2,x
1655202444335.9,13.9,25.2,2.1,x
1655202444370.6,13.9,25.1,2.1,x
1655202444385.9,14,25.1,2,x
1655202444402.6,14,25.2,2,x
1655202444419.9,13.9,25.3,2.1,x
1655202444471.3,14.1,25.3,2.1,x
1655202444485.7,14.1,25.2,2,x
1655202444502.3,14.2,25.1,2,x
1655202444535.9,14.2,25.2,2,x
1655202444586.7,14.3,25,2,x
1655202444635.7,14.3,25.1,1.9,x
1655202444671.4,14.4,25,1.9,x
1655202444686.1,14.4,25,1.8,x
1655202444719.9,14.3,25,1.9,x
1655202444753.2,14.4,25,1.8,x
1655202444785.9,14.4,25,1.9,x
1655202444919.1,14.6,24.9,1.8,x
1655202444952.7,14.7,24.9,1.6,x
1655202444969.4,14.7,24.8,1.6,x
1655202444986.2,14.7,24.8,1.5,x
1655202445035.6,14.7,24.6,1.5,x
1655202445054.1,14.6,24.6,1.6,x
1655202445069.1,14.6,24.7,1.6,x
1655202445135.6,14.7,24.6,1.6,x
1655202445152.8,14.7,24.6,1.5,x
1655202445185.8,14.8,24.6,1.6,x
1655202445302.4,14.9,24.4,1.4,x
1655202445335.6,14.8,24.3,1.4,x
1655202445387.5,14.8,24.1,1.4,x
1655202445402.3,14.8,24.2,1.4,x
1655202445452.3,14.8,24.4,1.4,x
1655202445469,14.8,24.3,1.4,x
1655202445485.8,14.9,24.3,1.3,x
1655202445557.4,14.8,24.5,1.4,x
1655202445585.6,14.8,24.6,1.4,x
1655202445607.5,14.8,24.7,1.4,x
1655202445635.6,14.8,24.6,1.3,x
1655202445652.5,14.9,24.5,1.3,x
1655202445735.7,14.9,24.6,1.3,x
1655202445753.2,14.9,24.5,1.3,x
1655202445785.7,15,24.3,1.4,x
1655202445835.6,15,24.4,1.4,x
1655202445885.7,15.1,24.4,1.3,x
1655202445919.1,15.2,24.4,1.1,x
1655202445969.1,15.2,24.3,1.1,x
1655202446019,15.1,24.4,1.2,x
1655202446086,15.1,24.2,1.3,x
1655202446103,15.2,24.1,1.2,x
1655202446118.8,15.3,24.2,1.2,x
1655202446219.9,15.2,24.3,1.1,x
1655202446253.7,15.1,24.4,1.1,x
1655202446335.6,14.9,24.4,1.2,x
1655202446368.8,14.9,24.5,1.1,x
1655202446404.2,15,24.4,1,x
1655202446453.3,15,24.2,0.9,x
1655202446498.2,15,24,0.9,x
1655202446525,14.9,24.1,1,x
1655202446535.7,14.9,24.1,1.1,x
1655202446552.3,14.9,24,1.1,x
1655202446585.5,14.9,23.8,1.1,x
1655202446652.1,14.8,23.8,1.2,x
1655202446685.6,14.7,23.7,1.1,x
1655202446702.8,14.7,23.6,1.2,x
1655202446752.3,14.6,23.7,1.5,x
1655202446773.8,14.5,23.7,1.6,x
1655202446803.1,14.4,23.7,1.7,x
1655202446903.1,14.5,23.8,1.9,x
1655202446921.1,14.5,23.9,1.9,x
1655202446952.6,14.4,23.9,2.1,x
1655202446985.8,14.4,23.9,2.3,x
1655202447002.2,14.4,24,2.4,x
1655202447052.2,14.4,24.1,2.5,x
1655202447135.8,14.6,24,2.5,x
1655202447156.1,14.6,23.9,2.6,x
1655202447186.1,14.6,23.9,2.5,x
1655202447202.5,14.6,24,2.6,x
1655202447218.8,14.6,24.1,2.6,x
1655202447252.4,14.7,24,2.6,x
1655202447270.7,14.7,24,2.5,x
1655202447285.6,14.8,24.1,2.5,x
1655202447302.5,14.8,24.3,2.5,x
1655202447335.7,14.9,24.4,2.5,x
1655202447369.6,15.1,24.4,2.3,x
1655202447385.6,15.2,24.4,2.1,x
1655202447452.3,15.4,24.4,2,x
1655202447469,15.4,24.3,2,x
1655202447536.2,15.4,24.3,2.1,x
1655202447602.4,15.4,24.2,2,x
1655202447685.5,15.5,24,1.9,x
1655202447702.2,15.6,24,1.9,x
1655202447719.6,15.5,23.9,1.9,x
1655202447785.6,15.6,23.8,1.8,x
1655202447818.9,15.7,23.6,1.7,x
1655202447852.1,15.7,23.7,1.8,x
1655202447885.5,15.6,23.8,1.9,x
1655202447935.8,15.7,23.6,1.8,x
1655202448019.3,15.7,23.6,1.6,x
1655202448035.7,15.6,23.8,1.5,x
1655202448052.1,15.5,24,1.6,x
1655202448085.9,15.6,23.9,1.5,x
1655202448102.5,15.6,23.8,1.4,x
1655202448285.5,15.5,23.7,1.6,x
1655202448320,15.5,23.6,1.6,x
1655202448335.7,15.5,23.5,1.5,x
1655202448423.4,15.5,23.6,1.5,x
1655202448485.4,15.5,23.7,1.4,x
1655202448502.3,15.6,23.8,1.5,x
1655202448535.6,15.7,23.6,1.5,x
1655202448553.2,15.7,23.5,1.5,x
1655202448569.4,15.7,23.5,1.6,x
1655202448585.5,15.7,23.5,1.7,x
1655202448619,15.7,23.4,1.6,x
1655202448635.4,15.8,23.4,1.5,x
1655202448685.5,15.8,23.5,1.6,x
1655202448702.2,15.8,23.4,1.5,x
1655202448719.4,15.8,23.3,1.5,x
1655202448752.1,15.9,23.6,1.4,x
1655202448771.3,15.9,23.8,1.4,x
1655202448785.7,15.9,24.1,1.4,x
1655202448818.9,16,24.1,1.3,x
1655202448835.9,16.1,24,1.2,x
1655202448902.4,16,24,1.3,x
1655202448935.6,15.9,24.1,1.3,x
1655202448968.8,15.8,24,1.3,x
1655202449085.7,16,23.9,1.2,x
1655202449102.4,16.1,23.8,1.2,x
1655202449152,16,23.9,1.3,x
1655202449235.6,15.9,24.1,1.3,x
1655202449269,15.8,24.2,1.3,x
1655202449366.6,15.5,24.3,1.4,x
1655202449419,15.3,24.2,1.5,x
1655202449435.4,15.3,24.3,1.6,x
1655202449452.3,15.2,24.5,1.6,x
1655202449469.6,15.3,24.5,1.7,x
1655202449502.2,15.4,24.3,1.6,x
1655202449535.6,15.4,24.1,1.6,x
1655202449552.2,15.4,24.1,1.7,x
1655202449585.6,15.3,24.2,1.8,x
1655202449602.3,15.2,24.2,1.9,x
1655202449718.9,15.2,24.1,2,x
1655202449735.7,15.1,24.2,1.9,x
1655202449752.8,15,24.4,1.9,x
1655202449771.3,14.9,24.6,2,x
1655202449785.7,14.9,24.7,2,x
1655202449802.3,14.9,24.7,2.1,x
1655202449818.9,14.9,24.6,2,x
1655202449835.6,15,24.5,1.9,x
1655202449869.6,15,24.6,1.9,x
1655202449902.9,15.1,24.6,1.9,x
1655202449954.7,15.1,24.7,1.9,x
1655202449969.3,15,24.7,2,x
1655202449985.6,15,24.8,2.1,x
1655202450003.2,15,24.6,2.1,x
1655202450018.8,15.1,24.6,2.1,x
1655202450035.7,15.1,24.5,2.1,x
1655202450069.2,15,24.4,2.1,x
1655202450103.3,15,24.3,2.1,x
1655202450235.5,15.1,24.5,2,x
1655202450308.3,15.3,24.4,2,x
1655202450318.9,15.3,24.3,2,x
1655202450352.2,15.3,24.4,2,x
1655202450368.8,15.3,24.4,2.1,x
1655202450402.2,15.3,24.2,2.1,x
1655202450469.1,15.1,24.3,2.1,x
1655202450485.3,15.2,24.3,2,x
1655202450519,15.3,24.2,1.8,x
1655202450552.3,15.3,24.1,1.8,x
1655202450586.1,15.3,24,1.9,x
1655202450611.3,15.4,24.1,1.9,x
1655202450652.3,15.3,24.2,2,x
1655202450685.9,15.3,24.4,2,x
1655202450735.5,15.4,24.3,1.9,x
1655202450752.3,15.5,24.3,1.8,x
1655202450770.2,15.6,24.2,1.7,x
1655202450802,15.5,24.3,1.7,x
1655202450819.2,15.5,24.3,1.6,x
1655202450885.6,15.4,24.4,1.6,x
1655202450935.4,15.6,24.4,1.6,x
1655202450969.6,15.7,24.6,1.6,x
1655202450985.4,15.8,24.6,1.5,x
1655202451002.1,15.9,24.5,1.5,x
1655202451144.3,16,24.5,1.3,x
1655202451185.9,16,24.5,1.4,x
1655202451202,15.9,24.6,1.4,x
1655202451248.6,15.9,24.5,1.6,x
1655202451286.5,15.7,24.5,1.6,x
1655202451302.1,15.7,24.6,1.6,x
1655202451318.6,15.7,24.7,1.7,x
1655202451335.6,15.7,24.7,1.6,x
1655202451352.2,15.8,24.6,1.5,x
1655202451402.3,16,24.6,1.4,x
1655202451435.4,15.8,24.6,1.4,x
1655202451485.7,15.6,24.6,1.4,x
1655202451521.1,15.5,24.6,1.4,x
1655202451535.6,15.5,24.7,1.4,x
1655202451585.3,15.4,24.5,1.4,x
1655202451686.2,15.6,24.4,1.3,x
1655202451735.6,15.7,24.5,1.4,x
1655202451752.4,15.7,24.6,1.4,x
1655202451785.6,15.7,24.6,1.3,x
1655202451868.9,15.7,24.7,1.2,x
1655202451885.7,15.6,24.6,1.2,x
1655202451918.9,15.5,24.6,1.2,x
1655202451952.4,15.4,24.6,1.4,x
1655202452068.9,15.5,24.1,1.4,x
1655202452102.9,15.5,24.2,1.5,x
1655202452148.8,15.6,24.3,1.5,x
1655202452180.9,15.5,24.5,1.5,x
1655202452235.5,15.5,24.5,1.6,x
1655202452254.4,15.6,24.5,1.4,x
1655202452269.6,15.6,24.4,1.3,x
1655202452285.3,15.5,24.4,1.3,x
1655202452303,15.4,24.3,1.3,x
1655202452352.2,15.3,24.2,1.4,x
1655202452385.4,15.1,24.1,1.4,x
1655202452402,15,24.1,1.5,x
1655202452435.4,14.9,24.1,1.6,x
1655202452461.6,14.9,24.1,1.7,x
1655202452485.3,14.8,24.2,1.8,x
1655202452502.2,14.8,24.2,1.9,x
1655202452569.4,14.9,24.1,2,x
1655202452585.3,14.9,24.2,1.9,x
1655202452618.7,15,24.3,1.8,x
1655202452635.2,15,24.4,1.8,x
1655202452653.1,15,24.3,1.9,x
1655202452669.3,15,24.2,1.8,x
1655202452685.5,15.1,23.9,1.8,x
1655202452702.7,15.1,23.8,1.7,x
1655202452770.5,15,23.8,1.8,x
1655202452802.2,15.1,23.7,1.6,x
1655202452835.4,15,23.8,1.6,x
1655202452852.2,15,23.8,1.7,x
1655202452885.5,15,23.8,1.6,x
1655202452919.2,15,23.8,1.7,x
1655202453001.9,14.9,23.6,1.8,x
1655202453035.4,14.9,23.7,2,x
1655202453052,14.8,23.8,2.1,x
1655202453123.5,14.8,23.9,2.2,x
1655202453269.7,14.8,24,2.3,x
1655202453302.5,14.8,24,2.2,x
1655202453385.5,14.9,24,2.1,x
1655202453452,14.8,23.9,2,x
1655202453469.8,14.8,23.8,2,x
1655202453501.9,14.7,23.7,1.8,x
1655202453535.3,14.6,23.6,1.5,x
1655202453552.1,14.6,23.5,1.3,x
1655202453585.1,14.8,23.4,1.1,x
1655202453601.9,14.9,23.5,1,x
1655202453635.5,14.9,23.6,1,x
1655202453669.6,14.9,23.7,1,x
1655202453685.3,14.9,23.8,1.1,x
1655202453718.6,15,23.9,1.1,x
1655202453752,15,24.2,1.1,x
1655202453770.8,15,24.4,1.1,x
1655202453802.4,15.1,24.5,1.1,x
1655202453841.6,15.1,24.5,1.2,x
1655202453853.8,15.1,24.6,1.2,x
1655202453902.5,15.2,24.4,1.4,x
1655202453919.7,15.2,24.3,1.4,x
1655202454079,15.1,24.1,1.3,x
1655202454091.6,15.1,24.2,1.3,x
1655202454118.7,15,24.3,1.3,x
1655202454138.2,14.9,24.4,1.3,x
1655202454235.4,14.8,24.3,1.3,x
1655202454285.2,14.6,24.2,1.3,x
1655202454301.9,14.6,24.1,1.2,x
1655202454318.8,14.6,24,1.1,x
1655202454335.1,14.6,23.9,0.9,x
1655202454352.2,14.5,23.8,0.7,x
1655202454385.5,14.5,23.9,0.5,x
1655202454402.2,14.5,24,0.6,x
1655202454418.6,14.6,24.1,0.6,x
1655202454435.2,14.7,24.2,0.6,x
1655202454502.1,14.8,24.4,0.7,x
1655202454552.2,14.9,24.3,0.7,x
1655202454635.5,14.7,24.4,0.9,x
1655202454686.9,14.5,24.4,0.9,x
1655202454719.3,14.3,24.5,0.9,x
1655202454770.7,14.2,24.3,0.9,x
1655202454804.1,14.2,24,0.6,x
1655202454819,14.2,24,0.4,x
1655202454835.4,14.2,23.8,0.3,x
1655202454852.2,14.1,23.8,0.2,x
1655202454902.5,14.2,23.6,0.2,x
1655202454920.3,14.2,23.6,0.3,x
1655202455005.3,14,23.6,0.5,x
1655202455035.5,14.1,23.6,0.2,x
1655202455135.2,14.3,23.4,-0.5,x
1655202455236.1,14.3,23.5,-0.3,x
1655202455252.3,14.2,23.7,-0.1,x
1655202455270.4,14.2,23.9,0,x
1655202455285.3,14.2,23.9,0.1,x
1655202455301.8,14.2,23.8,0.1,x
1655202455318.8,14.3,23.8,0.2,x
1655202455385.3,14.4,23.9,0.4,x
1655202455452.1,14.4,24.1,0.6,x
1655202455501.8,14.3,24.2,0.6,x
1655202455635.3,14.1,24.3,0.8,x
1655202455669.6,14.1,24.2,1,x
1655202455685.7,14,24.1,1.2,x
1655202455718.6,14,24.2,1.3,x
1655202455735.9,14,24.2,1.4,x
1655202455752,14.1,24.3,1.5,x
1655202455769.6,14.1,24.4,1.6,x
1655202455818.6,14.2,24.5,1.7,x
1655202455852,14.4,24.5,1.7,x
1655202455885.2,14.6,24.5,1.7,x
1655202455975.8,15,24.5,1.4,x
1655202455985.2,15,24.6,1.4,x
1655202456002.1,15,24.5,1.4,x
1655202456052,15.1,24.5,1.5,x
1655202456070.6,15.1,24.6,1.5,x
1655202456085.4,15.1,24.6,1.6,x
1655202456102.1,15.2,24.7,1.8,x
1655202456120,15.2,24.8,1.9,x
1655202456135.3,15.2,25,2,x
1655202456152.1,15.2,25.1,1.9,x
1655202456185.9,15.2,25,1.7,x
1655202456270.1,15.1,24.9,1.6,x
1655202456285.7,15.1,24.8,1.6,x
1655202456318.5,15,24.8,1.6,x
1655202456402.2,14.9,24.7,1.7,x
1655202456468.8,14.7,24.6,2,x
1655202456518.5,14.6,24.6,2.1,x
1655202456535.1,14.6,24.7,2.2,x
1655202456551.7,14.6,24.7,2.3,x
1655202456569.4,14.6,24.7,2.4,x
1655202456601.8,14.6,24.8,2.6,x
