time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653397360781.6,174.9,122,-71.3
1653397360797.9,185.3,114.1,-78.3
1653397360828.8,30.9,73.3,80.3
1653397360847.8,47.2,73.6,65.3
1653397360864.6,52.1,72.7,60.3
1653397360881.5,58.5,69.9,51.9
1653397360898.8,63.4,66.4,42.5
1653397360915.3,65.7,64.4,36.9
1653397360931.2,69.7,59.6,24.9
1653397360947.8,71.8,53.2,12.9
1653397360966.3,71.5,44.9,1.8
1653397360981.2,70.7,40,-3.5
1653397360999.7,67.8,29.2,-14
1653397361014.5,65.9,23.4,-19.2
1653397361037.9,58.3,6,-34.3
1653397361064.2,55.6,0.6,-38.4
1653397361089.7,47,-13.3,-49.4
1653397361114.3,40.6,-19.9,-57.9
1653397361130.9,38.7,-21.2,-62.5
1653397361147.8,37.3,-23.4,-67
1653397361164.5,34.9,-26.8,-71.9
1653397361181.4,33.4,-28.7,-74.4
1653397361197.9,30,-31.6,-79.7
1653397361215.4,27.3,-32.1,-84.8
1653397361231.2,26.5,-31.5,-87
1653397361248.2,207.4,-150.3,89.6
1653397361264.5,208.7,-151.3,87.9
1653397361281.2,212.4,-153.3,84.2
1653397361297.7,217,-154.7,79.8
1653397361314.5,219.5,-155.1,77.5
1653397361331.1,224.4,-155.3,73.4
1653397361348.4,229.3,-155.7,69.9
1653397361364.5,231.4,-156.4,68
1653397361381.3,235,-158.5,64.3
1653397361397.8,238.5,-161.1,60.7
1653397361414.5,240.7,-162.2,59
1653397361431.5,245.6,-164.5,55.8
1653397361447.9,248.4,-165.7,54.4
1653397361464.6,254.4,-168.6,51.8
1653397361481.2,261.4,-172.3,49.7
1653397361507,272.8,-179,47.3
1653397361531.4,281.3,176.2,46.1
1653397361547.8,290.9,171.5,45.1
1653397361564.4,296,169.1,44.5
1653397361581.3,307.1,164.3,42.8
1653397361597.8,319,159.3,40.3
1653397361614.5,325.4,156.7,38.7
1653397361631.2,340.1,150.9,34.9
1653397361647.8,357.2,145.1,29.2
1653397361664.5,6.6,142.4,25.3
1653397361681.3,27.3,137.8,15.5
1653397361697.9,48.9,135,3.9
1653397361715.1,59.7,134.3,-2.3
1653397361731.1,79.2,133.9,-14.1
1653397361748.1,95.7,134.4,-24.7
1653397361765.7,103.2,134.9,-29.8
1653397361781.3,117.5,136.2,-40
1653397361797.9,130.1,138.7,-49.4
1653397361814.5,135.7,140.4,-53.3
1653397361831.1,144.6,144.5,-58.8
1653397361847.8,151.3,148.9,-61.9
1653397361864.5,154.1,150.9,-63
1653397361881.3,159.4,154,-65.6
1653397361897.8,164.7,156.2,-69
1653397361914.5,167.5,157,-71.1
1653397361937.4,176.1,159,-77.5
1653397361947.9,179.1,159.2,-79.7
1653397361964.6,182.2,159,-81.9
1653397361981.3,188.4,157.5,-86.3
1653397361997.7,13.5,24.7,88.5
1653397362036.1,22.9,31.4,72.1
1653397362052.8,25.9,33,67.7
1653397362064.3,29,34.4,63.5
1653397362081.4,35,36.4,55.6
1653397362097.7,40.1,37.5,47.8
1653397362116.6,44.4,38.1,40.8
1653397362131.2,46.4,38.4,37.8
1653397362148,49.8,38.6,32.4
1653397362164.5,51.4,38.6,30
1653397362181.2,54.1,38.3,25.7
1653397362197.8,55.6,38.5,23.1
1653397362214.5,55.9,38.7,22.3
1653397362231.1,56.8,38.6,20.9
1653397362248.6,58,38.1,19.7
1653397362264.5,58.6,37.6,19
1653397362281.2,59.8,36.8,17.8
1653397362297.7,60.4,36.7,17
1653397362314.5,60.6,36.9,16.6
1653397362331,61.2,37.1,15.7
1653397362347.8,62.4,36.9,14.7
1653397362365.7,63.6,36.6,13.7
1653397362381.3,64,36.7,13.2
1653397362397.8,64.9,37.4,12.1
1653397362414.4,66.6,38.1,10.7
1653397362431,67.7,38.5,9.9
1653397362447.7,69.7,39.3,8.5
1653397362464.3,70.6,39.6,7.9
1653397362481.1,71.8,40,7.2
1653397362497.7,71.4,40,7.2
1653397362514.7,69.7,39.6,7.9
1653397362530.9,68.8,39.3,8.5
1653397362547.6,67.4,38.5,9.4
1653397362564.2,66.6,37.5,10
1653397362581.1,66.2,36.8,10.4
1653397362597.7,64.8,35.4,11.3
1653397362614.3,63.3,34.1,12.4
1653397362630.9,62.6,33.6,12.8
1653397362651.8,61,32.9,13.6
1653397362664.3,59.3,32.2,14.7
1653397362681,58.6,31.6,15.2
1653397362697.6,57.4,29.6,16.1
1653397362714.3,56.2,26.4,17.1
1653397362731,55.6,24.5,17.7
1653397362747.5,54,20.2,18.6
1653397362764.3,52.2,15.9,18.9
1653397362781,51.4,13.9,18.7
1653397362797.5,50.2,10,17.8
1653397362814.2,49.5,6.6,16.7
1653397362830.9,49.4,5.1,16.2
1653397362847.6,49.5,2.4,15.2
1653397362864.3,49.8,-0.1,14.3
1653397362881,50,-1.2,13.8
1653397362897.6,50.7,-3.2,12.9
1653397362914.3,52,-5,12
1653397362930.9,52.8,-5.9,11.6
1653397362953.5,54.6,-7.6,11.2
1653397362964.3,56.8,-8.9,10.5
1653397362981,58,-9.4,9.9
1653397362997.6,60.3,-10,8.5
1653397363014.4,61.5,-10.2,7.6
1653397363030.9,64,-10.2,5.6
1653397363047.6,67,-9.6,3.8
1653397363064.4,68.8,-9.1,3.4
1653397363081,73.1,-8.2,3.1
1653397363097.6,77.7,-7.4,2.9
1653397363114.4,80,-7,2.7
1653397363131.4,84.2,-6.4,2
1653397363148.1,87.9,-5.9,0.4
1653397363164.2,89.6,-5.6,-0.6
1653397363180.8,92.8,-4.5,-2
1653397363197.6,96,-2.8,-3.3
1653397363214.4,99.2,-0.5,-4.5
1653397363231,100.8,0.9,-5.1
1653397363247.7,103.6,4.3,-6.5
1653397363264.3,106.5,8.4,-8.5
1653397363281.3,107.9,10.6,-9.7
1653397363297.6,110.9,14.1,-11.7
1653397363314.2,112.4,15,-11.9
1653397363331.2,115.4,16,-12.3
1653397363347.7,118.2,16.4,-13.6
1653397363364.3,120.7,16.9,-14.8
1653397363381.1,121.9,17.3,-15.3
1653397363397.6,123.7,18.9,-16.2
1653397363414.3,125.4,21.5,-16.9
1653397363431.1,126.5,23.2,-17.2
1653397363447.6,128.6,27.3,-18.6
1653397363464.2,130.3,32.4,-21.2
1653397363480.9,131.2,35.2,-22.8
1653397363497.5,133,40.8,-26.1
1653397363514.2,134.2,43.6,-27.8
1653397363530.9,137.5,49.6,-31.5
1653397363547.6,142.8,56.7,-36.5
1653397363564.5,152.1,64.3,-45
1653397363580.9,159.6,67.9,-51.7
1653397363597.5,184.3,73.3,-74.5
1653397363614.2,21.7,105.7,89.4
1653397363630.8,55.2,107.7,58.7
1653397363647.6,76.9,113.3,40.2
1653397363664.2,89.6,120.5,30.5
1653397363680.8,93.8,124.3,27.6
1653397363697.4,99.7,132.3,23.8
1653397363714,101.8,136.4,22.6
1653397363731,104.9,144.6,20.3
1653397363747.3,107,152.2,17.7
1653397363764.1,108.2,159.4,15.4
1653397363780.8,108.4,162.9,14.6
1653397363797.4,108.1,170.1,14
1653397363814,107.1,177.2,14.5
1653397363830.7,106.5,-179.7,14.9
1653397363847.4,104.9,-174.2,15
1653397363871.4,103,-168.6,13.5
1653397363881.2,101.8,-165.8,12.5
1653397363897.6,99.2,-160.8,10
1653397363914.2,96.1,-157.1,7.6
1653397363930.9,94.3,-155.9,6.6
1653397363947.5,90.5,-154.1,4.6
1653397363964.3,88.4,-153.7,3.1
1653397363980.9,84,-153.7,-0.5
1653397363997.6,79.4,-154.6,-4.6
1653397364014.2,74.7,-156.7,-8.7
1653397364030.9,72.4,-158.2,-10.7
1653397364047.6,67.9,-161.7,-14.8
1653397364064.2,63.8,-165.9,-19.4
1653397364081,61.8,-168.5,-22.3
1653397364097.5,58.2,-174.9,-29.7
1653397364114.4,55.5,177.7,-38.5
1653397364130.9,54.8,174.1,-43
1653397364147.6,54.2,167.3,-51.4
1653397364164.2,54.4,164.2,-55.4
1653397364181.1,55.4,158.6,-63.3
1653397364197.5,57.1,153.2,-71.9
1653397364214.2,58.3,150.7,-76.6
1653397364231.2,61,145.6,-86.9
1653397364247.4,244.8,39.4,82.2
1653397364264.1,247.4,41.7,76.5
1653397364280.7,254.3,45.8,64.3
1653397364297.4,263.3,48.8,50.6
1653397364316.1,273.8,50.5,36.4
1653397364330.8,279.5,50.7,29.3
1653397364348.3,291.2,49.8,15.4
1653397364364,302.2,47.5,3.1
1653397364380.8,307.2,45.9,-2.4
1653397364397.4,316.4,42.4,-11.8
1653397364414.1,320.4,40.3,-15.9
1653397364431,327.3,35.9,-22.2
1653397364447.4,333.7,31.8,-27
1653397364464,339.9,27.4,-30.3
1653397364480.7,342.9,25.1,-31.5
1653397364497.4,348.4,20.1,-33.6
1653397364514,353.2,15.3,-35
1653397364531.7,355.6,12.9,-35.3
1653397364547.4,0.6,7.9,-35.3
1653397364564,3.3,5.3,-35.1
1653397364580.7,8.8,-0.1,-33.8
1653397364597.4,14.3,-4.9,-31.6
1653397364615.5,19.7,-8.2,-29.8
1653397364631,22.5,-9.4,-28.8
1653397364647.4,28.8,-10.8,-26.3
1653397364664.1,35.8,-11.5,-23.9
1653397364680.7,39.4,-11.4,-22.8
1653397364697.3,46.7,-10.9,-21.3
1653397364715.3,50.5,-10.4,-20.7
1653397364731,58,-9.2,-19.1
1653397364747.3,65.5,-7.8,-17.1
1653397364765,72.6,-6.5,-15.2
1653397364781.1,75.8,-6,-14.3
1653397364801.7,81.8,-4.9,-13.1
1653397364814,84.6,-4.4,-12.6
1653397364830.7,90.2,-3.2,-11.6
1653397364847.6,96,-1.6,-10.4
1653397364864,102.2,0.9,-9.2
1653397364881.3,105.4,2.5,-8.7
1653397364897.5,111.9,6.8,-7.9
1653397364914.2,118.6,11.8,-7.7
1653397364930.8,122.2,14.4,-7.8
1653397364947.5,129.9,20.1,-9.2
1653397364964.1,134.1,23,-10.5
1653397364981.1,143.3,28.5,-14.8
1653397364997.5,152.8,33.1,-21.8
1653397365014.2,157.5,35,-26
1653397365031,166.8,38.1,-35.6
1653397365047.6,175.3,40.1,-45.8
1653397365064.1,182.9,41.8,-56.8
1653397365081.2,186.8,43,-62.7
1653397365097.7,196.4,45.5,-76.1
1653397365114.2,30,133.1,88.8
1653397365130.9,37.7,133.2,81.2
1653397365147.6,52.8,135.6,67.7
1653397365164.2,66.1,140.1,58.1
1653397365180.8,71.6,142.9,55.1
1653397365197.5,80.6,148.6,50.6
1653397365214.1,87.3,154,46.8
1653397365230.8,90,156.7,44.8
1653397365247.5,94.5,162.2,40.7
1653397365264.2,98.3,168.2,37.2
1653397365281.1,100.1,171.3,35.8
1653397365297.5,103.8,177.5,33.4
1653397365314.5,107.2,-176.2,31
1653397365330.8,108.7,-173,29.6
1653397365347.6,111.2,-166.8,25.8
1653397365364.2,112.4,-161,19.7
1653397365380.9,112.4,-158.3,15.9
1653397365397.7,111.7,-153,7.7
1653397365414.2,109.9,-148.4,-1
1653397365431.6,108.6,-146.6,-5.7
1653397365448.2,105.3,-144,-16.3
1653397365464.1,101.4,-141.9,-28
1653397365480.8,98.8,-140.6,-34
1653397365497.6,91.9,-138.5,-46.4
1653397365514.3,84,-138.2,-59
1653397365530.7,80.3,-138.9,-65.2
1653397365547.4,73.9,-141.3,-77.4
1653397365564.2,67.6,-144.5,-88.5
1653397365581.3,244.8,-33.6,86.8
1653397365597.5,240.1,-29.4,79.3
1653397365614.4,238.5,-27,76.2
1653397365630.8,236.3,-21.8,70.6
1653397365647.9,235,-16.2,65.7
1653397365664.5,234.4,-13.4,63.6
1653397365681.4,233.2,-7.3,60.3
1653397365698,233,-0.9,57.9
1653397365714.3,233.3,2.1,56.7
1653397365753.3,236.9,14.4,50.9
1653397365764.2,238.1,18,49.7
1653397365781.1,241.2,25.7,47
1653397365797.8,246.6,33.1,41.9
1653397365814.3,250.7,36.5,38.3
1653397365834.9,268.8,44.7,23.6
1653397365847.6,277,46.5,17.2
1653397365864.3,294.9,47.1,3.4
1653397365881.3,303.8,45.9,-3.4
1653397365897.7,319.8,41.1,-15.2
1653397365914.3,326.3,37.8,-19.8
1653397365930.9,336.5,30.5,-25.8
1653397365947.6,343.8,23.1,-29.3
1653397365964.3,346.8,19.5,-30.2
1653397366001.4,356.7,10.8,-27.2
1653397366021.4,1,9.1,-24.7
1653397366030.8,3.2,8.1,-23.4
1653397366047.8,8.8,6,-19.6
1653397366082,19,3.3,-12.4
1653397366097.5,26,2.8,-8.9
1653397366114.1,33.3,3.7,-7.4
1653397366130.7,37.3,4.4,-7
1653397366147.4,46,5.3,-6.4
1653397366164.4,55.9,6.2,-5.3
1653397366180.9,61.3,6.7,-4.5
1653397366197.6,72,8,-3.1
1653397366215,77.2,8.8,-2.5
1653397366230.8,86.9,10.7,-1.4
1653397366248.2,95.9,12.9,-0.5
1653397366264.9,104.3,14.9,0.1
1653397366280.8,108.2,15.7,0.3
1653397366297.5,116,17.3,0.2
1653397366315.1,124,19.2,-0.3
1653397366330.8,128.5,20.5,-0.9
1653397366347.5,138,23.8,-3.2
1653397366364.3,142.8,25.6,-4.7
1653397366381.6,152.2,29.3,-8.2
1653397366397.6,161.5,32.3,-12.3
1653397366414.4,165.9,33.3,-14.5
1653397366431.1,174.1,34.2,-19.8
1653397366447.7,182.2,34.4,-26
1653397366465.2,190,34.4,-32.4
1653397366497.5,200.8,33.7,-42.6
1653397366514.2,204.4,33.4,-46.2
1653397366530.8,212.1,32.6,-52.9
1653397366547.7,220.7,31.2,-59.2
1653397366569.7,229.3,29,-64.9
1653397366580.7,233.3,27.7,-67.6
1653397366597.6,240.4,24.5,-73.3
1653397366614.1,243.6,22.8,-76.5
1653397366631.3,249.8,19,-83.6
1653397366647.6,256.6,14.9,-90
1653397366686.7,92.2,174.8,81.5
1653397366698.1,95.8,177.5,80.3
1653397366714.1,102.2,-177.2,78.1
1653397366730.6,105,-174.8,76.7
1653397366747.8,109.9,-170,73.4
1653397366764.2,112,-167.5,71.6
1653397366780.8,115.7,-162.3,68
1653397366797.6,118.8,-156.8,64.4
1653397366814.2,120.2,-153.9,62.4
1653397366830.9,122.2,-147.6,57.9
1653397366847.6,122.7,-140.3,51.8
1653397366864.2,122.2,-136.5,47.8
1653397366880.9,119.6,-129.7,38
1653397366897.6,114.3,-123.6,25.5
1653397366914.4,110.2,-121,17.9
1653397366931,98.6,-116.8,-0.4
1653397366947.5,83,-115.3,-21.8
1653397366964.2,74.7,-115.8,-32.8
1653397366980.8,60.3,-119.5,-52.3
1653397366997.6,50.8,-125.2,-67
1653397367014.3,47.3,-128.5,-72.9
1653397367030.9,41.5,-136.1,-82.6
1653397367047.5,38.6,-145,-89.1
1653397367064.3,218.3,-30.7,88.3
1653397367081.5,218.7,-22.4,82.9
1653397367097.5,219,-14.7,77.5
1653397367114.4,219,-11,75.2
1653397367130.8,218.9,-4.2,71.9
1653397367147.5,219.3,1.9,69.6
1653397367164.2,220.4,7.4,67.2
1653397367181.1,221.4,10,66
1653397367197.6,224.3,14.8,64.1
1653397367214.4,226,17.1,63.3
1653397367230.8,229.7,21.9,61.1
1653397367248.1,233.6,26.6,57.5
1653397367264.3,237.7,31.4,53.8
1653397367280.8,239.9,33.8,51.9
1653397367297.9,245,38.8,47.4
1653397367314.2,248.1,41.2,44.7
1653397367331,256,45.6,38.4
1653397367348,266.5,48.6,30.4
1653397367364.3,272.3,49.5,25.9
1653397367381.1,284.6,49.6,16.2
1653397367397.5,297.1,47.9,6.1
1653397367414.4,303.1,46.6,1.1
1653397367432.1,313.9,43.2,-8.2
1653397367447.6,318.8,41.3,-12
1653397367464.2,327.8,37,-17.5
1653397367482.5,336.3,32.3,-21.4
1653397367497.6,343.9,27.5,-23.9
1653397367514.3,347.4,25.2,-24.4
1653397367531.8,353.9,20.5,-24.3
1653397367547.7,0.1,16.2,-23.5
1653397367564.9,6.6,13,-22.9
1653397367583.6,10.6,12.4,-22.9
1653397367619.7,30.8,13.2,-23.5
1653397367647.5,47.8,14.5,-22
1653397367664.3,53.4,14.8,-21.4
1653397367682.4,64,14.8,-19.6
1653397367697.6,74.1,14.2,-17.8
1653397367714.3,79,13.9,-16.7
1653397367731.9,89.1,13.9,-14.2
1653397367748.5,99.6,15.3,-11.3
1653397367764.3,110.3,18.3,-8
1653397367781.6,115.9,20.3,-6.3
1653397367797.6,127,25.1,-3.8
1653397367814.7,132.5,27.8,-3.3
1653397367830.9,143.4,32.9,-4.1
1653397367847.5,154.3,37,-6.6
1653397367864.2,159.7,38.5,-8.1
1653397367881,169.5,40.7,-11.3
1653397367897.6,178.3,42.8,-15.7
1653397367914.2,182.4,43.8,-18.5
1653397367931.2,189.8,45.4,-25.1
1653397367947.6,196.7,46.5,-32.5
1653397367964.4,200.3,47,-36.5
1653397367980.9,208.6,47.8,-45.3
1653397367997.5,218.7,48,-55.7
1653397368014.2,224.3,47.8,-61.5
1653397368030.9,235.7,46.2,-73.1
1653397368047.5,246.6,43.2,-84.6
1653397368064.3,71.9,138.9,89.9
1653397368080.8,81.3,144.1,80
1653397368097.5,89.1,150.4,72.5
1653397368114.2,92.5,153.8,69.6
1653397368130.9,98.5,160.9,65.1
1653397368147.6,103.7,167.7,60.9
1653397368164.3,105.9,170.7,58.7
1653397368182.5,109.5,176.2,54
1653397368197.6,112.3,-178.3,49.4
1653397368214.3,113.4,-175.4,47.2
1653397368232.5,115.2,-169.5,43
1653397368249.5,116.8,-163.7,39.3
1653397368264.2,117.5,-160.9,37.6
1653397368282.1,118.6,-155.3,34.5
1653397368297.9,118.6,-149.7,31.1
1653397368314.2,117.9,-146.8,29
1653397368332.1,115.1,-141.4,23
1653397368347.6,109.7,-137.2,13.6
1653397368366.3,102.4,-135,1.2
1653397368382.7,98.4,-134.7,-5.7
1653397368399.5,90.3,-135.2,-19.7
1653397368416.8,82.6,-137.2,-32.8
1653397368430.7,78.8,-138.6,-38.9
1653397368447.4,71.5,-142.4,-50
1653397368464.2,65.6,-147.2,-59.9
1653397368480.9,63.3,-149.8,-64.3
1653397368505.5,58,-157.6,-75.5
1653397368514.1,56.6,-160.2,-78.5
1653397368552.3,53.2,-168.3,-86.1
1653397368564,231.8,-6.6,89.4
1653397368582.5,231.3,-4.1,87.2
1653397368597.4,230.5,0.6,83.5
1653397368614.2,230,2.9,82.2
1653397368631.7,229.1,7.5,80.5
1653397368647.8,229.5,12.4,78.9
1653397368664.7,231.1,17.7,76.4
1653397368682,232.4,20.6,74.9
1653397368697.7,235.6,26.6,71.8
1653397368714.3,237.6,29.6,70.2
1653397368731,242.5,35.4,66.5
1653397368748.1,249.3,40.9,60.9
1653397368764.2,253.7,43.4,57
1653397368781.3,264.2,47.5,47.5
1653397368797.6,276.4,50.3,37
1653397368814.3,283,51.2,31.5
1653397368830.7,296.8,51.8,20.1
1653397368847.5,310.4,50.7,9.9
1653397368864.1,316.9,49.5,5.5
1653397368891.2,335.4,44.3,-6.2
1653397368914.2,346.6,39.5,-12.1
1653397368931.4,357.3,33.5,-16.1
1653397368947.5,7.5,26.8,-17.9
1653397368964.2,16.8,20.3,-17.8
1653397368980.9,21.2,17.5,-17.3
1653397368997.4,25.7,15,-16.6
1653397369014,39.5,9,-13.5
1653397369030.6,44.3,7.2,-12.4
1653397369047.7,53.8,4.1,-9.6
1653397369064.1,58.6,2.9,-8.3
1653397369081.1,68,1.5,-6.1
1653397369097.4,77.7,1.5,-3.9
1653397369114,87.4,3,-0.9
1653397369130.7,92,4.1,1.1
1653397369147.3,100.4,7.1,4.9
1653397369164.1,107.3,11,7.9
1653397369180.7,110.2,13.3,8.9
1653397369197.4,115.8,18.2,10.6
1653397369214.1,119,20.8,11.4
1653397369230.7,125.8,26,12.7
1653397369248.2,133.2,30.9,12.9
1653397369264.2,137.1,33.1,12.6
1653397369281.3,145.1,37.3,10.7
1653397369297.4,153.4,41,6.9
1653397369314.2,157.5,42.6,4.5
1653397369330.8,165.8,45.4,-1.2
1653397369347.8,174.5,47.6,-7.7
1653397369364.2,184.1,49.2,-15.3
1653397369380.7,189.2,49.9,-19.8
1653397369397.4,200,51,-29.8
1653397369414.2,205.7,51.4,-35.4
1653397369430.8,217.5,51.2,-47.1
1653397369481.6,244.5,45.4,-72.2
1653397369498.2,249.1,43.4,-76.5
1653397369514.6,260.8,35.2,-88
1653397369536.3,87.1,151.3,86.1
1653397369547.3,90,154.7,83.6
1653397369564,95.1,161.8,79.5
1653397369581.8,97.3,165.4,77.7
1653397369598.3,101.3,172.4,73.4
1653397369614.1,103,175.7,70.9
1653397369630.7,105.7,-178.3,65.5
1653397369647.5,107.5,-173.1,60.2
1653397369664.1,108.2,-170.8,57.5
1653397369682.1,109,-166.4,51.9
1653397369697.5,109,-162.6,46.9
1653397369714.1,108.7,-160.8,44.5
1653397369731.8,107,-157.2,39.3
1653397369748.2,103.7,-153.8,32.6
1653397369764.2,101.5,-152.4,28.5
1653397369782.6,96.1,-150.7,18.7
1653397369797.5,89.8,-150.5,6.2
1653397369814.2,86.7,-151,-0.7
1653397369831,80.7,-152.6,-15.1
1653397369847.8,75.2,-155.4,-28.9
1653397369864.3,69.8,-159.4,-41
1653397369881.1,67.3,-161.9,-46.5
1653397369897.5,62.9,-168.7,-57.7
1653397369914.1,61.4,-173.2,-63.4
1653397369931.1,60.5,177.6,-74.2
1653397369947.7,61.6,170.2,-83.5
1653397369964.1,62.4,167.3,-87.2
1653397369980.7,243.9,17.3,87.6
1653397369997.8,245.2,21.7,84.2
1653397370014.1,245.9,24,82.6
1653397370030.8,247.6,29.3,78.3
1653397370047.5,250.3,35.5,72.7
1653397370064.1,252.4,38.8,69.6
1653397370080.7,258.8,44.8,62.6
1653397370097.4,268.1,49.3,54
1653397370114.1,273.5,50.8,48.9
1653397370130.6,285.1,52.1,37.7
1653397370147.5,296.9,51.6,26.6
1653397370164.1,302.6,50.9,21.4
1653397370180.8,313.7,48.5,11.9
1653397370197.4,323.8,45,3.8
1653397370214.2,328.1,43,0.6
1653397370231.9,334.7,39,-4.5
1653397370248,339.9,35.3,-8.3
1653397370264.1,345.6,32.5,-12.1
1653397370281.4,348.6,31.5,-13.3
1653397370297.4,354.4,30.1,-14.3
1653397370314.5,359.5,29.3,-13.8
1653397370331.6,1.6,29.4,-13.3
1653397370347.5,5.4,30.5,-12.4
1653397370364.9,8.7,31.9,-12.3
1653397370382.5,10.2,32.2,-12.9
1653397370429.7,15,31.8,-15.7
1653397370452.2,15.5,32,-15.5
1653397370464,15.4,31.9,-15.2
1653397370480.8,15.2,31.7,-15.2
1653397370497.5,14.5,31.4,-15.1
1653397370514.1,13.8,31.1,-14.8
1653397370530.9,13.5,30.8,-14.6
1653397370547.5,13.3,30,-14.4
1653397370564.2,13.3,29.3,-14.3
1653397370582,13.3,27.6,-14.4
1653397370597.4,13.3,26.2,-15.3
1653397370614.1,13.3,25.8,-16.4
1653397370631.3,13.4,26.2,-19.2
1653397370647.5,14,28.6,-20.9
1653397370664.4,14.9,31.2,-20.2
1653397370681.3,15.1,31.8,-19.3
1653397370697.5,15,32.4,-17.7
1653397370715,14.5,32.8,-16.5
1653397370731,14.1,33.1,-15.8
1653397370748.1,13.5,33.3,-14.8
1653397370764.9,13.2,33.7,-14.4
1653397370781.4,13.3,34,-14.2
1653397370797.5,13.8,34.7,-14.1
1653397370814.7,14.9,35.4,-14
1653397370831,15.6,35.8,-14
1653397370847.5,17.4,36.6,-14
1653397370864.4,19.7,37.1,-14.8
1653397370881.1,20.8,37.3,-15.5
1653397370897.7,22.8,37.7,-17.1
1653397370915,24.4,38.1,-18.2
1653397370930.8,25,38.2,-18.5
1653397370947.3,25.9,38.1,-18.7
1653397370965.9,26.5,37.3,-18.7
1653397370980.7,26.7,36.6,-18.9
1653397370997.3,27.3,34.7,-19.9
1653397371015.4,28.2,32.5,-21.6
1653397371031,28.7,31.3,-22.7
1653397371047.5,30,29.1,-24.9
1653397371065.8,31.4,27.3,-26.4
1653397371081.5,32.2,26.6,-26.9
1653397371097.6,34.2,25.6,-27.3
1653397371115.5,36.8,25.1,-27.2
1653397371131,38.4,25.1,-26.9
1653397371147.4,41.9,25.4,-26
1653397371164.6,45.5,26.2,-25
1653397371181.5,47.5,26.7,-24.4
1653397371197.5,51.8,27.3,-23.5
1653397371214.9,56.5,27.3,-22.7
1653397371231,58.8,26.8,-22.3
1653397371248.2,63.1,25.6,-21.4
1653397371264.6,67,23.9,-20.2
1653397371281.2,68.7,23.2,-19.6
1653397371298.6,71.3,22.2,-18.1
1653397371314.7,73.1,22.4,-16.6
1653397371330.7,73.9,23.2,-16
1653397371369.4,76.4,28.3,-14.8
1653397371381.3,76.8,29.4,-14.8
1653397371397.4,77.4,31.4,-14.7
1653397371414.1,77.5,32.2,-14.6
1653397371432.2,77.5,33.6,-14.5
1653397371447.4,77.1,35.2,-13.8
1653397371464.1,76.9,36,-13.4
1653397371481.6,76.3,37.7,-12.4
1653397371497.3,75.8,39.4,-11.4
1653397371514.1,75.5,40.1,-10.9
1653397371531.7,74.8,41.3,-10
1653397371547.4,73.9,42.1,-8.8
1653397371564.1,73.4,42.4,-8.3
1653397371582.7,72.6,42.9,-7.4
1653397371597.4,72.3,43.3,-6.9
1653397371614,72.2,43.8,-6.7
1653397371630.7,72.3,44.1,-6.6
1653397371647.6,72.3,44.8,-6.1
1653397371664.1,72.4,45.4,-5.8
1653397371681.6,72.5,45.5,-5.7
1653397371697.5,72.6,45.6,-5.6
1653397371714.7,72.7,45.6,-5.5
1653397371731.4,73,45.6,-5.5
1653397371747.7,73.3,45.8,-5.6
1653397371778.2,73.7,46.2,-5.3
1653397371797.3,73.7,46.4,-5.1
1653397371815.2,73.4,46.8,-4.4
1653397371830.7,73.3,46.9,-4.2
1653397371847.7,73.1,47.1,-4
1653397371865.7,72.9,47.2,-4
1653397371880.6,72.9,47.3,-4.1
1653397371897.3,72.7,47.3,-4.2
1653397371947.4,72.6,47.3,-4.7
1653397371964.1,72.6,47.2,-5.1
1653397371980.8,72.7,47.1,-6.1
1653397371997.4,72.6,47,-6.9
1653397372014.1,72.6,47,-7.1
1653397372030.6,72.4,46.8,-7.6
1653397372047.3,72.1,46.7,-7.8
1653397372065.3,71.9,46.7,-7.9
1653397372097.4,71.8,46.9,-8.3
1653397372113.9,71.9,47.1,-9.1
1653397372130.6,71.9,47.3,-9.7
1653397372147.1,72.2,47.8,-11
1653397372163.9,72.9,48,-12.6
1653397372180.6,73.1,48.1,-13.3
1653397372197.3,73.3,48,-14.4
1653397372217.4,73.5,48,-15.2
1653397372230.8,73.7,48.1,-15.4
1653397372248.2,73.9,48.3,-15.8
1653397372264.4,74.1,48.5,-16
1653397372311.3,74.1,48.7,-16.3
1653397372330.6,74.3,48.8,-16.5
1653397372347.5,74.7,48.9,-16.9
1653397372366.5,75.1,48.9,-17.3
1653397372380.7,75.3,48.9,-17.5
1653397372397.6,75.5,49,-17.6
1653397372424,76.5,49.5,-18.3
1653397372447.1,76.8,49.6,-18.7
1653397372463.7,76.4,49.1,-18.5
1653397372480.3,76.3,49,-18.2
1653397372497,76.5,49.1,-17.8
