time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658225969507.4,11.7,0.3,0.1,x
1658225969558.6,11.8,0.3,0,x
1658225969588.2,11.8,0.2,0.1,x
1658225969738.1,11.8,0.2,0,x
1658225969771.6,11.8,0.2,0.1,x
1658225969921.6,11.8,0.2,0,x
1658225969957.3,11.8,0.2,0.1,x
1658225970122.2,11.8,0.2,0,x
1658225970138.9,11.8,0.2,0.1,x
1658225970188.7,11.8,0.2,0,x
1658225970239.2,11.8,0.2,0.1,x
1658225970322.5,11.8,0.3,0.1,x
1658225970339.1,11.8,0.2,0.1,x
1658225970455.2,11.8,0.3,0.1,x
1658225970527.8,11.8,0.2,0.1,x
1658225971021.7,11.8,0.2,0,x
1658225971171.8,11.8,0.2,0.1,x
1658225971221.7,11.8,0.2,0,x
1658225971238.3,11.8,0.2,0.1,x
1658225971855.6,11.8,0.2,0,x
1658225971972.2,11.8,0.2,0.1,x
1658225972005.8,11.8,0.2,0,x
1658225972272.3,11.8,0.2,0.1,x
1658225972671.5,11.8,0.2,0,x
1658225972688.1,11.8,0.2,0.1,x
1658225972755.9,11.8,0.2,0,x
1658225973089.3,11.8,0.3,0,x
1658225973107.3,11.8,0.2,0,x
1658225973121.4,11.8,0.3,0,x
1658225973255.9,11.8,0.2,0,x
1658225973271.6,11.8,0.2,0.1,x
1658225973488.4,11.8,0.2,0,x
1658225974421.6,11.9,0.3,0,x
1658225974438.2,11.9,0.2,0,x
1658225974621.5,11.9,0.2,0.1,x
1658225974638.2,11.9,0.3,0.1,x
1658225974781.1,11.9,0.3,0,x
1658225975038.6,11.9,0.2,0,x
1658225975504.9,11.9,0.3,0,x
1658225975788.4,11.9,0.2,0,x
1658225975821.9,11.9,0.3,0,x
1658225975871.4,11.9,0.2,0,x
1658225976204.9,11.9,0.2,0.1,x
1658225976377.7,11.9,0.2,0,x
1658225976539,11.9,0.3,0,x
1658225976571.7,11.9,0.2,0,x
1658225977021.6,11.9,0.3,0,x
1658225977405,11.9,0.2,0,x
1658225977672.3,11.9,0.3,0,x
1658225977771.4,11.9,0.2,0,x
1658225977888,11.9,0.3,0,x
1658225978258.8,11.9,0.2,0,x
1658225978271.4,11.9,0.2,0.1,x
1658225978438,11.9,0.2,0,x
1658225978471.4,11.9,0.2,0.1,x
1658225978538.2,11.9,0.2,0,x
1658225978671.5,11.9,0.2,0.1,x
1658225978737.9,11.9,0.2,0,x
1658225978787.9,11.9,0.2,0.1,x
1658225978805.6,11.9,0.2,0,x
1658225978888.2,11.9,0.3,0,x
1658225979088.9,11.9,0.2,0,x
1658225979321.1,11.9,0.3,0,x
1658225979338.2,11.9,0.3,0.1,x
1658225979421.1,11.9,0.3,0,x
1658225979538.2,11.9,0.3,0.1,x
1658225979621.2,11.9,0.3,0,x
1658225979663.5,11.9,0.2,0,x
1658225980142.7,11.9,0.2,0.1,x
1658225980156.2,11.9,0.3,0.1,x
1658225980171.3,11.9,0.2,0,x
1658225980187.9,11.9,0.3,0,x
1658225980204.8,11.9,0.3,0.1,x
1658225980371.4,11.9,0.2,0.1,x
1658225980404.7,11.9,0.3,0.1,x
1658225980837.7,11.9,0.3,0,x
1658225980871.2,11.9,0.3,0.1,x
1658225981322.8,11.9,0.2,0.1,x
1658225981504.8,11.9,0.2,0,x
1658225981738,11.9,0.3,0,x
1658225981804.7,11.9,0.2,0,x
1658225982087.8,11.9,0.3,0,x
1658225982188.5,11.9,0.3,0.1,x
1658225982205.2,11.9,0.3,0,x
1658225982437.8,11.9,0.2,0,x
1658225982704.8,11.9,0.2,0.1,x
1658225982787.9,11.9,0.2,0,x
1658225983337.8,11.9,0.2,0.1,x
1658225983371.2,11.9,0.3,0.1,x
1658225983587.9,11.9,0.3,0,x
1658225983721,11.9,0.2,0,x
1658225983737.9,11.9,0.2,0.1,x
1658225983821.6,11.9,0.2,0,x
1658225983854.7,11.9,0.2,0.1,x
1658225984694,11.9,0.3,0.1,x
1658225984740.2,11.9,0.3,0,x
1658225985037.8,11.9,0.2,0,x
1658225985221.5,11.9,0.3,0,x
1658225985271.1,11.9,0.3,0.1,x
1658225985354.7,11.9,0.2,0.1,x
1658225985387.9,11.9,0.3,0.1,x
1658225985526,11.9,0.2,0.1,x
1658225985574.6,11.9,0.3,0.1,x
1658225985591.2,11.9,0.3,0,x
1658225985684.9,11.9,0.3,0.1,x
1658225985838.3,11.9,0.2,0.1,x
1658225985901.6,11.9,0.3,0.1,x
1658225985937.7,11.9,0.3,0,x
1658225985954.9,11.9,0.2,0,x
1658225985971.1,11.9,0.3,0,x
1658225986021.1,11.9,0.2,0,x
1658225986671.1,11.9,0.3,0,x
1658225986787.8,11.9,0.2,0,x
1658225986850.4,11.9,0.3,0,x
1658225987404.5,11.9,0.3,0.1,x
1658225987505.7,11.9,0.3,0,x
1658225987821.2,11.9,0.3,0.1,x
1658225988021.6,11.9,0.3,0,x
1658225988471.1,11.9,0.2,0,x
1658225988504.4,11.9,0.2,0.1,x
1658225988687.9,11.9,0.2,0,x
1658225988758.4,11.9,0.3,0,x
1658225989054.9,11.9,0.2,0,x
1658225989370.9,11.9,0.3,0,x
1658225989587.8,11.9,0.3,0.1,x
1658225989637.7,11.9,0.3,0,x
1658225989684.4,11.9,0.3,0.1,x
1658225989921.7,11.9,0.2,0.1,x
1658225989972.1,11.9,0.3,0.1,x
1658225990004.3,11.9,0.2,0.1,x
1658225990037.3,11.9,0.3,0.1,x
1658225990087.6,11.9,0.2,0.1,x
1658225990121.9,11.9,0.3,0.1,x
1658225990139,11.9,0.3,0,x
1658225990487.6,11.9,0.3,0.1,x
1658225990720.9,11.9,0.3,0,x
1658225991237.6,11.9,0.3,0.1,x
1658225991255.3,11.9,0.3,0,x
1658225991287.6,11.9,0.3,0.1,x
1658225991354.5,11.9,0.3,0,x
1658225991450.3,11.9,0.2,0,x
1658225991620.8,11.9,0.3,0,x
1658225993304.2,11.9,0.3,0.1,x
1658225993321.5,11.9,0.3,0,x
1658225993471.5,11.9,0.3,0.1,x
1658225993504.1,11.9,0.3,0,x
1658225993521.1,11.9,0.3,0.1,x
1658225993837.5,11.9,0.3,0,x
1658225994553.9,11.9,0.2,0.1,x
1658225994654.8,11.9,0.3,0.1,x
1658225994687.4,11.9,0.3,0,x
1658225995787.4,11.9,0.3,0.1,x
1658225995887.4,11.9,0.3,0,x
1658225996353.9,11.9,0.2,0,x
1658225996420.9,11.9,0.3,0,x
1658225997221.3,12,0.3,0.1,x
1658225997237.3,12,0.2,0.1,x
1658225997355.3,12,0.2,0,x
1658225997454,12,0.3,0.1,x
1658225998304,12,0.3,0,x
1658225998503.9,12,0.3,0.1,x
1658225998637.3,12,0.3,0,x
1658225999604,12,0.3,0.1,x
1658225999804,12,0.3,0,x
1658225999937.3,12,0.3,0.1,x
1658225999987.3,12,0.3,0,x
1658226000075.5,12,0.3,0.1,x
1658226000154.1,12,0.3,0,
1658226000753.9,12,0.3,0.1,
1658226001055.8,12,0.3,0,
1658226001854.3,12,0.3,0.1,
1658226002104.5,12,0.3,0,
1658226002171.2,12,0.3,0.1,
