time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1655202340713.7,21.4,28.1,-1,x
1655202340730.7,21.4,28.1,-2,x
1655202340747.1,21.4,28.1,-2.5,x
1655202340764.3,21.7,28.2,-3.4,x
1655202340781,22.1,28.6,-3.9,x
1655202340797,22.4,29.1,-4.1,x
1655202340813.6,22.6,29.3,-4.1,x
1655202340830.4,22.8,29.5,-4.3,x
1655202340847.2,22.9,29.4,-4.7,x
1655202340863.7,22.9,29.2,-4.8,x
1655202340880.9,22.8,28.6,-4.9,x
1655202340897.1,22.8,28.3,-4.8,x
1655202340913.7,22.8,27.5,-4.1,x
1655202340930.4,22.6,27,-3.6,x
1655202340947.4,22.4,26.9,-3.5,x
1655202340963.7,21.8,27.2,-3.4,x
1655202340980.6,21.5,27.5,-3.5,x
1655202341034.2,20,28.9,-2.7,x
1655202341046.9,19.7,28.9,-2.5,x
1655202341064,19.3,29.1,-2.3,x
1655202341082.6,18.8,29,-2.4,x
1655202341096.7,18.1,28.9,-2.4,x
1655202341114.7,17.7,28.9,-2.5,x
1655202341130.3,16.6,28.9,-2.5,x
1655202341147,16,28.9,-2.4,x
1655202341163.9,14.7,28.8,-2.2,x
1655202341180.4,13.4,28.7,-2,x
1655202341197.2,12,28.7,-1.7,x
1655202341213.8,11.2,28.7,-1.4,x
1655202341230.4,9.6,28.8,-0.7,x
1655202341247.1,7.5,28.7,0.3,x
1655202341263.6,6.4,28.5,1,x
1655202341280.1,4,28,2.5,x
1655202341296.8,1.8,27.5,3.9,x
1655202341313.4,0.8,27.3,4.3,x
1655202341330.3,358.8,27.4,5,x
1655202341347.9,356.4,27.8,5.8,x
1655202341363.9,355.1,27.9,6.2,x
1655202341380.6,352.1,27.8,7.2,x
1655202341397.2,349,27.4,8.1,x
1655202341414,347.5,27.2,8.5,x
1655202341430.4,344.6,26.6,9.3,x
1655202341447.2,343.1,26.3,9.7,x
1655202341464.6,340,25.9,10.4,x
1655202341480.6,337,25.7,11,x
1655202341497.7,334.1,25.4,11.2,x
1655202341513.9,332.7,25.1,11.3,x
1655202341530.3,330,24.6,11.1,x
1655202341548.2,327.4,24,11,x
1655202341563.9,326.1,23.8,11.1,x
1655202341580.4,323.6,23.4,11.4,x
1655202341597.1,321.2,23.1,11.9,x
1655202341613.9,320,23,12.2,x
1655202341630.4,318,22.7,12.6,x
1655202341648.2,316.2,22.4,13,x
1655202341663.9,315.3,22.2,13.2,x
1655202341680.9,313.6,21.8,13.7,x
1655202341697.2,312.8,21.8,13.9,x
1655202341713.5,311.2,21.7,14.4,x
1655202341730.4,309.7,21.8,14.7,x
1655202341747,309,21.8,14.8,x
1655202341763.9,307.7,22,14.9,x
1655202341780.8,306.7,22.2,14.9,x
1655202341797.4,305.9,22.2,14.8,x
1655202341813.9,305.6,22.2,14.8,x
1655202341830.7,305.1,22,14.6,x
1655202341847,304.8,21.9,14.5,x
1655202341863.9,304.3,21.6,14.5,x
1655202341895.8,303.5,21,14.6,x
1655202341913.5,303,20.6,14.5,x
1655202341930.3,302.6,20.1,14.5,x
1655202341947.3,302.2,19.7,14.5,x
1655202341970.6,301.6,19.6,14.5,x
1655202341996.8,300.6,20.1,14.4,x
1655202342013.5,300.2,20.4,14.3,x
1655202342030.4,299.6,20.7,13.8,x
1655202342047,299.1,20.7,13.4,x
1655202342065,298.8,20.7,13.3,x
1655202342197.1,295,20.3,12.4,x
1655202342213.5,294.7,20.4,12.4,x
1655202342230.3,294,20.5,12.4,x
1655202342248.8,293.3,20.5,12.5,x
1655202342263.6,293,20.5,12.5,x
1655202342280.2,292.5,20.3,12.6,x
1655202342297.1,292,20.1,12.6,x
1655202342313.6,291.7,20.1,12.6,x
1655202342330.2,291.3,20.1,12.4,x
1655202342346.9,291.1,20.2,12.3,x
1655202342363.8,290.6,20.2,12.1,x
1655202342382.9,290,20.2,12,x
1655202342397.7,289.5,20.1,12,x
1655202342414.5,289.2,20.1,12,x
1655202342430.4,288.5,19.9,12.1,x
1655202342447,288.2,19.9,12.2,x
1655202342463.9,287.3,19.9,12.6,x
1655202342480.8,286.3,19.8,13.8,x
1655202342497,285.8,19.7,14.5,x
1655202342513.6,284.7,19.4,15.6,x
1655202342530.3,283.3,19.4,15.9,x
1655202342550.3,281.5,19.6,15.8,x
1655202342563.8,280.6,19.5,15.6,x
1655202342580.8,278.7,19.1,15.6,x
1655202342597,276.8,18.5,16,x
1655202342613.9,275.9,18.2,16.4,x
1655202342630.6,274,17.3,17.1,x
1655202342647,273,16.8,17.4,x
1655202342664.1,270.9,16,17.4,x
1655202342680.4,268.7,15.5,16.7,x
1655202342697,266.5,14.9,16.1,x
1655202342713.9,265.4,14.7,16.1,x
1655202342730.6,263.2,14.5,16.5,x
1655202342747,262,14.5,16.8,x
1655202342763.9,259.6,14.7,17.5,x
1655202342781.2,257.1,14.5,17.7,x
1655202342797,254.8,14.2,17.9,x
1655202342813.7,253.7,14.1,17.9,x
1655202342830.7,251.6,13.9,17.9,x
1655202342847,250.6,13.8,17.8,x
1655202342864.1,248.6,13.7,17.7,x
1655202342880.8,246.9,13.5,17.6,x
1655202342914.1,244.5,13,17.5,x
1655202342946.8,241.7,12.4,17.4,x
1655202342964.2,241,12.3,17.4,x
1655202342980.6,239.7,12.2,17.3,x
1655202342997,238.5,11.9,17.3,x
1655202343013.9,237.9,11.7,17.3,x
1655202343030.6,237,11.1,17.2,x
1655202343048.2,236.1,10.7,17,x
1655202343063.9,235.5,10.5,16.9,x
1655202343080.3,234.1,10.3,16.8,x
1655202343097.6,232.5,10.2,16.8,x
1655202343113.8,231.7,10.2,17,x
1655202343130.4,229.9,10.2,17.2,x
1655202343148,228.2,10.1,17.2,x
1655202343163.7,227.4,9.9,17,x
1655202343181.2,226.2,9,16.5,x
1655202343198,225,8.2,15.7,x
1655202343213.9,224.2,7.9,15.3,x
1655202343230.4,222.6,7.4,14.7,x
1655202343246.9,221.7,7.3,14.4,x
1655202343263.9,219.8,7.1,13.9,x
1655202343280.3,218,7,13.4,x
1655202343304.9,216.1,6.9,12.8,x
1655202343327.3,214.4,6.9,12.3,x
1655202343414.2,208.5,5.5,9.3,x
1655202343430.3,207.1,5.5,8.8,x
1655202343446.9,205.8,5.4,8.5,x
1655202343464.8,205.2,5.4,8.3,x
1655202343480.8,204.1,5.3,8,x
1655202343496.9,203,5.3,7.6,x
1655202343514,202.5,5.4,7.3,x
1655202343530.3,201.5,5.6,6.8,x
1655202343546.9,200.5,5.7,6.4,x
1655202343563.8,200.1,5.7,6.2,x
1655202343584.7,199.4,5.7,5.8,x
1655202343597,199.1,5.7,5.6,x
1655202343614,198.5,5.6,5,x
1655202343630.3,198,5.6,4.4,x
1655202343647.3,197.5,5.7,4,x
1655202343663.7,197.2,5.8,3.7,x
1655202343680.3,196.7,5.9,3.4,x
1655202343697,196.1,6,3.1,x
1655202343713.6,195.8,6,2.9,x
1655202343730.6,195.1,6,2.6,x
1655202343747,194.4,6,2.1,x
1655202343763.7,194,6.2,1.8,x
1655202343780.3,193,6.8,1,x
1655202343797,192.3,7.1,0.5,x
1655202343814.1,192,6.9,0.6,x
1655202343845.1,191.9,5.6,1.6,x
1655202343864.9,191.9,4.7,2.5,x
1655202343880,191.7,4.3,2.7,x
1655202343897,191.5,4.4,2.6,x
1655202343913.7,191.1,4.6,2.4,x
1655202343930.2,190.9,4.6,2.2,x
1655202343946.7,190.7,4.3,2.1,x
1655202343963.5,190.6,4.2,2,x
1655202343980.2,190.3,4.3,1.7,x
1655202343996.9,190,4.7,1.5,x
1655202344013.8,189.9,4.9,1.5,x
1655202344030.3,189.8,5.4,1.8,x
1655202344046.9,189.8,5.6,2.1,x
1655202344063.6,189.6,6.1,3,x
1655202344080.6,189.2,6.8,3.9,x
1655202344097.1,189,7.2,4.1,x
1655202344114.3,188.7,7.9,3.9,x
1655202344134.2,188.4,8.6,3.5,x
1655202344176.6,188.1,9.2,2.9,x
1655202344182.9,188,9.3,2.8,x
1655202344198.4,187.9,9.5,2.8,x
1655202344213.6,187.8,9.7,2.8,x
1655202344230.5,187.8,10.2,2.7,x
1655202344246.8,187.8,10.7,2.6,x
1655202344280,188.2,10.9,2.4,x
1655202344296.7,188.4,10.9,2.1,x
1655202344314,188.6,10.9,1.9,x
1655202344330.3,189.1,10.8,1.3,x
1655202344347,189.9,10.6,0.5,x
1655202344363.5,190.3,10.3,0.3,x
1655202344381,191.1,9.7,0.2,x
1655202344396.9,191.6,9.4,0.3,x
1655202344430.6,192.2,8.9,1,x
1655202344446.9,192.4,8.7,1.4,x
1655202344463.6,193.2,8.1,2.5,x
1655202344480.2,194.1,7.7,3.3,x
1655202344497.1,194.7,7.5,3.1,x
1655202344513.6,194.7,7.4,2.8,x
1655202344530.6,194.6,7.3,2.1,x
1655202344547.1,194.5,6.8,1.5,x
1655202344563.5,194.5,6.4,1.3,x
1655202344581.1,194.6,5.2,0.7,x
1655202344597.1,194.5,3.5,-0.4,x
1655202344613.6,194.2,2.6,-1,x
1655202344630.6,193.5,1,-1.9,x
1655202344647,193,0.3,-2.2,x
1655202344663.6,192.1,-0.3,-2.9,x
1655202344681,191.4,0.3,-3.4,x
1655202344697,191.1,1,-3.5,x
1655202344713.7,190.7,2.7,-3.6,x
1655202344730.6,190.5,4.3,-3.4,x
1655202344746.9,190.6,5.4,-3,x
1655202344763.6,190.7,5.7,-2.8,x
1655202344799.8,191.2,6.2,-2.7,x
1655202344813.3,191.6,6.6,-3,x
1655202344831.3,191.7,7.3,-3.3,x
1655202344846.7,191.6,8,-3.3,x
1655202344863.3,191.5,8.3,-3.2,x
1655202344884,191.4,8.4,-3,x
1655202344899.6,191,8.3,-2.9,x
1655202344913.5,190.8,8.3,-2.9,x
1655202344930.3,190.3,8.3,-2.3,x
1655202344946.8,189.6,8.6,-1.4,x
1655202344963.8,189.3,8.9,-1.1,x
1655202344980.1,188.7,9.6,-0.6,x
1655202344997.2,188.3,10,-0.5,x
1655202345056,187.7,9.8,-0.4,x
1655202345081.2,187.6,10.1,-0.1,x
1655202345098.2,187.6,10.5,0.4,x
1655202345113.5,187.7,10.6,0.7,x
1655202345133.6,188,10.7,0.8,x
1655202345146.8,188.3,10.9,0.7,x
1655202345263.2,188.6,20.7,-1,x
1655202345279.9,188.3,21.3,0.1,x
1655202345296.9,188.2,21.3,1.1,x
1655202345324.9,188.4,20.8,1.7,x
1655202345330.1,188.5,20.5,1.8,x
1655202345346.9,188.6,20.2,1.9,x
1655202345363.8,188.8,19.8,1.9,x
1655202345380.7,189,19.6,2.1,x
1655202345397.1,189.3,19.5,2.2,x
1655202345413.5,189.5,19.4,2.4,x
1655202345430.3,189.9,19,2.6,x
1655202345446.8,190.1,18.6,2.8,x
1655202345463.7,190.7,17.6,2.9,x
1655202345480.7,191.2,16.3,3,x
1655202345497,191.8,14.9,3.2,x
1655202345513.7,192.1,14.2,3.2,x
1655202345530.5,192.7,13,3.2,x
1655202345547.1,193.3,11.9,3,x
1655202345563.8,193.5,11.5,2.9,x
1655202345580.7,193.7,10.9,2.8,x
1655202345597,193.8,10.8,2.9,x
1655202345613.7,193.7,11,2.9,x
1655202345633.5,193.6,11.6,2.9,x
1655202345646.9,193.4,12.3,2.8,x
1655202345663.5,193.3,12.6,2.7,x
1655202345681.2,193.1,13,2.5,x
1655202345697.5,192.9,13.2,2.1,x
1655202345713.5,192.8,13.3,1.9,x
1655202345730.5,192.5,13.5,1.5,x
1655202345747.1,192.1,13.9,0.9,x
1655202345763.8,191.8,14.1,0.7,x
1655202345795.2,190.7,14.8,0.1,x
1655202345814,190.3,15,-0.1,x
1655202345830,188.9,15.3,-0.6,x
1655202345846.7,187.8,15.4,-0.7,x
1655202345865,187.2,15.5,-0.6,x
1655202345880,185.9,15.7,-0.3,x
1655202345897.3,184.6,16,0.1,x
1655202345913.8,183.9,16.2,0.3,x
1655202345930.2,182.5,16.4,0.6,x
1655202345947.1,181.2,16.5,0.6,x
1655202345963.4,180.5,16.5,0.5,x
1655202345980.6,178.9,16.7,0.3,x
1655202345996.8,177,16.9,-0.1,x
1655202346013.7,176,17.1,-0.2,x
1655202346030.5,174,17.4,-0.1,x
1655202346046.8,171.9,17.4,0.5,x
1655202346063.7,170.9,17.2,0.9,x
1655202346080.6,168.6,16.9,1.5,x
1655202346096.9,166,16.9,1.7,x
1655202346113.6,164.6,17.1,1.7,x
1655202346131,161.5,17.5,1.5,x
1655202346146.8,159.8,17.5,1.6,x
1655202346163.7,156.3,17.5,2.1,x
1655202346180.6,152.5,17.8,2.7,x
1655202346196.9,148.4,18.4,3.1,x
1655202346213.7,146.3,18.6,3.2,x
1655202346230.5,141.9,18.6,3.5,x
1655202346246.8,137.4,18.1,3.7,x
1655202346263.5,135.1,17.7,3.7,x
1655202346280.6,130.2,17.1,3.5,x
1655202346396.9,98.1,20.5,1.2,x
1655202346413.4,95.5,21.2,0.6,x
1655202346430.3,90.8,22.4,-0.8,x
1655202346447.1,86.7,23,-2.3,x
1655202346464.2,84.7,23.1,-3,x
1655202346480.6,80.6,23.3,-3.4,x
1655202346497.3,76.3,23.9,-3,x
1655202346514.8,74.2,24.4,-2.6,x
1655202346530.5,70,25.5,-1.8,x
1655202346546.8,68,25.8,-1.5,x
1655202346564.1,63.9,26.1,-1,x
1655202346580.6,60,26,-0.9,x
1655202346597.1,58.2,25.8,-0.9,x
1655202346613.7,54.7,25.8,-1.2,x
1655202346630.4,51.1,25.9,-1.6,x
1655202346647.1,47.5,26,-2.1,x
1655202346665.3,45.8,26,-2.3,x
1655202346680.6,42.5,25.8,-2.6,x
1655202346697.3,39.6,25.5,-2.4,x
1655202346734.2,37,25,-1.7,x
1655202346763.4,32.9,22.9,-0.4,x
1655202346780,31.3,22.1,-0.8,x
1655202346796.9,29.9,21.9,-1.5,x
1655202346814.1,29.3,21.8,-1.8,x
1655202346830.6,28.2,21.5,-2.1,x
1655202346846.8,27.8,21.3,-2.2,x
1655202346863.7,27.1,21.1,-2.4,x
1655202346880.2,26.3,21.2,-3.1,x
1655202346897.3,25.9,21.4,-3.6,x
1655202346913.7,25.1,21.9,-4.7,x
1655202346930.5,24.5,22.4,-5.7,x
1655202346946.8,23.9,22.8,-6.3,x
1655202346964,23.7,22.9,-6.4,x
1655202346980.7,23.4,23.1,-6.3,x
1655202346997.1,23.2,23,-6.2,x
1655202347013.7,23.2,22.8,-6.1,x
1655202347030.6,23,22.3,-6.2,x
1655202347046.8,22.9,22.2,-6.4,x
1655202347063.9,22.5,22,-6.7,x
1655202347080.4,22.1,22.1,-7,x
1655202347097,21.6,22.2,-7.1,x
1655202347113.9,21.4,22.2,-7.1,x
1655202347130.2,21.2,22.2,-7,x
1655202347146.9,21,22.3,-6.9,x
1655202347180.2,20.5,22.3,-6.5,x
1655202347196.9,20.3,22.3,-6.2,x
1655202347214.8,19.9,22.3,-5.7,x
1655202347230,19.7,22.2,-5.5,x
1655202347246.7,19.6,21.8,-5.2,x
1655202347263.7,19.7,21.3,-5.3,x
1655202347280,19.7,21.1,-5.3,x
1655202347296.6,19.6,20.7,-5,x
1655202347313.6,19.6,20.6,-4.9,x
1655202347330.4,19.5,20.6,-4.5,x
1655202347347.1,19.4,20.7,-4.3,x
1655202347363.5,19.3,20.7,-4,x
1655202347380.1,19.1,20.5,-3.4,x
1655202347401,18.8,20.3,-2.7,x
1655202347413.5,18.7,20.4,-2.4,x
1655202347430.5,18.4,20.6,-1.7,x
1655202347446.8,18.3,21,-1.3,x
1655202347463.4,18.3,21.2,-1.3,x
1655202347480.4,18.2,21.4,-1.5,x
1655202347497.1,18,21.5,-1.7,x
1655202347530.5,17.7,21.6,-1.9,x
1655202347546.8,17.6,21.7,-1.8,x
1655202347563.6,17.3,21.9,-1.4,x
1655202347580.4,17,22,-0.9,x
1655202347597.2,16.8,21.9,-0.6,x
1655202347613.5,16.5,21.9,-0.1,x
1655202347630.4,16.1,21.9,0.4,x
1655202347664.7,15.5,22.4,0.7,x
1655202347681.8,15.1,22.9,0.9,x
1655202347696.8,14.6,23.2,1,x
1655202347713.6,14.4,23.3,1,x
1655202347730.3,13.8,23.4,0.9,x
1655202347746.8,13.2,23.6,0.7,x
1655202347763.7,13,23.7,0.7,x
1655202347780.1,12.4,24,0.8,x
1655202347798.1,11.9,24.2,1,x
1655202347813.7,11.7,24.3,1.2,x
1655202347830.7,11.2,24.5,1.4,x
1655202347847.4,10.9,24.6,1.6,x
1655202347863.6,10.7,24.6,1.7,x
1655202347881.2,10.6,24.4,1.9,x
1655202347897,10.5,24.1,2,x
1655202347913.7,10.5,24.1,2.1,x
1655202347930,10.3,24,2.1,x
1655202347947.1,9.9,23.9,1.9,x
1655202347963.7,9.8,23.9,1.7,x
1655202347980.1,9.8,23.8,1.5,x
1655202347997.2,9.8,23.4,1.3,x
1655202348013.4,9.7,23.2,1.3,x
1655202348030.1,9.4,22.6,1.5,x
1655202348047.1,9.1,21.8,1.8,x
1655202348063.6,9,21.4,2,x
1655202348080.1,8.8,20.8,2.5,x
1655202348097.6,8.8,20.5,2.9,x
1655202348113.6,8.8,20.6,3,x
1655202348130.1,8.8,20.8,3,x
1655202348246.5,12.5,22.4,0.1,x
1655202348263.5,12.7,22.3,0.1,x
1655202348280.1,13.1,22.2,0.2,x
1655202348296.8,13.3,22.4,0.4,x
1655202348313.4,13.4,22.6,0.5,x
1655202348334.5,13.5,23,0.6,x
1655202348346.9,13.7,23.3,0.8,x
1655202348363.4,13.7,23.4,0.9,x
1655202348379.8,13.7,23.7,1.2,x
1655202348397.8,13.6,24.1,1.6,x
1655202348413.4,13.6,24.3,1.8,x
1655202348429.9,13.7,24.8,2.4,x
1655202348446.7,13.9,25.3,2.8,x
1655202348463.6,14.1,25.5,3,x
1655202348480.3,14.4,25.7,3,x
1655202348497,14.8,25.7,2.8,x
1655202348513.7,15.2,25.7,2.5,x
1655202348530.6,16.3,25.5,2,x
1655202348546.7,17.6,25.2,1.8,x
1655202348563.4,18.3,25.1,1.7,x
1655202348580.3,19.2,25.1,1.3,x
1655202348597,19.7,24.9,1,x
1655202348613.7,19.8,24.7,0.8,x
1655202348647.8,19.7,24.1,0.1,x
1655202348663.5,19.6,24.2,-0.3,x
1655202348696.9,18.2,26.4,-2,x
1655202348713.5,17.7,26.8,-2,x
1655202348730.3,16.9,27.2,-1.6,x
1655202348746.8,16.4,27.3,-1.1,x
1655202348763.6,16.2,27.2,-0.8,x
1655202348780.4,16,26.9,-0.3,x
1655202348797.6,15.9,26.3,0.1,x
1655202348813.6,15.9,26,0.2,x
1655202348831.1,15.8,25.5,0.5,x
1655202348846.9,15.7,25.5,0.7,x
1655202348863.6,15.6,25.6,0.7,x
1655202348880.1,15.5,26,0.7,x
1655202348896.9,15.5,26.5,0.6,x
1655202348913.6,15.5,26.7,0.6,x
1655202348930.7,15.8,26.9,0.4,x
1655202348946.7,16.1,27,0.2,x
1655202348963.6,16.4,27.1,0.1,x
1655202348980.3,16.9,27.4,-0.1,x
1655202348997,17.5,27.7,-0.1,x
1655202349013.9,17.7,27.8,-0.2,x
1655202349030,18.3,27.9,-0.3,x
1655202349047.5,18.9,27.8,-0.4,x
1655202349064.2,19.2,27.8,-0.4,x
1655202349080.3,19.6,27.8,-0.5,x
1655202349097.2,20.7,27.7,-0.7,x
1655202349113.7,21,27.6,-0.7,x
1655202349130.1,21.9,27.1,-0.6,x
1655202349147.5,22.8,26.3,-0.5,x
1655202349263.3,28.1,25.7,-1.4,x
1655202349280,29.4,26.7,-0.2,x
1655202349297.8,31.2,27.3,0.5,x
1655202349313.9,32.2,27.6,0.4,x
1655202349330.1,34.2,27.7,-0.1,x
1655202349346.7,36.2,27.4,-0.8,x
1655202349363.9,37.1,27.1,-1,x
1655202349380.3,38.9,26.6,-1.4,x
1655202349396.8,40.5,26.2,-1.8,x
1655202349413.3,41.4,26.1,-2.1,x
1655202349429.9,42.9,25.7,-2.9,x
1655202349446.9,44.5,25.2,-3.8,x
1655202349463.2,45.3,25,-4.2,x
1655202349480,46.8,24.6,-5.1,x
1655202349496.8,48.3,24.4,-5.7,x
1655202349513.5,49,24.3,-6,x
1655202349530,50.4,24.3,-6.5,x
1655202349547.7,51.7,24.3,-6.9,x
1655202349565.3,52.3,24.3,-7.1,x
1655202349599.7,54.1,24.2,-8,x
1655202349617.2,55.3,24,-8.6,x
1655202349629.9,56.4,23.7,-9,x
1655202349646.6,57.3,23.5,-9.1,x
1655202349663.4,57.7,23.6,-9.2,x
1655202349680.2,58.3,23.7,-9.5,x
1655202349696.7,58.7,23.3,-9.9,x
1655202349713.7,58.8,22.9,-10,x
1655202349730.8,58.8,22.1,-10.2,x
1655202349746.8,58.7,21.8,-10.3,x
1655202349763.8,58.5,21.4,-10.6,x
1655202349780.3,58.2,21.2,-10.8,x
1655202349796.9,57.9,21,-10.9,x
1655202349813.7,57.8,21,-10.9,x
1655202349830.4,57.9,21.2,-10.9,x
1655202349846.7,58.2,21.6,-10.5,x
1655202349863.4,58.4,21.9,-10.2,x
1655202349880.1,59,22.4,-9.7,x
1655202349896.9,59.9,22.7,-9.5,x
1655202349914.1,60.4,22.8,-9.5,x
1655202349930.3,61.5,22.9,-9.7,x
1655202349946.7,62.8,22.8,-9.9,x
1655202349964,63.4,22.7,-10.1,x
1655202349980.3,64.6,22.1,-10.5,x
1655202349996.9,65.8,21.1,-11.3,x
1655202350013.6,66.4,20.5,-11.8,x
1655202350030.2,67.7,19.4,-12.7,x
1655202350046.7,69,18.6,-12.9,x
1655202350064.4,69.8,18.4,-12.4,x
1655202350080.2,71.5,18.1,-11.2,x
1655202350096.9,73.2,17.9,-9.8,x
1655202350113.4,74.1,17.8,-9.2,x
1655202350130.3,75.7,17.5,-8.5,x
1655202350147.3,76.5,17.4,-8.4,x
1655202350163.3,77.2,17.3,-8.4,x
1655202350190.8,80.1,17,-8.4,x
1655202350196.7,80.8,17,-8.4,x
1655202350213.8,81.5,17.1,-8.3,x
1655202350230.1,82.9,17,-8.2,x
1655202350246.5,84.2,16.9,-8.1,x
1655202350263.3,84.9,16.8,-8.1,x
1655202350281,86.3,16.6,-8.1,x
1655202350296.8,87.7,16.2,-7.9,x
1655202350313.5,88.3,16,-7.7,x
1655202350330.6,89.5,15.8,-7.2,x
1655202350346.6,90.6,15.6,-6.6,x
1655202350363.6,91.2,15.4,-6.4,x
1655202350380,92.3,15.1,-6.2,x
1655202350397.2,93.6,14.6,-6.3,x
1655202350413.8,94.2,14.5,-6.4,x
1655202350430.4,95.4,14.4,-6.6,x
1655202350446.7,96.5,14.8,-6.7,x
1655202350463.5,97,15.1,-6.8,x
1655202350480.3,98,15.5,-7,x
1655202350497,99,15.7,-7.5,x
1655202350531.5,100.3,15.4,-8.3,x
1655202350546.5,100.8,15.1,-8.4,x
1655202350563.2,101.5,14.4,-8.3,x
1655202350579.7,102.1,13.7,-8,x
1655202350597.1,102.7,13.4,-7.7,x
1655202350613.5,103,13.4,-7.6,x
1655202350630.3,103.5,13.6,-7.5,x
1655202350646.9,104,13.8,-7.5,x
1655202350663.5,104.2,13.8,-7.5,x
1655202350680.3,104.7,13.8,-7.7,x
1655202350696.8,105.2,13.9,-7.8,x
1655202350713.5,105.4,14,-7.9,x
1655202350730.3,105.9,14.3,-8.1,x
1655202350746.9,106.4,14.8,-8.3,x
1655202350763.7,106.6,15,-8.4,x
