time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1666170446078.2,0,0,-0.2,0.2,9.5,2.3,-3.1,0.7,-1.6,x
1666170446094.8,-0.1,0,-0.3,0.2,9.5,2.2,-4.6,2,-1.3,x
1666170446111.6,0.1,0.1,-0.2,0.3,9.6,2.3,-4.8,3,-1.1,x
1666170446128.2,0.1,0.1,-0.3,0.3,9.6,2.1,-5.4,3.6,-0.6,x
1666170446144.8,0,0.2,-0.5,0.2,9.7,2,-7.5,5,1.1,x
1666170446161.5,0.1,0.3,-0.6,0.3,9.8,1.9,-10.3,8.3,2.9,x
1666170446178.3,0.1,0.3,-0.7,0.2,9.8,1.8,-13.3,11.2,5.1,x
1666170446194.8,-0.1,0.2,-0.6,0.1,9.7,2,-14.3,11.3,7.1,x
1666170446211.8,-0.1,0,-0.4,0.1,9.4,2.3,-14.3,11.3,7.1,x
1666170446228.2,-0.2,-0.2,0.1,0,9.2,2.7,-10.8,8.5,8.2,x
1666170446245,-0.4,-0.4,0.4,-0.2,9.1,3,-6.9,1.5,8.2,x
1666170446261.5,-0.3,-0.4,0.6,-0.1,9,3.2,-3.9,-7.7,7,x
1666170446278.5,0.7,-0.3,-0.3,1.1,9.3,2.1,-10.4,-21.1,-3.1,x
1666170446295.6,1,0,-1,1.1,9.3,2.1,-10.4,-21.1,-3.1,x
1666170446311.5,-0.1,-0.1,0.6,0.3,9.3,3.2,-13,-13.6,-12.8,x
1666170446328.1,-0.4,-0.1,0.7,-0.1,9.3,3.4,-10.6,-8.8,-7.6,x
1666170446344.8,-0.2,-0.1,0.5,0,9.3,3.3,-8.5,-6.5,-3.3,x
1666170446361.4,0,0,0.5,0.2,9.3,3.3,-6.5,-5.8,-0.2,x
1666170446378.2,0.2,0,0.4,0.6,9.4,3.2,-5.1,-6.6,0,x
1666170446394.8,0.4,0,0.3,0.7,9.4,3.1,-4.5,-6.7,-1.8,x
1666170446411.4,0.4,0.1,0.1,0.6,9.5,3,-4.5,-6.7,-1.8,x
1666170446428.1,0.1,0.2,0.1,0.3,9.6,3,-3.6,-2.1,-6.5,x
1666170446444.9,-0.1,0.2,0.1,0.3,9.6,3,-3.6,-2.1,-6.5,x
1666170446461.5,-0.6,0.3,-0.2,-0.4,9.7,2.7,-2.5,-0.4,-6.3,x
1666170446478.1,-0.4,0.3,-0.3,0,9.6,2.7,-5.4,-0.9,-4.6,x
1666170446494.8,-0.1,-0.1,0,0.1,9.3,2.9,-5.5,0,-7.2,x
1666170446511.5,0,-0.2,0.1,0.1,9.1,3,-5.5,0,-7.2,x
1666170446528.1,-0.2,-0.5,0,-0.2,8.9,3,-4.8,-1.7,-7.3,x
1666170446544.8,-0.5,-0.4,0,-0.4,8.9,3,-5.3,-4.4,-3.4,x
1666170446561.5,-0.4,-0.4,0,-0.2,9,3,-5.3,-4.4,-3.4,x
1666170446578.2,-0.2,-0.3,-0.1,-0.1,9.1,2.9,-6.9,-7.3,3.1,x
1666170446594.8,-0.2,-0.3,-0.1,-0.1,9.1,2.9,-6.9,-7.3,3.1,x
1666170446611.5,0.3,0.1,-0.2,0.5,9.4,2.8,-14.3,-8.4,4.8,x
1666170446644.1,0.4,0.3,0.3,0.6,9.5,3.3,-15.4,-7.9,3,x
1666170446644.6,0.4,0.3,0.3,0.6,9.5,3.3,-15.4,-7.9,3,x
1666170446661.5,0.2,0.2,0.4,0.4,9.5,3.6,-14.1,-7.4,1.3,x
1666170446678.1,0.2,0.1,0.1,0.3,9.5,3.6,-12,-6.5,-0.3,x
1666170446694.8,0,0.3,0.8,0.2,9.6,4.1,-7.1,-9.7,0.2,x
1666170446711.4,0.2,0,0.4,0.5,9.3,3.8,-3,-11.2,-1.7,x
1666170446728.1,0,0.1,0.3,0.2,9.4,3.6,-1.6,-11.9,-1.9,x
1666170446744.7,-0.1,0,0,0.2,9.3,3.3,-2.3,-10.5,-0.8,x
1666170446761.5,-0.2,0,-0.1,0.1,9.2,3.2,-3.7,-7.1,0.2,x
1666170446778.1,-0.1,0,-0.1,0.2,9.3,3.3,-3.6,-3.3,1,x
1666170446794.8,0.1,0,-0.3,0.4,9.3,3,-4,-0.7,0.7,x
1666170446811.5,0.1,0,-0.6,0.4,9.3,2.8,-6.4,0.7,0,x
1666170446828.1,0,-0.1,-0.6,0.3,9.2,2.7,-9.5,1.7,-0.4,x
1666170446845,0,-0.1,-0.6,0.3,9.2,2.7,-9.5,1.7,-0.4,x
1666170446861.5,-0.1,-0.2,-0.4,0.2,9.1,3,-12.3,3.8,0.5,x
1666170446878.3,-0.1,-0.1,-0.4,0.3,9.1,3,-13.7,5.4,2.1,x
1666170446894.8,0.1,-0.1,-0.4,0.4,9.1,3.1,-15.6,7.2,2.4,x
1666170446915.9,0.2,0,-0.2,0.5,9.1,3.2,-15.6,7.2,2.4,x
1666170446928,0.2,0,-0.2,0.5,9.1,3.2,-15.6,7.2,2.4,x
1666170446946.9,0,0.2,0,0.3,9.3,3.5,-18,3.8,0.2,x
1666170446961.4,-0.1,0.2,0,0.2,9.3,3.6,-17.7,1.7,1.1,x
1666170446978.2,0,0.2,0,0.3,9.3,3.6,-18.5,1.8,1.4,x
1666170446994.8,0.3,0.2,0,0.6,9.3,3.6,-19.7,2.9,-0.5,x
1666170447011.5,0.2,0.1,0.1,0.6,9.2,3.8,-20,4.5,-2.9,x
1666170447037,0.1,0.1,0.2,0.3,9,3.9,-18.9,5.6,-4.2,x
1666170447044.8,0,0,0,0.3,9,3.9,-18,6.2,-4.7,x
1666170447061.4,-0.2,-0.1,-0.1,0.1,8.9,3.8,-18.6,5.3,-3.5,x
1666170447078.1,-0.2,-0.1,-0.1,0.1,8.9,3.8,-19.4,3.2,-2.6,x
1666170447094.8,0,-0.1,-0.1,0.2,8.8,3.9,-19.6,1.8,-2.9,x
1666170447111.9,-0.2,-0.1,0,0.1,8.8,4,-19.5,0.4,-3,x
1666170447128.3,-0.3,-0.1,0,-0.1,8.7,4.1,-19.2,-1.3,-1,x
1666170447144.8,-0.3,-0.2,0.1,-0.1,8.7,4.2,-18.9,-3.4,1.7,x
1666170447161.4,0,-0.1,0.3,0.1,8.7,4.5,-17.1,-6.6,2.1,x
1666170447178.1,0.1,-0.1,0.4,0.3,8.7,4.6,-14.1,-9,0.4,x
1666170447194.8,-0.1,-0.2,0,0.1,8.6,4.3,-13.8,-8.3,-0.5,x
1666170447211.4,-0.1,-0.1,-0.3,0.1,8.7,4.1,-17.2,-4.9,0.2,x
1666170447228.2,-0.1,-0.1,-0.4,0.1,8.6,4,-23.5,-0.1,1.1,x
1666170447245.8,-0.2,-0.1,-0.3,0.1,8.7,4.4,-23.5,-0.1,1.1,x
1666170447261.7,-0.1,-0.1,0,0.1,8.7,4.4,-27,1.9,2.1,x
1666170447278.1,0,-0.1,0.4,0.2,8.6,5,-21.5,-1.7,0.6,x
1666170447294.8,-0.1,-0.1,0.3,0.1,8.5,5,-18.2,-4.6,0.3,x
1666170447311.5,-0.3,-0.2,0.3,0,8.4,5,-14.7,-8.4,0.5,x
1666170447328.3,-0.3,-0.2,0.3,-0.1,8.4,5,-12.3,-10.4,2.2,x
1666170447344.8,-0.3,-0.2,0.3,-0.1,8.3,5.1,-10,-12.1,4.2,x
1666170447366.1,-0.3,-0.2,0.3,0,8.3,5.1,-8.4,-13,5.5,x
1666170447378.2,-0.3,-0.2,0.2,0,8.3,5,-8.7,-10.9,6.8,x
1666170447395,-0.3,-0.1,0.2,-0.1,8.3,5.1,-9.7,-7.5,8.7,x
1666170447411.8,-0.2,-0.1,0.4,0,8.4,5.3,-9,-4.9,11.1,x
1666170447428.2,-0.2,-0.1,0.5,0.2,8.4,5.4,-5.5,-5,12.6,x
1666170447450.7,0,0,0.5,0.5,8.4,5.3,-0.6,-6.7,13.2,x
1666170447461.4,0.1,0,0.4,0.5,8.4,5.3,4.1,-8.2,12.7,x
1666170447478,0,0,-0.1,0.5,8.4,4.9,5.2,-7.8,12.5,x
1666170447494.8,-0.1,0,-0.5,0.4,8.5,4.4,3,-4.9,13.3,x
1666170447511.6,0,0,-0.7,0.5,8.4,4.2,-1.8,-1,13.9,x
1666170447528,0.1,-0.1,-0.8,0.7,8.4,4,-8.1,3.2,13.5,x
1666170447544.8,0.1,-0.1,-0.9,0.7,8.3,4,-15.2,7.6,13,x
1666170447590.2,0,-0.1,-0.2,0.6,8.2,4.8,-20.6,8.5,11.4,x
1666170447594.9,-0.1,-0.1,-0.1,0.6,8.2,4.8,-18.5,4.3,12,x
1666170447611.5,-0.1,0,-0.1,0.6,8.2,4.9,-15.5,-1,13.4,x
1666170447628,0,0,-0.1,0.7,8.3,4.9,-13.1,-5.1,14.2,x
1666170447644.7,0.1,0.2,-0.2,0.9,8.4,4.8,-12.5,-7,14,x
1666170447661.4,0.2,0.2,-0.3,1,8.4,4.7,-14.7,-7,13.2,x
1666170447678,0.1,0.2,-0.3,1,8.4,4.8,-18.7,-6.4,13.2,x
1666170447694.8,0.4,0.3,0.3,1.3,8.4,5.4,-19.7,-4.5,11.9,x
1666170447711.4,0.5,0.3,0.6,1.4,8.5,5.8,-17,-2.3,9.9,x
1666170447728.1,1,-0.3,0.4,2,7.8,5.6,-16.1,1.6,8,x
1666170447744.9,1,-0.3,0.5,2,7.8,5.7,-14.6,4.5,4.4,x
1666170447761.8,0.7,-0.3,0.3,1.7,7.8,5.6,-14.5,3,4.3,x
1666170447778.3,0.6,-0.1,0.2,1.6,8,5.6,-15.3,-1.8,4.3,x
1666170447794.7,0.7,-0.1,0.4,1.8,7.9,5.8,-15.4,-7.6,3.5,x
1666170447811.5,0.7,0,0.6,1.8,8,6,-13.5,-11.5,1.5,x
1666170447828.2,0.7,0.1,0.7,1.9,8.1,6.1,-11,-12.5,-1.1,x
1666170447844.7,0.8,0,0.5,1.9,8,6,-10.2,-10.4,-3.8,x
1666170447861.7,0.5,0.1,0.2,1.7,8,5.8,-12.5,-6.8,-6.2,x
1666170447878.1,0.4,0.1,-0.1,1.5,8,5.5,-17.8,-2.8,-8,x
1666170447894.8,0.2,-0.1,0,1.3,7.8,5.6,-22.5,-0.4,-9.6,x
1666170447911.4,0,-0.2,0.2,1,7.6,5.9,-23.3,-0.3,-10,x
1666170447928.1,-0.4,-0.4,0.4,0.7,7.5,6.1,-22.1,-2.4,-8.8,x
1666170447944.8,-0.3,-0.4,0.4,0.7,7.4,6.1,-21,-4.5,-7.9,x
1666170447961.4,-0.4,-0.5,0.6,0.7,7.2,6.3,-18.7,-4.9,-7.1,x
1666170447978.1,-0.5,-0.6,0.5,0.6,7.1,6.3,-16.7,-2.5,-5.1,x
1666170447994.7,-0.5,-0.5,0.5,0.5,7.1,6.4,-14.8,0.6,-2.6,x
1666170448011.4,-0.4,-0.5,0.3,0.6,7.2,6.3,-12.6,1.7,-0.5,x
1666170448028.1,-0.3,-0.4,0.1,0.7,7.2,6,-14.2,2.6,-0.3,x
1666170448044.8,-0.4,-0.3,-0.1,0.6,7.3,5.9,-17.7,4.2,0.2,x
1666170448061.5,-0.5,-0.2,0.2,0.4,7.4,6.3,-17.7,4.8,3.4,x
1666170448078,-0.6,-0.2,0.6,0.4,7.4,6.6,-13.2,3.3,7.8,x
1666170448094.8,-0.2,0.1,0.3,0.8,7.6,6.4,-10.1,1.2,10.4,x
1666170448111.4,0.1,0.2,0,1.3,7.7,6.1,-12.3,2.5,10,x
1666170448128,0.6,0.4,0.1,1.6,7.9,6.3,-16,4.8,7,x
1666170448144.8,0.8,0.5,0.5,1.8,7.9,6.6,-18.2,6.8,3.9,x
1666170448161.4,0.9,0.4,0.6,1.9,7.8,6.8,-19,8,0.1,x
1666170448178.1,0.7,0.3,0.6,1.7,7.6,6.9,-17.9,8.7,-2.8,x
1666170448194.7,0.3,-0.2,1.1,1.4,7.2,7.4,-10.7,5.8,-4.8,x
1666170448211.4,0.1,-0.5,1.3,0.9,6.9,7.5,4,-1.1,-4.3,x
1666170448228,-0.5,-0.6,0.4,0.5,6.8,6.6,13.7,-8.9,-0.4,x
1666170448244.7,-0.6,-0.3,-0.7,0.4,7.1,5.6,11.2,-13.7,4.7,x
1666170448261.6,-0.2,-0.1,-1.3,0.7,7.3,5.1,-1.1,-6.6,8.1,x
1666170448279,0.1,-0.3,-1.1,1.2,7,5.3,-14.8,9.4,9,x
1666170448294.8,0.5,-0.9,0.7,1.6,6.5,6.8,-17.2,22.9,7.3,x
1666170448311.6,0.8,-1.3,1.3,1.8,5.9,7.6,-4.1,29.1,4.9,x
1666170448328.1,0.8,-1.4,0.3,1.7,5.9,6.5,1.9,28.6,2.6,x
1666170448344.9,0.4,-1,-1.3,1.4,6.2,5.2,-8.8,24.2,0,x
1666170448362,0,-1,-0.8,0.6,6.2,6.1,-17.7,19.4,-0.8,x
1666170448378.3,-0.7,-1.3,0.9,0.2,5.8,7.4,-11.7,24.4,4.8,x
1666170448394.8,-0.5,-1,0.9,0.3,6.1,7.4,-1.7,43.8,11.6,x
1666170448411.3,-0.5,-0.4,0.2,0.3,6.9,6.2,1.1,75.6,18.5,x
1666170448428,-0.2,-0.2,-2,0.4,7,4.5,-14.3,100.8,20.6,x
1666170448444.7,-0.2,0.2,-2.6,0.3,7.5,3.8,-14.3,100.8,20.6,x
1666170448461.6,0.2,1.6,-0.9,0.1,8.5,6.9,-61.7,80.5,8.2,x
1666170448478,-0.2,1.5,1.7,0.1,8.9,9,-49.4,43.7,1.2,x
1666170448497.1,1.8,4.7,9.7,1.6,11.8,15.8,-31.1,-1.4,-25.2,x
1666170448512,1.6,1.3,8,0.5,8.5,14.4,23.8,-24.2,-21,x
1666170448528.1,-3.1,3.7,4.5,-2.7,10.3,11.3,73.3,-9.7,31.9,x
1666170448544.8,1.7,-2.7,0.9,1.4,4.9,8.2,98.6,6,35.3,x
1666170448561.4,0.7,-0.5,-1.5,0.3,7.8,4.1,72.7,5.1,14.4,x
1666170448578,-0.8,1.4,-4.1,-0.4,8.7,2.3,31.6,-5.3,15.6,x
1666170448594.6,1.2,-0.1,-3.1,1.3,7.4,3.1,6,-12.8,4.1,x
1666170448611.5,1,0,-1.6,1.3,7.4,5.4,-6.6,-20.1,-7.9,x
1666170448628,0.5,-0.3,0.6,0.8,7.1,7,-2.3,-18,-9.4,x
1666170448644.7,0,-1.2,0.3,0.4,6.4,6.8,11.1,0.3,0.9,x
1666170448661.3,-0.1,-1.4,-0.5,0.4,6,5.5,19.4,25.8,15,x
1666170448677.9,0.5,-1.4,-2,0.9,6.1,4.2,14.7,35.5,15.4,x
1666170448694.8,1.1,-1.1,-3.3,1.3,6.3,3.1,-11.7,44.7,5.1,x
1666170448711.4,0.9,-1.3,-2.9,1.1,5.8,4,-48.7,71.9,-3.7,x
1666170448728,1.1,-3,0,1.1,4.3,6.5,-52.9,97.4,-7.8,x
1666170448745,0.6,-3,0.3,-0.7,5.8,7.4,-52.9,97.4,-7.8,x
1666170448761.3,-3.7,3.3,8.1,-4,10.8,14.9,-25.4,26.2,6.6,x
1666170448778,-2.8,3,5.6,-2.9,10,12.1,-1.3,3.6,20,x
1666170448794.7,0.8,0.1,0.6,0.1,7.7,7.9,34.5,23.8,33.4,x
1666170448829.5,1.9,-1.1,-3.1,1.5,6.4,3.2,46.2,36.8,8.7,x
1666170448844.7,-0.5,1.2,-5.2,-0.6,8.4,1.3,6.8,23,21.4,x
1666170448861.6,0.2,1.5,-4.3,0.2,9.2,3,-29.9,-12.8,20.2,x
1666170448878,0.8,2.6,1.1,0.6,9.9,7.6,-47.9,-52.5,6.7,x
1666170448894.6,2,1.4,2.5,1.9,8.8,9,-40.4,-49,-7.7,x
1666170448911.4,1.9,1.1,2.3,1.7,8.1,8.7,-17.4,-4.5,-19,x
1666170448928.2,0.8,0.2,0.5,0.7,7.5,7.1,-1.9,30.2,-21.4,x
1666170448944.7,0.1,-0.5,-1.2,0,6.9,5.7,-4.9,30.7,-23.4,x
1666170448962,-0.5,-0.7,-1.6,-0.9,6.4,5.1,-20.6,8.4,-26.7,x
1666170448978.5,-1.2,-1.2,-1,-1.6,6,5.7,-33.7,-8.5,-26.9,x
1666170448994.8,-1.7,-1.5,0.5,-2,5.6,7.1,-35.7,-16,-23.7,x
1666170449011.4,-2,-1.5,0.7,-2.6,5.7,7.7,-27.4,-7.4,-15.1,x
1666170449027.9,-2.9,-0.6,1.3,-3.4,6.4,8.2,-14.3,-2.1,2.8,x
1666170449044.6,-2.1,-0.1,1.5,-2.7,6.8,8.5,1.8,-7.7,18.3,x
1666170449061.4,-1.4,0,1.2,-1.5,6.9,7.9,16.5,-14.8,22.1,x
1666170449078,-0.1,-0.1,0.1,-0.4,6.9,7,24.2,-16.6,19.2,x
1666170449094.6,-0.1,0.4,-0.8,-0.3,7.4,6.2,21.6,-11.3,18.4,x
1666170449111.3,0,0.9,-0.9,-0.2,8,6.1,9,-7.2,19.4,x
1666170449128.1,0.3,0.9,-0.1,0.2,8,6.7,-0.7,-17.1,14.5,x
1666170449144.6,1.2,0.2,-0.2,1,7.4,6.7,-0.1,-25.5,5.4,x
1666170449161.4,1.4,0,-0.4,1.3,7.1,6.4,2.6,-16.8,-2.5,x
1666170449178.1,0.6,0.2,-0.3,0.6,7.3,6.5,-0.6,-8.1,-6.6,x
1666170449194.6,0.6,0.1,-0.4,0.6,7.2,6.4,-7.7,-8.6,-8.9,x
1666170449211.3,1.2,-0.2,-0.7,1.3,6.7,6,-15.5,-8.6,-16.7,x
1666170449228.5,1.6,-0.6,-0.9,1.3,6.7,6,-15.5,-8.6,-16.7,x
1666170449245,1.3,-1.3,-0.1,1.3,5.7,6.6,-33.2,-17.6,-29.5,x
1666170449261.4,1.2,-1,0.2,1.2,6,7.3,-36.9,-24.6,-28.7,x
1666170449278,1.2,-0.5,0.6,1.2,6.3,7.6,-33.4,-18,-30.6,x
1666170449294.9,0.8,0.4,0.2,0.9,7,7.4,-27.1,-1.1,-32.9,x
1666170449311.5,0.6,0.4,-0.1,0.3,7.1,7,-22.7,6.7,-28.4,x
1666170449328,-0.4,0.5,0.1,-0.6,7.2,7.3,-21.1,1.3,-21.5,x
1666170449344.7,-0.5,0.6,0.5,-0.8,7.5,7.8,-21.1,1.3,-21.5,x
1666170449361.3,-0.6,1.2,0.7,-0.8,7.8,7.9,-8.6,-15.1,-19.8,x
1666170449378.5,-0.2,0.9,0.5,-0.5,7.5,7.8,0.2,-11.9,-28.8,x
1666170449394.7,-0.2,0.6,0.2,-0.6,7,6.9,-0.8,-5.3,-37.7,x
1666170449411.4,-0.9,-0.2,-1.2,-1.4,6.3,6.1,-14.3,13.4,-36.9,x
1666170449428.2,-1.8,-0.9,-0.6,-2.3,5.6,6.7,-33.2,18.5,-28.8,x
1666170449453.9,-2.7,-0.7,1.3,-3.2,5.6,9,-34.2,10.3,6.3,x
1666170449461.7,-2.7,-0.7,1.3,-3.2,5.6,9,-34.2,10.3,6.3,x
1666170449478,-1.6,-0.3,2.6,-2.3,5.9,10.1,-7.8,0.2,21.3,x
1666170449494.7,-0.9,0.4,1.9,-1.6,6.5,9.7,26.2,-1.6,29.7,x
1666170449511.3,-0.7,0.7,1.1,-1.3,7.2,8.3,47.5,0.5,35.3,x
1666170449528,-0.3,0.9,-1.4,-0.7,7.4,6,35.2,-14,34.6,x
1666170449544.9,-1.1,0.9,-2.1,-1.1,7.4,5.2,0.6,-37.1,26.8,x
1666170449561.4,-1.9,1.2,-1.4,-2.1,7.7,6.5,-22.1,-50.1,37.3,x
1666170449578,-1,0.2,3,-1,6.7,10.3,-19.9,-79.1,46.8,x
1666170449594.6,0.6,-0.6,4.7,0.6,6,12.1,12,-96.1,45,x
1666170449611.4,1.4,-0.7,3.5,2,5.8,10.3,39.1,-68.1,31.1,x
1666170449628,1.7,-0.7,-0.2,2.4,5.9,7.2,29,-38.2,20.4,x
1666170449644.7,1.4,-0.2,0.1,2.3,6.4,7.2,5.1,-11.9,12.4,x
1666170449661.4,1.3,-0.3,0.6,2.1,6.3,7.8,-5,10.9,8.5,x
1666170449678,1.1,-0.5,0.1,2,6.1,7.4,-12.8,29.3,5.6,x
1666170449694.7,0.8,-0.3,-0.1,1.7,6.2,7.2,-20.2,36.7,2.6,x
1666170449711.3,0.7,-0.3,0.1,1.7,6,7.5,-20.8,30.1,-1.5,x
1666170449728,1.5,-0.8,0.5,2.2,5.7,8,-13,21.9,-13,x
1666170449744.7,-0.4,1.2,1.6,0.2,7.6,9,1.2,1.1,-4.4,x
1666170449761.3,0.8,0.2,1,1.5,6.5,8.2,12.5,-12.1,-3.6,x
1666170449778,0.9,0,-0.5,1.6,6.5,7,10.3,-7.3,-5.1,x
1666170449794.7,0.2,0.5,-1.1,0.9,7,6.4,-0.5,1.8,-0.4,x
1666170449812.1,-0.1,0.6,-0.9,0.4,7.1,6.7,-10.5,1.1,6,x
1666170449828.2,-0.7,0.1,0.1,0,6.6,7.5,-11.6,-12,17.4,x
1666170449844.6,0.3,-0.2,0.9,0.7,6.3,8.3,-1.8,-29.7,27.9,x
1666170449861.3,1,-0.2,0.8,2.2,6.3,8.3,14,-37.4,24.6,x
1666170449878,11.2,-0.6,8.9,11.3,6,15.6,66.9,5.2,-27,x
1666170449894.7,2.4,1,-3.4,2.4,8.5,4.2,52,6.5,-37.8,x
1666170449912.8,-0.4,-0.9,-3.2,0.1,5.7,4.3,37.2,9.5,-35,x
1666170449927.9,-1.7,-1.7,-1.7,-1,5.2,5.4,41.5,4,-14.9,x
1666170449944.6,-1.3,-0.9,-2.2,-0.8,6,4.8,44.4,-9.7,-1.2,x
1666170449961.3,-1.2,-1,-2.3,-0.5,6.1,4.6,39.8,-13.9,5.9,x
1666170449978,-0.9,-0.7,-2.3,-0.2,6.3,4.5,27,-9.4,7.4,x
1666170449994.6,-0.6,-0.5,-1.6,0.1,6.6,4.9,11,0.6,4.4,x
1666170450011.6,-0.6,-0.4,-1.1,0.2,6.7,5.8,1.7,6.9,0.5,x
1666170450028.5,-0.9,-0.3,0.4,-0.1,6.8,7,3.8,1.6,-1.8,x
1666170450044.6,-1,-0.1,0.8,-0.2,7,7.4,11.4,-5.3,-2.1,x
1666170450061.3,-0.9,0.1,0.4,-0.1,7.3,7,14.6,-3.4,-0.4,x
1666170450078,-0.5,0.3,0,0.3,7.5,6.6,12.1,2.9,1.2,x
1666170450094.6,-0.3,0.4,0.4,0.4,7.6,6.9,10.7,7.8,4,x
1666170450111.4,-0.3,0.3,0.6,0.4,7.5,7.2,14.4,4.9,7.6,x
1666170450128,-0.2,0.2,0.6,0.8,7.4,6.9,14.4,4.9,7.6,x
1666170450144.6,0.2,-0.1,0,1,7.2,6.4,16.8,-6.7,10,x
1666170450168.3,0.2,-0.2,-0.2,1,7.2,6.4,16.8,-6.7,10,x
1666170450178.1,0.4,-0.2,-0.5,1.3,7.1,5.9,14.3,-8.3,9,x
1666170450194.7,0.5,-0.2,-0.7,1.3,7.2,5.8,7.7,-1.2,4,x
1666170450211.7,0.5,-0.1,-0.5,1.3,7.3,5.9,6,2.9,1.6,x
1666170450228,0.3,-0.1,-0.6,1.1,7.3,5.9,6,2.9,1.6,x
1666170450244.7,0.1,-0.1,-0.3,0.9,7.3,6.2,2.7,6.5,1.4,x
1666170450262.1,0,0,-0.1,0.9,7.3,6.2,2.7,6.5,1.4,x
1666170450278,-0.1,0,0,0.8,7.4,6.4,5.4,0.4,3.9,x
1666170450296.6,-0.2,0.1,-0.1,0.7,7.5,6.3,6.2,-3.6,5.7,x
1666170450311.3,-0.1,0,0,0.8,7.5,6.3,6.5,-7.6,7,x
1666170450328,-0.1,0.1,0,0.8,7.5,6.3,7.8,-9.8,7.3,x
1666170450344.6,0,0,0.1,0.9,7.5,6.5,9.5,-9.9,6.9,x
1666170450361.6,-0.1,0.1,0.3,0.9,7.6,6.6,12.3,-6.6,6.6,x
1666170450389.1,-0.2,0,0.3,0.8,7.6,6.5,16.8,-1.7,7,
1666170450395,-0.2,0,0.3,0.8,7.6,6.5,16.8,-1.7,7,
1666170450413.1,-0.1,0.1,0,0.9,7.7,6.2,16.8,-1.1,7.2,
1666170450428,0,0,-0.2,1.1,7.7,6,15.2,1.1,6.3,
1666170450444.6,0,0.1,-0.2,1.1,7.7,5.9,11.8,5.6,4.5,
1666170450461.2,-0.1,0,-0.2,1,7.7,5.9,8.9,10.6,3.4,
1666170450477.9,-0.1,0,0,0.9,7.7,6.1,7,12.9,3.1,
1666170450494.7,-0.1,0,0.2,0.9,7.7,6.2,7.5,11.8,3.3,
1666170450511.3,-0.1,0,0.2,0.9,7.7,6.2,8.9,10.8,3.5,
1666170450528,-0.1,0,-0.1,0.8,7.7,6,9,9.7,4.1,
1666170450544.6,-0.1,-0.1,-0.1,0.8,7.7,6,8.4,7.2,4.8,
1666170450561.2,0,-0.1,-0.1,1,7.7,6,7.9,5.5,4.8,
1666170450578,0.1,-0.1,-0.2,1.1,7.6,5.8,6.3,4.8,4.1,
1666170450594.8,0.1,-0.1,-0.1,1.1,7.6,5.9,4.8,5.6,3.3,
1666170450611.3,0.2,-0.2,0,1.1,7.6,5.9,4.3,6.2,2.6,
1666170450628,0.1,-0.2,-0.1,1.1,7.5,5.9,4.4,6.6,2.8,
1666170450645.7,0.2,-0.2,-0.2,1.2,7.6,5.7,4.1,6.6,3.2,
1666170450661.6,0.4,-0.1,-0.1,1.3,7.6,5.8,3.9,7.5,3.1,
