time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1666170456497.8,85.4,46.3,9.9,x
1666170456514.4,85.6,46.4,9.7,x
1666170456540.5,86.4,46.7,9,x
1666170456549.2,86.8,46.8,8.7,x
1666170456564.9,87.2,46.9,8.3,x
1666170456581.1,88,47.1,7.4,x
1666170456597.8,88.7,47.3,6.5,x
1666170456614.7,89.1,47.4,6.2,x
1666170456631.1,89.7,47.6,5.5,x
1666170456647.8,90.2,47.7,5,x
1666170456664.4,90.4,47.8,4.7,x
1666170456681.1,90.8,47.8,4.3,x
1666170456700,91,47.8,4,x
1666170456714.7,91.3,47.8,3.6,x
1666170456731.1,91.5,47.8,3.3,x
1666170456747.7,91.7,47.9,3.1,x
1666170456764.5,91.8,47.9,3.1,x
1666170456797.8,92.2,48.3,3.1,x
1666170456816,92.4,48.5,2.9,x
1666170456831.1,92.4,48.5,2.8,x
1666170456847.8,92.4,48.5,2.7,x
1666170456864.4,92.3,48.4,2.8,x
1666170456881.1,92.1,48.1,3.1,x
1666170456897.9,91.9,47.5,3.3,x
1666170456914.5,91.8,47.2,3.4,x
1666170456931.1,91.7,46.5,3.6,x
1666170456947.8,91.8,46.1,3.7,x
1666170456964.8,91.8,46,3.7,x
1666170456981.1,92.1,46,3.8,x
1666170456997.8,92.6,46.1,3.7,x
1666170457031.2,93.2,46.2,3.3,x
1666170457047.7,94.1,46.3,2.6,x
1666170457065,94.5,46.3,2.3,x
1666170457081.3,95.1,46.5,1.8,x
1666170457098.4,95.5,46.5,1.6,x
1666170457114.5,95.8,46.6,1.4,x
1666170457131.1,96.3,46.6,1,x
1666170457147.8,96.4,46.5,0.9,x
1666170457164.4,96.4,46.4,1.1,x
1666170457197.9,96.4,45.9,1.3,x
1666170457214.5,96.4,45.8,1.3,x
1666170457247.8,96.5,45.7,1.1,x
1666170457264.4,96.3,45.9,1.1,x
1666170457281.7,96.2,45.9,1.2,x
1666170457297.8,95.6,45.9,1.7,x
1666170457314.8,95.4,45.8,1.9,x
1666170457331.8,95.2,45.6,2.1,x
1666170457348.6,94.7,45.2,2.4,x
1666170457364.4,94.4,44.9,2.6,x
1666170457381.1,94.2,44.9,2.8,x
1666170457397.8,94.3,45,2.9,x
1666170457431.1,94.8,45.2,2.6,x
1666170457447.8,95.4,45.3,2.1,x
1666170457476.8,95.9,45.4,1.5,x
1666170457497.7,96.3,45.5,1.1,x
1666170457531,96.4,45.3,1.1,x
1666170457547.8,96.4,45.1,1.1,x
1666170457564.4,96.4,45,1.1,x
1666170457581.1,96.5,45,1.2,x
1666170457597.9,96.6,45.2,1.4,x
1666170457614.7,96.7,45.3,1.4,x
1666170457631.1,96.9,45.6,1.4,x
1666170457647.8,97,45.7,1.4,x
1666170457664.4,97.2,45.9,1.4,x
1666170457681.1,97.3,46.1,1.4,x
1666170457697.7,97.5,46.2,1.3,x
1666170457714.5,97.6,46.2,1.2,x
1666170457731.3,97.7,46.3,1.1,x
1666170457747.7,97.8,46.4,1,x
1666170457789.2,97.7,46.7,1,x
1666170457814.4,97.6,46.9,1,x
1666170457831,97.5,47.1,1,x
1666170457847.7,97.2,47.3,1.1,x
1666170457864.6,97.1,47.4,1.3,x
1666170457881.1,96.7,47.5,1.6,x
1666170457897.9,96.5,47.5,1.8,x
1666170457914.3,96,47.5,2.1,x
1666170457931.1,92.7,44.8,6,x
1666170457947.8,92,45.1,6.9,x
1666170457964.8,91.6,45.4,7.5,x
1666170457981,90.9,46,8.5,x
1666170457998.2,90.8,46.3,8.6,x
1666170458014.5,91.1,46.7,8.2,x
1666170458031,91.4,46.9,7.8,x
1666170458057.7,91.7,47.2,7.5,x
1666170458065.9,92.4,47.8,6.9,x
1666170458081.1,93.2,48.5,6,x
1666170458097.8,93.5,48.7,5.7,x
1666170458114.4,93.5,48.6,5.7,x
1666170458131.1,93.6,48.2,5.5,x
1666170458147.7,93.8,47.8,5.2,x
1666170458164.3,94,47.6,4.9,x
1666170458181.1,94.4,47.4,4.5,x
1666170458197.8,94.8,47.4,4.1,x
1666170458214.3,95,47.4,3.9,x
1666170458231,95.6,47.3,3.1,x
1666170458264.4,96.2,46.9,2.1,x
1666170458285.2,96.3,46.8,1.9,x
1666170458297.8,96.3,46.6,2.1,x
1666170458314.5,96.3,46.5,2.1,x
1666170458333.4,96.5,46.3,2,x
1666170458347.8,96.7,46.1,1.8,x
1666170458364.4,96.8,46.1,1.8,x
1666170458390.9,97.2,46.2,1.6,x
1666170458400,97.4,46.3,1.4,x
1666170458414.4,97.6,46.5,1.2,x
1666170458431,98.3,46.8,0.5,x
1666170458447.8,98.6,47.1,0.2,x
1666170458464.3,99.1,47.5,-0.3,x
1666170458481,99.5,47.8,-0.7,x
1666170458497.7,99.6,47.8,-0.9,x
1666170458531,99.6,47.6,-0.8,x
1666170458547.7,99.6,47.5,-0.8,x
1666170458564.3,99.6,47.3,-0.8,x
1666170458581.4,99.6,47.1,-0.8,x
1666170458614.3,100,47,-1.2,x
1666170458640.1,100.6,46.7,-1.9,x
1666170458648,100.8,46.6,-2.2,x
1666170458665.1,101.1,46.5,-2.5,x
1666170458681,101.5,46.4,-3.1,x
1666170458697.7,101.7,46.3,-3.4,x
1666170458714.3,102.1,46.2,-3.8,x
1666170458731.1,102.5,46.2,-4.1,x
1666170458747.9,102.6,46.3,-4.2,x
1666170458764.3,102.9,46.5,-4.2,x
1666170458781,103.1,46.9,-4.1,x
1666170458797.8,103.2,47.2,-4,x
1666170458814.4,103.4,47.5,-3.9,x
1666170458831.1,103.5,47.5,-3.8,x
1666170458847.7,103.5,47.5,-3.7,x
1666170458864.6,103.5,47.3,-3.7,x
1666170458882.1,103.4,46.8,-3.7,x
1666170458897.7,103.4,46.2,-3.7,x
1666170458914.3,103.4,45.9,-3.6,x
1666170458931.7,103.5,45.8,-3.5,x
1666170458947.9,103.6,45.7,-3.2,x
1666170458964.3,103.7,45.4,-3.1,x
1666170458981.1,103.8,44.7,-3.4,x
1666170458997.7,103.7,44.3,-3.6,x
1666170459015.6,103.6,43.8,-3.8,x
1666170459031.4,103.3,43.1,-3.8,x
1666170459048.2,103.2,43.2,-3.5,x
1666170459064.9,103.3,43.5,-3.2,x
1666170459081.1,103.9,45.4,-2.4,x
1666170459097.8,104.3,46.2,-2.4,x
1666170459131,105.6,48.3,-3.5,x
1666170459147.7,105.7,48.5,-3.9,x
1666170459182,105.2,48.1,-4.3,x
1666170459197.7,104.8,47.8,-4.2,x
1666170459214.4,103.7,47.1,-3,x
1666170459231.1,103.4,47,-2.7,x
1666170459248.4,103.1,47,-2,x
1666170459268,103,47.2,-1.8,x
1666170459281.2,102.8,47.6,-1.6,x
1666170459297.6,102.7,47.8,-1.6,x
1666170459314.4,102.6,47.7,-1.7,x
1666170459344.5,102.4,47.4,-1.7,x
1666170459364.3,102,46.9,-1.3,x
1666170459381.1,101.8,46.8,-1.1,x
1666170459414.4,101.9,46.9,-1.3,x
1666170459431,102,47,-1.6,x
1666170459447.9,102,47.1,-1.8,x
1666170459464.3,101.9,47.1,-1.9,x
1666170459481,101.6,47,-1.9,x
1666170459497.8,101.5,47,-1.9,x
1666170459514.4,101.2,47.1,-1.6,x
1666170459531,101,47.3,-1.2,x
1666170459547.7,100.9,47.4,-1,x
1666170459564.3,100.6,47.8,-0.6,x
1666170459581.1,100.4,48.1,-0.3,x
1666170459597.7,100.3,48.2,-0.1,x
1666170459614.5,100.2,48.5,0.1,x
1666170459631,100,48.7,0.3,x
1666170459664.3,99.9,48.8,0.3,x
1666170459681,99.8,48.9,0.3,x
1666170459698.4,99.8,48.8,0.1,x
1666170459714.3,99.6,48.8,-0.1,x
1666170459735.2,99.4,48.7,-0.2,x
1666170459747.7,99.3,48.7,-0.3,x
1666170459764.3,99.1,48.6,-0.3,x
1666170459780.9,99,48.5,-0.3,x
1666170459797.9,99,48.6,-0.4,x
1666170459831,99.1,48.7,-0.8,x
1666170459847.6,99.1,48.8,-0.9,x
1666170459864.3,99.3,48.9,-1.2,x
1666170459881,99.5,49,-1.6,x
1666170459898.6,99.6,49,-1.8,x
1666170459914.4,99.7,49.1,-2.1,x
1666170459931,99.6,49.2,-2.2,x
1666170459949.2,99.6,49.3,-2.2,x
1666170459964.3,99.5,49.3,-2.2,x
1666170459981.1,99.3,49.3,-1.9,x
1666170459997.6,99.1,49.3,-1.7,x
1666170460014.3,99,49.3,-1.5,x
1666170460031,98.9,49.4,-1.4,x
1666170460064.3,99.2,49.4,-1.7,x
1666170460081,99.3,49.4,-1.9,x
1666170460097.7,99.7,49.4,-2.3,x
1666170460114.3,99.9,49.5,-2.6,x
1666170460131.4,100.1,49.5,-2.9,x
1666170460164.3,100.3,49.3,-3,x
1666170460181,100.4,49,-3.2,x
1666170460198.3,100.5,48.8,-3.3,x
1666170460214.4,100.6,48.3,-3.5,x
1666170460231,100.6,48.2,-3.5,x
1666170460248.3,100.6,48.1,-3.5,x
1666170460277.7,100.7,48.2,-3.4,x
1666170460297.5,100.8,48.4,-3.4,x
1666170460364.3,100.8,48.7,-3.3,x
1666170460381,100.7,48.8,-3.1,x
1666170460397.7,100.6,48.9,-3,x
1666170460414.3,100.3,49,-2.8,x
1666170460431,100,49,-2.5,x
1666170460464.3,99.7,48.8,-2.3,x
1666170460481,99.5,48.6,-2.2,x
1666170460514.3,99.6,48.7,-2.4,x
1666170460531,99.7,48.8,-2.5,x
1666170460547.6,99.8,48.9,-2.7,x
1666170460564.8,99.9,48.8,-2.9,x
1666170460581,100,48.7,-3,x
1666170460597.6,100.2,48.5,-3.1,x
1666170460614.3,100.3,48.4,-3.2,x
1666170460631,100.4,48.3,-3.4,x
1666170460647.6,100.5,48.3,-3.6,x
1666170460664.2,100.6,48.1,-4,x
1666170460680.9,100.6,48,-4.1,x
1666170460697.6,100.7,47.7,-4.3,x
1666170460714.3,100.7,47.6,-4.2,x
1666170460731.3,100.6,47.7,-3.8,x
1666170460747.5,100.6,47.8,-3.5,x
1666170460765,100.5,48,-3.3,x
1666170460781.1,100.4,48.1,-3,x
1666170460797.6,100.2,48,-2.8,x
1666170460814.3,100.2,47.6,-3.2,x
1666170460831,100.2,47.4,-3.4,x
1666170460847.6,100.1,47.2,-3.7,x
1666170460864.3,100.1,47,-3.9,x
1666170460897.7,100,46.9,-4.2,x
1666170460914.3,100,46.9,-4.4,x
1666170460930.9,100,47.1,-4.5,x
1666170460948,100,47.3,-4.4,x
1666170460965.1,100.1,47.7,-4.1,x
1666170460981.8,100.1,47.9,-4,x
1666170461023.4,100.2,48.1,-3.9,x
1666170461031,100.3,48,-4.1,x
1666170461048.3,100.2,47.9,-4.3,x
1666170461064.3,100.1,47.5,-4.4,x
1666170461081.1,99.8,47.1,-4.4,x
1666170461097.6,99.6,46.9,-4.1,x
1666170461114.4,99.4,46.8,-3.8,x
1666170461131.5,99.4,46.8,-3.7,x
1666170461147.9,99.6,46.8,-3.6,x
1666170461164.3,99.7,46.9,-3.7,x
1666170461192.8,99.8,46.9,-3.9,x
1666170461214.2,99.9,46.8,-4.2,x
1666170461247.6,99.7,46.7,-4.1,x
1666170461264.3,99.6,46.6,-4,x
1666170461280.9,99.5,46.5,-4,x
1666170461314.3,99.3,46.5,-3.9,x
1666170461364.2,99.2,46.5,-4.1,x
1666170461381.4,99.2,46.4,-4.3,x
1666170461397.6,99.2,46.1,-4.7,x
1666170461414.3,99.1,45.8,-5,x
1666170461431,99.1,45.7,-5,x
1666170461447.7,98.9,45.5,-4.9,x
1666170461464.2,98.7,45.4,-4.8,x
1666170461481.1,98.6,45.3,-4.7,x
1666170461497.8,98.7,45.1,-4.9,x
1666170461514.3,98.8,44.9,-5.2,x
1666170461530.9,98.8,44.9,-5.3,x
1666170461547.9,98.8,44.8,-5.4,x
1666170461564.3,98.5,44.7,-5.3,x
1666170461582.6,98.1,44.5,-5,x
1666170461597.6,97.9,44.3,-4.7,x
1666170461614.3,97.7,44.2,-4.5,x
1666170461631.3,97.4,43.8,-4.2,x
1666170461647.8,97.5,43.5,-4.1,x
1666170461664.2,97.6,43.3,-4.2,x
1666170461681.5,97.7,43.2,-4.2,x
1666170461698.2,97.6,43.2,-4,x
1666170461714.4,97.2,43,-3.5,x
1666170461731,96.9,42.9,-3.2,x
1666170461747.5,96.6,42.5,-2.7,x
1666170461774.5,96.5,41.9,-2.7,x
1666170461780.8,96.4,41.7,-2.6,x
1666170461797.5,96.1,41.4,-2.5,x
1666170461814.2,95.7,41.2,-2.3,x
1666170461831.7,95.6,41.1,-2.1,x
1666170461847.6,95.5,41.1,-2.1,x
1666170461864.3,95.4,41,-2.1,x
1666170461897.6,95.4,41,-2,x
1666170461914.2,95.5,41.3,-2,x
1666170461931.2,95.6,41.4,-2,x
1666170461964.2,95.5,41.6,-2.1,x
1666170461980.9,95.3,41.4,-2.2,x
1666170461997.6,94.9,41.1,-2.2,x
1666170462014.2,94.7,40.9,-2.1,x
1666170462030.9,94.4,40.6,-1.9,x
1666170462047.6,94.2,40.4,-1.5,x
1666170462064.3,94.1,40.3,-1.1,x
1666170462080.9,94.1,40.3,-0.9,x
1666170462097.6,94.1,40.5,-0.6,x
1666170462114.3,94,40.5,-0.4,x
1666170462139.2,93.8,40.7,-0.1,x
1666170462148.7,93.6,40.7,0,x
1666170462164.4,93.3,40.8,0.1,x
1666170462181.1,93.1,40.8,0.1,x
1666170462197.7,92.7,40.9,0.2,x
1666170462214.5,92.2,41.1,0.5,x
1666170462231.1,92,41.2,0.6,x
1666170462247.5,91.6,41.6,0.8,x
1666170462264.3,91.3,42,1.1,x
1666170462280.9,91.1,42.2,1.1,x
1666170462297.5,90.9,42.5,1.3,x
1666170462314.3,90.7,42.8,1.5,x
1666170462330.9,90.6,42.9,1.5,x
1666170462347.6,90.4,43.1,1.5,x
1666170462364.2,90.2,43.2,1.5,x
1666170462381.1,90,43.3,1.5,x
1666170462398.3,89.6,43.3,1.5,x
1666170462414.2,89.4,43.3,1.6,x
1666170462430.9,88.8,43.4,1.8,x
1666170462447.6,88.3,43.3,1.9,x
1666170462464.2,88.1,43.3,2,x
1666170462480.9,87.6,43.4,1.9,x
1666170462514.3,87.4,43.5,1.9,x
1666170462530.9,87,44.1,1.6,x
1666170462547.5,86.8,44.7,1.3,x
1666170462564.4,86.5,45.1,1.1,x
1666170462580.9,86.1,45.4,0.9,x
1666170462599.7,85.7,45.4,0.8,x
1666170462614.1,85.3,45.3,0.8,x
1666170462630.9,85.1,45.2,0.8,x
1666170462647.5,84.7,45.2,0.9,x
1666170462664.2,84.4,45.1,1.1,x
1666170462697.5,84.1,45,1.1,x
1666170462714.2,84,45,0.9,x
1666170462730.8,83.8,45,0.8,x
1666170462747.6,83.7,44.9,0.6,x
1666170462764.2,83.2,44.9,0.2,x
1666170462781.1,83.1,45,0.1,x
1666170462797.5,82.7,45.2,-0.1,x
1666170462814.2,82.6,45.3,-0.1,x
1666170462830.9,82.2,45.5,-0.2,x
1666170462847.5,81.5,45.5,0,x
1666170462864.2,80.6,45.1,0.3,x
1666170462897.7,79.5,45,0.6,x
1666170462930.9,78.5,45.3,0.7,x
1666170462947.5,78.3,45.4,0.7,x
1666170462964.1,77.7,45.6,0.7,x
1666170462980.9,77.1,45.7,0.7,x
1666170462997.5,76.6,45.7,0.9,x
1666170463014.2,76.3,45.7,1,x
1666170463033.9,76,45.7,1.1,x
1666170463048.3,75.5,45.7,1.3,x
1666170463096.3,74.9,45.6,1.4,x
1666170463114.1,74.2,45.4,1.4,x
1666170463130.8,73.7,45,1.4,x
1666170463147.5,73.3,44.7,1.5,x
1666170463164.2,73,44.5,1.6,x
1666170463180.8,72.5,44.3,1.8,x
1666170463197.6,71.9,44.2,2,x
1666170463214.2,71.4,44.1,2.2,x
1666170463230.8,71.1,44.1,2.3,x
1666170463247.5,70.6,43.9,2.4,x
1666170463264.2,70.3,43.9,2.5,x
1666170463281,69.7,43.8,2.5,x
1666170463297.5,69.1,43.7,2.5,x
1666170463314.2,68.6,43.7,2.5,x
1666170463330.8,68.3,43.7,2.5,x
1666170463347.5,67.6,43.7,2.7,x
1666170463364.8,67.1,43.7,2.8,x
1666170463380.9,66.6,43.7,3,x
1666170463397.5,66.1,43.6,3.2,x
1666170463414.2,64.3,43.4,4,x
1666170463447.7,61.9,42.7,5.2,x
1666170463480.9,60.3,42.3,5.9,x
1666170463497.5,59.8,42.2,6.1,x
1666170463522,58.4,42,6.8,x
1666170463530.8,58,41.8,7,x
1666170463547.5,57.4,41.2,7.4,x
1666170463564.2,57.2,40.9,7.5,x
1666170463580.9,56.9,40.6,7.7,x
1666170463597.5,56.8,40.4,7.7,x
1666170463614.2,56.7,40.4,7.8,x
1666170463630.8,56.7,40.4,7.7,x
1666170463664.2,56.7,40.6,7.5,x
1666170463680.8,56.7,40.6,7.3,x
1666170463697.5,56.6,40.7,7.3,x
1666170463730.8,56.4,40.4,7.4,x
1666170463747.5,56.3,40,7.6,x
1666170463764.3,56.2,39.8,7.8,x
1666170463780.9,56,39.4,8.1,x
1666170463797.6,55.7,38.1,8.9,x
1666170463814.3,55.6,37.5,9.1,x
1666170463830.9,55.6,36.5,9.4,x
1666170463847.5,55.5,35.5,9.4,x
1666170463864.2,55.5,35.2,9.4,x
1666170463880.8,55.3,34.7,9.2,x
1666170463897.5,55.2,34.5,8.8,x
1666170463914.9,55.2,34.5,8.6,x
1666170463930.8,55.1,34.4,8.3,x
1666170463964.2,54.9,34,7.8,x
1666170463980.9,54.8,33.9,7.7,x
1666170464009,54.6,33.9,7.5,x
1666170464030.8,54.2,34.2,7.1,x
1666170464047.5,53.8,34.4,6.9,x
1666170464064.1,53.6,34.5,6.8,x
1666170464080.8,53.1,34.6,6.9,x
1666170464097.5,52.5,34.6,7.2,x
1666170464114.1,52.1,34.4,7.4,x
1666170464130.8,51.5,33.8,7.8,x
1666170464147.5,50.9,33,8,x
1666170464164.1,50.7,32.5,8.1,x
1666170464180.9,50.4,31.8,8.1,x
1666170464197.5,50.1,31.3,8.2,x
1666170464214.9,50.1,31.1,8.2,x
1666170464230.8,50,30.8,8.2,x
1666170464247.5,50.1,30.5,8.3,x
1666170464280.8,50.4,30.2,8.4,x
1666170464297.4,50.8,30,8.4,x
1666170464314.2,51,30.1,8.3,x
1666170464330.9,51.6,30.3,8.1,x
1666170464347.5,52.2,30.7,7.7,x
1666170464364.4,52.6,30.9,7.4,x
1666170464380.7,53.2,31.3,6.8,x
1666170464397.5,53.8,31.7,6.3,x
1666170464414.1,54,32,6.1,x
1666170464430.8,54.1,32.2,6,x
1666170464447.5,54.6,32.8,6,x
1666170464481.1,54.9,33.3,6.1,x
1666170464497.6,55,34.2,6.3,x
1666170464514.1,55.1,34.5,6.4,x
1666170464530.8,55.1,35.2,6.5,x
1666170464551.7,55.1,36,6.6,x
1666170464564.7,55,36.3,6.7,x
1666170464580.8,55,36.8,6.9,x
1666170464597.4,54.9,37,7.1,x
1666170464614.7,54.9,37.1,7.2,x
1666170464630.8,55,37.1,7.3,x
1666170464647.5,55.1,37,7.4,x
1666170464664.1,55.2,36.9,7.4,x
1666170464680.8,55.6,36.6,7.4,x
1666170464697.5,56.1,36.5,7.3,x
1666170464714.1,56.3,36.5,7.3,x
1666170464730.9,56.6,36.5,7.2,x
1666170464750.2,56.8,36.5,7.1,x
1666170464764.2,57.7,36.5,6.8,x
1666170464780.8,58.1,36.5,6.7,x
1666170464797.5,58.7,36.6,6.7,x
1666170464823.1,59.7,36.9,6.8,x
1666170464833.5,60,37,6.9,x
1666170464847.4,60.7,37.4,6.9,x
1666170464864.1,61,37.5,6.9,x
1666170464880.8,61.7,37.9,7,x
1666170464897.5,62.4,38.2,7,x
1666170464914.1,62.7,38.3,7.1,x
1666170464930.8,63.1,38.5,7.1,x
1666170464956.3,64.1,39,7.2,x
1666170464964.1,64.5,39,7.3,x
1666170464980.8,65.3,39.1,7.5,x
1666170464997.4,66.3,39.2,7.7,x
1666170465014.1,66.8,39.2,7.8,x
1666170465030.7,67.8,39.3,8.1,x
1666170465047.5,68.4,39.3,8.2,x
1666170465064,69.5,39.2,8.5,x
1666170465080.7,70.6,39.1,8.7,x
1666170465097.4,71.9,38.8,8.9,x
1666170465114.1,72.6,38.7,9,x
1666170465130.9,74.1,38.4,9,x
1666170465147.5,74.9,38.2,9,x
1666170465164.2,76.5,37.9,8.8,x
1666170465180.8,78.4,37.7,8.4,x
1666170465197.8,79.2,37.6,8.3,x
1666170465214.1,80.9,37.4,8.1,x
1666170465230.7,82.6,37.2,7.9,x
1666170465265.3,84.3,37.1,7.7,x
1666170465280.9,86.6,37.2,7.6,x
1666170465314.2,88,37.3,7.6,x
1666170465330.7,90,37.5,7.8,x
1666170465347.5,90.7,37.5,7.8,x
1666170465364.2,92,37.7,8,x
1666170465380.8,93.2,37.8,8.1,x
1666170465397.4,93.8,37.8,8.2,x
1666170465414.1,95.1,37.8,8.3,x
1666170465430.9,96.4,37.7,8.2,x
1666170465447.5,97.7,37.6,8.1,x
1666170465467,98.4,37.6,8.1,x
1666170465480.7,99.8,37.6,8.1,x
1666170465497.5,100.5,37.6,8,x
1666170465514,102,37.7,7.9,x
1666170465530.9,103.4,37.8,7.8,x
1666170465547.4,104,37.8,7.7,x
1666170465564.1,105.4,37.8,7.6,x
1666170465581,106.6,37.6,7.6,x
1666170465597.5,107.8,37.5,7.7,x
1666170465614.1,108.3,37.4,7.7,x
1666170465630.8,108.9,37.4,7.8,x
1666170465647.4,110.1,37.2,7.8,x
1666170465664.1,111.1,37,7.9,x
1666170465680.8,111.7,36.9,8,x
1666170465697.7,112.7,36.7,8.1,x
1666170465714.1,113.9,36.5,8.1,x
1666170465731.5,114.4,36.5,8.2,x
1666170465748.5,115,36.5,8.2,x
1666170465764.1,116.7,36.7,8.3,x
1666170465780.8,117.4,36.8,8.3,x
1666170465797.4,118.6,37,8.2,x
1666170465814.1,119.9,37.3,8.1,x
1666170465830.7,120.5,37.4,8.1,x
1666170465847.5,121.7,37.5,7.9,x
1666170465869.3,122.3,37.5,7.7,x
1666170465897.1,124.6,37.4,7.3,x
1666170465914,125.7,37.4,7.1,x
1666170465930.7,126.9,37.4,6.8,x
1666170465947.4,127.5,37.4,6.6,x
1666170465964.1,128.5,37.5,6.3,x
1666170465980.7,129.5,37.6,6.2,x
1666170465997.5,130,37.6,6.1,x
1666170466014.1,130.9,37.6,5.8,x
1666170466030.7,131.8,37.6,5.6,x
1666170466047.4,132.2,37.7,5.5,x
1666170466064.1,133,37.8,5.3,x
1666170466080.8,133.7,38,5.2,x
1666170466097.4,134,38.1,5.1,x
1666170466114.7,134.3,38.2,5,x
1666170466130.7,135.3,38.5,4.7,x
1666170466147.6,135.6,38.6,4.5,x
1666170466164.1,136.2,38.8,4.2,x
1666170466180.8,136.6,39.1,4,x
1666170466197.4,136.7,39.2,4,x
1666170466214.1,136.9,39.4,3.9,x
1666170466230.7,137.2,39.8,3.8,x
1666170466265,137.2,39.9,3.8,x
1666170466280.7,137,39.8,4,x
1666170466297.4,136.8,39.6,4.1,x
1666170466314.1,136.6,39.5,4.3,x
1666170466330.7,136.4,39.4,4.4,x
1666170466364.1,136.2,39.3,4.6,x
1666170466387.8,136.1,39.1,4.6,x
1666170466414.1,136,39,4.7,x
1666170466447.4,135.8,39.1,4.7,x
1666170466464.4,135.8,39.1,4.8,x
1666170466480.8,135.7,39.4,4.7,x
1666170466514.1,135.6,39.6,4.6,x
1666170466530.8,135.3,39.5,4.7,x
1666170466547.4,135.1,39.5,4.7,x
1666170466564.1,134.9,39.4,4.9,x
1666170466581.5,134.4,39.2,5.1,x
1666170466597.4,133.9,39.1,5.4,x
1666170466614.9,133.7,39.1,5.6,x
1666170466631.4,133.1,39.2,6.1,x
1666170466647.4,132.9,39.3,6.2,x
1666170466664.1,132.1,39.5,6.8,x
1666170466680.7,131.8,39.5,7,x
1666170466698.4,131.5,39.5,7.2,x
1666170466714.1,130.5,39.2,8,x
1666170466730.8,130,39,8.4,x
1666170466747.4,129.8,38.9,8.5,x
1666170466780.7,129.5,38.6,8.7,x
1666170466827,129.4,38.4,8.7,x
1666170466831.5,129.4,38.3,8.7,x
1666170466864,129.6,38.3,8.7,x
1666170466880.7,129.7,38.4,8.7,x
1666170466914,129.9,38.7,8.9,x
1666170466931.3,130,38.9,9,x
1666170466964.1,130.4,39.1,9,x
1666170466980.7,130.6,39.1,8.9,x
1666170466997.4,130.7,39.1,8.9,x
1666170467014.1,130.9,39.1,8.8,x
1666170467047.4,131.3,39.2,8.5,x
1666170467064.1,131.5,39.2,8.4,x
1666170467080.7,131.7,39.2,8.3,x
1666170467114.1,131.9,39.2,8.3,x
1666170467147.4,132.2,39.2,8.3,x
1666170467180.7,132.4,39.1,8.2,x
1666170467215,132.6,38.9,8.1,x
1666170467230.9,132.7,38.7,8.1,x
1666170467247.4,132.8,38.6,8,x
1666170467264,133.2,38.1,7.6,x
1666170467280.7,133.3,37.9,7.5,x
1666170467297.4,133.5,37.5,7.2,x
1666170467314,133.8,37.2,6.9,x
1666170467331.1,134,37.1,6.7,x
1666170467347.4,134.3,36.9,6.5,x
1666170467380.7,134.5,36.7,6.5,x
1666170467397.4,134.8,36.6,6.3,x
1666170467416.8,135.1,36.6,6.1,x
1666170467430.7,135.3,36.7,5.9,x
1666170467464.1,135.5,36.8,5.7,x
1666170467480.7,135.6,36.9,5.3,x
1666170467497.5,135.7,37,4.6,x
1666170467514.3,136.1,36.9,3.6,x
