time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1653397932395,14.5,23.5,1.8,x
1653397932428.1,14.4,23.6,1.7,x
1653397932444.8,14.3,23.6,1.6,x
1653397932478.2,14.1,23.6,1.4,x
1653397932494.6,13.9,23.6,1.2,x
1653397932528.2,13.6,23.6,1.1,x
1653397932545.2,13.5,23.6,1.1,x
1653397932561.5,13.5,23.5,1.1,x
1653397932578.1,13.5,23.5,1,x
1653397932628.2,13.5,23.4,1.1,x
1653397932644.5,13.7,23.3,1.2,x
1653397932678.2,13.9,23.1,1.2,x
1653397932694.9,13.9,23,1.3,x
1653397932728.2,13.9,22.7,1.4,x
1653397932758.4,13.9,22.5,1.4,x
1653397932778,13.9,22.3,1.5,x
1653397932795.2,13.9,22.2,1.6,x
1653397932811.4,14,22.1,1.6,x
1653397932828.2,13.9,22,1.6,x
1653397932914.5,13.6,22.2,1.6,x
1653397932927.9,13.5,22.3,1.6,x
1653397932944.5,13.4,22.4,1.7,x
1653397932994.6,13.3,22.6,1.7,x
1653397933041.4,13.4,22.7,1.6,x
1653397933061.1,13.6,22.9,1.6,x
1653397933094.7,13.7,23,1.5,x
1653397933144.6,13.7,23.1,1.4,x
1653397933161.9,13.8,23,1.4,x
1653397933194.4,13.8,23.1,1.4,x
1653397933211.1,13.8,23.2,1.4,x
1653397933278,13.7,23.5,1.6,x
1653397933301.4,13.7,23.7,1.7,x
1653397933327.9,13.9,23.8,1.7,x
1653397933344.5,13.9,23.9,1.6,x
1653397933361.6,13.9,24.1,1.6,x
1653397933394.6,14,24.3,1.6,x
1653397933411.7,14.3,24.4,1.4,x
1653397933428.8,14.4,24.5,1.3,x
1653397933445.2,14.6,24.5,1,x
1653397933461.2,14.7,24.5,0.8,x
1653397933494.6,14.6,24.6,0.8,x
1653397933561.3,14.6,24.5,0.8,x
1653397933594.6,14.6,24.3,0.8,x
1653397933611.3,14.5,24.2,0.8,x
1653397933628.4,14.4,24.1,0.9,x
1653397933678,14.2,24.1,1,x
1653397933694.5,14.1,24.1,1.1,x
1653397933728.1,14.1,24.1,1,x
1653397933745.3,14.1,24.2,1,x
1653397933794.9,14.1,24.1,0.9,x
1653397933844.9,14.3,24.2,0.8,x
1653397933878.1,14.4,24.4,0.7,x
1653397933894.6,14.4,24.6,0.6,x
1653397933911.1,14.4,24.7,0.6,x
1653397933944.5,14.2,24.9,0.7,x
1653397933974.4,14.1,24.8,0.8,x
1653397934011.3,14,24.8,0.9,x
1653397934078.3,13.8,24.6,1,x
1653397934094.8,13.8,24.5,1,x
1653397934144.4,13.8,24.3,0.8,x
1653397934261.2,14,24.3,0.7,x
1653397934311.4,14.1,24.3,0.6,x
1653397934344.5,14.1,24.4,0.5,x
1653397934362.1,14.1,24.5,0.3,x
1653397934377.9,14.1,24.6,0.3,x
1653397934394.4,14.1,24.6,0.2,x
1653397934411,14,24.6,0.1,x
1653397934428.3,14,24.7,0.1,x
1653397934444.5,13.9,24.8,0,x
1653397934462.1,13.8,24.9,0,x
1653397934511.2,13.6,24.9,0,x
1653397934594.5,13.6,25.1,0,x
1653397934611.1,13.7,25.1,0.1,x
1653397934677.8,13.8,25.1,0.2,x
1653397934694.5,13.9,25,0.3,x
1653397934728,13.9,25,0.5,x
1653397934745.4,13.8,25,0.6,x
1653397934794.8,13.8,24.8,0.7,x
1653397934861.2,13.6,24.7,0.8,x
1653397934895.5,13.4,24.7,0.9,x
1653397934944.9,13.3,24.6,0.7,x
1653397935011.4,13.2,24.6,0.5,x
1653397935028.1,13.2,24.5,0.5,x
1653397935044.9,13.3,24.4,0.6,x
1653397935078.6,13.3,24.3,0.7,x
1653397935128.3,13.4,24.4,0.7,x
1653397935161,13.4,24.7,0.7,x
1653397935200.6,13.5,24.9,0.6,x
1653397935244.4,13.4,25.1,0.6,x
1653397935277.8,13.4,25.1,0.5,x
1653397935327.7,13.3,25.1,0.6,x
1653397935361,13.1,25.1,0.6,x
1653397935394.4,13,25.1,0.7,x
1653397935427.8,13.1,25.1,0.7,x
1653397935461.1,13.1,25.2,0.6,x
1653397935478.5,13,25.2,0.6,x
1653397935494.4,12.9,25.3,0.5,x
1653397935529.4,12.8,25.4,0.4,x
1653397935612.3,12.6,25.5,0.4,x
1653397935677.9,12.6,25.4,0.6,x
1653397935694.3,12.7,25.3,0.7,x
1653397935777.8,12.9,25.2,0.8,x
1653397935912,12.9,25.4,0.7,x
1653397936010.9,13.1,25.4,0.5,x
1653397936044.4,13.1,25.4,0.3,x
1653397936061.1,13,25.5,0.2,x
1653397936094.3,13,25.5,0.1,x
1653397936111.1,13,25.6,0.1,x
1653397936177.8,12.9,25.6,0.2,x
1653397936211.1,12.9,25.5,0.2,x
1653397936244.3,12.8,25.4,0.1,x
1653397936261,12.9,25.2,-0.1,x
1653397936277.9,12.9,25,-0.3,x
1653397936294.3,13,24.8,-0.5,x
1653397936311,13,24.7,-0.6,x
1653397936344.4,13,24.9,-0.5,x
1653397936365.6,13,25.1,-0.5,x
1653397936477.9,13.1,25.1,-0.4,x
1653397936494.4,13,25.1,-0.3,x
1653397936527.7,13,25,-0.3,x
1653397936544.2,13,25,-0.2,x
1653397936560.8,13,25,-0.3,x
1653397936728.3,12.9,25,-0.2,x
1653397936744.5,12.9,25.1,-0.1,x
1653397936774.1,12.8,25.1,0,x
1653397936794.3,12.8,25.1,0.1,x
1653397936811,12.8,25.2,0.1,x
1653397936844.5,12.9,25.3,0.2,x
1653397936878.5,13,25.3,0.1,x
1653397936894.3,13.1,25.3,0.1,x
1653397936911.1,13.2,25.2,0,x
1653397936944.2,13.4,25.1,-0.2,x
1653397936960.9,13.4,25,-0.3,x
1653397937027.8,13.5,24.8,-0.4,x
1653397937110.9,13.4,24.9,-0.2,x
1653397937161.3,13.4,25,-0.1,x
1653397937211.2,13.5,24.9,-0.2,x
1653397937244.3,13.5,24.8,-0.2,x
1653397937261,13.6,24.8,-0.2,x
1653397937344.5,13.6,24.7,-0.1,x
1653397937377.9,13.6,24.8,0,x
1653397937410.9,13.7,24.9,0.1,x
1653397937444.5,13.8,24.9,0,x
1653397937477.7,13.9,24.9,-0.1,x
1653397937511,14,24.9,-0.2,x
1653397937544.4,14.1,24.9,-0.3,x
1653397937594.5,14.2,24.8,-0.5,x
1653397937611.2,14.2,24.9,-0.5,x
1653397937728,14.2,25,-0.3,x
1653397937777.7,14.2,25.1,-0.2,x
1653397937894.7,14.4,25.2,-0.2,x
1653397937927.7,14.4,25.2,-0.3,x
1653397938011.1,14.5,25.2,-0.2,x
1653397938028.2,14.5,25.1,-0.2,x
1653397938044.8,14.5,25.1,-0.3,x
1653397938077.8,14.5,25.2,-0.3,x
1653397938094.7,14.5,25.2,-0.2,x
1653397938127.8,14.5,25.1,-0.2,x
1653397938144.9,14.6,25.1,-0.2,x
1653397938161.1,14.5,25.1,-0.2,x
1653397938178,14.5,25.2,-0.2,x
1653397938211,14.5,25.2,-0.3,x
1653397938261.5,14.4,25.4,-0.4,x
1653397938368.3,14.5,25.6,-0.2,x
1653397938411.1,14.5,25.6,-0.1,x
1653397938427.9,14.5,25.6,-0.2,x
1653397938444.8,14.6,25.5,-0.2,x
1653397938461,14.6,25.5,-0.3,x
1653397938494.6,14.5,25.4,-0.3,x
1653397938527.8,14.4,25.5,-0.2,x
1653397938561,14.3,25.6,-0.1,x
1653397938577.8,14.3,25.6,0,x
1653397938594.3,14.2,25.6,0.1,x
1653397938618.2,14.2,25.7,0.2,x
1653397938628.4,14.1,25.7,0.3,x
1653397938677.9,14.1,25.7,0.5,x
1653397938811,14.2,25.7,0.3,x
1653397938844.8,14.3,25.7,0.2,x
1653397938861,14.3,25.7,0.1,x
1653397938894.7,14.3,25.7,0,x
1653397938945.2,14.3,25.6,-0.1,x
1653397938982.7,14.1,25.7,-0.1,x
1653397939001,14.1,25.7,0,x
1653397939010.9,14,25.8,0.1,x
1653397939054,13.9,25.8,0.2,x
1653397939060.9,13.9,25.9,0.1,x
1653397939094.5,13.9,26,0,x
1653397939111,13.9,26.1,-0.1,x
1653397939144.2,14,26.2,-0.2,x
1653397939177.6,14.1,26.1,-0.2,x
1653397939194.4,14.3,26,-0.2,x
1653397939211,14.4,26,-0.3,x
1653397939294.3,14.6,25.9,-0.3,x
1653397939394.4,14.5,26,-0.3,x
1653397939461.8,14.5,26.1,-0.4,x
1653397939527.7,14.3,26.1,-0.4,x
1653397939591.2,14.3,26.2,-0.4,x
1653397939744.6,14.3,26.1,-0.3,x
1653397939761,14.4,26,-0.3,x
1653397939811.1,14.4,25.8,-0.2,x
1653397939844.3,14.5,25.8,-0.3,x
1653397939928.4,14.6,25.8,-0.3,x
1653397939994.6,14.7,25.6,-0.5,x
1653397940044.3,14.8,25.6,-0.6,x
1653397940194.2,15,25.6,-0.8,x
1653397940211,15,25.5,-0.9,x
1653397940244.5,14.8,25.5,-1,x
1653397940260.9,14.8,25.5,-1.1,x
1653397940277.7,14.8,25.6,-1.2,x
1653397940327.7,14.7,25.7,-1.2,x
1653397940344.6,14.6,25.7,-1.1,x
1653397940461,14.6,25.7,-1,x
1653397940544.2,14.5,25.6,-0.9,x
1653397940577.8,14.5,25.5,-1,x
1653397940594.3,14.5,25.5,-1.1,x
1653397940677.8,14.3,25.4,-1.1,x
1653397940694.3,14.3,25.4,-1,x
1653397940744.3,14.1,25.6,-0.9,x
1653397940777.7,14.1,25.5,-0.8,x
1653397940877.6,14.3,25.4,-0.8,x
1653397940994.3,14.5,25.6,-0.7,x
1653397941011,14.6,25.6,-0.8,x
1653397941045,14.7,25.5,-0.9,x
1653397941094.3,14.8,25.5,-1.1,x
1653397941144.2,14.8,25.5,-1.2,x
1653397941177.6,14.8,25.6,-1.2,x
1653397941277.6,14.8,25.6,-1.1,x
1653397941294.4,14.7,25.5,-1.1,x
1653397941344.5,14.6,25.6,-1,x
1653397941377.8,14.6,25.7,-0.9,x
1653397941411.4,14.6,25.8,-0.7,x
1653397941494.2,14.8,25.7,-0.6,x
1653397941544.5,14.9,25.7,-0.8,x
1653397941561,14.9,25.6,-0.8,x
1653397941610.9,14.9,25.6,-1,x
1653397941694.3,14.8,25.5,-0.9,x
1653397941710.9,14.7,25.6,-0.9,x
1653397941761.1,14.7,25.7,-1,x
1653397941877.6,14.6,25.8,-0.8,x
1653397941927.9,14.5,25.8,-0.7,x
1653397942044.2,14.3,25.8,-0.7,x
1653397942127.7,14.1,25.9,-0.6,x
1653397942144.1,14,25.9,-0.5,x
1653397942177.8,13.9,26,-0.3,x
1653397942194.2,13.9,26,-0.2,x
1653397942210.9,13.8,26,-0.1,x
1653397942261,13.7,26,0,x
1653397942311.5,13.8,26,-0.1,x
1653397942344.4,13.8,26,-0.2,x
1653397942444.2,13.7,25.9,-0.1,x
1653397942460.9,13.7,25.9,0.1,x
1653397942477.7,13.8,25.8,0.1,x
1653397942494.2,13.8,25.7,0.2,x
1653397942510.9,13.8,25.6,0.2,x
1653397942527.6,13.8,25.6,0.3,x
1653397942561,13.8,25.8,0.4,x
1653397942577.6,13.8,25.9,0.4,x
1653397942594.4,13.8,26.1,0.5,x
1653397942610.8,13.8,26.2,0.5,x
1653397942711.4,13.7,26.4,0.3,x
1653397942728.1,13.7,26.4,0.2,x
1653397942761.1,13.7,26.3,0.3,x
1653397942811.1,13.8,26.4,0.3,x
1653397942844.4,13.9,26.6,0.2,x
1653397942861.2,14,26.7,0,x
1653397942894.4,14,26.8,-0.1,x
1653397942911.3,14,26.9,-0.1,x
1653397942928.3,14,27.1,-0.2,x
1653397942944.5,14,27.3,-0.3,x
1653397942960.9,14,27.5,-0.3,x
1653397942977.4,14,27.7,-0.3,x
1653397942994.1,13.9,27.9,-0.2,x
1653397943027.5,13.9,28.1,-0.2,x
1653397943044.5,13.8,28.2,-0.3,x
1653397943094.4,13.7,28.4,-0.2,x
1653397943127.5,13.7,28.4,-0.3,x
1653397943161.1,13.6,28.5,-0.6,x
1653397943194.2,13.6,28.6,-0.5,x
1653397943211.2,13.5,28.8,-0.5,x
1653397943244.2,13.5,28.9,-0.6,x
1653397943308.2,13.4,29.2,-0.8,x
1653397943344.4,13.1,29.5,-1,x
1653397943360.9,13,29.6,-1,x
1653397943378.1,12.9,29.7,-1,x
1653397943395.7,12.8,29.9,-0.9,x
1653397943444.2,12.6,30.1,-0.9,x
1653397943461.3,12.8,30.2,-1.1,x
1653397943494.1,13.1,30.1,-1,x
1653397943510.9,13.3,29.9,-1,x
1653397943527.9,13.3,29.8,-0.9,x
1653397943544.1,13.4,29.6,-1,x
1653397943561.5,13.5,29.6,-1.2,x
1653397943577.5,13.5,29.5,-1.7,x
1653397943594.4,13.6,29.5,-1.9,x
1653397943610.8,13.6,29.5,-2.1,x
1653397943661.6,13.8,29.5,-2.2,x
1653397943694.2,13.8,29.6,-2.3,x
1653397943710.9,13.8,29.6,-2.2,x
1653397943744.3,13.8,29.6,-2.1,x
1653397943777.7,13.9,29.5,-2.2,x
1653397943794.2,14.1,29.5,-2.3,x
1653397943811.1,14.5,29.5,-2.4,x
1653397943829.3,14.7,29.6,-2.5,x
1653397943845.6,15,29.6,-2.6,x
1653397943862.1,15.3,29.5,-2.6,x
1653397943894.7,15.5,29.3,-2.5,x
1653397943910.7,15.6,29.1,-2.4,x
1653397943927.4,15.6,29,-2.4,x
1653397943950,15.7,28.8,-2.2,x
1653397943961.6,15.7,28.6,-2,x
1653397943977.5,15.6,28.5,-1.9,x
1653397943994.2,15.5,28.3,-1.5,x
1653397944010.8,15.3,28.1,-1,x
1653397944027.5,15.2,28,-0.7,x
1653397944061,15,27.9,0.1,x
1653397944077.6,14.9,27.8,0.4,x
1653397944094.1,14.7,27.7,0.9,x
1653397944110.6,14.6,27.7,1.1,x
1653397944144,14.6,27.7,1.2,x
1653397944161,14.6,27.6,1.3,x
1653397944178.2,14.6,27.5,1.4,x
1653397944194.4,14.5,27.4,1.5,x
1653397944210.9,14.4,27.4,1.6,x
1653397944260.8,14.3,27.4,1.7,x
1653397944277.7,14.3,27.4,1.6,x
1653397944327.6,14.1,27.5,1.7,x
1653397944361,14,27.5,1.7,x
1653397944394.4,13.8,27.4,1.8,x
1653397944410.8,13.6,27.3,1.9,x
1653397944427.7,13.5,27.3,1.9,x
1653397944460.9,13.4,27.4,2,x
1653397944494.1,13.3,27.6,2.1,x
1653397944511.1,13.2,27.6,2.2,x
1653397944544.5,13.2,27.5,2.1,x
1653397944560.9,13.2,27.4,2,x
1653397944627.6,13.1,27.5,2.1,x
1653397944677.5,13.1,27.4,2,x
1653397944727.7,13.1,27.3,2,x
1653397944777.4,13.1,27.1,2,x
1653397944827.6,13.1,27.2,2,x
1653397944861.1,13,27.5,1.9,x
1653397944877.9,13,27.6,1.9,x
1653397944894.2,13.1,27.7,1.8,x
1653397944927.5,13.3,27.6,1.6,x
1653397944944.3,13.3,27.6,1.5,x
1653397945010.7,13.1,27.6,1.4,x
1653397945044.4,13,27.5,1.4,x
1653397945094.4,12.8,27.4,1.4,x
1653397945144,12.8,27.4,1.3,x
1653397945205,12.8,27.5,1.1,x
1653397945244.2,12.6,27.5,1.2,x
1653397945261,12.5,27.5,1.1,x
1653397945294.1,12.3,27.6,1.1,x
1653397945310.7,12.2,27.7,1.1,x
1653397945361.3,12,27.7,1.3,x
1653397945377.3,11.9,27.8,1.4,x
1653397945394,11.8,27.8,1.7,x
1653397945410.6,11.8,27.9,1.8,x
1653397945444.1,11.9,27.9,1.9,x
1653397945477.3,12,27.8,2,x
1653397945494,12.2,27.8,2.1,x
1653397945510.4,12.3,27.7,2.2,x
1653397945560.5,12.4,28,2.1,x
1653397945577.1,12.4,28.1,1.9,x
1653397945610.4,12.5,28.1,1.7,x
1653397945627.2,12.5,28,1.7,x
1653397945710.6,12.5,27.9,1.6,x
1653397945760.6,12.5,27.9,1.5,x
1653397945794.3,12.5,28,1.3,x
1653397945810.8,12.6,28,1.3,x
1653397945844.5,12.7,28,1.1,x
1653397945860.9,12.8,27.9,1,x
1653397945877.4,12.9,27.9,0.8,x
1653397945894.3,13.1,27.9,0.5,x
1653397945910.8,13.4,27.8,0.3,x
1653397945927.5,13.5,27.8,0.2,x
1653397945956.2,13.9,27.6,0,x
1653397945961.3,14,27.4,-0.1,x
1653397945977.4,14.1,27.3,-0.2,x
1653397945994.1,14.2,27.2,-0.3,x
1653397946011.1,14.4,27.1,-0.4,x
1653397946045.9,14.7,27.1,-0.5,x
1653397946061.8,14.9,27,-0.5,x
1653397946077.8,15,26.9,-0.6,x
1653397946094.4,15.2,26.9,-0.7,x
1653397946136.3,15.8,26.8,-0.9,x
1653397946144,16,26.8,-0.9,x
1653397946161.2,16.1,26.8,-0.9,x
1653397946210.7,16.3,26.9,-0.8,x
1653397946261.3,16.2,26.9,-0.5,x
1653397946294.2,15.9,27,-0.2,x
1653397946317.1,15.6,27.1,0,x
1653397946327.5,15.5,27.2,0.1,x
1653397946344.1,15.4,27.2,0.4,x
1653397946361.3,15.2,26.8,0.5,x
1653397946377.4,15.1,26.6,0.6,x
1653397946394,14.9,26.2,0.7,x
1653397946410.8,14.7,26,0.8,x
1653397946427.4,14.5,25.9,0.9,x
1653397946460.9,14.3,25.7,1.3,x
1653397946477.3,14.2,25.6,1.5,x
1653397946494.1,14,25.3,1.7,x
1653397946510.7,13.8,25.1,1.9,x
1653397946531.5,13.4,25,2.1,x
1653397946544.1,13.2,25,2.3,x
1653397946560.8,12.6,25,2.6,x
1653397946577.5,12.4,25.1,2.7,x
1653397946594,11.8,25.4,2.9,x
1653397946610.6,11.5,25.6,3.1,x
1653397946630.2,10.9,25.9,3.5,x
1653397946643.9,10.5,26.1,3.7,x
1653397946660.7,10.1,26.2,3.7,x
1653397946677.7,10,26.2,3.7,x
1653397946694,9.7,26.3,3.8,x
1653397946710.7,9.3,26.3,3.9,x
1653397946727.6,9.1,26.3,3.9,x
1653397946744.3,8.8,26.3,3.7,x
1653397946761,8.5,26.3,3.5,x
1653397946778.1,8.3,26.3,3.4,x
1653397946794,8,26.2,3.4,x
1653397946810.7,7.7,26,3.4,x
1653397946844.3,7.4,25.7,3.2,x
1653397946860.9,7.2,25.6,3,x
1653397946894,6.9,25.4,2.9,x
1653397946910.7,6.9,25.3,2.7,x
1653397946933.6,7,25.1,2.5,x
1653397946951.9,7,25,2.2,x
1653397946961,7,24.9,2.1,x
1653397946977.3,7,24.9,1.9,x
1653397946994,7,24.8,1.7,x
1653397947014,7.1,24.7,1.5,x
1653397947027.4,7.1,24.6,1.3,x
1653397947044.3,7.3,24.4,1,x
1653397947074.2,7.3,24.1,0.7,x
1653397947097.2,7.2,24.1,0.7,x
1653397947110.7,7.1,24.2,0.8,x
1653397947145.5,7.2,24.1,1,x
1653397947160.8,7.3,23.6,1,x
1653397947177.7,7.4,23.3,0.9,x
1653397947194.2,7.5,22.6,0.8,x
1653397947210.6,7.5,22.1,0.9,x
1653397947227.7,7.3,22,1,x
1653397947244.3,6.9,22,1.2,x
1653397947260.9,6.5,22.3,1.5,x
1653397947277.5,6.3,22.5,1.7,x
1653397947294.3,5.9,22.9,2,x
1653397947310.7,5.8,23.1,2.2,x
1653397947329.8,5.8,23.1,2.3,x
1653397947344,5.9,23,2.3,x
1653397947361,6.2,22.9,2.2,x
1653397947377.6,6.3,22.9,2.2,x
1653397947394,6.6,22.8,2.2,x
1653397947410.7,6.8,22.6,2.1,x
1653397947427.6,6.8,22.4,2.1,x
1653397947444.2,6.7,22.3,2.2,x
1653397947465.1,6.4,22.3,2.3,x
1653397947477.3,6.2,22.4,2.3,x
1653397947494.1,5.8,22.7,2.3,x
1653397947510.6,5.6,22.9,2.3,x
1653397947527.3,5.3,23.2,2.4,x
1653397947544.1,5.2,23.1,2.5,x
1653397947560.6,5.3,22.9,2.4,x
1653397947577.4,5.3,22.7,2.2,x
1653397947594.1,5.5,22.5,1.9,x
1653397947610.6,5.6,22.4,1.6,x
1653397947627.7,5.7,22.5,1.5,x
1653397947643.9,5.8,22.7,1.4,x
1653397947660.6,5.8,22.9,1.3,x
1653397947677.7,5.8,23.1,1.3,x
1653397947694.2,5.8,23.3,1.2,x
1653397947710.7,5.8,23.4,1.2,x
1653397947727.4,5.8,23.3,1.2,x
1653397947744.2,5.8,23.1,1.1,x
1653397947760.9,5.8,23,1.1,x
1653397947778,5.7,23,1.1,x
1653397947797.2,5.7,23,1.2,x
1653397947844.3,5.8,23,1.2,x
1653397947861.3,5.8,23.1,1.1,x
1653397947884.1,6,23.2,1.1,x
1653397947894,6.1,23.2,1,x
1653397947910.6,6.3,23.2,1,x
1653397947927.3,6.5,23.2,0.9,x
1653397947944.2,6.7,23.2,0.7,x
1653397947961,6.8,23.1,0.7,x
1653397948031,6.8,23.1,0.9,x
1653397948044.1,6.7,23.1,1,x
1653397948060.8,6.8,23.1,1,x
1653397948077.2,6.8,23.1,1.1,x
1653397948094,6.8,23.2,1.3,x
1653397948127.3,6.8,23.2,1.4,x
1653397948164,6.9,23.3,1.7,x
1653397948177.3,7,23.6,1.7,x
1653397948194,7,23.8,1.7,x
1653397948210.6,6.6,24.5,2.1,x
1653397948227.5,6.5,24.7,2.2,x
