time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285118614.3,0.2,-0.4,0.4,-0.1,4.9,8.7,4.9,-1.6,-1.4,x
1664285118629.8,0.2,-0.3,0.2,0,4.9,8.6,5.6,-0.6,-1.9,x
1664285118646.4,0,-0.3,0,-0.2,4.8,8.4,5.8,2.5,-2.9,x
1664285118662.9,-0.1,-0.1,-0.1,-0.2,4.9,8.3,4.8,1.8,-2.7,x
1664285118679.6,0,-0.1,-0.1,-0.2,5,8.5,3.8,0.9,-2.3,x
1664285118696.6,-0.1,0.1,0.1,-0.3,5.1,8.5,3.3,-1.1,-2,x
1664285118713,0,0.1,0.1,-0.2,5.2,8.3,7.4,1.6,-0.3,x
1664285118729.7,0.2,0.2,-0.4,-0.1,5.3,8,8.3,4,0.7,x
1664285118746.7,0.3,0.1,-0.8,0.2,5.3,7.6,4.2,6.6,2,x
1664285118762.9,0.2,-0.1,-0.4,0.1,5.2,7.9,-6.3,3.2,1.2,x
1664285118779.7,0.1,-0.2,0.1,0.1,5.1,8.3,-10.5,0.7,1.2,x
1664285118796.5,0,-0.3,0.7,0,4.9,9,-11.1,-2.7,2.2,x
1664285118813.4,0.2,-0.2,0.7,0.2,4.9,9.1,-4,0.8,2,x
1664285118830,0.2,-0.1,0.5,0.2,4.9,8.9,-0.5,1.6,0.7,x
1664285118846.6,0,0.1,-0.1,0.1,5,8.4,2,2,-1.5,x
1664285118863.3,-0.1,0.1,-0.1,-0.1,5,8.3,-2.3,1.2,-2.5,x
1664285118879.6,-0.2,0,-0.1,-0.1,5,8.4,-4.3,-1.1,-2.5,x
1664285118896.5,-0.2,0.1,0.1,-0.2,5.1,8.5,-5.5,-4.8,-2.2,x
1664285118912.9,-0.2,0.2,0.1,-0.3,5.2,8.5,-2.1,-3.8,-1.5,x
1664285118930.2,-0.3,0.2,-0.1,-0.4,5.3,8.4,0.6,-2.3,0.1,x
1664285118946.6,0.1,0.4,-0.6,0,5.5,7.8,1.1,-0.6,5,x
1664285118963,0.3,0.2,-0.6,0.2,5.5,7.6,-6.1,-8.2,2.5,x
1664285118979.8,0.1,0.1,-0.4,0.1,5.5,7.8,-11,-12.2,-0.2,x
1664285118996.8,0.2,-0.1,0.4,0.2,5.3,8.6,-17.1,-16.7,-1.3,x
1664285119013.1,0,-0.2,0.7,0.1,5.1,9,-13,-15,-2.7,x
1664285119029.5,-0.1,-0.2,0.7,0,5.1,9,-9,-11.6,-2.8,x
