time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1653397445502,355.61,47.37,9.68,x
1653397445506,355.1,42.29,10.55,x
1653397445507,354.66,37.95,11.19,x
1653397445516,355.46,33.3,10.4,x
1653397445541,355.68,29.23,9.62,x
1653397445548,355.63,25.64,9.09,x
1653397445573,355.44,22.78,8.81,x
1653397445576,355.12,20.59,8.79,x
1653397445576,354.73,19.03,8.96,x
1653397445578,354.39,17.78,9.04,x
1653397445587,354.13,16.69,8.99,x
1653397445594,353.96,15.58,8.72,x
1653397445603,353.88,14.56,8.17,x
1653397445614,353.82,13.56,7.48,x
1653397445623,353.75,12.65,6.79,x
1653397445634,353.65,11.87,6.15,x
1653397445643,353.5,11.25,5.73,x
1653397445655,353.31,10.58,5.52,x
1653397445664,353.1,9.89,5.39,x
1653397445674,352.95,9.38,5.13,x
1653397445777,352.74,8.75,4.49,x
1653397445777,352.84,9.05,4.8,x
1653397445779,352.68,8.5,4.17,x
1653397445780,352.69,7.82,3.11,x
1653397445780,352.71,7.5,2.48,x
1653397445780,352.66,8.18,3.75,x
1653397445783,352.73,7.29,1.92,x
1653397445784,352.75,7.18,1.56,x
1653397445785,352.78,7.09,1.37,x
1653397445804,352.86,6.92,1.18,x
1653397445806,352.97,6.61,0.86,x
1653397445807,353.07,6.31,0.67,x
1653397445909,353.13,6.19,0.78,x
1653397445910,353.15,6.91,1.9,x
1653397445911,353.33,6.98,2.33,x
1653397445913,353.65,6.53,1.9,x
1653397445913,354.03,5.98,1,x
1653397445914,354.41,5.56,0.08,x
1653397445915,354.77,5.2,-0.62,x
1653397445916,355.12,5.06,-1.04,x
1653397445917,355.5,5.17,-1.42,x
1653397445918,355.93,5.33,-1.65,x
1653397445920,356.43,5.39,-2.01,x
1653397445921,357.01,5.33,-2.65,x
1653397445925,357.64,5.03,-3.55,x
1653397445937,358.28,4.53,-4.56,x
1653397445943,358.9,4.1,-5.51,x
1653397445956,359.48,3.52,-6.41,x
1653397445964,359.99,2.92,-7.29,x
1653397445974,0.39,2.37,-8.1,x
1653397445988,0.68,1.98,-8.56,x
1653397445997,0.87,1.82,-8.52,x
1653397446014,0.99,1.81,-8.22,x
1653397446018,1.08,2.01,-7.64,x
1653397446025,1.16,2.35,-7.09,x
1653397446034,1.25,2.75,-6.64,x
1653397446043,1.34,3.12,-6.19,x
1653397446055,1.45,3.47,-5.68,x
1653397446063,1.58,3.75,-5.29,x
1653397446075,1.71,3.87,-4.86,x
1653397446084,1.86,3.87,-4.55,x
1653397446093,2.01,3.85,-4.42,x
1653397446104,2.17,3.97,-4.43,x
1653397446113,2.3,4.13,-4.28,x
1653397446124,2.42,4.26,-3.94,x
1653397446136,2.54,4.43,-3.5,x
1653397446145,2.65,4.68,-3.09,x
1653397446154,2.78,5,-2.72,x
1653397446164,2.93,5.31,-2.46,x
1653397446177,3.09,5.57,-2.26,x
1653397446184,3.26,5.73,-2.08,x
1653397446195,3.43,5.81,-1.88,x
1653397446205,3.58,5.99,-1.65,x
1653397446215,3.71,6.23,-1.22,x
1653397446226,3.85,6.54,-0.82,x
1653397446235,4.01,6.8,-0.52,x
1653397446245,4.2,7.03,-0.34,x
1653397446258,4.4,7.22,-0.26,x
1653397446265,4.61,7.34,-0.23,x
1653397446294,4.82,7.43,-0.28,x
1653397446301,5.02,7.55,-0.24,x
1653397446308,5.23,7.61,-0.27,x
1653397446315,5.44,7.75,-0.39,x
1653397446316,5.64,7.87,-0.46,x
1653397446330,5.83,7.96,-0.45,x
1653397446337,6.03,8.04,-0.42,x
1653397446346,6.21,8.08,-0.4,x
1653397446359,6.4,8.07,-0.36,x
1653397446373,6.59,8.07,-0.44,x
1653397446376,6.79,8.08,-0.53,x
1653397446384,7,8.11,-0.63,x
1653397446397,7.22,8.13,-0.74,x
1653397446405,7.42,8.12,-0.77,x
1653397446416,7.63,8.15,-0.79,x
1653397446424,7.83,8.18,-0.72,x
1653397446435,8.03,8.22,-0.64,x
1653397446446,8.23,8.27,-0.57,x
1653397446455,8.42,8.3,-0.5,x
1653397446465,8.61,8.39,-0.4,x
1653397446475,8.8,8.45,-0.32,x
1653397446484,8.99,8.43,-0.27,x
1653397446496,9.18,8.41,-0.23,x
1653397446505,9.38,8.39,-0.21,x
1653397446516,9.58,8.38,-0.21,x
1653397446524,9.76,8.38,-0.23,x
1653397446536,9.95,8.37,-0.29,x
1653397446545,10.13,8.34,-0.36,x
1653397446556,10.31,8.32,-0.43,x
1653397446568,10.49,8.3,-0.5,x
1653397446576,10.66,8.3,-0.55,x
1653397446584,10.84,8.3,-0.6,x
1653397446596,11.01,8.31,-0.64,x
1653397446604,11.18,8.32,-0.67,x
1653397446615,11.35,8.32,-0.7,x
1653397446624,11.51,8.32,-0.74,x
1653397446635,11.68,8.33,-0.79,x
1653397446645,11.84,8.36,-0.86,x
1653397446655,11.99,8.39,-0.93,x
1653397446665,12.14,8.43,-1.03,x
1653397446675,12.29,8.47,-1.15,x
1653397446689,12.44,8.5,-1.28,x
1653397446696,12.57,8.52,-1.4,x
1653397446705,12.71,8.53,-1.52,x
1653397446716,12.84,8.53,-1.62,x
1653397446724,12.96,8.53,-1.71,x
1653397446734,13.09,8.53,-1.8,x
1653397446745,13.21,8.54,-1.9,x
1653397446755,13.34,8.56,-2,x
1653397446763,13.45,8.57,-2.1,x
1653397446776,13.56,8.59,-2.21,x
1653397446786,13.66,8.59,-2.33,x
1653397446797,13.76,8.59,-2.45,x
1653397446804,13.85,8.6,-2.56,x
1653397446816,13.93,8.61,-2.66,x
1653397446824,14.01,8.62,-2.75,x
1653397446868,14.08,8.64,-2.84,x
1653397446870,14.16,8.65,-2.94,x
1653397446877,14.22,8.68,-3.04,x
1653397446878,14.28,8.71,-3.17,x
1653397446882,14.34,8.75,-3.3,x
1653397446900,14.39,8.78,-3.43,x
1653397446909,14.44,8.79,-3.55,x
1653397446911,14.48,8.79,-3.64,x
1653397446917,14.52,8.78,-3.74,x
1653397446924,14.56,8.77,-3.83,x
1653397446935,14.58,8.76,-3.92,x
1653397446950,14.6,8.73,-3.99,x
1653397446957,14.62,8.68,-4.06,x
1653397446965,14.64,8.64,-4.16,x
1653397446975,14.66,8.6,-4.26,x
1653397446985,14.66,8.57,-4.36,x
1653397446996,14.67,8.55,-4.47,x
1653397447004,14.68,8.53,-4.56,x
1653397447014,14.68,8.51,-4.66,x
1653397447025,14.69,8.49,-4.74,x
1653397447036,14.69,8.46,-4.79,x
1653397447046,14.7,8.43,-4.84,x
1653397447056,14.72,8.4,-4.88,x
1653397447066,14.73,8.39,-4.93,x
1653397447076,14.76,8.37,-4.98,x
1653397447086,14.78,8.37,-5.04,x
1653397447096,14.8,8.36,-5.09,x
1653397447106,14.82,8.34,-5.16,x
1653397447116,14.85,8.32,-5.21,x
1653397447126,14.88,8.29,-5.26,x
1653397447136,14.92,8.25,-5.32,x
1653397447146,14.96,8.21,-5.36,x
1653397447161,14.99,8.15,-5.39,x
1653397447168,15.03,8.1,-5.42,x
1653397447187,15.07,8.03,-5.43,x
1653397447192,15.11,7.96,-5.43,x
1653397447197,15.16,7.88,-5.43,x
1653397447205,15.2,7.79,-5.42,x
1653397447215,15.24,7.7,-5.4,x
1653397447226,15.28,7.59,-5.39,x
1653397447235,15.33,7.49,-5.38,x
1653397447245,15.37,7.4,-5.38,x
1653397447256,15.42,7.31,-5.39,x
1653397447265,15.48,7.22,-5.4,x
1653397447276,15.55,7.13,-5.41,x
1653397447285,15.63,7.05,-5.41,x
1653397447295,15.7,6.94,-5.41,x
1653397447306,15.78,6.82,-5.39,x
1653397447316,15.87,6.69,-5.38,x
1653397447326,15.97,6.56,-5.36,x
1653397447336,16.07,6.45,-5.37,x
1653397447346,16.18,6.35,-5.39,x
1653397447356,16.29,6.28,-5.42,x
1653397447365,16.39,6.21,-5.47,x
1653397447374,16.48,6.15,-5.54,x
1653397447385,16.57,6.07,-5.61,x
1653397447419,16.65,5.98,-5.69,x
1653397447422,16.71,5.87,-5.75,x
1653397447424,16.77,5.74,-5.8,x
1653397447432,16.83,5.6,-5.83,x
1653397447442,16.95,5.45,-5.97,x
1653397447446,17.1,5.31,-6.1,x
1653397447456,17.25,5.19,-6.21,x
1653397447466,17.38,5.1,-6.36,x
1653397447476,17.5,5.05,-6.44,x
1653397447485,17.59,5.04,-6.45,x
1653397447498,17.66,5.04,-6.43,x
1653397447508,17.71,5.03,-6.43,x
1653397447522,17.73,5.01,-6.4,x
1653397447527,17.74,4.97,-6.34,x
1653397447536,17.74,4.89,-6.26,x
1653397447546,17.73,4.8,-6.17,x
1653397447555,17.71,4.69,-6.09,x
1653397447565,17.68,4.58,-6.05,x
1653397447576,17.65,4.49,-6.04,x
1653397447585,17.62,4.41,-6.05,x
1653397447600,17.59,4.35,-6.07,x
1653397447606,17.55,4.3,-6.1,x
1653397447615,17.51,4.24,-6.13,x
1653397447626,17.46,4.16,-6.18,x
1653397447636,17.41,4.06,-6.23,x
1653397447645,17.36,3.95,-6.35,x
1653397447657,17.31,3.83,-6.47,x
1653397447666,17.25,3.7,-6.58,x
1653397447676,17.2,3.56,-6.67,x
1653397447686,17.13,3.43,-6.77,x
1653397447695,17.06,3.3,-6.86,x
1653397447705,16.98,3.17,-6.92,x
1653397447715,16.9,3.04,-6.98,x
1653397447726,16.81,2.92,-7.04,x
1653397447735,16.72,2.8,-7.11,x
1653397447745,16.63,2.69,-7.16,x
1653397447756,16.53,2.6,-7.2,x
1653397447766,16.43,2.52,-7.21,x
1653397447776,16.33,2.44,-7.21,x
1653397447785,16.22,2.36,-7.22,x
1653397447797,16.12,2.28,-7.24,x
1653397447805,16.01,2.21,-7.26,x
1653397447815,15.89,2.12,-7.27,x
1653397447825,15.78,2.04,-7.26,x
1653397447836,15.65,1.95,-7.25,x
1653397447861,15.54,1.86,-7.22,x
1653397447868,15.43,1.79,-7.2,x
1653397447870,15.33,1.74,-7.17,x
1653397447876,15.23,1.7,-7.14,x
1653397447885,15.15,1.69,-7.11,x
1653397447897,15.06,1.68,-7.09,x
1653397447906,14.98,1.67,-7.07,x
1653397447916,14.9,1.68,-7.03,x
1653397447926,14.82,1.67,-6.98,x
1653397447957,14.73,1.66,-6.93,x
1653397447961,14.66,1.64,-6.88,x
1653397447966,14.6,1.61,-6.85,x
1653397447970,14.54,1.58,-6.81,x
1653397447976,14.5,1.53,-6.78,x
1653397447995,14.45,1.48,-6.76,x
1653397448002,14.41,1.42,-6.74,x
1653397448005,14.36,1.35,-6.71,x
1653397448016,14.33,1.28,-6.67,x
1653397448025,14.31,1.22,-6.61,x
1653397448035,14.3,1.17,-6.55,x
1653397448046,14.3,1.14,-6.46,x
1653397448055,14.31,1.12,-6.37,x
1653397448065,14.32,1.1,-6.29,x
1653397448077,14.34,1.08,-6.22,x
1653397448086,14.36,1.06,-6.17,x
1653397448095,14.38,1.03,-6.13,x
1653397448108,14.41,0.99,-6.1,x
1653397448117,14.46,0.96,-6.07,x
1653397448126,14.51,0.94,-6.03,x
1653397448137,14.58,0.94,-5.97,x
1653397448146,14.65,0.95,-5.91,x
1653397448156,14.74,0.99,-5.84,x
1653397448166,14.84,1.04,-5.77,x
1653397448179,14.94,1.12,-5.71,x
1653397448200,15.04,1.22,-5.65,x
1653397448202,15.15,1.34,-5.61,x
1653397448208,15.28,1.46,-5.57,x
1653397448215,15.52,1.52,-5.57,x
1653397448229,15.81,1.54,-5.45,x
1653397448237,16.1,1.58,-5.36,x
1653397448246,16.33,1.65,-5.26,x
1653397448256,16.5,1.76,-5.15,x
1653397448266,16.63,1.91,-5,x
1653397448277,16.75,2.09,-4.84,x
1653397448286,16.87,2.28,-4.67,x
1653397448298,16.99,2.47,-4.5,x
1653397448308,17.12,2.63,-4.34,x
1653397448316,17.25,2.76,-4.18,x
1653397448326,17.39,2.86,-4.03,x
1653397448337,17.54,2.95,-3.87,x
1653397448347,17.7,3.03,-3.7,x
1653397448357,17.86,3.09,-3.52,x
1653397448366,18.03,3.14,-3.32,x
1653397448375,18.2,3.18,-3.14,x
1653397448387,18.39,3.2,-2.97,x
1653397448396,18.59,3.2,-2.82,x
1653397448408,18.8,3.19,-2.69,x
1653397448426,19.02,3.15,-2.61,x
1653397448431,19.25,3.11,-2.58,x
1653397448444,19.48,3.06,-2.57,x
1653397448450,19.7,3.01,-2.58,x
1653397448457,19.91,2.96,-2.61,x
1653397448470,20.11,2.91,-2.63,x
1653397448482,20.31,2.86,-2.65,x
1653397448486,20.51,2.81,-2.65,x
1653397448497,20.71,2.75,-2.64,x
1653397448515,20.9,2.69,-2.61,x
1653397448528,21.08,2.63,-2.56,x
1653397448529,21.25,2.57,-2.48,x
1653397448540,21.4,2.5,-2.39,x
1653397448554,21.55,2.44,-2.29,x
1653397448580,21.69,2.38,-2.19,x
1653397448596,21.82,2.31,-2.08,x
1653397448600,21.93,2.24,-1.98,x
1653397448613,22.03,2.16,-1.91,x
1653397448614,22.12,2.07,-1.85,x
1653397448616,22.21,1.98,-1.79,x
1653397448619,22.3,1.89,-1.72,x
1653397448626,22.38,1.8,-1.66,x
1653397448643,22.44,1.7,-1.58,x
1653397448648,22.5,1.6,-1.51,x
1653397448666,22.55,1.49,-1.45,x
1653397448675,22.59,1.37,-1.39,x
1653397448679,22.62,1.24,-1.32,x
1653397448685,22.64,1.13,-1.25,x
1653397448696,22.65,1.03,-1.15,x
1653397448706,22.66,0.96,-1.02,x
1653397448731,22.67,0.91,-0.87,x
1653397448732,22.68,0.89,-0.71,x
1653397448736,22.68,0.89,-0.58,x
1653397448746,22.68,0.9,-0.47,x
1653397448757,22.67,0.9,-0.39,x
1653397448765,22.65,0.91,-0.31,x
1653397448776,22.63,0.9,-0.23,x
1653397448786,22.61,0.9,-0.15,x
1653397448795,22.6,0.88,-0.06,x
1653397448807,22.6,0.87,0.04,x
1653397448816,22.6,0.87,0.15,x
1653397448831,22.61,0.87,0.26,x
1653397448844,22.63,0.88,0.36,x
1653397448854,22.66,0.88,0.43,x
1653397448857,22.7,0.89,0.49,x
1653397448866,22.74,0.9,0.51,x
1653397448876,22.79,0.92,0.51,x
1653397448886,22.83,0.95,0.49,x
1653397448896,22.88,0.98,0.46,x
1653397448905,22.92,1.03,0.43,x
1653397448916,22.96,1.09,0.41,x
1653397448926,22.99,1.16,0.41,x
1653397448941,23.03,1.23,0.42,x
1653397448947,23.06,1.31,0.44,x
1653397448957,23.1,1.38,0.46,x
1653397448965,23.13,1.45,0.46,x
1653397448976,23.16,1.51,0.44,x
1653397448985,23.18,1.58,0.41,x
1653397448997,23.19,1.63,0.37,x
1653397449008,23.19,1.68,0.34,x
1653397449016,23.18,1.72,0.34,x
1653397449028,23.16,1.75,0.36,x
1653397449038,23.14,1.76,0.4,x
1653397449047,23.12,1.75,0.46,x
1653397449057,23.11,1.73,0.53,x
1653397449073,23.1,1.71,0.59,x
1653397449079,23.09,1.69,0.67,x
1653397449093,23.08,1.68,0.74,x
1653397449098,23.08,1.68,0.8,x
1653397449106,23.08,1.71,0.85,x
1653397449117,23.09,1.76,0.88,x
1653397449126,23.1,1.83,0.88,x
1653397449137,23.12,1.92,0.87,x
1653397449146,23.13,2.02,0.86,x
1653397449156,23.13,2.11,0.84,x
1653397449165,23.13,2.2,0.81,x
1653397449178,23.12,2.26,0.77,x
1653397449188,23.08,2.29,0.7,x
1653397449198,23.03,2.3,0.63,x
1653397449210,22.95,2.28,0.57,x
1653397449217,22.86,2.24,0.53,x
1653397449229,22.78,2.19,0.54,x
1653397449242,22.7,2.15,0.62,x
1653397449248,22.64,2.13,0.75,x
1653397449257,22.59,2.13,0.91,x
1653397449267,22.56,2.19,1.09,x
1653397449276,22.53,2.29,1.26,x
1653397449286,22.51,2.46,1.47,x
1653397449297,22.49,2.67,1.66,x
1653397449306,22.45,2.89,1.83,x
1653397449318,22.41,3.12,1.96,x
1653397449328,22.37,3.33,2.05,x
1653397449336,22.32,3.51,2.11,x
1653397449348,22.28,3.66,2.15,x
1653397449365,22.24,3.77,2.17,x
1653397449368,22.21,3.85,2.15,x
1653397449377,22.19,3.91,2.14,x
1653397449387,22.18,3.94,2.12,x
1653397449399,22.18,3.97,2.11,x
1653397449406,22.19,3.99,2.11,x
1653397449417,22.18,4.02,2.11,x
1653397449427,22.17,4.04,2.14,x
1653397449439,22.14,4.08,2.18,x
1653397449450,22.11,4.11,2.25,x
1653397449457,22.07,4.13,2.33,x
1653397449467,22.03,4.14,2.42,x
1653397449477,22,4.14,2.51,x
1653397449486,21.98,4.14,2.59,x
1653397449497,21.96,4.13,2.59,x
1653397449508,21.95,4.13,2.58,x
1653397449517,21.94,4.13,2.57,x
1653397449527,21.93,4.16,2.57,x
1653397449540,21.92,4.21,2.57,x
1653397449548,21.9,4.27,2.6,x
1653397449558,21.87,4.33,2.62,x
1653397449567,21.84,4.38,2.63,x
1653397449578,21.81,4.42,2.63,x
1653397449586,21.78,4.43,2.6,x
1653397449596,21.76,4.44,2.55,x
1653397449607,21.74,4.45,2.49,x
1653397449632,21.72,4.45,2.43,x
1653397449633,21.71,4.46,2.39,x
1653397449645,21.69,4.47,2.36,x
1653397449649,21.69,4.49,2.33,x
1653397449662,21.67,4.51,2.29,x
1653397449671,21.66,4.53,2.26,x
1653397449677,21.63,4.56,2.18,x
1653397449685,21.6,4.6,2.1,x
1653397449696,21.57,4.64,2.01,x
1653397449707,21.54,4.69,1.94,x
1653397449715,21.52,4.74,1.89,x
1653397449727,21.51,4.79,1.84,x
1653397449736,21.51,4.85,1.79,x
1653397449747,21.54,4.92,1.75,x
1653397449760,21.57,5,1.68,x
1653397449765,21.61,5.09,1.59,x
1653397449777,21.64,5.22,1.49,x
1653397449787,21.66,5.37,1.39,x
1653397449799,21.68,5.54,1.3,x
1653397449809,21.69,5.73,1.2,x
1653397449816,21.71,5.91,1.12,x
1653397449828,21.74,6.08,1.04,x
1653397449837,21.78,6.22,1.01,x
1653397449854,21.83,6.34,1.01,x
1653397449861,21.89,6.45,1.04,x
1653397449869,21.96,6.54,1.09,x
1653397449878,22.02,6.62,1.12,x
1653397449888,22.1,6.71,1.12,x
1653397449900,22.17,6.81,1.08,x
1653397449910,22.24,6.9,1,x
1653397449919,22.3,7,0.88,x
1653397449929,22.35,7.1,0.73,x
1653397449938,22.39,7.19,0.58,x
1653397449949,22.42,7.25,0.44,x
1653397449960,22.44,7.3,0.33,x
1653397449967,22.45,7.32,0.24,x
1653397449977,22.45,7.33,0.19,x
1653397449987,22.44,7.32,0.2,x
1653397449996,22.42,7.3,0.23,x
1653397450009,22.4,7.23,0.29,x
1653397450018,22.42,7.12,0.32,x
1653397450027,22.45,6.98,0.33,x
1653397450037,22.49,6.85,0.35,x
1653397450048,22.51,6.74,0.39,x
1653397450058,22.52,6.67,0.46,x
1653397450067,22.54,6.65,0.56,x
1653397450078,22.56,6.68,0.68,x
1653397450088,22.61,6.72,0.81,x
1653397450097,22.66,6.77,0.93,x
1653397450108,22.72,6.83,1.07,x
1653397450119,22.78,6.9,1.22,x
1653397450127,22.82,6.96,1.39,x
1653397450137,22.86,7.01,1.57,x
1653397450146,22.9,7.07,1.75,x
1653397450158,22.96,7.14,1.93,x
1653397450166,23.03,7.24,2.11,x
1653397450184,23.12,7.36,2.32,x
1653397450189,23.22,7.51,2.57,x
1653397450218,23.33,7.67,2.86,x
1653397450219,23.42,7.82,3.2,x
1653397450221,23.52,7.92,3.5,x
1653397450227,23.58,7.95,3.75,x
1653397450237,23.59,7.92,3.97,x
1653397450246,23.56,7.88,4.21,x
1653397450256,23.5,7.84,4.49,x
1653397450266,23.44,7.8,4.79,x
1653397450277,23.37,7.77,5.1,x
1653397450288,23.32,7.74,5.4,x
1653397450296,23.29,7.71,5.65,x
1653397450307,23.25,7.69,5.86,x
1653397450322,23.21,7.68,6.03,x
1653397450339,23.17,7.67,6.19,x
1653397450350,23.12,7.68,6.35,x
1653397450370,23.08,7.72,6.47,x
1653397450375,23.06,7.8,6.52,x
1653397450381,23.08,7.91,6.53,x
1653397450383,23.15,8.04,6.52,x
1653397450386,23.25,8.16,6.54,x
1653397450400,23.38,8.25,6.61,x
1653397450409,23.52,8.3,6.71,x
1653397450418,23.67,8.31,6.83,x
1653397450428,23.81,8.31,6.97,x
1653397450437,23.93,8.28,7.14,x
1653397450447,24.03,8.25,7.33,x
1653397450462,24.1,8.21,7.5,x
1653397450467,24.16,8.15,7.64,x
1653397450481,24.22,8.1,7.73,x
1653397450488,24.28,8.08,7.77,x
1653397450504,24.36,8.09,7.78,x
1653397450516,24.45,8.11,7.78,x
1653397450526,24.53,8.15,7.81,x
1653397450547,24.6,8.2,7.87,x
1653397450560,24.66,8.25,7.97,x
1653397450563,24.72,8.27,8.09,x
1653397450572,24.78,8.27,8.21,x
1653397450575,24.83,8.26,8.34,x
1653397450582,24.86,8.26,8.44,x
1653397450590,24.89,8.26,8.52,x
1653397450597,24.9,8.26,8.57,x
1653397450607,24.91,8.25,8.59,x
1653397450618,24.9,8.22,8.6,x
1653397450628,24.91,8.16,8.62,x
1653397450638,24.91,8.09,8.65,x
1653397450646,24.92,8.01,8.7,x
1653397450666,24.93,7.93,8.75,x
1653397450671,24.92,7.87,8.82,x
1653397450683,24.9,7.82,8.87,x
1653397450688,24.9,7.78,8.91,x
1653397450705,24.91,7.75,8.96,x
1653397450720,24.92,7.72,9.07,x
1653397450724,24.94,7.69,9.27,x
1653397450734,24.97,7.66,9.53,x
1653397450757,24.99,7.64,9.79,x
1653397450762,24.98,7.64,9.99,x
1653397450772,24.93,7.69,10.07,x
1653397450785,24.85,7.8,10.02,x
1653397450787,24.74,7.98,9.91,x
1653397450789,24.6,8.3,9.74,x
1653397450798,24.62,8.68,9.58,x
1653397450807,24.75,9.02,9.38,x
1653397450817,24.86,9.26,9.17,x
1653397450828,24.91,9.41,8.99,x
1653397450836,24.88,9.46,8.86,x
1653397450849,24.82,9.44,8.76,x
1653397450856,24.74,9.36,8.64,x
1653397450867,24.63,9.23,8.46,x
1653397450879,24.49,9.06,8.19,x
1653397450886,24.33,8.85,7.83,x
1653397450897,24.17,8.61,7.38,x
1653397450906,24,8.33,6.85,x
1653397450917,23.83,8.04,6.28,x
1653397450929,23.66,7.78,5.75,x
1653397450938,23.51,7.58,5.31,x
1653397450948,23.38,7.45,4.95,x
1653397450956,23.28,7.38,4.65,x
1653397450967,23.21,7.36,4.4,x
1653397450977,23.18,7.38,4.14,x
1653397450986,23.18,7.4,3.85,x
1653397450998,23.19,7.36,3.54,x
1653397451006,23.19,7.27,3.17,x
1653397451019,23.18,7.16,2.81,x
1653397451027,23.15,7.05,2.52,x
1653397451037,23.11,6.96,2.33,x
1653397451047,23.09,6.88,2.23,x
1653397451058,23.08,6.81,2.21,x
1653397451066,23.11,6.74,2.25,x
1653397451077,23.17,6.67,2.28,x
1653397451087,23.26,6.58,2.3,x
1653397451097,23.41,6.46,2.36,x
1653397451106,23.58,6.27,2.33,x
1653397451118,23.72,6.04,2.25,x
1653397451127,23.78,5.82,2.2,x
1653397451137,23.77,5.65,2.21,x
1653397451147,23.73,5.54,2.27,x
1653397451157,23.7,5.49,2.34,x
1653397451167,23.7,5.49,2.39,x
1653397451178,23.73,5.51,2.4,x
1653397451187,23.79,5.55,2.39,x
1653397451198,23.87,5.61,2.38,x
1653397451209,23.95,5.68,2.43,x
1653397451219,24.05,5.77,2.55,x
1653397451227,24.18,5.84,2.7,x
1653397451239,24.32,5.91,2.87,x
1653397451247,24.47,5.97,3.05,x
1653397451257,24.62,6.02,3.22,x
1653397451267,24.76,6.07,3.37,x
1653397451277,24.89,6.14,3.5,x
1653397451290,25.02,6.24,3.64,x
1653397451308,25.14,6.39,3.81,x
1653397451322,25.28,6.55,4.01,x
1653397451323,25.45,6.68,4.11,x
1653397451327,25.64,6.79,4.13,x
1653397451337,25.83,6.88,4.12,x
1653397451347,26,6.97,4.12,x
1653397451357,26.16,7.06,4.17,x
1653397451373,26.31,7.15,4.24,x
1653397451382,26.47,7.24,4.34,x
1653397451388,26.63,7.31,4.46,x
1653397451402,26.8,7.39,4.57,x
1653397451407,26.96,7.47,4.65,x
1653397451420,27.1,7.55,4.69,x
1653397451432,27.19,7.61,4.62,x
1653397451453,27.27,7.64,4.48,x
1653397451455,27.36,7.61,4.32,x
1653397451462,27.43,7.53,4.16,x
1653397451476,27.47,7.39,4.05,x
1653397451481,27.48,7.21,3.99,x
1653397451488,27.48,7.01,3.93,x
1653397451496,27.47,6.84,3.86,x
1653397451507,27.48,6.71,3.8,x
1653397451517,27.47,6.64,3.74,x
1653397451528,27.46,6.61,3.65,x
1653397451538,27.46,6.61,3.5,x
1653397451549,27.47,6.63,3.3,x
1653397451556,27.49,6.64,3.08,x
1653397451567,27.51,6.63,2.86,x
1653397451578,27.51,6.6,2.64,x
1653397451588,27.47,6.55,2.45,x
1653397451598,27.4,6.49,2.26,x
1653397451607,27.3,6.43,2.1,x
1653397451617,27.18,6.37,1.96,x
1653397451629,27.06,6.33,1.87,x
1653397451636,26.97,6.29,1.8,x
1653397451648,26.91,6.27,1.71,x
1653397451658,26.89,6.25,1.57,x
1653397451668,26.88,6.23,1.41,x
1653397451677,26.85,6.21,1.28,x
1653397451688,26.8,6.2,1.18,x
1653397451697,26.74,6.18,1.12,x
1653397451707,26.71,6.15,1.09,x
1653397451721,26.68,6.11,1.06,x
1653397451729,26.68,6.06,1.02,x
1653397451737,26.67,6.02,0.98,x
1653397451747,26.66,5.99,0.92,x
1653397451757,26.65,5.96,0.89,x
1653397451768,26.64,5.96,0.88,x
1653397451781,26.64,5.97,0.92,x
1653397451788,26.63,5.98,1.02,x
1653397451797,26.64,6.01,1.14,x
1653397451808,26.65,6.04,1.25,x
1653397451819,26.67,6.08,1.37,x
1653397451828,26.68,6.12,1.47,x
1653397451838,26.7,6.15,1.54,x
1653397451859,26.71,6.17,1.6,x
1653397451867,26.73,6.2,1.65,x
1653397451871,26.74,6.21,1.7,x
1653397451892,26.75,6.25,1.76,x
1653397451894,26.78,6.31,1.85,x
1653397451901,26.82,6.41,1.98,x
1653397451907,26.86,6.55,2.15,x
1653397451918,26.93,6.72,2.35,x
1653397451927,27.01,6.92,2.61,x
1653397451938,27.13,7.12,2.89,x
1653397451949,27.29,7.28,3.03,x
1653397451957,27.46,7.42,3.11,x
1653397451968,27.61,7.54,3.2,x
1653397451978,27.71,7.63,3.32,x
1653397451987,27.75,7.69,3.51,x
1653397451998,27.75,7.73,3.78,x
1653397452007,27.74,7.76,4.13,x
1653397452019,27.7,7.77,4.46,x
1653397452032,27.64,7.8,4.77,x
1653397452038,27.66,7.84,5.09,x
1653397452049,27.74,7.85,5.33,x
