time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1653397452057,27.81,7.82,5.52,x
1653397452068,27.81,7.79,5.7,x
1653397452077,27.73,7.78,5.88,x
1653397452089,27.64,7.8,6,x
1653397452098,27.55,7.83,6.05,x
1653397452107,27.49,7.86,6.03,x
1653397452118,27.47,7.89,5.93,x
1653397452127,27.47,7.91,5.74,x
1653397452138,27.49,7.93,5.48,x
1653397452147,27.5,7.95,5.2,x
1653397452157,27.48,7.98,4.94,x
1653397452169,27.43,7.99,4.69,x
1653397452180,27.35,7.97,4.45,x
1653397452187,27.26,7.9,4.24,x
1653397452198,27.17,7.82,4.05,x
1653397452208,27.08,7.76,3.86,x
1653397452217,27.01,7.72,3.63,x
1653397452227,26.94,7.7,3.35,x
1653397452238,26.86,7.7,2.95,x
1653397452248,26.76,7.75,2.45,x
1653397452262,26.62,7.87,1.97,x
1653397452267,26.43,8.03,1.54,x
1653397452278,26.21,8.2,1.17,x
1653397452292,25.98,8.35,0.83,x
1653397452297,25.77,8.46,0.43,x
