time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285120218.8,18,32.8,1.1,x
1664285120235.5,17.8,32.8,1.6,x
1664285120252.7,17.5,32.5,1.6,x
1664285120268.8,17.4,32.3,1.5,x
1664285120285.4,17,31.9,1.6,x
1664285120302.7,16.7,31.8,1.8,x
1664285120318.8,16.5,31.9,2,x
1664285120335.6,16.1,32.3,2.5,x
1664285120352.9,15.8,32.8,3,x
1664285120371.2,15.7,32.9,3.2,x
1664285120385.5,15.6,33,3.4,x
1664285120402.3,15.4,32.8,3.3,x
1664285120418.8,15.3,32.7,3.3,x
1664285120435.4,15.1,32.5,3.2,x
1664285120469.2,15.2,32.6,3.1,x
1664285120511.1,15.6,32.5,2.6,x
1664285120539.2,15.8,32.4,2.2,x
1664285120585.5,15.7,32.4,2.3,x
1664285120635.4,15.5,32.3,2.4,x
1664285120670.2,15.4,32.2,2.4,x
1664285120702.1,15.4,32,2.7,x
1664285120736.4,15.7,31.6,2.7,x
1664285120756,15.8,31.3,2.6,x
1664285120768.7,15.9,31.3,2.5,x
1664285120785.5,15.9,31.3,2.6,x
1664285120803.7,15.9,31.3,2.7,x
1664285120829.4,15.8,31.4,2.8,x
1664285120868.6,15.9,31.7,2.8,x
1664285120885.6,15.9,31.9,2.9,x
1664285120901.9,15.8,32.2,3,x
1664285120918.5,15.8,32.2,3.1,x
1664285120935.7,15.7,32.4,3.2,x
1664285120952.1,15.7,32.7,3.2,x
1664285120969.1,15.7,32.8,3.3,x
1664285120985.4,15.8,33.1,3.6,x
1664285121002.1,15.9,33,3.9,x
1664285121019.5,16.1,32.7,3.9,x
1664285121035.6,16.5,32.3,3.3,x
1664285121052.5,16.8,32.3,2.7,x
1664285121068.7,16.9,32.5,2.7,x
1664285121085.4,17.1,32.9,3,x
1664285121102,17.4,33.1,3.5,x
1664285121118.7,17.6,33.1,3.6,x
1664285121135.3,18.1,32.8,3.4,x
1664285121151.9,18.6,32.8,3,x
1664285121168.9,18.8,32.9,2.8,x
1664285121185.4,19.3,33.2,2.7,x
1664285121201.8,19.8,33.5,2.6,x
1664285121218.5,20.1,33.5,2.3,x
1664285121235.2,20.2,33.5,2.1,x
1664285121252.1,20.4,33.5,1.9,x
1664285121268.7,20.5,33.5,1.8,x
1664285121285.4,20.5,33.6,1.9,x
1664285121302.2,20.6,33.7,2,x
1664285121335.5,20.7,33.6,1.8,x
1664285121352.9,20.8,33.4,1.7,x
1664285121368.7,20.9,33.3,1.6,x
1664285121385.5,20.9,33.2,1.5,x
1664285121402,21,33,1.4,x
1664285121438.9,20.9,32.6,1.3,x
1664285121452,20.9,32.4,1.2,x
1664285121485.1,20.7,32.3,1.2,x
1664285121501.9,20.4,32.3,1.3,x
1664285121518.7,20.2,32.4,1.3,x
1664285121535.2,19.8,32.4,1.3,x
1664285121552.1,19.5,32.4,1.2,x
1664285121585.3,19.2,32.3,1.1,x
1664285121603.4,19,32.3,1,x
1664285121635.8,18.7,32.4,0.9,x
1664285121652.2,18.4,32.4,0.9,x
1664285121668.9,18.3,32.5,0.9,x
1664285121685.3,18.1,32.6,0.8,x
1664285121702,18,32.6,0.8,x
1664285121736,17.7,32.7,0.5,x
1664285121772.9,17.6,32.8,0.3,x
1664285121802.1,17.2,32.5,-0.2,x
1664285121818.9,17.3,32.2,-0.5,x
1664285121853.2,17.4,31.4,-1.9,x
1664285121869.5,17.3,31.4,-2.5,x
1664285121885.3,17,31.7,-2.4,x
1664285121902,16.6,32.3,-1.7,x
1664285121918.6,16.5,32.5,-1.4,x
1664285121935.2,16.3,32.7,-1,x
1664285121951.8,16.2,32.6,-0.8,x
1664285121969.3,16,32.5,-0.6,x
1664285121985.1,15.8,32.6,-0.5,x
1664285122002,15.6,32.8,-0.1,x
1664285122018.7,15.5,32.9,0.1,x
1664285122035.4,15.3,33.1,0.4,x
1664285122068.7,15.2,33.2,0.4,x
1664285122102,15.1,33.3,0.4,x
1664285122135.5,15.1,33.3,0.6,x
1664285122155,15.1,33.2,0.7,x
1664285122168.6,15.1,33.1,0.8,x
1664285122185.7,15,33,0.8,x
1664285122235.9,15,32.9,1,x
1664285122252,14.9,32.9,1.2,x
1664285122285.4,14.9,32.7,1.2,x
1664285122318.6,15,32.6,1.3,x
1664285122335.7,15.1,32.4,1.4,x
1664285122352.4,15.3,32.3,1.4,x
1664285122369.4,15.3,32.2,1.3,x
1664285122414.7,15.5,32.1,1.5,x
1664285122435.4,15.6,32.1,1.4,x
1664285122452.2,15.9,32,1.3,x
1664285122468.8,16,32.1,1.3,x
1664285122485.4,16.2,32.1,1.4,x
1664285122502.1,16.4,32.1,1.5,x
1664285122535.7,16.6,32,1.4,x
1664285122552.6,16.7,32.1,1.3,x
1664285122568.9,16.7,32.3,1.3,x
1664285122586,16.7,32.7,1.4,x
1664285122602.1,16.7,33.2,1.7,x
1664285122619,16.8,33.4,1.9,x
1664285122635.7,17,33.5,2.3,x
1664285122652.4,17.4,32.7,2.1,x
1664285122668.8,17.6,32.3,1.7,x
1664285122685.7,17.9,31.7,1,x
1664285122702.2,17.8,31.7,0.9,x
1664285122718.9,17.8,31.9,1.1,x
1664285122735.4,17.8,32.4,1.7,x
1664285122752.4,18.1,32.7,2,x
1664285122769.7,18.3,32.7,2,x
1664285122852,21.1,32.6,0.8,x
1664285122868.7,21.3,32.7,0.7,x
1664285122885.4,21.5,32.8,0.7,x
1664285122902,21.6,32.9,0.9,x
1664285122918.8,21.7,33,1,x
1664285122935.6,21.9,33.1,1.1,x
1664285122952.4,22.1,32.9,1.1,x
1664285122968.8,22.3,32.8,1.1,x
1664285122985.7,22.5,32.7,1.1,x
1664285123002.4,22.8,32.6,1,x
1664285123019.4,22.9,32.6,0.9,x
1664285123035.5,23.1,32.6,0.8,x
1664285123052.2,23.5,32.6,0.5,x
1664285123085.4,23.5,32.4,0.4,x
1664285123118.8,23.4,32.3,0.2,x
1664285123135.4,23.3,32.3,0.1,x
1664285123172.8,23.2,32.5,0.2,x
1664285123185.3,23.2,32.4,0.1,x
1664285123202.3,23.1,32.4,0.1,x
1664285123218.8,23.1,32.3,0,x
1664285123235.4,23,32.3,0,x
1664285123252.7,22.9,32.3,0.1,x
1664285123269.1,22.8,32.2,0.1,x
1664285123298.2,22.6,32,0.1,x
1664285123318.7,22.5,32,0.1,x
1664285123359.5,22.3,32,0,x
1664285123385.3,22.2,32,-0.2,x
1664285123403.1,22.1,32.1,-0.3,x
1664285123418.8,22,32.1,-0.4,x
1664285123435.6,21.8,32.3,-0.4,x
1664285123452.2,21.6,32.5,-0.5,x
1664285123468.6,21.4,32.5,-0.5,x
1664285123485.9,21.1,32.7,-0.5,x
1664285123502.2,20.9,32.8,-0.5,x
1664285123519.2,20.5,33,-0.5,x
1664285123552.3,20,32.9,0,x
1664285123569,19.9,32.7,0.2,x
1664285123585.5,19.8,32.3,0.3,x
1664285123602.1,19.6,32,0.3,x
1664285123618.7,19.4,32.1,0.4,x
1664285123635.4,19.1,32.4,0.6,x
1664285123652.9,18.7,33,1,x
1664285123671.4,18.3,33.6,1.5,x
1664285123696.6,18,33.8,1.9,x
1664285123720.8,17.8,33.7,2.1,x
1664285123735.3,17.8,33.6,2.2,x
1664285123751.9,17.8,33.5,2.1,x
1664285123768.6,17.9,33.4,2.2,x
1664285123818.9,18,33.4,2,x
1664285123835.7,18,33.5,1.8,x
1664285123852.5,17.9,33.7,1.8,x
1664285123868.9,17.8,33.9,1.9,x
1664285123885.6,17.7,34,2,x
1664285123902.3,17.7,33.9,2,x
1664285123918.9,17.8,33.8,1.9,x
1664285123935.6,18,33.6,1.7,x
1664285123952.5,18.1,33.5,1.5,x
1664285123968.8,18.2,33.6,1.5,x
1664285123985.8,18.3,33.6,1.6,x
1664285124002,18.5,33.6,1.5,x
1664285124020.8,18.6,33.5,1.4,x
1664285124035.8,18.8,33.5,1.3,x
1664285124052.6,19,33.5,1.2,x
1664285124068.6,19.1,33.4,1.2,x
1664285124085.2,19.5,33.3,1.3,x
1664285124102.4,19.8,33.1,1.3,x
1664285124118.9,20,33,1.3,x
1664285124135.3,20.3,32.9,1.2,x
1664285124152.2,20.5,32.8,1.1,x
1664285124168.8,20.8,32.8,1,x
1664285124190.5,21.1,32.8,1,x
1664285124201.9,21.4,32.8,1,x
1664285124218.7,21.6,32.8,1,x
1664285124235.7,21.9,32.8,0.9,x
1664285124253,22.2,32.8,0.9,x
1664285124314.7,23.4,32.1,1.4,x
1664285124335.5,24,30.8,1.1,x
1664285124352.5,24.4,29.9,0.1,x
1664285124369,24.5,29.7,-0.3,x
1664285124385.6,24.6,29.8,-0.5,x
1664285124402.3,24.7,30.2,0,x
1664285124419.4,24.9,30.4,0.4,x
1664285124435.7,25,30.6,0.6,x
1664285124452.2,25.5,31,0.5,x
1664285124468.8,26.1,31.3,0.1,x
1664285124488.2,26.8,31.4,-0.4,x
1664285124502.1,27.1,31.4,-0.6,x
1664285124518.6,27.9,31.3,-1,x
1664285124535.2,28.5,31,-1.5,x
1664285124552.2,28.9,30.5,-1.8,x
1664285124568.6,29.1,30.3,-1.9,x
1664285124585.6,29.3,30.3,-2.1,x
1664285124602,29.4,30.5,-2.1,x
1664285124618.8,29.4,30.7,-2.1,x
1664285124655.7,29.6,31.4,-2,x
1664285124668.8,29.8,31.5,-2.1,x
1664285124685.2,30,31.5,-2.3,x
1664285124712.8,30.3,31.5,-2.6,x
1664285124783,30.3,31.4,-2.8,x
1664285124802,29.7,31.6,-2.7,x
1664285124818.8,29.5,31.6,-2.6,x
1664285124835.2,29.1,31.6,-2.6,x
1664285124852.1,28.8,31.5,-2.6,x
1664285124868.6,28.7,31.5,-2.7,x
1664285124885.6,28.4,31.5,-2.7,x
1664285124902.1,28.1,31.5,-2.6,x
1664285124918.6,27.9,31.6,-2.6,x
1664285124935.6,27.6,31.7,-2.6,x
1664285124952.4,27.3,31.8,-2.6,x
1664285124969.2,27.2,31.9,-2.6,x
1664285124985.6,26.9,31.9,-2.7,x
1664285125002,26.6,31.9,-2.9,x
1664285125019,26.4,31.9,-3,x
1664285125035.7,26.2,31.9,-3.1,x
1664285125052.3,25.8,31.7,-2.7,x
1664285125070.1,25.5,31.2,-1.6,x
1664285125085.3,25.3,30.3,-0.7,x
1664285125102,25.2,29.9,-0.4,x
1664285125118.9,25.1,29.5,-0.4,x
1664285125135.4,24.7,29.6,-0.5,x
1664285125152.1,24.3,30.1,-0.1,x
1664285125193.8,23.6,30.6,1,x
1664285125203.4,23.5,30.6,1.2,x
1664285125219.1,23.3,30.4,1.3,x
1664285125234.9,23.1,29.9,1.4,x
1664285125251.8,22.9,29.5,1.5,x
1664285125269.1,22.6,29.5,1.5,x
1664285125285.2,22.5,29.6,1.6,x
1664285125341.2,21.8,30.1,2,x
1664285125351.9,21.7,30.2,1.9,x
1664285125368.6,21.6,30.3,1.9,x
1664285125385.3,21.4,30.3,2,x
1664285125401.8,21.2,30.4,2.2,x
1664285125418.5,21.1,30.4,2.3,x
1664285125435.1,21,30.5,2.4,x
1664285125468.4,21,30.3,2.4,x
1664285125501.7,21.1,30.1,2.2,x
1664285125518.5,21.1,30,2.1,x
1664285125536.6,21.3,29.9,2,x
1664285125551.7,21.3,29.7,1.9,x
1664285125601.7,21.4,29.6,2,x
1664285125618.5,21.6,29.3,2.1,x
1664285125651.7,21.8,28.9,2.1,x
1664285125668.5,21.9,28.7,2.1,x
1664285125685.2,22.1,28.4,2,x
1664285125704.9,22.3,28.2,2,x
1664285125719.1,22.6,28.2,2,x
1664285125785.1,23.1,28.6,2.8,x
1664285125803.4,23.2,28.6,2.8,x
1664285125818.6,23.6,28.5,2.8,x
1664285125835.1,24.1,27.9,3,x
1664285125853.5,24.9,27.1,2.9,x
1664285125868.8,25.2,26.6,2.7,x
1664285125885.1,25.8,26,2.2,x
1664285125901.8,26.1,25.8,2.2,x
1664285125918.4,26.9,25.5,2.3,x
1664285125935,27.3,25.4,2.4,x
1664285125952.6,27.9,25.2,2.5,x
1664285125968.4,28.2,25.1,2.4,x
1664285125985.2,28.6,24.9,2.3,x
1664285126002.1,28.9,24.6,2.1,x
1664285126018.6,29,24.4,2,x
1664285126035.6,29.1,24.1,1.8,x
1664285126052.2,29.2,23.8,1.8,x
1664285126068.5,29.2,23.7,1.9,x
1664285126085.6,29.5,23.6,1.8,x
1664285126102.3,29.7,23.5,1.7,x
1664285126118.7,29.7,23.5,1.6,x
1664285126135.6,29.7,23.5,1.4,x
1664285126152,29.7,23.7,1.1,x
1664285126168.6,29.7,23.8,1,x
1664285126185.6,29.8,24.1,0.8,x
1664285126202.1,29.9,24.3,0.6,x
1664285126218.6,29.9,24.4,0.5,x
1664285126235.1,29.7,24.4,0.3,x
1664285126277.2,29.1,24.3,0.2,x
1664285126288.5,29,24.2,0.1,x
1664285126301.9,28.8,24.1,-0.1,x
1664285126318.4,28.6,24,-0.1,x
1664285126335.3,28.3,23.8,-0.2,x
1664285126352,27.9,23.6,-0.1,x
1664285126369.1,27.7,23.6,0,x
1664285126385.2,27.2,23.6,0,x
1664285126401.9,26.6,23.8,0,x
1664285126418.8,26.2,23.9,-0.1,x
1664285126435.7,25.6,24.1,-0.2,x
1664285126453.2,25,24.2,-0.2,x
1664285126469.1,24.8,24.2,-0.2,x
1664285126485.2,24.4,24.1,-0.3,x
1664285126501.9,23.9,23.9,-0.5,x
1664285126519.1,23.4,23.8,-0.9,x
1664285126535.1,23.2,23.8,-1.1,x
1664285126551.9,22.7,23.9,-1.4,x
1664285126570.5,22.3,24.3,-1.6,x
1664285126585.3,22.1,24.4,-1.7,x
1664285126603.1,21.6,24.3,-1.4,x
1664285126618.7,21.4,24.1,-1,x
1664285126635.3,21.2,23.3,-0.5,x
1664285126651.8,21.1,22.7,-0.2,x
1664285126668.6,21.1,22.6,-0.3,x
1664285126685.4,20.6,22.9,-0.4,x
1664285126701.9,20,23.7,-0.1,x
1664285126718.3,19.6,24.6,0.4,x
1664285126735.2,19.5,25.1,0.6,x
1664285126751.9,19.4,25.9,0.7,x
1664285126768.6,19.4,26.2,0.6,x
1664285126803.2,19.3,26.6,0,x
1664285126819.6,19.1,26.8,-0.1,x
1664285126835.2,18.9,26.9,-0.1,x
1664285126852,18.7,27.3,0,x
1664285126868.8,18.5,27.5,0,x
1664285126885.2,18.2,27.9,0.1,x
1664285126902,17.9,28.2,0.3,x
1664285126918.7,17.8,28.2,0.4,x
1664285126935.3,17.7,28.1,0.7,x
1664285126952,17.7,27.8,0.8,x
1664285126968.5,17.7,27.6,0.9,x
1664285126985.1,17.8,27.1,1,x
1664285127002,17.9,26.7,0.9,x
1664285127018.8,18,26.6,0.8,x
1664285127035.3,18,26.5,0.7,x
1664285127052.5,18,26.3,0.5,x
1664285127089.2,18.2,26.2,0.5,x
1664285127101.9,18.3,26.1,0.5,x
1664285127118.5,18.5,26,0.5,x
1664285127135.4,18.8,25.8,0.6,x
1664285127152.2,19,25.7,0.6,x
1664285127168.5,19.2,25.7,0.7,x
1664285127191.6,19.8,25.6,0.9,x
1664285127231.4,20.5,25.6,1,x
1664285127249.6,21,25.6,0.9,x
1664285127268.4,21.4,25.8,0.9,x
1664285127285.1,21.7,26.2,0.9,x
1664285127301.8,21.9,26.6,1.1,x
1664285127318.4,22.1,26.9,1.3,x
1664285127335.1,22.3,27,1.5,x
1664285127351.9,22.8,26.2,2.1,x
1664285127369.1,23.3,25.4,2.4,x
1664285127385.6,24.5,23.6,2.4,x
1664285127401.9,25.3,22.4,1.3,x
1664285127418.7,25.4,22,0.7,x
1664285127435.3,25.1,22,-0.1,x
1664285127452,24.8,22.8,-0.3,x
1664285127469,24.8,23.5,-0.2,x
1664285127485.5,24.7,25.3,0.2,x
1664285127502,24.7,27.1,0.6,x
1664285127519.6,24.8,28.5,0.9,x
1664285127535.5,25,29.1,0.9,x
1664285127552.2,25.6,29.7,0.5,x
1664285127568.8,26,29.9,0.3,x
1664285127585.5,26.8,30,-0.4,x
1664285127602,27.4,30,-1,x
1664285127618.6,27.6,30,-1.3,x
1664285127635.5,28,30.1,-1.5,x
1664285127653.4,28.2,30.3,-1.6,x
1664285127669.2,28.2,30.5,-1.6,x
1664285127751.9,28,30,-1.4,x
1664285127768.5,27.9,29.8,-1.4,x
1664285127785.2,27.7,29.5,-1.5,x
1664285127802.4,27.5,29.3,-1.6,x
1664285127818.6,27.3,29.1,-1.7,x
1664285127835.2,26.9,29,-1.8,x
1664285127852.3,26.7,28.7,-1.9,x
1664285127868.5,26.6,28.6,-2,x
1664285127885.3,26.3,28.2,-2.1,x
1664285127901.8,26,28,-2.3,x
1664285127918.6,25.8,27.9,-2.4,x
1664285127935.6,25.3,27.8,-2.4,x
1664285127952,25,27.8,-2.4,x
1664285127968.8,24.5,27.9,-2.3,x
1664285127985.1,24.1,28,-2.2,x
1664285128001.9,23.7,28.1,-2.2,x
1664285128018.4,23.5,28.2,-2.2,x
1664285128035.1,23.2,28.3,-2.2,x
1664285128051.7,22.7,28.4,-2.1,x
1664285128069.8,22.5,28.5,-2,x
1664285128085.2,22,28.5,-1.8,x
1664285128101.9,21.6,28,-1.2,x
1664285128120.8,21.3,27.1,-0.4,x
1664285128135.5,21.2,26.7,-0.3,x
1664285128178.8,20.5,26.2,-0.1,x
1664285128185,20.1,26.4,0.1,x
1664285128201.9,19.4,27.1,0.4,x
1664285128218.5,19.1,27.5,0.7,x
1664285128235.8,18.5,28.3,1.2,x
1664285128251.7,18,28.8,1.9,x
1664285128269,17.8,28.9,2.4,x
1664285128285.2,17.7,28.9,2.5,
1664285128313.7,17.5,28.8,2.6,
1664285128335.2,17.3,29,2.7,
1664285128352.7,17.1,29.4,2.9,
1664285128369.2,16.8,29.8,3.1,
1664285128385.1,16.8,30,3.1,
1664285128401.6,16.7,30.3,3.2,
1664285128418.5,16.7,30.4,3.1,
1664285128435.2,16.7,30.5,3,
1664285128451.8,16.7,30.5,2.8,
1664285128501.6,16.6,30.6,3,
1664285128518.5,16.6,30.7,3.1,
1664285128535,16.6,30.8,3.3,
1664285128552.4,16.6,30.9,3.6,
1664285128568.8,16.7,30.9,3.7,
1664285128585.5,16.9,30.9,3.8,
1664285128602,17.1,30.9,3.8,
1664285128618.4,17.3,30.9,3.7,
1664285128635.2,17.5,31.1,3.6,
1664285128651.9,17.7,31.4,3.5,
1664285128668.6,17.9,31.5,3.6,
1664285128685.3,18.1,31.9,4.1,
1664285128701.8,18.3,32.2,4.6,
1664285128718.6,18.4,32.3,4.8,
1664285128735.1,18.9,32.4,4.8,
1664285128751.9,19.3,32.5,4.6,
1664285128769.1,19.6,32.7,4.6,
1664285128785.4,20,32.9,4.6,
1664285128801.7,20.5,33.2,4.7,
1664285128818.6,20.7,33.4,4.8,
1664285128835.1,21.1,33.8,5.2,
1664285128866.2,21.6,34.3,5.7,
1664285128918.9,24,33.9,6.8,
1664285128934.9,24.2,34.1,6.7,
1664285128951.9,24.4,34.5,6.7,
1664285128968.4,24.5,34.7,6.7,
1664285128985.1,24.7,35.1,6.8,
1664285129002,24.9,35.3,7,
1664285129018.5,24.9,35.5,7.1,
1664285129037.5,25,35.8,7.5,
1664285129051.9,25,35.9,7.9,
1664285129068.4,25,36,8.1,
1664285129085.1,25,36.1,8.3,
1664285129118.8,24.8,36.2,8.5,
1664285129173.9,23.1,36.8,9.3,
1664285129184.8,22.6,37,9.6,
1664285129201.4,21.8,36.9,10.1,
1664285129218.1,20.9,36.6,10.2,
1664285129234.8,20.4,36.5,10.1,
