time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1664285305073.2,12.8,33.6,4.5,x
1664285305089.8,12.9,33.1,4.3,x
1664285305106.7,13.1,32.8,4.1,x
1664285305123.2,13.2,32.5,3.9,x
1664285305156.5,13.4,31.8,3.3,x
1664285305173.2,13.5,31.6,3.1,x
1664285305189.8,13.6,31.5,3,x
1664285305223.2,13.6,31.3,2.8,x
1664285305273.2,13.6,31.2,2.7,x
1664285305306.5,13.6,31.1,2.7,x
1664285305323.1,13.7,31.2,2.7,x
1664285305339.8,13.7,31.1,2.7,x
1664285305441,13.7,31.1,2.6,x
1664285305457.5,13.7,31.1,2.7,x
1664285305490.6,13.7,31.1,2.6,x
1664285305507.4,13.7,31.1,2.7,x
1664285305524.3,13.7,31.2,2.8,x
1664285305557.4,13.7,31.4,2.7,x
1664285305574,13.9,31.3,2.5,x
1664285305607,14,31.1,2.3,x
1664285305624.3,14,31.1,2.2,x
1664285305640.7,13.9,31.4,2.4,x
1664285305657.3,13.6,31.7,3,x
1664285305673.7,13.5,31.7,3.1,x
1664285305691.3,13.5,31.7,3.2,x
1664285305712.8,13.7,31.6,3,x
1664285305723.9,13.8,31.4,2.8,x
1664285305742,13.8,31.4,2.7,x
1664285305756.8,13.8,31.5,2.6,x
1664285305773.6,13.8,31.6,2.5,x
1664285305807.2,14,31.5,2.1,x
1664285305823.7,14,31.4,2.2,x
1664285305840.7,13.9,31.3,2.3,x
1664285305857.1,13.9,31.3,2.4,x
1664285305873.6,13.8,31.3,2.6,x
1664285305890.2,13.8,31.4,2.6,x
1664285305906.9,13.8,31.7,2.7,x
1664285305940.9,13.9,31.8,2.6,x
1664285305958.6,14,31.7,2.4,x
1664285305973.6,14.2,31.7,2.2,x
1664285306007.1,14,31.9,2.5,x
1664285306023.7,14.1,31.9,2.4,x
1664285306040.4,14.1,31.8,2.4,x
1664285306057.2,14.2,31.6,2.3,x
1664285306073.5,14.3,31.5,2.1,x
1664285306091.7,14.4,31.5,1.9,x
1664285306107.2,14.4,31.5,1.8,x
1664285306123.6,14.4,31.6,1.8,x
1664285306141.7,14.3,31.7,1.9,x
1664285306173.5,14.3,31.6,1.9,x
1664285306191.1,14.3,31.4,1.8,x
1664285306291.6,14.1,31.5,1.8,x
1664285306340.8,14.1,31.3,1.7,x
1664285306357.2,14,31.3,1.8,x
1664285306507.7,14,31.2,1.6,x
1664285306523.5,14.1,31.2,1.5,x
1664285306557.1,14,31.2,1.5,x
1664285306590.5,14,31.3,1.6,x
1664285306623.6,14,31.4,1.6,x
1664285306657.1,14,31.3,1.7,x
1664285306709.7,14,31.1,1.7,x
1664285306816.4,14,31,1.8,x
1664285306907.9,13.9,31,2,x
1664285306923.9,13.9,30.9,2.1,x
1664285306957.9,13.9,30.9,2.2,x
1664285307007.1,13.8,30.9,2.3,x
1664285307023.6,13.9,30.8,2.2,x
1664285307057.1,13.9,30.9,2.1,x
1664285307186.1,13.7,31,2.2,x
1664285307223.3,13.5,31,2.3,x
1664285307290.1,13.4,31.1,2.3,x
1664285307340.4,13.3,31.1,2.4,x
1664285307357.2,13.3,31.2,2.4,x
1664285307406.9,13.4,31.5,2.6,x
