time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1652785768432.9,-0.2,0.6,0.4,-0.5,5.7,8,-55.9,2.8,6,x
1652785768449.1,0.6,1.3,2.1,0,6.4,9.8,-47.3,-1.4,4.3,x
1652785768465.5,1.4,2,2.9,1.3,7.3,11.1,-29.8,-5.2,-3.2,x
1652785768482.9,1.5,2.2,3,1.3,7.3,11.1,-10.1,-5.2,-17.1,x
1652785768499.1,1,3,2.4,0.9,8,10.7,5.1,-3.6,-33.7,x
1652785768527.1,-1.8,7.8,1.4,-2.1,13,9.6,-4.2,-16.4,-35.6,x
1652785768532.3,-1.8,10,1.9,-0.7,15.6,10.8,-40.4,-47.9,-16.1,x
1652785768549.2,0,10.6,2.7,-0.7,15.6,10.8,-40.4,-47.9,-16.1,x
1652785768565.5,4.8,7.7,4.3,3.4,14,12.2,-85.3,-86.6,-8.2,x
1652785768582.2,7.3,2.7,6.3,7.3,5.5,15.1,-106.3,-96.1,-22.1,x
1652785768599.7,6.9,0.6,6.3,7.3,5.5,15.1,-90.6,-75.5,-53.6,x
1652785768615.8,3.9,-2.2,4.6,4.9,2.9,13.9,-45.5,-18.2,-89.5,x
1652785768632.2,0.5,-2.8,3.5,-1.3,2.2,11.4,4,43.3,-113.1,x
1652785768649.3,-2.3,-2,1.3,-3.5,3,9.2,47.2,61.8,-98.8,x
1652785768666.3,-3.2,-1.6,0.1,-3.5,3,9.2,47.2,61.8,-98.8,x
1652785768682.5,-3.1,-1.4,-1.6,-4.1,3.4,7.5,34.4,48.2,-64.8,x
1652785768698.8,-1.6,-1.9,-1.4,-1.8,2.6,7.4,13.9,30.2,-31.7,x
1652785768716.4,-0.6,-2.2,-1.2,-1.8,2.6,7.4,-0.4,7.6,-8.7,x
1652785768732.5,0.6,-2.6,-1,-0.6,2.2,7.7,-0.6,-10.5,1.3,x
1652785768748.8,1.1,-2.9,-1.4,0.5,1.7,6.8,8.1,-25.8,3,x
1652785768765.9,1.2,-3.3,-2.4,0.5,1.6,5.8,30.1,-28.4,-3.6,x
1652785768782.9,1.1,-3.2,-3,0.5,1.6,5.8,30.1,-28.4,-3.6,x
1652785768799.2,0.6,-2.9,-4.1,0.1,1.9,4.8,32.2,-18.3,-7.8,x
1652785768815.5,0.3,-2.3,-4.8,-0.4,2.8,3.5,25.9,-6.9,-9.1,x
1652785768832.9,0.3,-2.1,-4.9,-0.4,2.8,3.5,14.8,2.3,-8.9,x
1652785768849.2,0.3,-1.9,-5.1,-0.4,3,3.3,2,5.4,-9.9,x
1652785768865.5,-0.3,-1.2,-4.5,-0.8,3.4,3.6,-11.3,4.8,-12.7,x
1652785768882.9,-0.6,-0.7,-3.8,-1.3,4.8,5.7,-23.5,-3.6,-11.8,x
1652785768899.1,-0.5,0.2,-2.5,-1.3,4.8,5.7,-30.4,-17.1,-4.9,x
1652785768915.8,0.1,0.4,-0.9,-0.8,5.1,6.9,-28,-23.3,1.1,x
1652785768932.2,0.8,0.5,0.6,0.4,5.1,9,-16.2,-31.9,0.3,x
1652785768949.6,1,0.4,0.6,0.4,5.1,9,6.3,-30.8,-4.6,x
1652785768965.8,1,0.5,0.5,0.6,5.2,8.9,29.9,-13.4,-11.1,x
1652785768984.4,0.5,1.4,0.1,0.2,5.9,8.6,39.2,-5.2,-16.5,x
1652785768999.6,0.4,1.6,0.3,-0.1,6.6,8.6,32.8,-2.4,-21.4,x
1652785769015.8,0.4,1.8,0.7,-0.1,6.8,9,16.2,-3.5,-27,x
1652785769032.5,0.1,2.1,1.7,-0.4,7,9.7,-0.7,2.5,-31.3,x
1652785769049.2,-0.4,1.9,3.2,-1.4,6.9,12.2,-7.8,14.1,-32.3,x
1652785769065.8,-0.7,1.9,3.9,-1.4,6.9,12.2,1.2,24.2,-29.8,x
1652785769082.1,-0.9,1.3,3.8,-1.7,6.5,12.1,27.9,28.2,-22.7,x
1652785769098.9,-1.7,1.8,4,-2.2,6.7,12.3,51.5,4,-15.8,x
1652785769116,-2.1,2.4,3,-2.1,7.5,10.7,16.2,-99.4,0,x
1652785769133,-1.4,2.1,2.3,-2.1,7.5,10.7,16.2,-99.4,0,x
1652785769149.1,0.3,0.8,2,-0.5,6.5,10.3,-14.1,-72.1,6.6,x
1652785769165.5,1.3,-0.8,1.9,0.8,4.2,10.2,-18.9,-7.3,11.6,x
1652785769182.9,1.3,-1.2,1.9,0.8,4.2,10.2,0.1,50.6,10.9,x
1652785769199.1,0.1,-0.6,1.4,-0.3,4.6,9.9,24.2,59.6,4.1,x
1652785769215.5,-1.4,0.2,0,-1.6,5.5,8.8,33.8,25.6,-0.1,x
1652785769232.9,-1.8,0,-1.3,-2.2,5.3,6.9,24.4,-13.1,1.1,x
1652785769249.7,-1.5,-0.3,-1.3,-2.2,5.3,6.9,-0.2,-30.9,8.1,x
1652785769265.8,-0.7,-1,-0.5,-1.4,4.6,7.4,-20.9,-21.8,16.1,x
1652785769282.1,-0.1,-1.3,0.2,-0.4,4.1,8.7,-27.1,-8.1,21.6,x
1652785769299.6,0,-1.2,0.4,-0.4,4.1,8.7,-22,-1.3,24,x
1652785769315.8,0.2,-1.1,-0.2,-0.2,4.2,8.3,-12.6,-0.3,23.1,x
1652785769332.1,0.1,-1.1,-0.9,-0.2,4.2,7.7,-3.6,0.3,21.6,x
1652785769348.8,-0.3,-1.1,-1.3,-0.6,4.2,7.1,4.5,-0.9,22.2,x
1652785769366.2,-0.4,-1.1,-1.2,-0.6,4.2,7.1,13,-6,25.2,x
1652785769382.5,-0.7,-1.1,-1.2,-0.7,4.3,7.1,23,-18.1,29.9,x
1652785769398.8,-0.7,-1,-0.9,-0.4,4.4,7.3,35.5,-28.4,36.6,x
1652785769415.8,-0.6,-1.1,-0.8,-0.4,4.4,7.3,50.1,-38.1,44.6,x
1652785769432.5,-0.2,-1.5,-1,0.1,4.3,7,65.8,-46.1,49,x
1652785769448.8,0,-1.8,-2,0.5,4.2,6.2,79,-43.7,44.8,x
1652785769466,-0.2,-1.7,-2.8,0.4,4.6,4.5,85.1,-32.3,35.6,x
1652785769482.9,-0.4,-1.5,-3.1,0.4,4.6,4.5,79.8,-21.6,28.1,x
1652785769499.1,-0.5,-1,-3.4,0.3,5.2,4,61.8,-16.1,23.6,x
1652785769515.5,-0.3,-0.5,-3.3,0.7,6,4.3,36.8,-9.3,17.4,x
1652785769532.9,-0.1,-0.4,-2.9,0.7,6,4.3,9.9,1.5,7.6,x
1652785769549.2,0,0,-1.8,0.8,6.3,5.2,-16.7,12.2,-5.5,x
1652785769566,-0.2,0.5,-0.4,0.6,6.6,6.5,-38,19.4,-19.5,x
1652785769582.2,-0.8,1.1,0.8,-0.4,7.4,8.6,-50.6,22,-32.4,x
1652785769599.6,-0.9,1.3,1.1,-0.4,7.4,8.6,-52.7,24.4,-39.7,x
1652785769615.8,-0.9,1.7,1,-0.6,7.5,8.7,-47.9,29.2,-40.2,x
1652785769632.1,-1.3,3,0.9,-1.8,9.7,9,-44.3,31.1,-39,x
1652785769649.5,-1.9,4,1.2,-1.8,9.7,9,-40.8,25,-33,x
1652785769665.8,-2.9,7.5,2,-2.8,12.5,9.8,-37,1.7,-11,x
1652785769682.5,0.7,8.9,3.9,-0.6,14.6,11.2,-42.4,-38.7,27.4,x
1652785769699.3,5.5,5.3,4.9,7.3,9.1,13.3,-54.6,-85.9,47.9,x
1652785769716.2,6.7,3,5.2,7.3,9.1,13.3,-47.8,-99.9,36.3,x
1652785769732.5,6.4,-0.9,4.5,7.7,5.6,12.9,-12.2,-68.5,-0.2,x
1652785769748.8,3,-1.9,3.9,2.1,4.2,11.3,31.9,-18.7,-46.2,x
1652785769766.2,1.2,-1.7,3.2,2.1,4.2,11.3,68.2,17.4,-76.5,x
1652785769782.9,-1.9,-0.9,0.9,-0.8,5,9.3,82.7,33.4,-79.3,x
1652785769799.1,-3.3,-0.6,-1,-2.6,5.6,7.4,72.6,36.1,-57.2,x
1652785769816,-2.5,-1.6,-2,-1.5,4.3,5.8,46,27.5,-25.5,x
1652785769832.4,-1.6,-2.1,-2,-1.5,4.3,5.8,13.4,14.2,-1.7,x
1652785769849.1,0,-2.8,-1.6,-0.1,3.6,6.1,-8,11.2,6.3,x
1652785769865.5,0.5,-3.2,-1.3,0.5,3,6.5,-15.2,16.7,4.4,x
1652785769882.6,0.4,-3.2,-1.3,0.5,3,6.5,-12.7,22,0.8,x
1652785769899.6,0.1,-3.2,-1.5,0.2,2.9,6.3,-3.5,23.6,0.8,x
1652785769917.3,-0.1,-3.2,-2.1,0,2.9,5.8,7,20.3,2.3,x
1652785769932.6,-0.3,-3,-2.8,-0.4,3.3,4.7,13.3,15.2,2.8,x
1652785769949.1,-0.4,-2.8,-3,-0.4,3.3,4.7,13,10.3,1,x
1652785769965.8,-0.5,-2.7,-3.2,-0.5,3.4,4.4,9.1,10.6,-2.2,x
1652785769982.1,-0.7,-2.4,-3.2,-1,4.1,4.5,4.7,12.9,-3,x
1652785769999.9,-0.9,-2,-3.1,-1,4.1,4.5,-5.2,13.9,6.1,x
1652785770016.3,-0.8,-1.5,-2.9,-1,4.5,4.6,-5.2,13.9,6.1,x
1652785770032.5,-0.5,-1,-2.5,-0.7,4.9,4.9,-9.2,12.5,9.2,x
1652785770048.8,-0.2,-0.4,-1.9,-0.2,5.9,5.8,-11.8,8.2,7.7,x
1652785770065.8,0,0,-1.7,-0.2,5.9,5.8,-13.5,1.3,3.9,x
1652785770082.4,0.2,0.9,-1.4,0,6.7,6.1,-17.6,-1.4,-0.4,x
1652785770098.8,0.6,1.6,-1,0.5,7.7,7.2,-23.2,5.6,-5.4,x
1652785770116.2,0.7,1.8,-0.4,0.3,8.1,8.6,-28.6,17.4,-11.7,x
1652785770132.9,0.6,2.4,1.1,0.3,8.1,8.6,-31.5,19.8,-17.2,x
1652785770149.1,0.3,3.1,2.1,0,8.7,9.7,-30.4,12,-19.2,x
1652785770165.4,0.5,3.1,2.5,-0.1,9,10.2,-22.9,11.9,-17.4,x
1652785770182.8,0.3,3.3,2.3,-0.1,9,10.2,-12.7,21.7,-15.5,x
1652785770199,-0.3,3.6,1.8,-0.8,9.3,9.7,0.1,43.6,-10.3,x
1652785770215.8,-0.1,3.5,2.9,-0.4,9.4,10.9,12.9,46,-3,x
1652785770232.9,0.3,3.5,3.1,-0.4,9.4,10.9,12.2,-5.3,-0.1,x
1652785770249.6,1.1,3,2.3,0.5,9,10.4,-13.2,-70.8,-8.7,x
1652785770265.8,1.6,1.2,2.5,1.2,7.5,10.4,-42.7,-76,-22.6,x
1652785770282.4,1.1,-0.5,3.2,0.2,4.8,11.3,-51.5,-32,-31,x
1652785770299.6,0.6,-0.8,3.1,0.2,4.8,11.3,-33.1,23.7,-29.4,x
1652785770315.7,-0.6,-0.5,2.9,-1,4.9,11.1,-2.8,51.2,-22.3,x
1652785770332.1,-1.4,0,1.7,-2.3,5.6,9.3,17.1,32.6,-15.4,x
1652785770350.1,-1.6,-0.4,0.6,-2.1,5,8.5,17,-25.3,-2,x
1652785770366.2,-1.4,-0.9,0.2,-2.1,5,8.5,17,-25.3,-2,x
1652785770382.4,-0.8,-1.5,0.1,-1.5,4.3,8.3,14.5,-33.4,9.3,x
1652785770398.7,-0.2,-1.7,-0.2,-0.2,3.9,7.7,16.4,-38,20.6,x
1652785770416.2,0.2,-1.9,-0.5,-0.2,3.9,7.7,21.1,-39.3,26.8,x
1652785770432.4,0.7,-2,-1.4,0.4,3.8,6.8,21.4,-38,24.4,x
1652785770448.7,0.7,-2.1,-2.2,0.5,3.8,5.5,18.8,-28.7,17.8,x
1652785770466,0.5,-2.1,-2.4,0.5,3.8,5.5,14.4,-18.3,11.8,x
1652785770482.9,0.1,-2,-2.4,0.2,3.8,5.5,7.5,-16.6,9.1,x
1652785770499,0.1,-2,-2.2,0.1,3.9,5.6,1.8,-23.2,9.7,x
1652785770515.4,0.6,-2.1,-2.2,0.9,3.7,5.3,0,-31.9,9.1,x
1652785770532.9,0.7,-2.1,-2.6,0.9,3.7,5.3,0.4,-36.2,3.3,x
1652785770549.6,0.8,-2,-3.1,1.1,3.8,4.8,2.3,-25.5,-4.9,x
1652785770565.5,0.8,-1.7,-3.3,1.1,4.3,4.8,2.5,-10.4,-12.8,x
1652785770582.9,0.8,-1.3,-2.7,0.9,4.6,5,-6.9,2.2,-28.6,x
1652785770599.5,0.6,-1.1,-2.8,0.9,4.6,5,-6.9,2.2,-28.6,x
1652785770615.7,-0.1,-0.6,-2.3,0.3,5,5.2,-12.7,9.7,-34.3,x
1652785770632.5,-0.7,0.1,-1.1,-0.6,6.1,7.1,-16.6,6.4,-34.9,x
1652785770649.5,-0.7,0.5,-0.6,-0.6,6.1,7.1,-21.5,-14.6,-33.2,x
1652785770665.7,-0.3,0.7,0.4,-0.3,6.3,8,-26.1,-31.5,-33.8,x
1652785770682.1,0.1,0.8,1.5,0.1,6.3,9.8,-30,-36.9,-39.9,x
1652785770699.6,0.1,0.9,1.9,0.1,6.3,9.8,-31.2,-26.3,-47.6,x
1652785770716.3,-0.2,0.9,2.6,-0.1,6.3,10.5,-28.1,-2.5,-52,x
1652785770732.4,-1.1,1.7,3.4,-1,6.7,11.3,-20.3,13.2,-50.6,x
1652785770749,-1.4,2,3.8,-1.4,7.3,11.8,-9.5,9.7,-43.3,x
1652785770766.3,-1.1,1.9,3.5,-1.4,7.3,11.8,-5,-17.9,-35.8,x
1652785770782.4,-0.4,2.2,2.7,-0.8,7.4,11.1,-16.1,-48.5,-32.6,x
1652785770798.7,0.6,1.9,2.7,0.9,6.6,11.3,-37.2,-54.8,-36.1,x
1652785770816,1,1.2,3.4,0.9,6.6,11.3,-57.1,-37.1,-45.2,x
1652785770832.9,0.8,0.9,3.8,0.8,5.9,12.2,-64.4,-6.4,-52.2,x
1652785770848.7,0.2,0.4,4.3,0.1,5.4,12.8,-51.6,22.7,-49.8,x
1652785770865.4,-0.4,0,3.7,-1.1,4.7,11.9,-26.8,35.4,-41.2,x
1652785770882.8,-0.6,-0.1,3.1,-1.1,4.7,11.9,-1.5,28.8,-28.7,x
1652785770899.1,-0.4,-0.4,1.4,-1.1,4.5,10.5,16.9,16.1,-15.1,x
1652785770915.4,0,-0.6,0.1,-0.4,4.3,8.4,24.7,6.5,-3.9,x
1652785770933.2,0.2,-0.7,-0.2,-0.1,4.1,8,24.1,-1,4.5,x
1652785770949.6,0.5,-1,-0.7,-0.1,4.1,8,21.6,-7.4,10.9,x
1652785770965.4,0.7,-1.3,-1,0.2,3.8,7.6,22.8,-9.2,15.9,x
1652785770982.1,0.9,-1.6,-1.6,0.6,3.3,6.3,27.5,-10.9,17.7,x
