time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1664285248999.9,13.1,23.1,0.4,x
1664285249016.9,13.1,23,0.5,x
1664285249133.6,13.1,23.1,0.5,x
1664285249183.2,13.1,23,0.4,x
1664285249316.5,13.2,22.8,0.3,x
1664285249333.2,13.1,22.8,0.2,x
1664285249350.4,13.1,22.9,0.2,x
1664285249366.5,13,22.9,0.2,x
1664285249384.7,13,22.9,0.3,x
1664285249533.2,12.9,23,0.5,x
1664285249550.3,12.8,23,0.6,x
1664285249616.5,12.8,23,0.8,x
1664285249700,13,23,0.8,x
1664285249750.4,13.1,23.1,0.8,x
1664285249833.1,13.2,23,0.8,x
1664285249849.8,13.2,23.1,0.7,x
1664285249866.6,13.2,23.1,0.5,x
1664285249949.8,13.3,23,0.5,x
1664285249999.9,13.1,23.1,0.6,x
1664285250016.5,13.1,23.2,0.7,x
1664285250150,13.2,23.1,0.7,x
1664285250199.9,13.1,23.2,0.7,x
1664285250233.1,13,23.1,0.8,x
1664285250349.9,12.9,23,0.9,x
1664285250383.4,12.9,23.1,0.9,x
1664285250499.5,12.9,23.2,0.9,x
1664285250566.4,12.7,23.2,1,x
1664285250666.4,12.6,23.3,1.1,x
1664285250720.8,12.7,23.1,1,x
1664285250733.2,12.7,23,1,x
1664285250751.8,12.7,23.1,1.1,x
1664285250799.8,12.8,23,1.1,x
1664285250899.7,12.7,23,1.2,x
1664285250949.7,12.9,23,1.3,x
1664285251016.5,13.1,22.9,1.3,x
1664285251050,13.2,22.8,1.3,x
1664285251083.1,13.2,22.9,1.3,x
1664285251099.9,13.3,22.8,1.1,x
1664285251116.5,13.3,22.8,1,x
1664285251133.9,13.4,22.8,0.8,x
1664285251383,13.4,22.6,0.8,x
1664285251416.4,13.4,22.5,0.8,x
1664285251533.1,13.4,22.6,0.9,x
1664285251669.5,13.5,22.5,0.7,x
1664285251783.1,13.5,22.6,0.6,x
1664285251849.7,13.4,22.6,0.8,x
1664285251999.5,13.5,22.6,0.6,x
1664285252049.5,13.4,22.5,0.6,x
1664285252116.3,13.3,22.5,0.8,x
1664285252166.8,13.3,22.5,1,x
1664285252232.8,13.3,22.5,1.1,x
1664285252249.6,13.4,22.5,1,x
1664285252332.9,13.4,22.5,0.8,x
1664285252532.8,13.3,22.6,0.9,x
1664285252566.4,13.3,22.5,0.9,x
1664285252599.6,13.3,22.6,1,x
1664285252649.6,13.2,22.5,0.8,x
1664285252683.1,13.2,22.3,0.6,x
1664285252716.6,13.2,22.4,0.6,x
1664285252816.2,13.1,22.3,0.6,x
1664285252832.9,13.1,22.3,0.5,x
1664285252882.9,13,22.2,0.5,x
1664285252899.5,13,22.2,0.6,x
1664285252949.6,13,22.4,0.6,x
1664285252982.9,12.9,22.3,0.6,x
1664285253132.8,12.7,22.3,0.6,x
1664285253249.6,12.6,22.3,0.8,x
1664285253366.2,12.7,22.1,0.8,x
1664285253399.5,12.7,22.2,0.9,x
1664285253491.7,12.9,22.2,0.8,x
1664285253633,13,22.1,0.9,x
1664285253650.2,13,22,0.8,x
1664285253934.6,13.1,21.8,0.7,x
1664285253982.9,13.2,21.7,0.5,x
1664285254017.2,13.2,21.7,0.6,x
1664285254032.8,13.2,21.7,0.5,x
1664285254049.5,13.3,21.6,0.5,x
1664285254066.7,13.3,21.5,0.5,x
1664285254166.4,13.3,21.6,0.5,x
1664285254212.2,13.3,21.5,0.5,x
1664285254332.9,13.3,21.4,0.3,x
1664285254350.1,13.3,21.3,0.4,x
1664285254566.2,13.5,21.2,0.3,x
1664285254616.1,13.5,21.1,0.4,x
1664285254649.4,13.6,21.1,0.3,x
1664285254749.6,13.5,21.2,0.2,x
1664285254766.6,13.5,21.3,0.3,x
1664285254816.2,13.4,21.3,0.2,x
1664285254849.4,13.4,21.3,0.3,x
1664285254982.9,13.4,21.1,0.3,x
1664285255016.9,13.4,21.2,0.3,x
1664285255134.6,13.2,21.4,0.4,x
1664285255169.2,13.1,21.6,0.5,x
1664285255189.5,13.1,21.7,0.5,x
1664285255249.5,13.1,21.6,0.6,x
1664285255333,13.1,21.6,0.8,x
1664285255405.4,13.1,21.6,0.5,x
1664285255433.2,13,21.5,0.4,x
1664285255466.7,12.9,21.6,0.5,x
1664285255516.5,12.8,21.6,0.6,x
1664285255552.6,12.7,21.7,0.6,x
1664285255582.9,12.6,21.7,0.8,x
1664285255649.7,12.5,21.9,0.8,x
1664285255699.7,12.6,21.9,0.9,x
1664285255749.6,12.5,21.9,0.9,x
1664285255782.9,12.5,21.8,0.9,x
1664285255833,12.5,21.9,1,x
1664285255882.9,12.6,22,0.9,x
1664285255899.6,12.6,22.1,0.9,x
1664285255932.9,12.6,22.2,0.8,x
1664285255982.9,12.7,22.1,0.7,x
1664285256032.9,12.7,22.1,0.5,x
1664285256050.1,12.6,22,0.6,x
1664285256099.7,12.5,22.1,0.7,x
1664285256182.9,12.4,22.1,0.9,x
1664285256217.6,12.4,22,1,x
1664285256299.4,12.4,22.1,1,x
1664285256432.8,12.6,22.1,1,x
1664285256482.9,12.6,22.1,1.1,x
1664285256499.3,12.7,22.2,1.1,x
1664285256516.9,12.7,22.2,1,x
1664285256532.9,12.8,22.1,1,x
1664285256566.3,12.9,22.1,0.8,x
1664285256582.9,12.9,22,0.7,x
1664285256616.7,13,21.9,0.5,x
1664285256749.6,13,21.8,0.5,x
1664285256782.9,13.1,21.9,0.4,x
1664285256832.9,13.1,21.8,0.3,x
1664285256866.5,13.1,21.7,0.2,x
1664285256899.8,13,21.8,0.2,x
1664285256966.8,13.1,21.8,0.1,x
1664285256999.5,13.1,21.9,0.1,x
1664285257050.6,13.2,21.9,0,x
1664285257099.7,13.2,21.9,0.1,x
1664285257168.9,13.4,21.9,0.1,x
1664285257199.6,13.4,21.9,0,x
1664285257383.5,13.4,22,0.1,x
1664285257449.6,13.3,22,0.2,x
1664285257466.2,13.3,22.1,0.2,x
1664285257482.8,13.3,22.1,0.3,x
1664285257532.9,13.3,22.1,0.2,x
1664285257549.6,13.3,22.1,0.3,x
1664285257599.7,13.2,22.2,0.4,x
1664285257632.9,13.1,22.5,0.5,x
1664285257649.5,13,22.7,0.7,x
1664285257666.2,12.9,22.9,0.9,x
1664285257682.6,12.8,23.1,1,x
1664285257699.5,12.8,23.3,1,x
1664285257717.7,12.8,23.4,1,x
1664285257749.5,12.7,23.6,1,x
1664285257767,12.7,23.7,1,x
1664285257782.8,12.7,24,1.1,x
1664285257799.4,12.6,24.1,1.2,x
1664285257818,12.6,24.2,1.2,x
1664285257866.5,12.5,24.4,1.2,x
1664285257899.5,12.5,24.6,1.2,x
1664285257932.9,12.5,24.7,1.2,x
1664285258016.4,12.3,24.8,1.3,x
1664285258032.9,12.2,25.2,1.4,x
1664285258049.6,12.1,25.6,1.6,x
1664285258066.3,12,25.8,1.6,x
1664285258082.8,11.9,26.1,1.8,x
1664285258099.5,11.9,26.2,1.8,x
1664285258116.4,11.9,26.4,1.8,x
1664285258132.8,11.9,26.5,1.9,x
1664285258149.6,11.8,27,2,x
1664285258205.6,11.4,28.4,2.5,x
1664285258232.7,11.5,28.6,2.5,x
1664285258250.6,11.6,28.6,2.4,x
1664285258299.4,11.7,28.9,2.5,x
1664285258332.7,11.8,29,2.6,x
1664285258349.3,11.9,29.2,2.6,x
1664285258384.8,12,29.4,2.7,x
1664285258399.4,12,29.6,3,x
1664285258415.9,12,29.7,3.1,x
1664285258433,11.9,30.1,3.4,x
1664285258450,11.6,30.6,3.8,x
1664285258466.2,11.5,30.9,4,x
1664285258482.7,11.4,31.2,4,x
1664285258499.6,11.2,31.4,3.7,x
1664285258518.1,10.9,31.6,3.2,x
1664285258549.4,10.8,31.8,2.8,x
1664285258582.9,11.3,31.7,2.8,x
1664285258599.4,11.8,31.7,2.5,x
1664285258616.5,12.2,31.7,2,x
1664285258632.7,12.3,31.6,1.7,x
1664285258649.3,12.4,31.4,1,x
1664285258666.8,12.6,31.2,0.2,x
1664285258682.7,12.8,31.2,-0.3,x
1664285258699.5,13,31,-0.9,x
1664285258716.3,13.1,30.9,-1.1,x
1664285258732.7,13.3,30.5,-1.2,x
1664285258749.4,13.5,30.4,-1.3,x
1664285258767.2,13.4,30.5,-1.8,x
1664285258782.8,13.6,30.6,-2.2,x
1664285258799.6,13.9,30.9,-2.6,x
1664285258816.3,14,31,-2.7,x
1664285258832.8,14,31.2,-2.8,x
1664285258849.6,14,31.2,-3.1,x
1664285258868.7,13.9,31,-3.5,x
1664285258882.8,14,30.9,-3.7,x
1664285258899.4,14,30.6,-4.2,x
1664285258916.3,13.9,30.5,-4.4,x
1664285258932.8,13.7,30,-5,x
1664285258949.6,13.4,29.4,-5.6,x
1664285258967,13.2,28.6,-6.4,x
1664285258982.8,13.2,28.1,-6.8,x
1664285258999.5,13.4,27.4,-6.7,x
1664285259016.3,13.6,27.4,-6.6,x
1664285259032.6,13.8,27.9,-5.9,x
1664285259049.2,13.7,28.5,-5.3,x
1664285259066,13.7,28.8,-5.2,x
1664285259083.1,13.7,28.8,-5.3,x
1664285259099.2,13.9,28.7,-5.8,x
1664285259145.5,14.2,28.1,-6.7,x
1664285259166.2,14.3,28.2,-6.8,x
1664285259199.2,14.5,28.3,-7,x
1664285259216.1,14.5,28.5,-7.1,x
1664285259233.6,14.4,28.6,-7.1,x
1664285259250.1,14.4,28.7,-7,x
1664285259266.1,14.3,28.8,-6.8,x
1664285259286.8,14.2,29,-5.5,x
1664285259299.3,14.3,29.1,-5,x
1664285259316.4,14.7,29.1,-4.1,x
1664285259332.7,14.8,29,-3.7,x
1664285259349.6,14.8,28.9,-3.2,x
1664285259367.8,15,28.8,-3,x
1664285259383.5,15.1,28.7,-2.8,x
1664285259402.7,15.4,28.6,-1.8,x
1664285259417.2,15.8,28.4,-0.4,x
1664285259432.7,15.9,28.2,0,x
1664285259450.4,15.9,27.7,0.1,x
1664285259466.8,15.8,27.5,-0.1,x
1664285259482.7,15.6,27.3,-0.5,x
1664285259499.5,15.5,27.3,-1.1,x
1664285259516.3,15.4,27.3,-1.3,x
1664285259549.4,15,27.4,-1.2,x
1664285259582.8,14.6,27.4,-1.1,x
1664285259599.5,14.4,27.4,-1,x
1664285259616.3,14.3,27.3,-1,x
1664285259632.8,14,27.2,-1.2,x
1664285259649.4,13.7,27,-1.4,x
1664285259666.4,13.5,27,-1.3,x
1664285259682.6,13,26.9,-0.8,x
1664285259699.5,12.5,27.2,-0.1,x
1664285259716.3,12.4,27.3,0.2,x
1664285259733.7,12.2,27.5,0.5,x
1664285259749.4,12,27.6,0.6,x
1664285259783.7,11.9,27.5,0.4,x
1664285259816,11.9,27.6,0.3,x
1664285259833.7,11.9,27.7,0.5,x
1664285259849.4,12,27.9,0.7,x
1664285259882.6,12,28.1,0.8,x
1664285259900.5,11.9,28.1,0.6,x
1664285259916.5,11.9,28,0.5,x
1664285259932.7,11.9,27.9,0.3,x
1664285259949.4,11.8,27.8,0.2,x
1664285259982.7,11.8,27.7,0.1,x
1664285259999.5,11.6,27.7,-0.1,x
1664285260056.4,11.5,27.7,-0.3,
1664285260101.1,11.2,28.4,-0.2,
1664285260116.2,11.2,28.5,0,
1664285260133,11.1,28.8,0.3,
1664285260149.2,11.2,28.9,0.6,
1664285260182.8,11.2,29,0.9,
1664285260199.5,11.2,29,1.1,
1664285260216.2,11.2,29,1.2,
1664285260266,11.2,28.9,1.4,
1664285260319.8,11.1,29,1.6,
1664285260332.6,11.1,29.1,1.6,
1664285260349.2,11.1,29.1,1.7,
1664285260399.4,11.3,29.3,1.8,
1664285260418,11.4,29.4,1.9,
1664285260449.5,11.5,29.6,2.1,
1664285260467.2,11.6,29.7,2.2,
1664285260517.1,11.7,29.6,2.1,
1664285260532.8,11.7,29.5,2,
1664285260573.4,11.7,29.5,2.1,
1664285260583.2,11.7,29.6,2.1,
1664285260616,11.8,29.5,2,
1664285260749.8,11.8,29.3,2,
1664285260782.8,11.7,29.4,2,
1664285260801.8,11.7,29.4,2.2,
1664285260832.7,11.7,29.4,2.3,
1664285260849.5,11.7,29.4,2.2,
1664285260921.1,11.8,29.4,2.3,
1664285260949.3,11.9,29.4,2.2,
1664285261100.6,12,29.4,2.1,
1664285261116.1,12,29.5,2.3,
1664285261149.3,12,29.6,2.4,
1664285261167.1,12.1,29.7,2.5,
1664285261199.3,12.1,29.8,2.6,
1664285261216.2,12.1,29.8,2.7,
1664285261232.7,12.1,29.8,2.8,
1664285261249.4,12.2,29.8,2.9,
1664285261333.6,12.3,29.6,3,
1664285261366,12.4,29.5,3,
1664285261449.3,12.4,29.5,3.1,
1664285261466.1,12.4,29.6,3.1,
1664285261482.7,12.4,29.6,3.2,
1664285261532.7,12.4,29.6,3.1,
1664285261549.4,12.4,29.5,3,
1664285261582.7,12.4,29.4,2.8,
1664285261599.4,12.4,29.3,2.8,
1664285261616.2,12.4,29.4,2.8,
1664285261632.8,12.4,29.5,2.9,
1664285261649.5,12.4,29.6,3,
1664285261666.1,12.4,29.6,3.1,
1664285261682.8,12.4,29.7,3.2,
1664285261699.5,12.4,29.8,3.4,
1664285261749.5,12.4,29.7,3.3,
1664285261782.4,12.4,29.6,3.4,
1664285261799.1,12.5,29.3,3.4,
