time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402761234,-0.35,1.13,3,0.56,5.34,11.99,7.12,-68.58,52.73
1653402761239,-0.1,0.93,3.19,0.93,5.1,11.99,12.23,-69.46,50.98
1653402761244,0.18,0.71,3.24,1.23,4.91,11.87,17.69,-67.08,48.64
1653402761249,0.45,0.48,3.18,1.46,4.73,11.61,23.01,-61.48,45.8
1653402761254,0.65,0.27,2.97,1.59,4.65,11.33,26.72,-55.35,43.74
1653402761259,0.77,0.14,2.71,1.6,4.6,10.93,31.34,-42.86,40.24
1653402761264,0.79,0.06,2.37,1.57,4.62,10.61,33.65,-31.52,38
1653402761269,0.71,0.03,1.96,1.35,4.68,10.01,34.18,-19.89,35.79
1653402761273,0.53,0.06,1.5,1.19,4.72,9.62,32.81,-9.67,33.69
1653402761278,0.33,0.09,1,0.91,4.77,9.03,29.63,-1.45,31.8
1653402761283,0.09,0.11,0.53,0.77,4.81,8.65,25.99,3.17,30.23
1653402761287,-0.12,0.15,0.05,0.56,4.91,8.05,18.81,8.84,27.39
1653402761292,-0.3,0.21,-0.43,0.52,4.93,7.6,11.74,11.64,24.98
1653402761297,-0.39,0.26,-0.89,0.5,4.92,7.33,4.36,12.52,22.28
1653402761302,-0.41,0.26,-1.27,0.59,4.86,7.07,-3.24,11.64,20.08
1653402761307,-0.35,0.22,-1.52,0.65,4.83,6.96,-10.7,9.16,17.77
1653402761312,-0.28,0.2,-1.67,0.69,4.78,6.94,-19.73,3.94,15.25
1653402761317,-0.23,0.17,-1.72,0.73,4.74,7,-24.63,0.23,13.6
1653402761322,-0.2,0.15,-1.71,0.74,4.7,7.05,-30.61,-4.46,11.05
1653402761326,-0.19,0.13,-1.64,0.81,4.59,7.08,-35.65,-8.62,8.42
1653402761331,-0.14,0.05,-1.62,0.9,4.37,7.14,-39.54,-11.11,5.8
1653402761336,-0.09,-0.08,-1.59,1,4.15,7.15,-42.65,-12.58,3
1653402761341,-0.01,-0.26,-1.58,1.04,3.93,7.12,-44.61,-12.65,0.09
1653402761346,0.06,-0.45,-1.6,1.08,3.73,7.03,-45.84,-11.25,-2.81
1653402761350,0.09,-0.62,-1.69,1.08,3.51,6.93,-46.26,-8.34,-5.72
1653402761355,0.11,-0.79,-1.79,1.04,3.36,6.8,-46.12,-4.53,-8.69
1653402761359,0.08,-0.94,-1.94,1.02,3.21,6.72,-45.52,-0.82,-10.76
1653402761365,0.06,-1.08,-2.06,0.96,2.99,6.53,-44.16,6.18,-13.94
1653402761369,0.02,-1.22,-2.22,0.86,2.87,6.31,-42.79,11.15,-15.52
1653402761374,-0.03,-1.35,-2.43,0.76,2.71,6.08,-40.52,20.18,-17.44
1653402761379,-0.11,-1.46,-2.66,0.71,2.64,5.91,-38.28,28.13,-18.67
1653402761384,-0.16,-1.55,-2.9,0.57,2.57,5.62,-35.83,35.93,-19.16
1653402761389,-0.22,-1.6,-3.15,0.5,2.54,5.5,-33.06,43.67,-19.44
1653402761393,-0.29,-1.61,-3.35,0.39,2.51,5.27,-30.89,48.95,-19.26
1653402761398,-0.32,-1.6,-3.54,0.33,2.55,5.1,-26.8,57.35,-18.18
1653402761403,-0.34,-1.58,-3.72,0.28,2.56,4.94,-23.4,63.16,-17.09
1653402761408,-0.35,-1.54,-3.89,0.28,2.59,4.84,-20.32,66.9,-15.76
1653402761413,-0.31,-1.5,-4.04,0.32,2.62,4.69,-16.23,70.58,-13.7
1653402761417,-0.23,-1.45,-4.16,0.4,2.68,4.62,-10.45,71.98,-10.65
1653402761422,-0.1,-1.41,-4.25,0.4,2.74,4.61,-5.44,70.05,-8.27
1653402761427,0,-1.33,-4.27,0.46,2.8,4.51,-0.26,66.48,-6.03
1653402761432,0.07,-1.28,-4.34,0.54,2.84,4.33,4.95,61.62,-3.93
1653402761436,0.18,-1.24,-4.48,0.6,2.87,4.18,9.71,55.71,-2.53
1653402761441,0.29,-1.21,-4.64,0.68,2.95,4,14.75,46.64,-1.55
1653402761446,0.39,-1.18,-4.79,0.7,2.96,3.94,17.41,40.48,-1.1
1653402761451,0.46,-1.14,-4.89,0.68,3.07,3.9,19.44,33.83,-0.92
1653402761456,0.48,-1.07,-4.94,0.69,3.19,3.85,21.58,24.7,-1.2
1653402761461,0.48,-0.97,-4.97,0.65,3.29,3.86,23.64,13.43,-2.08
1653402761465,0.48,-0.89,-4.96,0.57,3.39,3.91,24.62,3.1,-3.65
1653402761471,0.41,-0.81,-4.91,0.47,3.4,4.03,24.97,-2.67,-4.81
1653402761475,0.32,-0.78,-4.8,0.34,3.4,4.18,24.73,-9.22,-6.38
1653402761480,0.19,-0.8,-4.65,0.27,3.38,4.33,24.1,-14.5,-8.24
1653402761484,0.07,-0.83,-4.45,0.16,3.19,4.66,23.12,-18.32,-9.71
1653402761489,-0.03,-0.97,-4.18,0.11,2.97,4.97,21.72,-21.01,-11
1653402761494,-0.1,-1.17,-3.88,-0.06,2.69,5.35,20.25,-22.24,-11.35
1653402761499,-0.21,-1.43,-3.56,-0.22,2.6,5.6,17.48,-22.48,-11.25
1653402761504,-0.39,-1.62,-3.23,-0.38,2.55,5.89,14.68,-20.77,-9.78
1653402761508,-0.62,-1.72,-2.86,-0.72,2.51,6.47,11.01,-17.76,-7.15
1653402761514,-0.88,-1.75,-2.41,-0.96,2.53,7.07,7.02,-14.12,-3.41
1653402761518,-1.16,-1.75,-1.84,-1.09,2.58,7.65,3.59,-11,-0.29
1653402761524,-1.34,-1.72,-1.25,-1.17,2.6,8.08,-2.22,-5.54,5.69
1653402761528,-1.45,-1.67,-0.68,-1.28,2.63,8.64,-6.84,-0.99,10.52
1653402761533,-1.55,-1.63,-0.12,-1.35,2.7,9.28,-10.84,3.91,15.18
1653402761538,-1.63,-1.57,0.4,-1.36,2.77,9.66,-13.11,7.48,17.98
1653402761542,-1.64,-1.48,0.9,-1.37,2.88,10.27,-15.7,12.66,21.97
1653402761547,-1.66,-1.37,1.38,-1.32,2.95,10.77,-16.23,15.11,24.14
1653402761552,-1.63,-1.28,1.88,-1.25,2.98,11.11,-16.12,15.56,25.78
1653402761557,-1.53,-1.22,2.32,-1.07,3,11.57,-15.14,14.72,26.59
1653402761561,-1.4,-1.18,2.7,-0.96,3.05,11.81,-13.99,13.04,27.04
1653402761566,-1.25,-1.13,3.03,-0.84,3.05,12.16,-12.2,9.16,26.94
1653402761571,-1.13,-1.1,3.36,-0.6,3.03,12.6,-8.84,2.05,26.17
1653402761576,-0.91,-1.12,3.78,-0.34,2.99,12.98,-5.93,-4.95,25.22
1653402761581,-0.67,-1.14,4.17,-0.01,3.06,13.36,-2.4,-12.02,24.31
1653402761586,-0.43,-1.1,4.48,0.22,3.18,13.59,1.24,-18.67,22.81
1653402761591,-0.2,-1.01,4.73,0.41,3.31,13.73,4.81,-24.51,21.06
1653402761595,-0.02,-0.88,4.91,0.46,3.39,13.78,7.79,-29.03,18.89
1653402761600,0.06,-0.77,4.99,0.45,3.6,13.78,9.68,-32.67,16.86
1653402761605,0.04,-0.62,5.01,0.3,3.79,13.69,10.06,-34.63,15.53
1653402761610,-0.11,-0.46,4.95,0.08,4.04,13.5,9.57,-35.33,14.2
1653402761614,-0.33,-0.23,4.79,-0.12,4.27,13.32,8.38,-33.72,14.16
1653402761619,-0.58,0.01,4.61,-0.33,4.5,13.12,7.19,-29.73,15.18
1653402761624,-0.79,0.23,4.4,-0.45,4.73,12.91,6.6,-25.56,16.65
1653402761629,-0.97,0.47,4.2,-0.45,4.92,12.8,6.07,-17.41,19.62
1653402761634,-1.03,0.7,4.03,-0.28,5.16,12.64,5.86,-11.04,22.32
1653402761638,-0.93,0.9,3.9,-0.18,5.31,12.5,5.62,-6.94,24.03
1653402761643,-0.8,1.08,3.72,0.04,5.48,12.26,4.6,-2.08,27.18
1653402761648,-0.64,1.23,3.52,0.34,5.59,12.11,2.33,-1.17,29.04
1653402761653,-0.4,1.35,3.36,0.59,5.74,12.06,-1.07,-4.21,30.65
1653402761657,-0.09,1.51,3.26,1.07,6.09,12.15,-5.58,-11.25,31.7
1653402761662,0.25,1.78,3.3,1.37,6.31,12.21,-11.75,-21.85,31.66
1653402761667,0.62,2.1,3.37,1.78,6.67,12.32,-18.43,-34.77,30.12
1653402761672,0.91,2.4,3.47,2.04,6.89,12.33,-25.54,-47.93,26.24
1653402761676,1.16,2.66,3.48,2.33,6.92,12.36,-32.64,-60.11,20.11
1653402761682,1.37,2.81,3.48,2.61,6.79,12.35,-39.75,-70.4,11.29
1653402761686,1.6,2.76,3.48,2.83,6.55,12.39,-47.17,-77.75,0.51
1653402761692,1.79,2.59,3.48,2.93,6.29,12.47,-54.13,-81.11,-11.49
1653402761696,1.88,2.37,3.53,2.92,5.97,12.66,-59.45,-80.59,-20.31
1653402761701,1.85,2.12,3.66,2.95,5.72,12.85,-65.78,-72.85,-34.03
1653402761705,1.83,1.84,3.88,3.09,5.33,13.12,-67.81,-64.73,-41.45
1653402761710,1.94,1.5,4.12,3.36,4.73,13.47,-68.58,-47.37,-50.9
1653402761715,2.13,1.06,4.38,3.51,4.24,13.64,-66.41,-31.17,-56.01
1653402761720,2.31,0.63,4.57,3.52,3.91,13.7,-62.25,-13.98,-58.46
1653402761725,2.39,0.27,4.65,3.41,3.75,13.68,-56.37,3.59,-58.36
1653402761730,2.32,0.05,4.62,3.09,3.69,13.51,-49.02,19.87,
1653402761734,2.12,0.01,4.48,2.78,3.69,13.33,-41.04,33.48,
1653402761739,1.86,0.01,4.3,2.48,3.71,13.02,-32.78,44.23,
1653402761744,1.61,0.05,4.01,2.29,3.76,12.79,-24.59,51.61,
1653402761749,1.39,0.11,3.69,2.09,3.83,12.38,-14.51,55.15,
1653402761754,1.26,0.18,3.37,2.01,3.86,12.08,-10.73,54.94,
1653402761758,1.19,0.21,2.98,1.95,3.8,11.57,-1.31,51.19,
1653402761764,1.16,0.16,2.47,1.94,3.73,11.05,3.69,47.1,
1653402761768,1.18,0.09,1.96,1.99,3.6,10.37,10.83,37.44,
1653402761773,1.24,-0.02,1.42,2.03,3.49,9.96,15.14,27.6,
1653402761778,1.3,-0.16,0.86,2.06,3.38,9.21,18.04,16.54,
1653402761783,1.35,-0.28,0.27,2.09,3.24,8.66,19.2,5.17,
1653402761787,1.37,-0.41,-0.29,2.12,3.17,8.02,18.71,-6.42,
1653402761792,1.41,-0.5,-0.81,2.16,3.11,7.69,16.75,-17.58,
1653402761797,1.42,-0.59,-1.28,2.15,3.06,7.34,13.39,-27.59,
1653402761802,1.4,-0.67,-1.73,2.07,2.99,6.85,7.19,-37.75,
1653402761806,1.32,-0.73,-2.13,2.04,2.93,6.58,2.75,-42.3,
1653402761811,1.23,-0.8,-2.49,1.98,2.8,6.26,-3.24,-46.39,
1653402761816,1.16,-0.89,-2.77,1.97,2.71,6.1,-9.4,-48.56,
1653402761821,1.1,-0.97,-2.95,1.93,2.61,5.98,-15.21,-48.7,
1653402761826,1.03,-1.07,-3.09,1.84,2.57,5.97,-20.22,-47.3,
1653402761831,0.91,-1.11,-3.13,1.66,2.56,6.04,-24.56,-44.99,
1653402761835,0.7,-1.11,-3.08,1.34,2.57,6.22,-27.5,-42.75,
1653402761840,0.39,-1.08,-2.92,0.99,2.57,6.4,-30.65,-38.66,
1653402761845,0.06,-1.05,-2.76,0.82,2.51,6.54,-31.14,-34.56,
1653402761850,-0.16,-1.06,-2.62,0.74,2.43,6.59,-30.75,-31.55,
1653402761855,-0.3,-1.13,-2.53,0.71,2.3,6.61,-28.06,-25.42,
1653402761859,-0.36,-1.21,-2.51,0.72,2.2,6.49,-24.03,-19.47,
1653402761864,-0.36,-1.3,-2.58,0.74,2.07,6.29,-19.31,-12.72,
1653402761869,-0.33,-1.41,-2.75,0.77,2,6.13,-15,-7.29,
1653402761874,-0.3,-1.51,-2.97,0.75,1.89,5.75,-7.68,2.19,
1653402761878,-0.28,-1.59,-3.24,0.69,1.85,5.39,-2.05,9.89,
1653402761884,-0.31,-1.66,-3.6,0.59,1.86,5.13,1.94,15.95,
1653402761888,-0.4,-1.67,-3.94,0.4,1.94,4.76,8.03,24.35,
1653402761894,-0.51,-1.64,-4.24,0.24,2.05,4.44,11.95,29.18,
1653402761898,-0.65,-1.55,-4.54,0.08,2.17,4.25,14.54,32.26,
1653402761903,-0.81,-1.41,-4.81,-0.22,2.37,3.98,16.12,33.34,
1653402761908,-1.02,-1.27,-5.04,-0.37,2.51,3.82,16.68,32.89,
1653402761912,-1.19,-1.1,-5.22,-0.65,2.71,3.68,16.26,29.91,
1653402761917,-1.4,-0.94,-5.35,-0.84,2.95,3.58,14.79,26.03,
1653402761922,-1.57,-0.74,-5.45,-1.05,3.19,3.56,12.55,20.88,
1653402761926,-1.75,-0.52,-5.49,-1.26,3.42,3.62,10.34,16.65,
1653402761932,-1.95,-0.28,-5.45,-1.53,3.69,3.84,5.13,6.39,
1653402761936,-2.16,-0.06,-5.31,-1.67,3.84,4.03,2.82,2.58,
1653402761941,-2.35,0.15,-5.09,-1.75,3.96,4.35,-2.26,-6.8,
1653402761946,-2.49,0.3,-4.79,-1.78,4.02,4.7,-5.93,-13.63,
1653402761950,-2.54,0.39,-4.45,-1.66,4,5.13,-8.67,-19.51,
1653402761956,-2.48,0.4,-4.05,-1.5,3.97,5.62,-10.52,-23.99,
1653402761961,-2.35,0.38,-3.57,-1.33,3.96,6.02,-11.33,-27.38,
1653402761965,-2.2,0.37,-3.12,-1.23,3.98,6.31,-11.19,-29.31,
1653402761970,-2.07,0.39,-2.74,-1.07,4,6.71,-10.73,-29.84,
1653402761975,-1.94,0.42,-2.34,-0.85,4.06,7.2,-9.02,-29.91,
1653402761979,-1.79,0.47,-1.94,-0.7,4.08,7.51,-6.77,-28.19,
1653402761984,-1.64,0.5,-1.6,-0.56,4.1,7.7,-4.36,-25.46,
1653402761989,-1.48,0.52,-1.33,-0.29,4.09,7.93,-1.7,-21.22,
1653402761994,-1.28,0.52,-1.12,-0.06,4.12,8.04,1.21,-15.9,5.62
1653402761999,-1.06,0.55,-0.98,0.08,4.17,,4.01,-9.95,6.39
1653402762004,-0.9,0.57,-0.89,0.13,4.24,,6.49,-3.44,7.2
1653402762008,-0.81,0.63,-0.8,0.08,4.34,,8.56,2.72,8.28
1653402762014,-0.82,0.7,-0.69,-0.03,4.47,,10.1,7.83,9.12
1653402762018,-0.91,0.83,-0.54,-0.16,4.61,,11.22,11.4,10.52
1653402762023,-1.03,0.95,-0.33,-0.22,4.7,,11.92,13.39,12.06
1653402762027,-1.12,1.07,-0.14,-0.33,4.82,,12.34,14.02,13.99
1653402762033,-1.2,1.15,0.06,-0.35,4.95,,12.58,13.32,16.02
1653402762037,-1.24,1.27,0.31,-0.33,5.08,,12.65,11.29,18.19
1653402762042,-1.23,1.39,0.59,-0.24,5.2,,12.62,8.07,20.25
1653402762047,-1.18,1.5,0.9,-0.08,5.26,,12.58,4.92,21.62
1653402762052,-1.04,1.58,1.24,0.08,5.37,,12.44,-0.5,23.47
1653402762056,-0.89,1.65,1.59,0.2,5.42,,12.23,-5.19,24.52
1653402762061,-0.74,1.73,1.98,0.43,5.5,,11.81,-9.95,25.08
1653402762066,-0.57,1.78,2.4,0.65,5.51,,11.29,-14.4,25.26
1653402762071,-0.39,1.81,2.89,0.86,5.5,,11.15,-17.79,25.54
1653402762076,-0.2,1.8,3.33,1.01,5.49,,11.15,-19.68,25.78
1653402762080,-0.02,1.77,3.72,1.21,5.45,,11.5,-20.14,25.99
1653402762086,0.16,1.73,4.11,1.51,5.38,,12.27,-19.37,26.45
1653402762090,0.38,1.67,4.48,1.8,5.31,,14.3,-16.39,27.18
1653402762095,0.61,1.59,4.8,2.08,5.22,,16.57,-11.7,27.6
1653402762099,0.9,1.49,5.02,2.36,5.11,,18.81,-6.98,27.85
1653402762105,1.17,1.37,5.2,2.58,5.04,,22.98,3.24,27.78
1653402762109,1.41,1.27,5.31,2.72,5.02,,26.58,13.78,27.57
1653402762114,1.6,1.21,5.3,2.76,4.99,,30.68,27.15,26.69
1653402762119,1.69,1.15,5.13,2.72,5.01,,35.19,43.39,25.36
1653402762124,1.7,1.13,4.77,2.6,5.04,,39.78,61.48,23.61
1653402762128,1.63,1.13,4.27,2.33,5.09,,42.89,74.99,22.04
1653402762134,1.47,1.14,3.71,2.15,5.12,,46.6,95.43,19.13
1653402762139,1.31,1.15,3.22,1.72,5.14,,47.58,108.48,16.82
1653402762143,1.06,1.13,2.72,1.33,5.13,,47.13,116.6,15.21
1653402762148,0.77,1.09,2.18,0.99,5.2,,44.99,124.44,13.81
1653402762153,0.44,1.12,1.64,0.34,5.34,,39.46,129.14,13.39
1653402762157,0.03,1.2,1.16,-0.21,5.54,,35.09,128.89,13.81
1653402762163,-0.44,1.35,0.82,-0.67,5.7,,27.18,123.46,16.12
1653402762167,-0.85,1.51,0.67,-0.95,5.81,,22.59,117.2,17.77
1653402762172,-1.14,1.63,0.63,-1.07,5.83,,15.8,102.99,21.37
1653402762177,-1.24,1.66,0.71,-1.06,5.78,,11.36,88.18,24.49
1653402762182,-1.22,1.63,0.9,-1.04,5.74,,7.86,70.86,27.74
1653402762187,-1.16,1.56,1.16,-0.93,5.64,,5.58,52.59,31.21
1653402762191,-1.06,1.48,1.46,-0.82,5.52,,4.88,34.25,34.18
1653402762196,-0.93,1.35,1.78,-0.55,5.26,,5.58,17,37.33
1653402762201,-0.74,1.14,2.08,-0.34,5.08,,7.58,1.53,40.45
1653402762205,-0.54,0.94,2.29,-0.18,4.93,,10.34,-12.51,43.14
1653402762210,-0.36,0.75,2.49,0.11,4.78,,14.3,-24.79,45.45
1653402762215,-0.17,0.59,2.7,0.31,4.65,,18.67,-34.98,47.03
1653402762220,0.04,0.43,2.81,0.68,4.49,,23.08,-42.33,48.08
1653402762224,0.27,0.28,2.81,0.85,4.37,,27.63,-47.09,48.46
1653402762229,0.48,0.11,2.74,1.06,4.26,,31.52,-49.79,48.53
1653402762234,0.63,-0.03,2.59,1.27,4.12,,34.88,-50.59,48.18
1653402762239,0.75,-0.16,2.4,1.42,4.07,,37.01,-49.4,47.87
1653402762244,0.85,-0.27,2.15,1.49,4.08,,38.06,-46.81,47.1
1653402762249,0.91,-0.3,1.87,1.49,4.07,,37.99,-43.91,46.19
1653402762254,0.88,-0.33,1.58,1.48,4.12,,36.91,-39.18,44.72
1653402762258,0.84,-0.32,1.28,1.46,4.13,,33.44,-32.5,42.06
1653402762263,0.78,-0.32,0.97,1.45,4.13,9.42,30.33,-28.44,39.71
1653402762268,0.74,-0.33,0.68,1.43,4.11,9.14,24.76,-23.39,36.35
1653402762273,0.69,-0.37,0.4,1.36,4.09,8.79,16.33,-17.97,31.94
1653402762277,0.62,-0.39,0.13,1.33,4.12,8.55,10.55,-14.85,29.14
1653402762282,0.55,-0.37,-0.13,1.3,4.15,8.42,0.19,-10.76,25.05
1653402762287,0.5,-0.34,-0.33,1.25,4.18,8.29,-8.24,-7.89,22.32
1653402762292,0.46,-0.3,-0.44,1.2,4.24,8.25,-18.26,-4.77,19.31
1653402762297,0.39,-0.23,-0.52,1.19,4.24,8.25,-23.47,-2.99,17.77
1653402762302,0.35,-0.18,-0.53,1.26,4.13,8.34,-29.91,-0.99,15.35
1653402762306,0.4,-0.25,-0.47,1.46,3.97,8.47,-34.57,0.41,12.59
1653402762311,0.54,-0.35,-0.38,1.64,3.79,8.53,-37.89,1.84,9.47
1653402762315,0.72,-0.49,-0.32,1.77,3.66,8.56,-39.64,3.56,5.76
1653402762321,0.88,-0.61,-0.3,1.88,3.51,8.6,-39.96,5.27,1.63
1653402762325,1.01,-0.72,-0.27,1.96,3.4,8.56,-39.12,6.99,-2.81
1653402762331,1.1,-0.81,-0.29,1.96,3.31,8.53,-37.86,8.49,-6.24
1653402762335,1.14,-0.9,-0.34,1.94,3.19,8.41,-35.41,10.84,-10.76
1653402762340,1.13,-1,-0.47,1.86,3.05,8.19,-31.49,14.69,-16.18
1653402762345,1.08,-1.12,-0.69,1.75,2.91,7.85,-27.92,18.71,-20.66
1653402762350,1.01,-1.22,-0.96,1.59,2.75,7.56,-24.1,23.47,-24.62
1653402762354,0.9,-1.33,-1.25,1.52,2.63,7.32,-20.08,28.34,-28.05
1653402762359,0.82,-1.49,-1.57,1.37,2.41,6.82,-16.37,34.08,-31.16
1653402762364,0.74,-1.64,-1.95,1.28,2.32,6.45,-13.85,38.59,-33.02
1653402762368,0.66,-1.78,-2.42,1.03,2.15,5.89,-9.86,46.64,-35.4
1653402762374,0.53,-1.9,-2.87,0.91,2.05,5.56,-7.44,52.7,-36.31
1653402762378,0.41,-2.04,-3.32,0.73,2,5.19,-6.11,56.79,-36.34
1653402762384,0.28,-2.09,-3.7,0.49,1.95,4.78,-4.46,62.53,-35.33
1653402762388,0.15,-2.13,-4.04,0.29,1.96,4.52,-3.69,65.47,-33.75
1653402762392,0.02,-2.14,-4.32,0.13,2,4.29,-3.55,66.97,-31.37
1653402762397,-0.1,-2.1,-4.56,0.03,2.01,4.11,-3.73,67.46,-28.71
1653402762403,-0.18,-2.07,-4.79,-0.12,2.05,3.84,-4.25,66.73,-25.81
1653402762407,-0.25,-2.03,-5,-0.18,2.12,3.75,-4.46,65.64,-23.64
1653402762412,-0.28,-1.96,-5.16,-0.24,2.22,3.67,-4.78,62.57,-20.03
1653402762417,-0.28,-1.88,-5.25,-0.3,2.37,3.68,-4.99,58.72,-17.3
1653402762422,-0.29,-1.74,-5.24,-0.37,2.47,3.75,-4.74,53.47,-14.36
1653402762426,-0.33,-1.59,-5.17,-0.47,2.68,3.99,-4.18,46.92,-11.56
1653402762432,-0.38,-1.42,-4.99,-0.5,2.8,4.32,-3.48,41.04,-9.57
1653402762436,-0.4,-1.29,-4.7,-0.57,2.93,4.66,-1.42,29.81,-6.35
1653402762441,-0.43,-1.16,-4.36,-0.62,3,4.98,0.44,19.97,-3.9
1653402762446,-0.49,-1.05,-4.03,-0.62,3.05,5.31,3.24,10.1,-1.52
1653402762451,-0.49,-1.01,-3.68,-0.54,3,5.59,5.65,3.07,0.09
1653402762456,-0.45,-1.02,-3.39,-0.42,2.94,5.83,10.03,-7.47,3.03
1653402762460,-0.35,-1.1,-3.12,-0.35,2.87,6.01,13.91,-14.85,5.66
1653402762465,-0.26,-1.19,-2.88,-0.21,2.85,6.22,17.97,-21.12,8.04
1653402762469,-0.17,-1.23,-2.67,-0.14,2.86,6.36,20.95,-24.93,9.93
1653402762474,-0.11,-1.24,-2.52,-0.06,2.91,6.47,25.71,-29.35,12.94
1653402762479,-0.06,-1.23,-2.39,0.01,2.99,6.57,28.96,-32.01,15.42
1653402762484,-0.01,-1.18,-2.28,0.04,3.09,6.67,31.2,-33.58,17.1
1653402762489,0,-1.09,-2.14,0.03,3.21,6.77,33.58,-34.81,18.85
1653402762493,-0.04,-0.99,-2.02,0.04,3.34,6.89,35.4,-35.65,20.29
1653402762499,-0.07,-0.88,-1.89,0.05,3.56,7.14,36.91,-36.7,21.06
1653402762503,-0.1,-0.74,-1.68,0.06,3.65,7.38,37.26,-36.98,20.67
1653402762509,-0.12,-0.63,-1.39,0.03,3.71,7.7,37.68,-36.66,18.68
1653402762513,-0.17,-0.59,-1.05,0.01,3.68,8.02,37.71,-34.88,15.77
1653402762518,-0.22,-0.62,-0.75,-0.05,3.51,8.25,37.22,-31.8,11.29
1653402762523,-0.28,-0.75,-0.52,-0.14,3.33,8.49,36.31,-27.52,5.9
1653402762528,-0.38,-0.96,-0.27,-0.18,3.11,8.73,34.81,-23.18,-0.36
1653402762532,-0.44,-1.2,-0.02,-0.29,2.86,8.87,32.11,-19.19,
1653402762537,-0.54,-1.46,0.18,-0.53,2.7,8.96,28.16,-15.97,
1653402762542,-0.74,-1.66,0.29,-0.85,2.64,9.03,22.84,-13.31,
1653402762546,-1.02,-1.78,0.37,-1.28,2.69,9.08,17.8,-11.81,
1653402762551,-1.4,-1.78,0.43,-1.74,2.8,9.16,9.75,-10.34,
1653402762556,-1.86,-1.69,0.5,-2.17,3.01,9.26,-1.1,-8.34,
1653402762561,-2.32,-1.51,0.59,-2.49,3.23,9.43,-10.14,-6.56,
1653402762566,-2.67,-1.28,0.73,-2.62,3.39,9.63,-16.3,-4.81,
1653402762570,-2.89,-1.05,0.95,-2.63,3.61,10.08,-24.98,-1.62,
1653402762576,-2.93,-0.83,1.27,-2.52,3.73,10.42,-29.95,0.69,
1653402762580,-2.83,-0.65,1.7,-2.28,3.86,11,-32.96,1.77,
1653402762585,-2.6,-0.49,2.24,-1.82,4.05,11.88,-33.03,1.18,
1653402762590,-2.26,-0.32,2.91,-1.43,4.18,12.41,-31.38,0.23,
1653402762595,-1.8,-0.14,3.61,-0.99,4.35,13.01,-25.36,-2.43,
1653402762599,-1.35,0.05,4.21,-0.57,4.57,13.46,-18.26,-4.35,
1653402762604,-0.99,0.24,4.6,-0.37,4.82,13.71,-10.35,-6.66,
1653402762609,-0.77,0.46,4.89,-0.27,5.11,13.83,-2.22,-9.88,
1653402762614,-0.63,0.73,5.04,-0.26,5.39,13.74,5.3,-13.35,
1653402762618,-0.6,1.02,5.04,-0.32,5.7,13.43,11.71,-15.8,
1653402762624,-0.66,1.31,4.81,-0.37,5.92,13.14,16.82,-17.34,
1653402762629,-0.74,1.58,4.43,-0.33,6.19,12.6,19.79,-17.65,
1653402762633,-0.76,1.8,4.01,-0.22,6.32,12.22,22.77,-18.25,
1653402762637,-0.69,1.94,3.61,-0.02,6.42,11.95,23.75,-19.26,
1653402762643,-0.53,2.03,3.32,0.24,6.45,11.61,23.4,-20.56,
1653402762647,-0.32,2.07,3.01,0.44,6.45,11.35,20.74,-22.9,
1653402762653,-0.07,2.06,2.66,0.76,6.43,11.06,18.53,-24.41,
1653402762657,0.21,2.02,2.37,1.12,6.43,10.99,12.65,-28.82,
1653402762662,0.48,2.01,2.27,1.43,6.46,11.1,8.87,-32.92,
1653402762667,0.75,2.02,2.33,1.69,6.51,11.3,0.09,-42.16,
1653402762671,0.99,2.08,2.49,1.84,6.57,11.46,-10.31,-52.76,
1653402762676,1.16,2.15,2.7,2.01,6.6,11.64,-17.17,-58.64,
1653402762681,1.28,2.2,2.85,2.04,6.51,11.72,-26.52,-64.42,
1653402762686,1.3,2.15,2.96,2.11,6.24,11.91,-35.9,-67.39,
1653402762691,1.31,2,3.09,2.17,5.93,12.06,-42.2,-67.46,
1653402762695,1.32,1.74,3.22,2.27,5.54,12.26,-51.44,-63.33,
1653402762700,1.38,1.4,3.38,2.38,5.11,12.5,-56.9,-56.89,
1653402762705,1.46,1.02,3.58,2.53,4.63,12.77,-60.22,-48.46,
1653402762710,1.57,0.61,3.83,2.67,4.18,12.94,-60.82,-37.99,
1653402762714,1.71,0.18,4.01,2.78,3.88,13.02,-59.17,-25.42,
1653402762719,1.86,-0.19,4.11,2.85,3.52,13.01,-54.69,-11.28,
1653402762724,1.95,-0.52,4.1,2.74,3.26,12.88,-48.32,3.98,
1653402762729,1.92,-0.72,3.99,2.52,3.17,12.72,-40.69,19.41,
1653402762733,1.78,-0.84,3.82,2.34,3.17,12.57,-32.33,32.64,
1653402762739,1.58,-0.84,3.62,2.03,3.23,12.28,-23.54,43.56,
1653402762743,1.38,-0.81,3.39,1.73,3.34,11.93,-15.53,51.51,
1653402762749,1.15,-0.69,3.07,1.58,3.48,11.57,-7.58,56.09,
1653402762753,0.98,-0.57,2.7,1.43,3.57,11.14,-0.82,57.7,
1653402762758,0.89,-0.45,2.3,1.37,3.64,10.8,5.3,56.69,
1653402762763,0.83,-0.38,1.85,1.42,3.73,10.38,9.29,54.24,
