time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1664105578120.7,15,29.7,0.6,x
1664105578255.1,15.1,29.7,0.6,x
1664105578270.5,15.1,29.7,0.5,x
1664105578287.2,15.1,29.6,0.4,x
1664105578362.2,15.2,29.7,0.3,x
1664105578382,15.1,29.6,0.3,x
1664105578436.5,15.2,29.6,0.2,x
1664105578554.2,15.1,29.5,0.1,x
1664105578610.5,15,29.5,0.2,x
1664105578636.7,15,29.5,0.3,x
1664105578728.4,14.9,29.6,0.3,x
1664105578836.7,14.8,29.5,0.3,x
1664105578872.2,14.8,29.6,0.3,x
1664105578943.5,14.6,29.6,0.5,x
1664105578952.9,14.6,29.6,0.6,x
1664105578972.2,14.5,29.6,0.7,x
1664105579019.7,14.4,29.6,0.9,x
1664105579052.9,14.3,29.5,0.9,x
1664105579253.3,14.5,29.5,0.9,x
1664105579333.6,14.6,29.6,0.8,x
1664105579359.3,14.7,29.5,0.8,x
1664105579403.4,14.8,29.6,0.8,x
1664105579455.2,14.9,29.7,0.6,x
1664105579569.8,15,29.8,0.5,x
1664105579586.2,15,29.9,0.5,x
1664105579636.6,15,29.8,0.5,x
1664105579654.6,15,29.9,0.5,x
1664105579688.3,15.1,29.9,0.4,x
1664105579770.5,15.1,30.1,0.4,x
1664105579787.1,15.1,30.2,0.4,x
1664105579819.7,15,30.2,0.3,x
1664105579853.5,15.1,30.2,0.3,x
1664105579870,15.3,30.2,0.2,x
1664105579886.7,15.4,30.3,0.1,x
1664105579903.5,15.6,30.4,-0.2,x
1664105579919.8,15.5,30.4,-0.5,x
1664105579936.8,15.4,30.5,-0.6,x
1664105579953.5,15.2,30.5,-0.7,x
1664105579978.5,14.6,30.7,-0.7,x
1664105579988.1,14.5,30.8,-0.6,x
1664105580004.3,14.4,30.9,-0.5,x
1664105580020.3,14.3,31.2,-0.4,x
1664105580044.3,14.4,31.5,-0.3,x
1664105580061.5,14.4,31.6,-0.3,x
1664105580088.4,14.2,31.6,-0.4,x
1664105580119.3,14,31.5,-0.4,x
1664105580152.4,13.8,31.4,-0.4,x
1664105580285.3,13.7,31.5,-0.6,x
1664105580370.4,13.8,31.5,-0.8,x
1664105580403.5,13.7,31.4,-0.5,x
1664105580436.6,13.7,31.5,-0.6,x
1664105580470.4,13.7,31.6,-0.7,x
1664105580486.2,13.8,31.5,-0.6,x
1664105580603.2,13.9,31.3,-0.7,x
1664105580703.2,13.9,31.4,-0.6,x
1664105580740.7,13.9,31.4,-0.5,x
1664105580786.9,14,31.3,-0.5,x
1664105580803.5,14.1,31.2,-0.5,x
1664105580871.1,14.3,31.1,-0.5,x
1664105580903,14.3,30.9,-0.4,x
1664105580920.1,14.4,30.8,-0.4,x
1664105580953.2,14.4,30.6,-0.4,x
1664105580971.2,14.5,30.5,-0.4,x
1664105581014.7,14.6,30.2,-0.4,x
1664105581053.2,14.6,30.4,-0.4,x
1664105581178.8,14.5,30.4,-0.3,x
1664105581209.1,14.6,30.5,-0.2,x
1664105581246.2,14.6,30.6,-0.3,x
1664105581269.8,14.5,30.6,-0.2,x
1664105581302.9,14.4,30.6,-0.1,x
1664105581320,14.4,30.6,0,x
1664105581336.1,14.3,30.5,0,x
1664105581369.8,14.2,30.4,-0.1,x
1664105581395,14.2,30.4,-0.2,x
1664105581403.4,14.2,30.4,-0.3,x
1664105581486.8,14.3,30.6,-0.5,x
1664105581503.1,14.4,30.8,-0.6,x
1664105581536.3,14.4,30.9,-0.7,x
1664105581587.9,14.6,31.1,-0.9,x
1664105581628.6,14.6,31.1,-1.1,x
1664105581702.8,14.6,31,-1.2,x
1664105581737.4,14.5,31,-1.2,x
1664105581803.9,14.2,30.7,-1,x
1664105581836.1,14.1,30.6,-0.9,x
1664105581852.9,14,30.6,-0.8,x
1664105581888.2,13.9,30.6,-0.6,x
1664105581970.2,14.1,30.6,-0.6,x
1664105582036.7,14.2,30.5,-0.6,x
1664105582053.1,14.3,30.6,-0.6,x
1664105582070.1,14.3,30.5,-0.6,x
1664105582086.5,14.3,30.6,-0.6,x
1664105582103.2,14.3,30.6,-0.5,x
1664105582136.6,14.3,30.7,-0.4,x
1664105582199.8,14.6,30.7,-0.5,x
1664105582202,14.6,30.6,-0.5,x
1664105582252.6,14.7,30.5,-0.6,x
1664105582319.6,14.9,30.4,-0.7,x
1664105582352.9,14.9,30.3,-0.8,x
1664105582403.3,14.9,30.1,-0.8,x
1664105582436.4,14.8,30,-0.8,x
1664105582453,14.8,29.8,-0.8,x
1664105582503.1,14.5,29.7,-0.4,x
1664105582536.1,14.3,29.7,-0.1,x
1664105582552.9,14.2,29.7,0.1,x
1664105582570.4,14.1,29.7,0.3,x
1664105582603.6,14,29.8,0.5,x
1664105582620,14,29.8,0.6,x
1664105582636.1,14,29.9,0.7,x
1664105582669.9,14.1,29.9,0.7,x
1664105582736.6,14.3,29.9,0.6,x
1664105582769.6,14.4,29.9,0.5,x
1664105582803.1,14.5,29.9,0.3,x
1664105582820.5,14.6,29.8,0.2,x
1664105582836.7,14.6,29.8,0.1,x
1664105582852.9,14.7,29.8,0,x
1664105582869.4,14.7,29.8,-0.1,x
1664105582886.4,14.7,29.8,-0.2,x
1664105582903.7,14.7,30,-0.3,x
1664105582936.3,14.7,30.1,-0.4,x
1664105582970.5,14.8,30.1,-0.7,x
1664105582987.7,14.8,30.2,-0.7,x
1664105583036.3,14.7,30.2,-0.9,x
1664105583186.2,14.7,30.2,-0.7,x
1664105583219.2,14.6,30.2,-0.5,x
1664105583253.3,14.7,30.1,-0.4,x
1664105583288.4,14.9,30.1,-0.6,x
1664105583337.2,15.1,30,-0.7,x
1664105583387.9,15.3,29.8,-0.9,x
1664105583436.2,15.5,29.7,-0.9,x
1664105583472.3,15.6,29.8,-1,x
1664105583503.4,15.7,29.7,-1.1,x
1664105583605.5,15.9,29.9,-1.1,x
1664105583652.5,16,29.9,-1.2,x
1664105583670.9,16.1,29.9,-1.3,x
1664105583703.2,16,29.8,-1.3,x
1664105583737.1,16.1,29.8,-1.4,x
1664105583752.7,16.1,29.9,-1.4,x
1664105583786.3,16,29.9,-1.5,x
1664105583869.5,15.8,29.9,-1.4,x
1664105583887.3,15.7,29.9,-1.3,x
1664105583919.7,15.6,29.9,-1.1,x
1664105583936.7,15.5,29.9,-1,x
1664105583971.2,15.4,30,-0.8,x
1664105584086.2,15.3,30,-1,x
1664105584152.4,15.1,29.9,-1,x
1664105584187.2,15,30,-0.9,x
1664105584236,14.8,30,-0.7,x
1664105584253,14.8,30.1,-0.6,x
1664105584303.6,14.8,30.2,-0.7,x
1664105584403.8,14.9,30.1,-0.9,x
1664105584453,14.9,30,-1,x
1664105584471.3,15,30,-1.1,x
1664105584521.5,14.9,30,-1.2,x
1664105584602.9,14.8,30,-1.1,x
1664105584636.4,14.8,30,-1,x
1664105584669.5,14.8,30.1,-1,x
1664105584736.5,14.9,30,-1,x
1664105584753.2,14.9,30,-1.1,x
1664105584786.6,14.9,29.9,-1,x
1664105584803,14.9,29.8,-1,x
1664105584969.6,15.1,29.9,-1.1,x
1664105585020.6,15.2,29.8,-1.3,x
1664105585035.6,15.3,29.7,-1.4,x
1664105585053.3,15.3,29.6,-1.4,x
1664105585103.1,15.2,29.5,-1.4,x
1664105585152.2,15,29.6,-1.3,x
1664105585187.5,15,29.7,-1.2,x
1664105585255.5,15.1,29.7,-1.4,x
1664105585305.3,15.1,29.7,-1.7,x
1664105585336,15.2,29.6,-1.9,x
1664105585352.9,15.3,29.5,-2,x
1664105585372,15.2,29.4,-2.1,x
1664105585402.9,15.1,29.6,-2.2,x
1664105585438.6,15.1,29.6,-2.3,x
1664105585469.3,15.1,29.6,-2.4,x
1664105585519.6,15.2,29.6,-2.6,x
1664105585551.3,15.2,29.6,-2.7,x
1664105585602.6,15.2,29.5,-2.6,x
1664105585636,15.2,29.5,-2.7,x
1664105585689.1,15.1,29.4,-2.8,x
1664105585719.6,15,29.4,-2.8,x
1664105585752.8,15,29.4,-2.9,x
1664105585770.8,14.9,29.3,-3.1,x
1664105585787.7,14.9,29.3,-3.2,x
1664105585835.9,14.7,29.3,-3.2,x
1664105585853.2,14.5,29.3,-3.1,x
1664105585869.6,14.5,29.3,-3,x
1664105585886.3,14.3,29.4,-2.9,x
1664105585903.1,14.2,29.5,-2.7,x
1664105585936.5,14.1,29.5,-2.6,x
1664105585991.5,14,29.6,-2.5,x
1664105586019,14,29.7,-2.5,x
1664105586053,14.1,29.7,-2.6,x
1664105586070.1,14.1,29.6,-2.6,x
1664105586086.9,14,29.6,-2.7,x
1664105586152.2,13.9,29.7,-2.6,x
1664105586170.7,13.8,29.7,-2.5,x
1664105586236.6,13.6,29.7,-2.3,x
1664105586252.2,13.6,29.6,-2.3,x
1664105586274.5,13.6,29.6,-2.4,x
1664105586302.3,13.5,29.6,-2.4,x
1664105586319,13.5,29.7,-2.3,x
1664105586356.4,13.5,29.9,-2.3,x
1664105586369.6,13.4,29.9,-2.2,x
1664105586402.8,13.3,30.1,-1.9,x
1664105586419.3,13.2,30.2,-1.7,x
1664105586436.1,13.2,30.5,-1.4,x
1664105586456.7,13.3,30.6,-1.4,x
1664105586470.1,13.4,30.8,-1.4,x
1664105586502.5,13.6,30.7,-1.6,x
1664105586524.9,13.7,30.1,-2.2,x
1664105586536.7,13.6,29.9,-2.4,x
1664105586552.5,13.4,29.7,-2.5,x
1664105586569,13.2,29.7,-2.3,x
1664105586585.5,13,29.8,-2,x
1664105586603.2,12.5,29.9,-1.4,x
1664105586621.4,12.1,30.1,-0.9,x
1664105586641.6,11.9,30.3,-0.5,x
1664105586652.5,11.9,30.4,-0.4,x
1664105586740.4,11.9,30.3,-0.4,x
1664105586803,12.1,30.4,-0.4,x
1664105586836,12.1,30.3,-0.5,x
1664105586855.8,12.1,30.2,-0.6,x
1664105586869.5,12.1,30.1,-0.6,x
1664105586927.4,12.1,30.2,-0.5,x
1664105586954.7,12.2,30.1,-0.6,x
1664105587036.3,12.2,30.2,-0.6,x
1664105587053,12.2,30.2,-0.5,x
1664105587119.4,12.2,30.4,-0.4,x
1664105587136.4,12.2,30.3,-0.3,x
1664105587168.5,12.3,30.1,-0.2,x
1664105587186.8,12.4,30,-0.3,x
1664105587252.5,12.6,29.9,-0.4,x
1664105587403.6,12.7,30,-0.6,x
1664105587435.6,12.8,30,-0.8,x
1664105587485.6,12.9,30.1,-1,x
1664105587502.5,12.9,30,-1.1,x
1664105587518.9,12.9,30,-1.2,x
1664105587570.4,12.9,29.9,-1.4,x
1664105587586.2,12.9,29.8,-1.4,x
1664105587602.6,12.9,29.8,-1.3,x
1664105587622.4,12.8,29.9,-1.2,x
1664105587652.6,12.6,29.9,-1,x
1664105587687,12.5,29.9,-0.9,x
1664105587753.1,12.3,30,-0.8,x
1664105587819.9,12.4,30.1,-0.8,x
1664105587881.6,12.5,30,-0.9,x
1664105587902.8,12.5,30.1,-0.9,x
1664105587969,12.5,30.1,-0.7,x
1664105587986.8,12.6,30.1,-0.7,x
1664105588002.7,12.6,30.2,-0.6,x
1664105588036.3,12.7,30.2,-0.5,x
1664105588052.8,12.7,30.1,-0.5,x
1664105588153,12.8,30.1,-0.6,x
1664105588186.6,12.9,30.1,-0.5,x
1664105588203.1,12.9,30.1,-0.6,x
1664105588219.8,12.9,30.2,-0.6,x
1664105588252.9,13,30.2,-0.5,x
1664105588286.6,13,30.2,-0.6,x
1664105588303.1,13,30.1,-0.6,x
1664105588319.3,13.1,30.1,-0.6,x
1664105588336,13.1,30,-0.6,x
1664105588369.4,13.1,30.1,-0.6,x
1664105588488.3,13.3,30.1,-0.7,x
1664105588620.6,13.4,30,-0.7,x
1664105588670.9,13.5,29.9,-1,x
1664105588686.4,13.5,29.9,-1.1,x
1664105588703.4,13.6,29.9,-1.1,x
1664105588720.8,13.6,29.8,-1.2,x
1664105588752.7,13.5,29.8,-1.2,x
1664105588824.4,13.5,29.8,-1,x
1664105588869.1,13.3,29.8,-0.8,x
1664105589069.4,13.4,29.8,-1,x
1664105589203,13.3,29.8,-0.8,x
1664105589252.6,13.2,29.9,-0.7,x
1664105589319.4,13.2,29.8,-0.6,x
1664105589446.9,13.3,29.9,-0.7,x
1664105589552.9,13.3,29.9,-0.5,x
1664105589620.7,13.4,29.8,-0.6,x
1664105589652.8,13.4,29.8,-0.5,x
1664105589756.2,13.4,29.7,-0.2,x
1664105589802.3,13.5,29.7,-0.3,x
1664105589818.9,13.7,29.7,-0.5,x
1664105589836.1,13.7,29.7,-0.6,x
1664105589868.8,13.9,29.8,-0.8,x
1664105589922,13.9,29.8,-1,x
1664105589952.4,13.9,29.9,-0.9,x
1664105590152.7,13.8,29.8,-0.7,x
1664105590186.5,13.8,29.9,-0.7,x
1664105590392.9,13.8,29.8,-0.8,x
1664105590436.1,13.8,29.9,-0.7,x
1664105590586.6,13.9,29.8,-0.7,x
1664105590729.5,14,29.7,-1,x
1664105590752.3,14,29.6,-1.1,x
1664105590768.8,14,29.6,-1.2,x
1664105590802.8,14,29.6,-1.1,x
1664105590835,14,29.7,-1.2,x
1664105590868.5,14,29.7,-1.1,x
1664105590902.4,13.9,29.6,-1.1,x
1664105590919.5,13.9,29.6,-1,x
1664105590936.2,13.9,29.6,-1.1,x
1664105590969.2,13.9,29.6,-1.2,x
1664105591003.2,14,29.7,-1.1,x
1664105591036.3,14,29.9,-1.1,x
1664105591052.7,14,29.9,-1.2,x
1664105591185.9,14,29.9,-1.1,x
1664105591202.9,14,29.9,-1,x
1664105591319.4,14.1,30,-0.9,x
1664105591402.7,14.2,29.9,-1.1,x
1664105591452.7,14.3,30,-1.2,x
1664105591689.6,14.1,30.1,-1.1,x
1664105591752.4,14,30.2,-1,x
1664105591786.7,14,30.1,-1,x
1664105591919.7,14.1,30.2,-1.1,x
1664105592069.4,14.1,30.4,-1.1,x
1664105592085.5,14,30.5,-1,x
1664105592152.6,14.1,30.5,-1,x
1664105592186.5,14.1,30.5,-1.1,x
1664105592202.9,14.1,30.6,-1.1,x
1664105592336.3,14.1,30.7,-1.1,x
1664105592404.6,14.2,30.7,-1,x
1664105592552.6,14.2,30.7,-1.1,x
1664105592570.3,14.3,30.6,-1.1,x
1664105592720,14.2,30.5,-1.1,x
1664105592769.9,14.1,30.5,-1,x
1664105592852.5,14,30.5,-1,x
1664105592908.3,14,30.3,-1,x
1664105592919.3,14,30.3,-1.1,x
1664105592952.4,14,30.3,-1,x
1664105593220.2,14,30.3,-1.1,x
1664105593252.6,14.1,30.3,-1.1,x
1664105593270.5,14.1,30.3,-1.2,x
1664105593487.6,14.1,30.1,-1.3,x
1664105593577.1,14.1,30,-1.4,x
1664105593670.8,14.1,29.9,-1.3,x
1664105593752.6,14.1,29.8,-1.3,x
1664105593770.2,14.1,29.8,-1.4,x
1664105593836.2,14.1,29.8,-1.3,x
1664105593870.1,14.1,29.7,-1.4,x
1664105593936.2,14.1,29.8,-1.3,x
1664105593969.3,14.1,29.8,-1.4,x
1664105594019.2,14.1,29.8,-1.3,x
1664105594119,14.1,29.9,-1.2,x
1664105594419.4,14.1,30.1,-1.3,x
1664105594436.2,14.1,30.1,-1.4,x
1664105594503.4,14.1,30.1,-1.3,x
1664105594564.3,14,30.1,-1.3,x
1664105594652.5,14,30.2,-1.2,x
1664105594870.3,13.9,30.1,-1.2,x
1664105595003.1,14,30.2,-1.3,x
1664105595036.5,14,30.2,-1.4,x
1664105595052.6,14,30.1,-1.4,x
1664105595102.4,14.1,30.1,-1.3,x
1664105595152.6,14.1,30.1,-1.4,x
1664105595170.1,14.1,30.2,-1.4,x
1664105595202.7,14.1,30.1,-1.4,x
1664105595252.4,14.1,30.2,-1.4,x
1664105595302.7,14.2,30.2,-1.6,x
1664105595336.1,14.2,30.2,-1.7,x
1664105595403.5,14.2,30.1,-1.7,x
1664105595420.9,14.2,30.1,-1.6,x
1664105595482.6,14,29.9,-1.5,x
1664105595553.2,14,29.8,-1.4,x
1664105595652.5,14,29.6,-1.5,x
1664105595679.7,14,29.7,-1.5,x
1664105595902.2,14,29.9,-1.4,x
1664105595952.4,14,29.8,-1.5,x
1664105595986.3,14.1,29.8,-1.5,x
1664105596002.5,14.1,29.9,-1.6,x
1664105596119,14.1,30,-1.5,x
1664105596152.5,14.1,30,-1.6,x
1664105596168.8,14.2,30.1,-1.6,x
1664105596202.8,14.2,30.2,-1.6,x
1664105596311.8,14.3,30.2,-1.7,x
1664105596351.9,14.3,30.1,-1.7,x
1664105596386.9,14.3,30.2,-1.7,x
1664105596586.5,14.1,30.3,-1.7,x
1664105596602.5,14.1,30.4,-1.6,x
1664105596669.1,14,30.4,-1.5,x
1664105596903.2,14,30.6,-1.5,x
1664105596937.3,14,30.5,-1.5,x
1664105596953,14.1,30.5,-1.5,x
1664105597019.1,14.2,30.5,-1.6,x
1664105597137.1,14.3,30.5,-1.7,x
1664105597333.9,14.3,30.3,-1.9,x
1664105597452.4,14.3,30.1,-1.9,x
1664105597469,14.3,30.1,-1.8,x
1664105597520.5,14.2,30.2,-1.8,x
1664105597552.5,14.2,30.1,-1.8,x
1664105597588.5,14.2,30,-1.7,x
1664105597769.1,14.1,29.9,-1.6,x
1664105597819.5,14.1,29.9,-1.7,x
1664105597852.8,14.1,29.9,-1.6,x
1664105597868.8,14.1,29.8,-1.7,x
1664105597935.5,14.1,29.8,-1.6,x
1664105598052.3,14.1,29.9,-1.6,x
1664105598103,14.1,29.9,-1.7,x
1664105598235.7,14.3,29.9,-1.9,x
1664105598469.8,14.3,29.8,-1.9,x
1664105598602.5,14.5,29.8,-2.1,x
1664105598637,14.5,29.8,-2.2,x
1664105598702.7,14.4,29.8,-2.1,x
1664105598735.7,14.4,29.8,-2,x
1664105598835.7,14.4,29.7,-2.1,x
1664105598935.9,14.5,29.8,-2.2,x
1664105598952.6,14.5,29.9,-2.2,x
1664105598986.6,14.5,29.9,-2.1,x
1664105599022.8,14.5,30,-2.2,x
1664105599052.1,14.6,30,-2.2,x
1664105599069,14.6,29.9,-2.3,x
1664105599137.6,14.6,30.1,-2.3,x
1664105599168.9,14.6,30.1,-2.4,x
1664105599249.3,14.6,30.2,-2.4,x
1664105599386.4,14.6,30.3,-2.3,x
1664105599402,14.5,30.3,-2.3,x
1664105599570.5,14.6,30.3,-2.3,x
1664105599602.6,14.5,30.3,-2.3,x
1664105599719.2,14.4,30.1,-2.3,x
1664105599852.5,14.4,30,-2.3,x
1664105599869.1,14.4,30,-2.2,x
1664105599919.5,14.4,30.1,-2.2,x
1664105599985.5,14.4,30,-2.3,x
1664105600068.9,14.4,29.8,-2.3,x
1664105600086.1,14.4,29.8,-2.4,x
1664105600302.4,14.3,29.7,-2.3,x
1664105600335.6,14.2,29.7,-2.2,x
1664105600402.4,14.2,29.6,-2.2,x
1664105600470.3,14.3,29.6,-2.3,x
1664105600519.2,14.3,29.7,-2.3,x
1664105600568.8,14.3,29.6,-2.2,x
1664105600602.8,14.4,29.6,-2.3,x
1664105600619.1,14.4,29.6,-2.4,x
1664105600635.4,14.4,29.5,-2.4,x
1664105600802.3,14.4,29.5,-2.3,x
1664105600969.4,14.5,29.4,-2.4,x
1664105601134.9,14.5,29.5,-2.6,x
1664105601169.4,14.4,29.5,-2.5,x
1664105601252,14.3,29.5,-2.3,x
1664105601318.6,14.2,29.5,-2.2,x
1664105601420,14.2,29.5,-2.3,x
1664105601468.8,14.2,29.5,-2.4,x
1664105601485.7,14.2,29.5,-2.3,x
1664105601668.9,14.2,29.4,-2.4,x
1664105601702.3,14.1,29.3,-2.4,x
1664105601751.8,14.1,29.4,-2.3,x
1664105601786.6,14.1,29.5,-2.4,x
1664105601802.2,14,29.5,-2.4,x
1664105601916,14,29.5,-2.3,x
1664105601966.6,14,29.4,-2.4,x
1664105602137.6,14.1,29.5,-2.4,x
1664105602152,14.1,29.6,-2.4,x
1664105602202.2,14.2,29.6,-2.6,x
1664105602271.6,14.4,29.6,-2.7,x
1664105602302.1,14.4,29.6,-2.8,x
1664105602335.1,14.5,29.6,-2.9,x
1664105602351.7,14.5,29.7,-3,x
1664105602394.4,14.6,29.7,-3,x
1664105602435.4,14.6,29.7,-3.1,x
1664105602452.3,14.6,29.6,-3.2,x
1664105602491.8,14.6,29.5,-3.2,x
1664105602518.9,14.6,29.5,-3.3,x
1664105602569,14.6,29.6,-3.3,x
1664105602619.5,14.5,29.6,-3.3,x
1664105602635.4,14.5,29.6,-3.2,x
1664105602702.6,14.5,29.7,-3.2,x
1664105602852.2,14.4,29.7,-3.1,x
1664105603027.2,14.4,29.7,-3.2,x
1664105603102.1,14.5,29.9,-3.2,x
1664105603152.4,14.5,29.9,-3.1,x
1664105603186.2,14.5,29.9,-3.2,x
1664105603219.5,14.6,30,-3.2,x
1664105603255.2,14.6,30,-3.3,x
1664105603319,14.6,30,-3.2,x
1664105603352.4,14.6,30,-3.3,x
1664105603468.6,14.6,30.1,-3.2,x
1664105603552.1,14.6,30.1,-3.1,x
1664105603619.2,14.5,30.1,-3.1,x
1664105603652.2,14.5,30.1,-3,x
1664105603804.3,14.4,30.2,-2.9,x
1664105604203,14.6,30.2,-3,x
1664105604363.7,14.8,30.3,-3.1,x
1664105604368.9,14.8,30.2,-3.2,x
1664105604419,14.8,30.1,-3.2,x
1664105604452.1,14.7,30,-3.1,x
1664105604470.3,14.7,30.1,-3,x
1664105604552.1,14.7,30,-3,x
1664105604686.8,14.7,29.8,-3,x
1664105604703.1,14.7,29.9,-3,x
1664105604835.6,14.7,29.9,-3.1,x
1664105604886.5,14.7,29.8,-3.1,x
1664105604940.4,14.7,29.8,-3,x
1664105605019,14.7,29.8,-3.1,x
1664105605085.3,14.7,29.8,-3,x
1664105605118.9,14.7,29.7,-3.1,x
1664105605135.6,14.7,29.6,-3.1,x
1664105605285.5,14.7,29.7,-3.1,x
1664105605302.6,14.7,29.7,-3,x
1664105605337.6,14.7,29.6,-3,x
1664105605385.2,14.7,29.7,-3,x
1664105605435.8,14.8,29.7,-3.1,x
1664105605648.6,14.8,29.7,-3,x
1664105605720.2,14.8,29.8,-3.1,x
1664105605770,14.9,29.9,-3.2,x
1664105605844.3,14.9,29.9,-3.1,x
1664105605885,14.9,29.9,-3.2,x
1664105605902.3,14.9,29.9,-3.1,x
1664105606019.5,14.8,30.1,-3.1,x
1664105606103.2,14.9,30.2,-3.1,x
1664105606220.6,14.8,30.2,-3,x
1664105606252,14.8,30.4,-3,x
1664105606268.7,14.8,30.4,-3.1,x
1664105606386,14.9,30.3,-3.1,x
1664105606402.6,14.9,30.3,-3.2,x
1664105606468.5,14.9,30.4,-3.2,x
1664105606586.7,14.8,30.4,-3.1,x
1664105606618.9,14.8,30.3,-3.1,x
1664105606652.5,14.8,30.4,-3.1,x
1664105606702.3,14.8,30.4,-3,x
1664105606718.9,14.8,30.4,-3.1,x
1664105606771.8,14.9,30.4,-3.2,x
1664105606785.1,14.9,30.3,-3.2,x
1664105606801.6,14.9,30.3,-3.3,x
1664105606852,15,30.3,-3.4,x
1664105606920.2,14.9,30.2,-3.3,x
1664105606935.1,15,30.2,-3.4,x
1664105607051.9,15,30.2,-3.3,x
1664105607102.2,14.9,30.3,-3.4,x
1664105607168.5,15,30.3,-3.3,x
1664105607402.8,14.9,30.2,-3.2,x
1664105607468.9,14.9,30.1,-3.2,x
1664105607485.9,14.9,30.1,-3.1,x
