time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1652785725256.4,82.6,37.3,11.2,x
1652785725273,82.1,36.7,11.4,x
1652785725289.7,81,37,11.7,x
1652785725306.4,80.2,37.5,11.3,x
1652785725323.1,80,37.8,10.7,x
1652785725339.7,79.5,38.4,9.8,x
1652785725356.4,79.5,38.5,8.3,x
1652785725373.1,79.9,38.6,6,x
1652785725390.4,80.4,39,4.3,x
1652785725406.7,81.2,39.2,1.1,x
1652785725423.1,80.9,40.5,0.2,x
1652785725440.3,81,40.9,-0.2,x
1652785725456.4,80.8,40.7,-0.4,x
1652785725473.4,80.7,40.3,-1.1,x
1652785725490,80,39.9,-1.1,x
1652785725506.4,79.6,39.9,-0.8,x
1652785725523.6,78.8,39.8,0.5,x
1652785725539.9,78.1,38.9,2.3,x
1652785725557.8,77.2,37.3,4.5,x
1652785725573.6,76.5,36.5,6,x
1652785725589.9,75.2,34.5,9.3,x
1652785725607.4,74.7,33.9,10.4,x
1652785725624,73.2,32.9,12.5,x
1652785725640.3,72.1,33.2,13.3,x
1652785725656.5,71.4,34.2,12.7,x
1652785725674.7,70.5,35.1,12.4,x
1652785725690.2,70.1,35.6,12.4,x
1652785725706.5,69.9,36.2,11.9,x
1652785725723.8,69.6,36.2,11.3,x
1652785725740.7,69.4,36.2,11.2,x
1652785725757,69.2,35.9,11.5,x
1652785725773.2,69.5,35.4,11.4,x
1652785725791,69.6,35,11.4,x
1652785725806.9,69.2,34.1,11.9,x
1652785725823.2,68.4,33.3,12.9,x
1652785725839.7,67.8,32,13.1,x
1652785725857.4,67.5,31.2,12.7,x
1652785725873.6,66.6,29.9,12.3,x
1652785725889.9,65.8,28.7,11.9,x
1652785725907.8,65.3,28.2,11.8,x
1652785725923.3,63.9,27.3,11.7,x
1652785725939.8,62.6,26.9,12,x
1652785725956.5,61.7,26.6,12,x
1652785725973.6,61.4,26.4,11.9,x
1652785725989.7,60.9,26.1,11.6,x
1652785726006.5,60.6,25.6,11.5,x
1652785726024.4,60.5,25.4,11.5,x
1652785726040.6,60.5,25,11.6,x
1652785726057.3,60.4,24.8,11.5,x
1652785726074.6,59.8,24.7,11.5,x
1652785726090.5,59.3,24.7,11.6,x
1652785726106.6,58.4,25,11.5,x
1652785726123.4,58,25.2,11.3,x
1652785726141.7,57.5,25.3,10.9,x
1652785726157.7,57.2,25.3,10.4,x
1652785726173.2,56.9,25.3,9.8,x
1652785726191.1,56.8,25.2,9.6,x
1652785726208.2,56.6,25,9.2,x
1652785726224,56.6,24.9,8.9,x
1652785726240,56.6,25,8.7,x
1652785726257.3,56.6,25.2,8.5,x
1652785726273.9,56.6,25.3,8.8,x
1652785726289.9,56.5,25.1,9.3,x
1652785726307.7,56.4,24.9,9.6,x
1652785726324.5,56.2,24.5,10,x
1652785726339.8,55.9,23.8,10.6,x
1652785726356.6,55.8,23.3,10.6,x
1652785726374,55.8,23.2,10.5,x
1652785726390.6,55.7,23.2,10.1,x
1652785726406.5,55.5,23.5,9.6,x
1652785726424.7,55.3,23.9,9.1,x
1652785726440.6,55.2,24.1,8.8,x
1652785726456.5,55,24.3,8.3,x
1652785726474.1,54.9,24.3,8.1,x
1652785726489.7,54.5,24.2,7.8,x
1652785726506.5,54.3,24.1,7.9,x
1652785726523.2,54.2,24,8,x
1652785726541.4,54.1,24,8,x
1652785726556.8,54,24,7.8,x
1652785726573.2,53.8,24,7.4,x
1652785726590.7,53.5,24.1,6.8,x
1652785726608.2,53.2,24.2,6.4,x
1652785726623.8,53.1,24.2,6.3,x
1652785726641.1,53,24.3,6.4,x
1652785726657.5,53,24.1,6.6,x
1652785726673.9,53.1,24,6.6,x
1652785726689.8,53.1,23.6,6.6,x
1652785726707.7,53.1,23.2,6.5,x
1652785726725.3,53.1,23,6.3,x
1652785726741,52.9,23,6.4,x
1652785726756.6,52.4,22.9,6.8,x
1652785726774.2,51.7,22.9,7.6,x
1652785726790.5,51.3,22.8,8,x
1652785726806.6,50.4,22.9,8.6,x
1652785726823.2,49.6,23.1,9,x
1652785726841.7,48.7,23.4,9.7,x
1652785726857.6,48.3,23.6,10,x
1652785726873.2,47.4,24.2,11.1,x
1652785726891,46.4,24.7,12.7,x
1652785726907.1,46,24.9,13.6,x
1652785726923.2,45.5,24.8,15.4,x
1652785726939.8,45.3,24.7,16.1,x
1652785726958.3,44.9,24.4,17.8,x
1652785726973.8,44.8,24.4,18.2,x
1652785726989.7,44.7,24.6,18.6,x
1652785727008.1,44.6,25,18.7,x
1652785727023.9,44.5,25.3,18.7,x
1652785727040.6,44.4,25.9,18.4,x
1652785727056.5,44.4,26.4,18,x
1652785727075.3,44.5,26.7,17.1,x
1652785727091.1,44.5,26.7,16.5,x
1652785727106.5,44.5,26.5,15.5,x
1652785727125.5,44.5,26.3,15.1,x
1652785727140.4,44.6,25.8,14.9,x
1652785727156.9,44.8,25.5,15,x
1652785727173.9,45,25.3,14.9,x
1652785727190.1,45,25.3,14.7,x
1652785727206.9,44.9,25.3,14.4,x
1652785727223.1,44.7,25.3,14.1,x
1652785727240.1,44.6,25.1,14,x
1652785727256.8,44.5,25,14,x
1652785727273.5,44.5,24.6,14,x
1652785727289.8,44.6,24.3,13.9,x
1652785727306.5,44.7,24.2,13.8,x
1652785727323.8,44.9,24.2,13.4,x
1652785727339.8,45,24.3,12.7,x
1652785727357.2,45.1,24.5,12.5,x
1652785727373.8,45.2,24.8,12.1,x
1652785727390.5,45.2,25.1,12.1,x
1652785727406.5,45.2,25.6,12.3,x
1652785727425.4,45.1,26.1,12.5,x
1652785727440.5,45,26.3,12.6,x
1652785727456.5,44.9,26.6,12.7,x
1652785727474.4,44.8,26.7,12.9,x
1652785727507.1,44.9,26.5,13.3,x
1652785727524.1,45,26.3,13.4,x
1652785727541.5,44.9,26.2,13.9,x
1652785727557.1,44.9,26.3,14.7,x
1652785727573.1,44.9,26.5,15.3,x
1652785727591.2,45,26.7,15.8,x
1652785727607.7,45.1,26.8,16,x
1652785727623.7,45.3,27,16.5,x
1652785727639.8,45.5,27.1,17.2,x
1652785727657.8,45.6,27.1,17.6,x
1652785727673.8,45.9,27.1,18.3,x
1652785727689.8,46.2,27.2,19,x
1652785727708.1,46.5,27.5,19.6,x
1652785727725.1,46.6,27.6,19.8,x
1652785727740.5,46.7,27.9,20.1,x
1652785727756.4,46.6,28.1,20.4,x
1652785727774.9,46.6,28.2,20.7,x
1652785727790.9,46.7,28.3,21,x
1652785727806.5,46.8,28.3,21.5,x
1652785727824.5,46.8,28.5,21.9,x
1652785727841,46.8,29,22,x
1652785727857.2,46.7,29.3,22,x
1652785727874.1,46.5,30,21.9,x
1652785727892.1,46.3,30.7,21.8,x
1652785727907.7,46.1,31,21.8,x
1652785727923.1,45.9,31.9,21.9,x
1652785727941.3,45.7,32.7,21.7,x
1652785727958.6,45.7,33.4,21.2,x
1652785727973.8,45.7,33.8,20.9,x
1652785727989.9,45.7,34.5,20.3,x
1652785728007.6,45.6,34.8,20,x
1652785728023.8,45.5,35.4,19.8,x
1652785728039.7,45.2,35.9,19.7,x
1652785728073.1,44.9,36.6,19.5,x
1652785728090.3,44.9,37,18.9,x
1652785728106.4,44.9,37.4,18.5,x
1652785728123.2,44.9,37.7,18.3,x
1652785728140.5,44.9,38.3,18,x
1652785728156.4,44.9,39.2,17.7,x
1652785728173.9,45,40.2,17.4,x
1652785728190.4,45.1,40.8,17.2,x
1652785728207.1,45.3,41.7,16.8,x
1652785728223.8,45.6,42.6,16.4,x
1652785728241.1,45.8,43,16.1,x
1652785728256.4,46.2,43.6,15.6,x
1652785728273.1,46.6,44,15.2,x
1652785728290.8,46.9,44.1,14.9,x
1652785728307.6,47.1,44.2,14.7,x
1652785728323.2,47.5,44.3,14.5,x
1652785728339.8,47.8,44.5,14.4,x
1652785728357.3,48,44.5,14.3,x
1652785728373.9,48.2,44.4,14.3,x
1652785728389.8,48.4,44,14.3,x
1652785728406.5,48.6,43.7,14.4,x
1652785728423.8,49,42.9,14.4,x
1652785728440.5,49.4,41.9,14.5,x
1652785728456.5,49.5,41.1,14.7,x
1652785728473.4,49.6,40.7,14.8,x
1652785728489.7,49.5,40,15.1,x
1652785728506.4,49.4,39.2,15.3,x
1652785728523.1,49.4,38.8,15.4,x
1652785728540.5,49.5,37.6,15.5,x
1652785728556.4,49.8,35.9,15.5,x
1652785728573.1,50.2,33.9,15.6,x
1652785728590.8,50.6,32.1,15.4,x
1652785728607.2,50.7,31.4,15.4,x
1652785728623.8,50.9,30.5,15.1,x
1652785728640.4,51,30.3,14.8,x
1652785728657.2,51,30.2,14.1,x
1652785728673.1,50.7,30.6,13.5,x
1652785728691.1,50.2,31,13.3,x
1652785728707.1,49.8,31.3,13.1,x
1652785728723.8,49.6,31.4,13.1,x
1652785728739.7,49.4,31.2,13.1,x
1652785728757.9,49.2,30.8,13.2,x
1652785728774.3,49.1,30.5,13.2,x
1652785728790.4,49.1,30,13.1,x
1652785728806.4,49.2,29.6,12.5,x
1652785728824.4,49.3,29.4,12.2,x
1652785728840.5,49.5,29,11.6,x
1652785728857.3,49.5,28.5,11.3,x
1652785728874.5,49.4,27.8,11,x
1652785728890.5,49.3,27.4,10.9,x
1652785728906.4,49.4,26.7,10.6,x
1652785728923.2,49.5,26.5,10.3,x
1652785728941.1,50,26.3,9.7,x
1652785728957.1,50.4,26.3,8.8,x
1652785728974.7,50.6,26.5,7.9,x
1652785728989.7,50.6,26.9,7.4,x
1652785729007.8,50.6,27.2,7.3,x
1652785729039.8,51,27.5,7.8,x
1652785729058.2,51.9,27.6,8.3,x
1652785729074.3,52.6,27.8,8.5,x
1652785729089.8,54.2,28.1,8.5,x
1652785729106.5,55.9,28.5,8.2,x
