time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1666170476817.6,68.2,25.7,10.7,x
1666170476849.9,68.9,25.5,10.7,x
1666170476871.1,69.2,25.3,10.8,x
1666170476883.3,69.9,24.3,10.8,x
1666170476899.9,70.1,23.6,10.8,x
1666170476916.6,70.2,23.2,10.8,x
1666170476933.3,70.3,22.9,10.8,x
1666170476950,70.5,22.4,10.9,x
1666170476966.7,70.9,22.2,11.1,x
1666170476983.3,71.6,22.6,11.5,x
1666170476999.9,72.7,23.5,11.8,x
1666170477016.7,73.4,24.1,12,x
1666170477033.2,75,25.4,12.2,x
1666170477050,76.8,26.5,12.1,x
1666170477066.9,78.6,27.2,11.5,x
1666170477107.7,80.7,27.1,9.9,x
1666170477116.6,81.2,26.8,9.2,x
1666170477133.3,81.9,25.8,8.1,x
1666170477150,82.1,24.6,7.1,x
1666170477166.7,82.2,24,6.7,x
1666170477183.2,82.2,23.2,6.1,x
1666170477199.9,82.6,23,6,x
1666170477216.8,83,23.2,6.1,x
1666170477239,84.9,24.4,6.2,x
1666170477249.9,85.7,24.9,6.1,x
1666170477266.6,87.2,25.7,5.8,x
1666170477283.3,87.8,26.1,5.6,x
1666170477300,88.8,26.6,5.2,x
1666170477316.6,89.2,26.7,5,x
1666170477333.3,89.8,26.8,4.6,x
1666170477356.4,90,26.8,4.3,x
1666170477366.8,90.1,26.9,4.3,x
1666170477383.2,90.1,27,4.1,x
1666170477400.1,90,27.3,4,x
1666170477417,90,27.6,4,x
1666170477433.3,89.9,28,3.8,x
1666170477462.3,89.6,28.5,3.9,x
1666170477466.6,89.4,28.6,4,x
1666170477483.2,89.2,28.6,4.1,x
1666170477499.9,89,28.6,4.3,x
1666170477516.8,88.8,28.5,4.3,x
1666170477533.3,88.3,27.8,4.2,x
1666170477549.9,87.5,26.6,3.9,x
1666170477566.9,87,26,3.8,x
1666170477583.3,86.1,25,3.7,x
1666170477599.9,85.3,24.5,3.9,x
1666170477616.9,85.1,24.6,4.1,x
1666170477633.2,85.1,25.3,4.5,x
1666170477650,85.5,26.5,4.6,x
1666170477666.6,85.7,27.2,4.7,x
1666170477683.2,86,27.8,4.7,x
1666170477699.9,87.2,29.4,4.6,x
1666170477716.7,87.6,29.9,4.5,x
1666170477750,88,31.1,3.9,x
1666170477766.6,87,31.5,3.8,x
1666170477783.3,85.1,31,4.2,x
1666170477799.9,82.5,29.9,5.3,x
1666170477816.6,81.2,29.2,6.1,x
1666170477834,79.9,28.6,6.9,x
1666170477850,76.9,27.6,9.5,x
1666170477866.6,76.4,27.5,10.2,x
1666170477883.2,75.9,27.8,11.1,x
1666170477916.6,75.9,28.3,11.3,x
1666170477933.2,76.2,28.7,11,x
1666170477967,76.3,28.3,10.7,x
1666170477983.3,76.3,27.8,10.5,x
1666170478000,76.2,27.5,10.3,x
1666170478048,76.2,27.2,10.2,x
1666170478066.6,76.4,27.3,10.3,x
1666170478083.2,76.8,27.5,10.5,x
1666170478099.9,77.4,27.7,10.7,x
1666170478117,77.7,27.8,10.7,x
1666170478133.2,78.4,28.1,10.6,x
1666170478149.9,79.1,28.3,10.5,x
1666170478166.6,79.5,28.4,10.5,x
1666170478183.2,80.4,28.6,10.5,x
1666170478199.9,81.4,28.8,10.2,x
1666170478216.9,81.9,28.8,9.9,x
1666170478233.2,82.7,28.8,9.1,x
1666170478249.9,83.5,28.9,8.3,x
1666170478266.6,83.8,29.1,8,x
1666170478283.3,84.7,30,7.6,x
1666170478299.9,86.1,31.3,7.6,x
1666170478316.5,86.9,31.9,7.6,x
1666170478333.2,88.9,33,7.5,x
1666170478350.1,89.9,33.3,7.2,x
1666170478371.7,92.7,33.5,5.8,x
1666170478383.2,93.4,33.3,5.2,x
1666170478399.8,94.2,32.7,4.3,x
1666170478416.5,94.4,32.2,4,x
1666170478433.2,94.5,31.3,3.7,x
1666170478450.4,94.6,30.3,3.6,x
1666170478467.5,94.7,29.9,3.6,x
1666170478483.2,95.1,29.3,3.5,x
1666170478499.9,95.6,29.1,3.5,x
1666170478516.7,95.9,29.2,3.5,x
1666170478533.3,96.4,29.3,3.5,x
1666170478549.9,97,29.4,3.4,x
1666170478567.2,97.2,29.4,3.4,x
1666170478583.3,97.7,29.4,3.1,x
1666170478599.9,97.9,29.3,2.9,x
1666170478616.5,97.9,29.2,2.8,x
1666170478633.2,97.7,29,2.7,x
1666170478649.9,97.2,28.9,2.7,x
1666170478666.7,96.9,28.8,2.7,x
1666170478683.2,96.2,28.8,2.8,x
1666170478700,95.9,28.8,2.8,x
1666170478716.6,95.2,28.9,3.1,x
1666170478733.3,94.5,29,3.6,x
1666170478749.9,94.1,29,3.8,x
1666170478766.5,93.3,28.7,4.1,x
1666170478783.2,93,28.4,4.2,x
1666170478799.9,92.2,27.6,4.1,x
1666170478816.5,91.7,27,4,x
1666170478833.2,90.3,25.3,3.6,x
1666170478849.9,89.9,24.9,3.6,x
1666170478866.5,89.4,24.6,3.5,x
1666170478883.2,88.3,24.3,3.5,x
1666170478900,88.1,24.5,3.5,x
1666170478916.5,87.9,25.2,3.2,x
1666170478933.2,88,26.4,2.7,x
1666170478949.9,88.2,27,2.4,x
1666170478992.9,88.4,29.5,0.6,x
1666170479016.5,87.3,29.8,0.3,x
1666170479033.2,85.5,29.5,0.6,x
1666170479049.9,83.2,28.9,1.4,x
1666170479066.5,82,28.6,1.9,x
1666170479083.2,79.9,27.9,3.2,x
1666170479099.8,78.4,27.6,4.3,x
1666170479116.6,77.9,27.6,4.8,x
1666170479133.2,77.1,27.7,5.6,x
1666170479149.9,76.6,27.8,6,x
1666170479166.6,76.5,27.8,6.1,x
1666170479183.2,76.3,27.8,6.3,x
1666170479216.5,76.2,27.4,6.3,x
1666170479233.2,76.1,27.1,6.3,x
1666170479266.6,75.8,26.3,6.3,x
1666170479299.9,75,24.9,6.7,x
1666170479316.6,74.7,24.2,7.1,x
1666170479333.2,74.7,23.6,7.6,x
1666170479349.8,74.7,23.5,7.9,x
1666170479366.5,75.1,23.6,8.3,x
1666170479383.2,75.7,23.7,8.5,x
1666170479399.8,76.3,23.7,8.3,x
1666170479416.5,76.5,23.6,8.1,x
1666170479433.2,76.9,23.4,7.8,x
1666170479449.9,77.3,23.5,7.6,x
1666170479466.5,77.5,23.6,7.6,x
1666170479483.2,78.2,24.2,7.4,x
1666170479499.8,78.5,24.6,7.5,x
1666170479516.5,79.8,25.8,7.6,x
1666170479533.2,81.3,27.5,7.7,x
1666170479549.9,82.8,29.4,8,x
1666170479566.5,83.6,30.3,8.1,x
1666170479583.2,85.3,31.7,8.3,x
1666170479600.2,86.1,32.2,8.1,x
1666170479616.5,87.5,32.7,7.4,x
1666170479633.2,88,32.8,6.8,x
1666170479649.9,87.9,32.6,5.6,x
1666170479666.5,87,32.2,4.8,x
1666170479683.2,85.6,31.6,4.7,x
1666170479699.9,85,31.3,4.8,x
1666170479716.7,84,30.8,5.4,x
1666170479733.3,83.2,30.3,6.2,x
1666170479750.1,82.8,30,6.6,x
1666170479766.5,82,29.7,7.5,x
1666170479783.1,81.7,29.6,8,x
1666170479799.9,81.4,29.4,8.4,x
1666170479816.5,81.4,29.2,9,x
1666170479833.2,81.9,28.9,9.3,x
1666170479849.8,82.5,28.5,9,x
1666170479866.7,82.8,28.1,8.2,x
1666170479908,82.3,27,7,x
1666170479920.3,81.5,26,6.5,x
1666170479933.1,80.5,24.8,6.2,x
1666170479950,80,24.1,6.2,x
1666170479966.5,78.7,22.9,5.9,x
1666170479983.2,77.3,21.7,5.7,x
1666170480000.2,76.6,21.1,5.5,x
1666170480016.5,75.2,20.1,5.3,x
1666170480033.1,73.9,19.3,4.9,x
1666170480049.9,73.3,18.9,4.8,x
1666170480068.1,72,18.1,4.4,x
1666170480083.2,70.2,17,4.4,x
1666170480100.1,69.3,16.3,4.4,x
1666170480116.5,67.5,15.1,4.5,x
1666170480133.1,66.2,14.7,4.3,x
1666170480150.1,65.8,14.9,4.2,x
1666170480166.5,65.1,16.2,3.7,x
1666170480183.2,64.6,18,3.3,x
1666170480219.8,63.8,20.4,3.2,x
1666170480233.2,63.3,21.8,3.2,x
1666170480249.9,63,22.4,3.3,x
1666170480266.5,62.1,23.4,3.4,x
1666170480283.1,61,24.1,3.4,x
1666170480299.8,60.2,24.2,3.5,x
1666170480316.5,58.4,24.2,4.3,x
1666170480333.1,56.7,23.9,5.6,x
1666170480349.8,55.9,23.8,6.5,x
1666170480366.6,54.4,23.7,8.3,x
1666170480383.2,53,23.8,10,x
1666170480400.8,52.4,23.9,10.8,x
1666170480416.8,51.1,24.2,12.3,x
1666170480433.3,50.6,24.3,12.9,x
1666170480449.9,49.6,24.4,13.7,x
1666170480466.7,48.6,24.3,14.4,x
1666170480483.2,48,23.9,14.8,x
1666170480499.8,47.7,23.7,14.9,x
1666170480516.4,47.3,23.2,14.8,x
1666170480533.1,46.9,22.7,14.4,x
1666170480549.7,46.8,22.4,14.3,x
1666170480566.5,46.7,21.8,13.7,x
1666170480583.2,46.7,21.5,13.3,x
1666170480599.8,47,20.8,11.7,x
1666170480616.5,47.5,20.2,9.4,x
1666170480633.2,47.7,20.1,8.2,x
1666170480649.8,48.5,20,5.8,x
1666170480683.2,50.9,20.1,1.5,x
1666170480700,51.7,20,0.7,x
1666170480716.5,53.4,20,-0.1,x
1666170480733.2,55.7,19.6,-0.6,x
1666170480750.2,57,19.4,-0.8,x
1666170480766.7,60,19.2,-1.4,x
1666170480783.3,63.3,19.5,-2.4,x
1666170480800.4,64.9,19.8,-3.1,x
1666170480816.5,68.1,20.4,-4.3,x
1666170480853.5,74.2,21.7,-6.3,x
1666170480866.5,75.6,22.1,-6.7,x
1666170480883.2,78.4,22.8,-7.5,x
1666170480900,79.7,23,-8,x
1666170480916.5,82.2,23.2,-9.3,x
1666170480933.1,84.3,23.2,-10.8,x
1666170480949.8,85.3,23.2,-11.6,x
1666170480966.5,87.1,23.2,-13,x
1666170480983.1,88.8,23.3,-14.2,x
1666170481000.6,89.6,23.4,-14.8,x
1666170481016.7,91.1,23.6,-15.9,x
1666170481033.2,91.7,23.6,-16.5,x
1666170481049.8,92.8,23.5,-17.6,x
1666170481066.5,93.7,23.1,-18.3,x
1666170481083.1,94,22.8,-18.6,x
1666170481099.8,94.9,21.9,-19.4,x
1666170481116.4,95.9,20.7,-20.4,x
1666170481133.1,97.3,19.6,-21.6,x
1666170481149.8,98,19.2,-22.4,x
1666170481166.6,98.6,18.9,-23.2,x
1666170481183.2,99.9,18,-25.4,x
1666170481199.7,100,17.5,-26,x
1666170481216.5,99.8,16.5,-27,x
1666170481233.1,99.5,16,-27.4,x
1666170481249.7,98.8,15,-28,x
1666170481266.5,97.8,13.8,-28.4,x
1666170481283.1,97.2,13.1,-28.5,x
1666170481299.8,95.4,11.4,-28.3,x
1666170481316.8,93.2,9.6,-27.7,x
1666170481340.4,90.9,8.1,-27.3,x
1666170481349.8,89.9,7.5,-27.3,x
1666170481366.4,88.3,6.8,-27.7,x
1666170481383.1,87.7,6.6,-28,x
1666170481399.7,87.2,6.5,-28.8,x
1666170481416.7,87.1,6.7,-29.6,x
1666170481433.1,87.3,7,-30.4,x
1666170481449.7,87.3,7.1,-30.7,x
1666170481466.4,87.2,7.1,-31.3,x
1666170481483.1,86.8,7,-32,x
1666170481499.7,86.4,6.8,-32.4,x
1666170481516.4,86,6.5,-32.8,x
1666170481533.1,84.2,5.3,-34.5,x
1666170481549.7,83.4,4.8,-35.1,x
1666170481566.4,81.6,3.9,-36.2,x
1666170481583.2,80.7,3.6,-36.7,x
1666170481599.7,79.3,3.3,-37.5,x
1666170481616.4,78.3,3.3,-37.8,x
1666170481633.5,77.9,3.2,-37.7,x
1666170481649.7,76.9,3.2,-37.1,x
1666170481666.6,76.1,3.1,-36.3,x
1666170481683.1,75.5,3,-35.5,x
1666170481699.8,75.3,3,-35.3,x
1666170481716.4,75.2,2.9,-35.2,x
1666170481733.1,75.4,2.7,-35.2,x
1666170481749.7,75.6,2.7,-35.3,x
1666170481788.1,77.3,2.5,-35.4,x
1666170481799.7,77.8,2.4,-35.2,x
1666170481816.3,79.1,2.4,-34.7,x
1666170481833.1,80.5,2.5,-34,x
1666170481849.8,81.4,2.6,-33.7,x
1666170481866.5,83.4,2.6,-33.1,x
1666170481883.1,85.6,2.5,-33,x
1666170481899.7,86.7,2.5,-33.1,x
1666170481916.7,89.3,2.7,-33.6,x
1666170481933.1,90.7,2.9,-33.9,x
1666170481949.8,93.8,3.6,-34.1,x
1666170481966.4,97,4.9,-33.9,x
1666170481983.1,100.3,6.3,-33.2,x
1666170481999.7,101.9,7.1,-32.7,x
1666170482016.4,104.7,8.4,-31.8,x
1666170482033.2,106,9,-31.4,x
1666170482049.8,108.7,10.3,-31.2,x
1666170482066.4,111.4,11.5,-31.4,x
1666170482083.1,112.8,12.2,-31.7,x
1666170482099.7,115.5,13.5,-32.2,x
1666170482116.4,118,14.8,-32.6,x
1666170482133.6,120.1,15.9,-32.8,x
1666170482149.7,121.1,16.5,-32.8,x
1666170482166.4,122.9,17.6,-33,x
1666170482183.2,123.9,18.1,-33.1,x
1666170482199.8,125.8,19.2,-33.3,x
1666170482216.4,127.8,20.1,-33.4,x
1666170482233.5,128.9,20.5,-33.4,x
1666170482249.7,130.8,21.1,-33.3,x
1666170482266.7,132.6,21.7,-33.1,x
1666170482283.1,133.4,22,-32.9,x
1666170482299.8,135,22.7,-32.6,x
1666170482316.4,136.7,23.4,-32.2,x
1666170482333.2,137.6,23.7,-32.1,x
1666170482349.7,139.4,24.2,-31.8,x
1666170482366.4,141.3,24.6,-31.8,x
1666170482383.2,142.1,24.7,-31.7,x
1666170482399.7,143.4,24.9,-31.5,x
1666170482416.4,144.3,24.8,-30.9,x
1666170482433,144.5,24.7,-30.4,x
1666170482449.7,144.5,24.1,-29.1,x
1666170482466.4,143.7,23.1,-27.4,x
1666170482483.3,143.1,22.5,-26.6,x
1666170482499.9,141.6,21.1,-24.8,x
1666170482516.5,140,19.8,-23,x
1666170482533.1,139.2,19.3,-22.1,x
1666170482549.8,138,18.8,-20.3,x
1666170482566.3,137.2,18.9,-18.5,x
1666170482583.4,136.9,19.1,-17.7,x
1666170482599.8,136.2,19.6,-16.4,x
1666170482616.4,135.5,20.1,-15.4,x
1666170482633,135.1,20.2,-15.1,x
1666170482649.7,134.2,20.3,-14.6,x
1666170482666.4,133.1,20.2,-14.3,x
1666170482710.2,130.5,18.8,-14.6,x
1666170482716.4,129.8,18.2,-14.7,x
1666170482733.2,128.9,17.6,-14.6,x
1666170482749.7,127,16.6,-13.3,x
1666170482766.4,125,15.1,-12.6,x
1666170482783.1,123.8,14.4,-12.2,x
1666170482799.7,121.1,13.3,-10.7,x
1666170482816.4,119.1,12.8,-9.1,x
1666170482833.1,118.3,12.8,-8.6,x
1666170482849.7,117.2,13.1,-7.5,x
1666170482866.4,116.4,13.8,-6.6,x
1666170482883.2,116.1,14.2,-6.3,x
1666170482899.7,115.4,15,-6,x
1666170482916.3,114.7,16,-5.7,x
1666170482933.1,114.3,16.5,-5.5,x
1666170482949.7,113.6,17.2,-5.1,x
1666170482966.4,113,17.5,-4.5,x
1666170482983.1,113,17.6,-4.1,x
1666170482999.7,113,17.7,-3.4,x
1666170483016.3,113.2,18.2,-3,x
1666170483033,113.3,18.6,-3,x
1666170483049.7,113.4,19.4,-3.5,x
1666170483072.4,113.5,20.3,-4.5,x
1666170483083.1,113.7,20.7,-5,x
1666170483099.8,114.4,21.4,-5.8,x
1666170483123.4,115.4,22.3,-6.6,x
1666170483133,115.8,22.8,-7.1,x
1666170483149.7,116.4,23.7,-8.1,x
1666170483166.5,117.2,24.3,-9,x
1666170483183,117.8,24.7,-9.4,x
1666170483199.7,119,25.4,-10.1,x
1666170483216.3,120,26.4,-10.4,x
1666170483233.1,120.5,27,-10.4,x
1666170483249.7,121.9,28.2,-9.9,x
1666170483266.4,123.8,29.5,-9.2,x
1666170483283,124.8,30.2,-9,x
1666170483299.7,126.5,31.6,-8.6,x
1666170483316.4,127.6,33,-8.3,x
1666170483333,128,33.7,-8.1,x
1666170483349.7,128.6,35,-8,x
1666170483366.4,129.4,36.1,-8.5,x
1666170483383.1,129.8,36.6,-9,x
1666170483399.8,130.6,37.4,-10.2,x
1666170483416.4,131.1,38.1,-11.3,x
1666170483433,131.3,38.4,-11.6,x
1666170483449.7,131.4,38.9,-11.7,x
1666170483466.4,131.4,39.4,-11.1,x
1666170483483,131.4,39.7,-10.6,x
1666170483499.7,131.5,40.3,-9.7,x
1666170483516.4,131.5,40.5,-9.3,x
1666170483533,131.5,41.1,-8.8,x
1666170483549.6,131.4,41.7,-8.9,x
1666170483566.4,131.1,42.4,-9.1,x
1666170483583.1,130.9,42.8,-9.2,x
1666170483599.7,130.2,43.4,-9.4,x
1666170483648.7,127,43.4,-8.9,x
1666170483666.4,125,43.5,-7.8,x
1666170483683,123.9,43.6,-7.1,x
1666170483699.7,121.7,43.6,-5.2,x
1666170483717.9,120.7,42.8,-3.2,x
1666170483733,121,42.2,-2.7,x
1666170483749.7,122.1,40.6,-2.8,x
1666170483767.9,122.5,39.9,-2.9,x
1666170483783.3,123,38.8,-3.3,x
1666170483799.6,122.9,38.4,-3.4,x
1666170483817.4,121.3,38.2,-2.2,x
1666170483850.1,120.7,39.1,-0.4,x
1666170483866.3,121,40.1,0.2,x
1666170483883,121.1,40.6,0.4,x
1666170483899.6,121,41.6,0.7,x
1666170483916.4,120.1,42.5,1.3,x
1666170483935.1,119.5,42.8,1.7,x
1666170483951.2,118.1,43.1,2.7,x
1666170483966.6,117.5,43.1,3.3,x
1666170483983,116.6,42.8,4.4,x
1666170483999.7,115.9,42.6,5.2,x
1666170484016.4,115.3,42.5,5.9,x
1666170484033.1,115,42.6,6.1,x
1666170484052.2,114.3,42.9,6.6,x
1666170484066.8,113.8,43,6.7,x
1666170484083.7,112.9,43.1,7,x
1666170484100.5,112.1,42.9,7.2,x
1666170484118.9,111.3,42.6,7.4,x
1666170484133,111,42.5,7.5,x
1666170484149.7,110.3,42.2,7.7,x
1666170484166.6,109.7,41.8,8,x
1666170484184.1,109.4,41.6,8.2,x
1666170484200,108.9,41.1,8.6,x
1666170484219.7,108.5,40.6,9,x
1666170484232.9,108.4,40.3,9.2,x
1666170484249.7,108.3,39.7,9.6,x
1666170484266.3,108.6,39.2,9.5,x
1666170484283.1,108.9,38.9,9.3,x
1666170484300.6,109.6,38.2,8.5,x
1666170484317.5,109.9,37.7,8,x
1666170484333.4,110.5,36.5,7.1,x
1666170484349.7,111.2,35.1,6.4,x
1666170484368,111.8,33.8,6.1,x
1666170484383,112.1,33.3,6.1,x
1666170484401.7,113,32.9,6.5,x
1666170484416.3,113.6,32.9,6.7,x
1666170484433,115.1,33.5,7.1,x
1666170484450.3,117.1,34.2,7,x
1666170484466.9,119.3,34.5,6.2,x
1666170484483,120.5,34.5,5.7,x
1666170484499.6,122.9,34.2,4.4,x
1666170484516.9,124.1,34,3.8,x
1666170484533.1,126.6,33.8,2.8,x
1666170484550,128.9,33.7,2,x
1666170484596.9,131.2,33.8,1.4,x
1666170484616.3,135.6,34.3,0.3,x
1666170484633,137.8,34.7,0,x
1666170484649.6,139.8,35.1,-0.2,x
1666170484666.7,140.8,35.3,-0.3,x
1666170484683,142.6,35.8,-0.3,x
1666170484699.7,144.3,36,-0.4,x
1666170484716.3,145,36.1,-0.5,x
1666170484733,146.5,36,-0.7,x
1666170484749.7,147.7,35.7,-0.8,x
1666170484766.9,148.1,35.5,-0.8,x
1666170484783,148.8,35.1,-0.8,x
1666170484799.7,149,34.6,-0.6,x
1666170484816.4,148.9,34.3,-0.4,x
1666170484833,148.5,33.6,0.2,x
1666170484849.7,147.9,32.8,0.9,x
1666170484867,147.5,32.3,1.3,x
1666170484883,146.3,30.9,2.2,x
1666170484899.7,144.6,28.9,3.2,x
1666170484917.7,143.6,27.7,3.8,x
1666170484933,141.5,25.2,5.1,x
1666170484949.6,139.7,23.2,6.5,x
1666170484966.3,138.9,22.5,7.1,x
1666170484982.9,137.9,22.3,8.1,x
1666170484999.7,137.7,23.6,8.3,x
1666170485016.5,137.8,24.7,8.1,x
1666170485033,138.3,27.1,6.9,x
1666170485049.6,139,29.5,5,x
1666170485066.4,139.4,30.5,3.9,x
1666170485082.9,139.9,32.2,1.8,x
1666170485099.6,139.4,33.3,0.4,x
1666170485117.4,138.8,33.7,0.1,x
1666170485133,137,33.9,0.3,x
1666170485149.6,134.6,33.7,1.5,x
1666170485166.4,133.3,33.5,2.3,x
1666170485182.9,130.7,33.3,3.9,x
1666170485200.3,128.5,33.4,5,x
1666170485216.6,127.6,33.6,5.4,x
1666170485233,125.9,34,5.8,x
1666170485249.6,125.2,34.3,5.9,x
1666170485266.3,124,34.7,5.9,x
1666170485283,123,34.9,5.8,x
1666170485299.6,122.2,34.8,5.5,x
1666170485316.8,121.9,34.8,5.4,x
1666170485332.9,121.1,34.5,5.3,x
1666170485349.7,120.3,34.1,5.3,x
1666170485366.8,119.8,33.8,5.3,x
1666170485382.9,119,33,5.6,x
1666170485399.6,118.2,32.2,6,x
1666170485416.6,117.9,31.7,6.3,x
1666170485433,117.4,30.8,6.8,x
1666170485449.6,117.3,29.8,7.1,x
1666170485466.3,117.3,29.3,7,x
1666170485482.9,117.6,28.1,6.5,x
1666170485519.4,118.6,25.8,4.7,x
1666170485532.9,118.9,25.4,4.3,x
1666170485549.6,119.7,25,3.5,x
1666170485566.5,120.2,25,3.2,x
1666170485583.1,121.4,25.2,2.6,x
1666170485599.6,122.7,25.7,2.2,x
1666170485616.4,123.5,26.2,2,x
