time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653401323338,0.91,-0.01,0.22,-1.18,2.33,9.41,14.02,2.86,-16.5
1653401323343,0.87,0.05,0.21,-1.21,2.38,9.38,15,2.23,-15.59
1653401323348,0.82,0.12,0.17,-1.21,2.41,9.35,15.8,1.14,-14.89
1653401323352,0.82,0.15,0.13,-1.19,2.46,9.29,16.15,-0.36,-14.19
1653401323358,0.83,0.16,0.09,-1.24,2.46,9.27,16.33,-2.22,-13.59
1653401323362,0.8,0.17,0.06,-1.26,2.47,9.26,16.57,-3.72,-13.35
1653401323367,0.75,0.16,0.05,-1.27,2.49,9.22,16.71,-6.52,-13.07
1653401323372,0.74,0.16,0.03,-1.3,2.5,9.21,16.82,-8.8,-13.24
1653401323377,0.69,0.16,0,-1.32,2.51,9.15,16.92,-10.37,-13.38
1653401323382,0.66,0.16,-0.03,-1.3,2.54,9.08,16.92,-12.93,-13.87
1653401323386,0.64,0.17,-0.09,-1.35,2.53,9.02,16.89,-14.68,-14.22
1653401323390,0.61,0.17,-0.16,-1.35,2.5,9.01,16.68,-16.15,-14.71
1653401323396,0.58,0.14,-0.18,-1.33,2.49,9.03,16.54,-17.41,-15.38
1653401323400,0.57,0.1,-0.18,-1.35,2.43,9.01,15.98,-19.54,-16.11
1653401323405,0.55,0.06,-0.17,-1.36,2.37,8.99,15.03,-21.19,-17.13
1653401323410,0.52,-0.01,-0.19,-1.39,2.34,8.96,14.19,-22.69,-17.86
1653401323415,0.47,-0.06,-0.22,-1.41,2.32,8.92,13.04,-24.09,-18.6
1653401323419,0.43,-0.09,-0.26,-1.43,2.3,8.91,12.09,-25.04,-19.12
1653401323424,0.4,-0.11,-0.28,-1.43,2.34,8.91,10.34,-26.68,-19.86
1653401323429,0.36,-0.09,-0.28,-1.4,2.37,8.92,8.73,-28.26,-19.96
1653401323434,0.37,-0.08,-0.29,-1.35,2.36,8.93,6.95,-29.91,-20.21
1653401323439,0.4,-0.07,-0.26,-1.28,2.39,8.99,5.27,-31.27,-20.52
1653401323444,0.41,-0.05,-0.22,-1.22,2.43,9.01,3.55,-32.22,-21.05
1653401323448,0.47,-0.01,-0.2,-1.19,2.45,9.03,1.87,-32.43,-21.75
1653401323453,0.49,0.01,-0.18,-1.05,2.39,9.12,0.4,-31.83,-23.22
1653401323458,0.56,-0.02,-0.12,-0.97,2.29,9.21,-0.16,-31.55,-24.23
1653401323463,0.65,-0.11,-0.01,-0.87,2.22,9.36,-1.35,-29.8,-28.01
1653401323468,0.73,-0.17,0.11,-0.87,2.16,9.37,-1.94,-27.49,-31.16
1653401323473,0.73,-0.22,0.15,-0.91,2.09,9.39,-2.26,-24.16,-34.45
1653401323478,0.68,-0.27,0.16,-0.95,1.98,9.38,-2.47,-21.26,-37.22
1653401323482,0.63,-0.36,0.16,-1.02,1.87,9.37,-3.41,-16.29,-41.73
1653401323487,0.57,-0.45,0.15,-1.09,1.73,9.34,-4.29,-13.28,-44.39
1653401323492,0.5,-0.56,0.12,-1.23,1.69,9.29,-6.32,-8.8,-47.44
1653401323496,0.38,-0.63,0.07,-1.35,1.69,9.23,-8.24,-5.37,-49.05
1653401323502,0.26,-0.64,0.02,-1.46,1.71,9.19,-10.17,-1.94,-49.61
1653401323506,0.16,-0.59,-0.03,-1.48,1.73,9.13,-11.92,1.74,-49.29
1653401323511,0.11,-0.55,-0.11,-1.46,1.75,9.09,-13.39,5.03,-48.45
1653401323515,0.13,-0.52,-0.15,-1.42,1.75,9.16,-13.92,7.02,-47.51
1653401323520,0.17,-0.48,-0.11,-1.37,1.74,9.28,-14.41,9.05,-46.14
1653401323525,0.24,-0.47,-0.01,-1.39,1.68,9.39,-13.85,9.79,-45.3
1653401323530,0.26,-0.48,0.1,-1.46,1.67,9.48,-12.73,9.4,-44.67
1653401323534,0.22,-0.5,0.2,-1.55,1.73,9.57,-11.08,8.25,-44.18
1653401323540,0.15,-0.45,0.28,-1.61,1.79,9.63,-8.84,6.39,-43.97
1653401323544,0.07,-0.36,0.37,-1.74,1.9,9.67,-6.98,4.64,-43.59
1653401323549,-0.02,-0.26,0.41,-1.8,1.97,9.69,-3.41,0.76,-42.92
1653401323554,-0.09,-0.16,0.42,-1.86,2.08,9.69,-0.51,-2.53,-42.64
1653401323559,-0.15,-0.07,0.43,-1.87,2.09,9.68,2.26,-6.1,-42.26
1653401323564,-0.17,-0.02,0.41,-1.82,2.11,9.61,4.74,-9.64,-41.98
1653401323568,-0.14,0.02,0.36,-1.84,2.12,9.53,6.81,-12.47,-42.26
1653401323573,-0.14,0.01,0.27,-1.79,2.08,9.38,8.28,-14.82,-42.71
1653401323578,-0.11,-0.02,0.15,-1.73,2.04,9.3,9.19,-16.99,-43.31
1653401323583,-0.06,-0.05,0.04,-1.64,2.02,9.23,9.33,-18.84,-43.94
1653401323588,0.01,-0.08,-0.03,-1.58,2.02,9.1,8.8,-20.14,-44.67
1653401323593,0.06,-0.1,-0.11,-1.57,2.05,9.02,7.54,-20.49,-45.41
1653401323597,0.09,-0.07,-0.23,-1.54,2.05,8.99,6.39,-20.52,-46.21
1653401323603,0.11,-0.06,-0.29,-1.44,2.08,9.01,3.9,-19.75,-47.33
1653401323606,0.17,-0.04,-0.28,-1.35,2.1,9.05,1.91,-18.67,-48.59
1653401323612,0.25,-0.01,-0.24,-1.35,2.12,9.06,0.19,-16.67,-49.89
1653401323617,0.29,0.03,-0.22,-1.32,2.12,9.12,-1.1,-14.4,-51.46
1653401323622,0.31,0.04,-0.17,-1.31,2.09,9.2,-2.01,-12.12,-53.21
1653401323626,0.33,0.04,-0.11,-1.34,2.07,9.27,-2.85,-10.44,-54.37
1653401323631,0.3,0.02,-0.04,-1.41,2.05,9.35,-3.13,-8.9,-55.28
1653401323636,0.25,0.01,0.03,-1.46,2.05,9.44,-3.13,-8.06,-56.08
1653401323640,0.19,0.01,0.11,-1.54,2.01,9.47,-2.92,-7.54,-56.75
1653401323645,0.13,0,0.17,-1.63,1.94,9.49,-2.71,-7.54,-56.4
1653401323651,0.04,-0.05,0.18,-1.71,1.94,9.5,-1.94,-7.96,-55.63
1653401323655,-0.04,-0.07,0.21,-1.78,1.9,9.5,-1.28,-8.76,-54.47
1653401323660,-0.11,-0.09,0.2,-1.83,1.87,9.47,-0.58,-9.53,-53.04
1653401323664,-0.18,-0.12,0.17,-1.9,1.87,9.43,0.19,-10.23,-50.97
1653401323669,-0.24,-0.11,0.13,-1.94,1.9,9.43,0.65,-11.21,-48.94
1653401323674,-0.28,-0.09,0.12,-1.99,1.89,9.41,1.14,-12.16,-46.74
1653401323679,-0.33,-0.08,0.1,-1.97,1.91,9.4,1.45,-13,-44.78
1653401323684,-0.33,-0.06,0.09,-1.94,1.94,9.39,1.87,-13.84,-43.2
1653401323689,-0.31,-0.03,0.07,-1.92,1.97,9.39,2.26,-14.57,-41.77
1653401323693,-0.28,-0.01,0.07,-1.87,1.98,9.41,2.47,-15.17,-41.38
1653401323698,-0.26,0.02,0.08,-1.84,1.98,9.43,2.71,-16.11,-40.82
1653401323703,-0.21,0.02,0.1,-1.76,1.97,9.46,2.89,-16.74,-40.96
1653401323708,-0.16,0.02,0.12,-1.76,2,9.45,3.1,-17.23,-41.66
1653401323712,-0.14,0.04,0.12,-1.72,2,9.46,3.13,-17.62,-42.43
1653401323718,-0.11,0.06,0.13,-1.73,2.04,9.45,3.2,-17.72,-43.27
1653401323722,-0.11,0.08,0.12,-1.71,2.05,9.45,3.24,-18.14,-44.53
1653401323727,-0.11,0.1,0.13,-1.74,2.06,9.47,3.06,-18.42,-45.44
1653401323732,-0.13,0.12,0.11,-1.81,2.06,9.41,3.17,-18.74,-46.28
1653401323736,-0.19,0.13,0.09,-1.83,2.03,9.4,3.27,-19.16,-47.05
1653401323741,-0.23,0.11,0.05,-1.88,1.98,9.35,3.55,-19.33,-47.33
1653401323746,-0.28,0.07,0.01,-1.9,1.94,9.36,3.94,-19.02,-47.44
1653401323751,-0.31,0.04,0,-1.88,1.87,9.42,5.13,-18.63,-47.58
1653401323756,-0.32,-0.02,0.05,-1.91,1.79,9.42,6.32,-18.25,-47.61
1653401323760,-0.32,-0.1,0.07,-1.96,1.76,9.39,7.58,-17.62,-47.09
1653401323765,-0.38,-0.16,0.04,-2.03,1.72,9.38,8.31,-17.34,-46.53
1653401323770,-0.44,-0.18,0.03,-2.12,1.7,9.38,9.4,-17.27,-44.92
1653401323775,-0.54,-0.22,0.03,-2.28,1.7,9.37,10.06,-17.58,-43.34
1653401323780,-0.67,-0.22,0.02,-2.37,1.7,9.35,10.55,-17.9,-41.38
1653401323785,-0.78,-0.22,0,-2.46,1.7,9.32,10.8,-18.53,-39.28
1653401323789,-0.86,-0.23,-0.03,-2.51,1.69,9.27,10.73,-18.95,-37.11
1653401323794,-0.94,-0.24,-0.08,-2.57,1.67,9.27,10.62,-19.33,-35.57
1653401323799,-0.99,-0.26,-0.09,-2.61,1.68,9.3,10.45,-20.21,-32.98
1653401323804,-1.05,-0.26,-0.08,-2.64,1.69,9.34,10.31,-21.4,-31.13
1653401323809,-1.09,-0.25,-0.02,-2.66,1.69,9.39,10.1,-22.13,-29.76
1653401323814,-1.11,-0.25,0.02,-2.6,1.68,9.42,10.1,-23.67,-28.01
1653401323819,-1.09,-0.25,0.04,-2.56,1.7,9.41,10.03,-24.41,-26.72
1653401323823,-1.04,-0.25,0.05,-2.49,1.69,9.43,9.99,-24.97,-25.77
1653401323828,-1,-0.25,0.05,-2.37,1.67,9.47,9.92,-25.39,-25.39
1653401323833,-0.91,-0.27,0.08,-2.28,1.67,9.5,9.71,-25.74,-25.07
1653401323837,-0.81,-0.28,0.11,-2.19,1.66,9.56,9.61,-25.81,-25.11
1653401323843,-0.72,-0.29,0.16,-2.11,1.66,9.58,9.4,-25.6,-25.42
1653401323847,-0.63,-0.28,0.19,-2.09,1.64,9.59,9.5,-25.21,-25.7
1653401323852,-0.61,-0.31,0.21,-2.06,1.62,9.58,9.68,-24.27,-26.23
1653401323857,-0.6,-0.32,0.19,-2.06,1.61,9.58,10.06,-22.55,-27.03
1653401323861,-0.6,-0.34,0.19,-2.04,1.58,9.6,10.41,-21.36,-27.28
1653401323866,-0.59,-0.37,0.2,-2.03,1.58,9.62,11.15,-19.44,-27.63
1653401323871,-0.57,-0.39,0.22,-2.05,1.53,9.59,11.6,-17.76,-27.63
1653401323876,-0.59,-0.42,0.21,-2.14,1.53,9.55,11.95,-16.53,-27.52
1653401323881,-0.65,-0.44,0.17,-2.2,1.51,9.49,12.16,-14.36,-27.21
1653401323885,-0.73,-0.44,0.12,-2.31,1.53,9.45,12.2,-13.14,-26.3
1653401323890,-0.82,-0.45,0.06,-2.38,1.52,9.38,11.78,-11.63,-25.42
1653401323895,-0.9,-0.45,0.01,-2.42,1.51,9.32,11.32,-10.58,-24.2
1653401323900,-0.96,-0.46,-0.06,-2.49,1.52,9.23,10.1,-9.71,-22.73
1653401323905,-1.01,-0.46,-0.14,-2.55,1.52,9.17,8.8,-9.01,-21.26
1653401323909,-1.07,-0.46,-0.21,-2.57,1.54,9.11,7.26,-8.17,-19.61
1653401323915,-1.09,-0.45,-0.25,-2.59,1.55,9.08,5.51,-7.47,-17.9
1653401323919,-1.1,-0.42,-0.3,-2.58,1.59,9.06,3.69,-6.77,-16.53
1653401323924,-1.09,-0.38,-0.32,-2.55,1.62,9.06,1.73,-6.14,-15.06
1653401323929,-1.07,-0.34,-0.31,-2.57,1.66,9.09,0.09,-5.51,-13.87
1653401323934,-1.06,-0.32,-0.31,-2.51,1.67,9.11,-1.38,-4.77,-12.96
1653401323939,-1.02,-0.29,-0.28,-2.48,1.7,9.16,-2.36,-4.21,-12.09
1653401323944,-0.98,-0.27,-0.24,-2.46,1.7,9.19,-3.41,-3.9,-11.53
1653401323948,-0.94,-0.24,-0.19,-2.42,1.73,9.24,-4.08,-3.65,-10.93
1653401323953,-0.9,-0.2,-0.15,-2.37,1.7,9.28,-4.29,-3.41,-11
1653401323957,-0.86,-0.22,-0.12,-2.31,1.7,9.31,-4.36,-3.48,-10.93
1653401323962,-0.78,-0.22,-0.08,-2.25,1.71,9.32,-4.01,-3.3,-11.11
1653401323967,-0.72,-0.21,-0.06,-2.16,1.71,9.36,-3.62,-3.41,-11.46
1653401323972,-0.64,-0.2,-0.02,-2.15,1.69,9.41,-2.89,-3.62,-12.05
1653401323977,-0.61,-0.22,0,-2.19,1.7,9.43,-2.15,-3.9,-12.47
1653401323982,-0.61,-0.21,0.04,-2.2,1.67,9.47,-1.7,-4.18,-12.54
1653401323987,-0.64,-0.21,0.07,-2.26,1.67,9.5,-0.93,-4.56,-13.07
1653401323991,-0.66,-0.23,0.1,-2.28,1.65,9.51,-0.61,-4.53,-13.1
1653401323996,-0.7,-0.23,0.12,-2.29,1.64,9.49,0.02,-3.9,-13.17
1653401324001,-0.72,-0.24,0.11,-2.32,1.6,9.51,0.44,-3.23,-13.07
1653401324006,-0.73,-0.27,0.11,-2.32,1.6,9.54,0.89,-2.29,-12.65
1653401324011,-0.73,-0.29,0.14,-2.35,1.57,9.56,1,-1.62,-12.19
1653401324015,-0.75,-0.29,0.17,-2.34,1.57,9.54,1.28,-0.61,-11.11
1653401324020,-0.75,-0.3,0.15,-2.37,1.57,9.52,1.38,0.3,-10.09
1653401324025,-0.74,-0.3,0.14,-2.37,1.53,9.5,1.35,1.28,-8.83
1653401324029,-0.75,-0.32,0.12,-2.33,1.53,9.48,1.1,1.95,-7.43
1653401324035,-0.72,-0.33,0.09,-2.28,1.51,9.48,0.75,2.79,-6.28
1653401324040,-0.66,-0.35,0.08,-2.25,1.48,9.48,0.23,3.45,-5.09
1653401324044,-0.6,-0.37,0.09,-2.17,1.45,9.48,-0.19,4.15,-4.28
1653401324049,-0.53,-0.39,0.09,-2.13,1.44,9.51,-0.96,4.75,-3.27
1653401324053,-0.49,-0.4,0.11,-2.11,1.46,9.54,-1.49,5.24,-2.67
1653401324059,-0.44,-0.39,0.14,-2.07,1.46,9.56,-2.08,5.59,-1.97
1653401324063,-0.39,-0.38,0.17,-1.97,1.46,9.61,-2.29,5.97,-1.48
1653401324069,-0.31,-0.37,0.21,-1.93,1.47,9.64,-2.36,6.11,-1.48
1653401324073,-0.24,-0.36,0.23,-1.87,1.44,9.68,-2.29,6.25,-1.34
1653401324077,-0.19,-0.38,0.27,-1.83,1.43,9.71,-2.01,6.18,-1.03
1653401324082,-0.13,-0.39,0.29,-1.79,1.4,9.72,-1.94,5.97,-1.13
1653401324087,-0.09,-0.41,0.32,-1.78,1.41,9.75,-1.45,5.55,-0.99
1653401324092,-0.07,-0.4,0.34,-1.8,1.38,9.77,-1.21,5.03,-0.82
1653401324097,-0.08,-0.42,0.36,-1.79,1.36,9.83,-0.68,4.26,-0.57
1653401324102,-0.07,-0.42,0.39,-1.78,1.38,9.82,-0.4,3.8,-0.33
1653401324106,-0.05,-0.42,0.41,-1.78,1.37,9.83,-0.02,3.45,-0.12
1653401324111,-0.05,-0.41,0.4,-1.74,1.38,9.81,0.33,3.45,0.34
1653401324116,-0.02,-0.4,0.39,-1.75,1.35,9.82,0.75,3.17,1
1653401324121,0,-0.42,0.39,-1.71,1.36,9.8,1.21,3.28,1.49
1653401324126,0.02,-0.43,0.39,-1.71,1.35,9.79,1.52,3.66,2.16
1653401324131,0.03,-0.42,0.36,-1.72,1.35,9.77,1.87,4.05,2.79
1653401324136,0.03,-0.44,0.35,-1.72,1.34,9.75,1.84,4.19,2.93
1653401324140,0.04,-0.44,0.3,-1.67,1.34,9.69,2.01,5.03,4.12
1653401324145,0.06,-0.43,0.27,-1.64,1.35,9.68,2.12,5.52,4.82
1653401324150,0.09,-0.43,0.24,-1.63,1.36,9.64,2.01,5.8,5.52
1653401324155,0.12,-0.41,0.23,-1.61,1.36,9.59,1.91,6.25,6.25
1653401324160,0.14,-0.4,0.17,-1.61,1.37,9.54,1.56,6.36,7.06
1653401324164,0.15,-0.4,0.12,-1.64,1.41,9.52,1.03,6.29,7.69
1653401324169,0.12,-0.38,0.09,-1.66,1.43,9.51,0.23,5.8,8.7
1653401324174,0.11,-0.34,0.08,-1.65,1.45,9.5,-0.75,4.92,9.65
1653401324178,0.11,-0.32,0.06,-1.64,1.48,9.49,-1.52,3.84,10.7
1653401324184,0.13,-0.29,0.06,-1.62,1.53,9.53,-2.26,2.33,11.78
1653401324189,0.14,-0.26,0.07,-1.58,1.53,9.56,-2.89,0.48,12.73
1653401324194,0.17,-0.24,0.11,-1.56,1.57,9.62,-3.2,-1.59,13.5
1653401324197,0.18,-0.2,0.15,-1.53,1.58,9.66,-3.48,-3.65,14.51
1653401324202,0.2,-0.19,0.2,-1.48,1.59,9.67,-3.38,-5.75,14.86
1653401324208,0.25,-0.16,0.23,-1.42,1.62,9.7,-3.2,-7.33,15.74
1653401324212,0.28,-0.14,0.25,-1.37,1.64,9.73,-2.57,-8.55,16.02
1653401324217,0.32,-0.12,0.27,-1.23,1.68,9.75,-1.7,-9.53,16.09
1653401324222,0.4,-0.1,0.28,-1.16,1.7,9.74,-1.07,-9.81,16.16
1653401324227,0.49,-0.06,0.28,-1.06,1.72,9.74,-0.33,-10.06,16.26
1653401324232,0.58,-0.05,0.27,-0.97,1.72,9.73,0.37,-9.85,15.7
1653401324236,0.66,-0.03,0.26,-0.89,1.75,9.69,1,-9.46,15.07
1653401324242,0.72,-0.03,0.23,-0.83,1.77,9.63,1.49,-8.59,14.44
1653401324246,0.78,0,0.17,-0.79,1.8,9.6,1.77,-7.57,13.46
1653401324251,0.8,0.02,0.13,-0.78,1.84,9.55,1.73,-6.56,12.83
1653401324256,0.81,0.05,0.09,-0.78,1.86,9.51,1.45,-5.79,11.96
1653401324261,0.81,0.08,0.04,-0.79,1.92,9.49,1.21,-4.88,11.15
1653401324266,0.79,0.13,0.01,-0.77,1.95,9.49,0.68,-4.14,10.56
1653401324270,0.77,0.15,0.01,-0.74,1.96,9.48,0.26,-3.48,9.61
1653401324274,0.8,0.17,0,-0.75,1.97,9.49,0.19,-3.02,8.95
1653401324280,0.79,0.18,0.01,-0.75,2.01,9.5,0.09,-2.22,7.69
1653401324284,0.78,0.21,0.01,-0.74,2.02,9.48,0.47,-1.59,6.85
1653401324290,0.78,0.23,0.01,-0.79,2.03,9.47,0.68,-1.06,5.83
1653401324294,0.75,0.22,0,-0.76,1.98,9.46,1.14,-0.43,4.92
1653401324299,0.74,0.21,-0.01,-0.8,1.98,9.43,1.52,0.09,4.12
1653401324303,0.72,0.18,-0.05,-0.82,1.99,9.38,2.01,0.41,3.17
1653401324308,0.68,0.19,-0.08,-0.82,2,9.33,2.36,0.86,2.33
1653401324313,0.66,0.19,-0.12,-0.83,2,9.28,2.78,1.11,1.63
1653401324318,0.67,0.18,-0.17,-0.86,2,9.23,3.13,1.14,1.11
1653401324322,0.63,0.19,-0.22,-0.89,1.99,9.18,3.2,0.93,0.72
1653401324328,0.6,0.16,-0.27,-0.91,1.99,9.14,3.24,0.72,0.16
1653401324332,0.56,0.17,-0.32,-0.95,2.01,9.08,3.17,0.37,0.09
1653401324337,0.53,0.18,-0.37,-0.97,2.07,9.05,3.27,0.13,-0.15
1653401324342,0.5,0.21,-0.41,-0.95,2.07,9,3.2,-0.19,-0.4
1653401324347,0.5,0.23,-0.43,-0.96,2.1,8.97,3.27,-0.78,-0.82
1653401324352,0.5,0.25,-0.47,-0.95,2.1,8.95,3.24,-1.31,-1.27
1653401324356,0.5,0.24,-0.49,-0.94,2.1,8.95,2.99,-2.08,-1.9
1653401324362,0.5,0.24,-0.49,-0.96,2.12,8.95,2.82,-2.74,-2.6
1653401324366,0.48,0.26,-0.49,-0.95,2.13,8.94,2.5,-3.2,-3.69
1653401324371,0.48,0.27,-0.49,-0.98,2.13,8.88,2.26,-3.34,-4.81
1653401324376,0.46,0.26,-0.52,-0.96,2.13,8.9,2.08,-2.85,-6.1
1653401324381,0.45,0.25,-0.53,-0.97,2.1,8.94,1.77,-2.29,-7.36
1653401324385,0.46,0.25,-0.5,-1.01,2.09,8.98,1.56,-1.69,-8.55
1653401324390,0.42,0.22,-0.46,-1.05,2.09,8.99,1.35,-1.34,-9.71
1653401324394,0.38,0.22,-0.42,-1.1,2.04,8.99,1.35,-0.92,-10.58
1653401324400,0.33,0.19,-0.41,-1.16,2.03,9.02,1.28,-0.36,-11.18
1653401324404,0.28,0.17,-0.4,-1.2,2.04,9,1.03,-0.05,-11.88
1653401324410,0.22,0.15,-0.39,-1.26,2,9,0.79,0.27,-11.81
1653401324414,0.16,0.13,-0.4,-1.31,1.97,8.98,0.51,0.51,-11.84
1653401324419,0.12,0.1,-0.41,-1.36,1.97,8.98,0.12,0.48,-11.6
1653401324424,0.07,0.1,-0.42,-1.39,1.96,8.99,-0.37,0.55,-11.14
1653401324428,0.02,0.09,-0.39,-1.41,1.95,9,-0.93,0.44,-10.9
1653401324433,0.01,0.09,-0.38,-1.44,1.91,9.02,-1.38,0.34,-10.65
1653401324438,0,0.06,-0.37,-1.46,1.92,9.05,-1.94,0.06,-9.95
1653401324443,-0.03,0.05,-0.34,-1.47,1.92,9.08,-2.26,-0.19,-9.95
1653401324448,-0.05,0.06,-0.3,-1.48,1.92,9.12,-2.61,-0.5,-9.6
1653401324452,-0.05,0.06,-0.27,-1.47,1.92,9.13,-3.03,-0.96,-9.64
1653401324457,-0.06,0.06,-0.25,-1.45,1.96,9.19,-3.48,-1.52,-9.57
1653401324462,-0.03,0.09,-0.2,-1.42,1.95,9.23,-3.97,-1.97,-9.46
1653401324467,0,0.1,-0.15,-1.41,1.97,9.28,-4.39,-2.29,-9.53
1653401324472,0.01,0.11,-0.12,-1.41,1.98,9.32,-5.06,-2.85,-9.71
1653401324477,0.01,0.13,-0.07,-1.41,2,9.34,-5.62,-3.3,-9.43
1653401324481,0.01,0.15,-0.04,-1.41,2,9.41,-5.97,-3.72,-9.5
1653401324486,0.02,0.16,-0.01,-1.42,1.99,9.49,-6.28,-4.46,-9.5
1653401324491,0.01,0.17,0.1,-1.42,1.99,9.54,-6.32,-5.16,-9.53
1653401324496,0,0.17,0.15,-1.43,1.98,9.6,-6.28,-6.1,-9.6
1653401324501,-0.01,0.16,0.18,-1.43,1.96,9.64,-6.07,-6.91,-9.36
1653401324505,-0.02,0.15,0.25,-1.43,1.93,9.71,-5.55,-7.4,-9.08
1653401324510,-0.03,0.13,0.29,-1.41,1.91,9.75,-4.85,-7.75,-8.76
1653401324515,-0.01,0.11,0.34,-1.35,1.89,9.8,-3.9,-7.78,-8.48
1653401324520,0.03,0.1,0.38,-1.36,1.87,9.84,-2.92,-7.71,-8.13
1653401324525,0.04,0.08,0.42,-1.34,1.84,9.85,-1.73,-7.57,-7.43
1653401324530,0.04,0.05,0.44,-1.33,1.83,9.87,-0.65,-7.4,-6.84
1653401324535,0.05,0.03,0.45,-1.3,1.8,9.89,0.3,-6.94,-6.38
1653401324539,0.07,0.01,0.46,-1.27,1.79,9.88,1.03,-6.45,-6.07
1653401324543,0.09,-0.02,0.46,-1.27,1.8,9.87,2.01,-5.37,-5.26
1653401324549,0.09,-0.01,0.45,-1.3,1.8,9.86,2.61,-4.42,-4.88
1653401324553,0.07,-0.01,0.43,-1.3,1.83,9.86,3.2,-3.2,-4.63
1653401324559,0.06,0.01,0.42,-1.32,1.88,9.82,3.59,-1.97,-4.07
1653401324563,0.06,0.05,0.4,-1.33,1.89,9.8,3.83,-1.06,-3.51
1653401324568,0.03,0.08,0.36,-1.35,1.91,9.77,3.97,-0.33,-3.02
1653401324572,0.02,0.09,0.34,-1.36,1.93,9.74,4.25,0.3,-2.71
1653401324578,0.01,0.11,0.31,-1.36,1.95,9.68,4.22,0.55,-2.43
1653401324582,-0.01,0.12,0.26,-1.36,1.97,9.65,4.25,0.97,-2.04
1653401324587,0,0.13,0.22,-1.35,1.95,9.62,4.25,0.93,-1.83
1653401324591,0,0.12,0.18,-1.35,1.97,9.61,4.15,0.58,-1.8
1653401324597,0.01,0.13,0.17,-1.34,1.99,9.59,4.01,0.2,-1.66
1653401324601,0.02,0.14,0.15,-1.31,2.02,9.57,3.69,-0.22,-1.76
1653401324606,0.05,0.17,0.12,-1.26,2.03,9.57,3.48,-0.64,-1.76
1653401324611,0.08,0.17,0.12,-1.22,2.02,9.56,3.24,-1.06,-1.87
1653401324616,0.13,0.17,0.11,-1.22,2.04,9.57,3.1,-1.48,-2.36
1653401324621,0.14,0.18,0.12,-1.18,2.02,9.55,2.89,-1.87,-2.6
1653401324626,0.16,0.17,0.11,-1.2,2.01,9.57,2.64,-2.32,-3.13
1653401324630,0.17,0.15,0.11,-1.21,2.01,9.57,2.68,-2.57,-3.55
1653401324635,0.15,0.15,0.11,-1.22,2.01,9.59,2.54,-2.81,-3.83
1653401324640,0.13,0.14,0.13,-1.26,1.99,9.6,2.68,-2.88,-3.9
1653401324645,0.1,0.13,0.14,-1.25,1.97,9.58,2.71,-3.02,-4.25
1653401324650,0.09,0.1,0.13,-1.27,1.98,9.56,2.89,-3.13,-4.35
1653401324655,0.07,0.1,0.11,-1.28,1.97,9.52,2.85,-2.64,-4.18
1653401324660,0.05,0.1,0.08,-1.31,1.97,9.52,3.06,-2.36,-3.76
1653401324664,0.04,0.08,0.06,-1.32,1.98,9.52,3.1,-2.01,-3.34
1653401324668,0.02,0.09,0.06,-1.34,1.97,9.51,2.92,-1.76,-3.02
1653401324674,0,0.08,0.05,-1.32,1.96,9.51,3.2,-1.48,-2.78
1653401324679,0.01,0.07,0.06,-1.33,1.96,9.51,3.34,-1.31,-2.43
1653401324683,0.01,0.06,0.05,-1.32,1.92,9.5,3.31,-1.1,-2.25
1653401324688,0.02,0.03,0.04,-1.32,1.93,9.49,3.45,-0.82,-2.18
1653401324692,0.02,0.03,0.03,-1.31,1.92,9.48,3.45,-0.61,-2.11
1653401324698,0.01,0.02,0.02,-1.3,1.92,9.45,3.34,-0.64,-2.11
1653401324702,0.03,0,0,-1.31,1.9,9.43,3.24,-0.54,-2.29
1653401324707,0.02,0,-0.02,-1.32,1.9,9.42,3.38,-0.57,-2.32
1653401324712,0.02,-0.01,-0.04,-1.33,1.87,9.39,3.13,-0.64,-2.18
1653401324716,0.01,-0.03,-0.06,-1.36,1.89,9.39,2.85,-0.68,-2.43
1653401324722,-0.02,-0.04,-0.06,-1.36,1.86,9.37,2.78,-0.85,-2.36
1653401324726,-0.02,-0.04,-0.08,-1.38,1.85,9.32,2.54,-0.68,-2.32
1653401324731,-0.03,-0.06,-0.12,-1.37,1.86,9.3,2.5,-0.61,-2.04
1653401324736,-0.04,-0.06,-0.15,-1.4,1.86,9.26,2.43,-0.26,-1.9
1653401324741,-0.06,-0.06,-0.18,-1.43,1.84,9.27,2.33,-0.08,-1.62
1653401324746,-0.09,-0.06,-0.18,-1.44,1.85,9.25,2.08,-0.01,-1.24
1653401324751,-0.1,-0.07,-0.19,-1.47,1.86,9.22,1.84,-0.01,-1.03
1653401324756,-0.12,-0.07,-0.22,-1.49,1.85,9.22,1.59,0.02,-0.71
1653401324760,-0.15,-0.06,-0.22,-1.49,1.85,9.21,1.38,0.06,-0.57
1653401324765,-0.16,-0.07,-0.23,-1.49,1.83,9.23,1.21,0.23,-0.33
1653401324770,-0.15,-0.07,-0.22,-1.45,1.81,9.22,1.03,0.27,-0.15
1653401324775,-0.12,-0.1,-0.21,-1.47,1.8,9.2,0.72,0.27,0.09
1653401324779,-0.12,-0.11,-0.23,-1.45,1.8,9.19,0.61,0.48,0.23
1653401324785,-0.11,-0.12,-0.24,-1.45,1.82,9.18,0.51,0.72,0.3
