time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658433757141,-0.04,0.05,0.08,-2.87,-4.15,-8.32,-0.04,0,-0.37,x
1658433757157,-0.06,0.03,0.08,-2.88,-4.17,-8.32,-0.64,0.8,0.3,x
1658433757173,-0.01,0.02,0.01,-2.84,-4.17,-8.39,-0.27,0.26,0.03,x
1658433757191,0.06,0.09,-0.01,-2.77,-4.1,-8.41,-0.29,-1.09,0.02,x
1658433757207,0.04,0.08,0,-2.79,-4.12,-8.4,-0.53,-1.32,0.32,x
1658433757224,-0.02,0.07,-0.02,-2.86,-4.12,-8.42,-0.21,-0.51,-0.06,x
1658433757241,-0.08,0.03,-0.03,-2.91,-4.16,-8.43,0.32,0.11,-0.55,x
1658433757257,-0.07,0.03,-0.06,-2.9,-4.16,-8.46,1.71,0.01,-0.83,x
1658433757274,0,0.04,0.06,-2.83,-4.16,-8.34,0.22,-0.48,-0.79,x
1658433757291,-0.01,0.03,0.11,-2.84,-4.17,-8.29,-0.43,-0.07,-0.87,x
1658433757307,-0.01,0.04,0.03,-2.84,-4.16,-8.36,0.04,-0.4,-1.31,x
1658433757324,0.04,0.05,-0.01,-2.79,-4.15,-8.4,0.46,-0.88,-1.21,x
1658433757341,0.04,0.04,0.01,-2.79,-4.17,-8.38,0.66,-0.78,-0.99,x
1658433757357,0.04,0.03,0.04,-2.79,-4.18,-8.36,0.88,-0.43,-0.87,x
1658433757374,0.06,0.01,0.13,-2.77,-4.19,-8.26,0.09,0.12,-0.73,x
1658433757391,0.03,0,0.12,-2.8,-4.21,-8.28,0.12,1.19,-0.74,x
1658433757407,0.06,0.02,0.1,-2.76,-4.19,-8.3,-0.3,1.3,-0.4,x
1658433757424,0.07,-0.01,0.14,-2.75,-4.22,-8.26,-1.26,0.54,0.2,x
1658433757440,0.17,0.03,0.04,-2.65,-4.18,-8.35,-1.04,-0.16,1.02,x
1658433757457,0.15,0.02,0.03,-2.68,-4.18,-8.37,-0.73,0.25,1.48,x
1658433757474,0.05,0.01,-0.03,-2.78,-4.19,-8.43,-0.45,0.5,1.06,x
1658433757491,-0.05,0.02,0.04,-2.87,-4.18,-8.36,-0.71,1.28,0.49,x
1658433757507,-0.04,0.02,-0.01,-2.86,-4.18,-8.41,-0.49,1.18,0.54,x
1658433757524,0.03,0.03,0,-2.79,-4.16,-8.4,-0.22,0.13,0.4,x
1658433757541,-0.03,0.04,-0.01,-2.85,-4.15,-8.41,0.17,0.35,0.26,x
1658433757557,-0.03,0.02,-0.01,-2.85,-4.17,-8.42,-0.13,0.26,0.11,x
1658433757574,0,0.04,0.05,-2.82,-4.16,-8.36,0.03,0.77,0.11,x
1658433757591,0.05,0.06,-0.02,-2.77,-4.14,-8.42,0.23,0.01,0.28,x
1658433757607,0.04,0.05,0.02,-2.78,-4.14,-8.39,0.1,0.26,-0.02,x
1658433757624,-0.03,0.03,0.01,-2.84,-4.17,-8.4,0.18,1.17,-0.42,x
1658433757641,-0.04,0,0.03,-2.85,-4.2,-8.37,0.31,1.07,-0.74,x
1658433757658,-0.01,0.05,0,-2.81,-4.14,-8.41,0.37,0.1,0.21,x
1658433757674,0.07,-0.01,0.11,-2.74,-4.2,-8.3,-0.85,-0.18,0.05,x
1658433757691,0.01,0,0.05,-2.8,-4.19,-8.36,-0.69,1.14,0.32,x
1658433757708,0.03,-0.01,-0.03,-2.77,-4.21,-8.43,-0.04,1.01,0.39,x
1658433757724,0.1,0.04,-0.03,-2.71,-4.15,-8.44,0.63,1.11,0.26,x
1658433757741,0.01,0.02,0.01,-2.79,-4.18,-8.4,0.33,0.82,0.6,x
1658433757757,0,0.01,0.05,-2.81,-4.18,-8.36,-0.45,-0.28,0.24,x
1658433757774,0.02,0.03,0.05,-2.79,-4.16,-8.36,-0.41,0.2,0.38,x
1658433757791,-0.06,0.02,-0.09,-2.86,-4.17,-8.5,0.39,0.74,0.57,x
1658433757807,-0.05,0.02,-0.04,-2.85,-4.17,-8.45,0.65,0.81,0.24,x
1658433757824,0.04,0.05,-0.03,-2.76,-4.14,-8.44,1.28,0.15,0.2,x
1658433757841,0.02,0.07,0,-2.78,-4.13,-8.41,0.78,-0.35,0.58,x
1658433757857,0.01,0.04,0.08,-2.79,-4.15,-8.33,0.2,-0.66,-0.33,x
1658433757873,-0.03,0.04,-0.05,-2.83,-4.16,-8.45,1.4,0.44,-0.3,x
1658433757891,0.02,0.04,-0.03,-2.79,-4.16,-8.44,1.76,0.82,-0.35,x
1658433757908,-0.01,0.03,0.03,-2.81,-4.18,-8.37,1.06,0.14,-0.43,x
1658433757924,0,0.01,0.11,-2.8,-4.2,-8.3,0.24,-0.91,-0.52,x
1658433757941,0.04,0.07,0.12,-2.76,-4.14,-8.28,0.01,-0.91,-0.35,x
1658433757957,0.05,0.05,0.08,-2.75,-4.17,-8.32,0.28,-0.04,-0.39,x
1658433757974,0.06,0.06,0.1,-2.74,-4.15,-8.3,0.13,0.54,0.44,x
1658433757991,0.07,0.03,0.13,-2.73,-4.18,-8.27,-0.33,0.6,0.6,x
1658433758007,0.02,0.02,0.14,-2.78,-4.19,-8.27,-1.09,0.49,0.52,x
1658433758024,0.01,0.04,0.12,-2.79,-4.16,-8.28,-1.52,0.57,0.19,x
1658433758041,0.02,0.04,0.02,-2.78,-4.16,-8.39,-0.81,0.58,0.16,x
1658433758057,0.01,0.03,-0.03,-2.78,-4.17,-8.44,-0.44,0.54,0.2,x
1658433758074,0,0.02,-0.01,-2.8,-4.18,-8.42,0.09,0.92,-0.4,x
1658433758091,-0.05,-0.02,-0.09,-2.84,-4.22,-8.5,0.73,1.4,-0.38,x
1658433758107,0.05,0.1,-0.08,-2.74,-4.11,-8.49,0.45,1.1,0.25,x
1658433758124,0,0,0.04,-2.79,-4.2,-8.37,-0.62,-0.38,-0.03,x
1658433758141,0.01,0.05,-0.01,-2.78,-4.15,-8.42,-0.32,-1.24,-0.24,x
1658433758157,-0.05,0.01,-0.09,-2.84,-4.19,-8.5,0.99,-0.1,-0.99,x
1658433758174,-0.02,0.02,-0.07,-2.81,-4.18,-8.48,1.68,0.41,-0.45,x
1658433758191,0.1,0.02,0.09,-2.68,-4.19,-8.31,0.92,-0.53,0.16,x
1658433758207,0.13,0.03,0.13,-2.67,-4.18,-8.28,0.53,-0.57,0.54,x
1658433758224,0.02,0.01,0.08,-2.77,-4.2,-8.33,-0.03,0.34,0.01,x
1658433758241,0.01,0,0.05,-2.78,-4.21,-8.36,0.37,1.02,-0.13,x
1658433758257,0.05,0.02,0,-2.74,-4.19,-8.41,0.62,0.34,0.25,x
1658433758274,0.05,0.03,0.1,-2.74,-4.18,-8.3,-0.34,-0.75,0.33,x
1658433758291,0.03,0.04,0.15,-2.76,-4.17,-8.26,-0.84,-1.52,0.72,x
1658433758307,0.03,0.03,0.14,-2.76,-4.18,-8.26,-1.13,-0.09,0.61,x
1658433758324,0.03,0.05,0.02,-2.76,-4.16,-8.39,-0.3,1.52,0.63,x
1658433758341,0.02,0.04,0.04,-2.77,-4.16,-8.36,-0.51,1.66,0.62,x
1658433758357,-0.02,0.05,0.04,-2.81,-4.15,-8.37,-1.09,0.42,0.21,x
1658433758374,-0.01,0.04,-0.01,-2.79,-4.16,-8.42,-0.78,-0.18,0.03,x
1658433758391,-0.04,0.01,-0.01,-2.83,-4.19,-8.43,-0.67,0.89,-0.06,x
1658433758407,0.02,0.03,-0.01,-2.77,-4.16,-8.42,0.36,0.44,-0.32,x
1658433758424,0.03,0.04,0.01,-2.75,-4.16,-8.4,0.74,0.31,-0.68,x
1658433758441,-0.02,0,0.05,-2.8,-4.2,-8.37,0.26,0.71,-1.01,x
1658433758457,0.04,0.01,0.13,-2.73,-4.19,-8.29,-0.63,1.25,-0.55,x
1658433758474,0.03,0.03,0.17,-2.74,-4.17,-8.25,-2.05,1.83,-0.58,x
1658433758491,0.1,0.03,-0.01,-2.67,-4.16,-8.43,-0.88,1.23,0.08,x
1658433758507,0.17,0.06,-0.15,-2.6,-4.13,-8.57,0.98,1.25,1.22,x
1658433758524,0.1,0.06,-0.12,-2.67,-4.14,-8.54,0.98,0.12,1.14,x
1658433758541,-0.05,0.03,0.05,-2.82,-4.17,-8.37,0.03,-0.66,0.21,x
1658433758557,-0.11,0.02,0.03,-2.88,-4.18,-8.39,-0.35,-0.05,-0.71,x
1658433758574,-0.08,0.05,-0.03,-2.85,-4.15,-8.45,0.2,0.06,-0.81,x
1658433758591,-0.05,0.06,-0.09,-2.82,-4.14,-8.51,0.62,-0.75,-1.19,x
1658433758607,-0.09,0.06,-0.07,-2.86,-4.14,-8.48,1.31,-0.53,-2.06,x
1658433758624,-0.08,0.06,-0.06,-2.84,-4.14,-8.47,1.54,-0.24,-2.24,x
1658433758641,-0.03,0.04,-0.01,-2.79,-4.17,-8.42,1.6,-0.82,-2.27,x
1658433758657,0.02,0.07,0.03,-2.74,-4.15,-8.38,1.94,-1.15,-2.3,x
1658433758674,0.01,0.04,0.07,-2.76,-4.19,-8.33,1.33,-0.76,-2.52,x
1658433758691,0.03,0.03,0.15,-2.74,-4.2,-8.26,0.67,-0.33,-2.35,x
1658433758707,0.17,0.03,0.18,-2.59,-4.2,-8.23,-0.27,-1.05,-0.85,x
1658433758724,0.15,0.04,0.2,-2.61,-4.19,-8.21,-1.51,-1.82,-0.29,x
1658433758741,0.02,0.07,0.14,-2.74,-4.15,-8.26,-2.26,-2.03,-0.14,x
1658433758757,-0.18,-0.02,0.11,-2.95,-4.24,-8.3,-3.17,-0.23,-2.47,x
1658433758774,-0.09,0.05,0.01,-2.85,-4.16,-8.4,-0.7,1.18,-2.74,x
1658433758791,-0.04,0.02,-0.03,-2.8,-4.19,-8.44,-0.71,1.34,-3.32,x
1658433758807,0.03,0.02,0.28,-2.72,-4.2,-8.14,-3.54,1.54,-3.6,x
1658433758824,-0.04,0,0.1,-2.78,-4.21,-8.32,-2.79,1.62,-3.4,x
1658433758840,0.14,0.09,-0.08,-2.59,-4.12,-8.5,-0.66,2.99,-1.87,x
1658433758857,0.14,0.03,-0.04,-2.58,-4.18,-8.46,0.17,1.38,-0.91,x
1658433758874,0.07,-0.01,0.1,-2.65,-4.22,-8.33,-1.49,0.56,-1.66,x
1658433758891,0.03,-0.06,0.11,-2.69,-4.27,-8.32,-1.91,0.5,-1.81,x
1658433758907,0.07,-0.05,0.04,-2.65,-4.25,-8.4,-1.94,1.96,-1.67,x
1658433758924,0.07,-0.01,0.09,-2.64,-4.21,-8.35,-3,2.42,-1.5,x
1658433758941,0.07,0.01,0.14,-2.63,-4.18,-8.3,-3.28,3.73,-1,x
1658433758957,0.16,0.05,-0.06,-2.54,-4.14,-8.51,-1.07,2.49,0.88,x
1658433758974,0.11,0.02,-0.02,-2.58,-4.17,-8.48,-1.22,1.4,0.95,x
1658433758991,0,0.01,0.09,-2.69,-4.17,-8.37,-2.03,2.78,0.22,x
1658433759007,-0.07,0,0.18,-2.74,-4.17,-8.28,-4.21,6.03,-0.42,x
1658433759024,-0.09,-0.02,0.28,-2.75,-4.18,-8.2,-6.93,7.29,-1.14,x
1658433759041,-0.13,-0.02,0.35,-2.77,-4.16,-8.14,-9.23,8.5,-1.7,x
1658433759057,0.02,0.05,0.09,-2.59,-4.06,-8.43,-8.66,10.41,-0.77,x
1658433759074,0.04,0.07,0.04,-2.54,-4.03,-8.49,-7.71,10.57,-0.06,x
1658433759091,-0.04,0.04,0.09,-2.6,-4.04,-8.45,-7.99,11.93,-0.71,x
1658433759107,-0.17,0.07,0.31,-2.68,-3.98,-8.26,-11.17,15.33,-3.23,x
1658433759124,-0.28,0,0.43,-2.75,-4.03,-8.17,-15.34,21.37,-5.75,x
1658433759141,-0.3,-0.04,0.59,-2.7,-4.04,-8.04,-19.22,38.21,-6.85,x
1658433759157,0.02,0.02,0.15,-2.21,-3.92,-8.55,-18.41,60.42,-3.08,x
1658433759174,0.15,0,-0.11,-1.94,-3.9,-8.86,-11.47,64.36,-0.23,x
1658433759191,0.1,0.17,-0.31,-1.84,-3.72,-9.1,-5.4,67.88,-1.68,x
1658433759207,-0.38,0.25,0.21,-2.08,-3.63,-8.63,-5.79,82.96,-10.09,x
1658433759224,-0.72,0.06,0.47,-2.19,-3.81,-8.42,-8.77,104.49,-17.55,x
1658433759241,-0.25,0.2,0.63,-1.43,-3.64,-8.31,-11,132.06,-20.93,x
1658433759257,-0.26,0.05,0.86,-0.95,-3.76,-8.15,-16.27,160.15,-21.48,x
1658433759274,-0.67,-0.52,0.4,-0.96,-4.3,-8.64,-12.22,158.16,-15.03,x
1658433759291,-0.16,-0.22,-0.08,-0.09,-3.97,-9.14,-7.49,129.76,-6.51,x
1658433759307,0.02,0.08,-0.85,0.45,-3.67,-9.91,3.34,99.74,-4.57,x
1658433759324,-0.08,0.45,-0.8,0.54,-3.3,-9.84,0.06,63.36,-3.38,x
1658433759341,-0.82,0.3,-0.01,-0.06,-3.45,-9.05,-4.15,48.61,-13.78,x
1658433759357,-1.06,0.22,-0.1,-0.14,-3.51,-9.13,-5.97,33.22,-30.66,x
1658433759374,-0.94,0.22,0.03,0.08,-3.48,-9,-7.51,20.14,-36.28,x
1658433759391,-0.18,0.4,0.18,0.9,-3.26,-8.85,-11.91,6.07,-36.59,x
1658433759407,0.27,-0.03,0.05,1.39,-3.63,-9,-15.27,-8.36,-32.67,x
1658433759424,0.3,0.03,-0.03,1.43,-3.53,-9.1,-15.34,-8.04,-30.49,x
1658433759441,0.06,-0.16,-0.37,1.2,-3.67,-9.45,-12.79,-2.45,-29.28,x
1658433759457,0.04,-0.21,-0.21,1.22,-3.68,-9.31,-8.85,2.3,-28.15,x
1658433759474,0.18,-0.19,-0.23,1.39,-3.64,-9.33,-5.8,0.12,-24.96,x
1658433759491,0.4,-0.01,-0.05,1.62,-3.43,-9.15,-4.25,-4.65,-22.24,x
1658433759507,0.14,0.03,-0.06,1.37,-3.38,-9.17,-3.69,-5.25,-23.67,x
1658433759524,-0.01,0.03,-0.08,1.23,-3.36,-9.2,-3.49,-4.02,-26.01,x
1658433759541,-0.26,0.08,0.05,1,-3.29,-9.08,-4.28,-3.13,-29.55,x
1658433759557,-0.25,0.03,0.01,1.03,-3.31,-9.12,-4.73,-6.45,-32.21,x
1658433759574,-0.01,0.08,-0.04,1.28,-3.24,-9.17,-3.1,-9.6,-30.62,x
1658433759591,0.38,0.11,-0.31,1.67,-3.2,-9.45,-0.2,-12.97,-26.4,x
1658433759607,0.34,0.08,-0.33,1.62,-3.22,-9.48,3.66,-12.94,-22.3,x
1658433759624,0.12,0.08,-0.29,1.38,-3.22,-9.44,5.02,-11.59,-24.52,x
1658433759641,-0.49,0.04,-0.15,0.77,-3.27,-9.29,5.41,-11.17,-31.14,x
1658433759657,-0.99,0.12,0.05,0.27,-3.19,-9.09,3.8,-13.89,-44.9,x
1658433759674,-1.23,0.25,0.24,0.04,-3.04,-8.91,-0.01,-20.33,-60.52,x
1658433759691,-2.07,0.6,0.4,-0.8,-2.66,-8.75,-5.05,-24.79,-83.89,x
1658433759707,-2.72,0.95,-0.08,-1.41,-2.25,-9.26,-6.86,-25.48,-119.69,x
1658433759724,-2.36,1.11,-0.54,-1.01,-2.04,-9.73,-0.12,-29.03,-135.83,x
1658433759741,-1.11,1.13,-0.78,0.28,-1.98,-9.97,8.61,-31.9,-137.83,x
1658433759757,-0.24,0.83,-0.7,1.2,-2.25,-9.9,14.63,-26.51,-127.27,x
1658433759774,-0.21,0.68,-0.32,1.27,-2.38,-9.52,11.16,-21.3,-120.98,x
1658433759791,-0.74,0.38,0.48,0.8,-2.66,-8.72,2.38,-13.29,-122.45,x
