time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1653397929979.8,0,0.1,-0.5,0,4.6,8.3,7.9,-7.2,-0.1,x
1653397929996.3,0.1,0.1,-0.4,0,4.6,8.3,3.7,-5.3,0.8,x
1653397930012.9,0.1,0,-0.3,0.1,4.6,8.4,1.4,-4,0.9,x
1653397930029.8,0,0,-0.3,0,4.6,8.3,0.4,-3.1,0.8,x
1653397930046.2,-0.1,-0.1,-0.2,-0.1,4.5,8.5,-2.6,-3.4,1,x
1653397930062.8,0.1,-0.2,-0.1,0.1,4.4,8.6,-3.4,-6.4,1.4,x
1653397930079.8,0.2,-0.1,-0.1,0.3,4.4,8.6,-1.9,-7.6,1,x
1653397930096.3,0.3,-0.1,-0.1,0.3,4.5,8.4,1.6,-6.2,-0.8,x
1653397930113.6,0.2,0.1,-0.3,0.3,4.6,8.4,-0.4,-2.4,-0.8,x
1653397930129.8,0.1,0,-0.3,0.2,4.6,8.4,-2.9,-2.2,0,x
1653397930146.2,0.1,-0.1,0,0.2,4.5,8.6,-8.5,-4.5,2.3,x
1653397930162.9,0.2,-0.2,0.2,0.3,4.4,8.9,-10.7,-6.1,3,x
1653397930202,0.2,-0.5,0.4,0.4,4,9.1,-9.2,-3,-0.3,x
1653397930214.7,0.1,-0.5,0.4,0.3,3.9,9.1,-7.5,-4.2,-2.9,x
1653397930229.8,0.1,-0.5,0.3,0.3,3.9,9.1,-5.7,-5.1,-4.4,x
1653397930246.1,0,-0.4,0.2,0.1,4,8.9,-0.4,-6.8,-7,x
1653397930262.9,-0.2,-0.3,-0.2,0,4.1,8.6,2.9,-7.6,-6.4,x
1653397930280.3,-0.2,-0.3,-0.3,0,4.2,8.5,2.6,-7.9,-5.4,x
1653397930296.4,-0.1,-0.3,-0.4,0.1,4.2,8.4,-0.3,-6.4,-4.3,x
1653397930312.9,-0.1,-0.2,-0.3,0.1,4.3,8.4,-5.6,-2.4,-4.2,x
1653397930330,-0.1,-0.1,-0.2,0.1,4.3,8.5,-7.8,-1.5,-4.3,x
1653397930346.4,-0.3,-0.1,0.2,-0.1,4.4,8.9,-11.8,-1,-4.1,x
1653397930362.9,-0.3,0,0.3,-0.1,4.4,9.1,-12.7,-1.1,-3.7,x
1653397930379.5,-0.2,0,0.5,-0.1,4.4,9.3,-12,-1,-2.9,x
1653397930396.3,-0.1,0.1,0.5,0.1,4.4,9.3,-9.4,-0.8,-3.1,x
1653397930413.2,-0.1,0.1,0.5,0.1,4.4,9.3,-5.9,-1.4,-4.5,x
1653397930429.9,0,0.1,0.4,0.2,4.4,9.2,-5,-2,-4.5,x
1653397930446.2,0,0.1,0.4,0.1,4.4,9.2,-4.7,-1.4,-4.6,x
1653397930463.7,-0.2,0,0.4,0,4.2,9.2,-4.2,-1.4,-4.1,x
1653397930479.4,-0.1,-0.1,0.3,0,4.2,9.2,-3.4,-2.2,-3,x
1653397930496.2,0,-0.1,0.1,0.2,4.1,9,-1.2,-4.2,-0.8,x
1653397930512.9,0.1,-0.1,0.1,0.2,4.1,8.9,-1.5,-2.5,-0.4,x
1653397930530,0,-0.1,0.2,0.2,4.1,9,-1.9,-0.7,0.2,x
1653397930546.2,-0.1,-0.3,0.2,0.1,3.9,9.1,-2.2,-0.7,2.1,x
1653397930566.3,0,-0.4,0.2,0.2,3.8,9.1,-1.6,-3.3,4.4,x
1653397930579.5,0,-0.5,0.2,0.3,3.7,9.1,-1.3,-3.5,4.7,x
1653397930596.2,0,-0.5,0.2,0.2,3.7,9,-1.4,0.3,3.1,x
1653397930613.8,-0.2,-0.4,0.3,0,3.8,9.1,-2.7,1.4,1.6,x
1653397930629.6,-0.3,-0.5,0.3,0,3.7,9.2,-3,0.5,0.7,x
1653397930649.6,-0.4,-0.4,0.3,-0.2,3.8,9.2,-1.6,-2.1,-1.3,x
1653397930671.1,-0.5,-0.2,0.2,-0.2,4,9.1,1.5,-0.9,-1.2,x
1653397930679.4,-0.4,-0.2,0,-0.2,4,8.9,2.8,0.9,-0.2,x
1653397930696.3,-0.4,-0.1,-0.1,-0.2,4.1,8.8,0.6,6,0.9,x
1653397930712.9,-0.4,-0.1,0.1,-0.2,4.1,9,-3.8,7.4,0.6,x
1653397930729.6,-0.5,0,0.2,-0.3,4.2,9.1,-4.6,7.8,0.5,x
1653397930746.1,-0.7,0,0.4,-0.6,4.2,9.2,-3.8,8,1.9,x
1653397930763,-0.5,0.1,0.3,-0.4,4.2,9.2,-1.4,7.5,4.9,x
1653397930780.1,-0.3,0.1,0.2,-0.2,4.2,9.1,-0.2,7.7,5.5,x
1653397930796.2,-0.3,0.1,0,-0.2,4.3,8.9,1.4,8.4,4.7,x
1653397930813,-0.4,0.1,-0.1,-0.3,4.3,8.8,0.4,6.9,5,x
1653397930829.6,-0.4,0.1,-0.1,-0.3,4.3,8.7,-0.5,5.5,6.3,x
1653397930846.2,-0.3,0.1,-0.1,-0.2,4.3,8.8,-2.2,1.9,9.5,x
1653397930863.5,0,0.1,-0.2,0.1,4.2,8.7,-2.2,-0.2,12.5,x
1653397930882.2,0.1,0,-0.3,0.2,4.2,8.6,-1.8,0.3,12.7,x
1653397930898.6,0.1,0,-0.3,0.2,4.1,8.6,-1.5,0.7,12.2,x
1653397930912.8,0,-0.1,-0.4,0.2,4.1,8.5,-1.5,1.9,12.8,x
1653397930930,0.1,-0.1,-0.4,0.3,4.1,8.4,-2.4,3.2,13.1,x
1653397930946,0.3,-0.1,-0.3,0.4,4,8.5,-6,5.3,11,x
1653397930962.7,0.1,-0.2,0,0.2,3.9,8.9,-9.8,4.9,6.7,x
1653397930979.4,0,-0.1,0.2,0.1,4,9.1,-10.8,4.9,5,x
1653397930996,0,0,0.4,0.1,4,9.3,-9.5,5.4,3.6,x
1653397931012.8,-0.2,0,0.5,-0.1,4.1,9.4,-6.6,6.7,-0.1,x
1653397931029.4,-0.3,0.1,0.5,-0.1,4.1,9.4,-5.3,6.7,-1.5,x
1653397931046.2,-0.3,0.3,0.4,-0.2,4.3,9.3,-3.2,5.2,-1.9,x
1653397931063,-0.2,0.5,0.1,-0.1,4.5,9.1,-0.8,2.8,-0.6,x
1653397931079.5,-0.1,0.6,0,0,4.5,9,-0.7,2.8,-0.1,x
1653397931096.6,0,0.5,0,0.1,4.5,9,-2.6,2.4,0.5,x
1653397931112.9,0.3,0.4,0,0.4,4.4,9,-3.8,0,0.7,x
1653397931147,0.7,0.4,-0.1,0.7,4.3,8.9,-1,-3.9,-3.6,x
1653397931162.8,0.8,0.4,-0.1,0.8,4.4,8.9,-0.7,-4.1,-5.8,x
1653397931180.2,0.4,0.4,0,0.5,4.4,9,0.5,-2,-10.2,x
1653397931196.2,0.1,0.3,0,0.2,4.3,9,3.5,-2.5,-11,x
1653397931212.9,0,0.4,-0.1,0,4.4,8.9,4.6,-3.5,-10.2,x
1653397931230.5,-0.1,0.5,-0.2,-0.1,4.5,8.8,4.3,-3.5,-10.1,x
1653397931246.2,-0.2,0.5,-0.2,-0.2,4.5,8.8,3.1,-4.9,-9.5,x
1653397931262.9,-0.5,0.5,-0.1,-0.4,4.5,8.8,4.3,-2.5,-8.7,x
1653397931280,-0.5,0.5,-0.2,-0.5,4.5,8.8,6,-1.5,-7.5,x
1653397931303.5,-0.4,0.5,-0.5,-0.4,4.6,8.5,8.3,2.2,-3.4,x
1653397931313.1,-0.4,0.5,-0.5,-0.4,4.6,8.4,6.9,2.6,-2.8,x
1653397931329.6,-0.5,0.5,-0.5,-0.4,4.6,8.5,4.9,2.7,-1.9,x
1653397931346.1,-0.4,0.5,-0.2,-0.4,4.6,8.7,0.8,3.4,1.2,x
1653397931371.7,-0.5,0.4,0.1,-0.5,4.5,9,-3.5,4.2,4.2,x
1653397931379.6,-0.5,0.4,0.3,-0.5,4.5,9.2,-4.3,4.1,5.2,x
1653397931396,-0.4,0.3,0.6,-0.4,4.4,9.5,-3,5.1,5.6,x
1653397931412.8,-0.2,0.3,0.8,-0.2,4.4,9.7,2.8,5.2,4.6,x
1653397931429.9,-0.1,0.3,0.7,-0.1,4.4,9.6,6.9,6.8,3.6,x
1653397931446.3,0.1,0.3,0.3,0,4.4,9.2,16.1,7.2,1,x
1653397931462.8,-0.1,0.3,0,-0.1,4.5,8.9,19.1,9.1,0.8,x
1653397931479.6,-0.1,0.2,-0.2,-0.2,4.4,8.7,17.9,8.3,1.9,x
1653397931496,0,0.1,-0.4,-0.1,4.4,8.5,12.2,5.5,4.4,x
1653397931513.9,0,0.1,-0.4,-0.1,4.3,8.5,9.1,3.5,4.8,x
1653397931530.5,0.1,0,-0.3,0,4.3,8.5,4.8,0.6,4.7,x
1653397931546.9,0.2,0,-0.2,0.1,4.3,8.6,1.9,1.5,4.6,x
1653397931563.1,0.2,0,-0.1,0.1,4.3,8.7,0.6,3.6,2.6,x
1653397931580.2,0.2,0,-0.1,0.1,4.3,8.7,1,3.8,1.4,x
1653397931596.5,0.1,0.1,-0.1,0,4.4,8.7,2.2,5,-1.9,x
1653397931613.4,0,0.2,-0.2,-0.1,4.5,8.6,2.1,6.6,-2.2,x
1653397931629.4,0.1,0.2,-0.2,-0.1,4.5,8.6,1.4,5.8,-1.7,x
1653397931646.1,0.2,0.1,-0.3,0,4.5,8.5,-1,2.2,-0.9,x
1653397931662.9,0.2,0,-0.3,0,4.4,8.5,-3,-0.3,-2.6,x
1653397931679.5,0.2,0,-0.4,0,4.3,8.4,-3.3,-0.5,-3.1,x
1653397931696.2,0.2,-0.2,-0.8,0,4.1,8,-4.2,-1.3,-4,x
1653397931712.9,0.3,-0.2,-1.1,0.1,4.1,7.7,-9.3,-2.3,-4.4,x
1653397931729.9,0.3,-0.1,-1,0.2,4.2,7.8,-13.9,-2.2,-4.6,x
1653397931746.2,0.1,-0.1,-0.4,0,4.2,8.5,-26.6,-3.5,-4.1,x
1653397931762.9,-0.6,-0.2,0.7,-0.7,4,9.6,-27.5,-5.7,-1.3,x
1653397931779.5,-0.1,-0.3,0.9,-0.2,3.8,9.9,-22.9,-6.5,2.9,x
1653397931795.9,0.3,0.2,0.8,0.2,4.2,9.7,-11,-7.5,3.2,x
1653397931813,0.1,0.1,0.6,0,4.1,9.6,-4.9,-6.9,-2.7,x
1653397931829.5,-0.1,0.1,0.6,-0.2,4.1,9.5,-3.9,-5.7,-4.7,x
1653397931846.1,-0.3,0,0.5,-0.3,4,9.4,-5.6,-6.5,-5.9,x
1653397931862.8,-0.3,0.1,0.5,-0.4,4,9.5,-6.7,-11.1,-6.6,x
1653397931895.4,-0.4,0.2,0.4,-0.4,4.1,9.4,-2.4,-11.3,-6.1,x
1653397931896.2,-0.4,0.2,0.4,-0.4,4.1,9.4,-2.4,-11.3,-6.1,x
1653397931912.9,-0.4,0.1,0.1,-0.4,4.1,9.1,1.6,-8.6,-5.2,x
1653397931930.2,-0.4,0.1,0,-0.4,4.1,9,3.1,-7.3,-4.9,x
1653397931950.1,-0.3,0.1,-0.2,-0.2,4.1,8.8,4.5,-1.8,-2.6,x
1653397931962.9,-0.2,0.1,-0.3,-0.2,4,8.7,2.5,0.3,-2.1,x
1653397931979.4,-0.2,0.1,-0.3,-0.2,4,8.7,1.4,0.7,-1.7,x
1653397931996,-0.2,0,-0.2,-0.2,4,8.7,-0.1,2.2,-1.2,x
1653397932012.8,-0.3,0,-0.1,-0.3,4,8.8,-1.1,3.3,0.8,x
1653397932029.7,-0.3,0,-0.1,-0.3,3.9,8.9,-0.7,2.9,2.1,x
1653397932046.1,0,0,-0.2,0,4,8.8,-0.5,2.9,4.8,x
1653397932076.6,0,0,0,0,3.9,8.9,-2.9,7.3,2.6,x
1653397932079.8,0,0,0,0,3.9,8.9,-2.9,7.3,2.6,x
1653397932098.3,0,0,0.1,-0.1,3.9,9.1,-3.5,7.6,2,x
1653397932113.1,0,0,0.2,-0.1,3.9,9.2,-1.8,5.2,2,x
1653397932137,0.1,0.1,0.1,0,4,9.1,-0.1,6,0.8,x
1653397932146.2,0.1,0.1,0.1,0,4.1,9.1,-0.3,7,0.2,x
1653397932162.7,0.1,0.1,0.1,0,4.1,9.1,-0.8,7.2,-0.5,x
1653397932179.4,0.2,0.1,0.1,0,4,9.1,-1,7.1,-2.3,x
1653397932195.9,0.1,0.1,0.1,0,4.1,9.1,-0.8,7.6,-3.1,x
1653397932212.8,0,0.1,0.2,-0.2,4.1,9.1,-0.6,6.2,-3.2,x
1653397932229.8,0,0.1,0.1,-0.2,4.1,9.1,-0.2,4.3,-2.7,x
1653397932246.1,0.1,0.2,0.1,-0.1,4.2,9.1,0.1,2.2,-2.5,x
1653397932262.7,0.1,0.3,0.1,-0.1,4.2,9,0,1.8,-3.8,x
1653397932279.3,0.1,0.4,0.1,-0.1,4.3,9,-0.3,2.6,-4.1,x
1653397932296.2,0,0.3,0.2,-0.2,4.2,9.2,0.2,3.7,-3.7,x
1653397932318.3,0.1,0.2,0.2,-0.1,4.2,9.2,1.5,3.5,-2.9,x
1653397932330,0.1,0.3,0.2,-0.1,4.2,9.1,1.9,3.3,-3.7,x
1653397932346.1,0,0.2,0.1,-0.3,4.1,9.1,2.7,1.4,-4.4,x
1653397932362.8,-0.1,0.1,0.1,-0.4,4.1,9.1,2.4,-0.6,-3.3,x
1653397932379.6,0,0.1,0,-0.3,4.1,9,2.1,-1.8,-2.5,x
1653397932396,0,0.1,0,-0.2,4,8.9,1.8,-4.1,-2.2,x
1653397932412.8,0,0,-0.1,-0.3,4,8.9,1.4,-4.6,-4.5,x
1653397932429.2,-0.1,0,-0.1,-0.3,3.9,8.8,1.2,-3.9,-5.2,x
1653397932446.2,-0.1,-0.1,0,-0.3,3.9,8.9,0.6,-7.7,-6.5,x
1653397932462.8,-0.1,-0.2,0.1,-0.3,3.8,9,0.6,-12.5,-8.4,x
1653397932479.4,-0.1,-0.1,0.1,-0.3,3.9,9,0.8,-12.8,-8.2,x
1653397932496.1,0,0.1,0,-0.2,4.1,9,0,-9.9,-8.9,x
1653397932512.8,-0.2,0.2,0.1,-0.4,4.1,9.1,-0.9,-6.8,-7,x
1653397932529.3,-0.3,0.1,0,-0.4,4.1,9,-1.4,-3.6,-4.9,x
1653397932546.2,-0.2,0.1,-0.1,-0.3,4.1,8.9,-1.7,-3,-1.9,x
1653397932562.8,-0.1,0.2,-0.1,-0.3,4.1,8.9,-1.2,-2.9,-1.7,x
1653397932579.5,-0.2,0.1,-0.1,-0.4,4.1,8.9,-0.5,-2,-1.4,x
1653397932596.1,-0.4,0.1,-0.2,-0.6,4.1,8.8,-0.5,2.8,0.6,x
1653397932612.9,-0.4,0.2,-0.1,-0.5,4.2,8.9,-5.5,7.1,5.4,x
1653397932629.2,-0.3,0.2,-0.1,-0.5,4.1,8.8,-7.1,7.6,6.5,x
1653397932646.1,-0.2,0,-0.1,-0.4,3.9,8.9,-7.3,3.2,6.4,x
1653397932662.8,-0.1,0,-0.2,-0.3,3.9,8.8,-6.6,2.5,4.2,x
1653397932679.2,-0.1,0,-0.1,-0.2,3.9,8.9,-6.5,3.6,2.9,x
1653397932696.2,0,0,-0.1,-0.2,3.9,8.9,-7.8,4.2,-0.1,x
1653397932712.9,-0.1,-0.1,0,-0.3,3.8,9,-8.7,1.2,-0.9,x
1653397932757.5,0.1,-0.1,0.2,-0.1,3.7,9.2,-8.1,4.2,0.6,x
1653397932762.7,0.1,-0.1,0.2,-0.1,3.7,9.2,-8.1,4.2,0.6,x
1653397932779.5,0.1,-0.1,0.3,-0.1,3.7,9.3,-7.9,6.1,1.1,x
1653397932796.2,0.1,-0.1,0.3,-0.1,3.6,9.4,-6.6,2.8,0.6,x
1653397932813,0.1,-0.1,0.4,-0.1,3.6,9.5,-4.4,-2.7,-1.6,x
1653397932829.6,0.1,-0.1,0.4,-0.1,3.7,9.5,-3.2,-2.9,-2.4,x
1653397932846.1,0,0,0.3,-0.2,3.7,9.4,-0.6,-1.4,-3.6,x
1653397932862.8,0,0.1,0.2,-0.3,3.8,9.3,2.1,-1.7,-4.1,x
1653397932879.6,0,0.1,0.2,-0.3,3.8,9.3,2.1,-1.7,-4.1,x
1653397932915.3,0,0.3,-0.2,-0.3,4,8.9,8.1,0.1,-4.5,x
1653397932929.4,-0.1,0.4,-0.2,-0.3,4.1,8.9,7.1,1.7,-4.1,x
1653397932946.1,-0.2,0.3,-0.1,-0.5,4.1,8.9,3.6,2.1,-3.7,x
1653397932962.8,-0.2,0.3,0.1,-0.5,4.1,9.1,2.5,0.4,-1.7,x
1653397932979.5,-0.2,0.3,0.1,-0.5,4.1,9.1,2.8,-0.4,-0.4,x
1653397932996.1,-0.3,0.1,0.1,-0.5,3.9,9.1,3.2,-2,1.7,x
1653397933012.9,-0.1,0,0.2,-0.4,3.8,9.2,4.2,-1,2.8,x
1653397933042.2,-0.1,-0.1,0,-0.3,3.8,9.1,4.8,0.5,4.3,x
1653397933046.1,-0.1,-0.1,0,-0.3,3.8,9.1,4.8,0.5,4.3,x
1653397933067.2,0,-0.2,0,-0.2,3.7,9,4.1,-1.4,4.4,x
1653397933079.4,0.1,-0.2,0,-0.2,3.7,9,3.9,-2.2,3.9,x
1653397933096,0.2,-0.1,0,0,3.8,9,2.3,-1.9,2.4,x
1653397933113.9,0.1,-0.1,0,-0.1,3.7,9,1.4,-0.8,0.9,x
1653397933130,0,-0.2,0,-0.2,3.7,9,1.1,-0.2,0.7,x
1653397933146.2,0,-0.1,0.1,-0.2,3.8,9.1,1.1,0.6,0.7,x
1653397933162.7,0,0,0.1,-0.2,3.9,9.1,3,0,0.3,x
1653397933179.4,0,0,0.1,-0.2,3.9,9.1,4.3,-0.2,-0.1,x
1653397933196,0,0.1,0,-0.2,4,9,5,3.1,-0.8,x
1653397933212.7,-0.2,0.2,0,-0.4,4.1,9,4.1,3.2,-1.9,x
1653397933231.6,-0.3,0.2,0,-0.5,4.1,9,3.9,0.5,-0.2,x
1653397933248.1,-0.2,0.3,0,-0.5,4.2,9,3.5,-0.6,1.1,x
1653397933262.8,-0.1,0.3,0.1,-0.4,4.2,9.1,1.9,-0.9,3,x
1653397933279.5,-0.2,0.2,0.2,-0.4,4.2,9.2,1.4,-0.7,3.2,x
1653397933302.2,-0.2,0.1,0.3,-0.4,4.1,9.2,2.1,-1.7,4.6,x
1653397933312.8,0.1,0,0.2,-0.2,4,9.1,3.9,-1.8,4.5,x
1653397933329.5,0.2,0.1,0.1,-0.1,4,9.1,4.7,-1.2,3.6,x
1653397933346,0.2,0.1,0.1,-0.1,4.1,9,5.7,-0.1,0.8,x
1653397933362.6,-0.2,0.1,0.1,-0.5,4.1,9,6.6,0.3,0,x
1653397933380.5,-0.3,0.1,0.1,-0.6,4.1,9.1,7.2,-0.1,4,x
1653397933396.1,-0.3,0,0,-0.5,4,9,7.7,-2.2,11.2,x
1653397933413.3,0.3,-0.2,-0.3,0,3.9,8.6,4.6,-7.7,13.4,x
1653397933429.8,0.5,-0.2,-0.3,0.3,3.9,8.6,2.2,-10.4,10.9,x
1653397933446.1,0.5,-0.2,-0.1,0.4,3.9,8.8,0,-10.7,3.5,x
1653397933462.8,0.3,-0.2,-0.1,0.2,3.9,8.8,1.3,-3.9,-1.6,x
1653397933479.9,0.2,-0.2,-0.2,0.1,3.9,8.8,3.1,0.7,-2.5,x
1653397933496.1,0.1,-0.2,-0.3,-0.1,3.9,8.6,3.2,2.5,-2.2,x
1653397933515.8,0.1,-0.1,-0.4,-0.1,4,8.5,0.4,-0.1,-0.6,x
1653397933529.4,0.1,-0.1,-0.4,0,4,8.5,-2,-1.5,0.3,x
1653397933546.1,0.2,0,-0.2,0.1,4.1,8.8,-6.5,-2.7,0.8,x
1653397933562.8,0.3,0,0,0.1,4.1,8.9,-7.3,-2,0.5,x
1653397933579.5,0.2,0,0.1,0.1,4.1,9.1,-6.2,1.3,-1.6,x
1653397933596.1,0.1,0,0.3,0,4.1,9.2,-5,3.1,-4.2,x
1653397933613,0,0.1,0.3,-0.1,4.1,9.2,-4.6,3.4,-5.1,x
1653397933630,-0.2,0.1,0.3,-0.3,4.1,9.3,-2,1.4,-5.1,x
1653397933646.1,-0.2,0.1,0.3,-0.3,4.1,9.2,-1.1,0.3,-3.7,x
1653397933662.8,-0.1,0.1,0.3,-0.3,4.1,9.2,-0.9,-0.3,-3.3,x
1653397933679.4,-0.2,0.1,0.3,-0.3,4.2,9.2,-0.4,-0.4,-3,x
1653397933696.1,-0.1,0.1,0.2,-0.3,4.1,9.1,2,-1.1,-1.9,x
1653397933713,-0.1,0.1,0,-0.3,4.1,9,3.5,-1.2,-0.9,x
1653397933729.2,-0.1,0.1,-0.1,-0.3,4.1,8.9,3.5,-0.9,-0.6,x
1653397933746.3,-0.1,0.1,-0.2,-0.3,4.1,8.8,1.4,-0.2,0.4,x
1653397933762.7,-0.2,0.1,-0.1,-0.3,4.1,8.9,-2,-2.7,1,x
1653397933779.4,-0.2,0,0,-0.3,4,8.9,-2.8,-3,1.1,x
1653397933796.2,-0.1,0,0.1,-0.2,4,9,-1.6,-2.5,2.6,x
1653397933813.5,0,0.1,0.2,-0.1,4.1,9.1,1.5,-0.8,3,x
1653397933829.8,0,0.1,0.3,-0.2,4.1,9.2,2.7,0.4,3.4,x
1653397933846,0,-0.1,0.2,-0.1,4,9.2,5.7,-0.2,4.8,x
1653397933869.4,0.3,0,0.1,0.2,4.1,9,7.8,-4.8,2.9,x
1653397933879.4,0.3,0,0,0.2,4.1,9,8.2,-5.1,0.5,x
1653397933896.4,0.3,0.1,-0.2,0.2,4.2,8.7,8.1,-1.1,-2.9,x
1653397933912.9,0.2,0.1,-0.3,0.1,4.2,8.6,7.4,0.6,-3.5,x
1653397933929.7,0.1,0,-0.3,0,4.1,8.6,2.2,1.7,-3.6,x
1653397933946,0.1,0,-0.2,0,4.2,8.7,0.4,1.3,-3.3,x
1653397933975,0.1,-0.1,0,-0.1,4.1,8.9,-2.5,1.1,-1.9,x
1653397933979.4,0.1,-0.1,0,-0.1,4.1,8.9,-2.5,1.1,-1.9,x
1653397933996.1,0.1,-0.1,0,0,4.1,8.9,-1.5,1.5,-2.8,x
1653397934012.9,0,0,0,-0.2,4.1,8.9,-1,2.5,-3.9,x
1653397934029.7,-0.1,0,-0.1,-0.2,4.1,8.8,-1.6,2.5,-3.6,x
1653397934046.1,0,0,0,-0.2,4.1,8.9,-3.6,0,-2.4,x
1653397934062.8,0,0.1,0.1,-0.2,4.2,9,-3.9,-2.3,-2.7,x
1653397934079.5,-0.1,0.1,0.1,-0.2,4.2,9,-3.3,-2.5,-2.8,x
1653397934096.1,-0.3,0.2,0,-0.4,4.3,9,-2.8,-2.6,-1.3,x
1653397934113,-0.1,0.2,0,-0.3,4.3,9,-3.9,-2.7,1,x
1653397934129.3,-0.1,0.2,0.1,-0.2,4.3,9,-4.2,-2.9,1.4,x
1653397934146,-0.1,0.2,0.2,-0.2,4.3,9.1,-3.8,-1.9,1.3,x
1653397934162.7,-0.1,0.2,0.3,-0.2,4.2,9.2,-2.7,-1,0.8,x
1653397934179.4,0,0.2,0.3,-0.2,4.2,9.2,-1.6,-0.3,0.7,x
1653397934196.1,0,0.1,0.2,-0.2,4.2,9.1,1.3,0.3,0.5,x
1653397934212.9,0.1,0.1,0,0,4.2,8.9,2.7,0,1.4,x
1653397934229.4,0.2,0.2,-0.1,0,4.2,8.9,2.4,-0.3,1.9,x
