time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402820051,0.06,-0.64,-4.5,0.6,2.75,4.94,-14.02,-5.86,-40.47
1653402820056,0.07,-0.68,-4.29,0.58,2.73,5.07,-15.07,-8.03,-39.74
1653402820061,0.07,-0.71,-4.14,0.57,2.75,5.23,-15.67,-9.36,-38.72
1653402820067,0.04,-0.7,-4,0.56,2.78,5.43,-15.6,-10.3,-37.71
1653402820071,0.03,-0.65,-3.76,0.55,2.83,5.75,-14.72,-11.88,-35.47
1653402820075,0.02,-0.6,-3.5,0.55,2.93,5.97,-13.67,-13.31,-33.4
1653402820080,0.03,-0.51,-3.27,0.57,3.02,6.18,-12.31,-14.43,-31.02
1653402820085,0.03,-0.4,-3.05,0.54,3.18,6.42,-11.12,-15.03,-29.06
1653402820090,0.01,-0.26,-2.82,0.51,3.36,6.68,-8.95,-16.39,-24.86
1653402820095,-0.02,-0.08,-2.57,0.47,3.52,6.97,-8.32,-17.58,-22.55
1653402820100,-0.07,0.12,-2.23,0.45,3.72,7.34,-7.26,-19.44,-19.54
1653402820105,-0.11,0.32,-1.85,0.35,4.02,7.83,-6.14,-21.43,-16.53
1653402820110,-0.18,0.54,-1.52,0.34,4.19,8.12,-4.92,-23.15,-13.42
1653402820115,-0.25,0.74,-1.17,0.3,4.39,8.52,-3.34,-25.07,-10.44
1653402820119,-0.29,0.95,-0.77,0.3,4.6,8.94,-1.84,-26.33,-8.31
1653402820124,-0.33,1.15,-0.36,0.3,4.71,9.24,1.07,-28.58,-4.98
1653402820128,-0.35,1.32,0.06,0.33,4.92,9.76,3.41,-29.45,-3.09
1653402820133,-0.35,1.48,0.47,0.41,5.02,10.12,6.7,-30.54,-0.89
1653402820138,-0.31,1.59,0.86,0.43,5.11,10.52,11.29,-31.62,1.39
1653402820143,-0.29,1.68,1.24,0.46,5.19,10.85,15.42,-32.11,3.45
1653402820148,-0.3,1.74,1.61,0.44,5.26,11.04,19.51,-31.87,5.1
1653402820153,-0.32,1.82,1.9,0.35,5.37,11.29,23.89,-30.47,6.95
1653402820157,-0.41,1.88,2.11,0.29,5.49,11.45,26.76,-28.93,8.07
1653402820162,-0.51,1.97,2.29,0.22,5.58,11.53,31.45,-25.46,10.1
1653402820167,-0.6,2.06,2.43,0.16,5.65,11.62,34.28,-22.1,11.05
1653402820172,-0.67,2.1,2.51,0.15,5.68,11.63,36.45,-18.35,11.61
1653402820177,-0.72,2.11,2.55,0.09,5.62,11.61,37.29,-15.2,11.68
1653402820182,-0.78,2.05,2.55,0.07,5.57,11.57,37.19,-9.46,10.52
1653402820187,-0.81,1.96,2.52,0.01,5.52,11.49,35.72,-4.53,9.3
1653402820191,-0.87,1.87,2.46,-0.05,5.42,11.41,32.74,0.76,7.76
1653402820196,-0.91,1.76,2.4,-0.1,5.37,11.33,28.82,6.18,6.25
1653402820201,-0.97,1.68,2.31,-0.21,5.36,11.24,24.03,11.71,4.96
1653402820206,-1.05,1.64,2.23,-0.36,5.37,11.14,18.29,17.24,4.12
1653402820210,-1.16,1.64,2.14,-0.49,5.42,11.07,11.99,22.56,3.7
1653402820215,-1.27,1.66,2.05,-0.61,5.5,11.1,5.27,27.43,4.05
1653402820220,-1.38,1.74,2.03,-0.69,5.51,11.14,0.16,30.65,4.22
1653402820224,-1.45,1.77,2.08,-0.77,5.53,11.21,-6.46,34.32,4.96
1653402820229,-1.49,1.79,2.12,-0.81,5.49,11.25,-14.09,38.14,6.25
1653402820234,-1.52,1.78,2.16,-0.83,5.48,11.33,-18.29,39.92,6.95
1653402820239,-1.52,1.77,2.24,-0.92,5.46,11.47,-23.4,41.25,8.18
1653402820243,-1.57,1.77,2.35,-1,5.47,11.72,-29.07,40.87,9.58
1653402820248,-1.61,1.8,2.53,-1.09,5.48,11.89,-32.89,39.29,11.22
1653402820253,-1.68,1.84,2.74,-1.19,5.51,12.08,-35.27,37.54,12.2
1653402820258,-1.76,1.9,2.92,-1.3,5.49,12.34,-37.96,34.25,14.27
1653402820263,-1.84,1.92,3.11,-1.33,5.39,12.58,-38.77,30.96,15.77
1653402820268,-1.85,1.88,3.31,-1.31,5.29,12.77,-38.31,27.74,17.49
1653402820273,-1.84,1.81,3.51,-1.27,5.15,12.92,-36.91,24.77,18.99
1653402820278,-1.78,1.71,3.66,-1.24,5.03,13.02,-34.46,22.21,20.88
1653402820282,-1.73,1.59,3.76,-1.21,4.91,13.07,-31.14,20.32,23.12
1653402820287,-1.7,1.5,3.81,-1.16,4.79,13.07,-28.06,19.55,24.84
1653402820292,-1.65,1.37,3.82,-1.07,4.64,13.02,-24.42,19.24,26.45
1653402820297,-1.55,1.23,3.77,-0.93,4.4,12.85,-15.88,20.01,29.91
1653402820302,-1.44,1.06,3.65,-0.86,4.27,12.7,-11.19,21.16,31.49
1653402820306,-1.32,0.88,3.44,-0.7,4.03,12.37,-3.34,24.28,34.08
1653402820311,-1.19,0.7,3.19,-0.62,3.87,12.13,2.71,27.57,36.04
1653402820316,-1.05,0.48,2.89,-0.39,3.63,11.7,8.24,31.07,38.1
1653402820320,-0.87,0.28,2.56,-0.28,3.52,11.37,12.79,34.85,40.34
1653402820326,-0.7,0.13,2.2,-0.24,3.44,11.03,15.42,37.23,42.13
1653402820330,-0.63,0.02,1.88,-0.24,3.46,10.73,18.64,40.87,45.52
1653402820336,-0.59,-0.01,1.56,-0.26,3.47,10.55,20.49,42.69,48.53
1653402820340,-0.58,-0.01,1.3,-0.19,3.51,10.23,21.4,43.77,51.33
1653402820345,-0.53,-0.01,1.08,-0.16,3.51,10.1,22.21,43.84,54.1
1653402820350,-0.47,0,0.9,-0.09,3.49,9.97,22.42,42.72,56.44
1653402820355,-0.39,-0.03,0.76,0.02,3.47,9.88,22.52,40.69,58.44
1653402820360,-0.29,-0.05,0.66,0.12,3.43,9.8,22.98,37.68,59.87
1653402820364,-0.17,-0.12,0.57,0.2,3.41,9.77,23.54,34.74,60.96
1653402820369,-0.06,-0.16,0.53,0.36,3.37,9.72,24.69,31.52,61.59
1653402820373,0.06,-0.21,0.49,0.48,3.33,9.7,26.62,28.37,61.62
1653402820378,0.19,-0.26,0.48,0.61,3.27,9.65,29.21,25.33,61.41
1653402820383,0.31,-0.34,0.44,0.78,3.17,9.57,32.32,22.6,60.71
1653402820388,0.48,-0.45,0.39,0.95,3.08,9.41,36.03,20.5,59.7
1653402820393,0.63,-0.58,0.27,1.08,2.96,9.18,39.01,19.45,58.86
1653402820398,0.77,-0.72,0.08,1.19,2.86,8.94,42.86,18.78,57.53
1653402820402,0.9,-0.85,-0.15,1.26,2.8,8.71,46.78,18.71,55.99
1653402820407,0.99,-0.98,-0.41,1.33,2.68,8.33,50.84,19.59,53.89
1653402820412,1.06,-1.11,-0.7,1.38,2.62,7.96,53.36,20.81,52.03
1653402820417,1.1,-1.22,-1.02,1.38,2.6,7.62,54.65,21.79,50.88
1653402820422,1.11,-1.3,-1.36,1.35,2.55,7.29,55.74,23.72,48.43
1653402820427,1.09,-1.38,-1.67,1.3,2.5,7.03,56.16,24.42,47.1
1653402820432,1.07,-1.46,-1.94,1.28,2.47,6.81,55.04,25.05,45.07
1653402820436,1.02,-1.54,-2.2,1.24,2.43,6.47,53.15,25.61,42.3
1653402820441,1,-1.61,-2.46,1.21,2.4,6.26,51.47,25.96,40.62
1653402820446,0.97,-1.69,-2.72,1.17,2.36,5.95,48.04,26.27,37.93
1653402820451,0.94,-1.75,-2.95,1.13,2.35,5.73,44.82,26.48,35.79
1653402820456,0.91,-1.8,-3.17,1.07,2.37,5.55,41.04,26.48,33.66
1653402820460,0.86,-1.83,-3.33,1.01,2.38,5.41,37.12,26.24,31.8
1653402820465,0.81,-1.83,-3.48,0.93,2.38,5.29,34.14,26.1,30.16
1653402820469,0.75,-1.84,-3.59,0.87,2.4,5.21,29.91,25.71,28.02
1653402820475,0.67,-1.84,-3.68,0.77,2.42,5.14,24.76,24.8,25.71
1653402820479,0.6,-1.83,-3.73,0.71,2.43,5.12,20.88,24,23.72
1653402820484,0.54,-1.83,-3.77,0.6,2.48,5.16,17.03,22.77,21.62
1653402820489,0.46,-1.8,-3.73,0.55,2.46,5.22,13.6,21.13,19.8
1653402820493,0.39,-1.82,-3.66,0.53,2.43,5.34,10.38,19.13,17.87
1653402820498,0.37,-1.85,-3.54,0.52,2.39,5.48,8.38,17.38,16.58
1653402820504,0.36,-1.9,-3.4,0.57,2.33,5.61,5.34,14.69,14.34
1653402820509,0.4,-1.93,-3.28,0.6,2.27,5.71,3.2,12.76,12.52
1653402820513,0.44,-1.99,-3.17,0.61,2.21,5.82,1.63,11.47,10.94
1653402820518,0.46,-2.05,-3.06,0.64,2.15,5.91,0.23,10.42,9.61
1653402820522,0.49,-2.11,-2.96,0.66,2.11,5.98,-1.07,9.65,8.18
1653402820528,0.51,-2.15,-2.88,0.66,2.1,6.06,-1.87,9.37,7.37
1653402820532,0.52,-2.16,-2.79,0.63,2.11,6.2,-2.99,9.02,6.43
1653402820537,0.51,-2.16,-2.65,0.6,2.08,6.34,-3.94,8.49,5.52
1653402820542,0.48,-2.17,-2.51,0.55,2.11,6.53,-4.85,7.79,4.89
1653402820547,0.45,-2.15,-2.36,0.49,2.13,6.7,-5.86,7.02,4.08
1653402820551,0.38,-2.12,-2.19,0.45,2.17,6.87,-6.28,6.36,3.63
1653402820556,0.34,-2.08,-2.02,0.41,2.2,7.06,-6.88,5.34,3.35
1653402820561,0.31,-2.04,-1.83,0.38,2.22,7.24,-7.47,3.94,3.24
1653402820566,0.28,-2,-1.62,0.4,2.29,7.5,-7.86,2.33,3
1653402820571,0.28,-1.93,-1.4,0.39,2.37,7.76,-8.46,0.55,3.03
1653402820576,0.27,-1.86,-1.16,0.4,2.43,8,-8.95,-1.24,3.24
1653402820581,0.28,-1.79,-0.93,0.42,2.45,8.17,-9.54,-2.5,3.45
1653402820585,0.3,-1.74,-0.69,0.44,2.52,8.43,-10.52,-4.18,3.98
1653402820590,0.31,-1.68,-0.48,0.44,2.59,8.6,-11.08,-4.7,4.29
1653402820595,0.31,-1.59,-0.26,0.42,2.7,8.9,-11.54,-5.16,4.75
1653402820599,0.29,-1.5,-0.04,0.37,2.79,9.17,-11.4,-5.65,5.45
1653402820604,0.24,-1.38,0.22,0.36,2.87,9.38,-11.08,-6.38,6.01
1653402820609,0.21,-1.28,0.49,0.32,2.95,9.64,-10.45,-7.15,6.57
1653402820614,0.17,-1.18,0.75,0.27,3.06,9.91,-9.65,-7.99,7.27
1653402820619,0.11,-1.09,0.97,0.25,3.14,10.06,-8.77,-8.87,7.41
1653402820624,0.07,-0.99,1.17,0.23,3.22,10.24,-7.96,-9.53,7.69
1653402820629,0.05,-0.89,1.35,0.25,3.32,10.38,-7.12,-10.2,7.83
1653402820634,0.05,-0.79,1.48,0.26,3.41,10.46,-6.07,-10.65,7.62
1653402820638,0.05,-0.71,1.55,0.27,3.51,10.53,-5.34,-11.04,7.48
1653402820643,0.05,-0.61,1.63,0.26,3.58,10.56,-4.64,-11.49,7.06
1653402820648,0.04,-0.53,1.67,0.28,3.64,10.56,-4.39,-11.88,6.78
1653402820653,0.02,-0.45,1.67,0.26,3.71,10.54,-3.9,-12.89,6.25
1653402820657,0.01,-0.38,1.66,0.22,3.76,10.51,-4.15,-13.66,5.76
1653402820662,-0.05,-0.34,1.63,0.2,3.77,10.48,-4.46,-15.13,5.13
1653402820667,-0.09,-0.29,1.6,0.18,3.78,10.44,-5.58,-17.13,4.33
1653402820671,-0.12,-0.28,1.55,0.15,3.79,10.43,-6.88,-18.74,3.49
1653402820676,-0.15,-0.28,1.52,0.15,3.8,10.44,-8.49,-20.59,3.07
1653402820681,-0.19,-0.25,1.52,0.15,3.81,10.47,-10.35,-22.55,2.51
1653402820686,-0.2,-0.23,1.55,0.14,3.84,10.51,-12.66,-24.72,2.3
1653402820691,-0.23,-0.19,1.59,0.15,3.94,10.61,-14.34,-26.51,2.26
1653402820695,-0.25,-0.1,1.65,0.17,3.96,10.67,-18.01,-29.84,1.98
1653402820700,-0.25,-0.04,1.73,0.23,4.03,10.79,-21.3,-32.92,1.81
1653402820705,-0.24,0.03,1.81,0.32,4.05,10.89,-25.15,-36.35,1.35
1653402820710,-0.19,0.08,1.9,0.39,4.14,11.02,-28.27,-39.11,1
1653402820715,-0.14,0.17,2.01,0.43,4.23,11.13,-32.96,-42.96,0.37
1653402820720,-0.12,0.3,2.13,0.45,4.33,11.34,-38,-47.09,-0.5
1653402820725,-0.14,0.44,2.31,0.45,4.54,11.62,-44.23,-52.06,-1.48
1653402820729,-0.17,0.63,2.52,0.48,4.64,11.8,-48.81,-55.77,-2.5
1653402820734,-0.19,0.82,2.74,0.54,4.71,11.99,-53.01,-59.2,-3.97
1653402820739,-0.18,0.94,2.92,0.6,4.74,12.22,-56.51,-62,-5.68
1653402820744,-0.16,1.01,3.12,0.66,4.72,12.45,-58.93,-64.1,-7.47
1653402820749,-0.14,1.05,3.33,0.76,4.68,12.71,-60.68,-65.19,-9.92
1653402820753,-0.12,1.06,3.53,0.85,4.67,12.9,-61.1,-64.49,-12.47
1653402820758,-0.07,1.09,3.71,0.92,4.59,13.09,-60.15,-62.6,-15.52
1653402820762,-0.05,1.07,3.89,1.03,4.49,13.21,-57.77,-59.55,-18.91
1653402820768,0.04,1,4.04,1.24,4.24,13.22,-53.89,-55,-22.17
1653402820772,0.16,0.85,4.07,1.42,4.01,13.15,-48.85,-49.05,-25.67
1653402820777,0.33,0.66,4,1.53,3.79,12.98,-44.47,-43.7,-28.29
1653402820783,0.46,0.41,3.81,1.62,3.65,12.84,-39.75,-37.89,-30.6
1653402820787,0.61,0.15,3.49,1.78,3.27,12.14,-30.47,-24.58,-33.93
1653402820791,0.7,-0.04,3.08,1.76,3.17,11.83,-26.17,-17.41,-34.84
1653402820796,0.7,-0.16,2.65,1.56,3.17,11.27,-19.97,-5.93,-34.87
1653402820801,0.57,-0.18,2.2,1.4,3.18,10.85,-16.19,2.33,-33.93
1653402820806,0.42,-0.17,1.76,1.23,3.23,10.56,-13.22,9.05,-31.97
1653402820811,0.24,-0.11,1.36,1.07,3.28,10.24,-11.43,13.39,-29.41
1653402820816,0.09,-0.04,1.03,0.96,3.37,9.9,-10.59,15.84,-26.75
1653402820820,0.01,0.03,0.76,0.88,3.4,9.66,-10.21,16.82,-23.85
1653402820825,-0.05,0.08,0.49,0.82,3.48,9.42,-10.31,16.44,-21.26
1653402820830,-0.1,0.14,0.24,0.8,3.58,9.27,-10.73,14.55,-18.77
1653402820835,-0.12,0.24,0.05,0.83,3.66,9.22,-11.15,11.47,-16.81
1653402820840,-0.1,0.35,-0.05,0.85,3.79,9.16,-11.68,7.23,-14.75
1653402820845,-0.07,0.49,-0.11,0.89,3.94,9.17,-11.92,2.54,-13.73
1653402820849,-0.03,0.62,-0.11,0.93,4.01,9.18,-11.92,-1.24,-12.93
1653402820854,0.01,0.72,-0.11,1.02,4.05,9.2,-11.12,-7.19,-12.65
1653402820859,0.07,0.78,-0.09,1.13,4.04,9.21,-10.21,-11.67,-13.24
1653402820864,0.16,0.79,-0.08,1.24,3.98,9.21,-8.77,-15.24,-14.29
1653402820869,0.27,0.74,-0.08,1.3,3.92,9.22,-7.4,-17.58,-15.52
1653402820874,0.35,0.68,-0.07,1.5,3.81,9.19,-4.81,-19.82,-17.58
1653402820878,0.48,0.6,-0.08,1.6,3.74,9.12,-2.71,-20.1,-19.37
1653402820883,0.6,0.52,-0.14,1.73,3.67,8.98,-0.37,-18.95,-21.01
1653402820888,0.72,0.43,-0.25,1.83,3.61,8.83,1.42,-16.64,-22.41
1653402820893,0.82,0.37,-0.39,1.86,3.56,8.62,3.34,-13.24,-23.43
1653402820898,0.87,0.3,-0.57,1.9,3.53,8.39,4.95,-9.15,-24.44
1653402820902,0.9,0.27,-0.79,1.9,3.44,8.16,6.18,-4.53,-25.14
1653402820907,0.93,0.19,-1.03,1.9,3.39,7.87,6.81,-0.05,-25.77
1653402820911,0.94,0.12,-1.28,1.89,3.31,7.59,7.23,4.85,-26.47
1653402820916,0.94,0.05,-1.57,1.81,3.25,7.23,6.67,10.38,-27.28
1653402820921,0.91,-0.02,-1.85,1.78,3.22,7.04,5.97,13.5,-27.7
1653402820926,0.87,-0.08,-2.13,1.69,3.2,6.78,4.64,16.82,-28.61
1653402820931,0.82,-0.11,-2.38,1.65,3.18,6.61,3.55,18.78,-29.1
1653402820936,0.78,-0.14,-2.62,1.58,3.18,6.39,1.66,20.57,-29.83
1653402820940,0.73,-0.14,-2.84,1.51,3.15,6.18,-1.03,21.93,-30.6
1653402820945,0.69,-0.17,-3.05,1.44,3.16,5.98,-3.2,22.18,-31.16
1653402820950,0.66,-0.17,-3.22,1.34,3.17,5.81,-4.92,22.04,-31.44
1653402820955,0.6,-0.15,-3.39,1.26,3.16,5.69,-7.72,21.13,-31.93
1653402820960,0.54,-0.14,-3.52,1.19,3.18,5.58,-9.58,20.04,-32
1653402820965,0.48,-0.14,-3.63,1.15,3.17,5.52,-10.98,18.96,-32.11
1653402820970,0.45,-0.12,-3.72,1.07,3.13,5.48,-12.8,16.3,-31.79
1653402820974,0.39,-0.16,-3.77,1.01,3.07,5.43,-14.2,14.09,-31.69
1653402820979,0.36,-0.19,-3.8,0.95,3.04,5.4,-14.83,12.66,-31.48
1653402820984,0.3,-0.22,-3.84,0.89,2.99,5.35,-15.81,10.42,-30.88
1653402820989,0.26,-0.26,-3.89,0.85,2.97,5.27,-16.37,9.09,-30.32
1653402820993,0.23,-0.27,-3.95,0.81,2.94,5.25,-16.44,8.32,-29.87
1653402820999,0.21,-0.29,-3.99,0.79,2.88,5.22,-15.91,7.51,-28.85
1653402821003,0.19,-0.33,-4.02,0.75,2.83,5.17,-15.56,7.2,-27.84
1653402821008,0.17,-0.37,-4.07,0.77,2.78,5.09,-15.11,6.85,-26.82
1653402821013,0.19,-0.4,-4.13,0.75,2.77,5.05,-14.79,6.81,-26.02
1653402821017,0.2,-0.42,-4.19,0.73,2.71,4.96,-14.23,6.88,-24.9
1653402821022,0.19,-0.45,-4.25,0.73,2.68,4.85,-13.88,7.34,-23.53
1653402821028,0.19,-0.48,-4.35,0.69,2.68,4.76,-13.57,8.56,-22.55
1653402821032,0.17,-0.48,-4.47,0.68,2.69,4.63,-13.64,10.24,-21.4
1653402821037,0.17,-0.46,-4.59,0.67,2.73,4.55,-13.88,11.5,-20.56
1653402821042,0.16,-0.4,-4.7,0.55,2.82,4.41,-14.69,13.6,-19.47
1653402821046,0.08,-0.32,-4.8,0.41,2.9,4.29,-16.16,16.4,-17.97
1653402821051,-0.01,-0.23,-4.9,0.31,2.95,4.18,-17.73,18.47,-17.13
1653402821056,-0.1,-0.17,-5.02,0.26,3.01,4.14,-19.27,19.73,-16.5
1653402821061,-0.15,-0.09,-5.08,0.17,3.1,4.16,-22.07,21.13,-15.41
1653402821065,-0.2,0,-5.09,0.07,3.19,4.24,-24.59,21.48,-14.85
1653402821070,-0.27,0.1,-5.02,0.01,3.27,4.38,-27.22,20.95,-14.36
1653402821075,-0.33,0.22,-4.91,-0.01,3.34,4.54,-29.6,19.97,-14.05
1653402821080,-0.34,0.31,-4.76,-0.03,3.4,4.74,-31.52,18.71,-14.05
1653402821085,-0.34,0.41,-4.58,-0.02,3.47,4.97,-32.82,17.73,-14.43
1653402821089,-0.33,0.49,-4.36,0,3.48,5.17,-33.59,16.33,-15.24
1653402821095,-0.29,0.55,-4.11,0.05,3.47,5.47,-33.87,14.65,-16.29
1653402821100,-0.24,0.57,-3.82,0.07,3.45,5.87,-33.76,13.04,-17.06
1653402821104,-0.21,0.57,-3.51,0.09,3.45,6.2,-33.27,9.75,-18.39
1653402821109,-0.16,0.58,-3.19,0.03,3.57,6.56,-32.78,7.72,-19.12
1653402821114,-0.18,0.69,-2.84,-0.12,3.7,6.94,-32.29,4.5,-19.96
1653402821118,-0.29,0.84,-2.48,-0.3,3.79,7.38,-31.91,0.62,-20.14
1653402821123,-0.45,0.97,-2.06,-0.49,3.9,7.86,-31.52,-1.34,-19.89
1653402821128,-0.65,1.11,-1.6,-0.74,3.97,8.38,-31,-3.44,-18.98
1653402821133,-0.88,1.2,-1.1,-1.02,3.98,8.96,-30.19,-4.53,-17.58
1653402821137,-1.14,1.26,-0.55,-1.16,3.99,9.39,-28.41,-5.47,-13.73
1653402821143,-1.37,1.28,0.02,-1.32,3.99,9.93,-25.29,-5.51,-8.2
1653402821147,-1.52,1.3,0.56,-1.37,3.99,10.47,-22.07,-5.16,-2.53
1653402821152,-1.59,1.32,1.09,-1.4,4.05,11.14,-18.4,-5.12,4.22
1653402821157,-1.63,1.37,1.62,-1.4,4.12,11.51,-14.44,-5.16,11.99
1653402821162,-1.63,1.46,2.14,-1.3,4.2,11.99,-10.14,-5.37,20.01
1653402821167,-1.56,1.55,2.61,-1.05,4.39,12.54,-6,-5.12,28.09
1653402821171,-1.39,1.69,3.05,-0.78,4.52,12.93,-1.77,-4.77,35.51
1653402821176,-1.15,1.82,3.45,-0.51,4.68,13.29,2.12,-4.53,42.06
1653402821181,-0.88,1.98,3.83,-0.29,4.79,13.54,5.62,-4.6,47.34
1653402821186,-0.63,2.11,4.16,0.03,4.97,13.9,8.52,-4.67,51.37
1653402821190,-0.32,2.27,4.51,0.37,5.15,14.22,10.41,-4.88,53.26
1653402821195,0,2.45,4.83,0.67,5.42,14.61,12.69,-5.23,54.17
1653402821200,0.23,2.65,5.14,0.81,5.62,14.92,13.81,-6.17,53.12
1653402821205,0.41,2.83,5.45,0.92,5.76,15.2,14.68,-7.01,50.42
1653402821209,0.5,3,5.74,1.03,5.9,15.45,15.21,-8.1,46.47
1653402821214,0.6,3.11,6,1.08,6.01,15.64,15.28,-8.83,41.78
1653402821219,0.64,3.22,6.22,1.09,6.06,15.75,14.93,-9.25,36.67
1653402821224,0.66,3.29,6.36,1.06,6.1,15.87,14.54,-8.59,31.56
1653402821229,0.63,3.31,6.47,1.03,6.1,15.91,13.84,-6.94,26.9
1653402821233,0.59,3.31,6.53,1,6.01,15.91,13.14,-4.21,22.63
1653402821239,0.57,3.24,6.54,0.99,5.88,15.78,12.3,0.48,19.45
1653402821243,0.54,3.12,6.45,0.96,5.79,15.62,11.32,7.2,17
1653402821248,0.51,2.97,6.26,0.88,5.64,15.34,10.34,15.35,15.49
1653402821253,0.47,2.84,6.02,0.79,5.49,15.19,9.08,23.54,14.79
1653402821258,0.41,2.69,5.84,0.65,5.37,15.03,7.79,31.59,15.04
1653402821262,0.3,2.56,5.68,0.53,5.29,14.87,6.46,39.15,15.63
1653402821267,0.21,2.46,5.51,0.42,5.22,14.7,5.23,45.94,16.93
1653402821272,0.13,2.37,5.34,0.36,5.15,14.59,4.6,51.89,18.61
1653402821277,0.07,2.28,5.18,0.26,5.1,14.42,4.53,56.41,20.92
1653402821282,0.03,2.23,5.03,0.17,5.07,14.32,4.88,58.96,23.44
1653402821287,-0.01,2.19,4.91,0.08,5.04,14.24,6.04,59.56,26.13
1653402821292,-0.05,2.15,4.82,0.04,4.98,14.15,8.24,58.61,28.79
1653402821297,-0.09,2.1,4.73,0.01,4.92,14.04,11.18,56.3,31.42
1653402821301,-0.08,2.01,4.6,0.01,4.9,14.01,13.21,54.66,32.64
1653402821306,-0.06,1.9,4.47,0.05,4.64,13.65,18.85,50.35,35.51
1653402821311,-0.01,1.73,4.28,0.13,4.43,13.41,25.57,45.49,37.93
1653402821316,0.08,1.53,4.04,0.21,4.23,13.06,31.66,42.27,39.4
1653402821321,0.18,1.29,3.73,0.27,4.08,12.8,36.52,40.27,40.24
1653402821325,0.28,1.06,3.4,0.39,3.79,12.27,44.68,37.86,41.25
1653402821330,0.39,0.79,3,0.47,3.55,11.81,51.01,36.81,41.64
1653402821335,0.5,0.5,2.56,0.51,3.37,11.43,56.86,36.28,41.67
1653402821339,0.58,0.23,2.08,0.54,3.11,10.79,61.9,36,41.71
1653402821344,0.64,-0.05,1.59,0.56,2.98,10.23,65.29,35.93,41.6
1653402821349,0.66,-0.25,1.06,0.58,2.88,9.66,69.42,35.86,41.43
1653402821354,0.7,-0.42,0.51,0.6,2.8,9.12,71.38,35.9,41.18
1653402821358,0.73,-0.57,-0.01,0.59,2.76,8.74,71.98,36.07,40.87
1653402821363,0.75,-0.68,-0.52,0.61,2.68,8.16,71.52,35.86,40.38
1653402821368,0.77,-0.8,-0.96,0.62,2.64,7.77,69.95,35.2,39.82
1653402821373,0.8,-0.9,-1.36,0.61,2.6,7.4,67.32,34.04,38.8
1653402821377,0.81,-0.99,-1.72,0.63,2.59,7.17,63.75,32.36,37.65
1653402821383,0.83,-1.07,-2.02,0.62,2.57,6.84,59.45,30.19,36.21
1653402821388,0.85,-1.13,-2.27,0.58,2.56,6.66,56.09,28.2,35.16
1653402821392,0.82,-1.18,-2.5,0.54,2.6,6.47,49.44,24.56,33.24
1653402821397,0.79,-1.19,-2.64,0.49,2.65,6.35,43.66,21.27,31.63
1653402821402,0.75,-1.17,-2.76,0.46,2.68,6.3,38.17,18.05,29.84
1653402821407,0.72,-1.16,-2.82,0.41,2.72,6.3,32.74,14.93,28.16
1653402821412,0.67,-1.15,-2.83,0.41,2.72,6.32,27.77,11.96,26.2
1653402821416,0.65,-1.14,-2.81,0.45,2.67,6.36,23.15,9.3,24.31
1653402821421,0.68,-1.19,-2.76,0.49,2.62,6.44,19.65,6.67,22.28
1653402821426,0.71,-1.26,-2.68,0.51,2.55,6.56,16.71,4.19,20.11
1653402821430,0.73,-1.33,-2.57,0.57,2.48,6.68,14.47,1.77,18.08
1653402821436,0.77,-1.41,-2.44,0.61,2.45,6.74,13.18,0.16,16.37
1653402821441,0.81,-1.46,-2.35,0.63,2.44,6.75,11.88,-2.01,13.6
1653402821445,0.84,-1.49,-2.32,0.66,2.39,6.79,10.97,-3.62,11.26
1653402821449,0.86,-1.53,-2.28,0.71,2.35,6.77,10.27,-4.81,8.88
1653402821455,0.89,-1.59,-2.28,0.77,2.28,6.74,9.36,-5.86,6.57
1653402821460,0.95,-1.64,-2.3,0.79,2.21,6.71,8.84,-6.35,4.5
1653402821464,0.97,-1.72,-2.34,0.85,2.16,6.61,7.4,-7.22,1.6
1653402821470,1.01,-1.77,-2.41,0.92,2.11,6.55,5.93,-7.92,-0.89
1653402821474,1.05,-1.82,-2.47,1,2.08,6.49,4.18,-8.76,-3.37
1653402821479,1.13,-1.86,-2.51,1.09,2.03,6.39,2.22,-9.04,-5.93
1653402821484,1.22,-1.9,-2.59,1.2,1.98,6.26,0.33,-8.52,-8.73
1653402821488,1.31,-1.95,-2.71,1.25,1.92,6.13,-1.94,-7.19,-11.56
1653402821493,1.39,-2.01,-2.87,1.35,1.81,5.92,-3.97,-4.67,-14.89
1653402821498,1.47,-2.09,-3.04,1.38,1.72,5.81,-6.21,-1.66,-18.53
1653402821503,1.53,-2.17,-3.17,1.38,1.7,5.76,-8.28,1.81,-22.06
1653402821507,1.54,-2.22,-3.25,1.25,1.69,5.69,-10.91,5.2,-25.49
1653402821512,1.45,-2.21,-3.32,1.04,1.74,5.58,-13.29,8.77,-28.61
1653402821517,1.3,-2.18,-3.4,0.81,1.79,5.53,-16.26,11.78,-31.37
1653402821522,1.11,-2.11,-3.46,0.59,1.85,5.48,-19.06,14.13,-33.51
1653402821527,0.91,-2.03,-3.53,0.41,1.91,5.46,-21.72,15.77,-35.12
1653402821532,0.7,-1.93,-3.56,0.21,1.99,5.47,-24.07,16.96,-36.31
1653402821537,0.55,-1.85,-3.55,0.11,2.04,5.48,-25.92,17.42,-36.94
