time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1664105321884.7,12.7,12.9,0.1,
1664105322016.1,12.8,12.9,0,
1664105322067,12.8,12.9,0.1,
1664105322166.4,12.8,12.9,0,
1664105322249.6,12.8,12.9,0.1,
1664105322349.6,12.8,12.9,0,
1664105322399.5,12.8,12.9,0.1,
1664105322516.1,12.8,12.9,0,
1664105322566.2,12.8,13,0.1,
1664105322600.5,12.8,13,0,
1664105322616.4,12.8,13,0.1,
1664105322749.1,12.8,12.9,0,
1664105322782.3,12.8,13,0.1,
1664105322899.2,12.8,13,0,
1664105323132.3,12.8,13,0.1,
1664105324732.7,13,13,0.1,
1664105326362,13.1,13,0.1,
1664105331932.3,13.3,13,0.1,
1664105334198.5,13.3,13,0,
1664105334415.5,13.3,13,0.1,
1664105350814.9,13.4,13,0,
1664105350881.3,13.4,13,0.1,
1664105352964.6,13.4,13,0,
1664105353048,13.4,13,0.1,
