time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1658226021772.8,13.4,34.2,3.2,
1658226021802,13.5,34.7,3,x
1658226021823.5,13.2,35.1,3.4,x
1658226021841.7,13,35.1,3.9,x
1658226021868.7,12.9,35,3.9,x
1658226021885.4,13,34.6,3.9,x
1658226021902,13.1,34.3,3.7,x
1658226021918.6,13.1,34.1,3.6,x
1658226021935.3,13.1,33.9,3.5,x
1658226021968.6,13,34,3.5,x
1658226021985.3,12.9,34.1,3.8,x
1658226022001.9,12.8,33.9,3.8,x
1658226022035.3,12.9,33.8,3.5,x
1658226022052,13,34,3.2,x
1658226022068.7,13,34.1,3.2,x
1658226022085.3,12.9,34.1,3.3,x
1658226022118.7,13,34.1,3.1,x
1658226022136,13,34,3.1,x
1658226022152.5,13,33.9,3.1,x
1658226022169.2,13.1,33.6,2.9,x
1658226022185.8,13.1,33.3,2.8,x
1658226022202.6,13.2,33.2,2.7,x
1658226022253.1,13.1,33.3,2.8,x
1658226022269.3,13,33.3,2.9,x
1658226022286,12.8,33.3,3.1,x
1658226022302.8,12.8,33.3,3.2,x
1658226022335.8,12.8,33.4,3.1,x
1658226022369.5,12.7,33.6,3.1,x
1658226022386.3,12.8,33.8,3,x
1658226022419.1,12.9,33.7,2.8,x
1658226022435.7,13,33.5,2.6,x
1658226022452.9,13,33.4,2.5,x
1658226022469.3,13,33,2.4,x
1658226022485.8,13,32.9,2.5,x
1658226022519.2,12.9,33,2.5,x
1658226022535.8,12.9,33,2.6,x
1658226022552.4,12.8,33,2.7,x
1658226022569.3,12.7,32.9,2.8,x
1658226022585.8,12.6,33,2.9,x
1658226022602.7,12.6,33.1,3,x
1658226022620.5,12.5,33.2,3.2,x
1658226022635.7,12.5,33.2,3.1,x
1658226022652.5,12.6,33.2,3,x
1658226022687.1,12.7,33.1,2.9,x
1658226022719.3,12.7,33,2.8,x
1658226022735.8,12.8,32.9,2.7,x
1658226022752.8,12.9,32.9,2.6,x
1658226022774.3,13,32.8,2.4,x
1658226022835.9,13,32.8,2.3,x
